#Cont nu	incident	atten	VAR4	VAR5	nu dr	inci dr
1.098000000000000e+0	1.427000000000000e-2	1.427000000000000e-2				
1.092000000000000e+0	1.427000000000000e-2	1.427000000000000e-2				
1.087000000000000e+0	1.427000000000000e-2	1.427000000000000e-2				
1.082000000000000e+0	1.427000000000000e-2	1.427000000000000e-2				
1.076000000000000e+0	1.427000000000000e-2	1.427000000000000e-2				
1.071000000000000e+0	1.427000000000000e-2	1.427000000000000e-2				
1.065000000000000e+0	1.427000000000000e-2	1.427000000000000e-2				
1.060000000000000e+0	1.427000000000000e-2	1.427000000000000e-2				
1.055000000000000e+0	1.427000000000000e-2	1.427000000000000e-2				
1.050000000000000e+0	1.427000000000000e-2	1.427000000000000e-2				
1.044000000000000e+0	1.427000000000000e-2	1.427000000000000e-2				
1.039000000000000e+0	1.427000000000000e-2	1.427000000000000e-2				
1.034000000000000e+0	1.427000000000000e-2	1.427000000000000e-2				
1.029000000000000e+0	1.427000000000000e-2	1.427000000000000e-2				
1.024000000000000e+0	1.427000000000000e-2	1.427000000000000e-2				
1.019000000000000e+0	1.427000000000000e-2	1.427000000000000e-2				
1.013000000000000e+0	1.427000000000000e-2	1.427000000000000e-2				
1.008000000000000e+0	1.427000000000000e-2	1.427000000000000e-2				
1.003000000000000e+0	1.427000000000000e-2	1.427000000000000e-2				
9.984000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
9.934000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
9.885000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
9.835000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
9.786000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
9.737000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
9.689000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
9.641000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
9.592000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
9.545000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
9.497000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
9.450000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
9.403000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
9.356000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
9.309000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
9.263000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
9.216000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
9.170000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
9.125000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
9.079000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
9.034000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
8.989000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
8.944000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
8.899000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
8.855000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
8.811000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
8.767000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
8.723000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
8.680000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
8.637000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
8.593000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
8.551000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
8.508000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
8.466000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
8.423000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
8.381000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
8.340000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
8.298000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
8.257000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
8.215000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
8.174000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
8.134000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
8.093000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
8.053000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
8.013000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
7.973000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
7.933000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
7.893000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
7.854000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
7.815000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
7.776000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
7.737000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
7.698000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
7.660000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
7.622000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
7.584000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
7.546000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
7.508000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
7.471000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
7.434000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
7.397000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
7.360000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
7.323000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
7.287000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
7.250000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
7.214000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
7.178000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
7.141999999999999e-1	1.427000000000000e-2	1.427000000000000e-2				
7.107000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
7.070999999999999e-1	1.427000000000000e-2	1.427000000000000e-2				
7.036000000000000e-1	1.427000000000000e-2	1.427000000000000e-2				
7.000999999999999e-1	1.417000000000000e-2	1.417000000000000e-2				
6.966000000000000e-1	1.404000000000000e-2	1.404000000000000e-2				
6.931000000000001e-1	1.391000000000000e-2	1.391000000000000e-2				
6.897000000000000e-1	1.378000000000000e-2	1.378000000000000e-2				
6.862000000000000e-1	1.366000000000000e-2	1.366000000000000e-2				
6.828000000000000e-1	1.353000000000000e-2	1.353000000000000e-2				
6.794000000000000e-1	1.341000000000000e-2	1.341000000000000e-2				
6.760000000000001e-1	1.329000000000000e-2	1.329000000000000e-2				
6.726000000000000e-1	1.317000000000000e-2	1.317000000000000e-2				
6.693000000000000e-1	1.305000000000000e-2	1.305000000000000e-2				
6.660000000000000e-1	1.293000000000000e-2	1.293000000000000e-2				
6.626000000000000e-1	1.281000000000000e-2	1.281000000000000e-2				
6.593000000000000e-1	1.269000000000000e-2	1.269000000000000e-2				
6.560000000000000e-1	1.258000000000000e-2	1.258000000000000e-2				
6.528000000000001e-1	1.246000000000000e-2	1.246000000000000e-2				
6.495000000000000e-1	1.235000000000000e-2	1.235000000000000e-2				
6.463000000000000e-1	1.224000000000000e-2	1.224000000000000e-2				
6.431000000000000e-1	1.213000000000000e-2	1.213000000000000e-2				
6.398000000000000e-1	1.201000000000000e-2	1.201000000000000e-2				
6.367000000000001e-1	1.190000000000000e-2	1.190000000000000e-2				
6.334999999999999e-1	1.180000000000000e-2	1.180000000000000e-2				
6.303000000000000e-1	1.169000000000000e-2	1.169000000000000e-2				
6.272000000000000e-1	1.158000000000000e-2	1.158000000000000e-2				
6.240000000000000e-1	1.148000000000000e-2	1.148000000000000e-2				
6.209000000000000e-1	1.137000000000000e-2	1.137000000000000e-2				
6.178000000000000e-1	1.127000000000000e-2	1.127000000000000e-2				
6.148000000000000e-1	1.117000000000000e-2	1.117000000000000e-2				
6.117000000000000e-1	1.106000000000000e-2	1.106000000000000e-2				
6.086000000000000e-1	1.096000000000000e-2	1.096000000000000e-2				
6.056000000000000e-1	1.086000000000000e-2	1.086000000000000e-2				
6.026000000000000e-1	1.076000000000000e-2	1.076000000000000e-2				
5.996000000000000e-1	1.066000000000000e-2	1.066000000000000e-2				
5.966000000000000e-1	1.057000000000000e-2	1.057000000000000e-2				
5.936000000000000e-1	1.047000000000000e-2	1.047000000000000e-2				
5.907000000000000e-1	1.038000000000000e-2	1.038000000000000e-2				
5.877000000000000e-1	1.028000000000000e-2	1.028000000000000e-2				
5.848000000000000e-1	1.019000000000000e-2	1.019000000000000e-2				
5.819000000000000e-1	1.009000000000000e-2	1.009000000000000e-2				
5.789999999999999e-1	1.000000000000000e-2	1.000000000000000e-2				
5.760999999999999e-1	9.911000000000000e-3	9.911000000000000e-3				
5.732000000000001e-1	9.821000000000000e-3	9.821000000000000e-3				
5.703000000000000e-1	9.731000000000000e-3	9.731000000000000e-3				
5.675000000000000e-1	9.642000000000000e-3	9.642000000000000e-3				
5.647000000000000e-1	9.554000000000000e-3	9.554000000000000e-3				
5.618999999999999e-1	9.467000000000000e-3	9.467000000000000e-3				
5.591000000000001e-1	9.381000000000000e-3	9.381000000000000e-3				
5.563000000000000e-1	9.295000000000000e-3	9.295000000000000e-3				
5.535000000000000e-1	9.210000000000000e-3	9.210000000000000e-3				
5.507000000000000e-1	9.126000000000000e-3	9.126000000000000e-3				
5.480000000000001e-1	9.043000000000000e-3	9.043000000000000e-3				
5.453000000000000e-1	8.961000000000000e-3	8.961000000000000e-3				
5.425000000000000e-1	8.879000000000000e-3	8.879000000000000e-3				
5.397999999999999e-1	8.798000000000000e-3	8.798000000000000e-3				
5.371000000000000e-1	8.718000000000000e-3	8.718000000000000e-3				
5.345000000000000e-1	8.638000000000000e-3	8.638000000000000e-3				
5.318000000000001e-1	8.559000000000000e-3	8.559000000000000e-3				
5.291000000000000e-1	8.481000000000000e-3	8.481000000000000e-3				
5.265000000000000e-1	8.404000000000000e-3	8.404000000000000e-3				
5.239000000000000e-1	8.327000000000000e-3	8.327000000000000e-3				
5.213000000000000e-1	8.251000000000000e-3	8.251000000000000e-3				
5.187000000000001e-1	8.176000000000000e-3	8.176000000000000e-3				
5.161000000000000e-1	8.101000000000000e-3	8.101000000000000e-3				
5.134999999999999e-1	8.027000000000000e-3	8.027000000000000e-3				
5.109000000000000e-1	7.954000000000000e-3	7.954000000000000e-3				
5.084000000000000e-1	7.882000000000000e-3	7.882000000000000e-3				
5.059000000000000e-1	7.810000000000000e-3	7.810000000000000e-3				
5.033000000000000e-1	7.738000000000000e-3	7.738000000000000e-3				
5.008000000000000e-1	7.668000000000000e-3	7.668000000000000e-3				
4.983000000000000e-1	7.598000000000000e-3	7.598000000000000e-3				
4.959000000000000e-1	7.529000000000000e-3	7.529000000000000e-3				
4.934000000000000e-1	7.460000000000000e-3	7.460000000000000e-3				
4.909000000000000e-1	7.392000000000000e-3	7.392000000000000e-3				
4.885000000000000e-1	7.324000000000000e-3	7.324000000000000e-3				
4.860000000000000e-1	7.258000000000000e-3	7.258000000000000e-3				
4.836000000000000e-1	7.191000000000000e-3	7.191000000000000e-3				
4.812000000000000e-1	7.126000000000000e-3	7.126000000000000e-3				
4.788000000000000e-1	7.060999999999999e-3	7.060999999999999e-3				
4.764000000000000e-1	6.996000000000000e-3	6.996000000000000e-3				
4.740000000000000e-1	6.932000000000000e-3	6.932000000000000e-3				
4.717000000000000e-1	6.869000000000000e-3	6.869000000000000e-3				
4.693000000000000e-1	6.807000000000000e-3	6.807000000000000e-3				
4.670000000000000e-1	6.744000000000000e-3	6.744000000000000e-3				
4.647000000000000e-1	6.683000000000000e-3	6.683000000000000e-3				
4.623000000000000e-1	6.622000000000000e-3	6.622000000000000e-3				
4.600000000000000e-1	6.562000000000000e-3	6.562000000000000e-3				
4.577000000000000e-1	6.502000000000000e-3	6.502000000000000e-3				
4.555000000000000e-1	6.442000000000000e-3	6.442000000000000e-3				
4.532000000000000e-1	6.384000000000000e-3	6.384000000000000e-3				
4.509000000000000e-1	6.325000000000000e-3	6.325000000000000e-3				
4.487000000000000e-1	6.268000000000000e-3	6.268000000000000e-3				
4.464000000000000e-1	6.210000000000000e-3	6.210000000000000e-3				
4.442000000000000e-1	6.154000000000000e-3	6.154000000000000e-3				
4.420000000000000e-1	6.098000000000000e-3	6.098000000000000e-3				
4.398000000000000e-1	6.042000000000000e-3	6.042000000000000e-3				
4.376000000000000e-1	5.987000000000000e-3	5.987000000000000e-3				
4.354000000000000e-1	5.932000000000000e-3	5.932000000000000e-3				
4.332000000000000e-1	5.878000000000001e-3	5.878000000000001e-3				
4.311000000000000e-1	5.825000000000000e-3	5.825000000000000e-3				
4.289000000000000e-1	5.771000000000000e-3	5.771000000000000e-3				
4.268000000000000e-1	5.719000000000000e-3	5.719000000000000e-3				
4.247000000000000e-1	5.667000000000000e-3	5.667000000000000e-3				
4.225000000000000e-1	5.615000000000000e-3	5.615000000000000e-3				
4.204000000000000e-1	5.564000000000000e-3	5.564000000000000e-3				
4.183000000000000e-1	5.513000000000000e-3	5.513000000000000e-3				
4.163000000000000e-1	5.463000000000000e-3	5.463000000000000e-3				
4.142000000000000e-1	5.413000000000000e-3	5.413000000000000e-3				
4.121000000000000e-1	5.363000000000000e-3	5.363000000000000e-3				
4.101000000000000e-1	5.314000000000000e-3	5.314000000000000e-3				
4.080000000000000e-1	5.266000000000000e-3	5.266000000000000e-3				
4.060000000000000e-1	5.218000000000001e-3	5.218000000000001e-3				
4.040000000000000e-1	5.170000000000000e-3	5.170000000000000e-3				
4.019000000000000e-1	5.123000000000000e-3	5.123000000000000e-3				
3.999000000000000e-1	5.076000000000000e-3	5.076000000000000e-3				
3.979000000000000e-1	5.030000000000000e-3	5.030000000000000e-3				
3.960000000000000e-1	4.984000000000000e-3	4.984000000000000e-3				
3.940000000000000e-1	4.939000000000000e-3	4.939000000000000e-3				
3.920000000000000e-1	4.894000000000000e-3	4.894000000000000e-3				
3.901000000000000e-1	4.849000000000000e-3	4.849000000000000e-3				
3.881000000000000e-1	4.805000000000000e-3	4.805000000000000e-3				
3.862000000000000e-1	4.761000000000000e-3	4.761000000000000e-3				
3.843000000000000e-1	4.718000000000000e-3	4.718000000000000e-3				
3.823000000000000e-1	4.674000000000000e-3	4.674000000000000e-3				
3.804000000000000e-1	4.632000000000000e-3	4.632000000000000e-3				
3.785000000000000e-1	4.590000000000000e-3	4.590000000000000e-3				
3.767000000000000e-1	4.548000000000000e-3	4.548000000000000e-3				
3.748000000000000e-1	4.505999999999999e-3	4.505999999999999e-3				
3.729000000000000e-1	4.465000000000000e-3	4.465000000000000e-3				
3.710000000000000e-1	4.424000000000000e-3	4.424000000000000e-3				
3.692000000000000e-1	4.384000000000000e-3	4.384000000000000e-3				
3.665000000000000e-1	4.325000000000000e-3	4.325000000000000e-3				
3.647000000000000e-1	4.286000000000000e-3	4.286000000000000e-3				
3.633000000000000e-1	4.256000000000000e-3	4.256000000000000e-3				
3.619000000000000e-1	4.226000000000000e-3	4.226000000000000e-3				
3.601000000000000e-1	4.188000000000000e-3	4.188000000000000e-3				
3.583000000000000e-1	4.149000000000000e-3	4.149000000000000e-3				
3.565000000000000e-1	4.112000000000000e-3	4.112000000000000e-3				
3.547000000000000e-1	4.074000000000000e-3	4.074000000000000e-3				
3.530000000000000e-1	4.037000000000000e-3	4.037000000000000e-3				
3.512000000000000e-1	3.992000000000000e-3	3.992000000000000e-3				
3.494000000000000e-1	3.942000000000000e-3	3.942000000000000e-3				
3.477000000000000e-1	3.892000000000000e-3	3.892000000000000e-3				
3.460000000000000e-1	3.843000000000000e-3	3.843000000000000e-3				
3.442000000000000e-1	3.795000000000000e-3	3.795000000000000e-3				
3.425000000000000e-1	3.747000000000000e-3	3.747000000000000e-3				
3.408000000000000e-1	3.700000000000000e-3	3.700000000000000e-3				
3.391000000000000e-1	3.653000000000000e-3	3.653000000000000e-3				
3.374000000000000e-1	3.607000000000000e-3	3.607000000000000e-3				
3.357000000000000e-1	3.562000000000000e-3	3.562000000000000e-3				
3.341000000000000e-1	3.517000000000000e-3	3.517000000000000e-3				
3.324000000000000e-1	3.473000000000000e-3	3.473000000000000e-3				
3.307000000000000e-1	3.429000000000000e-3	3.429000000000000e-3				
3.291000000000000e-1	3.386000000000000e-3	3.386000000000000e-3				
3.275000000000000e-1	3.343000000000000e-3	3.343000000000000e-3				
3.258000000000000e-1	3.301000000000000e-3	3.301000000000000e-3				
3.242000000000000e-1	3.260000000000000e-3	3.260000000000000e-3				
3.226000000000000e-1	3.219000000000000e-3	3.219000000000000e-3				
3.210000000000000e-1	3.178000000000000e-3	3.178000000000000e-3				
3.194000000000000e-1	3.138000000000000e-3	3.138000000000000e-3				
3.178000000000000e-1	3.099000000000000e-3	3.099000000000000e-3				
3.162000000000000e-1	3.060000000000000e-3	3.060000000000000e-3				
3.146000000000000e-1	3.021000000000000e-3	3.021000000000000e-3				
3.130000000000000e-1	2.983000000000000e-3	2.983000000000000e-3				
3.115000000000000e-1	2.946000000000000e-3	2.946000000000000e-3				
3.099000000000000e-1	2.909000000000000e-3	2.909000000000000e-3				
3.084000000000000e-1	2.872000000000000e-3	2.872000000000000e-3				
3.069000000000000e-1	2.836000000000000e-3	2.836000000000000e-3				
3.053000000000000e-1	2.800000000000000e-3	2.800000000000000e-3				
3.038000000000000e-1	2.765000000000000e-3	2.765000000000000e-3				
3.023000000000000e-1	2.730000000000000e-3	2.730000000000000e-3				
3.008000000000000e-1	2.696000000000000e-3	2.696000000000000e-3				
2.993000000000000e-1	2.662000000000000e-3	2.662000000000000e-3				
2.978000000000000e-1	2.628000000000000e-3	2.628000000000000e-3				
2.963000000000000e-1	2.595000000000000e-3	2.595000000000000e-3				
2.948000000000000e-1	2.563000000000000e-3	2.563000000000000e-3				
2.934000000000000e-1	2.530000000000000e-3	2.530000000000000e-3				
2.919000000000000e-1	2.498000000000000e-3	2.498000000000000e-3				
2.904000000000000e-1	2.467000000000000e-3	2.467000000000000e-3				
2.890000000000000e-1	2.436000000000000e-3	2.436000000000000e-3				
2.875000000000000e-1	2.405000000000000e-3	2.405000000000000e-3				
2.861000000000000e-1	2.375000000000000e-3	2.375000000000000e-3				
2.847000000000000e-1	2.345000000000000e-3	2.345000000000000e-3				
2.833000000000000e-1	2.316000000000000e-3	2.316000000000000e-3				
2.819000000000000e-1	2.287000000000000e-3	2.287000000000000e-3				
2.804000000000000e-1	2.258000000000000e-3	2.258000000000000e-3				
2.790000000000000e-1	2.229000000000000e-3	2.229000000000000e-3				
2.777000000000000e-1	2.201000000000000e-3	2.201000000000000e-3				
2.763000000000000e-1	2.174000000000000e-3	2.174000000000000e-3				
2.749000000000000e-1	2.146000000000000e-3	2.146000000000000e-3				
2.735000000000000e-1	2.119000000000000e-3	2.119000000000000e-3				
2.722000000000000e-1	2.093000000000000e-3	2.093000000000000e-3				
2.708000000000000e-1	2.066000000000000e-3	2.066000000000000e-3				
2.695000000000000e-1	2.040000000000000e-3	2.040000000000000e-3				
2.681000000000000e-1	2.015000000000000e-3	2.015000000000000e-3				
2.668000000000000e-1	1.989000000000000e-3	1.989000000000000e-3				
2.654000000000000e-1	1.964000000000000e-3	1.964000000000000e-3				
2.641000000000000e-1	1.939000000000000e-3	1.939000000000000e-3				
2.628000000000000e-1	1.915000000000000e-3	1.915000000000000e-3				
2.615000000000000e-1	1.891000000000000e-3	1.891000000000000e-3				
2.602000000000000e-1	1.867000000000000e-3	1.867000000000000e-3				
2.589000000000000e-1	1.844000000000000e-3	1.844000000000000e-3				
2.576000000000000e-1	1.820000000000000e-3	1.820000000000000e-3				
2.563000000000000e-1	1.798000000000000e-3	1.798000000000000e-3				
2.550000000000000e-1	1.775000000000000e-3	1.775000000000000e-3				
2.538000000000000e-1	1.753000000000000e-3	1.753000000000000e-3				
2.525000000000000e-1	1.731000000000000e-3	1.731000000000000e-3				
2.512000000000000e-1	1.709000000000000e-3	1.709000000000000e-3				
2.500000000000000e-1	1.687000000000000e-3	1.687000000000000e-3				
2.487000000000000e-1	1.679000000000000e-3	1.679000000000000e-3				
2.475000000000000e-1	1.684000000000000e-3	1.684000000000000e-3				
2.463000000000000e-1	1.689000000000000e-3	1.689000000000000e-3				
2.450000000000000e-1	1.694000000000000e-3	1.694000000000000e-3				
2.438000000000000e-1	1.700000000000000e-3	1.700000000000000e-3				
2.426000000000000e-1	1.705000000000000e-3	1.705000000000000e-3				
2.414000000000000e-1	1.710000000000000e-3	1.710000000000000e-3				
2.402000000000000e-1	1.715000000000000e-3	1.715000000000000e-3				
2.390000000000000e-1	1.720000000000000e-3	1.720000000000000e-3				
2.378000000000000e-1	1.726000000000000e-3	1.726000000000000e-3				
2.366000000000000e-1	1.731000000000000e-3	1.731000000000000e-3				
2.354000000000000e-1	1.736000000000000e-3	1.736000000000000e-3				
2.343000000000000e-1	1.741000000000000e-3	1.741000000000000e-3				
2.331000000000000e-1	1.747000000000000e-3	1.747000000000000e-3				
2.319000000000000e-1	1.752000000000000e-3	1.752000000000000e-3				
2.308000000000000e-1	1.757000000000000e-3	1.757000000000000e-3				
2.296000000000000e-1	1.763000000000000e-3	1.763000000000000e-3				
2.285000000000000e-1	1.768000000000000e-3	1.768000000000000e-3				
2.273000000000000e-1	1.773000000000000e-3	1.773000000000000e-3				
2.262000000000000e-1	1.779000000000000e-3	1.779000000000000e-3				
2.251000000000000e-1	1.784000000000000e-3	1.784000000000000e-3				
2.240000000000000e-1	1.790000000000000e-3	1.790000000000000e-3				
2.228000000000000e-1	1.795000000000000e-3	1.795000000000000e-3				
2.217000000000000e-1	1.800000000000000e-3	1.800000000000000e-3				
2.206000000000000e-1	1.806000000000000e-3	1.806000000000000e-3				
2.195000000000000e-1	1.811000000000000e-3	1.811000000000000e-3				
2.184000000000000e-1	1.817000000000000e-3	1.817000000000000e-3				
2.173000000000000e-1	1.822000000000000e-3	1.822000000000000e-3				
2.162000000000000e-1	1.828000000000000e-3	1.828000000000000e-3				
2.152000000000000e-1	1.834000000000000e-3	1.834000000000000e-3				
2.141000000000000e-1	1.839000000000000e-3	1.839000000000000e-3				
2.130000000000000e-1	1.845000000000000e-3	1.845000000000000e-3				
2.120000000000000e-1	1.850000000000000e-3	1.850000000000000e-3				
2.109000000000000e-1	1.856000000000000e-3	1.856000000000000e-3				
2.099000000000000e-1	1.862000000000000e-3	1.862000000000000e-3				
2.088000000000000e-1	1.867000000000000e-3	1.867000000000000e-3				
2.078000000000000e-1	1.873000000000000e-3	1.873000000000000e-3				
2.067000000000000e-1	1.879000000000000e-3	1.879000000000000e-3				
2.057000000000000e-1	1.884000000000000e-3	1.884000000000000e-3				
2.047000000000000e-1	1.890000000000000e-3	1.890000000000000e-3				
2.037000000000000e-1	1.896000000000000e-3	1.896000000000000e-3				
2.026000000000000e-1	1.902000000000000e-3	1.902000000000000e-3				
2.016000000000000e-1	1.907000000000000e-3	1.907000000000000e-3				
2.006000000000000e-1	1.913000000000000e-3	1.913000000000000e-3				
1.996000000000000e-1	1.919000000000000e-3	1.919000000000000e-3				
1.986000000000000e-1	1.925000000000000e-3	1.925000000000000e-3				
1.976000000000000e-1	1.931000000000000e-3	1.931000000000000e-3				
1.967000000000000e-1	1.937000000000000e-3	1.937000000000000e-3				
1.957000000000000e-1	1.942000000000000e-3	1.942000000000000e-3				
1.947000000000000e-1	1.948000000000000e-3	1.948000000000000e-3				
1.937000000000000e-1	1.954000000000000e-3	1.954000000000000e-3				
1.928000000000000e-1	1.960000000000000e-3	1.960000000000000e-3				
1.918000000000000e-1	1.966000000000000e-3	1.966000000000000e-3				
1.908000000000000e-1	1.972000000000000e-3	1.972000000000000e-3				
1.899000000000000e-1	1.978000000000000e-3	1.978000000000000e-3				
1.889000000000000e-1	1.984000000000000e-3	1.984000000000000e-3				
1.880000000000000e-1	1.990000000000000e-3	1.990000000000000e-3				
1.871000000000000e-1	1.996000000000000e-3	1.996000000000000e-3				
1.861000000000000e-1	2.002000000000000e-3	2.002000000000000e-3				
1.852000000000000e-1	2.008000000000000e-3	2.008000000000000e-3				
1.843000000000000e-1	2.014000000000000e-3	2.014000000000000e-3				
1.834000000000000e-1	2.021000000000000e-3	2.021000000000000e-3				
1.824000000000000e-1	2.027000000000000e-3	2.027000000000000e-3				
1.815000000000000e-1	2.033000000000000e-3	2.033000000000000e-3				
1.806000000000000e-1	2.039000000000000e-3	2.039000000000000e-3				
1.797000000000000e-1	2.045000000000000e-3	2.045000000000000e-3				
1.788000000000000e-1	2.051000000000000e-3	2.051000000000000e-3				
1.779000000000000e-1	2.058000000000000e-3	2.058000000000000e-3				
1.771000000000000e-1	2.064000000000000e-3	2.064000000000000e-3				
1.762000000000000e-1	2.070000000000000e-3	2.070000000000000e-3				
1.753000000000000e-1	2.077000000000000e-3	2.077000000000000e-3				
1.744000000000000e-1	2.083000000000000e-3	2.083000000000000e-3				
1.736000000000000e-1	2.089000000000000e-3	2.089000000000000e-3				
1.727000000000000e-1	2.096000000000000e-3	2.096000000000000e-3				
1.718000000000000e-1	2.102000000000000e-3	2.102000000000000e-3				
1.710000000000000e-1	2.108000000000000e-3	2.108000000000000e-3				
1.701000000000000e-1	2.115000000000000e-3	2.115000000000000e-3				
1.693000000000000e-1	2.121000000000000e-3	2.121000000000000e-3				
1.684000000000000e-1	2.128000000000000e-3	2.128000000000000e-3				
1.676000000000000e-1	2.134000000000000e-3	2.134000000000000e-3				
1.667000000000000e-1	2.141000000000000e-3	2.141000000000000e-3				
1.659000000000000e-1	2.147000000000000e-3	2.147000000000000e-3				
1.651000000000000e-1	2.154000000000000e-3	2.154000000000000e-3				
1.643000000000000e-1	2.160000000000000e-3	2.160000000000000e-3				
1.634000000000000e-1	2.167000000000000e-3	2.167000000000000e-3				
1.626000000000000e-1	2.173000000000000e-3	2.173000000000000e-3				
1.618000000000000e-1	2.180000000000000e-3	2.180000000000000e-3				
1.610000000000000e-1	2.186000000000000e-3	2.186000000000000e-3				
1.602000000000000e-1	2.193000000000000e-3	2.193000000000000e-3				
1.594000000000000e-1	2.200000000000000e-3	2.200000000000000e-3				
1.586000000000000e-1	2.206000000000000e-3	2.206000000000000e-3				
1.578000000000000e-1	2.213000000000000e-3	2.213000000000000e-3				
1.570000000000000e-1	2.220000000000000e-3	2.220000000000000e-3				
1.563000000000000e-1	2.227000000000000e-3	2.227000000000000e-3				
1.555000000000000e-1	2.233000000000000e-3	2.233000000000000e-3				
1.547000000000000e-1	2.240000000000000e-3	2.240000000000000e-3				
1.539000000000000e-1	2.247000000000000e-3	2.247000000000000e-3				
1.532000000000000e-1	2.254000000000000e-3	2.254000000000000e-3				
1.524000000000000e-1	2.261000000000000e-3	2.261000000000000e-3				
1.516000000000000e-1	2.268000000000000e-3	2.268000000000000e-3				
1.509000000000000e-1	2.274000000000000e-3	2.274000000000000e-3				
1.501000000000000e-1	2.281000000000000e-3	2.281000000000000e-3				
1.494000000000000e-1	2.288000000000000e-3	2.288000000000000e-3				
1.486000000000000e-1	2.295000000000000e-3	2.295000000000000e-3				
1.479000000000000e-1	2.302000000000000e-3	2.302000000000000e-3				
1.472000000000000e-1	2.309000000000000e-3	2.309000000000000e-3				
1.464000000000000e-1	2.316000000000000e-3	2.316000000000000e-3				
1.457000000000000e-1	2.323000000000000e-3	2.323000000000000e-3				
1.450000000000000e-1	2.330000000000000e-3	2.330000000000000e-3				
1.442000000000000e-1	2.337000000000000e-3	2.337000000000000e-3				
1.435000000000000e-1	2.345000000000000e-3	2.345000000000000e-3				
1.428000000000000e-1	2.352000000000000e-3	2.352000000000000e-3				
1.421000000000000e-1	2.359000000000000e-3	2.359000000000000e-3				
