#Cont nu	total qheat	no qheat	qheat & PAHs
1.509000000000000e-1	3.880000000000000e-3	3.880000000000000e-3	3.880000000000000e-3
1.501000000000000e-1	3.892000000000000e-3	3.892000000000000e-3	3.892000000000000e-3
1.494000000000000e-1	3.904000000000000e-3	3.904000000000000e-3	3.904000000000000e-3
1.486000000000000e-1	3.915000000000000e-3	3.915000000000000e-3	3.915000000000000e-3
1.479000000000000e-1	3.927000000000000e-3	3.927000000000000e-3	3.927000000000000e-3
1.472000000000000e-1	3.939000000000000e-3	3.939000000000000e-3	3.939000000000000e-3
1.464000000000000e-1	3.951000000000000e-3	3.951000000000000e-3	3.951000000000000e-3
1.457000000000000e-1	3.963000000000000e-3	3.963000000000000e-3	3.963000000000000e-3
1.450000000000000e-1	3.975000000000000e-3	3.975000000000000e-3	3.975000000000000e-3
1.442000000000000e-1	3.987000000000000e-3	3.987000000000000e-3	3.987000000000000e-3
1.435000000000000e-1	3.999000000000000e-3	3.999000000000000e-3	3.999000000000000e-3
1.428000000000000e-1	4.011000000000000e-3	4.011000000000000e-3	4.011000000000000e-3
1.421000000000000e-1	4.023000000000000e-3	4.023000000000000e-3	4.023000000000000e-3
1.414000000000000e-1	4.036000000000000e-3	4.036000000000000e-3	4.036000000000000e-3
1.407000000000000e-1	4.048000000000000e-3	4.048000000000000e-3	4.048000000000000e-3
1.400000000000000e-1	4.058000000000000e-3	4.058000000000000e-3	4.058000000000000e-3
1.393000000000000e-1	4.059000000000000e-3	4.059000000000000e-3	4.059000000000000e-3
1.386000000000000e-1	4.058000000000000e-3	4.058000000000000e-3	4.058000000000000e-3
1.379000000000000e-1	4.057000000000000e-3	4.057000000000000e-3	4.057000000000000e-3
1.372000000000000e-1	4.054999999999999e-3	4.054999999999999e-3	4.054999999999999e-3
1.365000000000000e-1	4.054000000000000e-3	4.054000000000000e-3	4.054000000000000e-3
1.358000000000000e-1	4.053000000000000e-3	4.053000000000000e-3	4.053000000000000e-3
1.352000000000000e-1	4.052000000000000e-3	4.052000000000000e-3	4.052000000000000e-3
1.345000000000000e-1	4.050000000000000e-3	4.050000000000000e-3	4.050000000000000e-3
1.338000000000000e-1	4.049000000000000e-3	4.049000000000000e-3	4.049000000000000e-3
1.332000000000000e-1	4.048000000000000e-3	4.048000000000000e-3	4.048000000000000e-3
1.325000000000000e-1	4.047000000000000e-3	4.047000000000000e-3	4.047000000000000e-3
1.318000000000000e-1	4.045000000000000e-3	4.045000000000000e-3	4.045000000000000e-3
1.312000000000000e-1	4.044000000000000e-3	4.044000000000000e-3	4.044000000000000e-3
1.305000000000000e-1	4.043000000000000e-3	4.043000000000000e-3	4.043000000000000e-3
1.299000000000000e-1	4.039000000000000e-3	4.039000000000000e-3	4.039000000000000e-3
1.292000000000000e-1	4.023000000000000e-3	4.023000000000000e-3	4.023000000000000e-3
1.286000000000000e-1	4.007000000000000e-3	4.007000000000000e-3	4.007000000000000e-3
1.279000000000000e-1	3.991000000000000e-3	3.991000000000000e-3	3.991000000000000e-3
1.273000000000000e-1	3.975000000000000e-3	3.975000000000000e-3	3.975000000000000e-3
1.267000000000000e-1	3.959000000000000e-3	3.959000000000000e-3	3.959000000000000e-3
1.260000000000000e-1	3.942000000000000e-3	3.942000000000000e-3	3.942000000000000e-3
1.254000000000000e-1	3.927000000000000e-3	3.927000000000000e-3	3.927000000000000e-3
1.248000000000000e-1	3.911000000000001e-3	3.911000000000001e-3	3.911000000000001e-3
1.242000000000000e-1	3.895000000000000e-3	3.895000000000000e-3	3.895000000000000e-3
1.235000000000000e-1	3.879000000000000e-3	3.879000000000000e-3	3.879000000000000e-3
1.229000000000000e-1	3.863000000000000e-3	3.863000000000000e-3	3.863000000000000e-3
1.223000000000000e-1	3.848000000000000e-3	3.848000000000000e-3	3.848000000000000e-3
1.217000000000000e-1	3.832000000000000e-3	3.832000000000000e-3	3.832000000000000e-3
1.211000000000000e-1	3.817000000000000e-3	3.817000000000000e-3	3.817000000000000e-3
1.205000000000000e-1	3.801000000000000e-3	3.801000000000000e-3	3.801000000000000e-3
1.199000000000000e-1	3.782000000000000e-3	3.782000000000000e-3	3.782000000000000e-3
1.193000000000000e-1	3.746000000000000e-3	3.746000000000000e-3	3.746000000000000e-3
1.187000000000000e-1	3.709000000000000e-3	3.709000000000000e-3	3.709000000000000e-3
1.181000000000000e-1	3.673000000000000e-3	3.673000000000000e-3	3.673000000000000e-3
1.175000000000000e-1	3.636000000000000e-3	3.636000000000000e-3	3.636000000000000e-3
1.169000000000000e-1	3.600000000000000e-3	3.600000000000000e-3	3.600000000000000e-3
1.163000000000000e-1	3.565000000000000e-3	3.565000000000000e-3	3.565000000000000e-3
1.158000000000000e-1	3.530000000000000e-3	3.530000000000000e-3	3.530000000000000e-3
1.152000000000000e-1	3.495000000000000e-3	3.495000000000000e-3	3.495000000000000e-3
1.146000000000000e-1	3.460000000000000e-3	3.460000000000000e-3	3.460000000000000e-3
1.140000000000000e-1	3.426000000000000e-3	3.426000000000000e-3	3.426000000000000e-3
1.135000000000000e-1	3.392000000000000e-3	3.392000000000000e-3	3.392000000000000e-3
1.129000000000000e-1	3.359000000000000e-3	3.359000000000000e-3	3.359000000000000e-3
1.123000000000000e-1	3.326000000000000e-3	3.326000000000000e-3	3.326000000000000e-3
1.118000000000000e-1	3.293000000000000e-3	3.293000000000000e-3	3.293000000000000e-3
1.112000000000000e-1	3.260000000000000e-3	3.260000000000000e-3	3.260000000000000e-3
1.107000000000000e-1	3.213000000000000e-3	3.213000000000000e-3	3.213000000000000e-3
1.101000000000000e-1	3.141000000000000e-3	3.141000000000000e-3	3.141000000000000e-3
1.096000000000000e-1	3.071000000000000e-3	3.071000000000000e-3	3.071000000000000e-3
1.090000000000000e-1	3.001000000000000e-3	3.001000000000000e-3	3.001000000000000e-3
1.085000000000000e-1	2.934000000000000e-3	2.934000000000000e-3	2.934000000000000e-3
1.079000000000000e-1	2.868000000000000e-3	2.868000000000000e-3	2.868000000000000e-3
1.074000000000000e-1	2.803000000000000e-3	2.803000000000000e-3	2.803000000000000e-3
1.069000000000000e-1	2.740000000000000e-3	2.740000000000000e-3	2.740000000000000e-3
1.063000000000000e-1	2.678000000000000e-3	2.678000000000000e-3	2.678000000000000e-3
1.058000000000000e-1	2.618000000000000e-3	2.618000000000000e-3	2.618000000000000e-3
1.053000000000000e-1	2.559000000000000e-3	2.559000000000000e-3	2.559000000000000e-3
1.047000000000000e-1	2.501000000000000e-3	2.501000000000000e-3	2.501000000000000e-3
1.042000000000000e-1	2.444000000000000e-3	2.444000000000000e-3	2.444000000000000e-3
1.037000000000000e-1	2.389000000000000e-3	2.389000000000000e-3	2.389000000000000e-3
1.032000000000000e-1	2.335000000000000e-3	2.335000000000000e-3	2.335000000000000e-3
1.027000000000000e-1	2.283000000000000e-3	2.283000000000000e-3	2.283000000000000e-3
1.022000000000000e-1	2.231000000000000e-3	2.231000000000000e-3	2.231000000000000e-3
1.017000000000000e-1	2.181000000000000e-3	2.181000000000000e-3	2.181000000000000e-3
1.011000000000000e-1	2.132000000000000e-3	2.132000000000000e-3	2.132000000000000e-3
1.006000000000000e-1	2.084000000000000e-3	2.084000000000000e-3	2.084000000000000e-3
1.001000000000000e-1	2.037000000000000e-3	2.037000000000000e-3	2.037000000000000e-3
9.964000000000000e-2	1.970000000000000e-3	1.970000000000000e-3	1.970000000000000e-3
9.914000000000000e-2	1.893000000000000e-3	1.893000000000000e-3	1.893000000000000e-3
9.865000000000000e-2	1.819000000000000e-3	1.819000000000000e-3	1.819000000000000e-3
9.816000000000000e-2	1.748000000000000e-3	1.748000000000000e-3	1.748000000000000e-3
9.767000000000000e-2	1.667000000000000e-3	1.667000000000000e-3	1.667000000000000e-3
9.718000000000000e-2	1.580000000000000e-3	1.580000000000000e-3	1.580000000000000e-3
9.670000000000000e-2	1.496000000000000e-3	1.496000000000000e-3	1.496000000000000e-3
9.622000000000000e-2	1.417000000000000e-3	1.417000000000000e-3	1.417000000000000e-3
9.574000000000000e-2	1.343000000000000e-3	1.343000000000000e-3	1.343000000000000e-3
9.526000000000000e-2	1.272000000000000e-3	1.272000000000000e-3	1.272000000000000e-3
9.478000000000000e-2	1.196000000000000e-3	1.196000000000000e-3	1.196000000000000e-3
9.431000000000000e-2	1.105000000000000e-3	1.105000000000000e-3	1.105000000000000e-3
9.384000000000000e-2	1.022000000000000e-3	1.022000000000000e-3	1.022000000000000e-3
9.337000000000000e-2	9.439000000000000e-4	9.439000000000000e-4	9.439000000000000e-4
9.291000000000000e-2	8.670000000000000e-4	8.670000000000000e-4	8.670000000000000e-4
9.244000000000000e-2	7.732000000000000e-4	7.732000000000000e-4	7.732000000000000e-4
9.198000000000000e-2	6.866000000000000e-4	6.866000000000000e-4	6.866000000000000e-4
9.146000000000000e-2	6.001999999999999e-4	6.001999999999999e-4	6.001999999999999e-4
9.101000000000000e-2	9.733000000000000e-5	9.733000000000000e-5	9.733000000000000e-5
9.058000000000000e-2	4.964000000000000e-35	4.964000000000000e-35	4.964000000000000e-35
9.016000000000000e-2	1.131000000000000e-43	1.131000000000000e-43	1.131000000000000e-43
8.971000000000000e-2	4.965000000000000e-53	4.965000000000000e-53	4.965000000000000e-53
8.926000000000000e-2	0.0000000000000000	0.0000000000000000	0.0000000000000000
8.882000000000000e-2	0.0000000000000000	0.0000000000000000	0.0000000000000000
8.838000000000000e-2	0.0000000000000000	0.0000000000000000	0.0000000000000000
8.794000000000000e-2	0.0000000000000000	0.0000000000000000	0.0000000000000000
8.750000000000000e-2	0.0000000000000000	0.0000000000000000	0.0000000000000000
8.706000000000000e-2	0.0000000000000000	0.0000000000000000	0.0000000000000000
8.663000000000000e-2	0.0000000000000000	0.0000000000000000	0.0000000000000000
8.619000000000000e-2	0.0000000000000000	0.0000000000000000	0.0000000000000000
8.576000000000000e-2	0.0000000000000000	0.0000000000000000	0.0000000000000000
8.534000000000000e-2	0.0000000000000000	0.0000000000000000	0.0000000000000000
8.491000000000000e-2	0.0000000000000000	0.0000000000000000	0.0000000000000000
8.449000000000000e-2	0.0000000000000000	0.0000000000000000	0.0000000000000000
8.407000000000000e-2	0.0000000000000000	0.0000000000000000	0.0000000000000000
8.365000000000000e-2	0.0000000000000000	0.0000000000000000	0.0000000000000000
8.323000000000000e-2	0.0000000000000000	0.0000000000000000	0.0000000000000000
8.282000000000000e-2	0.0000000000000000	0.0000000000000000	0.0000000000000000
8.240000000000000e-2	0.0000000000000000	0.0000000000000000	0.0000000000000000
8.199000000000000e-2	0.0000000000000000	0.0000000000000000	0.0000000000000000
8.158000000000000e-2	0.0000000000000000	0.0000000000000000	0.0000000000000000
8.118000000000000e-2	0.0000000000000000	0.0000000000000000	0.0000000000000000
8.077000000000000e-2	0.0000000000000000	0.0000000000000000	0.0000000000000000
8.037000000000000e-2	0.0000000000000000	0.0000000000000000	0.0000000000000000
7.997000000000000e-2	0.0000000000000000	0.0000000000000000	0.0000000000000000
7.957000000000000e-2	0.0000000000000000	0.0000000000000000	0.0000000000000000
7.917000000000000e-2	0.0000000000000000	0.0000000000000000	0.0000000000000000
7.878000000000000e-2	0.0000000000000000	0.0000000000000000	0.0000000000000000
7.838000000000000e-2	0.0000000000000000	0.0000000000000000	0.0000000000000000
7.799000000000000e-2	0.0000000000000000	0.0000000000000000	0.0000000000000000
7.760000000000000e-2	0.0000000000000000	0.0000000000000000	0.0000000000000000
7.722000000000000e-2	0.0000000000000000	0.0000000000000000	0.0000000000000000
7.683000000000000e-2	0.0000000000000000	0.0000000000000000	0.0000000000000000
7.645000000000000e-2	0.0000000000000000	0.0000000000000000	0.0000000000000000
7.607000000000000e-2	0.0000000000000000	0.0000000000000000	0.0000000000000000
7.569000000000000e-2	0.0000000000000000	0.0000000000000000	0.0000000000000000
7.494000000000000e-2			
7.456000000000000e-2			
7.419000000000000e-2			
7.382000000000000e-2			
7.345000000000000e-2			
7.309000000000000e-2			
7.272000000000000e-2			
7.236000000000000e-2			
7.199999999999999e-2			
7.163999999999999e-2			
7.128000000000000e-2			
7.093000000000001e-2			
7.056999999999999e-2			
7.022000000000001e-2			
6.987000000000000e-2			
6.952000000000000e-2			
6.918000000000001e-2			
6.883000000000000e-2			
6.848999999999999e-2			
6.815000000000000e-2			
6.780999999999999e-2			
6.747000000000000e-2			
6.712999999999999e-2			
6.680000000000000e-2			
6.646000000000001e-2			
6.612999999999999e-2			
6.580000000000000e-2			
6.547000000000000e-2			
6.515000000000000e-2			
6.482000000000000e-2			
6.450000000000000e-2			
6.418000000000000e-2			
6.386000000000000e-2			
6.354000000000000e-2			
6.322000000000000e-2			
6.290999999999999e-2			
6.259000000000001e-2			
6.228000000000000e-2			
6.197000000000000e-2			
6.166000000000000e-2			
6.135000000000000e-2			
6.105000000000000e-2			
6.074000000000000e-2			
6.044000000000000e-2			
6.014000000000000e-2			
5.984000000000000e-2			
5.954000000000000e-2			
5.924000000000000e-2			
5.895000000000000e-2			
5.866000000000000e-2			
5.836000000000000e-2			
5.807000000000000e-2			
5.778000000000000e-2			
5.749000000000000e-2			
5.721000000000000e-2			
5.692000000000000e-2			
5.664000000000000e-2			
5.636000000000000e-2			
5.608000000000000e-2			
5.580000000000000e-2			
5.552000000000000e-2			
5.524000000000000e-2			
5.496000000000000e-2			
5.469000000000000e-2			
5.442000000000000e-2			
5.415000000000000e-2			
5.388000000000000e-2			
5.361000000000000e-2			
5.334000000000000e-2			
5.307000000000000e-2			
5.281000000000000e-2			
5.255000000000000e-2			
5.228000000000000e-2			
5.202000000000000e-2			
5.176000000000000e-2			
5.151000000000000e-2			
5.125000000000000e-2			
5.099000000000000e-2			
5.074000000000000e-2			
5.049000000000000e-2			
5.023000000000000e-2			
4.998000000000000e-2			
4.974000000000000e-2			
4.949000000000000e-2			
4.924000000000000e-2			
4.899000000000000e-2			
4.875000000000000e-2			
4.851000000000000e-2			
4.827000000000000e-2			
4.802000000000000e-2			
4.779000000000000e-2			
4.755000000000000e-2			
4.731000000000000e-2			
4.707000000000000e-2			
4.684000000000000e-2			
4.661000000000000e-2			
4.637000000000000e-2			
4.614000000000000e-2			
4.591000000000000e-2			
4.568000000000000e-2			
4.546000000000000e-2			
4.523000000000000e-2			
4.500000000000000e-2			
4.478000000000000e-2			
4.456000000000000e-2			
4.433000000000000e-2			
4.411000000000000e-2			
4.389000000000000e-2			
4.367000000000000e-2			
4.346000000000000e-2			
4.324000000000000e-2			
4.302000000000000e-2			
4.281000000000000e-2			
4.260000000000000e-2			
4.238000000000000e-2			
4.217000000000000e-2			
4.196000000000000e-2			
4.175000000000000e-2			
4.154000000000000e-2			
4.134000000000000e-2			
4.113000000000000e-2			
4.093000000000000e-2			
4.072000000000000e-2			
4.052000000000000e-2			
4.032000000000000e-2			
4.012000000000000e-2			
3.992000000000000e-2			
3.972000000000000e-2			
3.952000000000000e-2			
3.932000000000000e-2			
3.912000000000000e-2			
3.893000000000000e-2			
3.874000000000000e-2			
3.854000000000000e-2			
3.835000000000000e-2			
3.816000000000000e-2			
3.797000000000000e-2			
3.778000000000000e-2			
3.759000000000000e-2			
3.740000000000000e-2			
3.722000000000000e-2			
3.703000000000000e-2			
3.685000000000000e-2			
3.666000000000000e-2			
3.648000000000000e-2			
3.630000000000000e-2			
3.612000000000000e-2			
3.594000000000000e-2			
3.576000000000000e-2			
3.558000000000000e-2			
3.540000000000000e-2			
3.523000000000000e-2			
3.505000000000000e-2			
3.488000000000000e-2			
3.470000000000000e-2			
3.453000000000000e-2			
3.436000000000000e-2			
3.418000000000000e-2			
3.401000000000000e-2			
3.384000000000000e-2			
3.368000000000000e-2			
3.351000000000000e-2			
3.334000000000000e-2			
3.317000000000000e-2			
3.301000000000000e-2			
3.284000000000000e-2			
3.268000000000000e-2			
3.252000000000000e-2			
3.236000000000000e-2			
3.219000000000000e-2			
3.203000000000000e-2			
3.187000000000000e-2			
3.172000000000000e-2			
3.156000000000000e-2			
3.140000000000000e-2			
3.124000000000000e-2			
3.109000000000000e-2			
3.093000000000000e-2			
3.078000000000000e-2			
3.062000000000000e-2			
3.047000000000000e-2			
3.032000000000000e-2			
3.017000000000000e-2			
3.002000000000000e-2			
2.987000000000000e-2			
2.972000000000000e-2			
2.957000000000000e-2			
2.942000000000000e-2			
2.928000000000000e-2			
2.913000000000000e-2			
2.899000000000000e-2			
2.884000000000000e-2			
2.870000000000000e-2			
2.855000000000000e-2			
2.841000000000000e-2			
2.827000000000000e-2			
2.813000000000000e-2			
2.799000000000000e-2			
2.785000000000000e-2			
2.771000000000000e-2			
2.757000000000000e-2			
2.744000000000000e-2			
2.730000000000000e-2			
2.716000000000000e-2			
2.703000000000000e-2			
2.689000000000000e-2			
2.676000000000000e-2			
2.662000000000000e-2			
2.649000000000000e-2			
2.636000000000000e-2			
2.623000000000000e-2			
2.610000000000000e-2			
2.597000000000000e-2			
2.584000000000000e-2			
2.571000000000000e-2			
2.558000000000000e-2			
2.545000000000000e-2			
2.533000000000000e-2			
2.520000000000000e-2			
2.507000000000000e-2			
2.495000000000000e-2			
2.482000000000000e-2			
2.470000000000000e-2			
2.458000000000000e-2			
2.446000000000000e-2			
2.433000000000000e-2			
2.421000000000000e-2			
2.409000000000000e-2			
2.397000000000000e-2			
2.385000000000000e-2			
2.372000000000000e-2			
2.360000000000000e-2			
2.349000000000000e-2			
2.338000000000000e-2			
2.326000000000000e-2			
2.315000000000000e-2			
2.303000000000000e-2			
2.288000000000000e-2			
2.276000000000000e-2			
2.267000000000000e-2			
2.258000000000000e-2			
2.246000000000000e-2			
2.235000000000000e-2			
2.224000000000000e-2			
2.213000000000000e-2			
2.202000000000000e-2			
2.191000000000000e-2			
2.180000000000000e-2			
2.169000000000000e-2			
2.158000000000000e-2			
2.147000000000000e-2			
2.137000000000000e-2			
2.126000000000000e-2			
2.116000000000000e-2			
2.105000000000000e-2			
2.094000000000000e-2			
2.084000000000000e-2			
2.074000000000000e-2			
2.063000000000000e-2			
2.053000000000000e-2			
2.043000000000000e-2			
2.033000000000000e-2			
2.022000000000000e-2			
2.012000000000000e-2			
2.002000000000000e-2			
1.992000000000000e-2			
1.982000000000000e-2			
1.973000000000000e-2			
1.963000000000000e-2			
1.953000000000000e-2			
1.943000000000000e-2			
1.933000000000000e-2			
1.924000000000000e-2			
1.914000000000000e-2			
1.905000000000000e-2			
1.895000000000000e-2			
1.886000000000000e-2			
1.876000000000000e-2			
1.867000000000000e-2			
1.858000000000000e-2			
1.848000000000000e-2			
1.839000000000000e-2			
1.830000000000000e-2			
1.821000000000000e-2			
1.812000000000000e-2			
1.803000000000000e-2			
1.794000000000000e-2			
1.785000000000000e-2			
1.776000000000000e-2			
1.767000000000000e-2			
1.758000000000000e-2			
1.749000000000000e-2			
1.741000000000000e-2			
1.732000000000000e-2			
1.723000000000000e-2			
1.715000000000000e-2			
1.706000000000000e-2			
1.698000000000000e-2			
1.689000000000000e-2			
1.681000000000000e-2			
1.673000000000000e-2			
1.664000000000000e-2			
1.656000000000000e-2			
1.648000000000000e-2			
1.639000000000000e-2			
1.631000000000000e-2			
1.623000000000000e-2			
1.615000000000000e-2			
1.607000000000000e-2			
1.599000000000000e-2			
1.591000000000000e-2			
1.583000000000000e-2			
1.575000000000000e-2			
1.567000000000000e-2			
1.559000000000000e-2			
1.552000000000000e-2			
1.544000000000000e-2			
1.536000000000000e-2			
1.529000000000000e-2			
1.521000000000000e-2			
1.513000000000000e-2			
1.506000000000000e-2			
1.498000000000000e-2			
1.491000000000000e-2			
1.483000000000000e-2			
1.476000000000000e-2			
1.469000000000000e-2			
1.461000000000000e-2			
1.454000000000000e-2			
1.447000000000000e-2			
1.440000000000000e-2			
1.432000000000000e-2			
1.425000000000000e-2			
1.418000000000000e-2			
1.411000000000000e-2			
1.404000000000000e-2			
1.397000000000000e-2			
1.390000000000000e-2			
1.383000000000000e-2			
1.376000000000000e-2			
1.369000000000000e-2			
1.363000000000000e-2			
1.356000000000000e-2			
1.349000000000000e-2			
1.342000000000000e-2			
1.336000000000000e-2			
1.329000000000000e-2			
1.322000000000000e-2			
1.316000000000000e-2			
1.309000000000000e-2			
1.303000000000000e-2			
1.296000000000000e-2			
1.290000000000000e-2			
1.283000000000000e-2			
1.277000000000000e-2			
1.270000000000000e-2			
1.264000000000000e-2			
1.258000000000000e-2			
1.252000000000000e-2			
1.245000000000000e-2			
1.239000000000000e-2			
1.233000000000000e-2			
1.227000000000000e-2			
1.221000000000000e-2			
1.215000000000000e-2			
1.209000000000000e-2			
1.202000000000000e-2			
1.197000000000000e-2			
1.191000000000000e-2			
1.185000000000000e-2			
1.179000000000000e-2			
1.173000000000000e-2			
1.167000000000000e-2			
1.161000000000000e-2			
1.155000000000000e-2			
1.150000000000000e-2			
1.144000000000000e-2			
1.138000000000000e-2			
1.132000000000000e-2			
1.127000000000000e-2			
1.121000000000000e-2			
1.116000000000000e-2			
1.110000000000000e-2			
1.105000000000000e-2			
1.099000000000000e-2			
1.094000000000000e-2			
1.088000000000000e-2			
1.083000000000000e-2			
1.077000000000000e-2			
1.072000000000000e-2			
1.067000000000000e-2			
1.061000000000000e-2			
1.056000000000000e-2			
1.051000000000000e-2			
1.045000000000000e-2			
1.040000000000000e-2			
1.035000000000000e-2			
1.030000000000000e-2			
1.025000000000000e-2			
1.020000000000000e-2			
1.015000000000000e-2			
1.009000000000000e-2			
1.004000000000000e-2			
9.994000000000000e-3			
9.945000000000000e-3			
9.895000000000000e-3			
9.846000000000000e-3			
9.795999999999998e-3			
9.748000000000000e-3			
9.699000000000000e-3			
9.651000000000000e-3			
9.603000000000000e-3			
9.555000000000000e-3			
9.507000000000000e-3			
9.460000000000000e-3			
9.412000000000000e-3			
9.366000000000000e-3			
9.318999999999998e-3			
9.272000000000000e-3			
9.226000000000000e-3			
9.180000000000000e-3			
9.134000000000000e-3			
9.089000000000000e-3			
9.043000000000000e-3			
8.998000000000000e-3			
8.952999999999998e-3			
8.909000000000000e-3			
8.864000000000000e-3			
8.820000000000000e-3			
8.776000000000002e-3			
8.732000000000000e-3			
8.689000000000000e-3			
8.645999999999998e-3			
8.602000000000000e-3			
8.560000000000000e-3			
8.517000000000000e-3			
8.474000000000000e-3			
8.432000000000000e-3			
8.390000000000000e-3			
8.348000000000000e-3			
8.307000000000000e-3			
8.265000000000000e-3			
8.224000000000000e-3			
8.183000000000000e-3			
8.142000000000000e-3			
8.102000000000000e-3			
8.061000000000000e-3			
8.021000000000000e-3			
7.981000000000000e-3			
7.941000000000000e-3			
7.902000000000000e-3			
7.861999999999998e-3			
7.823000000000000e-3			
7.784000000000000e-3			
7.745000000000000e-3			
7.707000000000000e-3			
7.668000000000000e-3			
7.630000000000000e-3			
7.592000000000000e-3			
7.554000000000000e-3			
7.516000000000000e-3			
7.479000000000000e-3			
7.442000000000000e-3			
7.404000000000000e-3			
7.368000000000000e-3			
7.331000000000000e-3			
7.294000000000000e-3			
7.258000000000000e-3			
7.222000000000000e-3			
7.186000000000000e-3			
7.150000000000000e-3			
7.114000000000000e-3			
7.079000000000000e-3			
7.043000000000000e-3			
7.008000000000000e-3			
6.973000000000000e-3			
6.939000000000000e-3			
6.904000000000001e-3			
6.870000000000000e-3			
6.835000000000000e-3			
6.801000000000000e-3			
6.766999999999999e-3			
6.734000000000001e-3			
6.700000000000000e-3			
6.667000000000000e-3			
6.633000000000000e-3			
6.600000000000000e-3			
6.567000000000000e-3			
6.535000000000000e-3			
6.502000000000000e-3			
6.470000000000000e-3			
6.437000000000000e-3			
6.405000000000000e-3			
6.373000000000000e-3			
6.341000000000000e-3			
6.310000000000000e-3			
6.278000000000000e-3			
6.247000000000000e-3			
6.216000000000000e-3			
6.185000000000000e-3			
6.154000000000000e-3			
6.123000000000000e-3			
6.093000000000000e-3			
6.062000000000000e-3			
6.032000000000000e-3			
6.002000000000000e-3			
5.972000000000000e-3			
5.942000000000000e-3			
5.913000000000000e-3			
5.883000000000000e-3			
5.854000000000000e-3			
5.825000000000000e-3			
5.796000000000000e-3			
5.767000000000001e-3			
5.738000000000000e-3			
5.709000000000000e-3			
5.681000000000000e-3			
5.653000000000000e-3			
5.624000000000000e-3			
5.596000000000000e-3			
5.569000000000000e-3			
5.541000000000000e-3			
5.513000000000000e-3			
5.486000000000001e-3			
5.458000000000000e-3			
5.431000000000000e-3			
5.404000000000000e-3			
5.377000000000000e-3			
5.350000000000000e-3			
5.324000000000000e-3			
5.297000000000000e-3			
5.271000000000000e-3			
5.244000000000000e-3			
5.218000000000001e-3			
5.191999999999999e-3			
5.165999999999999e-3			
5.140000000000000e-3			
5.115000000000000e-3			
5.089000000000000e-3			
5.064000000000000e-3			
5.039000000000000e-3			
5.014000000000000e-3			
4.989000000000000e-3			
4.964000000000000e-3			
4.939000000000000e-3			
4.914000000000000e-3			
4.890000000000000e-3			
4.865000000000001e-3			
4.841000000000000e-3			
4.817000000000000e-3			
4.793000000000000e-3			
4.769000000000000e-3			
4.745000000000000e-3			
4.722000000000000e-3			
4.698000000000000e-3			
4.675000000000000e-3			
4.651000000000000e-3			
4.628000000000000e-3			
4.605000000000000e-3			
4.582000000000000e-3			
4.559000000000000e-3			
4.537000000000000e-3			
4.514000000000000e-3			
4.491000000000000e-3			
4.469000000000000e-3			
4.447000000000001e-3			
4.425000000000000e-3			
4.403000000000000e-3			
4.381000000000000e-3			
4.359000000000000e-3			
4.337000000000000e-3			
4.315000000000000e-3			
4.294000000000000e-3			
4.272000000000000e-3			
4.250999999999999e-3			
4.230000000000000e-3			
4.209000000000000e-3			
4.188000000000000e-3			
4.167000000000000e-3			
4.146000000000000e-3			
4.126000000000000e-3			
4.105000000000000e-3			
4.084000000000000e-3			
4.064000000000000e-3			
4.044000000000000e-3			
4.024000000000000e-3			
4.004000000000000e-3			
3.984000000000000e-3			
3.964000000000000e-3			
3.943999999999999e-3			
3.924000000000001e-3			
3.905000000000000e-3			
3.885000000000000e-3			
3.866000000000000e-3			
3.847000000000000e-3			
3.827000000000000e-3			
3.808000000000000e-3			
3.789000000000000e-3			
3.770000000000000e-3			
3.752000000000000e-3			
3.733000000000000e-3			
3.714000000000000e-3			
3.696000000000000e-3			
3.677000000000000e-3			
3.659000000000000e-3			
3.641000000000000e-3			
3.623000000000000e-3			
3.605000000000000e-3			
3.587000000000000e-3			
3.569000000000000e-3			
3.551000000000000e-3			
3.533000000000000e-3			
3.516000000000000e-3			
3.498000000000000e-3			
3.481000000000000e-3			
3.463000000000000e-3			
3.446000000000000e-3			
3.429000000000000e-3			
3.412000000000000e-3			
3.395000000000000e-3			
3.378000000000000e-3			
3.361000000000000e-3			
3.344000000000000e-3			
3.328000000000000e-3			
3.311000000000000e-3			
3.294000000000000e-3			
3.278000000000000e-3			
3.262000000000000e-3			
3.245000000000000e-3			
3.229000000000000e-3			
3.213000000000000e-3			
3.197000000000000e-3			
3.181000000000000e-3			
3.165000000000000e-3			
3.149000000000000e-3			
3.134000000000000e-3			
3.118000000000000e-3			
3.103000000000000e-3			
3.087000000000000e-3			
3.072000000000000e-3			
3.056000000000000e-3			
3.041000000000000e-3			
3.026000000000000e-3			
3.011000000000000e-3			
2.996000000000000e-3			
2.981000000000000e-3			
2.966000000000000e-3			
2.951000000000000e-3			
2.937000000000000e-3			
2.922000000000000e-3			
2.907000000000000e-3			
2.893000000000000e-3			
2.878000000000000e-3			
2.864000000000000e-3			
2.850000000000000e-3			
2.836000000000000e-3			
2.821000000000000e-3			
2.807000000000000e-3			
2.793000000000000e-3			
2.779000000000000e-3			
2.766000000000000e-3			
2.752000000000000e-3			
2.738000000000000e-3			
2.724000000000000e-3			
2.711000000000000e-3			
2.697000000000000e-3			
2.684000000000000e-3			
2.671000000000000e-3			
2.657000000000000e-3			
2.644000000000000e-3			
2.631000000000000e-3			
