VAR1	nFn/Hb=1448.8	nFn	VAR4	VAR5	VAR6	VAR7	VAR8
2.300000000000000e-1	1.160000000000000e+0	1.670000000000000e+3	1.670000000000000e+3	1.679000000000000e+3			
2.300000000000000e-1	1.150000000000000e+0	1.670000000000000e+3	1.670000000000000e+3	1.675000000000000e+3			
2.300000000000000e-1	1.150000000000000e+0	1.660000000000000e+3	1.660000000000000e+3	1.671000000000000e+3			
2.310000000000000e-1	1.150000000000000e+0	1.660000000000000e+3	1.660000000000000e+3	1.667000000000000e+3			
2.310000000000000e-1	1.140000000000000e+0	1.650000000000000e+3	1.650000000000000e+3	1.662000000000000e+3			
2.310000000000000e-1	1.140000000000000e+0	1.650000000000000e+3	1.650000000000000e+3	1.658000000000000e+3			
2.310000000000000e-1	1.140000000000000e+0	1.650000000000000e+3	1.650000000000000e+3	1.654000000000000e+3			
2.320000000000000e-1	1.140000000000000e+0	1.640000000000000e+3	1.640000000000000e+3	1.650000000000000e+3			
2.320000000000000e-1	1.130000000000000e+0	1.640000000000000e+3	1.640000000000000e+3	1.646000000000000e+3			
2.320000000000000e-1	1.130000000000000e+0	1.630000000000000e+3	1.630000000000000e+3	1.642000000000000e+3			
2.320000000000000e-1	1.130000000000000e+0	1.630000000000000e+3	1.630000000000000e+3	1.638000000000000e+3			
2.320000000000000e-1	1.120000000000000e+0	1.630000000000000e+3	1.630000000000000e+3	1.633000000000000e+3			
2.330000000000000e-1	1.120000000000000e+0	1.620000000000000e+3	1.620000000000000e+3	1.629000000000000e+3			
2.330000000000000e-1	1.120000000000000e+0	1.620000000000000e+3	1.620000000000000e+3	1.625000000000000e+3			
2.330000000000000e-1	1.120000000000000e+0	1.610000000000000e+3	1.610000000000000e+3	1.621000000000000e+3			
2.330000000000000e-1	1.110000000000000e+0	1.610000000000000e+3	1.610000000000000e+3	1.617000000000000e+3			
2.340000000000000e-1	1.110000000000000e+0	1.610000000000000e+3	1.610000000000000e+3	1.613000000000000e+3			
2.340000000000000e-1	1.110000000000000e+0	1.600000000000000e+3	1.600000000000000e+3	1.609000000000000e+3			
2.340000000000000e-1	3.710000000000000e+1	5.360000000000000e+4	5.360000000000000e+4	1.790000000000000e+3			
2.340000000000000e-1	1.100000000000000e+0	1.590000000000000e+3	1.590000000000000e+3	1.601000000000000e+3			
2.350000000000000e-1	1.100000000000000e+0	1.590000000000000e+3	1.590000000000000e+3	1.597000000000000e+3			
2.350000000000000e-1	1.100000000000000e+0	1.580000000000000e+3	1.580000000000000e+3	1.592000000000000e+3			
2.350000000000000e-1	1.090000000000000e+0	1.580000000000000e+3	1.580000000000000e+3	1.588000000000000e+3			
2.350000000000000e-1	1.090000000000000e+0	1.580000000000000e+3	1.580000000000000e+3	1.584000000000000e+3			
2.360000000000000e-1	1.090000000000000e+0	1.570000000000000e+3	1.570000000000000e+3	1.580000000000000e+3			
2.360000000000000e-1	1.090000000000000e+0	1.570000000000000e+3	1.570000000000000e+3	1.576000000000000e+3			
2.360000000000000e-1	1.080000000000000e+0	1.560000000000000e+3	1.560000000000000e+3	1.572000000000000e+3			
2.360000000000000e-1	1.080000000000000e+0	1.560000000000000e+3	1.560000000000000e+3	1.568000000000000e+3			
2.360000000000000e-1	1.080000000000000e+0	1.560000000000000e+3	1.560000000000000e+3	1.564000000000000e+3			
2.370000000000000e-1	1.070000000000000e+0	1.550000000000000e+3	1.550000000000000e+3	1.560000000000000e+3			
2.370000000000000e-1	1.070000000000000e+0	1.550000000000000e+3	1.550000000000000e+3	1.556000000000000e+3			
2.370000000000000e-1	1.070000000000000e+0	1.540000000000000e+3	1.540000000000000e+3	1.552000000000000e+3			
2.370000000000000e-1	1.070000000000000e+0	1.540000000000000e+3	1.540000000000000e+3	1.548000000000000e+3			
2.380000000000000e-1	2.690000000000000e+1	3.890000000000000e+4	3.890000000000000e+4	1.675000000000000e+3			
2.380000000000000e-1	1.060000000000000e+0	1.530000000000000e+3	1.530000000000000e+3	1.540000000000000e+3			
2.380000000000000e-1	1.060000000000000e+0	1.530000000000000e+3	1.530000000000000e+3	1.536000000000000e+3			
2.380000000000000e-1	1.050000000000000e+0	1.520000000000000e+3	1.520000000000000e+3	1.532000000000000e+3			
2.390000000000000e-1	1.050000000000000e+0	1.520000000000000e+3	1.520000000000000e+3	1.528000000000000e+3			
2.390000000000000e-1	1.050000000000000e+0	1.520000000000000e+3	1.520000000000000e+3	1.524000000000000e+3			
2.390000000000000e-1	1.050000000000000e+0	1.510000000000000e+3	1.510000000000000e+3	1.520000000000000e+3			
2.390000000000000e-1	1.040000000000000e+0	1.510000000000000e+3	1.510000000000000e+3	1.516000000000000e+3			
2.400000000000000e-1	1.040000000000000e+0	1.500000000000000e+3	1.500000000000000e+3	1.512000000000000e+3			
2.400000000000000e-1	2.000000000000000e+1	2.890000000000000e+4	2.890000000000000e+4	1.508000000000000e+3			
2.400000000000000e-1	1.030000000000000e+0	1.500000000000000e+3	1.500000000000000e+3	1.598000000000000e+3			
2.400000000000000e-1	1.030000000000000e+0	1.490000000000000e+3	1.490000000000000e+3	1.500000000000000e+3			
2.400000000000000e-1	1.030000000000000e+0	1.490000000000000e+3	1.490000000000000e+3	1.496000000000000e+3			
2.410000000000000e-1	1.030000000000000e+0	1.480000000000000e+3	1.480000000000000e+3	1.492000000000000e+3			
2.410000000000000e-1	1.020000000000000e+0	1.480000000000000e+3	1.480000000000000e+3	1.488000000000000e+3			
2.410000000000000e-1	1.020000000000000e+0	1.480000000000000e+3	1.480000000000000e+3	1.485000000000000e+3			
2.410000000000000e-1	1.020000000000000e+0	1.470000000000000e+3	1.470000000000000e+3	1.481000000000000e+3			
2.420000000000000e-1	1.550000000000000e+1	2.240000000000000e+4	2.240000000000000e+4	1.546000000000000e+3			
2.420000000000000e-1	1.010000000000000e+0	1.460000000000000e+3	1.460000000000000e+3	1.473000000000000e+3			
2.420000000000000e-1	1.010000000000000e+0	1.460000000000000e+3	1.460000000000000e+3	1.469000000000000e+3			
2.420000000000000e-1	1.010000000000000e+0	1.460000000000000e+3	1.460000000000000e+3	1.465000000000000e+3			
2.430000000000000e-1	1.000000000000000e+0	1.450000000000000e+3	1.450000000000000e+3	1.461000000000000e+3			
2.430000000000000e-1	1.220000000000000e+1	1.770000000000000e+4	1.770000000000000e+4	1.457000000000000e+3			
2.430000000000000e-1	9.990000000000000e-1	1.440000000000000e+3	1.440000000000000e+3	1.506000000000000e+3			
2.430000000000000e-1	9.970000000000000e-1	1.440000000000000e+3	1.440000000000000e+3	1.449000000000000e+3			
2.440000000000000e-1	9.940000000000000e-1	1.440000000000000e+3	1.440000000000000e+3	1.445000000000000e+3			
2.440000000000000e-1	9.870000000000000e+0	1.430000000000000e+4	1.430000000000000e+4	1.442000000000000e+3			
2.440000000000000e-1	9.880000000000000e-1	1.430000000000000e+3	1.430000000000000e+3	1.477000000000000e+3			
2.440000000000000e-1	9.850000000000000e-1	1.420000000000000e+3	1.420000000000000e+3	1.434000000000000e+3			
2.450000000000000e-1	9.830000000000000e-1	1.420000000000000e+3	1.420000000000000e+3	1.430000000000000e+3			
2.450000000000000e-1	8.150000000000000e+0	1.180000000000000e+4	1.180000000000000e+4	1.456000000000000e+3			
2.450000000000000e-1	9.780000000000000e-1	1.410000000000000e+3	1.410000000000000e+3	1.422000000000000e+3			
2.450000000000000e-1	6.790000000000000e+0	9.810000000000000e+3	9.810000000000000e+3	1.419000000000000e+3			
2.460000000000000e-1	9.720000000000000e-1	1.410000000000000e+3	1.410000000000000e+3	1.437000000000000e+3			
2.460000000000000e-1	9.700000000000000e-1	1.400000000000000e+3	1.400000000000000e+3	1.411000000000000e+3			
2.460000000000000e-1	6.680000000000000e+0	9.650000000000000e+3	9.650000000000000e+3	1.407000000000000e+3			
2.460000000000000e-1	5.790000000000000e+0	8.360000000000000e+3	8.360000000000000e+3	1.403000000000000e+3			
2.470000000000000e-1	9.620000000000000e-1	1.390000000000000e+3	1.390000000000000e+3	1.399000000000000e+3			
2.470000000000000e-1	5.080000000000000e+0	7.340000000000000e+3	7.340000000000000e+3	1.396000000000000e+3			
2.470000000000000e-1	4.500000000000000e+0	6.510000000000000e+3	6.510000000000000e+3	1.392000000000000e+3			
2.470000000000000e-1	4.030000000000000e+0	5.830000000000000e+3	5.830000000000000e+3	1.388000000000000e+3			
2.480000000000000e-1	3.640000000000000e+0	5.270000000000000e+3	5.270000000000000e+3	1.384000000000000e+3			
2.480000000000000e-1	3.320000000000000e+0	4.800000000000000e+3	4.800000000000000e+3	1.380000000000000e+3			
2.480000000000000e-1	3.050000000000000e+0	4.400000000000000e+3	4.400000000000000e+3	1.377000000000000e+3			
2.480000000000000e-1	2.820000000000000e+0	4.070000000000000e+3	4.070000000000000e+3	1.373000000000000e+3			
2.480000000000000e-1	2.620000000000000e+0	3.780000000000000e+3	3.780000000000000e+3	1.369000000000000e+3			
2.490000000000000e-1	9.380000000000000e-1	1.360000000000000e+3	1.360000000000000e+3	1.365000000000000e+3			
2.490000000000000e-1	9.350000000000000e-1	1.350000000000000e+3	1.350000000000000e+3	1.362000000000000e+3			
2.490000000000000e-1	9.330000000000000e-1	1.350000000000000e+3	1.350000000000000e+3	1.358000000000000e+3			
2.490000000000000e-1	9.300000000000000e-1	1.340000000000000e+3	1.340000000000000e+3	1.354000000000000e+3			
2.500000000000000e-1	9.270000000000000e-1	1.340000000000000e+3	1.340000000000000e+3	1.349000000000000e+3			
2.500000000000000e-1	1.660000000000000e+1	2.400000000000000e+4	2.400000000000000e+4	2.407000000000000e+4			
2.500000000000000e-1	1.650000000000000e+1	2.390000000000000e+4	2.390000000000000e+4	2.402000000000000e+4			
2.500000000000000e-1	1.650000000000000e+1	2.380000000000000e+4	2.380000000000000e+4	2.396000000000000e+4			
2.510000000000000e-1	1.640000000000000e+1	2.380000000000000e+4	2.380000000000000e+4	2.389000000000000e+4			
2.510000000000000e-1	1.640000000000000e+1	2.370000000000000e+4	2.370000000000000e+4	2.382000000000000e+4			
2.510000000000000e-1	1.630000000000000e+1	2.360000000000000e+4	2.360000000000000e+4	2.376000000000000e+4			
2.510000000000000e-1	1.630000000000000e+1	2.360000000000000e+4	2.360000000000000e+4	2.369000000000000e+4			
2.520000000000000e-1	1.630000000000000e+1	2.350000000000000e+4	2.350000000000000e+4	2.363000000000000e+4			
2.520000000000000e-1	1.620000000000000e+1	2.340000000000000e+4	2.340000000000000e+4	2.356000000000000e+4			
2.520000000000000e-1	1.620000000000000e+1	2.340000000000000e+4	2.340000000000000e+4	2.350000000000000e+4			
2.520000000000000e-1	1.610000000000000e+1	2.330000000000000e+4	2.330000000000000e+4	2.343000000000000e+4			
2.530000000000000e-1	1.610000000000000e+1	2.320000000000000e+4	2.320000000000000e+4	2.337000000000000e+4			
2.530000000000000e-1	1.600000000000000e+1	2.320000000000000e+4	2.320000000000000e+4	2.330000000000000e+4			
2.530000000000000e-1	1.600000000000000e+1	2.310000000000000e+4	2.310000000000000e+4	2.324000000000000e+4			
2.530000000000000e-1	1.590000000000000e+1	2.300000000000000e+4	2.300000000000000e+4	2.317000000000000e+4			
2.540000000000000e-1	1.590000000000000e+1	2.300000000000000e+4	2.300000000000000e+4	2.311000000000000e+4			
2.540000000000000e-1	1.590000000000000e+1	2.290000000000000e+4	2.290000000000000e+4	2.304000000000000e+4			
2.540000000000000e-1	1.580000000000000e+1	2.280000000000000e+4	2.280000000000000e+4	2.298000000000000e+4			
2.550000000000000e-1	1.580000000000000e+1	2.280000000000000e+4	2.280000000000000e+4	2.291000000000000e+4			
2.550000000000000e-1	1.570000000000000e+1	2.270000000000000e+4	2.270000000000000e+4	2.285000000000000e+4			
2.550000000000000e-1	1.570000000000000e+1	2.270000000000000e+4	2.270000000000000e+4	2.279000000000000e+4			
2.550000000000000e-1	1.560000000000000e+1	2.260000000000000e+4	2.260000000000000e+4	2.272000000000000e+4			
2.560000000000000e-1	1.560000000000000e+1	2.250000000000000e+4	2.250000000000000e+4	2.266000000000000e+4			
2.560000000000000e-1	1.550000000000000e+1	2.250000000000000e+4	2.250000000000000e+4	2.259000000000000e+4			
2.560000000000000e-1	1.550000000000000e+1	2.240000000000000e+4	2.240000000000000e+4	2.253000000000000e+4			
2.560000000000000e-1	1.550000000000000e+1	2.230000000000000e+4	2.230000000000000e+4	2.247000000000000e+4			
2.570000000000000e-1	1.540000000000000e+1	2.230000000000000e+4	2.230000000000000e+4	2.240000000000000e+4			
2.570000000000000e-1	1.540000000000000e+1	2.220000000000000e+4	2.220000000000000e+4	2.234000000000000e+4			
2.570000000000000e-1	1.530000000000000e+1	2.210000000000000e+4	2.210000000000000e+4	2.227000000000000e+4			
2.570000000000000e-1	1.530000000000000e+1	2.210000000000000e+4	2.210000000000000e+4	2.221000000000000e+4			
2.580000000000000e-1	1.520000000000000e+1	2.200000000000000e+4	2.200000000000000e+4	2.215000000000000e+4			
2.580000000000000e-1	1.520000000000000e+1	2.200000000000000e+4	2.200000000000000e+4	2.208000000000000e+4			
2.580000000000000e-1	1.510000000000000e+1	2.190000000000000e+4	2.190000000000000e+4	2.202000000000000e+4			
2.580000000000000e-1	1.510000000000000e+1	2.180000000000000e+4	2.180000000000000e+4	2.196000000000000e+4			
2.590000000000000e-1	1.510000000000000e+1	2.180000000000000e+4	2.180000000000000e+4	2.189000000000000e+4			
2.590000000000000e-1	1.500000000000000e+1	2.170000000000000e+4	2.170000000000000e+4	2.183000000000000e+4			
2.590000000000000e-1	1.500000000000000e+1	2.160000000000000e+4	2.160000000000000e+4	2.177000000000000e+4			
2.590000000000000e-1	1.490000000000000e+1	2.160000000000000e+4	2.160000000000000e+4	2.171000000000000e+4			
2.600000000000000e-1	1.490000000000000e+1	2.150000000000000e+4	2.150000000000000e+4	2.164000000000000e+4			
2.600000000000000e-1	1.480000000000000e+1	2.150000000000000e+4	2.150000000000000e+4	2.158000000000000e+4			
2.610000000000000e-1	1.460000000000000e+1	2.110000000000000e+4	2.110000000000000e+4	2.127000000000000e+4			
2.640000000000000e-1	1.420000000000000e+1	2.060000000000000e+4	2.060000000000000e+4	2.071000000000000e+4			
2.660000000000000e-1	1.390000000000000e+1	2.000000000000000e+4	2.000000000000000e+4	2.016000000000000e+4			
2.680000000000000e-1	1.350000000000000e+1	1.950000000000000e+4	1.950000000000000e+4	1.962000000000000e+4			
2.710000000000000e-1	1.310000000000000e+1	1.900000000000000e+4	1.900000000000000e+4	1.908000000000000e+4			
2.730000000000000e-1	1.280000000000000e+1	1.840000000000000e+4	1.840000000000000e+4	1.856000000000000e+4			
2.760000000000000e-1	1.240000000000000e+1	1.790000000000000e+4	1.790000000000000e+4	1.804000000000000e+4			
2.780000000000000e-1	1.210000000000000e+1	1.740000000000000e+4	1.740000000000000e+4	1.753000000000000e+4			
2.810000000000000e-1	1.170000000000000e+1	1.690000000000000e+4	1.690000000000000e+4	1.703000000000000e+4			
2.830000000000000e-1	1.140000000000000e+1	1.640000000000000e+4	1.640000000000000e+4	1.653000000000000e+4			
2.860000000000000e-1	1.100000000000000e+1	1.600000000000000e+4	1.600000000000000e+4	1.605000000000000e+4			
2.880000000000000e-1	1.070000000000000e+1	1.550000000000000e+4	1.550000000000000e+4	1.557000000000000e+4			
2.910000000000000e-1	1.040000000000000e+1	1.500000000000000e+4	1.500000000000000e+4	1.510000000000000e+4			
2.940000000000000e-1	1.010000000000000e+1	1.460000000000000e+4	1.460000000000000e+4	1.464000000000000e+4			
2.960000000000000e-1	9.760000000000000e+0	1.410000000000000e+4	1.410000000000000e+4	1.419000000000000e+4			
2.990000000000000e-1	9.450000000000000e+0	1.370000000000000e+4	1.370000000000000e+4	1.375000000000000e+4			
3.020000000000000e-1	9.160000000000000e+0	1.320000000000000e+4	1.320000000000000e+4	1.332000000000000e+4			
3.040000000000000e-1	8.870000000000000e+0	1.280000000000000e+4	1.280000000000000e+4	1.289000000000000e+4			
3.070000000000000e-1	8.570000000000000e+0	1.240000000000000e+4	1.240000000000000e+4	1.248000000000000e+4			
3.100000000000000e-1	8.300000000000000e+0	1.200000000000000e+4	1.200000000000000e+4	1.207000000000000e+4			
3.130000000000000e-1	8.020000000000000e+0	1.160000000000000e+4	1.160000000000000e+4	1.167000000000000e+4			
3.150000000000000e-1	7.750000000000000e+0	1.120000000000000e+4	1.120000000000000e+4	1.128000000000000e+4			
3.180000000000000e-1	7.490000000000000e+0	1.080000000000000e+4	1.080000000000000e+4	1.090000000000000e+4			
3.210000000000000e-1	7.230000000000000e+0	1.050000000000000e+4	1.050000000000000e+4	1.053000000000000e+4			
3.240000000000000e-1	6.980000000000001e+0	1.010000000000000e+4	1.010000000000000e+4	1.016000000000000e+4			
3.270000000000000e-1	6.740000000000000e+0	9.740000000000000e+3	9.740000000000000e+3	9.809000000000000e+3			
3.300000000000000e-1	6.500000000000000e+0	9.390000000000000e+3	9.390000000000000e+3	9.462000000000000e+3			
3.330000000000000e-1	6.269999999999999e+0	9.050000000000000e+3	9.050000000000000e+3	9.123000000000000e+3			
3.360000000000000e-1	6.040000000000000e+0	8.730000000000000e+3	8.730000000000000e+3	8.793000000000000e+3			
3.390000000000000e-1	5.820000000000000e+0	8.400000000000000e+3	8.400000000000000e+3	8.472000000000000e+3			
3.420000000000000e-1	5.600000000000000e+0	8.090000000000000e+3	8.090000000000000e+3	8.158000000000000e+3			
3.450000000000000e-1	5.390000000000000e+0	7.790000000000000e+3	7.790000000000000e+3	7.853000000000000e+3			
3.480000000000000e-1	5.190000000000000e+0	7.490000000000000e+3	7.490000000000000e+3	7.556000000000000e+3			
3.510000000000000e-1	4.990000000000000e+0	7.210000000000000e+3	7.210000000000000e+3	7.268000000000000e+3			
3.550000000000000e-1	4.790000000000000e+0	6.930000000000000e+3	6.930000000000000e+3	6.987000000000000e+3			
3.580000000000000e-1	4.600000000000000e+0	6.650000000000000e+3	6.650000000000000e+3	6.714000000000000e+3			
3.610000000000000e-1	4.420000000000000e+0	6.390000000000000e+3	6.390000000000000e+3	6.449000000000000e+3			
3.640000000000000e-1	4.240000000000000e+0	6.130000000000000e+3	6.130000000000000e+3	6.192000000000000e+3			
3.680000000000000e-1	4.070000000000000e+0	5.880000000000000e+3	5.880000000000000e+3	5.942000000000000e+3			
3.710000000000000e-1	3.910000000000000e+0	5.640000000000000e+3	5.640000000000000e+3	5.700000000000000e+3			
3.740000000000000e-1	3.740000000000000e+0	5.410000000000000e+3	5.410000000000000e+3	5.466000000000000e+3			
3.780000000000000e-1	3.590000000000000e+0	5.180000000000000e+3	5.180000000000000e+3	5.238000000000000e+3			
3.810000000000000e-1	3.430000000000000e+0	4.960000000000000e+3	4.960000000000000e+3	5.018000000000000e+3			
3.850000000000000e-1	3.290000000000000e+0	4.750000000000000e+3	4.750000000000000e+3	4.805000000000000e+3			
3.880000000000000e-1	3.150000000000000e+0	4.550000000000000e+3	4.550000000000000e+3	4.599000000000000e+3			
3.920000000000000e-1	3.010000000000000e+0	4.350000000000000e+3	4.350000000000000e+3	4.400000000000000e+3			
3.950000000000000e-1	2.880000000000000e+0	4.160000000000000e+3	4.160000000000000e+3	4.208000000000000e+3			
3.990000000000000e-1	2.750000000000000e+0	3.970000000000000e+3	3.970000000000000e+3	4.022000000000000e+3			
4.020000000000000e-1	2.620000000000000e+0	3.790000000000000e+3	3.790000000000000e+3	3.843000000000000e+3			
4.060000000000000e-1	2.500000000000000e+0	3.620000000000000e+3	3.620000000000000e+3	3.670000000000000e+3			
4.100000000000000e-1	2.390000000000000e+0	3.450000000000000e+3	3.450000000000000e+3	3.503000000000000e+3			
4.130000000000000e-1	2.280000000000000e+0	3.290000000000000e+3	3.290000000000000e+3	3.343000000000000e+3			
4.170000000000000e-1	2.170000000000000e+0	3.140000000000000e+3	3.140000000000000e+3	3.188000000000000e+3			
4.210000000000000e-1	2.070000000000000e+0	2.990000000000000e+3	2.990000000000000e+3	3.039000000000000e+3			
4.250000000000000e-1	1.970000000000000e+0	2.850000000000000e+3	2.850000000000000e+3	2.896000000000000e+3			
4.280000000000000e-1	1.870000000000000e+0	2.710000000000000e+3	2.710000000000000e+3	2.759000000000000e+3			
4.320000000000000e-1	1.780000000000000e+0	2.580000000000000e+3	2.580000000000000e+3	2.626000000000000e+3			
4.360000000000000e-1	1.700000000000000e+0	2.450000000000000e+3	2.450000000000000e+3	2.500000000000000e+3			
4.400000000000000e-1	1.610000000000000e+0	2.330000000000000e+3	2.330000000000000e+3	2.378000000000000e+3			
4.440000000000000e-1	1.530000000000000e+0	2.210000000000000e+3	2.210000000000000e+3	2.261000000000000e+3			
4.480000000000000e-1	1.450000000000000e+0	2.100000000000000e+3	2.100000000000000e+3	2.149000000000000e+3			
4.520000000000000e-1	1.380000000000000e+0	1.990000000000000e+3	1.990000000000000e+3	2.042000000000000e+3			
4.560000000000000e-1	1.310000000000000e+0	1.890000000000000e+3	1.890000000000000e+3	1.940000000000000e+3			
4.600000000000000e-1	1.240000000000000e+0	1.790000000000000e+3	1.790000000000000e+3	1.841000000000000e+3			
4.650000000000000e-1	1.170000000000000e+0	1.700000000000000e+3	1.700000000000000e+3	1.748000000000000e+3			
4.690000000000000e-1	1.110000000000000e+0	1.610000000000000e+3	1.610000000000000e+3	1.658000000000000e+3			
4.730000000000000e-1	1.050000000000000e+0	1.520000000000000e+3	1.520000000000000e+3	1.573000000000000e+3			
4.770000000000000e-1	9.970000000000000e-1	1.440000000000000e+3	1.440000000000000e+3	1.491000000000000e+3			
4.820000000000000e-1	9.430000000000000e-1	1.360000000000000e+3	1.360000000000000e+3	1.414000000000000e+3			
4.860000000000000e-1	8.910000000000000e-1	1.290000000000000e+3	1.290000000000000e+3	1.340000000000000e+3			
4.900000000000000e-1	8.430000000000000e-1	1.220000000000000e+3	1.220000000000000e+3	1.269000000000000e+3			
4.950000000000000e-1	7.960000000000000e-1	1.150000000000000e+3	1.150000000000000e+3	1.202000000000000e+3			
4.990000000000000e-1	7.520000000000000e-1	1.090000000000000e+3	1.090000000000000e+3	1.139000000000000e+3			
5.040000000000000e-1	7.090000000000000e-1	1.030000000000000e+3	1.030000000000000e+3	1.078000000000000e+3			
5.080000000000000e-1	6.700000000000000e-1	9.680000000000000e+2	9.680000000000000e+2	1.021000000000000e+3			
5.130000000000000e-1	6.320000000000000e-1	9.130000000000000e+2	9.130000000000000e+2	9.662000000000000e+2			
5.180000000000000e-1	5.960000000000000e-1	8.610000000000000e+2	8.610000000000000e+2	9.146000000000000e+2			
5.220000000000000e-1	5.620000000000001e-1	8.110000000000000e+2	8.110000000000000e+2	8.656000000000000e+2			
5.270000000000000e-1	5.290000000000000e-1	7.650000000000000e+2	7.650000000000000e+2	8.193000000000000e+2			
5.320000000000000e-1	4.990000000000000e-1	7.210000000000000e+2	7.210000000000000e+2	7.755000000000000e+2			
5.360000000000000e-1	4.700000000000000e-1	6.790000000000000e+2	6.790000000000000e+2	7.340000000000000e+2			
5.410000000000000e-1	4.420000000000000e-1	6.390000000000000e+2	6.390000000000000e+2	6.947999999999999e+2			
5.460000000000001e-1	4.160000000000000e-1	6.020000000000000e+2	6.020000000000000e+2	6.577999999999999e+2			
5.510000000000001e-1	3.920000000000000e-1	5.660000000000000e+2	5.660000000000000e+2	6.227999999999999e+2			
5.560000000000001e-1	3.690000000000000e-1	5.330000000000000e+2	5.330000000000000e+2	5.899000000000000e+2			
5.610000000000001e-1	3.470000000000000e-1	5.020000000000000e+2	5.020000000000000e+2	5.587999999999999e+2			
5.659999999999999e-1	3.270000000000000e-1	4.720000000000000e+2	4.720000000000000e+2	5.295000000000000e+2			
5.709999999999999e-1	3.070000000000000e-1	4.440000000000000e+2	4.440000000000000e+2	5.020000000000000e+2			
5.769999999999999e-1	2.890000000000000e-1	4.180000000000000e+2	4.180000000000000e+2	4.760000000000000e+2			
5.820000000000000e-1	2.720000000000000e-1	3.930000000000000e+2	3.930000000000000e+2	4.516000000000000e+2			
5.870000000000000e-1	2.560000000000000e-1	3.700000000000000e+2	3.700000000000000e+2	4.287000000000000e+2			
5.920000000000000e-1	2.410000000000000e-1	3.490000000000000e+2	3.490000000000000e+2	4.071000000000000e+2			
5.980000000000000e-1	2.270000000000000e-1	3.280000000000000e+2	3.280000000000000e+2	3.868000000000000e+2			
6.030000000000000e-1	2.140000000000000e-1	3.090000000000000e+2	3.090000000000000e+2	3.677000000000000e+2			
6.080000000000000e-1	2.010000000000000e-1	2.910000000000000e+2	2.910000000000000e+2	3.498000000000000e+2			
6.140000000000000e-1	1.900000000000000e-1	2.740000000000000e+2	2.740000000000000e+2	3.329000000000000e+2			
6.200000000000000e-1	1.790000000000000e-1	2.580000000000000e+2	2.580000000000000e+2	3.169000000000000e+2			
6.250000000000000e-1	1.680000000000000e-1	2.430000000000000e+2	2.430000000000000e+2	3.018000000000000e+2			
6.310000000000000e-1	1.580000000000000e-1	2.290000000000000e+2	2.290000000000000e+2	2.874000000000000e+2			
6.370000000000000e-1	1.490000000000000e-1	2.160000000000000e+2	2.160000000000000e+2	2.737000000000000e+2			
6.420000000000000e-1	1.410000000000000e-1	2.030000000000000e+2	2.030000000000000e+2	2.606000000000000e+2			
6.480000000000000e-1	1.320000000000000e-1	1.910000000000000e+2	1.910000000000000e+2	2.479000000000000e+2			
6.540000000000000e-1	1.240000000000000e-1	1.800000000000000e+2	1.800000000000000e+2	2.357000000000000e+2			
6.600000000000000e-1	1.170000000000000e-1	1.690000000000000e+2	1.690000000000000e+2	2.239000000000000e+2			
6.660000000000000e-1	1.100000000000000e-1	1.590000000000000e+2	1.590000000000000e+2	2.124000000000000e+2			
6.720000000000001e-1	1.030000000000000e-1	1.490000000000000e+2	1.490000000000000e+2	2.012000000000000e+2			
6.780000000000001e-1	9.650000000000000e-2	1.400000000000000e+2	1.400000000000000e+2	1.902000000000000e+2			
6.840000000000001e-1	9.030000000000000e-2	1.310000000000000e+2	1.310000000000000e+2	1.794000000000000e+2			
6.899999999999999e-1	8.420000000000000e-2	1.220000000000000e+2	1.220000000000000e+2	1.685000000000000e+2			
6.959999999999999e-1	7.810000000000000e-2	1.130000000000000e+2	1.130000000000000e+2	1.573000000000000e+2			
7.029999999999999e-1	7.210000000000000e-2	1.040000000000000e+2	1.040000000000000e+2	1.456000000000000e+2			
7.090000000000000e-1	6.590000000000000e-2	9.520000000000000e+1	9.520000000000000e+1	1.331000000000000e+2			
7.150000000000000e-1	5.940000000000000e-2	8.590000000000000e+1	8.590000000000000e+1	1.195000000000000e+2			
7.220000000000000e-1	5.270000000000000e-2	7.610000000000000e+1	7.610000000000000e+1	1.047000000000000e+2			
7.280000000000000e-1	4.560000000000000e-2	6.600000000000000e+1	6.600000000000000e+1	8.880000000000000e+1			
7.350000000000000e-1	3.840000000000000e-2	5.540000000000000e+1	5.540000000000000e+1	7.187000000000001e+1			
7.420000000000000e-1	3.090000000000000e-2	4.460000000000000e+1	4.460000000000000e+1	5.406000000000000e+1			
7.480000000000000e-1	1.020000000000000e+4	1.480000000000000e+7	1.480000000000000e+7	4.936000000000000e+4			
7.550000000000000e-1	1.990000000000000e-2	2.870000000000000e+1	2.870000000000000e+1	2.886000000000000e+1			
7.620000000000000e-1	1.800000000000000e-2	2.600000000000000e+1	2.600000000000000e+1	2.617000000000000e+1			
7.690000000000000e-1	1.630000000000000e-2	2.360000000000000e+1	2.360000000000000e+1	2.370000000000000e+1			
7.760000000000000e-1	1.480000000000000e-2	2.130000000000000e+1	2.130000000000000e+1	2.144000000000000e+1			
7.830000000000000e-1	1.330000000000000e-2	1.930000000000000e+1	1.930000000000000e+1	1.938000000000000e+1			
7.900000000000000e-1	1.210000000000000e-2	1.740000000000000e+1	1.740000000000000e+1	1.750000000000000e+1			
7.970000000000000e-1	1.090000000000000e-2	1.570000000000000e+1	1.570000000000000e+1	1.579000000000000e+1			
