freq	gra abs	gra scat	sil abs	sil scat
6.341599999999999e-1	3.110000000000000e-22	7.400000000000000e-23	5.230000000000000e-22	1.540000000000000e-22
6.360599999999999e-1	3.110000000000000e-22	7.490000000000000e-23	5.239999999999999e-22	1.540000000000000e-22
6.379700000000000e-1	3.110000000000000e-22	7.580000000000000e-23	5.250000000000000e-22	1.530000000000000e-22
6.398899999999999e-1	3.120000000000000e-22	7.660000000000000e-23	5.260000000000000e-22	1.520000000000000e-22
6.418100000000000e-1	3.120000000000000e-22	7.760000000000000e-23	5.269999999999999e-22	1.510000000000000e-22
6.437400000000000e-1	3.120000000000000e-22	7.849999999999998e-23	5.280000000000000e-22	1.500000000000000e-22
6.456700000000000e-1	3.120000000000000e-22	7.939999999999998e-23	5.280000000000000e-22	1.500000000000000e-22
6.476100000000000e-1	3.120000000000000e-22	8.030000000000000e-23	5.290000000000000e-22	1.490000000000000e-22
6.495500000000000e-1	3.120000000000000e-22	8.129999999999998e-23	5.299999999999999e-22	1.480000000000000e-22
6.515000000000000e-1	3.120000000000000e-22	8.219999999999998e-23	5.310000000000000e-22	1.470000000000000e-22
6.534600000000001e-1	3.120000000000000e-22	8.320000000000000e-23	5.320000000000000e-22	1.460000000000000e-22
6.554200000000000e-1	3.130000000000000e-22	8.420000000000000e-23	5.330000000000000e-22	1.460000000000000e-22
6.573900000000000e-1	3.140000000000000e-22	8.510000000000000e-23	5.340000000000000e-22	1.450000000000000e-22
6.593599999999999e-1	3.160000000000000e-22	8.609999999999998e-23	5.350000000000000e-22	1.440000000000000e-22
6.613400000000000e-1	3.180000000000000e-22	8.710000000000000e-23	5.360000000000000e-22	1.430000000000000e-22
6.633200000000000e-1	3.190000000000000e-22	8.810000000000000e-23	5.370000000000000e-22	1.420000000000000e-22
6.653200000000000e-1	3.210000000000000e-22	8.909999999999998e-23	5.380000000000000e-22	1.420000000000000e-22
6.673099999999999e-1	3.230000000000000e-22	9.019999999999998e-23	5.390000000000000e-22	1.410000000000000e-22
6.693200000000000e-1	3.250000000000000e-22	9.120000000000000e-23	5.400000000000000e-22	1.400000000000000e-22
6.713300000000000e-1	3.270000000000000e-22	9.220000000000000e-23	5.410000000000000e-22	1.390000000000000e-22
6.733400000000001e-1	3.290000000000000e-22	9.330000000000000e-23	5.420000000000000e-22	1.390000000000000e-22
6.753600000000000e-1	3.310000000000000e-22	9.440000000000000e-23	5.430000000000000e-22	1.380000000000000e-22
6.773900000000001e-1	3.330000000000000e-22	9.550000000000000e-23	5.440000000000000e-22	1.370000000000000e-22
6.794200000000000e-1	3.350000000000000e-22	9.660000000000000e-23	5.450000000000000e-22	1.360000000000000e-22
6.814599999999999e-1	3.370000000000000e-22	9.770000000000000e-23	5.460000000000000e-22	1.360000000000000e-22
6.835099999999999e-1	3.390000000000000e-22	9.880000000000000e-23	5.470000000000000e-22	1.350000000000000e-22
6.855599999999999e-1	3.410000000000000e-22	9.990000000000000e-23	5.480000000000000e-22	1.340000000000000e-22
6.876200000000000e-1	3.430000000000000e-22	1.010000000000000e-22	5.490000000000000e-22	1.340000000000000e-22
6.896799999999999e-1	3.450000000000000e-22	1.020000000000000e-22	5.500000000000000e-22	1.330000000000000e-22
6.917500000000000e-1	3.470000000000000e-22	1.030000000000000e-22	5.510000000000000e-22	1.320000000000000e-22
6.938299999999999e-1	3.490000000000000e-22	1.050000000000000e-22	5.519999999999999e-22	1.320000000000000e-22
6.959100000000000e-1	3.510000000000000e-22	1.060000000000000e-22	5.540000000000000e-22	1.320000000000000e-22
6.979999999999999e-1	3.530000000000000e-22	1.070000000000000e-22	5.560000000000000e-22	1.320000000000000e-22
7.000999999999999e-1	3.550000000000000e-22	1.080000000000000e-22	5.570000000000000e-22	1.320000000000000e-22
7.022000000000001e-1	3.580000000000000e-22	1.100000000000000e-22	5.590000000000000e-22	1.330000000000000e-22
7.043100000000000e-1	3.600000000000000e-22	1.110000000000000e-22	5.609999999999999e-22	1.330000000000000e-22
7.064200000000001e-1	3.620000000000000e-22	1.120000000000000e-22	5.630000000000000e-22	1.330000000000000e-22
7.085399999999999e-1	3.640000000000000e-22	1.130000000000000e-22	5.639999999999999e-22	1.330000000000000e-22
7.106700000000000e-1	3.660000000000000e-22	1.150000000000000e-22	5.660000000000000e-22	1.340000000000000e-22
7.128000000000000e-1	3.680000000000000e-22	1.160000000000000e-22	5.680000000000000e-22	1.340000000000000e-22
7.149400000000000e-1	3.700000000000000e-22	1.170000000000000e-22	5.699999999999999e-22	1.340000000000000e-22
7.170900000000000e-1	3.730000000000000e-22	1.190000000000000e-22	5.710000000000000e-22	1.340000000000000e-22
7.192400000000000e-1	3.750000000000000e-22	1.200000000000000e-22	5.729999999999999e-22	1.350000000000000e-22
7.214000000000000e-1	3.770000000000000e-22	1.210000000000000e-22	5.750000000000000e-22	1.350000000000000e-22
7.235700000000000e-1	3.790000000000000e-22	1.230000000000000e-22	5.770000000000000e-22	1.350000000000000e-22
7.257400000000000e-1	3.820000000000000e-22	1.240000000000000e-22	5.780000000000000e-22	1.350000000000000e-22
7.279200000000000e-1	3.840000000000000e-22	1.260000000000000e-22	5.800000000000000e-22	1.360000000000000e-22
7.301000000000000e-1	3.860000000000000e-22	1.270000000000000e-22	5.819999999999999e-22	1.360000000000000e-22
7.323000000000000e-1	3.890000000000000e-22	1.290000000000000e-22	5.840000000000000e-22	1.360000000000000e-22
7.344900000000000e-1	3.910000000000000e-22	1.300000000000000e-22	5.850000000000000e-22	1.360000000000000e-22
7.367000000000000e-1	3.940000000000000e-22	1.310000000000000e-22	5.870000000000000e-22	1.370000000000000e-22
7.389100000000000e-1	3.960000000000000e-22	1.330000000000000e-22	5.890000000000000e-22	1.370000000000000e-22
7.411300000000000e-1	3.990000000000000e-22	1.340000000000000e-22	5.910000000000000e-22	1.370000000000000e-22
7.433500000000000e-1	4.020000000000000e-22	1.350000000000000e-22	5.930000000000000e-22	1.370000000000000e-22
7.455800000000000e-1	4.050000000000000e-22	1.370000000000000e-22	5.940000000000000e-22	1.380000000000000e-22
7.478200000000000e-1	4.080000000000000e-22	1.380000000000000e-22	5.960000000000000e-22	1.380000000000000e-22
7.500700000000000e-1	4.110000000000000e-22	1.390000000000000e-22	5.980000000000000e-22	1.380000000000000e-22
7.523200000000000e-1	4.140000000000000e-22	1.410000000000000e-22	6.000000000000000e-22	1.380000000000000e-22
7.545800000000000e-1	4.170000000000000e-22	1.420000000000000e-22	6.020000000000000e-22	1.390000000000000e-22
7.568400000000000e-1	4.200000000000000e-22	1.430000000000000e-22	6.039999999999999e-22	1.390000000000000e-22
7.591200000000000e-1	4.230000000000000e-22	1.450000000000000e-22	6.050000000000000e-22	1.390000000000000e-22
7.613900000000000e-1	4.260000000000000e-22	1.460000000000000e-22	6.069999999999999e-22	1.390000000000000e-22
7.636800000000000e-1	4.290000000000000e-22	1.480000000000000e-22	6.090000000000000e-22	1.400000000000000e-22
7.659700000000000e-1	4.320000000000000e-22	1.490000000000000e-22	6.110000000000000e-22	1.400000000000000e-22
7.682700000000000e-1	4.360000000000000e-22	1.510000000000000e-22	6.129999999999999e-22	1.400000000000000e-22
7.705800000000000e-1	4.390000000000000e-22	1.520000000000000e-22	6.150000000000000e-22	1.400000000000000e-22
7.728900000000000e-1	4.420000000000000e-22	1.540000000000000e-22	6.170000000000000e-22	1.410000000000000e-22
7.752100000000000e-1	4.450000000000000e-22	1.550000000000000e-22	6.189999999999999e-22	1.410000000000000e-22
7.775400000000000e-1	4.479999999999999e-22	1.570000000000000e-22	6.200000000000000e-22	1.410000000000000e-22
7.798700000000000e-1	4.520000000000000e-22	1.580000000000000e-22	6.230000000000000e-22	1.420000000000000e-22
7.822200000000000e-1	4.550000000000000e-22	1.600000000000000e-22	6.249999999999999e-22	1.420000000000000e-22
7.845600000000000e-1	4.580000000000000e-22	1.610000000000000e-22	6.270000000000000e-22	1.420000000000000e-22
7.869200000000000e-1	4.610000000000000e-22	1.630000000000000e-22	6.290000000000000e-22	1.430000000000000e-22
7.892800000000000e-1	4.650000000000000e-22	1.650000000000000e-22	6.309999999999999e-22	1.430000000000000e-22
7.916500000000000e-1	4.680000000000000e-22	1.660000000000000e-22	6.330000000000000e-22	1.440000000000000e-22
7.940300000000000e-1	4.710000000000000e-22	1.680000000000000e-22	6.350000000000000e-22	1.440000000000000e-22
7.964100000000000e-1	4.749999999999999e-22	1.700000000000000e-22	6.369999999999999e-22	1.450000000000000e-22
7.988000000000000e-1	4.780000000000000e-22	1.710000000000000e-22	6.390000000000000e-22	1.450000000000000e-22
8.119800000000000e-1	4.980000000000000e-22	1.810000000000000e-22	6.510000000000000e-22	1.480000000000000e-22
8.365500000000000e-1	5.370000000000000e-22	1.950000000000000e-22	6.739999999999999e-22	1.520000000000000e-22
8.618500000000000e-1	5.800000000000000e-22	2.060000000000000e-22	6.960000000000000e-22	1.570000000000000e-22
8.879300000000000e-1	6.270000000000000e-22	2.180000000000000e-22	7.160000000000000e-22	1.570000000000000e-22
9.147900000000000e-1	6.780000000000000e-22	2.310000000000000e-22	7.330000000000000e-22	1.560000000000000e-22
9.424700000000000e-1	7.080000000000000e-22	2.330000000000000e-22	7.510000000000000e-22	1.540000000000000e-22
9.782000000000000e-1	7.340000000000000e-22	2.320000000000000e-22	7.730000000000000e-22	1.520000000000000e-22
1.007600000000000e+0	7.560000000000000e-22	2.300000000000000e-22	7.780000000000000e-22	1.510000000000000e-22
1.030600000000000e+0	7.730000000000000e-22	2.290000000000000e-22	7.810000000000000e-22	1.500000000000000e-22
1.061800000000000e+0	7.910000000000000e-22	2.360000000000000e-22	7.860000000000000e-22	1.490000000000000e-22
1.093900000000000e+0	8.100000000000000e-22	2.450000000000000e-22	7.910000000000000e-22	1.480000000000000e-22
1.127000000000000e+0	8.290000000000000e-22	2.530000000000000e-22	8.000000000000000e-22	1.510000000000000e-22
1.161100000000000e+0	8.460000000000000e-22	2.610000000000000e-22	8.090000000000000e-22	1.540000000000000e-22
1.196200000000000e+0	8.210000000000000e-22	2.530000000000000e-22	8.190000000000000e-22	1.570000000000000e-22
1.232400000000000e+0	7.980000000000000e-22	2.460000000000000e-22	8.240000000000000e-22	1.600000000000000e-22
1.269700000000000e+0	7.750000000000000e-22	2.390000000000000e-22	8.160000000000000e-22	1.630000000000000e-22
1.308100000000000e+0	7.410000000000000e-22	2.290000000000000e-22	8.080000000000000e-22	1.660000000000000e-22
1.347700000000000e+0	6.820000000000000e-22	2.130000000000000e-22	8.000000000000000e-22	1.700000000000000e-22
1.388500000000000e+0	6.279999999999999e-22	1.980000000000000e-22	7.730000000000000e-22	1.710000000000000e-22
1.430500000000000e+0	5.780000000000000e-22	1.840000000000000e-22	7.130000000000000e-22	1.680000000000000e-22
1.473700000000000e+0	5.380000000000000e-22	1.720000000000000e-22	6.470000000000000e-22	1.550000000000000e-22
1.518300000000000e+0	5.050000000000000e-22	1.610000000000000e-22	5.770000000000000e-22	1.340000000000000e-22
1.564300000000000e+0	4.740000000000000e-22	1.500000000000000e-22	5.330000000000000e-22	1.140000000000000e-22
1.611600000000000e+0	4.450000000000000e-22	1.400000000000000e-22	5.080000000000000e-22	9.649999999999998e-23
1.660300000000000e+0	4.200000000000000e-22	1.320000000000000e-22	4.920000000000000e-22	8.590000000000000e-23
1.710600000000000e+0	3.970000000000000e-22	1.230000000000000e-22	4.820000000000000e-22	7.880000000000000e-23
1.771900000000000e+0	3.720000000000000e-22	1.140000000000000e-22	4.700000000000000e-22	7.109999999999999e-23
1.825400000000000e+0	3.520000000000000e-22	1.070000000000000e-22	4.599999999999999e-22	6.520000000000000e-23
1.870500000000000e+0	3.380000000000000e-22	9.960000000000000e-23	4.490000000000000e-22	6.060000000000000e-23
1.927100000000000e+0	3.220000000000000e-22	9.129999999999998e-23	4.360000000000000e-22	5.560000000000000e-23
1.985400000000000e+0	3.070000000000000e-22	8.380000000000000e-23	4.230000000000000e-22	5.090000000000000e-23
2.045500000000000e+0	2.920000000000000e-22	7.679999999999998e-23	4.100000000000000e-22	4.660000000000000e-23
2.107300000000000e+0	2.860000000000000e-22	6.840000000000000e-23	4.050000000000000e-22	4.290000000000000e-23
2.171100000000000e+0	2.810000000000000e-22	6.089999999999999e-23	3.990000000000000e-22	3.960000000000000e-23
2.236800000000000e+0	2.760000000000000e-22	5.430000000000000e-23	3.940000000000000e-22	3.640000000000000e-23
2.304400000000000e+0	2.720000000000000e-22	4.870000000000000e-23	3.890000000000000e-22	3.350000000000000e-23
2.374200000000000e+0	2.710000000000000e-22	4.509999999999999e-23	3.860000000000000e-22	3.080000000000000e-23
2.446000000000000e+0	2.700000000000000e-22	4.180000000000000e-23	3.830000000000000e-22	2.830000000000000e-23
2.520000000000000e+0	2.700000000000000e-22	3.870000000000000e-23	3.800000000000000e-22	2.600000000000000e-23
2.596200000000000e+0	2.660000000000000e-22	3.590000000000000e-23	3.770000000000000e-22	2.420000000000000e-23
2.674800000000000e+0	2.600000000000000e-22	3.350000000000000e-23	3.740000000000000e-22	2.310000000000000e-23
2.755700000000000e+0	2.530000000000000e-22	3.120000000000000e-23	3.710000000000000e-22	2.200000000000000e-23
2.839100000000000e+0	2.470000000000000e-22	2.900000000000000e-23	3.690000000000000e-22	2.100000000000000e-23
2.924900000000000e+0	2.430000000000000e-22	2.690000000000000e-23	3.650000000000000e-22	1.990000000000000e-23
3.013400000000000e+0	2.420000000000000e-22	2.480000000000000e-23	3.610000000000000e-22	1.880000000000000e-23
3.104600000000000e+0	2.400000000000000e-22	2.290000000000000e-23	3.570000000000000e-22	1.770000000000000e-23
3.198500000000000e+0	2.390000000000000e-22	2.110000000000000e-23	3.530000000000000e-22	1.670000000000000e-23
3.295300000000000e+0	2.340000000000000e-22	1.980000000000000e-23	3.490000000000000e-22	1.570000000000000e-23
3.395000000000000e+0	2.290000000000000e-22	1.870000000000000e-23	3.450000000000000e-22	1.470000000000000e-23
3.497700000000000e+0	2.240000000000000e-22	1.760000000000000e-23	3.400000000000000e-22	1.380000000000000e-23
3.603500000000000e+0	2.180000000000000e-22	1.670000000000000e-23	3.360000000000000e-22	1.290000000000000e-23
3.712500000000000e+0	2.130000000000000e-22	1.540000000000000e-23	3.320000000000000e-22	1.190000000000000e-23
3.824800000000000e+0	2.080000000000000e-22	1.430000000000000e-23	3.280000000000000e-22	1.100000000000000e-23
3.941200000000000e+0	2.030000000000000e-22	1.320000000000000e-23	3.230000000000000e-22	1.020000000000000e-23
4.098100000000000e+0	1.960000000000000e-22	1.190000000000000e-23	3.200000000000000e-22	9.200000000000000e-24
4.301000000000000e+0	1.850000000000000e-22	1.060000000000000e-23	3.210000000000000e-22	8.270000000000000e-24
4.516000000000000e+0	1.760000000000000e-22	9.400000000000000e-24	3.230000000000000e-22	7.430000000000002e-24
4.741700000000000e+0	1.630000000000000e-22	8.170000000000000e-24	3.200000000000000e-22	6.960000000000000e-24
4.978700000000000e+0	1.510000000000000e-22	7.090000000000000e-24	3.160000000000000e-22	6.550000000000000e-24
5.227500000000000e+0	1.410000000000000e-22	6.070000000000000e-24	3.100000000000000e-22	5.990000000000001e-24
5.488800000000000e+0	1.310000000000000e-22	5.140000000000000e-24	3.030000000000000e-22	5.380000000000000e-24
5.763100000000000e+0	1.230000000000000e-22	4.360000000000000e-24	2.950000000000000e-22	4.810000000000000e-24
6.051200000000000e+0	1.170000000000000e-22	3.710000000000000e-24	2.880000000000000e-22	4.290000000000000e-24
6.353600000000000e+0	1.100000000000000e-22	3.160000000000000e-24	2.820000000000000e-22	3.820000000000000e-24
6.671200000000000e+0	1.030000000000000e-22	2.690000000000000e-24	2.740000000000000e-22	3.360000000000000e-24
7.004600000000000e+0	9.640000000000000e-23	2.290000000000000e-24	2.670000000000000e-22	2.960000000000000e-24
7.354700000000000e+0	8.940000000000000e-23	1.940000000000000e-24	2.510000000000000e-22	2.020000000000000e-24
7.722200000000000e+0	8.250000000000000e-23	1.640000000000000e-24	2.590000000000000e-22	2.070000000000000e-24
8.108200000000000e+0	7.650000000000000e-23	1.380000000000000e-24	2.680000000000000e-22	2.120000000000000e-24
8.513400000000000e+0	7.109999999999999e-23	1.160000000000000e-24	2.620000000000000e-22	1.950000000000000e-24
8.938900000000000e+0	6.639999999999999e-23	9.740000000000000e-25	2.550000000000000e-22	1.770000000000000e-24
9.385700000000000e+0	6.190000000000000e-23	8.170000000000000e-25	2.470000000000000e-22	1.580000000000000e-24
9.854799999999998e+0	5.720000000000000e-23	6.830000000000000e-25	2.390000000000000e-22	1.400000000000000e-24
1.034700000000000e+1	5.260000000000000e-23	5.700000000000001e-25	2.320000000000000e-22	1.240000000000000e-24
1.086500000000000e+1	4.800000000000000e-23	4.740000000000000e-25	2.250000000000000e-22	1.100000000000000e-24
1.140800000000000e+1	4.369999999999999e-23	3.920000000000000e-25	2.180000000000000e-22	9.750000000000000e-25
1.197800000000000e+1	3.969999999999999e-23	3.230000000000000e-25	2.100000000000000e-22	8.690000000000000e-25
1.257600000000000e+1	3.610000000000000e-23	2.640000000000000e-25	2.010000000000000e-22	7.700000000000000e-25
1.320500000000000e+1	3.280000000000000e-23	2.150000000000000e-25	1.920000000000000e-22	6.740000000000000e-25
1.386500000000000e+1	2.970000000000000e-23	1.740000000000000e-25	1.820000000000000e-22	5.890000000000000e-25
1.455800000000000e+1	2.670000000000000e-23	1.390000000000000e-25	1.720000000000000e-22	5.110000000000000e-25
1.528500000000000e+1	2.410000000000000e-23	1.100000000000000e-25	1.620000000000000e-22	4.420000000000000e-25
1.604900000000000e+1	2.160000000000000e-23	8.480000000000000e-26	1.520000000000000e-22	3.800000000000000e-25
1.685100000000000e+1	1.930000000000000e-23	6.380000000000001e-26	1.420000000000000e-22	3.250000000000000e-25
1.769400000000000e+1	1.730000000000000e-23	4.530000000000000e-26	1.330000000000000e-22	2.770000000000000e-25
1.857800000000000e+1	1.540000000000000e-23	2.900000000000000e-26	1.240000000000000e-22	2.360000000000000e-25
1.950700000000000e+1	1.380000000000000e-23	1.400000000000000e-26	1.150000000000000e-22	2.000000000000000e-25
2.096500000000000e+1	1.670000000000000e-22	5.550000000000001e-26	1.030000000000000e-22	1.550000000000000e-25
2.315000000000000e+1	1.470000000000000e-22	5.030000000000000e-26	8.790000000000000e-23	1.090000000000000e-25
2.556400000000000e+1	1.260000000000000e-22	4.290000000000000e-26	7.439999999999998e-23	7.590000000000000e-26
2.828300000000000e+1	1.040000000000000e-22	3.300000000000000e-26	6.119999999999999e-23	5.170000000000001e-26
3.123100000000000e+1	8.690000000000000e-23	2.430000000000000e-26	4.970000000000000e-23	3.450000000000000e-26
3.448700000000000e+1	7.179999999999999e-23	1.760000000000000e-26	4.170000000000000e-23	2.200000000000000e-26
3.808200000000000e+1	5.870000000000000e-23	1.250000000000000e-26	3.410000000000000e-23	1.190000000000000e-26
4.205300000000000e+1	4.730000000000000e-23	8.850000000000000e-27	7.300000000000000e-23	1.040000000000000e-26
4.643700000000000e+1	3.770000000000000e-23	6.160000000000000e-27	6.020000000000000e-23	8.410000000000000e-27
5.127800000000000e+1	2.980000000000000e-23	4.260000000000000e-27	4.889999999999999e-23	5.230000000000000e-27
5.662400000000000e+1	2.340000000000000e-23	2.940000000000000e-27	6.750000000000000e-23	4.400000000000000e-27
6.252700000000000e+1	1.810000000000000e-23	2.010000000000000e-27	5.720000000000000e-23	3.720000000000000e-27
6.904500000000000e+1	1.400000000000000e-23	1.370000000000000e-27	4.759999999999999e-23	2.780000000000000e-27
7.624400000000000e+1	1.070000000000000e-23	9.370000000000000e-28	3.830000000000000e-23	1.990000000000000e-27
8.419200000000000e+1	8.180000000000000e-24	6.380000000000001e-28	3.050000000000000e-23	1.380000000000000e-27
9.296900000000000e+1	6.190000000000000e-24	4.340000000000000e-28	2.420000000000000e-23	9.180000000000000e-28
1.026600000000000e+2	4.680000000000000e-24	2.950000000000000e-28	2.440000000000000e-23	6.680000000000001e-28
1.133600000000000e+2	3.540000000000000e-24	2.000000000000000e-28	1.920000000000000e-23	4.690000000000000e-28
1.251800000000000e+2	2.660000000000000e-24	1.360000000000000e-28	1.500000000000000e-23	3.210000000000000e-28
1.382300000000000e+2	1.990000000000000e-24	9.230000000000000e-29	1.580000000000000e-23	2.130000000000000e-28
1.526400000000000e+2	1.490000000000000e-24	6.280000000000000e-29	1.230000000000000e-23	1.580000000000000e-28
1.685600000000000e+2	1.110000000000000e-24	4.239999999999999e-29	9.560000000000000e-24	1.100000000000000e-28
1.861300000000000e+2	8.270000000000000e-25	2.880000000000000e-29	7.370000000000000e-24	7.559999999999998e-29
2.055400000000000e+2	6.160000000000000e-25	1.970000000000000e-29	5.660000000000000e-24	5.179999999999999e-29
2.269600000000000e+2	4.580000000000000e-25	1.340000000000000e-29	4.320000000000000e-24	3.550000000000000e-29
2.506200000000000e+2	3.400000000000000e-25	9.010000000000000e-30	3.300000000000000e-24	2.410000000000000e-29
2.767500000000000e+2	2.510000000000000e-25	6.130000000000000e-30	2.510000000000000e-24	1.650000000000000e-29
3.056100000000000e+2	1.850000000000000e-25	4.180000000000000e-30	1.900000000000000e-24	1.100000000000000e-29
3.374700000000000e+2	1.360000000000000e-25	2.830000000000000e-30	1.440000000000000e-24	7.440000000000000e-30
3.726500000000000e+2	1.000000000000000e-25	1.920000000000000e-30	1.080000000000000e-24	5.020000000000000e-30
4.115000000000000e+2	7.310000000000000e-26	1.300000000000000e-30	8.190000000000000e-25	3.430000000000000e-30
4.544000000000000e+2	5.350000000000000e-26	9.130000000000000e-31	6.130000000000000e-25	2.310000000000000e-30
5.017700000000000e+2	3.910000000000000e-26	6.090000000000001e-31	4.630000000000000e-25	1.510000000000000e-30
5.540800000000001e+2	2.850000000000000e-26	4.140000000000000e-31	1.270000000000000e-24	1.040000000000000e-30
6.118400000000000e+2	2.070000000000000e-26	2.720000000000000e-31	9.870000000000000e-25	7.110000000000001e-31
6.756300000000000e+2	1.490000000000000e-26	2.030000000000000e-31	7.600000000000000e-25	5.410000000000000e-31
7.460700000000000e+2	1.090000000000000e-26	1.220000000000000e-31	5.669999999999999e-25	3.290000000000000e-31
8.238400000000000e+2	7.900000000000000e-27	7.960000000000000e-32	4.310000000000000e-25	2.180000000000000e-31
9.097300000000000e+2	5.730000000000000e-27	5.200000000000000e-32	3.280000000000000e-25	1.450000000000000e-31
1.004600000000000e+3	4.160000000000000e-27	3.400000000000000e-32	2.490000000000000e-25	9.590000000000000e-32
1.109300000000000e+3	3.010000000000000e-27	2.220000000000000e-32	1.900000000000000e-25	6.360000000000000e-32
1.225000000000000e+3	2.190000000000000e-27	1.450000000000000e-32	1.440000000000000e-25	4.220000000000000e-32
1.352700000000000e+3	1.590000000000000e-27	9.460000000000000e-33	1.100000000000000e-25	2.800000000000000e-32
1.493700000000000e+3	1.150000000000000e-27	6.180000000000000e-33	8.350000000000002e-26	1.860000000000000e-32
1.649400000000000e+3	8.340000000000002e-28	4.040000000000000e-33	6.350000000000001e-26	1.230000000000000e-32
1.821300000000000e+3	6.050000000000001e-28	2.640000000000000e-33	4.830000000000000e-26	8.160000000000000e-33
2.011200000000000e+3	4.390000000000001e-28	1.720000000000000e-33	3.680000000000000e-26	5.410000000000000e-33
2.220900000000000e+3	3.180000000000000e-28	1.120000000000000e-33	2.800000000000000e-26	3.590000000000000e-33
2.452400000000000e+3	2.310000000000000e-28	7.350000000000000e-34	2.130000000000000e-26	2.380000000000000e-33
2.708100000000000e+3	1.680000000000000e-28	4.800000000000000e-34	1.620000000000000e-26	1.580000000000000e-33
2.990400000000000e+3	1.220000000000000e-28	3.130000000000000e-34	1.230000000000000e-26	1.050000000000000e-33
3.302200000000000e+3	8.820000000000000e-29	2.050000000000000e-34	9.370000000000000e-27	6.950000000000000e-34
3.646500000000000e+3	6.389999999999999e-29	1.340000000000000e-34	7.129999999999999e-27	4.610000000000000e-34
4.026600000000000e+3	4.639999999999999e-29	8.730000000000000e-35	5.420000000000000e-27	3.060000000000000e-34
4.446400000000000e+3	3.360000000000000e-29	5.710000000000000e-35	4.120000000000000e-27	2.030000000000000e-34
4.909900000000000e+3	2.440000000000000e-29	3.730000000000000e-35	3.140000000000000e-27	1.340000000000000e-34
5.421800000000000e+3	1.770000000000000e-29	2.430000000000000e-35	2.390000000000000e-27	8.910000000000000e-35
5.987100000000000e+3	1.280000000000000e-29	1.590000000000000e-35	1.810000000000000e-27	5.910000000000000e-35
6.611200000000000e+3	9.310000000000000e-30	1.040000000000000e-35	1.380000000000000e-27	3.920000000000000e-35
7.298200000000000e+3	6.759999999999999e-30	6.789999999999999e-36	1.050000000000000e-27	2.600000000000000e-35
