VAR1	VAR2	VAR3	VAR4	VAR5	VAR6	VAR7	VAR8	VAR9	VAR10	VAR11	VAR12	VAR13	VAR14	VAR15	VAR16	VAR17	VAR18	VAR19	VAR20	VAR21	VAR22	VAR23	VAR24	VAR25	VAR26	VAR27	VAR28	VAR29	VAR30	VAR31	VAR32	VAR33	VAR34	VAR35	VAR36	VAR37	VAR38	VAR39	VAR40	VAR41	VAR42	VAR43	VAR44	VAR45	VAR46	VAR47	VAR48	VAR49	VAR50	VAR51	VAR52	VAR53	VAR54	VAR55	VAR56	VAR57	VAR58	VAR59	VAR60	VAR61	VAR62	VAR63	VAR64	VAR65	VAR66	VAR67	VAR68	VAR69	VAR70	VAR71	VAR72	VAR73	VAR74	VAR75	VAR76	VAR77	VAR78	VAR79	VAR80	VAR81	VAR82	VAR83	VAR84	VAR85	VAR86	VAR87	VAR88	VAR89	VAR90	VAR91	VAR92	VAR93	VAR94	VAR95	VAR96	VAR97	VAR98	VAR99	VAR100	VAR101	VAR102	VAR103	VAR104	VAR105	VAR106	VAR107	VAR108	VAR109	VAR110	VAR111	VAR112	VAR113	VAR114	VAR115	VAR116	VAR117	VAR118	VAR119	VAR120	VAR121	VAR122	VAR123	VAR124	VAR125	VAR126	VAR127	VAR128	VAR129	VAR130	VAR131
5.000000000000000e-1	4.700000000000000e-1	0.0000000000000000	0.0000000000000000																																																																																																																															0.0000000000000000
1.000000000000000e+0	0.0000000000000000	1.100000000000000e+1	0.0000000000000000																																																																																																																															0.0000000000000000
1.500000000000000e+0	-9.000000000000000e-3																																																																																																																																	0.0000000000000000
2.000000000000000e+0	0.0000000000000000																																																																																																																																	0.0000000000000000
2.500000000000000e+0	-1.040000000000000e-1																																																																																																																																	0.0000000000000000
3.000000000000000e+0	-6.000000000000000e-2																																																																																																																																	0.0000000000000000
3.500000000000000e+0	-7.000000000000001e-2																																																																																																																																	0.0000000000000000
4.000000000000000e+0	-6.000000000000000e-2																																																																																																																																	0.0000000000000000
4.500000000000000e+0	-7.000000000000001e-2																																																																																																																																	0.0000000000000000
5.000000000000000e+0	-5.000000000000000e-2																																																																																																																																	0.0000000000000000
5.500000000000000e+0	-4.000000000000000e-2																																																																																																																																	0.0000000000000000
6.000000000000000e+0	0.0000000000000000																																																																																																																																	
6.500000000000000e+0	2.000000000000000e-2																																																																																																																																	
7.000000000000000e+0	0.0000000000000000																																																																																																																																	
7.500000000000000e+0	2.000000000000000e-2																																																																																																																																	
8.000000000000000e+0	0.0000000000000000																																																																																																																																	
8.500000000000000e+0	5.000000000000000e-2																																																																																																																																	
9.000000000000000e+0	1.000000000000000e-1																																																																																																																																	
9.500000000000000e+0	1.200000000000000e-1																																																																																																																																	
9.900000000000000e+0	5.000000000000000e-1																																																																																																																																	
