VAR1	VAR2	VAR3	VAR4	VAR5	VAR6	VAR7	VAR8
0.0000000000000000	0.0000000000000000	1.000000000000000e+0	9.500000000000000e-1	1.000000000000000e+0	1.000000000000000e+0	1.000000000000000e+0	1.050000000000000e+0
1.000000000000000e+0	0.0000000000000000	2.000000000000000e+0	9.500000000000000e-1	2.000000000000000e+0	1.000000000000000e+0	2.000000000000000e+0	1.050000000000000e+0
