u	LTE	log(t)=4	log t 2	log t 0	log t -2	log t -4	log t -6	log t -8	log t -10
6.680000000000000e-2	1.840000000000000e+12	5.111900000000000e+11	5.111900000000000e+11	5.111900000000000e+11	8.482300000000000e+10	1.008100000000000e+9	1.011700000000000e+7	1.012200000000000e+5	1.012200000000000e+3
6.883000000000000e-2	2.006000000000000e+12	5.575300000000000e+11	5.575300000000000e+11	5.575200000000000e+11	8.732600000000000e+10	1.029000000000000e+9	1.032400000000000e+7	1.032900000000000e+5	1.032900000000000e+3
7.092000000000000e-2	2.187000000000000e+12	6.080000000000000e+11	6.080000000000000e+11	6.079800000000000e+11	8.985200000000000e+10	1.050100000000000e+9	1.053400000000000e+7	1.053900000000000e+5	1.053900000000000e+3
7.307000000000000e-2	2.384000000000000e+12	6.629700000000000e+11	6.629700000000000e+11	6.629300000000000e+11	9.239900000000000e+10	1.071400000000000e+9	1.074600000000000e+7	1.075100000000000e+5	1.075100000000000e+3
7.529000000000000e-2	2.598000000000000e+12	7.228300000000000e+11	7.228300000000000e+11	7.227600000000000e+11	9.496700000000000e+10	1.093100000000000e+9	1.096100000000000e+7	1.096600000000000e+5	1.096600000000000e+3
7.758000000000000e-2	2.832000000000000e+12	7.880000000000000e+11	7.880000000000000e+11	7.878700000000000e+11	9.755400000000000e+10	1.114900000000000e+9	1.117800000000000e+7	1.118300000000000e+5	1.118300000000000e+3
7.993000000000000e-2	3.085000000000000e+12	8.589500000000000e+11	8.589500000000000e+11	8.587100000000000e+11	1.001600000000000e+11	1.136900000000000e+9	1.139700000000000e+7	1.140200000000000e+5	1.140200000000000e+3
8.236000000000000e-2	3.362000000000000e+12	9.361700000000000e+11	9.361700000000000e+11	9.357500000000000e+11	1.027800000000000e+11	1.159200000000000e+9	1.161800000000000e+7	1.162400000000000e+5	1.162400000000000e+3
8.486000000000000e-2	3.662000000000000e+12	1.020200000000000e+12	1.020200000000000e+12	1.019500000000000e+12	1.054100000000000e+11	1.181700000000000e+9	1.184200000000000e+7	1.184700000000000e+5	1.184700000000000e+3
8.743000000000000e-2	3.989000000000000e+12	1.111600000000000e+12	1.111600000000000e+12	1.110400000000000e+12	1.080600000000000e+11	1.204300000000000e+9	1.206700000000000e+7	1.207200000000000e+5	1.207200000000000e+3
9.009000000000000e-2	4.344000000000000e+12	1.211100000000000e+12	1.211100000000000e+12	1.209200000000000e+12	1.107200000000000e+11	1.227100000000000e+9	1.229400000000000e+7	1.229900000000000e+5	1.229900000000000e+3
9.282000000000000e-2	4.730000000000000e+12	1.319300000000000e+12	1.319300000000000e+12	1.316200000000000e+12	1.133900000000000e+11	1.250100000000000e+9	1.252200000000000e+7	1.252800000000000e+5	1.252800000000000e+3
9.564000000000000e-2	5.150000000000000e+12	1.436900000000000e+12	1.436900000000000e+12	1.432200000000000e+12	1.160700000000000e+11	1.273100000000000e+9	1.275200000000000e+7	1.275800000000000e+5	1.275800000000000e+3
9.854000000000000e-2	5.607000000000000e+12	1.564800000000000e+12	1.564800000000000e+12	1.557600000000000e+12	1.187500000000000e+11	1.296400000000000e+9	1.298300000000000e+7	1.298900000000000e+5	1.298900000000000e+3
1.015000000000000e-1	6.102000000000000e+12	1.703800000000000e+12	1.703800000000000e+12	1.693000000000000e+12	1.214400000000000e+11	1.319700000000000e+9	1.321500000000000e+7	1.322100000000000e+5	1.322100000000000e+3
1.046000000000000e-1	6.641000000000000e+12	1.854900000000000e+12	1.854900000000000e+12	1.839100000000000e+12	1.241300000000000e+11	1.343100000000000e+9	1.344800000000000e+7	1.345400000000000e+5	1.345400000000000e+3
1.078000000000000e-1	7.226000000000000e+12	2.019000000000000e+12	2.019000000000000e+12	1.996300000000000e+12	1.268200000000000e+11	1.366500000000000e+9	1.368200000000000e+7	1.368800000000000e+5	1.368800000000000e+3
1.111000000000000e-1	7.861000000000000e+12	2.349900000000000e+12	2.349900000000000e+12	2.328600000000000e+12	1.550100000000000e+11	1.675500000000000e+9	1.677700000000000e+7	1.678400000000000e+5	1.678400000000000e+3
1.144000000000000e-1	8.551000000000000e+12	2.557200000000000e+12	2.557200000000000e+12	2.526800000000000e+12	1.583400000000000e+11	1.704600000000000e+9	1.706600000000000e+7	1.707400000000000e+5	1.707400000000000e+3
1.179000000000000e-1	9.299000000000000e+12	2.782300000000000e+12	2.782300000000000e+12	2.739400000000000e+12	1.616700000000000e+11	1.733700000000000e+9	1.735600000000000e+7	1.736300000000000e+5	1.736300000000000e+3
1.215000000000000e-1	1.011000000000000e+13	3.026700000000000e+12	3.026700000000000e+12	2.967100000000000e+12	1.649800000000000e+11	1.762700000000000e+9	1.764500000000000e+7	1.765300000000000e+5	1.765300000000000e+3
1.252000000000000e-1	1.099000000000000e+13	3.291900000000000e+12	3.291900000000000e+12	3.210400000000000e+12	1.682800000000000e+11	1.791700000000000e+9	1.793400000000000e+7	1.794200000000000e+5	1.794200000000000e+3
1.290000000000000e-1	1.195000000000000e+13	3.579500000000000e+12	3.579500000000000e+12	3.469500000000000e+12	1.715600000000000e+11	1.820600000000000e+9	1.822200000000000e+7	1.822900000000000e+5	1.822900000000000e+3
1.329000000000000e-1	1.298000000000000e+13	3.891500000000000e+12	3.891500000000000e+12	3.744800000000000e+12	1.748200000000000e+11	1.849300000000000e+9	1.850800000000000e+7	1.851600000000000e+5	1.851600000000000e+3
1.369000000000000e-1	1.410000000000000e+13	4.229800000000000e+12	4.229800000000000e+12	4.036600000000000e+12	1.780500000000000e+11	1.877800000000000e+9	1.879200000000000e+7	1.880000000000000e+5	1.880000000000000e+3
1.411000000000000e-1	1.532000000000000e+13	4.596500000000000e+12	4.596500000000000e+12	4.344700000000000e+12	1.812500000000000e+11	1.906100000000000e+9	1.907400000000000e+7	1.908200000000000e+5	1.908200000000000e+3
1.454000000000000e-1	1.664000000000000e+13	4.993800000000000e+12	4.993800000000000e+12	4.669300000000000e+12	1.844200000000000e+11	1.934100000000000e+9	1.935300000000000e+7	1.936200000000000e+5	1.936200000000000e+3
1.498000000000000e-1	1.806000000000000e+13	5.424100000000000e+12	5.424100000000000e+12	5.010000000000000e+12	1.875400000000000e+11	1.961800000000000e+9	1.963000000000000e+7	1.963800000000000e+5	1.963800000000000e+3
1.543000000000000e-1	1.960000000000000e+13	5.890100000000000e+12	5.890100000000000e+12	5.366500000000000e+12	1.906200000000000e+11	1.989100000000000e+9	1.990200000000000e+7	1.991000000000000e+5	1.991000000000000e+3
1.590000000000000e-1	2.127000000000000e+13	6.395000000000000e+12	6.395000000000000e+12	5.739000000000000e+12	1.936800000000000e+11	2.016400000000000e+9	2.017400000000000e+7	2.018200000000000e+5	2.018200000000000e+3
1.638000000000000e-1	2.308000000000000e+13	6.940800000000000e+12	6.940800000000000e+12	6.125700000000000e+12	1.966500000000000e+11	2.042800000000000e+9	2.043700000000000e+7	2.044600000000000e+5	2.044600000000000e+3
1.688000000000000e-1	2.503000000000000e+13	7.531100000000000e+12	7.531100000000000e+12	6.526400000000000e+12	1.995600000000000e+11	2.068700000000000e+9	2.069500000000000e+7	2.070400000000000e+5	2.070400000000000e+3
1.739000000000000e-1	2.714000000000000e+13	8.169400000000000e+12	8.169400000000000e+12	6.940200000000000e+12	2.024000000000000e+11	2.094000000000000e+9	2.094800000000000e+7	2.095700000000000e+5	2.095700000000000e+3
1.792000000000000e-1	2.942000000000000e+13	8.859200000000000e+12	8.859200000000000e+12	7.366000000000000e+12	2.051700000000000e+11	2.118700000000000e+9	2.119400000000000e+7	2.120200000000000e+5	2.120200000000000e+3
1.847000000000000e-1	3.188000000000000e+13	9.604400000000000e+12	9.604400000000000e+12	7.802800000000000e+12	2.078600000000000e+11	2.142600000000000e+9	2.143200000000000e+7	2.144100000000000e+5	2.144100000000000e+3
1.903000000000000e-1	3.453000000000000e+13	1.040900000000000e+13	1.040900000000000e+13	8.249200000000000e+12	2.104600000000000e+11	2.165800000000000e+9	2.166300000000000e+7	2.167300000000000e+5	2.167300000000000e+3
1.960000000000000e-1	3.740000000000000e+13	1.127700000000000e+13	1.127700000000000e+13	8.703900000000000e+12	2.129800000000000e+11	2.188200000000000e+9	2.188600000000000e+7	2.189500000000000e+5	2.189500000000000e+3
2.020000000000000e-1	4.048000000000000e+13	1.221400000000000e+13	1.221400000000000e+13	9.165300000000000e+12	2.153900000000000e+11	2.209600000000000e+9	2.210000000000000e+7	2.210900000000000e+5	2.210900000000000e+3
2.081000000000000e-1	4.381000000000000e+13	1.322400000000000e+13	1.322400000000000e+13	9.632000000000000e+12	2.177000000000000e+11	2.230100000000000e+9	2.230400000000000e+7	2.231300000000000e+5	2.231300000000000e+3
2.144000000000000e-1	4.740000000000000e+13	1.431300000000000e+13	1.431300000000000e+13	1.010200000000000e+13	2.199000000000000e+11	2.249500000000000e+9	2.249800000000000e+7	2.250700000000000e+5	2.250700000000000e+3
2.209000000000000e-1	5.125000000000000e+13	1.548500000000000e+13	1.548500000000000e+13	1.057400000000000e+13	2.219800000000000e+11	2.267900000000000e+9	2.268100000000000e+7	2.269000000000000e+5	2.269000000000000e+3
2.277000000000000e-1	5.541000000000000e+13	1.674700000000000e+13	1.674700000000000e+13	1.104600000000000e+13	2.239300000000000e+11	2.285000000000000e+9	2.285200000000000e+7	2.286200000000000e+5	2.286200000000000e+3
2.346000000000000e-1	5.987000000000000e+13	1.810500000000000e+13	1.810500000000000e+13	1.151700000000000e+13	2.257500000000000e+11	2.301000000000000e+9	2.301100000000000e+7	2.302000000000000e+5	2.302000000000000e+3
2.441000000000000e-1	6.634000000000000e+13	2.007900000000000e+13	2.007900000000000e+13	1.213900000000000e+13	2.279900000000000e+11	2.320400000000000e+9	2.320500000000000e+7	2.321400000000000e+5	2.321400000000000e+3
2.514000000000000e-1	7.151000000000000e+13	2.434200000000000e+13	2.434200000000000e+13	1.834400000000000e+13	4.336600000000000e+11	4.449700000000000e+9	4.450600000000000e+7	4.452500000000000e+5	4.452500000000000e+3
2.566000000000000e-1	7.535000000000000e+13	2.131600000000000e+13	2.131600000000000e+13	1.575100000000000e+13	3.626400000000000e+11	3.717400000000000e+9	3.718000000000000e+7	3.719500000000000e+5	3.719500000000000e+3
2.644000000000000e-1	8.128000000000000e+13	2.293800000000000e+13	2.293800000000000e+13	1.645100000000000e+13	3.648600000000000e+11	3.735000000000000e+9	3.735500000000000e+7	3.737100000000000e+5	3.737100000000000e+3
2.724000000000000e-1	8.763000000000000e+13	2.467200000000000e+13	2.467200000000000e+13	1.714600000000000e+13	3.668000000000000e+11	3.750000000000000e+9	3.750400000000000e+7	3.752000000000000e+5	3.752000000000000e+3
2.807000000000000e-1	9.444000000000000e+13	2.652400000000000e+13	2.652400000000000e+13	1.783400000000000e+13	3.684600000000000e+11	3.762300000000000e+9	3.762700000000000e+7	3.764200000000000e+5	3.764200000000000e+3
2.892000000000000e-1	1.017000000000000e+14	2.975100000000000e+13	2.975100000000000e+13	1.937200000000000e+13	3.879400000000000e+11	3.957000000000000e+9	3.957200000000000e+7	3.958900000000000e+5	3.958900000000000e+3
2.980000000000000e-1	1.095000000000000e+14	3.167500000000000e+13	3.167500000000000e+13	1.989700000000000e+13	3.857800000000000e+11	3.930500000000000e+9	3.930700000000000e+7	3.932400000000000e+5	3.932400000000000e+3
3.070000000000000e-1	1.178000000000000e+14	3.399100000000000e+13	3.399100000000000e+13	2.056800000000000e+13	3.865500000000000e+11	3.934200000000000e+9	3.934300000000000e+7	3.936000000000000e+5	3.936000000000000e+3
3.163000000000000e-1	1.267000000000000e+14	3.645500000000000e+13	3.645500000000000e+13	2.121600000000000e+13	3.869700000000000e+11	3.934600000000000e+9	3.934700000000000e+7	3.936300000000000e+5	3.936300000000000e+3
3.259000000000000e-1	1.362000000000000e+14	3.907400000000000e+13	3.907400000000000e+13	2.184000000000000e+13	3.870500000000000e+11	3.931700000000000e+9	3.931600000000000e+7	3.933300000000000e+5	3.933300000000000e+3
3.358000000000000e-1	1.462000000000000e+14	4.185500000000000e+13	4.185500000000000e+13	2.243600000000000e+13	3.867600000000000e+11	3.925200000000000e+9	3.925100000000000e+7	3.926700000000000e+5	3.926700000000000e+3
3.460000000000000e-1	1.570000000000000e+14	4.473000000000000e+13	4.473000000000000e+13	2.314900000000000e+13	3.904700000000000e+11	3.960100000000000e+9	3.960000000000000e+7	3.961600000000000e+5	3.961600000000000e+3
3.565000000000000e-1	1.684000000000000e+14	4.784700000000000e+13	4.784700000000000e+13	2.369600000000000e+13	3.896400000000000e+11	3.948600000000000e+9	3.948400000000000e+7	3.950000000000000e+5	3.950000000000000e+3
3.673000000000000e-1	1.805000000000000e+14	5.114700000000000e+13	5.114700000000000e+13	2.420700000000000e+13	3.884400000000000e+11	3.933400000000000e+9	3.933100000000000e+7	3.934700000000000e+5	3.934700000000000e+3
3.785000000000000e-1	1.933000000000000e+14	5.463400000000000e+13	5.463400000000000e+13	2.467900000000000e+13	3.868500000000000e+11	3.914400000000000e+9	3.914100000000000e+7	3.915700000000000e+5	3.915700000000000e+3
3.900000000000000e-1	2.069000000000000e+14	5.831500000000000e+13	5.831500000000000e+13	2.511000000000000e+13	3.848600000000000e+11	3.891700000000000e+9	3.891300000000000e+7	3.892900000000000e+5	3.892900000000000e+3
4.018000000000000e-1	2.213000000000000e+14	6.219600000000000e+13	6.219600000000000e+13	2.549600000000000e+13	3.824800000000000e+11	3.865100000000000e+9	3.864700000000000e+7	3.866300000000000e+5	3.866300000000000e+3
4.140000000000000e-1	2.365000000000000e+14	6.628200000000000e+13	6.628200000000000e+13	2.583700000000000e+13	3.797000000000000e+11	3.834600000000000e+9	3.834200000000000e+7	3.835800000000000e+5	3.835800000000000e+3
4.266000000000000e-1	2.525000000000000e+14	7.057800000000000e+13	7.057800000000000e+13	2.612900000000000e+13	3.765100000000000e+11	3.800300000000000e+9	3.799800000000000e+7	3.801400000000000e+5	3.801400000000000e+3
4.395000000000000e-1	2.694000000000000e+14	7.510100000000000e+13	7.510100000000000e+13	2.639700000000000e+13	3.733900000000000e+11	3.766800000000000e+9	3.766300000000000e+7	3.767800000000000e+5	3.767800000000000e+3
4.529000000000000e-1	2.872000000000000e+14	7.982700000000000e+13	7.982700000000000e+13	2.658800000000000e+13	3.694000000000000e+11	3.724600000000000e+9	3.724100000000000e+7	3.725600000000000e+5	3.725600000000000e+3
4.666000000000000e-1	3.058000000000000e+14	8.477200000000000e+13	8.477200000000000e+13	2.672700000000000e+13	3.650100000000000e+11	3.678500000000000e+9	3.678000000000000e+7	3.679500000000000e+5	3.679500000000000e+3
4.808000000000000e-1	3.254000000000000e+14	8.993600000000000e+13	8.993600000000000e+13	2.681200000000000e+13	3.602200000000000e+11	3.628600000000000e+9	3.628000000000000e+7	3.629500000000000e+5	3.629500000000000e+3
4.954000000000000e-1	3.458000000000000e+14	9.531900000000000e+13	9.531900000000000e+13	2.684200000000000e+13	3.550400000000000e+11	3.574800000000000e+9	3.574200000000000e+7	3.575700000000000e+5	3.575700000000000e+3
5.104000000000000e-1	3.672000000000000e+14	1.009200000000000e+14	1.009200000000000e+14	2.681800000000000e+13	3.494700000000000e+11	3.517400000000000e+9	3.516700000000000e+7	3.518200000000000e+5	3.518200000000000e+3
5.259000000000000e-1	3.895000000000000e+14	1.067300000000000e+14	1.067300000000000e+14	2.673900000000000e+13	3.435300000000000e+11	3.456200000000000e+9	3.455600000000000e+7	3.457000000000000e+5	3.457000000000000e+3
5.419000000000001e-1	4.126000000000000e+14	1.127600000000000e+14	1.127600000000000e+14	2.660600000000000e+13	3.372300000000000e+11	3.391600000000000e+9	3.390900000000000e+7	3.392300000000000e+5	3.392300000000000e+3
5.507999999999999e-1	4.257000000000000e+14	1.161300000000000e+14	1.161300000000000e+14	2.650800000000000e+13	3.335900000000000e+11	3.354400000000000e+9	3.353800000000000e+7	3.355100000000000e+5	3.355100000000000e+3
5.525000000000000e-1	4.281000000000000e+14	1.167600000000000e+14	1.167600000000000e+14	2.648900000000000e+13	3.329200000000000e+11	3.347500000000000e+9	3.346900000000000e+7	3.348300000000000e+5	3.348300000000000e+3
5.541000000000000e-1	4.305000000000000e+14	1.173900000000000e+14	1.173900000000000e+14	2.646900000000000e+13	3.322500000000000e+11	3.340600000000000e+9	3.340000000000000e+7	3.341400000000000e+5	3.341400000000000e+3
5.558000000000000e-1	4.329000000000000e+14	1.180200000000000e+14	1.180200000000000e+14	2.644900000000000e+13	3.315700000000000e+11	3.333700000000000e+9	3.333100000000000e+7	3.334400000000000e+5	3.334400000000000e+3
5.575000000000000e-1	4.354000000000000e+14	1.186500000000000e+14	1.186500000000000e+14	2.642800000000000e+13	3.308900000000000e+11	3.326800000000000e+9	3.326100000000000e+7	3.327500000000000e+5	3.327500000000000e+3
5.591000000000001e-1	4.378000000000000e+14	1.192800000000000e+14	1.192800000000000e+14	2.640600000000000e+13	3.302100000000000e+11	3.319800000000000e+9	3.319100000000000e+7	3.320500000000000e+5	3.320500000000000e+3
5.608000000000000e-1	4.403000000000000e+14	1.199200000000000e+14	1.199200000000000e+14	2.638400000000000e+13	3.295200000000000e+11	3.312700000000000e+9	3.312100000000000e+7	3.313400000000000e+5	3.313400000000000e+3
5.625000000000000e-1	4.427000000000000e+14	1.205600000000000e+14	1.205600000000000e+14	2.636200000000000e+13	3.288300000000000e+11	3.305700000000000e+9	3.305000000000000e+7	3.306400000000000e+5	3.306400000000000e+3
5.642000000000000e-1	4.452000000000000e+14	1.212000000000000e+14	1.212000000000000e+14	2.633900000000000e+13	3.281300000000000e+11	3.298600000000000e+9	3.297900000000000e+7	3.299300000000000e+5	3.299300000000000e+3
5.658999999999999e-1	4.477000000000000e+14	1.218400000000000e+14	1.218400000000000e+14	2.631500000000000e+13	3.274300000000000e+11	3.291500000000000e+9	3.290800000000000e+7	3.292100000000000e+5	3.292100000000000e+3
5.676000000000000e-1	4.502000000000000e+14	1.224800000000000e+14	1.224800000000000e+14	2.629100000000000e+13	3.267300000000000e+11	3.284300000000000e+9	3.283700000000000e+7	3.285000000000000e+5	3.285000000000000e+3
5.693000000000000e-1	4.527000000000000e+14	1.231300000000000e+14	1.231300000000000e+14	2.626700000000000e+13	3.260300000000000e+11	3.277100000000000e+9	3.276500000000000e+7	3.277800000000000e+5	3.277800000000000e+3
5.709999999999999e-1	4.552000000000000e+14	1.237700000000000e+14	1.237700000000000e+14	2.624100000000000e+13	3.253200000000000e+11	3.269900000000000e+9	3.269200000000000e+7	3.270600000000000e+5	3.270600000000000e+3
5.727000000000000e-1	4.577000000000000e+14	1.244200000000000e+14	1.244200000000000e+14	2.621600000000000e+13	3.246100000000000e+11	3.262600000000000e+9	3.262000000000000e+7	3.263300000000000e+5	3.263300000000000e+3
5.744000000000000e-1	4.602000000000000e+14	1.250700000000000e+14	1.250700000000000e+14	2.619000000000000e+13	3.238900000000000e+11	3.255300000000000e+9	3.254700000000000e+7	3.256000000000000e+5	3.256000000000000e+3
5.762000000000001e-1	4.628000000000000e+14	1.257300000000000e+14	1.257300000000000e+14	2.616300000000000e+13	3.231700000000000e+11	3.248000000000000e+9	3.247400000000000e+7	3.248700000000000e+5	3.248700000000000e+3
5.779000000000000e-1	4.653000000000000e+14	1.263800000000000e+14	1.263800000000000e+14	2.613600000000000e+13	3.224500000000000e+11	3.240700000000000e+9	3.240000000000000e+7	3.241300000000000e+5	3.241300000000000e+3
5.796000000000000e-1	4.679000000000000e+14	1.270400000000000e+14	1.270400000000000e+14	2.610800000000000e+13	3.217300000000000e+11	3.233300000000000e+9	3.232600000000000e+7	3.233900000000000e+5	3.233900000000000e+3
5.814000000000000e-1	4.704000000000000e+14	1.276900000000000e+14	1.276900000000000e+14	2.607900000000000e+13	3.210000000000000e+11	3.225900000000000e+9	3.225200000000000e+7	3.226500000000000e+5	3.226500000000000e+3
5.830999999999999e-1	4.730000000000000e+14	1.283500000000000e+14	1.283500000000000e+14	2.605100000000000e+13	3.202700000000000e+11	3.218400000000000e+9	3.217800000000000e+7	3.219100000000000e+5	3.219100000000000e+3
5.849000000000000e-1	4.756000000000000e+14	1.290200000000000e+14	1.290200000000000e+14	2.602100000000000e+13	3.195300000000000e+11	3.210900000000000e+9	3.210300000000000e+7	3.211600000000000e+5	3.211600000000000e+3
5.866000000000000e-1	4.781000000000000e+14	1.296800000000000e+14	1.296800000000000e+14	2.599100000000000e+13	3.188000000000000e+11	3.203400000000000e+9	3.202800000000000e+7	3.204100000000000e+5	3.204100000000000e+3
5.884000000000000e-1	4.807000000000000e+14	1.303500000000000e+14	1.303500000000000e+14	2.596100000000000e+13	3.180500000000000e+11	3.195900000000000e+9	3.195200000000000e+7	3.196500000000000e+5	3.196500000000000e+3
5.900999999999999e-1	4.833000000000000e+14	1.310100000000000e+14	1.310100000000000e+14	2.593000000000000e+13	3.173100000000000e+11	3.188300000000000e+9	3.187700000000000e+7	3.189000000000000e+5	3.189000000000000e+3
5.919000000000000e-1	4.859000000000000e+14	1.316800000000000e+14	1.316800000000000e+14	2.589900000000000e+13	3.165600000000000e+11	3.180700000000000e+9	3.180100000000000e+7	3.181400000000000e+5	3.181400000000000e+3
5.937000000000000e-1	4.885000000000000e+14	1.323500000000000e+14	1.323500000000000e+14	2.586700000000000e+13	3.158100000000000e+11	3.173100000000000e+9	3.172400000000000e+7	3.173700000000000e+5	3.173700000000000e+3
5.955000000000000e-1	4.912000000000000e+14	1.330200000000000e+14	1.330200000000000e+14	2.583400000000000e+13	3.150600000000000e+11	3.165400000000000e+9	3.164800000000000e+7	3.166100000000000e+5	3.166100000000000e+3
5.973000000000001e-1	4.938000000000000e+14	1.337000000000000e+14	1.337000000000000e+14	2.580200000000000e+13	3.143000000000000e+11	3.157700000000000e+9	3.157100000000000e+7	3.158400000000000e+5	3.158400000000000e+3
5.991000000000000e-1	4.964000000000000e+14	1.343500000000000e+14	1.343500000000000e+14	2.576700000000000e+13	3.135400000000000e+11	3.150000000000000e+9	3.149400000000000e+7	3.150600000000000e+5	3.150600000000000e+3
6.009000000000000e-1	4.991000000000000e+14	1.350200000000000e+14	1.350200000000000e+14	2.573300000000000e+13	3.127800000000000e+11	3.142200000000000e+9	3.141600000000000e+7	3.142900000000000e+5	3.142900000000000e+3
6.027000000000000e-1	5.017000000000000e+14	1.357000000000000e+14	1.357000000000000e+14	2.569900000000000e+13	3.120100000000000e+11	3.134500000000000e+9	3.133800000000000e+7	3.135100000000000e+5	3.135100000000000e+3
6.045000000000000e-1	5.044000000000000e+14	1.363800000000000e+14	1.363800000000000e+14	2.566400000000000e+13	3.112500000000000e+11	3.126700000000000e+9	3.126000000000000e+7	3.127300000000000e+5	3.127300000000000e+3
6.062999999999999e-1	5.070000000000000e+14	1.370600000000000e+14	1.370600000000000e+14	2.562900000000000e+13	3.104700000000000e+11	3.118800000000000e+9	3.118200000000000e+7	3.119400000000000e+5	3.119400000000000e+3
6.081000000000000e-1	5.097000000000000e+14	1.377500000000000e+14	1.377500000000000e+14	2.559300000000000e+13	3.097000000000000e+11	3.110900000000000e+9	3.110300000000000e+7	3.111600000000000e+5	3.111600000000000e+3
6.099000000000000e-1	5.124000000000000e+14	1.384300000000000e+14	1.384300000000000e+14	2.555600000000000e+13	3.089200000000000e+11	3.103000000000000e+9	3.102400000000000e+7	3.103600000000000e+5	3.103600000000000e+3
6.118000000000000e-1	5.151000000000000e+14	1.391200000000000e+14	1.391200000000000e+14	2.551900000000000e+13	3.081400000000000e+11	3.095100000000000e+9	3.094500000000000e+7	3.095700000000000e+5	3.095700000000000e+3
6.136000000000000e-1	5.177000000000000e+14	1.398100000000000e+14	1.398000000000000e+14	2.548200000000000e+13	3.073600000000000e+11	3.087100000000000e+9	3.086500000000000e+7	3.087800000000000e+5	3.087800000000000e+3
6.153999999999999e-1	5.204000000000000e+14	1.404900000000000e+14	1.404900000000000e+14	2.544400000000000e+13	3.065700000000000e+11	3.079200000000000e+9	3.078500000000000e+7	3.079800000000000e+5	3.079800000000000e+3
6.172999999999999e-1	5.231000000000000e+14	1.411800000000000e+14	1.411800000000000e+14	2.540500000000000e+13	3.057800000000000e+11	3.071100000000000e+9	3.070500000000000e+7	3.071700000000000e+5	3.071700000000000e+3
6.191000000000000e-1	5.259000000000000e+14	1.418800000000000e+14	1.418800000000000e+14	2.536600000000000e+13	3.049900000000000e+11	3.063100000000000e+9	3.062500000000000e+7	3.063700000000000e+5	3.063700000000000e+3
6.210000000000000e-1	5.286000000000000e+14	1.425700000000000e+14	1.425700000000000e+14	2.532700000000000e+13	3.041900000000000e+11	3.055000000000000e+9	3.054400000000000e+7	3.055600000000000e+5	3.055600000000000e+3
6.229000000000000e-1	5.313000000000000e+14	1.432600000000000e+14	1.432600000000000e+14	2.528700000000000e+13	3.033900000000000e+11	3.046900000000000e+9	3.046300000000000e+7	3.047500000000000e+5	3.047500000000000e+3
6.247000000000000e-1	5.340000000000000e+14	1.439600000000000e+14	1.439600000000000e+14	2.524700000000000e+13	3.025900000000000e+11	3.038800000000000e+9	3.038200000000000e+7	3.039400000000000e+5	3.039400000000000e+3
6.266000000000001e-1	5.368000000000000e+14	1.446600000000000e+14	1.446600000000000e+14	2.520600000000000e+13	3.017900000000000e+11	3.030600000000000e+9	3.030000000000000e+7	3.031200000000000e+5	3.031200000000000e+3
6.284999999999999e-1	5.395000000000000e+14	1.453600000000000e+14	1.453600000000000e+14	2.516400000000000e+13	3.009800000000000e+11	3.022500000000000e+9	3.021800000000000e+7	3.023000000000000e+5	3.023000000000000e+3
6.304000000000000e-1	5.423000000000000e+14	1.460600000000000e+14	1.460600000000000e+14	2.512200000000000e+13	3.001700000000000e+11	3.014300000000000e+9	3.013600000000000e+7	3.014800000000000e+5	3.014800000000000e+3
6.323000000000000e-1	5.450000000000000e+14	1.467600000000000e+14	1.467600000000000e+14	2.508000000000000e+13	2.993600000000000e+11	3.006000000000000e+9	3.005400000000000e+7	3.006600000000000e+5	3.006600000000000e+3
6.342000000000000e-1	5.478000000000000e+14	1.474600000000000e+14	1.474600000000000e+14	2.503700000000000e+13	2.985400000000000e+11	2.997800000000000e+9	2.997100000000000e+7	2.998300000000000e+5	2.998300000000000e+3
6.361000000000000e-1	5.506000000000000e+14	1.481700000000000e+14	1.481700000000000e+14	2.499400000000000e+13	2.977300000000000e+11	2.989500000000000e+9	2.988800000000000e+7	2.990000000000000e+5	2.990000000000000e+3
6.380000000000000e-1	5.533000000000000e+14	1.488700000000000e+14	1.488700000000000e+14	2.495000000000000e+13	2.969100000000000e+11	2.981200000000000e+9	2.980500000000000e+7	2.981700000000000e+5	2.981700000000000e+3
6.399000000000000e-1	5.561000000000000e+14	1.495800000000000e+14	1.495800000000000e+14	2.490600000000000e+13	2.960800000000000e+11	2.972800000000000e+9	2.972200000000000e+7	2.973400000000000e+5	2.973400000000000e+3
6.418000000000000e-1	5.589000000000000e+14	1.502900000000000e+14	1.502800000000000e+14	2.486100000000000e+13	2.952600000000000e+11	2.964400000000000e+9	2.963800000000000e+7	2.965000000000000e+5	2.965000000000000e+3
6.437000000000001e-1	5.617000000000000e+14	1.509900000000000e+14	1.509900000000000e+14	2.481600000000000e+13	2.944300000000000e+11	2.956100000000000e+9	2.955400000000000e+7	2.956600000000000e+5	2.956600000000000e+3
6.457000000000001e-1	5.645000000000000e+14	1.517000000000000e+14	1.517000000000000e+14	2.477100000000000e+13	2.936000000000000e+11	2.947600000000000e+9	2.947000000000000e+7	2.948200000000000e+5	2.948200000000000e+3
6.475999999999999e-1	5.673000000000000e+14	1.524200000000000e+14	1.524100000000000e+14	2.472500000000000e+13	2.927600000000000e+11	2.939200000000000e+9	2.938500000000000e+7	2.939700000000000e+5	2.939700000000000e+3
