VAR1	VAR2	VAR3	VAR4	VAR5	VAR6	VAR7	VAR8	VAR9	VAR10	VAR11	VAR12	VAR13	VAR14	VAR15	VAR16	VAR17	VAR18	VAR19	VAR20	VAR21	VAR22
1.547000000000000e+4	1.585000000000000e-24	1.468000000000000e+2	3.653000000000000e-20	1.253000000000000e+2	1.535000000000000e-19	1.591000000000000e+1	2.141000000000000e-19	1.102000000000000e+1	9.687000000000000e-19	1.111000000000000e+1	2.233000000000000e-18	2.177000000000000e+0	8.912000000000000e-18								
1.626000000000000e+4	1.352000000000000e-24	1.483000000000000e+2	3.585000000000000e-20	1.265000000000000e+2	1.493000000000000e-19	1.604000000000000e+1	2.123000000000000e-19	1.111000000000000e+1	9.692999999999998e-19	1.120000000000000e+1	2.197000000000000e-18	2.194000000000000e+0	9.055000000000000e-18								
1.708000000000000e+4	1.152000000000000e-24	1.498000000000000e+2	3.519000000000000e-20	1.278000000000000e+2	1.451000000000000e-19	1.617000000000000e+1	2.105000000000000e-19	1.120000000000000e+1	9.696999999999998e-19	1.129000000000000e+1	2.161000000000000e-18	2.212000000000000e+0	9.195000000000000e-18								
1.795000000000000e+4	9.818000000000000e-25	1.513000000000000e+2	3.453000000000000e-20	1.291000000000000e+2	1.411000000000000e-19	1.630000000000000e+1	2.087000000000000e-19	1.129000000000000e+1	9.698999999999998e-19	1.138000000000000e+1	2.125000000000000e-18	2.229000000000000e+0	9.331999999999998e-18								
1.886000000000000e+4	8.365000000000000e-25	1.528000000000000e+2	3.389000000000000e-20	1.304000000000000e+2	1.372000000000000e-19	1.643000000000000e+1	2.070000000000000e-19	1.138000000000000e+1	9.698999999999998e-19	1.147000000000000e+1	2.090000000000000e-18	2.247000000000000e+0	9.466000000000000e-18								
1.982000000000000e+4	7.125000000000000e-25	1.543000000000000e+2	3.326000000000000e-20	1.317000000000000e+2	1.334000000000000e-19	1.656000000000000e+1	2.052000000000000e-19	1.147000000000000e+1	9.696999999999998e-19	1.156000000000000e+1	2.055000000000000e-18	2.265000000000000e+0	9.596000000000000e-18								
2.082000000000000e+4	6.067000000000000e-25	1.559000000000000e+2	3.263000000000000e-20	1.330000000000000e+2	1.296000000000000e-19	1.669000000000000e+1	2.034000000000000e-19	1.156000000000000e+1	9.692999999999998e-19	1.166000000000000e+1	2.020000000000000e-18	2.283000000000000e+0	9.723000000000000e-18								
2.188000000000000e+4	5.165000000000000e-25	1.574000000000000e+2	3.202000000000000e-20	1.343000000000000e+2	1.260000000000000e-19	1.683000000000000e+1	2.016000000000000e-19	1.166000000000000e+1	9.687000000000000e-19	1.175000000000000e+1	1.987000000000000e-18	2.302000000000000e+0	9.846000000000000e-18								
2.299000000000000e+4	4.396000000000001e-25	1.590000000000000e+2	3.142000000000000e-20	1.356000000000000e+2	1.225000000000000e-19	1.696000000000000e+1	1.998000000000000e-19	1.175000000000000e+1	9.679000000000000e-19	1.184000000000000e+1	1.953000000000000e-18	2.320000000000000e+0	9.966000000000000e-18								
2.415000000000000e+4	3.741000000000000e-25	1.606000000000000e+2	3.082000000000000e-20	1.370000000000000e+2	1.191000000000000e-19	1.710000000000000e+1	1.981000000000000e-19	1.184000000000000e+1	9.669999999999998e-19	1.194000000000000e+1	1.920000000000000e-18	2.339000000000000e+0	1.008000000000000e-17								
2.538000000000000e+4	3.183000000000000e-25	1.622000000000000e+2	3.024000000000000e-20	1.384000000000000e+2	1.157000000000000e-19	1.723000000000000e+1	1.963000000000000e-19	1.194000000000000e+1	9.658000000000000e-19	1.203000000000000e+1	1.887000000000000e-18	2.357000000000000e+0	1.019000000000000e-17								
2.667000000000000e+4	2.707000000000000e-25	1.638000000000000e+2	2.967000000000000e-20	1.397000000000000e+2	1.125000000000000e-19	1.737000000000000e+1	1.946000000000000e-19	1.203000000000000e+1	9.645000000000000e-19	1.213000000000000e+1	1.855000000000000e-18	2.376000000000000e+0	1.030000000000000e-17								
2.802000000000000e+4	2.302000000000000e-25	1.654000000000000e+2	2.910000000000000e-20	1.411000000000000e+2	1.093000000000000e-19	1.751000000000000e+1	1.928000000000000e-19	1.213000000000000e+1	9.630000000000000e-19	1.223000000000000e+1	1.823000000000000e-18	2.395000000000000e+0	1.041000000000000e-17								
2.944000000000000e+4	1.957000000000000e-25	1.671000000000000e+2	2.855000000000000e-20	1.425000000000000e+2	1.062000000000000e-19	1.765000000000000e+1	1.911000000000000e-19	1.223000000000000e+1	9.613999999999998e-19	1.233000000000000e+1	1.792000000000000e-18	2.414000000000000e+0	1.051000000000000e-17								
3.093000000000000e+4	1.663000000000000e-25	1.687000000000000e+2	2.800000000000000e-20	1.440000000000000e+2	1.032000000000000e-19	1.779000000000000e+1	1.893000000000000e-19	1.233000000000000e+1	9.596000000000000e-19	1.243000000000000e+1	1.760000000000000e-18	2.433000000000000e+0	1.060000000000000e-17								
3.250000000000000e+4	1.413000000000000e-25	1.704000000000000e+2	2.747000000000000e-20	1.454000000000000e+2	1.003000000000000e-19	1.793000000000000e+1	1.876000000000000e-19	1.243000000000000e+1	9.576000000000000e-19	1.252000000000000e+1	1.730000000000000e-18	2.453000000000000e+0	1.070000000000000e-17								
3.415000000000000e+4	1.201000000000000e-25	1.721000000000000e+2	2.694000000000000e-20	1.468000000000000e+2	9.743000000000000e-20	1.808000000000000e+1	1.859000000000000e-19	1.252000000000000e+1	9.553999999999998e-19	1.262000000000000e+1	1.700000000000000e-18	2.473000000000000e+0	1.078000000000000e-17								
3.588000000000000e+4	1.020000000000000e-25	1.739000000000000e+2	2.642000000000000e-20	1.483000000000000e+2	9.466000000000002e-20	1.822000000000000e+1	1.842000000000000e-19	1.262000000000000e+1	9.531000000000000e-19	1.273000000000000e+1	1.670000000000000e-18	2.492000000000000e+0	1.087000000000000e-17								
3.770000000000000e+4	8.661000000000000e-26	1.756000000000000e+2	2.591000000000000e-20	1.498000000000000e+2	9.197000000000002e-20	1.837000000000000e+1	1.825000000000000e-19	1.273000000000000e+1	9.507000000000000e-19	1.283000000000000e+1	1.640000000000000e-18	2.512000000000000e+0	1.095000000000000e-17								
3.961000000000000e+4	7.354000000000002e-26	1.773000000000000e+2	2.541000000000000e-20	1.513000000000000e+2	8.935000000000002e-20	1.852000000000000e+1	1.808000000000000e-19	1.283000000000000e+1	9.481000000000000e-19	1.293000000000000e+1	1.611000000000000e-18	2.532000000000000e+0	1.102000000000000e-17								
4.162000000000000e+4	6.243000000000000e-26	1.791000000000000e+2	2.492000000000000e-20	1.528000000000000e+2	8.680000000000002e-20	1.866000000000000e+1	1.791000000000000e-19	1.293000000000000e+1	9.453000000000000e-19	1.303000000000000e+1	1.582000000000000e-18	2.552000000000000e+0	1.110000000000000e-17								
4.373000000000000e+4	5.298000000000000e-26	1.818000000000000e+2	2.420000000000000e-20	1.543000000000000e+2	8.432000000000000e-20	1.881000000000000e+1	1.774000000000000e-19	1.303000000000000e+1	9.424000000000000e-19	1.314000000000000e+1	1.554000000000000e-18	2.573000000000000e+0	1.116000000000000e-17								
4.595000000000000e+4	4.496000000000000e-26	1.854000000000000e+2	2.326000000000000e-20	1.559000000000000e+2	8.191000000000000e-20	1.896000000000000e+1	1.757000000000000e-19	1.314000000000000e+1	9.394000000000000e-19	1.324000000000000e+1	1.526000000000000e-18	2.593000000000000e+0	1.123000000000000e-17								
4.828000000000000e+4	3.814000000000000e-26	1.892000000000000e+2	2.236000000000000e-20	1.574000000000000e+2	7.956000000000000e-20	1.912000000000000e+1	1.740000000000000e-19	1.324000000000000e+1	9.362000000000000e-19	1.335000000000000e+1	1.499000000000000e-18	2.614000000000000e+0	1.129000000000000e-17								
5.073000000000000e+4	3.236000000000000e-26	1.930000000000000e+2	2.148000000000000e-20	1.590000000000000e+2	7.728000000000000e-20	1.927000000000000e+1	1.724000000000000e-19	1.335000000000000e+1	9.329000000000000e-19	1.346000000000000e+1	1.472000000000000e-18	2.635000000000000e+0	1.134000000000000e-17								
5.331000000000000e+4	2.744000000000000e-26	1.968000000000000e+2	2.064000000000000e-20	1.606000000000000e+2	7.505000000000000e-20	1.942000000000000e+1	1.707000000000000e-19	1.346000000000000e+1	9.294999999999998e-19	1.356000000000000e+1	1.445000000000000e-18	2.656000000000000e+0	1.139000000000000e-17								
5.601000000000000e+4	2.327000000000000e-26	2.008000000000000e+2	1.983000000000000e-20	1.622000000000000e+2	7.289000000000000e-20	1.958000000000000e+1	1.691000000000000e-19	1.356000000000000e+1	9.259000000000000e-19	1.367000000000000e+1	1.419000000000000e-18	2.677000000000000e+0	1.144000000000000e-17								
5.885000000000000e+4	1.973000000000000e-26	2.048000000000000e+2	1.905000000000000e-20	1.638000000000000e+2	7.079000000000000e-20	1.974000000000000e+1	1.674000000000000e-19	1.367000000000000e+1	9.222000000000000e-19	1.378000000000000e+1	1.393000000000000e-18	2.699000000000000e+0	1.148000000000000e-17								
6.183000000000000e+4	1.672000000000000e-26	2.089000000000000e+2	1.829000000000000e-20	1.654000000000000e+2	6.875000000000000e-20	1.989000000000000e+1	1.658000000000000e-19	1.378000000000000e+1	9.184000000000000e-19	1.389000000000000e+1	1.367000000000000e-18	2.720000000000000e+0	1.152000000000000e-17								
6.497000000000000e+4	1.417000000000000e-26	2.131000000000000e+2	1.756000000000000e-20	1.671000000000000e+2	6.676000000000000e-20	2.005000000000000e+1	1.642000000000000e-19	1.389000000000000e+1	9.145000000000000e-19	1.400000000000000e+1	1.342000000000000e-18	2.742000000000000e+0	1.156000000000000e-17								
6.827000000000000e+4	1.201000000000000e-26	2.174000000000000e+2	1.686000000000000e-20	1.687000000000000e+2	6.483000000000000e-20	2.021000000000000e+1	1.626000000000000e-19	1.400000000000000e+1	9.104000000000000e-19	1.412000000000000e+1	1.317000000000000e-18	2.764000000000000e+0	1.159000000000000e-17								
7.345000000000000e+4	9.362000000000000e-27	2.218000000000000e+2	1.618000000000000e-20	1.704000000000000e+2	6.295000000000000e-20	2.038000000000000e+1	1.610000000000000e-19	1.412000000000000e+1	9.062999999999998e-19	1.423000000000000e+1	1.293000000000000e-18	2.786000000000000e+0	1.162000000000000e-17								
		2.262000000000000e+2	1.553000000000000e-20	1.721000000000000e+2	6.112000000000001e-20	2.054000000000000e+1	1.594000000000000e-19	1.423000000000000e+1	9.020000000000000e-19	1.434000000000000e+1	1.268000000000000e-18	2.808000000000000e+0	1.164000000000000e-17								
		2.307000000000000e+2	1.490000000000000e-20	1.739000000000000e+2	5.935000000000000e-20	2.070000000000000e+1	1.578000000000000e-19	1.434000000000000e+1	8.975999999999998e-19	1.446000000000000e+1	1.245000000000000e-18	2.831000000000000e+0	1.166000000000000e-17								
		2.354000000000000e+2	1.429000000000000e-20	1.756000000000000e+2	5.762000000000000e-20	2.087000000000000e+1	1.562000000000000e-19	1.446000000000000e+1	8.932000000000000e-19	1.457000000000000e+1	1.221000000000000e-18	2.853000000000000e+0	1.168000000000000e-17								
		2.401000000000000e+2	1.371000000000000e-20	1.773000000000000e+2	5.594000000000000e-20	2.104000000000000e+1	1.546000000000000e-19	1.457000000000000e+1	8.886000000000000e-19	1.469000000000000e+1	1.198000000000000e-18	2.876000000000000e+0	1.169000000000000e-17								
		2.449000000000000e+2	1.314000000000000e-20	1.791000000000000e+2	5.431000000000001e-20	2.121000000000000e+1	1.531000000000000e-19	1.469000000000000e+1	8.839000000000000e-19	1.481000000000000e+1	1.175000000000000e-18	2.899000000000000e+0	1.170000000000000e-17								
		2.498000000000000e+2	1.260000000000000e-20	1.818000000000000e+2	5.194000000000000e-20	2.138000000000000e+1	1.515000000000000e-19	1.481000000000000e+1	8.791999999999998e-19	1.493000000000000e+1	1.153000000000000e-18	2.922000000000000e+0	1.170000000000000e-17								
		2.548000000000000e+2	1.208000000000000e-20	1.854000000000000e+2	4.894000000000000e-20	2.155000000000000e+1	1.500000000000000e-19	1.493000000000000e+1	8.743000000000000e-19	1.505000000000000e+1	1.131000000000000e-18	2.946000000000000e+0	1.171000000000000e-17								
		2.600000000000000e+2	1.158000000000000e-20	1.892000000000000e+2	4.611000000000000e-20	2.172000000000000e+1	1.485000000000000e-19	1.505000000000000e+1	8.694000000000000e-19	1.517000000000000e+1	1.109000000000000e-18	2.969000000000000e+0	1.170000000000000e-17								
		2.652000000000000e+2	1.110000000000000e-20	1.930000000000000e+2	4.343000000000000e-20	2.189000000000000e+1	1.470000000000000e-19	1.517000000000000e+1	8.644000000000000e-19	1.529000000000000e+1	1.088000000000000e-18	2.993000000000000e+0	1.170000000000000e-17								
		2.705000000000000e+2	1.063000000000000e-20	1.968000000000000e+2	4.090000000000000e-20	2.207000000000000e+1	1.454000000000000e-19	1.529000000000000e+1	8.593000000000000e-19	1.541000000000000e+1	1.067000000000000e-18	3.017000000000000e+0	1.169000000000000e-17								
		2.759000000000000e+2	1.019000000000000e-20	2.008000000000000e+2	3.852000000000000e-20	2.225000000000000e+1	1.439000000000000e-19	1.541000000000000e+1	8.541000000000000e-19	1.554000000000000e+1	1.046000000000000e-18	3.041000000000000e+0	1.168000000000000e-17								
		2.815000000000000e+2	9.757000000000000e-21	2.048000000000000e+2	3.627000000000000e-20	2.242000000000000e+1	1.425000000000000e-19	1.554000000000000e+1	8.489000000000000e-19	1.566000000000000e+1	1.026000000000000e-18	3.065000000000000e+0	1.167000000000000e-17								
		2.871000000000000e+2	9.344000000000000e-21	2.089000000000000e+2	3.414000000000000e-20	2.260000000000000e+1	1.410000000000000e-19	1.566000000000000e+1	8.435000000000000e-19	1.579000000000000e+1	1.006000000000000e-18	3.090000000000000e+0	1.165000000000000e-17								
		2.929000000000000e+2	8.947000000000000e-21	2.131000000000000e+2	3.213000000000000e-20	2.278000000000000e+1	1.395000000000000e-19	1.579000000000000e+1	8.382000000000000e-19	1.591000000000000e+1	9.862999999999998e-19	3.114000000000000e+0	1.163000000000000e-17								
		2.988000000000000e+2	8.566000000000000e-21	2.174000000000000e+2	3.024000000000000e-20	2.297000000000000e+1	1.380000000000000e-19	1.591000000000000e+1	8.327000000000000e-19	1.604000000000000e+1	9.669000000000000e-19	3.139000000000000e+0	1.161000000000000e-17								
		3.047000000000000e+2	8.199000000000000e-21	2.218000000000000e+2	2.846000000000000e-20	2.315000000000000e+1	1.366000000000000e-19	1.604000000000000e+1	8.272000000000000e-19	1.617000000000000e+1	9.478000000000000e-19	3.164000000000000e+0	1.158000000000000e-17								
		3.109000000000000e+2	7.846999999999998e-21	2.262000000000000e+2	2.677000000000000e-20	2.334000000000000e+1	1.352000000000000e-19	1.617000000000000e+1	8.216000000000000e-19	1.630000000000000e+1	9.290000000000000e-19	3.190000000000000e+0	1.155000000000000e-17								
		3.171000000000000e+2	7.509000000000000e-21	2.307000000000000e+2	2.519000000000000e-20	2.352000000000000e+1	1.337000000000000e-19	1.630000000000000e+1	8.160000000000000e-19	1.643000000000000e+1	9.106000000000000e-19	3.215000000000000e+0	1.152000000000000e-17								
		3.235000000000000e+2	7.184999999999999e-21	2.354000000000000e+2	2.369000000000000e-20	2.371000000000000e+1	1.323000000000000e-19	1.643000000000000e+1	8.103000000000000e-19	1.656000000000000e+1	8.924000000000000e-19	3.241000000000000e+0	1.149000000000000e-17								
		3.300000000000000e+2	6.872999999999999e-21	2.401000000000000e+2	2.228000000000000e-20	2.390000000000000e+1	1.309000000000000e-19	1.656000000000000e+1	8.046000000000000e-19	1.669000000000000e+1	8.746000000000000e-19	3.267000000000000e+0	1.145000000000000e-17								
		3.366000000000000e+2	6.574000000000000e-21	2.449000000000000e+2	2.095000000000000e-20	2.409000000000000e+1	1.295000000000000e-19	1.669000000000000e+1	7.988000000000000e-19	1.683000000000000e+1	8.570000000000000e-19	3.293000000000000e+0	1.141000000000000e-17								
		3.433000000000000e+2	6.285999999999999e-21	2.498000000000000e+2	1.970000000000000e-20	2.429000000000000e+1	1.281000000000000e-19	1.683000000000000e+1	7.930000000000000e-19	1.696000000000000e+1	8.398000000000000e-19	3.319000000000000e+0	1.137000000000000e-17								
		3.502000000000000e+2	6.010999999999999e-21	2.548000000000000e+2	1.851000000000000e-20	2.448000000000000e+1	1.267000000000000e-19	1.696000000000000e+1	7.871000000000000e-19	1.710000000000000e+1	8.228000000000000e-19	3.346000000000000e+0	1.133000000000000e-17								
		3.572000000000000e+2	5.746000000000000e-21	2.600000000000000e+2	1.740000000000000e-20	2.468000000000000e+1	1.254000000000000e-19	1.710000000000000e+1	7.812000000000000e-19	1.723000000000000e+1	8.061000000000000e-19	3.372000000000000e+0	1.129000000000000e-17								
		3.644000000000000e+2	5.493000000000000e-21	2.652000000000000e+2	1.636000000000000e-20	2.488000000000000e+1	1.240000000000000e-19	1.723000000000000e+1	7.753000000000000e-19	1.737000000000000e+1	7.897000000000000e-19	3.399000000000000e+0	1.124000000000000e-17								
		3.717000000000000e+2	5.249999999999999e-21	2.705000000000000e+2	1.537000000000000e-20	2.507000000000000e+1	1.227000000000000e-19	1.737000000000000e+1	7.693000000000000e-19	1.751000000000000e+1	7.736000000000000e-19	3.426000000000000e+0	1.119000000000000e-17								
		3.792000000000000e+2	5.016000000000000e-21	2.759000000000000e+2	1.444000000000000e-20	2.528000000000000e+1	1.213000000000000e-19	1.751000000000000e+1	7.633000000000000e-19	1.765000000000000e+1	7.578000000000000e-19	3.454000000000000e+0	1.114000000000000e-17								
		3.868000000000000e+2	4.793000000000000e-21	2.815000000000000e+2	1.357000000000000e-20	2.548000000000000e+1	1.200000000000000e-19	1.765000000000000e+1	7.572000000000000e-19	1.779000000000000e+1	7.422000000000000e-19	3.481000000000000e+0	1.108000000000000e-17								
		3.946000000000000e+2	4.578000000000000e-21	2.871000000000000e+2	1.274000000000000e-20	2.568000000000000e+1	1.187000000000000e-19	1.779000000000000e+1	7.511000000000000e-19	1.793000000000000e+1	7.269000000000000e-19	3.509000000000000e+0	1.103000000000000e-17								
		4.025000000000000e+2	4.373000000000000e-21	2.929000000000000e+2	1.197000000000000e-20	2.589000000000000e+1	1.174000000000000e-19	1.793000000000000e+1	7.450000000000000e-19	1.808000000000000e+1	7.119000000000000e-19	3.537000000000000e+0	1.097000000000000e-17								
		4.106000000000000e+2	4.176000000000000e-21	2.988000000000000e+2	1.124000000000000e-20	2.609000000000000e+1	1.161000000000000e-19	1.808000000000000e+1	7.389000000000000e-19	1.822000000000000e+1	6.971000000000000e-19	3.566000000000000e+0	1.092000000000000e-17								
		4.188000000000000e+2	3.987000000000000e-21	3.047000000000000e+2	1.055000000000000e-20	2.630000000000000e+1	1.148000000000000e-19	1.822000000000000e+1	7.327000000000000e-19	1.837000000000000e+1	6.826000000000000e-19	3.594000000000000e+0	1.086000000000000e-17								
		4.272000000000000e+2	3.807000000000000e-21	3.109000000000000e+2	9.907000000000000e-21	2.651000000000000e+1	1.135000000000000e-19	1.837000000000000e+1	7.266000000000000e-19	1.852000000000000e+1	6.684000000000000e-19	3.623000000000000e+0	1.079000000000000e-17								
		4.358000000000000e+2	3.634000000000000e-21	3.171000000000000e+2	9.300000000000000e-21	2.673000000000000e+1	1.122000000000000e-19	1.852000000000000e+1	7.204000000000000e-19	1.866000000000000e+1	6.543999999999999e-19	3.652000000000000e+0	1.073000000000000e-17								
		4.445000000000000e+2	3.468000000000000e-21	3.235000000000000e+2	8.728999999999998e-21	2.694000000000000e+1	1.110000000000000e-19	1.866000000000000e+1	7.142000000000000e-19	1.881000000000000e+1	6.407000000000000e-19	3.681000000000000e+0	1.067000000000000e-17								
		4.534000000000000e+2	3.310000000000000e-21	3.300000000000000e+2	8.191999999999998e-21	2.716000000000000e+1	1.097000000000000e-19	1.881000000000000e+1	7.079000000000000e-19	1.896000000000000e+1	6.272000000000000e-19	3.710000000000000e+0	1.060000000000000e-17								
		4.625000000000000e+2	3.158000000000000e-21	3.366000000000000e+2	7.688000000000000e-21	2.737000000000000e+1	1.085000000000000e-19	1.896000000000000e+1	7.017000000000000e-19	1.912000000000000e+1	6.138999999999999e-19	3.740000000000000e+0	1.054000000000000e-17								
		4.718000000000000e+2	3.013000000000000e-21	3.433000000000000e+2	7.213000000000000e-21	2.759000000000000e+1	1.073000000000000e-19	1.912000000000000e+1	6.954999999999999e-19	1.927000000000000e+1	6.009000000000000e-19	3.770000000000000e+0	1.047000000000000e-17								
		4.813000000000000e+2	2.874000000000000e-21	3.502000000000000e+2	6.767000000000000e-21	2.782000000000000e+1	1.061000000000000e-19	1.927000000000000e+1	6.891999999999999e-19	1.942000000000000e+1	5.880999999999999e-19	3.800000000000000e+0	1.040000000000000e-17								
		4.910000000000000e+2	2.741000000000000e-21	3.572000000000000e+2	6.348000000000000e-21	2.804000000000000e+1	1.049000000000000e-19	1.942000000000000e+1	6.829000000000000e-19	1.958000000000000e+1	5.756000000000000e-19	3.835000000000000e+0	1.032000000000000e-17								
		5.008000000000000e+2	2.613000000000000e-21	3.644000000000000e+2	5.954000000000000e-21	2.826000000000000e+1	1.037000000000000e-19	1.958000000000000e+1	6.767000000000000e-19	1.974000000000000e+1	5.633000000000000e-19	3.866000000000000e+0	1.025000000000000e-17								
		5.109000000000000e+2	2.492000000000000e-21	3.717000000000000e+2	5.582999999999999e-21	2.849000000000000e+1	1.025000000000000e-19	1.974000000000000e+1	6.704000000000000e-19	1.989000000000000e+1	5.512000000000000e-19	3.892000000000000e+0	1.019000000000000e-17								
		5.211000000000000e+2	2.375000000000000e-21	3.792000000000000e+2	5.236000000000000e-21	2.872000000000000e+1	1.013000000000000e-19	1.989000000000000e+1	6.641000000000000e-19	2.005000000000000e+1	5.393000000000000e-19	3.923000000000000e+0	1.012000000000000e-17								
		5.316000000000000e+2	2.264000000000000e-21	3.868000000000000e+2	4.909000000000000e-21	2.895000000000000e+1	1.002000000000000e-19	2.005000000000000e+1	6.579000000000000e-19	2.021000000000000e+1	5.277000000000000e-19	3.954000000000000e+0	1.004000000000000e-17								
		5.422000000000001e+2	2.158000000000000e-21	3.946000000000000e+2	4.602000000000000e-21	2.918000000000000e+1	9.900000000000000e-20	2.021000000000000e+1	6.515999999999999e-19	2.038000000000000e+1	5.162000000000000e-19	3.974000000000000e+0	9.996000000000000e-18								
		5.531000000000000e+2	2.056000000000000e-21	4.025000000000000e+2	4.314000000000000e-21	2.941000000000000e+1	9.786000000000000e-20	2.038000000000000e+1	6.453000000000000e-19	2.054000000000000e+1	5.050000000000000e-19	3.982000000000000e+0	9.977000000000000e-18								
		5.642000000000001e+2	1.959000000000000e-21	4.106000000000000e+2	4.043000000000000e-21	2.965000000000000e+1	9.672000000000000e-20	2.054000000000000e+1	6.391000000000000e-19	2.070000000000000e+1	4.940000000000000e-19	3.993000000000000e+0	9.951000000000000e-18								
		5.755000000000000e+2	1.866000000000000e-21	4.188000000000000e+2	3.789000000000000e-21	2.989000000000000e+1	9.560000000000000e-20	2.070000000000000e+1	6.328000000000000e-19	2.087000000000000e+1	4.831999999999999e-19	4.001000000000000e+0	9.932000000000000e-18								
		5.871000000000000e+2	1.777000000000000e-21	4.272000000000000e+2	3.551000000000000e-21	3.013000000000000e+1	9.449000000000000e-20	2.087000000000000e+1	6.266000000000000e-19	2.104000000000000e+1	4.727000000000000e-19	4.006000000000000e+0	9.921000000000000e-18								
		5.989000000000000e+2	1.693000000000000e-21	4.358000000000000e+2	3.327000000000000e-21	3.037000000000000e+1	9.339000000000000e-20	2.104000000000000e+1	6.204000000000000e-19	2.121000000000000e+1	4.623000000000000e-19	4.014000000000000e+0	9.902000000000000e-18								
		6.109000000000000e+2	1.612000000000000e-21	4.445000000000000e+2	3.117000000000000e-21	3.061000000000000e+1	9.229000000000000e-20	2.121000000000000e+1	6.140999999999999e-19	2.138000000000000e+1	4.521000000000000e-19	4.022000000000000e+0	9.883000000000000e-18								
		6.231000000000000e+2	1.535000000000000e-21	4.534000000000000e+2	2.919000000000000e-21	3.086000000000000e+1	9.121000000000000e-20	2.138000000000000e+1	6.078999999999999e-19	2.155000000000000e+1	4.421000000000000e-19	4.030000000000000e+0	9.863999999999998e-18								
		6.357000000000001e+2	1.461000000000000e-21	4.625000000000000e+2	2.734000000000000e-21	3.110000000000000e+1	9.014000000000000e-20	2.155000000000000e+1	6.017000000000000e-19	2.172000000000000e+1	4.323000000000000e-19	4.038000000000000e+0	9.844999999999998e-18								
		6.484000000000000e+2	1.391000000000000e-21	4.718000000000000e+2	2.561000000000000e-21	3.135000000000000e+1	8.907000000000002e-20	2.172000000000000e+1	5.955000000000000e-19	2.189000000000000e+1	4.227000000000000e-19	4.046000000000000e+0	9.826000000000000e-18								
		6.614000000000000e+2	1.324000000000000e-21	4.813000000000000e+2	2.398000000000000e-21	3.160000000000000e+1	8.802000000000000e-20	2.189000000000000e+1	5.894000000000000e-19	2.207000000000000e+1	4.133000000000000e-19	4.066000000000000e+0	9.779000000000000e-18								
		6.747000000000001e+2	1.259000000000000e-21	4.910000000000000e+2	2.245000000000000e-21	3.186000000000000e+1	8.698000000000000e-20	2.207000000000000e+1	5.832000000000000e-19	2.225000000000000e+1	4.040000000000000e-19	4.099000000000000e+0	9.701999999999998e-18								
		6.882000000000001e+2	1.198000000000000e-21	5.008000000000000e+2	2.102000000000000e-21	3.211000000000000e+1	8.594000000000000e-20	2.225000000000000e+1	5.771000000000000e-19	2.242000000000000e+1	3.950000000000000e-19	4.132000000000000e+0	9.624999999999998e-18								
		7.020000000000000e+2	1.140000000000000e-21	5.109000000000000e+2	1.968000000000000e-21	3.237000000000000e+1	8.492000000000000e-20	2.242000000000000e+1	5.710000000000000e-19	2.260000000000000e+1	3.861000000000000e-19	4.165000000000000e+0	9.548000000000000e-18								
		7.161000000000000e+2	1.084000000000000e-21	5.211000000000000e+2	1.842000000000000e-21	3.263000000000000e+1	8.390000000000002e-20	2.260000000000000e+1	5.648999999999999e-19	2.278000000000000e+1	3.774000000000000e-19	4.198000000000000e+0	9.469999999999998e-18								
		7.305000000000000e+2	1.031000000000000e-21	5.316000000000000e+2	1.724000000000000e-21	3.289000000000000e+1	8.290000000000000e-20	2.278000000000000e+1	5.587999999999999e-19	2.297000000000000e+1	3.689000000000000e-19	4.232000000000000e+0	9.391000000000000e-18								
		7.452000000000000e+2	9.807000000000000e-22	5.422000000000001e+2	1.613000000000000e-21	3.315000000000000e+1	8.190000000000000e-20	2.297000000000000e+1	5.527999999999999e-19	2.315000000000000e+1	3.605000000000000e-19	4.266000000000000e+0	9.311999999999998e-18								
		7.601000000000000e+2	9.325000000000000e-22	5.531000000000000e+2	1.509000000000000e-21	3.342000000000000e+1	8.092000000000000e-20	2.315000000000000e+1	5.467000000000000e-19	2.334000000000000e+1	3.523000000000000e-19	4.300000000000000e+0	9.233000000000000e-18								
		7.754000000000000e+2	8.865000000000000e-22	5.642000000000001e+2	1.412000000000000e-21	3.369000000000000e+1	7.994000000000000e-20	2.334000000000000e+1	5.407000000000000e-19	2.352000000000000e+1	3.443000000000000e-19	4.334000000000000e+0	9.154000000000000e-18								
		7.909000000000000e+2	8.427000000000000e-22	5.755000000000000e+2	1.321000000000000e-21	3.396000000000000e+1	7.897000000000000e-20	2.352000000000000e+1	5.348000000000000e-19	2.371000000000000e+1	3.365000000000000e-19	4.369000000000000e+0	9.073999999999998e-18								
		8.068000000000000e+2	8.009000000000000e-22	5.871000000000000e+2	1.236000000000000e-21	3.423000000000000e+1	7.802000000000000e-20	2.371000000000000e+1	5.288000000000000e-19	2.390000000000000e+1	3.287000000000000e-19	4.404000000000000e+0	8.995000000000000e-18								
		8.230000000000000e+2	7.611000000000000e-22	5.989000000000000e+2	1.156000000000000e-21	3.450000000000000e+1	7.707000000000000e-20	2.390000000000000e+1	5.229000000000000e-19	2.409000000000000e+1	3.212000000000000e-19	4.439000000000000e+0	8.915000000000000e-18								
