x-width	n	VAR3	VAR4	VAR5	VAR6	VAR7	VAR8	VAR9	VAR10	VAR11	VAR12	VAR13	VAR14	VAR15	VAR16
0.0000000000000000	0.0000000000000000	5.000000000000000e-1	6.500000000000000e+0	7.000000000000000e+0	7.500000000000000e+0	1.050000000000000e+1	1.100000000000000e+1	1.500000000000000e+1	1.850000000000000e+1	1.900000000000000e+1	2.700000000000000e+1	2.950000000000000e+1	3.000000000000000e+1	3.250000000000000e+1	3.300000000000000e+1
1.000000000000000e+0	0.0000000000000000	5.000000000000000e-1	6.500000000000000e+0	7.000000000000000e+0	7.500000000000000e+0	1.050000000000000e+1	1.100000000000000e+1	1.500000000000000e+1	1.850000000000000e+1	1.900000000000000e+1	2.700000000000000e+1	2.950000000000000e+1	3.000000000000000e+1	3.250000000000000e+1	3.300000000000000e+1
