#depth	Te	Htot	hden	eden	2H_2/H	HI	HII	HeI	HeII	HeIII	CO/C	C1	C2	C3	C4	O1	O2	O3	O4	O5	O6	AV(point)	AV(extend)
179392000000000000.00	3.7709	-16.375	4.4813	3.2348	-8.5614	-0.0253	-1.2478	-0.0001	-3.8201	-6.7962	-11.1578	-4.4188	-0.0001	-3.6984	-35.9298	-0.0201	-1.3439	-8.0728	-35.9298	-35.9298	-35.9298	1.02E+00	7.41E-01
179393000000000000.00	3.7678	-16.393	4.4813	3.2209	-8.5647	-0.0244	-1.2618	-0.0001	-3.807	-6.7982	-11.1607	-4.4314	-0.0001	-3.7104	-35.9298	-0.0195	-1.3583	-8.075	-35.9298	-35.9298	-35.9298	1.02E+00	7.41E-01
179395000000000000.00	3.7644	-16.402	4.4892	3.2104	-8.5585	-0.0233	-1.2823	-0.0001	-3.7972	-6.7938	-11.1453	-4.4404	-0.0001	-3.7303	-35.9298	-0.0185	-1.3793	-8.0864	-35.9298	-35.9298	-35.9298	1.02E+00	7.41E-01
179397000000000000.00	3.7611	-16.422	4.4892	3.1942	-8.5629	-0.0225	-1.2969	-0.0001	-3.7819	-6.7972	-11.1492	-4.4551	-0.0001	-3.745	-35.9298	-0.0179	-1.394	-8.0889	-35.9298	-35.9298	-35.9298	1.02E+00	7.41E-01
179399000000000000.00	3.7573	-16.43	4.4978	3.1827	-8.5564	-0.0214	-1.3179	-0.0001	-3.7715	-6.7894	-11.1328	-4.4649	-0.0001	-3.7645	-35.9298	-0.017	-1.4154	-8.1007	-35.9298	-35.9298	-35.9298	1.02E+00	7.41E-01
179400000000000000.00	3.7555	-16.448	4.4978	3.1689	-8.5614	-0.0207	-1.332	-0.0001	-3.7577	-6.786	-11.136	-4.4779	-0.0001	-3.778	-35.9298	-0.0165	-1.4297	-8.103	-35.9298	-35.9298	-35.9298	1.02E+00	7.41E-01
179402000000000000.00	3.751	-16.457	4.5057	3.1572	-8.5563	-0.0197	-1.3523	-0.0001	-3.7478	-6.7818	-11.1216	-4.4875	-0.0001	-3.7969	-35.9298	-0.0157	-1.4505	-8.1136	-35.9298	-35.9298	-35.9298	1.02E+00	7.41E-01
179403000000000000.00	3.7475	-16.477	4.5057	3.1402	-8.5615	-0.019	-1.3684	-0.0001	-3.7319	-6.7825	-11.1258	-4.503	-0.0001	-3.8106	-35.9298	-0.0151	-1.4667	-8.116	-35.9298	-35.9298	-35.9298	1.02E+00	7.41E-01
179405000000000000.00	3.7437	-16.483	4.5143	3.1307	-8.5557	-0.0181	-1.3888	-0.0001	-3.7238	-6.7784	-11.1088	-4.5107	-0.0001	-3.8287	-35.9298	-0.0144	-1.4876	-8.1273	-35.9298	-35.9298	-35.9298	1.02E+00	7.41E-01
179406000000000000.00	3.7406	-16.503	4.5143	3.1143	-8.561	-0.0175	-1.4036	-0.0001	-3.7084	-6.7811	-11.1131	-4.5258	-0.0001	-3.8408	-35.9298	-0.0139	-1.5025	-8.1294	-35.9298	-35.9298	-35.9298	1.02E+00	7.41E-01
179408000000000000.00	3.7366	-16.51	4.5226	3.1029	-8.5552	-0.0167	-1.4238	-0.0001	-3.6985	-6.7795	-11.0983	-4.5354	-0.0001	-3.8571	-35.9298	-0.0132	-1.5232	-8.1401	-35.9298	-35.9298	-35.9298	1.02E+00	7.41E-01
179409000000000000.00	3.7346	-16.527	4.5226	3.0898	-8.5613	-0.0162	-1.4371	-0.0001	-3.686	-6.7828	-11.1008	-4.5477	-0.0001	-3.8685	-35.9298	-0.0128	-1.5366	-8.1418	-35.9298	-35.9298	-35.9298	1.02E+00	7.41E-01
179411000000000000.00	3.7293	-16.536	4.531	3.0765	-8.5557	-0.0154	-1.4589	-0.0001	-3.6752	-6.786	-11.0863	-4.5585	-0.0001	-3.8847	-35.9298	-0.0122	-1.5588	-8.1527	-35.9298	-35.9298	-35.9298	1.02E+00	7.41E-01
179412000000000000.00	3.7256	-16.554	4.531	3.0618	-8.5616	-0.0148	-1.4744	-0.0001	-3.6622	-6.796	-11.0895	-4.5716	-0.0001	-3.8966	-35.9298	-0.0117	-1.5744	-8.1545	-35.9298	-35.9298	-35.9298	1.02E+00	7.41E-01
179414000000000000.00	3.7216	-16.56	4.5398	3.0515	-8.5565	-0.0142	-1.494	-0.0001	-3.6538	-6.7985	-11.0728	-4.58	-0.0001	-3.912	-35.9298	-0.0112	-1.5945	-8.1654	-35.9298	-35.9298	-35.9298	1.02E+00	7.41E-01
179415000000000000.00	3.7177	-16.574	4.5443	3.0375	-8.5564	-0.0136	-1.5125	-0.0001	-3.6416	-6.8081	-11.0667	-4.5923	-0.0001	-3.9268	-35.9298	-0.0107	-1.6131	-8.172	-35.9298	-35.9298	-35.9298	1.02E+00	7.41E-01
179417000000000000.00	3.7133	-16.584	4.5491	3.0251	-8.5554	-0.013	-1.5304	-0.0001	-3.6314	-6.8185	-11.0594	-4.6027	-0.0001	-3.9376	-35.9298	-0.0103	-1.6313	-8.1785	-35.9298	-35.9298	-35.9298	1.02E+00	7.41E-01
179418000000000000.00	3.7102	-16.602	4.5491	3.0097	-8.5608	-0.0126	-1.5441	-0.0001	-3.6175	-6.8342	-11.063	-4.6168	-0.0001	-3.9418	-35.9298	-0.0099	-1.6456	-8.1799	-35.9298	-35.9298	-35.9298	1.02E+00	7.41E-01
179419000000000000.00	3.707	-16.608	4.5563	3.0001	-8.5575	-0.012	-1.563	-0.0001	-3.6096	-6.8327	-11.0496	-4.6249	-0.0001	-3.958	-35.9298	-0.0095	-1.6645	-8.1889	-35.9298	-35.9298	-35.9298	1.02E+00	7.41E-01
179421000000000000.00	3.7017	-16.618	4.562	2.9869	-8.5564	-0.0115	-1.582	-0.0001	-3.5995	-6.8368	-11.0403	-4.6357	-0.0001	-3.9698	-35.9298	-0.0091	-1.6838	-8.1964	-35.9298	-35.9298	-35.9298	1.02E+00	7.41E-01
179422000000000000.00	3.6977	-16.629	4.5665	2.9727	-8.5565	-0.011	-1.6006	-0.0001	-3.5876	-6.8404	-11.0341	-4.648	-0.0001	-3.9825	-35.9298	-0.0087	-1.7026	-8.2026	-35.9298	-35.9298	-35.9298	1.02E+00	7.41E-01
179423000000000000.00	3.6932	-16.639	4.5714	2.9604	-8.5571	-0.0106	-1.6174	-0.0001	-3.578	-6.8459	-11.0268	-4.6583	-0.0001	-3.993	-35.9298	-0.0084	-1.7197	-8.2089	-35.9298	-35.9298	-35.9298	1.02E+00	7.41E-01
179424000000000000.00	3.6898	-16.654	4.5714	2.9471	-8.5631	-0.0103	-1.6312	-0.0001	-3.5668	-6.8543	-11.0296	-4.67	-0.0001	-4.0005	-35.9298	-0.0081	-1.7338	-8.2102	-35.9298	-35.9298	-35.9298	1.02E+00	7.41E-01
179426000000000000.00	3.6849	-16.659	4.5803	2.9347	-8.5594	-0.0098	-1.6528	-0.0001	-3.5575	-6.8596	-11.0134	-4.6802	-0.0001	-4.017	-35.9298	-0.0077	-1.7558	-8.221	-35.9298	-35.9298	-35.9298	1.02E+00	7.41E-01
179427000000000000.00	3.6806	-16.67	4.585	2.9212	-8.5602	-0.0094	-1.6713	-0.0001	-3.5467	-6.8689	-11.0065	-4.6917	0	-4.0291	-35.9298	-0.0074	-1.7743	-8.2271	-35.9298	-35.9298	-35.9298	1.02E+00	7.41E-01
179428000000000000.00	3.6756	-16.678	4.5904	2.909	-8.5594	-0.009	-1.6888	-0.0001	-3.5378	-6.8806	-10.9979	-4.7016	0	-4.0406	-35.9298	-0.0071	-1.7922	-8.2339	-35.9298	-35.9298	-35.9298	1.02E+00	7.41E-01
179429000000000000.00	3.671	-16.686	4.5953	2.8976	-8.5586	-0.0086	-1.706	-0.0001	-3.5294	-6.893	-10.9901	-4.7109	0	-4.0514	-35.9298	-0.0068	-1.8097	-8.2402	-35.9298	-35.9298	-35.9298	1.02E+00	7.41E-01
179430000000000000.00	3.6659	-16.694	4.6007	2.8857	-8.557	-0.0083	-1.7236	-0.0001	-3.5209	-6.908	-10.9814	-4.7205	0	-4.0625	-35.9298	-0.0065	-1.8276	-8.247	-35.9298	-35.9298	-35.9298	1.02E+00	7.41E-01
179431000000000000.00	3.6607	-16.702	4.6062	2.8735	-8.5555	-0.008	-1.7402	-0.0001	-3.5122	-6.9252	-10.9727	-4.7303	0	-4.0735	-35.9298	-0.0063	-1.8445	-8.2538	-35.9298	-35.9298	-35.9298	1.02E+00	7.41E-01
179432000000000000.00	3.6547	-16.707	4.6136	2.8619	-8.551	-0.0076	-1.76	-0.0001	-3.5049	-6.9445	-10.9597	-4.7391	0	-4.086	-35.9298	-0.006	-1.8648	-8.2629	-35.9298	-35.9298	-35.9298	1.02E+00	7.41E-01
