20061204
       6       6   10695   0.663  -0.679   0.624   0.681   0.994
       6       6    9088   0.171  -0.558   0.624   0.681   0.958
       6       6    9658   0.054  -0.528   0.624   0.681       1
       6       6    1657   0.954  -0.665   0.239   0.687       1
       6       6    6828   0.046  -0.536   1.504   0.779   0.254
       6       5    9903   0.697  -0.784   4.205    0.72       1
       6       5    4267   1.011  -0.754   2.587   0.719    0.95
       6       5    7231   1.724    -0.7   1.683   0.667   0.012
       6       5    6580   0.584  -0.521   0.624   0.681    0.17
       6       5    2837   0.584  -0.521   0.624   0.681   0.313
       6       5    1761   0.584  -0.521   0.624   0.681   0.517
       6       5    1335   0.953  -0.539   0.412   0.654       1
       6       4    8197   0.587   -0.78   7.448    0.72       1
       6       4    8665   0.293  -0.611   4.486   0.849   0.421
       6       4    2726   0.293  -0.611   4.486   0.849   0.574
       6       4    4069   0.523  -0.784   4.205    0.72    0.91
       6       4    7613   0.523  -0.784   4.205    0.72    0.09
       6       4    3888   0.359  -0.572   2.795   0.827   0.119
       6       4    1923   0.688  -0.754   2.587   0.719       1
       6       4    4649   0.429  -0.501   0.624   0.681    0.94
       6       4    4187   0.174  -0.784   4.205    0.72    0.98
       6       4    2163   0.229  -0.754   2.587   0.719   0.426
       6       3    7726    0.58  -0.775   7.448    0.72       1
       6       3    4659   0.519  -0.818   4.205    0.72       1
       6       3    2529   0.907  -0.749   4.205    0.72       1
       6       3    1549   3.772   -0.59   0.889   0.549       1
       7       7   10117   0.601  -0.695   1.683   0.667       1
       7       7   10525   0.393  -0.697   1.683   0.667   0.724
       7       7    9829   0.393  -0.697   1.683   0.667   0.276
       7       7    8692   1.254  -0.624   1.683   0.667   0.957
       7       7    8212   0.624  -0.602   1.683   0.667    0.76
       7       7    7452   0.047  -0.489   0.624   0.681   0.964
       7       7    1200   1.437  -0.664   0.768   0.564       1
       7       6    4530   0.108  -0.754   2.587   0.719    0.65
       7       6    4026   0.108  -0.754   2.587   0.719    0.35
       7       6    4176   0.085  -0.754   2.587   0.719   0.542
       7       6    1494   0.085  -0.754   2.587   0.719   0.391
       7       6    2232   0.059  -0.754   2.587   0.719   0.653
       7       6    4678   0.059  -0.754   2.587   0.719   0.223
       7       6    4041   0.326  -0.754   2.587   0.719   0.926
       7       6    4552   0.326  -0.754   2.587   0.719   0.074
       7       6    4239   0.252  -0.754   2.587   0.719   0.887
       7       6    4435   0.181  -0.754   2.587   0.719    0.79
       7       6    5005   0.633   -0.69   1.683   0.667       1
       7       6    5679     1.2  -0.615   1.683   0.667   0.337
       7       6    1742   3.561  -0.615   1.683   0.667    0.52
       7       6    1345   3.561  -0.615   1.683   0.667   0.137
       7       5    8237   0.587   -0.78   7.448    0.72       1
       7       5    4379   0.697  -0.784   4.205    0.72       1
       7       5    1885   1.011  -0.754   2.587   0.719   0.924
       7       5    4641   1.434  -0.707   1.683   0.667   0.005
       7       5    4110    1.35  -0.734   0.624   0.681   0.058
       7       4    7703   0.438  -0.801   10.35   0.717       1
       7       4    7582   0.363  -0.618   7.778   0.848    0.51
       7       4    4606   0.587   -0.78   7.448    0.72       1
       7       4    4707   0.293  -0.611   4.486   0.849   0.426
       7       4    2646   0.523  -0.784   4.205    0.72    0.73
       7       4    1700   0.523  -0.784   4.205    0.72   0.235
       7       4    1036    0.52  -0.754   2.587   0.719   0.992
       7       4    3481   0.429  -0.501   0.624   0.681   0.817
       7       3    7618    0.55  -0.764   10.35   0.717       1
       7       3    4945   0.566   -0.78   7.448    0.72       1
       7       3    2981   0.519  -0.818   4.205    0.72       1
       7       3    1620   0.907  -0.749   4.205    0.72       1
       8       8    8447   0.226  -0.508   0.624   0.681       1
       8       8    7773   1.983   -0.63   0.971   0.573       1
       8       8    9264   1.191  -0.684   1.683   0.667       1
       8       8    3947   0.264  -0.589   0.442   0.756   0.158
       8       8    1357   2.231   -0.63   0.971   0.573       1
       8       7    4342   0.144  -0.754   2.587   0.719       1
       8       7    4607   0.112  -0.754   2.587   0.719    0.88
       8       7    4489    0.08  -0.754   2.587   0.719   0.074
       8       7    4094   0.289  -0.754   2.587   0.719       1
       8       7    4278   0.225  -0.754   2.587   0.719    0.88
       8       7    4051   0.225  -0.754   2.587   0.719    0.12
       8       7    4294    0.16  -0.754   2.587   0.719    0.85
       8       7    4339    0.16  -0.754   2.587   0.719    0.15
       8       7    4075   0.601  -0.695   1.683   0.667       1
       8       7    4111   0.409  -0.705   1.683   0.667    0.72
       8       7    3867   0.409  -0.705   1.683   0.667    0.28
       8       7    4152   0.226  -0.679   1.683   0.667   0.616
       8       7    4913   0.226  -0.679   1.683   0.667   0.294
       8       7    4651   1.257  -0.624   1.683   0.667       1
       8       7    4341   0.633  -0.609   1.683   0.667       1
       8       7    3736   0.047  -0.506   0.624   0.681       1
       8       6    4435   0.155  -0.784   4.205    0.72       1
       8       6    3265   0.633   -0.69   1.683   0.667       1
       8       6    3762     1.2  -0.615   1.683   0.667   0.383
       8       6    5592    0.05  -0.508   0.624   0.691    0.22
       8       5    7713   0.438  -0.801   10.35   0.717       1
       8       5    7677   0.363  -0.618   7.778   0.848    0.51
       8       5    4632   0.587   -0.78   7.448    0.72       1
       8       5    4344   0.391  -0.611   4.486   0.849    0.45
       8       5    2450   0.697  -0.784   4.205    0.72   0.913
       8       5    1068   0.906   -0.74   2.587   0.719   0.406
       8       5    3409     0.7    -0.7   1.683   0.667   0.003
       8       5    3066    0.43  -0.473   0.624   0.681   0.117
       8       4    7611   0.354  -0.812    14.4   0.712       1
       8       4    7592   0.311  -0.641   11.48   0.846   0.563
       8       4    2993   0.311  -0.641   11.48   0.846    0.43
       8       4    4930   0.438  -0.801   10.35   0.717       1
       8       4    1845   0.363  -0.618   7.778   0.848    0.47
       8       4    2942   0.587   -0.78   7.448    0.72       1
       8       4    1644   0.492  -0.784   4.205    0.72    0.85
       8       4    1708   0.164  -0.784   4.205    0.72    0.68
       8       3    5291   0.545  -0.764   10.35   0.717       1
       8       3    2082   0.331  -0.553   11.48   0.846       1
       8       3    3434   0.566   -0.78   7.448    0.72       1
       8       3    2070   0.519  -0.818   4.205    0.72       1
       8       3    1125   0.907  -0.749   4.205    0.72       1
        6        6   1140.1        0   0.4616        0        0   1.0136      0.1
        6        5   8797.3        0   0.0859        0        0   0.4749      0.1
        6        5   6579.3   0.0619  -0.1724   0.1524  -0.0055   1.6026      0.3
        6        5   5113.4        0   0.3787        0        0    3.608     0.15
        6        5   4961.1        0   0.0273        0        0   0.7948      0.1
        6        5   4619.1  -0.0004   0.9778   0.0002        0   3.5887     0.15
        6        5   4267.2   0.8583  -1.9394   1.1805  -0.0323   5.6506      0.6
        6        5   4142.4        0   0.1297        0        0   2.3123      0.1
        6        5   3165.7    1e-04   0.3373        0        0   5.0189      0.2
        6        5   1335.3   1.5568   3.9044   2.6807  -0.0123   0.5834      0.1
        6        5   1167.5        0   0.2038        0        0   0.7948      0.1
        6        5   1092.5        0   0.7724    1e-04        0   0.7948      0.1
        6        5   1036.8   0.4879   0.1712   1.3281  -0.0308   0.9202      0.1
        6        5    971.1  -0.0003   6.4693   0.0006   -1e-04   7.4627     0.25
        6        5    952.5  -0.0003   3.3894   0.0003        0   5.7634      0.2
        6        5    946.1    1e-04   1.4276    1e-04        0   0.7949      0.1
        6        5    799.8   -1e-04   6.8606   0.0002        0   0.4749      0.1
        6        4  14382.5   0.0291  -0.1855   0.3267  -0.0338   4.6059      0.2
        6        4  13986.1   0.0263  -0.0947   0.1296  -0.0109    3.746      0.3
        6        4  13717.4   0.0859   -0.548   0.9649  -0.0997   4.6058      0.2
        6        4  13579.6   0.1094  -0.2675   0.1883   -0.009   2.0379      0.4
        6        4   9700.4   0.0002    0.006   0.0004        0      0.3      0.1
        6        4   8664.6   0.0886  -0.2722   0.2362  -0.0138   2.0358     0.35
        6        4   8340.8   0.0116   0.1716   0.0132  -0.0005   0.3184      0.1
        6        4   8315.1        0   0.3579    1e-04        0   5.3545      0.2
        6        4   8226.2    1e-04   0.3041        0        0   5.3518      0.2
        6        4   8196.5   0.3807  -1.1942   1.0595  -0.0718   2.3905      0.4
        6        4   8196.5   0.1278   -0.404   0.3619   -0.025   2.4353      0.4
        6        4   8189.1   0.0005   0.5632    1e-04        0   5.3503      0.2
        6        4   7597.8   0.0287  -0.1106   0.1235  -0.0069   1.7323      0.3
        6        4   6740.3   0.0207  -0.0509   0.0782  -0.0023   0.5355      0.1
        6        4   5826.2   0.0018   0.0078   0.0026        0    0.439      0.1
        6        4   5305.3   0.0298  -0.1075   0.1472  -0.0124    3.746      0.3
        6        4   5263.1   0.0008   0.0046   0.0017   -1e-04      0.4      0.1
        6        4   5133.4   0.1048  -0.2563   0.1805  -0.0086   2.0382      0.4
        6        4   4717.9        0   0.2144        0        0   3.6259     0.15
        6        4   4662.4   0.0019   0.0063   0.0042  -0.0002   0.4188      0.1
        6        4   4648.8   0.1151  -0.1057   0.3451  -0.0113   0.4817      0.1
        6        4   4593.2   0.0005   0.6813    1e-04        0   3.6254     0.15
        6        4   4542.7        0   0.0064        0        0   0.2711      0.1
        6        4   4429.2        0   0.4345    1e-04        0   3.5947     0.15
        6        4   4395.3        0   0.0074        0        0   0.3643      0.1
        6        4   4371.1        0   0.3019        0        0   3.6551     0.15
        6        4     4330   0.0005   1.3291        0        0   3.5934     0.15
        6        4   4325.5   0.0013    0.006   0.0021   -1e-04     0.45      0.1
        6        4   4300.8        0    0.261        0        0   3.6685     0.15
        6        4     4187   0.1051   -0.405   0.4552  -0.0261   1.7717      0.3
        6        4   4158.7   0.0116  -0.0223   0.0367  -0.0009   0.4847      0.1
        6        4   4069.4   0.2862  -1.1021   1.2297  -0.0691   1.7324      0.3
        6        4   3927.4   0.0003   0.5449        0        0   3.6034     0.15
        6        4   3887.1   0.0177  -0.0341   0.0559  -0.0013   0.4847      0.1
        6        4   3602.6        0   0.2012        0        0   3.3809     0.15
        6        4   3414.9        0    0.006        0        0   0.2711      0.1
        6        4   3385.2        0   0.0554        0        0   0.3472      0.1
        6        4   2512.2        0   0.5505        0        0   0.3472      0.1
        6        4     2440        0   0.1694        0        0   0.2711      0.1
        6        4   2296.9   0.8743   3.8841   1.4779  -0.0483   0.4521      0.1
        6        4   2296.1        0      0.4        0        0    0.577      0.1
        6        4   2200.4        0   0.5229        0        0   0.4931      0.1
        6        4   2162.9   0.0396  -0.0138   0.1125   0.0029   0.5586      0.1
        6        4   2114.3        0   0.3575        0        0   0.3472      0.1
        6        4   2017.4        0   0.8108        0        0   0.4931      0.1
        6        4   1923.3        0   0.3165        0        0   0.4931      0.1
        6        4   1923.1   0.2666  -0.3774   0.7627    0.031   0.6278      0.1
        6        4     1828   -1e-04   3.8078  -0.0002        0   0.2711      0.1
        6        4   1796.8        0   0.2882        0        0   0.3643      0.1
        6        4   1777.9        0   0.1239        0        0   0.4931      0.1
        6        4   1701.6        0   0.1853        0        0    0.324      0.1
        6        4   1633.6        0    0.213        0        0    0.324      0.1
        6        4   1620.3   0.0243   0.0381   0.0513  -0.0017     0.42      0.1
        6        4   1577.1   0.2336    3.444   0.2656  -0.0109   0.3185      0.1
        6        4   1548.9        0   0.2776        0        0   0.3643      0.1
        6        4   1516.3        0   0.1069        0        0   0.3472      0.1
        6        4   1491.2        0   0.3415        0        0    0.324      0.1
        6        4   1480.4        0   0.1479        0        0    0.577      0.1
        6        4   1478.1        0   0.4007        0        0   0.4931      0.1
        6        4   1381.7   0.0128   0.0598   0.0227  -0.0012   0.4327      0.1
        6        4   1296.3   0.1194  -0.2296    0.377   -0.009   0.4847      0.1
        6        4   1247.4   -1e-04   0.8535   0.5001  -0.0341   0.6671      0.1
        6        4   1175.7   0.3864   3.1446   1.1348  -0.0611    0.413      0.1
        6        4      977   0.8323    5.197   2.5875  -0.0812   0.4437      0.1
        6        4    574.3    0.098   0.1127   0.2229   0.0007    0.499      0.1
        6        4    538.2   0.1342  -0.1435   0.4201  -0.0134   0.4903      0.1
        6        4    511.5   0.0589   0.2539   0.0849  -0.0015    0.439      0.1
        6        4    493.5   0.1009   0.5483   0.2102  -0.0138   0.5706      0.1
        6        4    492.6   0.0728   0.3386   0.1285  -0.0069   0.4327      0.1
        6        4    483.7   0.0718   0.3649   0.1455   -0.009   0.5733      0.1
        6        4      476        0   1.1418        0        0   0.9157      0.1
        6        4    459.6   0.9723   2.2972   1.8844  -0.0286   0.3893      0.1
        6        4    450.7        0   0.2904   0.0481  -0.0036   0.3764      0.1
        6        4    433.3   0.0453   0.1992    0.072   -0.002   0.4534      0.1
        6        4    411.7    1e-04   4.3059        0        0   0.3643      0.1
        6        4    398.4    1e-04   2.6254   0.0002        0    0.324      0.1
        6        4    371.7   0.1225   0.1922   0.2586  -0.0088     0.42      0.1
        7        7  10594.8        0   0.0135        0        0   0.4078      0.1
        7        7   9048.1        0    0.019   0.0024  -0.0003    0.371      0.1
        7        7   8180.4        0   0.0064   0.0003        0     0.35      0.1
        7        7   1000.2        0   0.0395        0        0   0.2727      0.1
        7        7    994.2        0   0.0721        0        0   0.3594      0.1
        7        7    980.7        0   0.4728        0        0   0.5591      0.1
        7        6   5679.6   0.0234  -0.0852   0.0927  -0.0056   2.3686      0.3
        7        6   5495.1        0   0.0781        0        0   1.1623      0.1
        7        6   5004.4   0.0704   -0.199   0.1603  -0.0099   3.3831      0.4
        7        6   4724.1        0   0.0186        0        0   0.7718      0.1
        7        6   1085.1   0.0005   0.8561    2.377  -0.1017   0.8595      0.1
        7        6    916.3   0.0143  -0.2447   1.1821   0.0132   0.8461      0.1
        7        6    646.4   0.0009   2.2631        0        0   1.1627      0.1
        7        5   6938.2        0   0.2206        0        0   0.7295      0.1
        7        5   5334.7        0    0.126        0        0   0.9211      0.1
        7        5   4507.5   0.0005   0.8446        0        0   4.0119     0.15
        7        5   4477.8   0.0004   1.0155    1e-04        0   4.0085     0.15
        7        5   4373.6        0    0.966    1e-04        0   4.0183     0.15
        7        5   4199.6   0.0149   0.0226   0.0304  -0.0002   0.8516      0.1
        7        5   4099.4        0   0.0194    0.028   -0.001   0.8274      0.1
        7        5   4001.8   0.0023   0.0256   0.0027        0     0.85      0.1
        7        5     3429        0    0.142        0        0   2.8512      0.1
        7        5   2197.8        0   0.2454    1e-04        0   0.7958      0.1
        7        5   2188.1   -1e-04   1.7355   -1e-04        0   0.8199      0.1
        7        5   2064.3    1e-04    4.236   0.0014   -1e-04   0.7958      0.1
        7        5   1885.1   0.4468  -0.8007   0.3715   0.0369   3.0634     0.45
        7        5   1857.2        0    0.394        0        0     0.82      0.1
        7        5   1498.3        0   0.9684        0        0   0.7295      0.1
        7        5      991   2.8315  12.9695  16.8995  -0.5167   0.8162      0.1
        7        5    979.9   0.1764  -0.4582   0.6309   0.0215   1.0251      0.1
        7        5    782.9   0.0014   6.8449        0        0   1.7651      0.1
        7        5      764   1.1769    3.675   3.8084   -0.147    0.978      0.1
        7        5    685.7    0.594  -0.4426   4.3937  -0.3217   0.9795      0.1
        7        5    472.3  -0.0545   1.1395   0.1343  -0.0013   0.7456      0.1
        7        5    418.8   0.4465   3.5875   0.5445  -0.0132   0.8626      0.1
        7        5    411.3        0   1.3202   -1e-04        0   0.9211      0.1
        7        5    391.3   0.0022   9.8112    1e-04        0   2.7078      0.1
        7        5    387.4  -0.0002    5.282  -0.0002        0   0.9211      0.1
        7        5    374.4   0.0961  -1.1219   4.6102  -0.4746   0.8564      0.1
