  20190923 # magic number
########################################################################
#
# Ionization potentials of all ions of all natural elements.
#
# Description of the columns:
#
# column 1 : element number (H = 1, He = 2, etc.)
# column 2 : charge before ionization (neutral = 0, etc)
# column 3 : ionization potential in cm^-1
# column 4 : uncertainty in ionization potential in cm^-1; 0, if unknown
# column 5 : literature reference, see bottom of file
# column 6 : spectrum of the ion before ionization
# column 7 : configuration of the ion after ionization
#
########################################################################
 59  39 22890000        30000           # L8672c99             Pr XL      	'Pr XLI (3d 2D<3/2>)'
 59  40 23721000        30000           # L8672c99             Pr XLI     	'Pr XLII (3p6 1S<0>)'
 59  41 26028000        30000           # L8672c99             Pr XLII    	'Pr XLIII (3p5 2P*<3/2>)'
 59  42 26770000        30000           # L8672c99             Pr XLIII   	'Pr XLIV (3p4 3P<2>)'
 59  43 27576000        30000           # L8672c99             Pr XLIV    	'Pr XLV (3p3 2P*<3/2>)'
 59  44 28326000        30000           # L8672c99             Pr XLV     	'Pr XLVI (3p2 3P<0>)'
 59  45 30076000        30000           # L8672c99             Pr XLVI    	'Pr XLVII (3p 2P*<1/2>)'
 59  46 30907000        30000           # L8672c99             Pr XLVII   	'Pr XLVIII (3s2 1S<0>)'
 59  47 32504000        30000           # L8672c99             Pr XLVIII  	'Pr XLIX (3s 2S<1/2>)'
 59  48 33311000        30000           # L8672c99             Pr XLIX    	'Pr L (2p6 1S<0>)'
 59  49 75639000        30000           # L8672c99             Pr L       	'Pr LI (2p5 2P*<3/2>)'
 59  50 77687000        30000           # L8672c99             Pr LI      	'Pr LII (2p4 3P<2>)'
 59  51 79954000        30000           # L8672c99             Pr LII     	'Pr LIII (2p2<1/2>.2p<3/2> (0,3/2)*<3/2>)'
 59  52 82067000        30000           # L8672c99             Pr LIII    	'Pr LIV (2p2 3P<0>)'
 59  53 88390000        40000           # L8672c99             Pr LIV     	'Pr LV (2p 2P*<1/2>)'
 59  54 90834000        40000           # L8672c99             Pr LV      	'Pr LVI (2s2 1S<0>)'
 59  55 93891000        40000           # L8672c99             Pr LVI     	'Pr LVII (2s 2S<1/2>)'
 59  56 95946800        500             # L16264c99            Pr LVII    	'Pr LVIII (1s2 1S<0>)'
 59  57 391757280       220             # L12128               Pr LVIII   	'Pr LIX (1s 2S<1/2>)'
 59  58 401037000       600             # L7188                Pr LIX     	''
 60   0 44562           5               # L4277                Nd I       	'Nd II (4f4.5s2.5p6.6s 6I*<7/2>)'
 60   1 86970           160             # L19870c180           Nd II      	'Nd III (4f4.5s2.5p6 5I<4>)'
 60   2 178200          300             # L19883c180           Nd III     	'Nd IV (4f3.5s2.5p6 4I*<9/2>)'
 60   3 327500          320             # L19883c180           Nd IV      	'Nd V (4f2.5s2.5p6 3H<4>)'
 60   4 483900          2200            # L4095                Nd V       	'Nd VI (4f2.5s2.5p5*)'
 60   5 676000          34000           # L582                 Nd VI      	'Nd VII (4f2.5s2.5p4)'
 60   6 799000          40000           # L582                 Nd VII     	'Nd VIII (4f2.5s2.5p3*)'
 60   7 923000          46000           # L582                 Nd VIII    	'Nd IX (4f2.5s2.5p2)'
 60   8 1093000         55000           # L582                 Nd IX      	'Nd X (4f2.5s2.5p*)'
 60   9 1224000         61000           # L582                 Nd X       	'Nd XI (5s2.4f2)'
 60  10 1359000         68000           # L582                 Nd XI      	'Nd XII (5s2.4f 2F*<5/2>)'
 60  11 1570000         80000           # L582                 Nd XII     	'Nd XIII (5s2 1S<0>)'
 60  12 1782000         21000           # L8672c99             Nd XIII    	'Nd XIV (5s 2S<1/2>)'
 60  13 1959900         1600            # L5532                Nd XIV     	'Nd XV (4d10 1S<0>)'
 60  14 3137000         22000           # L8672c99             Nd XV      	'Nd XVI (4d9 2D<5/2>)'
 60  15 3388000         23000           # L8672c99             Nd XVI     	'Nd XVII (4d8 3F<4>)'
 60  16 3654000         23000           # L8672c99             Nd XVII    	'Nd XVIII (4d7 4F<9/2>)'
 60  17 3944000         24000           # L8672c99             Nd XVIII   	'Nd XIX (4d6 5D<4>)'
 60  18 4210000         25000           # L8672c99             Nd XIX     	'Nd XX (4d5 6S<5/2>)'
 60  19 4533000         30000           # L8672c99             Nd XX      	'Nd XXI (4d4 5D<0>)'
 60  20 4855000         30000           # L8672c99             Nd XXI     	'Nd XXII (4d3 4F<3/2>)'
 60  21 5146000         30000           # L8672c99             Nd XXII    	'Nd XXIII (4d2 3F<2>)'
 60  22 5468000         30000           # L8672c99             Nd XXIII   	'Nd XXIV (4d 2D<3/2>)'
 60  23 5759000         30000           # L8672c99             Nd XXIV    	'Nd XXV (4p6 1S<0>)'
 60  24 6928000         30000           # L8672c99             Nd XXV     	'Nd XXVI (4p5 2P*<3/2>)'
 60  25 7227000         30000           # L8672c99             Nd XXVI    	'Nd XXVII (4p4 3P<2>)'
 60  26 7574000         30000           # L8672c99             Nd XXVII   	'Nd XXVIII (4p3 4S*<3/2>)'
 60  27 7888000         30000           # L8672c99             Nd XXVIII  	'Nd XXIX (4p2 3P<0>)'
 60  28 8461000         30000           # L8672c99             Nd XXIX    	'Nd XXX (4p 2P*<1/2>)'
 60  29 8808000         30000           # L8672c99             Nd XXX     	'Nd XXXI (4s2 1S<0>)'
 60  30 9606000         30000           # L8672c99             Nd XXXI    	'Nd XXXII (4s 2S<1/2>)'
 60  31 9988500         1400            # L5473                Nd XXXII   	'Nd XXXIII (3d10 1S<0>)'
 60  32 17212000        30000           # L8672c99             Nd XXXIII  	'Nd XXXIV (3d9 2D<5/2>)'
 60  33 17938000        40000           # L8672c99             Nd XXXIV   	'Nd XXXV (3d8 3F<4>)'
 60  34 18720000        40000           # L8672c99             Nd XXXV    	'Nd XXXVI (3d7 4F<9/2>)'
 60  35 19559000        40000           # L8672c99             Nd XXXVI   	'Nd XXXVII (3d6 <4>)'
 60  36 20366000        40000           # L8672c99             Nd XXXVII  	'Nd XXXVIII (3d5 <5/2>)'
 60  37 21188000        30000           # L8672c99             Nd XXXVIII 	'Nd XXXIX (3d4 5D<0>)'
 60  38 22245000        30000           # L8672c99             Nd XXXIX   	'Nd XL (3d3 4F<3/2>)'
 60  39 23076000        30000           # L8672c99             Nd XL      	'Nd XLI (3d2 3F<2>)'
 60  40 23987000        30000           # L8672c99             Nd XLI     	'Nd XLII (3d 2D<3/2>)'
 60  41 24826000        30000           # L8672c99             Nd XLII    	'Nd XLIII (3p6 1S<0>)'
 60  42 27189000        30000           # L8672c99             Nd XLIII   	'Nd XLIV (3p5 2P*<3/2>)'
 60  43 27947000        30000           # L8672c99             Nd XLIV    	'Nd XLV (3p4 3P<2>)'
 60  44 28770000        30000           # L8672c99             Nd XLV     	'Nd XLVI (3p3 2P*<3/2>)'
 60  45 29536000        30000           # L8672c99             Nd XLVI    	'Nd XLVII (3p2 3P<0>)'
 60  46 31383000        30000           # L8672c99             Nd XLVII   	'Nd XLVIII (3p 2P*<1/2>)'
 60  47 32238000        30000           # L8672c99             Nd XLVIII  	'Nd XLIX (3s2 1S<0>)'
 60  48 33859000        30000           # L8672c99             Nd XLIX    	'Nd L (3s 2S<1/2>)'
 60  49 34698000        30000           # L8672c99             Nd L       	'Nd LI (2p6 1S<0>)'
 60  50 78575000        30000           # L8672c99             Nd LI      	'Nd LII (2p5 2P*<3/2>)'
 60  51 80672000        30000           # L8672c99             Nd LII     	'Nd LIII (2p4 3P<2>)'
 60  52 82978000        30000           # L8672c99             Nd LIII    	'Nd LIV (2p2<1/2>.2p<3/2> (0,3/2)*<3/2>)'
 60  53 85132000        40000           # L8672c99             Nd LIV     	'Nd LV (2p2 3P<0>)'
 60  54 91818000        40000           # L8672c99             Nd LV      	'Nd LVI (2p 2P*<1/2>)'
 60  55 94318000        40000           # L8672c99             Nd LVI     	'Nd LVII (2s2 1S<0>)'
 60  56 97448000        40000           # L8672c99             Nd LVII    	'Nd LVIII (2s 2S<1/2>)'
 60  57 99542200        600             # L16264c99            Nd LVIII   	'Nd LIX (1s2 1S<0>)'
 60  58 406016170       230             # L12128               Nd LIX     	'Nd LX (1s 2S<1/2>)'
 60  59 415501200       600             # L7188                Nd LX      	''
 61   0 44985           140             # L19006               Pm I       	'Pm II (4f5.5s2.5p6.6s 7H*<2>)'
 61   1 88220           160             # L19870c180           Pm II      	'Pm III (4f5.5s2.5p6 6H*<5/2>)'
 61   2 181000          650             # L19883c180           Pm III     	'Pm IV (4f4.5s2.5p6 5I<4>)'
 61   3 332060          700             # L19883c180           Pm IV      	'Pm V (4f3.5s2.5p6 4I*<9/2>)'
 61   4 497600          2700            # L4095                Pm V       	'Pm VI (4f3.5s2.5p5)'
 61   5 688000          34000           # L582                 Pm VI      	'Pm VII (4f3.5s2.5p4*)'
 61   6 814000          41000           # L582                 Pm VII     	'Pm VIII (4f3.5s2.5p3)'
 61   7 939000          47000           # L582                 Pm VIII    	'Pm IX (4f3.5s2.5p2*)'
 61   8 1116000         56000           # L582                 Pm IX      	'Pm X (4f3.5s2.5p)'
 61   9 1250000         63000           # L582                 Pm X       	'Pm XI (4f3.5s2*)'
 61  10 1403000         70000           # L582                 Pm XI      	'Pm XII (5s2.4f2)'
 61  11 1628000         81000           # L582                 Pm XII     	'Pm XIII (5s2.4f 2F*<5/2>)'
 61  12 1850000         90000           # L582                 Pm XIII    	'Pm XIV (5s2 1S<0>)'
 61  13 2000000         21000           # L8672c99             Pm XIV     	'Pm XV (5s 2S<1/2>)'
 61  14 2170000         22000           # L8672c99             Pm XV      	'Pm XVI (4d10 1S<0>)'
 61  15 3468000         23000           # L8672c99             Pm XVI     	'Pm XVII (4d9 2D<5/2>)'
 61  16 3726000         23000           # L8672c99             Pm XVII    	'Pm XVIII (4d8 3F<4>)'
 61  17 4009000         24000           # L8672c99             Pm XVIII   	'Pm XIX (4d7 4F<9/2>)'
 61  18 4307000         25000           # L8672c99             Pm XIX     	'Pm XX (4d6 5D<4>)'
 61  19 4589000         30000           # L8672c99             Pm XX      	'Pm XXI (4d5 6S<5/2>)'
 61  20 4912000         30000           # L8672c99             Pm XXI     	'Pm XXII (4d4 5D<0>)'
 61  21 5251000         30000           # L8672c99             Pm XXII    	'Pm XXIII (4d3 4F<3/2>)'
 61  22 5557000         30000           # L8672c99             Pm XXIII   	'Pm XXIV (4d2 3F<2>)'
 61  23 5888000         30000           # L8672c99             Pm XXIV    	'Pm XXV (4d 2D<3/2>)'
 61  24 6186000         30000           # L8672c99             Pm XXV     	'Pm XXVI (4p6 1S<0>)'
 61  25 7388000         30000           # L8672c99             Pm XXVI    	'Pm XXVII (4p5 2P*<3/2>)'
 61  26 7711000         30000           # L8672c99             Pm XXVII   	'Pm XXVIII (4p4 3P<2>)'
 61  27 8049000         30000           # L8672c99             Pm XXVIII  	'Pm XXIX (4p3 4S*<3/2>)'
 61  28 8388000         30000           # L8672c99             Pm XXIX    	'Pm XXX (4p2 3P<0>)'
 61  29 8977000         30000           # L8672c99             Pm XXX     	'Pm XXXI (4p 2P*<1/2>)'
 61  30 9340000         30000           # L8672c99             Pm XXXI    	'Pm XXXII (4s2 1S<0>)'
 61  31 10171000        30000           # L8672c99             Pm XXXII   	'Pm XXXIII (4s 2S<1/2>)'
 61  32 10555400        5000            # L10278               Pm XXXIII  	'Pm XXXIV (3d10 1S<0>)'
 61  33 18156000        40000           # L8672c99             Pm XXXIV   	'Pm XXXV (3d9 2D<5/2>)'
 61  34 18906000        40000           # L8672c99             Pm XXXV    	'Pm XXXVI (3d8 3F<4>)'
 61  35 19704000        40000           # L8672c99             Pm XXXVI   	'Pm XXXVII (3d7 4F<9/2>)'
 61  36 20559000        40000           # L8672c99             Pm XXXVII  	'Pm XXXVIII (3d6 <4>)'
 61  37 21390000        30000           # L8672c99             Pm XXXVIII 	'Pm XXXIX (3d5 <5/2>)'
 61  38 22221000        30000           # L8672c99             Pm XXXIX   	'Pm XL (3d4 5D<0>)'
 61  39 23326000        30000           # L8672c99             Pm XL      	'Pm XLI (3d3 4F<3/2>)'
 61  40 24172000        30000           # L8672c99             Pm XLI     	'Pm XLII (3d2 3F<2>)'
 61  41 25100000        30000           # L8672c99             Pm XLII    	'Pm XLIII (3d 2D<3/2>)'
 61  42 25963000        30000           # L8672c99             Pm XLIII   	'Pm XLIV (3p6 1S<0>)'
 61  43 28383000        30000           # L8672c99             Pm XLIV    	'Pm XLV (3p5 2P*<3/2>)'
 61  44 29141000        30000           # L8672c99             Pm XLV     	'Pm XLVI (3p4 3P<2>)'
 61  45 29988000        30000           # L8672c99             Pm XLVI    	'Pm XLVII (3p3 2P*<3/2>)'
 61  46 30778000        30000           # L8672c99             Pm XLVII   	'Pm XLVIII (3p2 3P<0>)'
 61  47 32714000        30000           # L8672c99             Pm XLVIII  	'Pm XLIX (3p 2P*<1/2>)'
 61  48 33601000        30000           # L8672c99             Pm XLIX    	'Pm L (3s2 1S<0>)'
 61  49 35254000        30000           # L8672c99             Pm L       	'Pm LI (3s 2S<1/2>)'
 61  50 36101000        30000           # L8672c99             Pm LI      	'Pm LII (2p6 1S<0>)'
 61  51 81583000        30000           # L8672c99             Pm LII     	'Pm LIII (2p5 2P*<3/2>)'
 61  52 83704000        30000           # L8672c99             Pm LIII    	'Pm LIV (2p4 3P<2>)'
 61  53 86067000        40000           # L8672c99             Pm LIV     	'Pm LV (2p2<1/2>.2p<3/2> (0,3/2)*<3/2>)'
 61  54 88253000        40000           # L8672c99             Pm LV      	'Pm LVI (2p2 3P<0>)'
 61  55 95327000        40000           # L8672c99             Pm LVI     	'Pm LVII (2p 2P*<1/2>)'
 61  56 97883000        40000           # L8672c99             Pm LVII    	'Pm LVIII (2s2 1S<0>)'
 61  57 101077000       50000           # L8672c99             Pm LVIII   	'Pm LIX (2s 2S<1/2>)'
 61  58 103216900       600             # L16264c99            Pm LIX     	'Pm LX (1s2 1S<0>)'
 61  59 420572100       1000            # L12128               Pm LX      	'Pm LXI (1s 2S<1/2>)'
 61  60 430265300       1200            # L7188                Pm LXI     	''
 62   0 45519.6         1.4             # L9734                Sm I       	'Sm II (4f6.5s2.5p6.6s 8F<1/2>)'
 62   1 89350           160             # L19870c180           Sm II      	'Sm III (4f6.5s2.5p6 7F<0>)'
 62   2 189940          650             # L19883c180           Sm III     	'Sm IV (4f5.5s2.5p6 6H*<5/2>)'
 62   3 335850          900             # L19883c180           Sm IV      	'Sm V (4f4.5s2.5p6 5I<4>)'
 62   4 505400          3200            # L4095                Sm V       	'Sm VI (4f3.5s2.5p6 4I*<9/2>)'
 62   5 700000          30000           # L582                 Sm VI      	'Sm VII (4f4.5s2.5p4)'
 62   6 830000          41000           # L582                 Sm VII     	'Sm VIII (4f4.5s2.5p3*)'
 62   7 955000          48000           # L582                 Sm VIII    	'Sm IX (4f4.5s2.5p2)'
 62   8 1140000         57000           # L582                 Sm IX      	'Sm X (4f4.5s2.5p*)'
 62   9 1276000         64000           # L582                 Sm X       	'Sm XI (4f4.5s2)'
 62  10 1445000         72000           # L582                 Sm XI      	'Sm XII (4f3.5s2*)'
 62  11 1678000         84000           # L582                 Sm XII     	'Sm XIII (5s2.4f2)'
 62  12 1910000         100000          # L582                 Sm XIII    	'Sm XIV (5s2.4f 2F*<5/2>)'
 62  13 2070000         100000          # L582                 Sm XIV     	'Sm XV (4f.5s*)'
 62  14 2230000         110000          # L582                 Sm XV      	'Sm XVI (4f 2F*<5/2>)'
 62  15 2472000         4000            # L5532                Sm XVI     	'Sm XVII (4d10 1S<0>)'
 62  16 3823000         23000           # L8672c99             Sm XVII    	'Sm XVIII (4d9 2D<5/2>)'
 62  17 4081000         24000           # L8672c99             Sm XVIII   	'Sm XIX (4d8 3F<4>)'
 62  18 4380000         25000           # L8672c99             Sm XIX     	'Sm XX (4d7 4F<9/2>)'
 62  19 4686000         30000           # L8672c99             Sm XX      	'Sm XXI (4d6 5D<4>)'
 62  20 4976000         30000           # L8672c99             Sm XXI     	'Sm XXII (4d5 6S<5/2>)'
 62  21 5307000         30000           # L8672c99             Sm XXII    	'Sm XXIII (4d4 5D<0>)'
 62  22 5662000         30000           # L8672c99             Sm XXIII   	'Sm XXIV (4d3 4F<3/2>)'
 62  23 5985000         30000           # L8672c99             Sm XXIV    	'Sm XXV (4d2 3F<2>)'
 62  24 6307000         30000           # L8672c99             Sm XXV     	'Sm XXVI (4d 2D<3/2>)'
 62  25 6630000         30000           # L8672c99             Sm XXVI    	'Sm XXVII (4p6 1S<0>)'
 62  26 7872000         30000           # L8672c99             Sm XXVII   	'Sm XXVIII (4p5 2P*<3/2>)'
 62  27 8195000         30000           # L8672c99             Sm XXVIII  	'Sm XXIX (4p4 3P<2>)'
 62  28 8549000         30000           # L8672c99             Sm XXIX    	'Sm XXX (4p3 4S*<3/2>)'
 62  29 8896000         30000           # L8672c99             Sm XXX     	'Sm XXXI (4p2 3P<0>)'
 62  30 9517000         30000           # L8672c99             Sm XXXI    	'Sm XXXII (4p 2P*<1/2>)'
 62  31 9888000         30000           # L8672c99             Sm XXXII   	'Sm XXXIII (4s2 1S<0>)'
 62  32 10743000        30000           # L8672c99             Sm XXXIII  	'Sm XXXIV (4s 2S<1/2>)'
 62  33 11143000        1700            # L10191               Sm XXXIV   	'Sm XXXV (3d10 1S<0>)'
 62  34 19123000        40000           # L8672c99             Sm XXXV    	'Sm XXXVI (3d9 2D<5/2>)'
 62  35 19890000        40000           # L8672c99             Sm XXXVI   	'Sm XXXVII (3d8 3F<4>)'
 62  36 20720000        40000           # L8672c99             Sm XXXVII  	'Sm XXXVIII (3d7 4F<9/2>)'
 62  37 21583000        30000           # L8672c99             Sm XXXVIII 	'Sm XXXIX (3d6 <4>)'
 62  38 22438000        30000           # L8672c99             Sm XXXIX   	'Sm XL (3d5 <5/2>)'
 62  39 23285000        30000           # L8672c99             Sm XL      	'Sm XLI (3d4 5D<0>)'
 62  40 24422000        30000           # L8672c99             Sm XLI     	'Sm XLII (3d3 4F<3/2>)'
 62  41 25302000        30000           # L8672c99             Sm XLII    	'Sm XLIII (3d2 3F<2>)'
 62  42 26237000        30000           # L8672c99             Sm XLIII   	'Sm XLIV (3d 2D<3/2>)'
 62  43 27124000        30000           # L8672c99             Sm XLIV    	'Sm XLV (3p6 1S<0>)'
 62  44 29592000        30000           # L8672c99             Sm XLV     	'Sm XLVI (3p5 2P*<3/2>)'
 62  45 30375000        30000           # L8672c99             Sm XLVI    	'Sm XLVII (3p4 3P<2>)'
 62  46 31238000        30000           # L8672c99             Sm XLVII   	'Sm XLVIII (3p3 2P*<3/2>)'
 62  47 32028000        30000           # L8672c99             Sm XLVIII  	'Sm XLIX (3p2 3P<0>)'
 62  48 34093000        30000           # L8672c99             Sm XLIX    	'Sm L (3p 2P*<1/2>)'
 62  49 34980000        30000           # L8672c99             Sm L       	'Sm LI (3s2 1S<0>)'
 62  50 36682000        30000           # L8672c99             Sm LI      	'Sm LII (3s 2S<1/2>)'
 62  51 37545000        30000           # L8672c99             Sm LII     	'Sm LIII (2p6 1S<0>)'
 62  52 84640000        30000           # L8672c99             Sm LIII    	'Sm LIV (2p5 2P*<3/2>)'
 62  53 86801000        40000           # L8672c99             Sm LIV     	'Sm LV (2p4 3P<2>)'
 62  54 89205000        40000           # L8672c99             Sm LV      	'Sm LVI (2p2<1/2>.2p<3/2> (0,3/2)*<3/2>)'
 62  55 91439000        40000           # L8672c99             Sm LVI     	'Sm LVII (2p2 3P<0>)'
 62  56 98916000        40000           # L8672c99             Sm LVII    	'Sm LVIII (2p 2P*<1/2>)'
 62  57 101529000       50000           # L8672c99             Sm LVIII   	'Sm LIX (2s2 1S<0>)'
 62  58 104788000       50000           # L8672c99             Sm LIX     	'Sm LX (2s 2S<1/2>)'
 62  59 106972100       700             # L16264c99            Sm LX      	'Sm LXI (1s2 1S<0>)'
 62  60 435427400       300             # L12128               Sm LXI     	'Sm LXII (1s 2S<1/2>)'
 62  61 445332800       1600            # L7188                Sm LXII    	''
 63   0 45734.74        0.04            # L13382               Eu I       	'Eu II (4f7.5p6.6s 9S*<4>)'
 63   1 90660           50              # L19870               Eu II      	'Eu III (4f7.5s2.5p6 8S*<7/2>)'
 63   2 200350          240             # L19883c180           Eu III     	'Eu IV (4f6.5s2.5p6 7F<0>)'
 63   3 346300          900             # L19883c180           Eu IV      	'Eu V (4f5.5s2.5p6 6H*<5/2>)'
 63   4 510000          3600            # L4095                Eu V       	'Eu VI (4f5.5s2.5p5)'
 63   5 714000          36000           # L582                 Eu VI      	'Eu VII (4f5.5s2.5p4*)'
 63   6 844000          40000           # L582                 Eu VII     	'Eu VIII (4f5.5s2.5p3)'
 63   7 970000          49000           # L582                 Eu VIII    	'Eu IX (4f5.5s2.5p2*)'
 63   8 1162000         58000           # L582                 Eu IX      	'Eu X (4f5.5s2.5p)'
 63   9 1302000         65000           # L582                 Eu X       	'Eu XI (4f5.5s2*)'
 63  10 1474000         74000           # L582                 Eu XI      	'Eu XII (4f4.5s2)'
 63  11 1716000         86000           # L582                 Eu XII     	'Eu XIII (4f3.5s2*)'
 63  12 1960000         100000          # L582                 Eu XIII    	'Eu XIV (5s2.4f2)'
 63  13 2120000         110000          # L582                 Eu XIV     	'Eu XV (4f2.5s)'
 63  14 2270000         110000          # L582                 Eu XV      	'Eu XVI (4f2 3H<4>)'
 63  15 2510000         130000          # L582                 Eu XVI     	'Eu XVII (4f 2F*<5/2>)'
 63  16 2778000         4000            # L5532                Eu XVII    	'Eu XVIII (4d10 1S<0>)'
 63  17 4178000         24000           # L8672c99             Eu XVIII   	'Eu XIX (4d9 2D<5/2>)'
 63  18 4460000         25000           # L8672c99             Eu XIX     	'Eu XX (4d8 3F<4>)'
 63  19 4759000         30000           # L8672c99             Eu XX      	'Eu XXI (4d7 4F<9/2>)'
 63  20 5081000         30000           # L8672c99             Eu XXI     	'Eu XXII (4d6 5D<4>)'
 63  21 5380000         30000           # L8672c99             Eu XXII    	'Eu XXIII (4d5 6S<5/2>)'
 63  22 5718000         30000           # L8672c99             Eu XXIII   	'Eu XXIV (4d4 5D<0>)'
 63  23 6089000         30000           # L8672c99             Eu XXIV    	'Eu XXV (4d3 4F<3/2>)'
 63  24 6412000         30000           # L8672c99             Eu XXV     	'Eu XXVI (4d2 3F<2>)'
 63  25 6759000         30000           # L8672c99             Eu XXVI    	'Eu XXVII (4d 2D<3/2>)'
 63  26 7090000         30000           # L8672c99             Eu XXVII   	'Eu XXVIII (4p6 1S<0>)'
 63  27 8364000         30000           # L8672c99             Eu XXVIII  	'Eu XXIX (4p5 2P*<3/2>)'
 63  28 8695000         30000           # L8672c99             Eu XXIX    	'Eu XXX (4p4 3P<2>)'
 63  29 9066000         30000           # L8672c99             Eu XXX     	'Eu XXXI (4p3 4S*<3/2>)'
 63  30 9412000         30000           # L8672c99             Eu XXXI    	'Eu XXXII (4p2 3P<0>)'
 63  31 10074000        30000           # L8672c99             Eu XXXII   	'Eu XXXIII (4p 2P*<1/2>)'
 63  32 10453000        30000           # L8672c99             Eu XXXIII  	'Eu XXXIV (4s2 1S<0>)'
 63  33 11340000        40000           # L8672c99             Eu XXXIV   	'Eu XXXV (4s 2S<1/2>)'
 63  34 11743900        2000            # L10191               Eu XXXV    	'Eu XXXVI (3d10 1S<0>)'
 63  35 20124000        40000           # L8672c99             Eu XXXVI   	'Eu XXXVII (3d9 2D<5/2>)'
 63  36 20898000        40000           # L8672c99             Eu XXXVII  	'Eu XXXVIII (3d8 3F<4>)'
 63  37 21753000        30000           # L8672c99             Eu XXXVIII 	'Eu XXXIX (3d7 4F<9/2>)'
 63  38 22640000        30000           # L8672c99             Eu XXXIX   	'Eu XL (3d6 <4>)'
 63  39 23503000        30000           # L8672c99             Eu XL      	'Eu XLI (3d5 <5/2>)'
 63  40 24374000        30000           # L8672c99             Eu XLI     	'Eu XLII (3d4 5D<0>)'
 63  41 25552000        30000           # L8672c99             Eu XLII    	'Eu XLIII (3d3 4F<3/2>)'
 63  42 26447000        30000           # L8672c99             Eu XLIII   	'Eu XLIV (3d2 3F<2>)'
 63  43 27407000        30000           # L8672c99             Eu XLIV    	'Eu XLV (3d 2D<3/2>)'
 63  44 28310000        30000           # L8672c99             Eu XLV     	'Eu XLVI (3p6 1S<0>)'
 63  45 30835000        30000           # L8672c99             Eu XLVI    	'Eu XLVII (3p5 2P*<3/2>)'
 63  46 31625000        30000           # L8672c99             Eu XLVII   	'Eu XLVIII (3p4 3P<2>)'
 63  47 32512000        30000           # L8672c99             Eu XLVIII  	'Eu XLIX (3p3 2P*<3/2>)'
 63  48 33319000        30000           # L8672c99             Eu XLIX    	'Eu L (3p2 3P<0>)'
 63  49 35488000        30000           # L8672c99             Eu L       	'Eu LI (3p 2P*<1/2>)'
 63  50 36400000        30000           # L8672c99             Eu LI      	'Eu LII (3s2 1S<0>)'
 63  51 38142000        30000           # L8672c99             Eu LII     	'Eu LIII (3s 2S<1/2>)'
 63  52 39021000        30000           # L8672c99             Eu LIII    	'Eu LIV (2p6 1S<0>)'
 63  53 87753000        40000           # L8672c99             Eu LIV     	'Eu LV (2p5 2P*<3/2>)'
 63  54 89955000        40000           # L8672c99             Eu LV      	'Eu LVI (2p4 3P<2>)'
 63  55 92407000        40000           # L8672c99             Eu LVI     	'Eu LVII (2p2<1/2>.2p<3/2> (0,3/2)*<3/2>)'
 63  56 94681000        40000           # L8672c99             Eu LVII    	'Eu LVIII (2p2 3P<0>)'
 63  57 102578000       50000           # L8672c99             Eu LVIII   	'Eu LIX (2p 2P*<1/2>)'
 63  58 105255000       50000           # L8672c99             Eu LIX     	'Eu LX (2s2 1S<0>)'
 63  59 108578000       60000           # L8672c99             Eu LX      	'Eu LXI (2s 2S<1/2>)'
 63  60 110809100       700             # L16264c99            Eu LXI     	'Eu LXII (1s2 1S<0>)'
 63  61 450589000       300             # L12128               Eu LXII    	'Eu LXIII (1s 2S<1/2>)'
 63  62 460709000       1500            # L7188                Eu LXIII   	''
 64   0 49601.45        0.35            # L11798               Gd I       	'Gd II (4f7.5d.6s 10D*<5/2>)'
 64   1 97400           160             # L19870c180           Gd II      	'Gd III (4f7.5p6.5d 9D*<2>)'
 64   2 165670          240             # L19883c180           Gd III     	'Gd IV (4f7.5s2.5p6 8S*<7/2>)'
 64   3 358400          650             # L19883c180           Gd IV      	'Gd V (4f6.5s2.5p6 7F<0>)'
 64   4 522300          3200            # L4095                Gd V       	'Gd VI (4f6.5s2.5p5*)'
 64   5 717000          36000           # L582                 Gd VI      	'Gd VII (4f6.5s2.5p4)'
 64   6 853000          43000           # L582                 Gd VII     	'Gd VIII (4f6.5s2.5p3*)'
 64   7 990000          50000           # L582                 Gd VIII    	'Gd IX (4f6.5s2.5p2)'
 64   8 1160000         58000           # L582                 Gd IX      	'Gd X (4f5.5s2.5p2*)'
 64   9 1330000         67000           # L582                 Gd X       	'Gd XI (4f5.5s2.5p)'
 64  10 1475000         74000           # L582                 Gd XI      	'Gd XII (4f5.5s2*)'
 64  11 1716000         86000           # L582                 Gd XII     	'Gd XIII (4f4.5s2)'
 64  12 1981000         99000           # L582                 Gd XIII    	'Gd XIV (4f5 6H*<5/2>)'
 64  13 2160000         110000          # L582                 Gd XIV     	'Gd XV (5s2.4f2)'
 64  14 2320000         120000          # L582                 Gd XV      	'Gd XVI (4f3 4I*<9/2>)'
 64  15 2570000         130000          # L582                 Gd XVI     	'Gd XVII (4f2 3H<4>)'
 64  16 2840000         140000          # L582                 Gd XVII    	'Gd XVIII (4f 2F*<5/2>)'
 64  17 3100000         20000           # L582c99              Gd XVIII   	'Gd XIX (4d10 1S<0>)'
 64  18 4557000         25000           # L8672c99             Gd XIX     	'Gd XX (4d9 2D<5/2>)'
 64  19 4847000         30000           # L8672c99             Gd XX      	'Gd XXI (4d8 3F<4>)'
 64  20 5154000         30000           # L8672c99             Gd XXI     	'Gd XXII (4d7 4F<9/2>)'
