#
# RATE05 - February 17 2006 - non-dipole - www.udfa.net
#
# REFERENCE: 
# Woodall, Ag\'undez, Markwick-Kemper, Millar, 2006, A\&A submitted.
#
# We strongly recommend you read the paper before attempting implementation of this data.
#
# *** NOTE: Exercise caution with use of the rate coefficients of the following reactions ***
# *** You need to do something about them, otherwise at 10 K you will get garbage results ***
# 93,172,267,283,289,311,314,353,355,379,421,433,445,448,450,459,468,490,492,493,495,503,
# 504,522,535,542,660,2938,2940,3527-8,3530-1,3546,3547,3549,3550,3552,3553,3575-3580,4001,4002,
# 4007,4008,4105,4109,4133,4551,4578,4586,4588,4589,4590,4594,4597,4598
#
# FORMAT:
# ix,reactant1,reactant2,reactant3,product1,product2,product3,product4,alpha,beta,gamma,clem,tmin,tmax,accuracy,source
#
3866,C5H2+,e-,,C5H,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3867,C5H2+,e-,,C5,H2,,,1.50E-07,-0.50,0.0,L,10,300,C,
3868,HC4N+,e-,,C3N,CH,,,3.00E-07,-0.50,0.0,L,10,300,B,AB93
3869,C5H3+,e-,,C5H,H2,,,4.50E-07,-0.50,0.0,M,10,300,B,AB93
3870,C5H3+,e-,,C5H2,H,,,4.50E-07,-0.50,0.0,M,10,300,B,AB93
3871,SO2+,e-,,SO,O,,,2.81E-07,-0.52,0.0,M,10,300,A,GB04
3872,SO2+,e-,,S,O,O,,1.79E-07,-0.52,0.0,M,10,300,A,GB04
3873,H2C4N+,e-,,HC3N,CH,,,3.00E-07,-0.50,0.0,L,10,300,C,
3874,CH3C4H+,e-,,C5H,H2,H,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3875,CH3C4H+,e-,,C5H2,H2,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3876,SiC3+,e-,,SiC,C2,,,1.50E-07,-0.50,0.0,L,10,300,C,
3877,SiC3+,e-,,SiC2,C,,,1.50E-07,-0.50,0.0,L,10,300,C,
3878,S2+,e-,,S,S,,,2.00E-07,-0.50,0.0,L,10,300,C,
3879,HSO2+,e-,,SO,O,H,,1.00E-07,-0.50,0.0,L,10,300,C,
3880,HSO2+,e-,,SO,OH,,,1.00E-07,-0.50,0.0,L,10,300,C,
3881,HSO2+,e-,,SO2,H,,,2.00E-07,-0.50,0.0,L,10,300,C,
3882,CH3C3N+,e-,,HC3N,CH2,,,3.00E-07,-0.50,0.0,L,10,300,C,
3883,C5H5+,e-,,C5H2,H2,H,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3884,C5H5+,e-,,CH3C4H,H,,,3.00E-07,-0.50,0.0,L,10,300,C,
3885,SiC3H+,e-,,C3H,Si,,,1.50E-07,-0.50,0.0,L,10,300,C,
3886,SiC3H+,e-,,SiC3,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3887,HS2+,e-,,HS,S,,,1.50E-07,-0.50,0.0,L,10,300,C,
3888,HS2+,e-,,S2,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3889,CH3C3NH+,e-,,HC3N,CH3,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3890,CH3C3NH+,e-,,CH3C3N,H,,,3.00E-07,-0.50,0.0,L,10,300,C,
3891,SiC3H2+,e-,,SiC3,H2,,,1.50E-07,-0.50,0.0,L,10,300,C,
3892,SiC3H2+,e-,,SiC3H,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3893,H2S2+,e-,,HS,HS,,,1.50E-07,-0.50,0.0,L,10,300,C,
3894,H2S2+,e-,,HS2,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3895,NCCNCH3+,e-,,NCCN,CH3,,,6.00E-07,-0.50,0.0,E,10,300,C,
3896,H3S2+,e-,,HS2,H2,,,1.50E-07,-0.50,0.0,L,10,300,C,
3897,H3S2+,e-,,H2S2,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3898,PC3H+,e-,,CCP,CH,,,1.00E-07,-0.50,0.0,L,10,300,C,
3899,PC3H+,e-,,HC2P,C,,,1.00E-07,-0.50,0.0,L,10,300,C,
3900,PC3H+,e-,,C3P,H,,,1.00E-07,-0.50,0.0,L,10,300,C,
3901,C3S+,e-,,C3,S,,,1.00E-07,-0.50,0.0,L,10,300,C,
3902,C3S+,e-,,CS,C2,,,1.00E-07,-0.50,0.0,L,10,300,C,
3903,C3S+,e-,,C2S,C,,,1.00E-07,-0.50,0.0,L,10,300,C,
3904,HC3S+,e-,,C2S,CH,,,1.50E-07,-0.50,0.0,L,10,300,C,
3905,HC3S+,e-,,C3S,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3906,C6+,e-,,C4,C2,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3907,C6+,e-,,C5,C,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3908,C6H+,e-,,C6,H,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3909,C6H+,e-,,C5H,C,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3910,C5N+,e-,,C3N,C2,,,3.00E-07,-0.50,0.0,L,10,300,C,HL89
3911,C6H2+,e-,,C6,H2,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3912,C6H2+,e-,,C6H,H,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3913,HC5N+,e-,,C3N,C2H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3914,HC5N+,e-,,C5N,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3915,C6H3+,e-,,C6H,H2,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3916,C6H3+,e-,,C6H2,H,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3917,H2C5N+,e-,,C5N,H2,,,1.50E-07,-0.50,0.0,L,10,300,C,
3918,H2C5N+,e-,,HC5N,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3919,C6H4+,e-,,C6H,H2,H,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3920,C6H4+,e-,,C6H2,H2,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3921,SiC4+,e-,,SiC2,C2,,,1.50E-07,-0.50,0.0,L,10,300,C,
3922,SiC4+,e-,,SiC3,C,,,1.50E-07,-0.50,0.0,L,10,300,C,
3923,H3C5N+,e-,,C5N,H2,H,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3924,H3C5N+,e-,,HC5N,H2,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3925,C6H5+,e-,,C6H,H2,H2,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3926,C6H5+,e-,,C6H2,H2,H,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3927,SiC4H+,e-,,SiC3,CH,,,1.50E-07,-0.50,0.0,L,10,300,C,
3928,SiC4H+,e-,,SiC4,H,,,1.50E-07,-0.50,0.0,L,10,300,C,
3929,C4P+,e-,,CCP,C2,,,1.50E-07,-0.50,0.0,L,10,300,C,
3930,C4P+,e-,,C3P,C,,,1.50E-07,-0.50,0.0,L,10,300,C,
3931,C6H7+,e-,,C6H2,H2,H2,H,5.00E-07,-0.50,0.0,L,10,1000,A,
3932,C6H7+,e-,,C6H6,H,,,5.00E-07,-0.50,0.0,L,10,1000,A,
3933,PC4H+,e-,,CP,C3H,,,7.50E-08,-0.50,0.0,L,10,300,C,
3934,PC4H+,e-,,CCP,C2H,,,7.50E-08,-0.50,0.0,L,10,300,C,
3935,PC4H+,e-,,C3P,CH,,,7.50E-08,0.00,0.0,L,10,41000,C,
3936,PC4H+,e-,,C4P,H,,,7.50E-08,-0.50,0.0,L,10,300,C,
3937,C4S+,e-,,CS,C3,,,1.00E-07,-0.50,0.0,L,10,300,C,
3938,C4S+,e-,,C2S,C2,,,1.00E-07,-0.50,0.0,L,10,300,C,
3939,C4S+,e-,,C3S,C,,,1.00E-07,-0.50,0.0,L,10,300,C,
3940,HC4S+,e-,,C2S,C2H,,,1.00E-07,-0.50,0.0,L,10,300,C,
3941,HC4S+,e-,,C3S,CH,,,1.00E-07,-0.50,0.0,L,10,300,C,
3942,HC4S+,e-,,C4S,H,,,1.00E-07,-0.50,0.0,L,10,300,C,
3943,C7+,e-,,C4,C3,,,3.00E-07,-0.50,0.0,L,10,300,C,
3944,C7+,e-,,C5,C2,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3945,C7+,e-,,C6,C,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3946,C7H+,e-,,C6H,C,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3947,C7H+,e-,,C7,H,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3948,C7H2+,e-,,C7,H2,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3949,C7H2+,e-,,C7H,H,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3950,C7H3+,e-,,C7H,H2,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3951,C7H3+,e-,,C7H2,H,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3952,C7H4+,e-,,C7H,H2,H,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3953,C7H4+,e-,,C7H2,H2,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3954,C7H5+,e-,,C7H2,H2,H,,3.50E-07,-0.30,0.0,M,10,300,C,AB93
3955,C7H5+,e-,,C7H4,H,,,3.50E-07,-0.30,0.0,M,10,300,C,AB93
3956,CH3C5NH+,e-,,HC5N,CH3,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3957,CH3C5NH+,e-,,CH3C5N,H,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3958,C8+,e-,,C6,C2,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3959,C8+,e-,,C7,C,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3960,C8H+,e-,,C7H,C,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3961,C8H+,e-,,C8,H,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3962,C7N+,e-,,C5N,C2,,,3.00E-07,-0.50,0.0,L,10,300,C,HL89
3963,C8H2+,e-,,C8,H2,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3964,C8H2+,e-,,C8H,H,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3965,HC7N+,e-,,C6H,CN,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3966,HC7N+,e-,,C7N,H,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3967,C8H3+,e-,,C8H,H2,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3968,C8H3+,e-,,C8H2,H,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3969,H2C7N+,e-,,C7N,H2,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3970,H2C7N+,e-,,HC7N,H,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3971,C8H4+,e-,,C8H,H2,H,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3972,C8H4+,e-,,C8H2,H2,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3973,H3C7N+,e-,,C7N,H2,H,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3974,H3C7N+,e-,,HC7N,H2,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3975,C8H5+,e-,,C8H,H2,H2,,1.50E-07,-0.50,0.0,L,10,300,C,HL89
3976,C8H5+,e-,,C8H2,H2,H,,1.50E-07,-0.50,0.0,L,10,300,C,HL89
3977,C9+,e-,,C7,C2,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3978,C9+,e-,,C8,C,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3979,C9H+,e-,,C8H,C,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3980,C9H+,e-,,C9,H,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3981,C9H2+,e-,,C9,H2,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3982,C9H2+,e-,,C9H,H,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3983,C9H3+,e-,,C9H,H2,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3984,C9H3+,e-,,C9H2,H,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3985,C9H4+,e-,,C9H,H2,H,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3986,C9H4+,e-,,C9H2,H2,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3987,C9H5+,e-,,C9H,H2,H2,,1.50E-07,-0.50,0.0,L,10,300,C,HL89
3988,C9H5+,e-,,C9H2,H2,H,,1.50E-07,-0.50,0.0,L,10,300,C,HL89
3989,CH3C7NH+,e-,,HC7N,CH3,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3990,CH3C7NH+,e-,,CH3C7N,H,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3991,C10+,e-,,C8,C2,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3992,C10+,e-,,C9,C,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3993,C9N+,e-,,C7N,C2,,,3.00E-07,-0.50,0.0,L,10,300,C,HL89
3994,HC9N+,e-,,C8H,CN,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3995,HC9N+,e-,,C9N,H,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3996,H2C9N+,e-,,C9N,H2,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3997,H2C9N+,e-,,HC9N,H,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3998,H3C9N+,e-,,C9N,H2,H,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
3999,H3C9N+,e-,,HC9N,H2,,,1.00E-06,-0.30,0.0,L,10,300,C,HL89
4000,H,e-,,H-,PHOTON,,,3.00E-16,0.85,0.0,C,10,1000,A,SD98
4001,H,e-,,H-,PHOTON,,,4.81E-16,0.52,0.0,C,1000,10000,A,SD98
4002,H,e-,,H-,PHOTON,,,3.70E-15,0.00,0.0,C,10000,41000,B,SD98
4003,H+,e-,,H,PHOTON,,,3.50E-12,-0.75,0.0,L,10,20000,A,
4004,He+,e-,,He,PHOTON,,,2.36E-12,-0.64,0.0,L,10,300,C,
4005,C,e-,,C-,PHOTON,,,2.25E-15,0.00,0.0,C,10,1000,B,SD98
4006,C+,e-,,C,PHOTON,,,4.67E-12,-0.60,0.0,C,10,7950,B,NP97
4007,C+,e-,,C,PHOTON,,,1.23E-17,2.49,-21845.6,C,7950,21140,B,NP97
4008,C+,e-,,C,PHOTON,,,9.62E-08,-1.37,115786.2,C,21140,41000,B,NP97
4009,N+,e-,,N,PHOTON,,,4.00E-12,-0.58,0.0,C,10,15000,B,NP97
4010,N+,e-,,N,PHOTON,,,3.78E-15,1.20,0.0,C,15000,41000,B,NP97
4011,CH3+,e-,,CH3,PHOTON,,,1.10E-10,-0.50,0.0,L,10,300,C,
4012,O,e-,,O-,PHOTON,,,1.50E-15,0.00,0.0,L,10,41000,C,
4013,O+,e-,,O,PHOTON,,,3.24E-12,-0.66,0.0,C,10,41000,B,NA99
4014,Na+,e-,,Na,PHOTON,,,2.70E-12,-0.69,0.0,L,10,300,C,
4015,Mg+,e-,,Mg,PHOTON,,,2.80E-12,-0.86,0.0,L,10,300,C,
4016,Si+,e-,,Si,PHOTON,,,4.90E-12,-0.60,0.0,L,10,300,C,
4017,H2CO+,e-,,H2CO,PHOTON,,,1.10E-10,-0.70,0.0,L,10,300,C,
4018,P+,e-,,P,PHOTON,,,3.00E-12,-0.50,0.0,L,10,300,C,
4019,S,e-,,S-,PHOTON,,,5.00E-15,0.00,0.0,L,10,41000,C,
4020,S+,e-,,S,PHOTON,,,3.90E-12,-0.63,0.0,L,10,300,C,
4021,H2S+,e-,,H2S,PHOTON,,,1.10E-10,-0.70,0.0,L,10,300,C,
4022,Cl+,e-,,Cl,PHOTON,,,1.13E-10,-0.70,0.0,L,10,300,C,
4023,H2CS+,e-,,H2CS,PHOTON,,,1.10E-10,-0.70,0.0,L,10,300,C,
4024,Fe+,e-,,Fe,PHOTON,,,3.70E-12,-0.65,0.0,L,10,300,C,
4025,H-,H,,H2,e-,,,1.30E-09,0.00,0.0,L,10,41000,C,
4026,H-,C,,CH,e-,,,1.00E-09,0.00,0.0,L,10,41000,C,
4027,H,C-,,CH,e-,,,5.00E-10,0.00,0.0,L,10,41000,C,
4028,H-,CH,,CH2,e-,,,1.00E-10,0.00,0.0,L,10,41000,C,
4029,H-,N,,NH,e-,,,1.00E-09,0.00,0.0,L,10,41000,C,
4030,H-,CH2,,CH3,e-,,,1.00E-09,0.00,0.0,L,10,41000,C,
4031,H-,NH,,NH2,e-,,,1.00E-10,0.00,0.0,L,10,41000,C,
4032,H-,CH3,,CH4,e-,,,1.00E-09,0.00,0.0,L,10,41000,C,
4033,H-,O,,OH,e-,,,1.00E-09,0.00,0.0,L,10,41000,C,
4034,H,O-,,OH,e-,,,5.00E-10,0.00,0.0,L,10,41000,C,
4035,H-,NH2,,NH3,e-,,,1.00E-09,0.00,0.0,L,10,41000,C,
4036,H-,OH,,H2O,e-,,,1.00E-10,0.00,0.0,L,10,41000,C,
4037,H,OH-,,H2O,e-,,,1.40E-09,0.00,0.0,L,10,41000,C,
4038,H-,C2,,C2H,e-,,,1.00E-09,0.00,0.0,L,10,41000,C,
4039,H-,C2H,,C2H2,e-,,,1.00E-09,0.00,0.0,L,10,41000,C,
4040,H-,CN,,HCN,e-,,,1.00E-10,0.00,0.0,L,10,41000,C,
4041,H,CN-,,HCN,e-,,,1.30E-09,0.00,0.0,L,10,41000,C,
4042,H-,CO,,HCO,e-,,,5.00E-11,0.00,0.0,L,10,41000,C,
4043,H-,HCO,,H2CO,e-,,,1.00E-09,0.00,0.0,L,10,41000,C,
4044,H,S-,,HS,e-,,,1.00E-10,0.00,0.0,L,10,41000,C,
4045,H2,C-,,CH2,e-,,,1.00E-13,0.00,0.0,L,10,41000,C,
4046,H2,O-,,H2O,e-,,,7.00E-10,0.00,0.0,L,10,41000,C,
4047,C-,C,,C2,e-,,,5.00E-10,0.00,0.0,L,10,41000,C,
4048,C-,CH,,C2H,e-,,,5.00E-10,0.00,0.0,L,10,41000,C,
4049,C-,N,,CN,e-,,,5.00E-10,0.00,0.0,L,10,41000,C,
4050,C-,CH2,,C2H2,e-,,,5.00E-10,0.00,0.0,L,10,41000,C,
4051,C-,NH,,HCN,e-,,,5.00E-10,0.00,0.0,L,10,41000,C,
4052,C-,O,,CO,e-,,,5.00E-10,0.00,0.0,L,10,41000,C,
4053,C,O-,,CO,e-,,,5.00E-10,0.00,0.0,L,10,41000,C,
4054,C-,OH,,HCO,e-,,,5.00E-10,0.00,0.0,L,10,41000,C,
4055,C,OH-,,HCO,e-,,,5.00E-10,0.00,0.0,L,10,41000,C,
4056,C-,H2O,,H2CO,e-,,,5.00E-10,0.00,0.0,L,10,41000,C,
4057,C-,O2,,CO2,e-,,,5.00E-11,0.00,0.0,L,10,41000,C,
4058,C,S-,,CS,e-,,,1.00E-10,0.00,0.0,L,10,41000,C,
4059,CH,O-,,HCO,e-,,,5.00E-10,0.00,0.0,L,10,41000,C,
4060,CH,OH-,,H2CO,e-,,,5.00E-10,0.00,0.0,L,10,41000,C,
4061,N,O-,,NO,e-,,,2.20E-10,0.00,0.0,L,10,41000,C,
4062,N,S-,,NS,e-,,,1.00E-10,0.00,0.0,L,10,41000,C,
4063,CH2,O-,,H2CO,e-,,,5.00E-10,0.00,0.0,L,10,41000,C,
4064,CH3,OH-,,CH3OH,e-,,,1.00E-09,0.00,0.0,L,10,41000,C,
4065,CH3,CN-,,CH3CN,e-,,,1.00E-09,0.00,0.0,L,10,41000,C,
4066,O-,O,,O2,e-,,,1.90E-10,0.00,0.0,L,10,41000,C,
4067,O-,CO,,CO2,e-,,,6.50E-10,0.00,0.0,L,10,41000,C,
4068,O-,NO,,NO2,e-,,,3.10E-10,-0.83,0.0,M,88,494,A,VP83
4069,O,S-,,SO,e-,,,1.00E-10,0.00,0.0,L,10,41000,C,
4070,CO,S-,,OCS,e-,,,3.00E-10,0.00,0.0,L,10,41000,C,
4071,O2,S-,,SO2,e-,,,3.00E-11,0.00,0.0,L,10,41000,C,
4072,H+,H,,H2+,PHOTON,,,5.13E-19,1.85,0.0,L,200,4000,A,
4073,H+,H,,H2+,PHOTON,,,2.35E-16,0.24,8500.0,L,4000,32000,A,
4074,H+,He,,HeH+,PHOTON,,,5.26E-20,-0.51,0.0,,16,100,A,ZS98
4075,H,C,,CH,PHOTON,,,1.00E-17,0.00,0.0,L,10,300,C,PH80
4076,H,C+,,CH+,PHOTON,,,1.70E-17,0.00,0.0,L,10,300,C,PH80
4077,H,O,,OH,PHOTON,,,9.90E-19,-0.38,0.0,L,10,300,C,
4078,H,OH,,H2O,PHOTON,,,5.26E-18,-5.22,90.0,C,20,300,B,FA80
4079,H,Si+,,SiH+,PHOTON,,,1.17E-17,-0.14,0.0,C,10,10000,B,ST00
4080,H,C4H2+,,C4H3+,PHOTON,,,7.00E-11,-0.10,0.0,L,10,300,A,9905
4081,H,C4H3+,,C4H4+,PHOTON,,,6.00E-14,-0.70,0.0,L,10,300,A,9905
4082,H2,C,,CH2,PHOTON,,,1.00E-17,0.00,0.0,L,10,300,C,PH80
4083,H2,C+,,CH2+,PHOTON,,,4.00E-16,-0.20,0.0,L,10,300,C,HE85
4084,H2,CH,,CH3,PHOTON,,,5.09E-18,-0.71,11.6,C,10,300,B,BS97
4085,H2,CH3+,,CH5+,PHOTON,,,1.30E-14,-1.00,0.0,M,10,300,C,IS89
4086,H2,C2H2+,,C2H4+,PHOTON,,,2.34E-14,-1.50,0.0,M,10,300,A,9289
4087,H2,Si+,,SiH2+,PHOTON,,,3.00E-18,0.00,0.0,L,10,300,C,HM89
4088,H2,SiH+,,SiH3+,PHOTON,,,3.00E-17,-1.00,0.0,L,10,300,C,HM89
4089,H2,P+,,PH2+,PHOTON,,,7.50E-18,-1.30,0.0,M,10,300,C,8912
4090,H2,SiH3+,,SiH5+,PHOTON,,,1.00E-18,-0.50,0.0,L,10,300,C,HM89
4091,H2,PH+,,PH3+,PHOTON,,,2.40E-17,-1.40,0.0,M,10,300,C,8912
4092,H2,S+,,H2S+,PHOTON,,,1.00E-17,-0.20,0.0,L,10,300,A,HD89
4093,H2,HS+,,H3S+,PHOTON,,,2.40E-16,-0.80,0.0,L,10,300,C,MH90
4094,H2,C3H+,,C3H3+,PHOTON,,,1.69E-12,-1.00,0.0,L,10,300,A,MM93
4095,H2,C3H+,,H2C3H+,PHOTON,,,1.69E-12,-1.00,0.0,L,10,300,A,MM93
4096,H2,SiC2H+,,SiC2H3+,PHOTON,,,3.00E-16,-1.00,0.0,L,10,300,C,HM89
4097,H2,HS2+,,H3S2+,PHOTON,,,1.00E-14,-1.00,0.0,L,10,300,C,MH90
4098,H2,C6+,,C6H2+,PHOTON,,,5.20E-14,-0.50,0.0,M,10,300,A,HL90
4099,H2,C6H5+,,C6H7+,PHOTON,,,6.00E-11,0.00,0.0,M,10,300,A,9905
4100,C,C,,C2,PHOTON,,,4.36E-18,0.35,161.3,C,10,41000,B,AS97
4101,C+,C,,C2+,PHOTON,,,4.01E-18,0.17,101.5,C,10,41000,B,AS97
4102,C,N,,CN,PHOTON,,,7.87E-19,0.06,96.0,C,300,2700,B,SA00
4103,C,N,,CN,PHOTON,,,1.37E-18,0.13,520.0,C,2700,14700,B,SA00
4104,C+,N,,CN+,PHOTON,,,1.08E-18,0.07,57.5,C,300,14700,B,SA00
4105,C,O+,,CO+,PHOTON,,,4.69E-11,-3.08,-2114.0,C,2000,10000,B,PD89
4106,C,O,,CO,PHOTON,,,3.09E-17,0.33,1629.0,C,300,14700,B,SI99
4107,C,O,,CO,PHOTON,,,2.10E-19,0.00,0.0,L,10,300,C,DD90
4108,C+,O,,CO+,PHOTON,,,2.50E-18,0.00,0.0,L,10,300,C,DD90
4109,C+,O,,CO+,PHOTON,,,3.14E-18,-0.15,68.0,C,300,13900,B,DD90
4110,C,S+,,CS+,PHOTON,,,2.01E-18,0.07,301.0,C,300,14700,B,SI99
4111,C,S,,CS,PHOTON,,,4.36E-19,0.22,0.0,C,300,14700,B,AS95
4112,C+,S,,CS+,PHOTON,,,3.07E-19,0.15,0.0,C,300,14700,B,AS95
4113,C+,C3,,C4+,PHOTON,,,1.00E-13,-1.00,0.0,L,10,300,C,HE85
4114,C+,C4,,C5+,PHOTON,,,1.00E-09,0.00,0.0,L,10,300,C,HE85
4115,C+,C5,,C6+,PHOTON,,,1.00E-09,0.00,0.0,L,10,300,C,HL89
4116,C+,C6,,C7+,PHOTON,,,1.00E-09,0.00,0.0,L,10,300,C,HL89
4117,C+,C7,,C8+,PHOTON,,,1.00E-09,0.00,0.0,L,10,300,C,HL89
4118,C+,C8,,C9+,PHOTON,,,1.00E-09,0.00,0.0,L,10,300,C,HL89
4119,C+,C9,,C10+,PHOTON,,,1.00E-09,0.00,0.0,L,10,300,C,HL89
4120,N+,N,,N2+,PHOTON,,,3.71E-18,0.24,26.1,C,300,14700,B,AS97
4121,CH3,CN,,CH3CN,PHOTON,,,1.00E-16,0.00,0.0,L,10,300,C,PH80
4122,CH3+,H2O,,CH3OH2+,PHOTON,,,5.50E-12,-1.70,0.0,M,10,300,C,HE85
4123,CH3+,HCN,,CH3CNH+,PHOTON,,,9.00E-09,-0.50,0.0,M,10,300,C,HE85
4124,CH3+,CO,,CH3CO+,PHOTON,,,1.20E-13,-1.30,0.0,M,10,300,C,HE85
4125,CH3+,CH3OH,,CH3OCH4+,PHOTON,,,7.80E-12,-1.10,0.0,L,10,300,C,HE87
4126,CH3+,CH3CHO,,CH3COCH4+,PHOTON,,,2.15E-11,-0.66,0.0,M,10,300,A,9014
4127,CH3+,HC3N,,CH3C3NH+,PHOTON,,,8.60E-11,-1.40,0.0,M,10,300,C,HL89
4128,CH3+,NCCN,,NCCNCH3+,PHOTON,,,8.00E-12,0.00,0.0,M,10,41000,B,9601
4129,CH3+,HC5N,,CH3C5NH+,PHOTON,,,8.60E-11,-1.40,0.0,L,10,300,C,HL89
4130,CH3+,HC7N,,CH3C7NH+,PHOTON,,,8.60E-11,-1.40,0.0,L,10,300,C,HL89
4131,O,O,,O2,PHOTON,,,4.90E-20,1.58,0.0,L,10,300,C,PH80
4132,O,Si+,,SiO+,PHOTON,,,1.00E-17,0.00,0.0,L,10,300,C,HM89
4133,O,Si+,,SiO+,PHOTON,,,1.21E-18,-0.18,74.0,C,300,14700,B,AS95
4134,O,Si,,SiO,PHOTON,,,5.52E-18,0.31,0.0,C,300,14700,B,AS95
4135,O,SO,,SO2,PHOTON,,,3.20E-16,-1.50,0.0,L,10,300,C,MH90
4136,CH4,Si+,,SiCH4+,PHOTON,,,4.00E-16,-1.50,0.0,L,10,300,C,HM89
4137,CH4,HCO+,,CH3CHOH+,PHOTON,,,1.00E-17,0.00,0.0,L,10,300,C,HL89
4138,OH,C2H3,,CH3CHO,PHOTON,,,5.00E-21,0.00,0.0,M,10,300,C,NIST
4139,CH5+,CO,,CH3CHOH+,PHOTON,,,7.20E-24,-2.30,0.0,L,10,300,C,HE87
4140,H2O,HCO+,,HCOOH2+,PHOTON,,,4.00E-13,-1.30,0.0,L,10,300,C,HE85
4141,H3O+,C2H2,,CH3CHOH+,PHOTON,,,4.50E-12,-1.60,0.0,L,10,300,C,8935
4142,H3O+,C2H4,,C2H5OH2+,PHOTON,,,2.40E-14,-2.80,0.0,L,10,300,C,HE87
4143,C2H,CN,,HC3N,PHOTON,,,1.00E-16,0.00,0.0,L,10,300,C,PH80
4144,C2H2+,CO,,C3H2O+,PHOTON,,,1.10E-15,-2.00,0.0,M,10,300,C,HE85
