#			
# this is the "table1.dat" from the A&A web site, that goes with the paper			
# >>refer	all	dr	Mazzotta, P., Mazzitelli, G., Colafrancesco, S.,
# >>refercon	& Vittorio, N. 1998, A&AS, 113, 403-409		
#			
# anything starting with a # is a comment and is ignored			
#			
#   1-  8  A8    ---     Ion       Ion's label			
#  10- 20  E11.5 cm3/s   c1        c1 coefficient			
#  22- 32  E11.5 cm3/s   c2        ? c2 coefficient			
#  34- 44  E11.5 cm3/s   c3        ? c3 coefficient			
#  46- 56  E11.5 cm3/s   c4        ? c4 coefficient			
#  58- 64  F7.2  cm3/s   E1        E1 coefficient			
#  66- 72  F7.2  cm3/s   E2        ? E2 coefficient			
#  74- 79  F6.2  cm3/s   E3        ? E3 coefficient			
#  81- 86  F6.2  cm3/s   E4        ? E4 coefficient
#
# NB - this file is tab delimited, so formatting info not needed
#			
5 23	2.64E-07	0.00E+00	0.00E+00	0.00E+00	4288.4	0	0	0
Cr 2	2.14E-09	0.00E+00	0.00E+00	0.00E+00	17.42	0	0	0
Cr 3	7.81E-09	0.00E+00	0.00E+00	0.00E+00	11.72	0	0	0
Cr 4	2.79E-08	0.00E+00	0.00E+00	0.00E+00	24.81	0	0	0
Cr 5	3.52E-08	0.00E+00	0.00E+00	0.00E+00	29.44	0	0	0
Cr 6	4.81E-08	0.00E+00	0.00E+00	0.00E+00	33.32	0	0	0
Cr 7	1.18E-07	0.00E+00	0.00E+00	0.00E+00	59.55	0	0	0
Cr 8	3.42E-07	1.23E-07	0.00E+00	0.00E+00	97.42	17.85	0	0
Cr 9	5.12E-08	4.06E-07	0.00E+00	0.00E+00	18.32	126.38	0	0
Cr10	1.15E-07	0.00E+00	0.00E+00	0.00E+00	51.23	0	0	0
Cr11	7.33E-08	1.18E-07	0.00E+00	0.00E+00	194.76	66.2	0	0
Cr12	7.27E-08	1.70E-07	0.00E+00	0.00E+00	189.63	33.14	0	0
Cr13	8.42E-08	1.16E-07	0.00E+00	0.00E+00	204.22	33.17	0	0
Cr14	4.03E-08	3.15E-07	7.63E-08	0.00E+00	171.22	590	26.59	0
Cr15	3.40E-07	4.09E-07	0.00E+00	0.00E+00	424	675	0	0
Cr16	3.66E-07	9.16E-07	5.46E-09	0.00E+00	357.22	616.12	67.97	0
Cr17	1.70E-07	7.93E-09	7.37E-07	0.00E+00	319.62	46.81	603.05	0
Cr18	5.32E-08	6.40E-07	0.00E+00	0.00E+00	69.25	651.73	0	0
Cr19	7.81E-07	1.32E-07	0.00E+00	0.00E+00	684.21	72.45	0	0
Cr20	7.83E-08	6.98E-07	0.00E+00	0.00E+00	67.71	695.99	0	0
Cr21	3.41E-08	6.89E-08	3.80E-07	0.00E+00	28.56	103.67	686.3	0
Cr22	3.19E-07	2.67E-08	1.82E-08	0.00E+00	760.25	70.07	15.81	0
Cr23	5.20E-07	0.00E+00	0.00E+00	0.00E+00	4583	0	0	0
Cr24	2.81E-07	0.00E+00	0.00E+00	0.00E+00	4701.2	0	0	0
Mn 2	8.97E-10	0.00E+00	0.00E+00	0.00E+00	11.46	0	0	0
Mn 3	6.23E-09	0.00E+00	0.00E+00	0.00E+00	17.27	0	0	0
Mn 4	1.98E-08	0.00E+00	0.00E+00	0.00E+00	20.73	0	0	0
Mn 5	4.38E-08	0.00E+00	0.00E+00	0.00E+00	26.16	0	0	0
Mn 6	5.38E-08	0.00E+00	0.00E+00	0.00E+00	38.54	0	0	0
Mn 7	1.04E-07	0.00E+00	0.00E+00	0.00E+00	50.95	0	0	0
Mn 8	1.42E-07	0.00E+00	0.00E+00	0.00E+00	63.92	0	0	0
Mn 9	8.40E-08	3.88E-07	0.00E+00	0.00E+00	17.5	113.67	0	0
Mn10	4.26E-08	4.18E-07	0.00E+00	0.00E+00	18.1	136.16	0	0
Mn11	1.27E-07	0.00E+00	0.00E+00	0.00E+00	54.37	0	0	0
Mn12	1.15E-07	1.57E-07	0.00E+00	0.00E+00	213.3	74.91	0	0
Mn13	1.05E-07	1.86E-07	0.00E+00	0.00E+00	198.6	34.18	0	0
Mn14	8.95E-08	1.30E-07	0.00E+00	0.00E+00	223.96	36.55	0	0
Mn15	5.40E-08	4.36E-07	9.56E-08	0.00E+00	185.98	650	28.74	0
Mn16	3.94E-07	5.29E-07	0.00E+00	0.00E+00	727	456	0	0
Mn17	1.11E-06	4.07E-07	6.02E-09	0.00E+00	672.79	379.9	66.51	0
Mn18	2.10E-07	8.82E-09	8.53E-07	0.00E+00	348.03	48.37	672.27	0
Mn19	5.64E-08	7.28E-07	0.00E+00	0.00E+00	70.84	688.24	0	0
Mn20	8.62E-07	1.38E-07	0.00E+00	0.00E+00	731.78	77.16	0	0
Mn21	8.58E-08	7.66E-07	0.00E+00	0.00E+00	69.18	746.8	0	0
Mn22	5.39E-08	1.07E-07	3.87E-07	0.00E+00	35.3	186.94	825.61	0
Mn23	1.93E-08	3.24E-08	3.38E-07	0.00E+00	16.3	74.73	801.76	0
Mn24	5.45E-07	0.00E+00	0.00E+00	0.00E+00	4963.6	0	0	0
Mn25	3.00E-07	0.00E+00	0.00E+00	0.00E+00	4962.4	0	0	0
Fe 2	1.76E-10	8.00E-11	0.00E+00	0.00E+00	5.12	12.9	0	0
Fe 3	1.84E-09	2.16E-09	0.00E+00	0.00E+00	16.7	31.4	0	0
Fe 4	1.20E-08	3.76E-09	0.00E+00	0.00E+00	28.6	52.1	0	0
Fe 5	3.04E-08	1.28E-08	0.00E+00	0.00E+00	37.3	67.4	0	0
Fe 6	6.40E-08	1.92E-08	0.00E+00	0.00E+00	54.2	100	0	0
Fe 7	7.36E-08	3.28E-08	0.00E+00	0.00E+00	45.5	360	0	0
Fe 8	1.28E-07	2.88E-08	0.00E+00	0.00E+00	66.7	123	0	0
Fe 9	1.44E-07	5.60E-08	0.00E+00	0.00E+00	66.1	129	0	0
Fe10	1.12E-07	2.08E-07	0.00E+00	0.00E+00	21.6	136	0	0
Fe11	8.00E-08	2.24E-07	0.00E+00	0.00E+00	22.2	144	0	0
Fe12	1.80E-07	1.85E-07	0.00E+00	0.00E+00	59.6	362	0	0
Fe13	1.92E-07	1.36E-07	0.00E+00	0.00E+00	75	205	0	0
Fe14	2.08E-07	1.28E-07	0.00E+00	0.00E+00	36.3	193	0	0
Fe15	1.52E-07	7.20E-08	0.00E+00	0.00E+00	39.4	198	0	0
Fe16	9.60E-08	9.60E-08	4.80E-07	0.00E+00	24.6	248	560	0
Fe17	4.50E-07	6.34E-07	0.00E+00	0.00E+00	479.98	802.63	0	0
Fe18	2.03E-09	2.69E-08	1.45E-07	1.54E-06	22.5	117	341	683
Fe19	2.06E-07	8.80E-08	8.54E-07	0.00E+00	346.23	48.25	662.92	0
Fe20	1.28E-08	5.74E-08	7.25E-08	5.92E-07	23.7	85.1	329	787
Fe21	1.48E-08	7.63E-08	6.32E-08	9.85E-07	13.2	66.6	297	714
Fe22	7.44E-10	1.03E-07	1.54E-07	7.30E-07	39.1	80.3	392	919
Fe23	4.07E-08	8.34E-08	4.97E-07	0.00E+00	29.03	113.33	765.77	0
Fe24	3.42E-08	3.77E-07	1.84E-08	0.00E+00	68.95	850.53	15.15	0
Fe25	5.67E-07	0.00E+00	0.00E+00	0.00E+00	5359.3	0	0	0
Fe26	2.95E-07	0.00E+00	0.00E+00	0.00E+00	5170.2	0	0	0
Co 2	2.28E-10	2.27E-10	0.00E+00	0.00E+00	4.98	22.91	0	0
Co 3	2.29E-09	0.00E+00	0.00E+00	0.00E+00	12.45	0	0	0
Co 4	3.22E-09	0.00E+00	0.00E+00	0.00E+00	25.86	0	0	0
Co 5	9.53E-09	0.00E+00	0.00E+00	0.00E+00	38.41	0	0	0
Co 6	2.62E-08	0.00E+00	0.00E+00	0.00E+00	48.58	0	0	0
Co 7	6.78E-08	0.00E+00	0.00E+00	0.00E+00	62.93	0	0	0
Co 8	1.03E-07	0.00E+00	0.00E+00	0.00E+00	72.02	0	0	0
Co 9	1.53E-07	0.00E+00	0.00E+00	0.00E+00	86.37	0	0	0
Co10	1.72E-07	0.00E+00	0.00E+00	0.00E+00	72.69	0	0	0
Co11	1.43E-07	1.62E-07	0.00E+00	0.00E+00	168.91	34.83	0	0
Co12	1.15E-07	1.28E-07	0.00E+00	0.00E+00	35.01	151.68	0	0
Co13	1.27E-07	6.31E-08	3.70E-09	0.00E+00	57.51	168.17	26.25	0
Co14	1.32E-07	2.55E-07	0.00E+00	0.00E+00	168.97	64.7	0	0
Co15	2.43E-07	1.18E-07	0.00E+00	0.00E+00	40.02	175.65	0	0
Co16	1.89E-07	5.05E-08	0.00E+00	0.00E+00	41.34	141.64	0	0
Co17	6.45E-08	1.06E-07	7.39E-07	0.00E+00	225.14	31.83	800	0
Co18	6.31E-07	6.56E-07	0.00E+00	0.00E+00	529.42	1008.7	0	0
Co19	3.92E-07	1.60E-06	7.00E-09	0.00E+00	402.99	764.22	60.93	0
Co20	2.86E-07	1.08E-08	1.11E-06	0.00E+00	401.26	51.05	790.07	0
Co21	5.01E-07	9.40E-08	0.00E+00	0.00E+00	952.95	98.49	0	0
Co22	1.55E-07	1.03E-06	0.00E+00	0.00E+00	81.58	854.7	0	0
Co23	1.02E-07	9.10E-07	0.00E+00	0.00E+00	72.97	844.92	0	0
Co24	2.46E-07	4.90E-07	8.53E-08	0.00E+00	392.6	1472.7	45.01	0
Co25	1.95E-08	4.03E-08	3.78E-07	0.00E+00	15.52	75.15	852.54	0
Co26	5.87E-07	0.00E+00	0.00E+00	0.00E+00	5769.9	0	0	0
Co27	3.29E-07	0.00E+00	0.00E+00	0.00E+00	5630.5	0	0	0
Ni 2	1.22E-09	0.00E+00	0.00E+00	0.00E+00	13.74	0	0	0
Ni 3	7.37E-09	0.00E+00	0.00E+00	0.00E+00	22.44	0	0	0
Ni 4	1.93E-08	0.00E+00	0.00E+00	0.00E+00	35.28	0	0	0
Ni 5	1.43E-08	0.00E+00	0.00E+00	0.00E+00	42.05	0	0	0
Ni 6	3.95E-08	0.00E+00	0.00E+00	0.00E+00	51.18	0	0	0
Ni 7	7.98E-08	0.00E+00	0.00E+00	0.00E+00	51.59	0	0	0
Ni 8	8.79E-08	0.00E+00	0.00E+00	0.00E+00	56.15	0	0	0
Ni 9	1.24E-07	0.00E+00	0.00E+00	0.00E+00	64.77	0	0	0
Ni10	1.79E-07	0.00E+00	0.00E+00	0.00E+00	107.38	0	0	0
Ni11	1.95E-07	0.00E+00	0.00E+00	0.00E+00	78.39	0	0	0
Ni12	6.01E-08	4.21E-07	0.00E+00	0.00E+00	152.86	65.05	0	0
Ni13	5.42E-07	0.00E+00	0.00E+00	0.00E+00	65.5	0	0	0
Ni14	8.67E-08	1.25E-07	0.00E+00	0.00E+00	149.47	56.39	0	0
Ni15	1.18E-07	3.57E-07	0.00E+00	0.00E+00	127.62	51.44	0	0
Ni16	9.89E-08	2.90E-07	0.00E+00	0.00E+00	156.31	45.15	0	0
Ni17	9.73E-08	1.67E-07	0.00E+00	0.00E+00	54.88	40.25	0	0
Ni18	9.00E-07	8.30E-08	1.09E-07	0.00E+00	870	244.4	32.59	0
Ni19	5.49E-07	9.52E-07	0.00E+00	0.00E+00	542	952	0	0
Ni20	4.56E-07	1.80E-06	7.98E-09	0.00E+00	431.64	831.14	58.84	0
Ni21	1.19E-08	1.25E-06	3.33E-07	0.00E+00	52.53	865.71	429.76	0
Ni22	1.35E-07	6.60E-07	0.00E+00	0.00E+00	91.34	905.64	0	0
Ni23	1.05E-06	1.70E-07	0.00E+00	0.00E+00	960.14	92.17	0	0
Ni24	1.12E-07	9.81E-07	0.00E+00	0.00E+00	75.94	911.3	0	0
Ni25	7.12E-08	9.23E-08	5.78E-07	0.00E+00	37.23	168.82	936.53	0
Ni26	4.46E-08	1.95E-08	3.97E-07	0.00E+00	75.44	15.11	880.65	0
Ni27	6.33E-07	0.00E+00	0.00E+00	0.00E+00	6195.5	0	0	0
Ni28	3.54E-07	0.00E+00	0.00E+00	0.00E+00	6011.9	0	0	0
