20061204
 -1.2421478e+01 -3.1002456e-01  4.3250332e+00  1.0558445e-01 -1.4556801e+00 -8.3895000e-03  1.2703200e-01  4.7859695e-04 -8.2820375e-03
 -1.2430075e+01 -3.0683792e-01  4.2883348e+00  1.0535434e-01 -1.4535110e+00 -8.3931144e-03  1.2684156e-01  4.7704115e-04 -8.2433457e-03
 -1.2438474e+01 -3.0362332e-01  4.2509966e+00  1.0517012e-01 -1.4517003e+00 -8.4072044e-03  1.2672499e-01  4.7557554e-04 -8.2007274e-03
 -1.2446823e+01 -3.0063188e-01  4.2166781e+00  1.0487986e-01 -1.4491082e+00 -8.3915405e-03  1.2641545e-01  4.7399857e-04 -8.1724580e-03
 -1.2455081e+01 -2.9768002e-01  4.1828914e+00  1.0452262e-01 -1.4458462e+00 -8.3713587e-03  1.2608610e-01  4.7233200e-04 -8.1441868e-03
 -1.2462757e+01 -2.9385799e-01  4.1365023e+00  1.0469372e-01 -1.4467616e+00 -8.4668174e-03  1.2648870e-01  4.7124206e-04 -8.0638248e-03
 -1.2470639e+01 -2.9066688e-01  4.0990868e+00  1.0446084e-01 -1.4443944e+00 -8.4800860e-03  1.2638119e-01  4.6971423e-04 -8.0194455e-03
 -1.2478577e+01 -2.8793618e-01  4.0679922e+00  1.0400717e-01 -1.4403269e+00 -8.4382528e-03  1.2592086e-01  4.6797944e-04 -8.0015389e-03
 -1.2486416e+01 -2.8526971e-01  4.0376873e+00  1.0351269e-01 -1.4358788e+00 -8.3878059e-03  1.2539995e-01  4.6618766e-04 -7.9869265e-03
 -1.2494286e+01 -2.8282446e-01  4.0105329e+00  1.0283953e-01 -1.4298381e+00 -8.3079496e-03  1.2469480e-01  4.6418348e-04 -7.9834526e-03
 -1.2501819e+01 -2.8000638e-01  3.9778674e+00  1.0240918e-01 -1.4257513e+00 -8.2772030e-03  1.2429468e-01  4.6241222e-04 -7.9577072e-03
 -1.2509210e+01 -2.7706131e-01  3.9433830e+00  1.0201304e-01 -1.4218240e+00 -8.2637649e-03  1.2401871e-01  4.6069108e-04 -7.9229325e-03
 -1.2516450e+01 -2.7410242e-01  3.9084723e+00  1.0167847e-01 -1.4184698e+00 -8.2563367e-03  1.2377772e-01  4.5905972e-04 -7.8870673e-03
 -1.2523698e+01 -2.7135918e-01  3.8765676e+00  1.0119164e-01 -1.4137731e+00 -8.2213292e-03  1.2336019e-01  4.5725374e-04 -7.8622969e-03
 -1.2530793e+01 -2.6849079e-01  3.8428245e+00  1.0075468e-01 -1.4094019e+00 -8.2013085e-03  1.2303955e-01  4.5547090e-04 -7.8293653e-03
 -1.2537749e+01 -2.6558509e-01  3.8083625e+00  1.0038110e-01 -1.4055945e+00 -8.1924535e-03  1.2279880e-01  4.5381184e-04 -7.7931294e-03
 -1.2544674e+01 -2.6285797e-01  3.7763045e+00  9.9908859e-02 -1.4009424e+00 -8.1595201e-03  1.2238880e-01  4.5200714e-04 -7.7669360e-03
 -1.2551662e+01 -2.6036021e-01  3.7476041e+00  9.9194907e-02 -1.3940214e+00 -8.0890357e-03  1.2172686e-01  4.4984609e-04 -7.7526402e-03
 -1.2558376e+01 -2.5759929e-01  3.7148459e+00  9.8751232e-02 -1.3895355e+00 -8.0656623e-03  1.2138607e-01  4.4809876e-04 -7.7221384e-03
 -1.2564903e+01 -2.5463727e-01  3.6790924e+00  9.8459512e-02 -1.3863566e+00 -8.0763604e-03  1.2128927e-01  4.4660235e-04 -7.6784319e-03
 -1.2571559e+01 -2.5205341e-01  3.6488028e+00  9.7838454e-02 -1.3801751e+00 -8.0242064e-03  1.2075010e-01  4.4458217e-04 -7.6569631e-03
 -1.2578140e+01 -2.4954867e-01  3.6194789e+00  9.7185925e-02 -1.3736923e+00 -7.9644397e-03  1.2015500e-01  4.4251181e-04 -7.6385066e-03
 -1.2584601e+01 -2.4701615e-01  3.5895791e+00  9.6593536e-02 -1.3677512e+00 -7.9145553e-03  1.1962981e-01  4.4056110e-04 -7.6173665e-03
 -1.2590901e+01 -2.4413516e-01  3.5548735e+00  9.6143499e-02 -1.3629293e+00 -7.9058716e-03  1.1939797e-01  4.3878731e-04 -7.5769532e-03
 -1.2597112e+01 -2.4149412e-01  3.5231154e+00  9.5682263e-02 -1.3581367e+00 -7.8829024e-03  1.1906875e-01  4.3706052e-04 -7.5461273e-03
 -1.2603210e+01 -2.3872180e-01  3.4894505e+00  9.5316388e-02 -1.3542082e+00 -7.8779347e-03  1.1886695e-01  4.3549182e-04 -7.5090025e-03
 -1.2609599e+01 -2.3652078e-01  3.4642820e+00  9.4310246e-02 -1.3441550e+00 -7.7662258e-03  1.1789787e-01  4.3282984e-04 -7.5038783e-03
 -1.2615613e+01 -2.3392205e-01  3.4328928e+00  9.3836337e-02 -1.3392009e+00 -7.7387579e-03  1.1753230e-01  4.3109822e-04 -7.4751796e-03
 -1.2621609e+01 -2.3131607e-01  3.4015093e+00  9.3275614e-02 -1.3333091e+00 -7.7050659e-03  1.1712413e-01  4.2919294e-04 -7.4452772e-03
 -1.2627502e+01 -2.2863489e-01  3.3689771e+00  9.2778794e-02 -1.3279967e+00 -7.6827407e-03  1.1679579e-01  4.2739016e-04 -7.4114702e-03
 -1.2633357e+01 -2.2607903e-01  3.3380706e+00  9.2222534e-02 -1.3221276e+00 -7.6485844e-03  1.1638605e-01  4.2551736e-04 -7.3825135e-03
 -1.2639194e+01 -2.2367841e-01  3.3092525e+00  9.1565289e-02 -1.3152970e+00 -7.5939675e-03  1.1582534e-01  4.2347968e-04 -7.3608533e-03
 -1.2644907e+01 -2.2122909e-01  3.2795298e+00  9.1017880e-02 -1.3095304e+00 -7.5569521e-03  1.1539772e-01  4.2166820e-04 -7.3350207e-03
 -1.2650564e+01 -2.1876413e-01  3.2495544e+00  9.0463698e-02 -1.3036540e+00 -7.5195548e-03  1.1496159e-01  4.1980861e-04 -7.3081395e-03
 -1.2656248e+01 -2.1637219e-01  3.2207623e+00  8.9744836e-02 -1.2960892e+00 -7.4614701e-03  1.1437573e-01  4.1766278e-04 -7.2851880e-03
 -1.2661839e+01 -2.1403044e-01  3.1924257e+00  8.9083403e-02 -1.2891260e+00 -7.4065388e-03  1.1381108e-01  4.1564534e-04 -7.2638104e-03
 -1.2667442e+01 -2.1174929e-01  3.1650310e+00  8.8308848e-02 -1.2810075e+00 -7.3349699e-03  1.1312044e-01  4.1341304e-04 -7.2461348e-03
 -1.2672813e+01 -2.0932512e-01  3.1351385e+00  8.7846808e-02 -1.2760009e+00 -7.3083560e-03  1.1276199e-01  4.1173844e-04 -7.2178305e-03
 -1.2678154e+01 -2.0689476e-01  3.1051767e+00  8.7358326e-02 -1.2706968e+00 -7.2809500e-03  1.1240203e-01  4.1003560e-04 -7.1890308e-03
 -1.2683533e+01 -2.0440832e-01  3.0747695e+00  8.6695574e-02 -1.2634950e+00 -7.2420263e-03  1.1196411e-01  4.0802188e-04 -7.1579888e-03
 -1.2688896e+01 -2.0231242e-01  3.0494461e+00  8.5927054e-02 -1.2554336e+00 -7.1600173e-03  1.1118125e-01  4.0578062e-04 -7.1461019e-03
 -1.2694197e+01 -2.0016593e-01  3.0233724e+00  8.5179284e-02 -1.2474972e+00 -7.0928703e-03  1.1053173e-01  4.0368337e-04 -7.1289749e-03
 -1.2699451e+01 -1.9763219e-01  2.9922786e+00  8.4486149e-02 -1.2398840e+00 -7.0514833e-03  1.1006483e-01  4.0157454e-04 -7.0965532e-03
 -1.2704887e+01 -1.9542164e-01  2.9661450e+00  8.3227798e-02 -1.2263921e+00 -6.9460478e-03  1.0914782e-01  3.9855702e-04 -7.0754103e-03
 -1.2710048e+01 -1.9341168e-01  2.9416437e+00  8.2531497e-02 -1.2190948e+00 -6.8588345e-03  1.0830297e-01  3.9645022e-04 -7.0699537e-03
 -1.2715109e+01 -1.9124776e-01  2.9149778e+00  8.1868276e-02 -1.2119284e+00 -6.7981286e-03  1.0767777e-01  3.9442052e-04 -7.0510376e-03
 -1.2720232e+01 -1.8927985e-01  2.8911681e+00  8.0945246e-02 -1.2020578e+00 -6.7088357e-03  1.0686056e-01  3.9204193e-04 -7.0383926e-03
 -1.2725187e+01 -1.8697031e-01  2.8624456e+00  8.0382571e-02 -1.1958658e+00 -6.6616256e-03  1.0632223e-01  3.9013205e-04 -7.0150336e-03
 -1.2730112e+01 -1.8481848e-01  2.8357635e+00  7.9714708e-02 -1.1885269e+00 -6.6159996e-03  1.0584479e-01  3.8825095e-04 -6.9906744e-03
 -1.2735051e+01 -1.8243988e-01  2.8063266e+00  7.8977324e-02 -1.1803323e+00 -6.5677818e-03  1.0532672e-01  3.8610981e-04 -6.9607552e-03
 -1.2739732e+01 -1.8050966e-01  2.7818241e+00  7.8622170e-02 -1.1764390e+00 -6.5317680e-03  1.0488666e-01  3.8469775e-04 -6.9447402e-03
 -1.2744627e+01 -1.7821079e-01  2.7534480e+00  7.7814102e-02 -1.1675094e+00 -6.4694718e-03  1.0425440e-01  3.8241854e-04 -6.9190636e-03
 -1.2749469e+01 -1.7617977e-01  2.7284224e+00  7.6997980e-02 -1.1586157e+00 -6.3922326e-03  1.0350873e-01  3.8018939e-04 -6.9033392e-03
 -1.2754121e+01 -1.7402913e-01  2.7012751e+00  7.6488346e-02 -1.1528647e+00 -6.3630659e-03  1.0314499e-01  3.7855521e-04 -6.8763983e-03
 -1.2758902e+01 -1.7190276e-01  2.6750190e+00  7.5620264e-02 -1.1432902e+00 -6.2892954e-03  1.0242753e-01  3.7621209e-04 -6.8553095e-03
 -1.2763551e+01 -1.7006454e-01  2.6520872e+00  7.4890412e-02 -1.1352857e+00 -6.2221475e-03  1.0177421e-01  3.7423181e-04 -6.8404377e-03
 -1.2768171e+01 -1.6788185e-01  2.6246567e+00  7.4286737e-02 -1.1285245e+00 -6.1711944e-03  1.0120909e-01  3.7229306e-04 -6.8178363e-03
 -1.2772773e+01 -1.6604213e-01  2.6017046e+00  7.3542908e-02 -1.1203743e+00 -6.0932208e-03  1.0044731e-01  3.7019985e-04 -6.8062712e-03
 -1.2777718e+01 -1.6405818e-01  2.5782454e+00  7.1984068e-02 -1.1033458e+00 -5.9388899e-03  9.9106148e-02  3.6661720e-04 -6.7962422e-03
 -1.2782169e+01 -1.6187979e-01  2.5505383e+00  7.1493290e-02 -1.0976995e+00 -5.9120730e-03  9.8753296e-02  3.6503130e-04 -6.7688031e-03
 -1.2786533e+01 -1.6020589e-01  2.5291200e+00  7.0995674e-02 -1.0921558e+00 -5.8699884e-03  9.8308109e-02  3.6362084e-04 -6.7547909e-03
 -1.2791161e+01 -1.5836388e-01  2.5066085e+00  6.9867603e-02 -1.0797631e+00 -5.7439683e-03  9.7141266e-02  3.6066718e-04 -6.7469878e-03
 -1.2795451e+01 -1.5683571e-01  2.4869962e+00  6.9342732e-02 -1.0739563e+00 -5.6833671e-03  9.6520007e-02  3.5906475e-04 -6.7389519e-03
 -1.2799765e+01 -1.5458080e-01  2.4581382e+00  6.8868391e-02 -1.0683447e+00 -5.6754905e-03  9.6341960e-02  3.5761393e-04 -6.7037246e-03
 -1.2804143e+01 -1.5230910e-01  2.4293978e+00  6.8155415e-02 -1.0601218e+00 -5.6365305e-03  9.5899299e-02  3.5559351e-04 -6.6707791e-03
 -1.2808454e+01 -1.5097314e-01  2.4125738e+00  6.7370392e-02 -1.0515565e+00 -5.5348603e-03  9.4947547e-02  3.5351014e-04 -6.6728336e-03
 -1.2813090e+01 -1.4845622e-01  2.3816895e+00  6.6136532e-02 -1.0376852e+00 -5.4316190e-03  9.3970671e-02  3.5044577e-04 -6.6471626e-03
 -1.2817281e+01 -1.4774430e-01  2.3728304e+00  6.5058097e-02 -1.0259345e+00 -5.2792821e-03  9.2604160e-02  3.4769412e-04 -6.6605825e-03
 -1.2821519e+01 -1.4589632e-01  2.3492885e+00  6.4433761e-02 -1.0188626e+00 -5.2247546e-03  9.2037052e-02  3.4597234e-04 -6.6446606e-03
 -1.2825975e+01 -1.4377499e-01  2.3231606e+00  6.3175820e-02 -1.0046961e+00 -5.1110359e-03  9.0978615e-02  3.4286492e-04 -6.6240961e-03
 -1.2830273e+01 -1.4179285e-01  2.2983122e+00  6.2200990e-02 -9.9363565e-01 -5.0304634e-03  9.0205699e-02  3.4043915e-04 -6.6031534e-03
 -1.2834367e+01 -1.3986248e-01  2.2734790e+00  6.1612405e-02 -9.8680890e-01 -4.9769175e-03  8.9603320e-02  3.3851157e-04 -6.5819244e-03
 -1.2838687e+01 -1.3878451e-01  2.2605224e+00  6.0318887e-02 -9.7261924e-01 -4.8234053e-03  8.8276260e-02  3.3580596e-04 -6.5941932e-03
 -1.2842663e+01 -1.3698161e-01  2.2370460e+00  5.9850775e-02 -9.6710837e-01 -4.7813384e-03  8.7770551e-02  3.3414972e-04 -6.5738978e-03
 -1.2846719e+01 -1.3490482e-01  2.2103941e+00  5.9150971e-02 -9.5888424e-01 -4.7393828e-03  8.7293297e-02  3.3212930e-04 -6.5425951e-03
 -1.2851072e+01 -1.3286085e-01  2.1852629e+00  5.7786573e-02 -9.4346493e-01 -4.6162908e-03  8.6174607e-02  3.2900393e-04 -6.5256553e-03
 -1.2855010e+01 -1.3115966e-01  2.1631446e+00  5.7240546e-02 -9.3710995e-01 -4.5642629e-03  8.5600451e-02  3.2729845e-04 -6.5091895e-03
 -1.2859076e+01 -1.2951696e-01  2.1423173e+00  5.6334235e-02 -9.2683893e-01 -4.4621774e-03  8.4609129e-02  3.2487098e-04 -6.5011480e-03
 -1.2862962e+01 -1.2806115e-01  2.1233704e+00  5.5625848e-02 -9.1865236e-01 -4.3999031e-03  8.3987780e-02  3.2303145e-04 -6.4860713e-03
 -1.2866885e+01 -1.2593497e-01  2.0958104e+00  5.5144422e-02 -9.1284877e-01 -4.3816515e-03  8.3711669e-02  3.2156793e-04 -6.4560063e-03
 -1.2870798e+01 -1.2430360e-01  2.0748169e+00  5.4279868e-02 -9.0282679e-01 -4.3148766e-03  8.3061904e-02  3.1944070e-04 -6.4350981e-03
 -1.2874683e+01 -1.2223892e-01  2.0480177e+00  5.3818051e-02 -8.9729416e-01 -4.2875418e-03  8.2696706e-02  3.1798150e-04 -6.4104544e-03
 -1.2878332e+01 -1.2095545e-01  2.0306039e+00  5.3601392e-02 -8.9466864e-01 -4.2557106e-03  8.2289040e-02  3.1698853e-04 -6.4024334e-03
 -1.2882322e+01 -1.1863913e-01  2.0011251e+00  5.2658271e-02 -8.8358355e-01 -4.2008613e-03  8.1718683e-02  3.1460490e-04 -6.3670999e-03
 -1.2886093e+01 -1.1708276e-01  1.9807477e+00  5.2040864e-02 -8.7633514e-01 -4.1582384e-03  8.1275731e-02  3.1307340e-04 -6.3485675e-03
 -1.2889717e+01 -1.1604929e-01  1.9667090e+00  5.1607028e-02 -8.7133592e-01 -4.0865932e-03  8.0520988e-02  3.1154527e-04 -6.3489736e-03
 -1.2893471e+01 -1.1439819e-01  1.9451270e+00  5.1026333e-02 -8.6450821e-01 -4.0398128e-03  8.0017231e-02  3.0997751e-04 -6.3321008e-03
 -1.2897036e+01 -1.1299469e-01  1.9261694e+00  5.0722450e-02 -8.6076105e-01 -4.0136739e-03  7.9664923e-02  3.0880058e-04 -6.3155042e-03
 -1.2900756e+01 -1.1104361e-01  1.9007665e+00  5.0011914e-02 -8.5222423e-01 -3.9856685e-03  7.9341255e-02  3.0698982e-04 -6.2807263e-03
 -1.2904379e+01 -1.0948732e-01  1.8800793e+00  4.9630269e-02 -8.4762901e-01 -3.9567896e-03  7.8983717e-02  3.0581685e-04 -6.2647904e-03
 -1.2907994e+01 -1.0778527e-01  1.8575341e+00  4.9234398e-02 -8.4280735e-01 -3.9316192e-03  7.8647867e-02  3.0453241e-04 -6.2438506e-03
 -1.2911791e+01 -1.0570679e-01  1.8308539e+00  4.8353121e-02 -8.3242059e-01 -3.8773220e-03  7.8097925e-02  3.0244072e-04 -6.2155398e-03
 -1.2915656e+01 -1.0367294e-01  1.8050619e+00  4.7218010e-02 -8.1921118e-01 -3.7794977e-03  7.7148400e-02  2.9961241e-04 -6.1926078e-03
 -1.2918971e+01 -1.0285259e-01  1.7930751e+00  4.7145154e-02 -8.1816202e-01 -3.7605555e-03  7.6867200e-02  2.9898452e-04 -6.1874539e-03
 -1.2922370e+01 -1.0179729e-01  1.7783837e+00  4.6907444e-02 -8.1522393e-01 -3.7379954e-03  7.6580144e-02  2.9820623e-04 -6.1788936e-03
 -1.2925926e+01 -1.0003916e-01  1.7551544e+00  4.6439476e-02 -8.0953789e-01 -3.7079484e-03  7.6202415e-02  2.9676565e-04 -6.1562588e-03
 -1.2929485e+01 -9.8309949e-02  1.7323883e+00  4.5812018e-02 -8.0196106e-01 -3.6817442e-03  7.5904183e-02  2.9519698e-04 -6.1271158e-03
 -1.2932901e+01 -9.6801385e-02  1.7119921e+00  4.5564286e-02 -7.9880697e-01 -3.6652172e-03  7.5636335e-02  2.9420515e-04 -6.1094943e-03
 -1.2936206e+01 -9.5662840e-02  1.6960744e+00  4.5429509e-02 -7.9698467e-01 -3.6518404e-03  7.5403735e-02  2.9348064e-04 -6.0978094e-03
 -1.2939630e+01 -9.4225168e-02  1.6767253e+00  4.5031462e-02 -7.9211622e-01 -3.6262714e-03  7.5085647e-02  2.9231334e-04 -6.0799159e-03
 -1.2942921e+01 -9.3507692e-02  1.6663682e+00  4.4672649e-02 -7.8782737e-01 -3.5861547e-03  7.4668594e-02  2.9137413e-04 -6.0767657e-03
 -1.2946257e+01 -9.2675693e-02  1.6547455e+00  4.4167966e-02 -7.8187865e-01 -3.5148722e-03  7.3932298e-02  2.8980157e-04 -6.0750726e-03
 -1.2950015e+01 -9.0391479e-02  1.6256981e+00  4.3074708e-02 -7.6904678e-01 -3.4279511e-03  7.3074177e-02  2.8716898e-04 -6.0502202e-03
 -1.2953408e+01 -8.8867404e-02  1.6053237e+00  4.2561073e-02 -7.6279056e-01 -3.3953346e-03  7.2694294e-02  2.8573457e-04 -6.0288389e-03
 -1.2956943e+01 -8.7976813e-02  1.5938628e+00  4.1269448e-02 -7.4783772e-01 -3.2527705e-03  7.1391009e-02  2.8278027e-04 -6.0277963e-03
 -1.2960416e+01 -8.5727885e-02  1.5643640e+00  4.0816348e-02 -7.4220324e-01 -3.2284218e-03  7.1024448e-02  2.8120971e-04 -5.9981486e-03
 -1.2963779e+01 -8.4199898e-02  1.5439276e+00  4.0322408e-02 -7.3616827e-01 -3.2038621e-03  7.0735134e-02  2.7997163e-04 -5.9769265e-03
