20061204
 -1.0781359e+01 -3.8790005e-01  4.6748385e+00  6.3898347e-02 -8.7297469e-01 -5.0923340e-03  8.1445619e-02  2.4935490e-04 -3.9043790e-03
 -1.1614807e+01 -4.1476052e-01  5.3074766e+00  7.3198786e-02 -1.0442882e+00 -6.2653576e-03  1.0220322e-01  3.1993430e-04 -5.1042098e-03
 -1.1179081e+01 -3.9229646e-01  4.8858925e+00  6.4659417e-02 -9.1797817e-01 -4.8978538e-03  8.5295549e-02  2.6802328e-04 -4.6109274e-03
 -1.1206241e+01 -4.4055033e-01  5.4401345e+00  8.7431014e-02 -1.2008760e+00 -7.4473079e-03  1.2504593e-01  4.6410321e-04 -7.6113860e-03
 -1.1323596e+01 -4.5838878e-01  5.6956887e+00  9.4245471e-02 -1.2998447e+00 -7.9713343e-03  1.3644578e-01  5.1810528e-04 -8.6822566e-03
 -1.1415392e+01 -4.6823558e-01  5.8506689e+00  9.8131262e-02 -1.3590697e+00 -8.1813205e-03  1.4233549e-01  5.4651999e-04 -9.3300305e-03
 -1.1490612e+01 -4.7406995e-01  5.9522166e+00  1.0064020e-01 -1.3980964e+00 -8.2884254e-03  1.4570926e-01  5.6291226e-04 -9.7414833e-03
 -1.1554831e+01 -4.7439665e-01  5.9864464e+00  1.0160362e-01 -1.4165708e+00 -8.1698345e-03  1.4599949e-01  5.6771806e-04 -9.9944277e-03
 -1.1610895e+01 -4.7473451e-01  6.0173483e+00  1.0262581e-01 -1.4353125e+00 -8.0580283e-03  1.4635733e-01  5.7397748e-04 -1.0264914e-02
 -1.1659862e+01 -4.7320300e-01  6.0212073e+00  1.0306408e-01 -1.4434516e+00 -7.9748463e-03  1.4574037e-01  5.7312468e-04 -1.0345792e-02
 -1.1703726e+01 -4.7109461e-01  6.0156460e+00  1.0338196e-01 -1.4491727e+00 -7.9034464e-03  1.4497490e-01  5.7136163e-04 -1.0390419e-02
 -1.1743682e+01 -4.6861926e-01  6.0042748e+00  1.0367520e-01 -1.4545577e+00 -7.8139901e-03  1.4410105e-01  5.7011074e-04 -1.0450164e-02
 -1.1780066e+01 -4.6552062e-01  5.9832773e+00  1.0383467e-01 -1.4571851e+00 -7.7397432e-03  1.4303389e-01  5.6721305e-04 -1.0457950e-02
 -1.1813470e+01 -4.6189710e-01  5.9541488e+00  1.0391980e-01 -1.4579324e+00 -7.6871593e-03  1.4190944e-01  5.6342082e-04 -1.0426981e-02
 -1.1844401e+01 -4.5789742e-01  5.9190369e+00  1.0395065e-01 -1.4573270e+00 -7.6565151e-03  1.4080316e-01  5.5903435e-04 -1.0365284e-02
 -1.1873433e+01 -4.5425522e-01  5.8877001e+00  1.0408559e-01 -1.4586751e+00 -7.6114950e-03  1.3982418e-01  5.5618485e-04 -1.0345820e-02
 -1.1900671e+01 -4.5046213e-01  5.8536797e+00  1.0419094e-01 -1.4595356e+00 -7.5670909e-03  1.3881774e-01  5.5313681e-04 -1.0319206e-02
 -1.1926344e+01 -4.4671643e-01  5.8194909e+00  1.0432647e-01 -1.4608291e+00 -7.5205681e-03  1.3783988e-01  5.5044162e-04 -1.0300523e-02
 -1.1950244e+01 -4.4250283e-01  5.7777996e+00  1.0446134e-01 -1.4605879e+00 -7.5422316e-03  1.3712138e-01  5.4702599e-04 -1.0221305e-02
 -1.1972892e+01 -4.3764737e-01  5.7276578e+00  1.0446159e-01 -1.4581732e+00 -7.5680362e-03  1.3624944e-01  5.4222503e-04 -1.0105107e-02
 -1.1994494e+01 -4.3314013e-01  5.6813703e+00  1.0454341e-01 -1.4572425e+00 -7.5892373e-03  1.3551211e-01  5.3849613e-04 -1.0016165e-02
 -1.2015278e+01 -4.2899099e-01  5.6394715e+00  1.0466056e-01 -1.4575908e+00 -7.5819292e-03  1.3474566e-01  5.3560530e-04 -9.9637723e-03
 -1.2035006e+01 -4.2481855e-01  5.5964055e+00  1.0483605e-01 -1.4582521e+00 -7.5989510e-03  1.3414820e-01  5.3299713e-04 -9.9023366e-03
 -1.2053696e+01 -4.2008513e-01  5.5454283e+00  1.0496928e-01 -1.4573236e+00 -7.6615736e-03  1.3369676e-01  5.2947429e-04 -9.7904904e-03
 -1.2072058e+01 -4.1634554e-01  5.5075121e+00  1.0512653e-01 -1.4588331e+00 -7.6498450e-03  1.3308986e-01  5.2762119e-04 -9.7634634e-03
 -1.2089826e+01 -4.1272256e-01  5.4709644e+00  1.0518475e-01 -1.4594760e+00 -7.6469667e-03  1.3259415e-01  5.2569772e-04 -9.7290250e-03
 -1.2106376e+01 -4.0798819e-01  5.4187608e+00  1.0537831e-01 -1.4593349e+00 -7.7079921e-03  1.3219580e-01  5.2257784e-04 -9.6259927e-03
 -1.2122654e+01 -4.0402237e-01  5.3766398e+00  1.0552075e-01 -1.4601488e+00 -7.7304444e-03  1.3179220e-01  5.2052730e-04 -9.5718084e-03
 -1.2138199e+01 -3.9971721e-01  5.3294930e+00  1.0570740e-01 -1.4607050e+00 -7.7860253e-03  1.3153680e-01  5.1824795e-04 -9.4913989e-03
 -1.2153054e+01 -3.9513275e-01  5.2780848e+00  1.0595281e-01 -1.4612490e+00 -7.8747701e-03  1.3145217e-01  5.1583396e-04 -9.3874624e-03
 -1.2167930e+01 -3.9138097e-01  5.2382159e+00  1.0600332e-01 -1.4616532e+00 -7.8839352e-03  1.3106517e-01  5.1394018e-04 -9.3439203e-03
 -1.2181968e+01 -3.8674060e-01  5.1858959e+00  1.0616534e-01 -1.4614609e+00 -7.9713566e-03  1.3100468e-01  5.1133166e-04 -9.2354259e-03
 -1.2195662e+01 -3.8268334e-01  5.1408253e+00  1.0637771e-01 -1.4627500e+00 -8.0266586e-03  1.3088179e-01  5.0966616e-04 -9.1688121e-03
 -1.2209098e+01 -3.7877434e-01  5.0977883e+00  1.0649961e-01 -1.4635035e+00 -8.0614518e-03  1.3066287e-01  5.0788955e-04 -9.1117192e-03
 -1.2222247e+01 -3.7526307e-01  5.0597577e+00  1.0661513e-01 -1.4648734e+00 -8.0657816e-03  1.3032517e-01  5.0655485e-04 -9.0833800e-03
 -1.2234772e+01 -3.7112862e-01  5.0129294e+00  1.0683463e-01 -1.4661298e+00 -8.1284540e-03  1.3025747e-01  5.0481694e-04 -9.0100151e-03
 -1.2247398e+01 -3.6775589e-01  4.9767208e+00  1.0678117e-01 -1.4660431e+00 -8.1257429e-03  1.2993622e-01  5.0330535e-04 -8.9807259e-03
 -1.2259201e+01 -3.6335087e-01  4.9258962e+00  1.0698568e-01 -1.4666287e+00 -8.2299281e-03  1.3015290e-01  5.0146756e-04 -8.8793254e-03
 -1.2270961e+01 -3.5998505e-01  4.8886595e+00  1.0712655e-01 -1.4682977e+00 -8.2445526e-03  1.2994249e-01  5.0045061e-04 -8.8515356e-03
 -1.2282477e+01 -3.5600036e-01  4.8435674e+00  1.0718326e-01 -1.4683224e+00 -8.2968166e-03  1.2990940e-01  4.9873453e-04 -8.7835230e-03
 -1.2293659e+01 -3.5217479e-01  4.8001490e+00  1.0726941e-01 -1.4687748e+00 -8.3475336e-03  1.2989838e-01  4.9725367e-04 -8.7220585e-03
 -1.2304632e+01 -3.4856406e-01  4.7594318e+00  1.0729563e-01 -1.4689101e+00 -8.3811982e-03  1.2980621e-01  4.9574644e-04 -8.6701745e-03
 -1.2315597e+01 -3.4561223e-01  4.7275271e+00  1.0721066e-01 -1.4690294e+00 -8.3508380e-03  1.2938663e-01  4.9466337e-04 -8.6661167e-03
 -1.2326196e+01 -3.4221151e-01  4.6894636e+00  1.0712558e-01 -1.4683368e+00 -8.3666313e-03  1.2922251e-01  4.9314817e-04 -8.6238608e-03
 -1.2336588e+01 -3.3893821e-01  4.6529107e+00  1.0703895e-01 -1.4678200e+00 -8.3703157e-03  1.2899411e-01  4.9176638e-04 -8.5917758e-03
 -1.2346814e+01 -3.3574671e-01  4.6173844e+00  1.0690797e-01 -1.4669774e+00 -8.3640749e-03  1.2871175e-01  4.9036625e-04 -8.5647600e-03
 -1.2356810e+01 -3.3261508e-01  4.5824165e+00  1.0676638e-01 -1.4660238e+00 -8.3574271e-03  1.2843376e-01  4.8896379e-04 -8.5378066e-03
 -1.2366634e+01 -3.2947436e-01  4.5472779e+00  1.0659764e-01 -1.4647938e+00 -8.3490694e-03  1.2814914e-01  4.8754769e-04 -8.5110562e-03
 -1.2376199e+01 -3.2619360e-01  4.5100183e+00  1.0647124e-01 -1.4637210e+00 -8.3589107e-03  1.2797438e-01  4.8611662e-04 -8.4730862e-03
 -1.2385715e+01 -3.2318798e-01  4.4765038e+00  1.0622041e-01 -1.4617842e+00 -8.3383881e-03  1.2762918e-01  4.8463870e-04 -8.4513947e-03
 -1.2395072e+01 -3.2008186e-01  4.4417076e+00  1.0588000e-01 -1.4587654e+00 -8.3213020e-03  1.2729914e-01  4.8285781e-04 -8.4197382e-03
 -1.2403904e+01 -3.1650776e-01  4.3997197e+00  1.0593068e-01 -1.4589423e+00 -8.3707860e-03  1.2736160e-01  4.8159316e-04 -8.3624544e-03
 -1.2412719e+01 -3.1319660e-01  4.3613977e+00  1.0581488e-01 -1.4577944e+00 -8.3896844e-03  1.2725171e-01  4.8015680e-04 -8.3184354e-03
