 20070109
 14 15
          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.
          0.          0.          0.  0.24586785  0.19051158  0.16235442  0.14329052  0.12881671  0.11800103  0.10937667  0.10216851  0.09678371  0.09139322  0.08803733  0.08430315
          0.          0.          0.   0.8026427  0.09085006  0.06181727  0.06178869  0.06023609  0.05861854  0.05715862  0.05506275  0.05294095  0.05099193  0.04954891  0.04793394
          0.          0.          0.          0.  0.79271698   0.0701016  0.01691143   0.0140087  0.01869008  0.02125686  0.02260461  0.02397135  0.02426896  0.02397056  0.02469692
          0.          0.          0.          0.          0.  0.78640544  0.09711918  0.01189304 -0.00136751 -0.00113247  0.00098223  0.00386226  0.00527421  0.00616667  0.00804711
          0.          0.          0.          0.          0.          0.  0.76783526  0.13314129  0.02648726  0.00146353 -0.00544246 -0.00551451  -0.0031878 -0.00376645 -0.00171838
          0.          0.          0.          0.          0.          0.          0.  0.74124563  0.16735578  0.04791027  0.01218124   -9.37e-06 -0.00382327 -0.00508919 -0.00521967
          0.          0.          0.          0.          0.          0.          0.          0.  0.70279408  0.19134593  0.06891189  0.02652743  0.00930019  0.00228244 -0.00099487
          0.          0.          0.          0.          0.          0.          0.          0.          0.  0.66540849  0.20716748  0.08618066  0.04048099  0.02005925  0.01011098
          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.  0.62612939  0.21521707  0.09946553  0.05219151  0.02994304
          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.  0.58427924   0.2210938    0.109101  0.06201692
          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.  0.54895425  0.21981779  0.11499117
          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.   0.5176456  0.21663782
          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.  0.48468909
 14 15
          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.
          0.          0.          0. -0.06965577 -0.10774879 -0.10866447 -0.10299814 -0.09617072 -0.09021704 -0.08485942 -0.08013427 -0.07644645 -0.07260653 -0.07012866 -0.06721935
          0.          0.          0.  0.03657217  0.06099085  0.00230383 -0.02240677 -0.03170714 -0.03582631 -0.03768479 -0.03791236 -0.03753002 -0.03679784 -0.03617226 -0.03524328
          0.          0.          0.          0. -0.00347499  0.09698921  0.05148011  0.02470934  0.00840594 -0.00040299 -0.00548895 -0.00905632 -0.01098852 -0.01189039 -0.01314037
          0.          0.          0.          0.          0. -0.04478357  0.09099282  0.06817564  0.04625041  0.03113073  0.02134862  0.01432663  0.01001109  0.00719885   0.0043671
          0.          0.          0.          0.          0.          0.  -0.0751802  0.07148378  0.06688988  0.05237036  0.04124308  0.03206793    0.024694  0.02125553  0.01722575
          0.          0.          0.          0.          0.          0.          0. -0.09601037  0.04854436  0.05748083  0.05070819  0.04263915  0.03564836  0.03027839  0.02618851
          0.          0.          0.          0.          0.          0.          0.          0. -0.10440453  0.02920597  0.04562783  0.04437728  0.03989327   0.0348454  0.03065444
          0.          0.          0.          0.          0.          0.          0.          0.          0. -0.10917129   0.0137886  0.03431035   0.0367071  0.03476696  0.03176235
          0.          0.          0.          0.          0.          0.          0.          0.          0.          0. -0.10889098  0.00249642  0.02434047  0.02935039  0.02918975
          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0. -0.10357222 -0.00755424  0.01596028  0.02242342
          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0. -0.09944646 -0.01302458  0.00957746
          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0. -0.09566928 -0.01702143
          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0. -0.08896416
 14 15
          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.
