 9101
 1.500E-01   0.000E+00  0.000E+00  2.800E-01
 6.000E-01   0.000E+00  0.000E+00  2.800E-01
 4.000E-02   2.100E-01 -4.000E-02  2.800E-01
 2.700E-01   8.000E-02  0.000E+00  2.800E-01
 3.300E-01   5.000E-02  0.000E+00  2.800E-01
 3.600E-01   4.000E-02  0.000E+00  2.800E-01
 3.700E-01   3.000E-02  0.000E+00  2.800E-01
 3.800E-01   3.000E-02  0.000E+00  2.800E-01
 2.000E-02   2.000E-02  0.000E+00  2.800E-01
 4.000E-02   2.000E-01 -4.000E-02  2.800E-01
 2.000E-01   5.000E-02  0.000E+00  2.800E-01
 3.000E-01   5.000E-02  0.000E+00  2.800E-01
 7.000E-01   1.000E+00 -5.000E-01  2.800E-01
-3.000E-01   6.000E-01 -2.000E-01  2.800E-01
-3.200E-01   8.800E-01 -2.700E-01  2.800E-01
-2.600E-01   6.300E-01 -3.000E-01  2.800E-01
-1.600E-01   8.000E-01 -2.000E-01  2.800E-01
 5.000E-02   2.000E-01  0.000E+00  2.800E-01
 2.000E-01   1.500E-01  0.000E+00  2.800E-01
-1.700E-01   2.500E-01  0.000E+00  2.800E-01
-4.000E-02   2.000E-01  0.000E+00  2.800E-01
 5.500E-02   0.000E+00  0.000E+00  0.000E+00
 0.000E+00   0.000E+00  7.000E-02  0.000E+00
 0.000E+00   0.000E+00  2.000E-01  0.000E+00
 5.280E-04   1.450E-01  7.600E+00  1.000E+00
 1.160E-03   1.910E-01  7.600E+00  1.000E+00
 3.630E-03   2.680E-01  7.900E+00  1.000E+00
 4.350E-03   3.230E-01  7.600E+00  1.000E+00
 1.490E-03  -5.060E-01  7.600E+00  1.000E+00
 1.010E-03  -9.000E-03  7.600E+00  1.000E+00
 3.620E-03   1.980E-01  7.250E+00  1.000E+00
 6.440E-04  -5.790E-01  7.600E+00  1.000E+00
 3.030E-03   1.220E-01  6.800E+00  1.000E+00
 8.290E-03   1.990E-01  7.200E+00  1.000E+00
 8.630E-03   2.630E-01  6.800E+00  1.000E+00
 2.350E-03   5.200E-02  6.800E+00  1.000E+00
 3.030E-03  -1.450E-01  6.800E+00  1.000E+00
 2.330E-03  -3.120E-01  6.800E+00  1.000E+00
 1.870E-03   7.800E-02  6.600E+00  1.000E+00
 3.920E-03   1.090E-01  6.600E+00  1.000E+00
 1.040E-02   1.770E-01  7.000E+00  1.000E+00
 1.990E-03   2.800E-02  7.000E+00  1.000E+00
 1.020E-02   2.350E-01  6.600E+00  1.000E+00
 3.200E-03  -2.600E-02  6.600E+00  1.000E+00
 3.280E-03  -2.240E-01  6.600E+00  1.000E+00
 3.050E-03  -4.240E-01  6.600E+00  1.000E+00
 2.550E-03   7.100E-02  6.400E+00  1.000E+00
 5.310E-03   9.900E-02  6.400E+00  1.000E+00
 4.720E-03   2.600E-02  7.250E+00  1.000E+00
 1.380E-02   1.600E-01  6.800E+00  1.000E+00
 2.680E-03   2.500E-02  6.800E+00  1.000E+00
 1.350E-02   3.060E-01  6.400E+00  1.000E+00
 4.040E-03   2.600E-02  6.400E+00  1.000E+00
 3.460E-03  -2.010E-01  6.400E+00  1.000E+00
 3.650E-03  -3.760E-01  6.400E+00  1.000E+00
 1.090E-02   4.020E-01  7.250E+00  1.000E+00
 1.250E-02   4.420E-01  7.150E+00  1.000E+00
 3.800E-02   2.030E-01  7.050E+00  1.000E+00
