20190102 # magic number
# Give level energies in cm^-1 for each He-like ion.
# Each line gives n, l, S, J, energy.
# The last entry for each ion is the ionization potential.
# It is marked with negative quantum numbers. The ionization
# potential MUST be the last entry for a given element!
# It is used as a sentinel to switch to the next element.
#
# If no data exists for a given level, omit it in this table.
# The value will be filled in using the quantum defect routine.
#
# helium
# These energies from Drake 1996, except these divided by c
#
# lithium thru zinc
# These energies are from CHIANTI 5, up to 5^1P 
# >>refer He-like	Energies	Landi et al., 2005; ApJSS, in press 
# >>refer He-like	Energies	Dere, K. P. et al. 1997, 
# >>refercon	 Astronomy and Astrophysics Suppl. Ser., Vol. 125, pp. 149-173
#
# Ionization potentials (in Rydbergs) for each ion in the iso-seq up to Z=30.	
# These are exactly what you get if you take Verner's numbers in atmdat_ph1(0,1,nelem,0) 
# and multiply by (0.9998787/EVRYD)*RYD_INF, exactly as is done elsewhere in Cloudy
#
# helium
 1  0  1  0 0.0000
 2  0  3 -1 159855.9734
 2  0  1  0 166277.4390
 2  1  3  0 169087.8298
 2  1  3  1 169086.8417
 2  1  3  2 169086.7652
 2  1  1  1 171134.8957
 3  0  3 -1 183236.7908
 3  0  1  0 184864.8281
 3  1  3 -1 185564.6657
 3  2  3 -1 186101.5615
 3  2  1  2 186104.9656
 3  1  1  1 186209.3638
 4  0  3 -1 190298.6619
 4  0  1  0 190940.6075
 4  1  3 -1 191217.0826
 4  2  3 -1 191444.4868
 4  2  1  2 191446.4547
 4  3  3 -1 191451.8805
 4  3  1  3 191451.8964
 4  1  1  1 191492.7108
 5  0  3 -1 193346.9900
 5  0  1  0 193663.5106
 5  1  3 -1 193800.7280
 5  2  3 -1 193917.1538
 5  2  1  2 193918.2888
 5  3  3 -1 193921.1207
 5  3  1  3 193921.1298
 5  4  3 -1 193921.6166
 5  4  1  4 193921.6209
 5  1  1  1 193942.4612
 6  0  3 -1 194936.1184
 6  0  1  0 195114.8672
 6  1  3 -1 195192.7542
 6  2  3 -1 195260.0724
