 20061204
 3  3 4.500e-13 6.480e-01
 3  4 2.680e-12 7.250e-01
 3  5 4.900e-12 8.030e-01
 3  6 9.400e-12 7.650e-01
 3  7 1.590e-11 7.590e-01
 3  8 1.919e-11 7.849e-01
 3  9 2.800e-11 7.710e-01
 3 10 4.030e-11 7.873e-01
 3 11 6.830e-11 7.650e-01
 3 12 8.343e-11 8.291e-01
 3 13 1.430e-10 8.230e-01
 3 14 1.460e-10 8.391e-01
 3 15 2.000e-10 8.060e-01
 3 16 2.091e-10 8.691e-01
 3 17 3.070e-10 8.190e-01
 3 18 3.210e-10 8.934e-01
 3 19 4.610e-10 8.330e-01
 3 20 4.870e-10 8.060e-01
 3 21 5.139e-10 7.781e-01
 3 22 5.850e-10 7.570e-01
 3 23 6.556e-10 7.359e-01
 3 24 7.238e-10 7.242e-01
 3 26 8.404e-10 7.167e-01
 3 27 1.360e-09 8.420e-01
 3 28 1.880e-09 8.420e-01
 3 29 2.400e-09 8.420e-01
 4  4 4.600e-13 6.360e-01
 4  5 2.300e-12 6.450e-01
 4  6 5.000e-12 6.760e-01
 4  7 9.600e-12 6.700e-01
 4  8 1.558e-11 6.816e-01
 4  9 2.300e-11 7.040e-01
 4 10 3.253e-11 7.075e-01
 4 11 4.600e-11 7.110e-01
 4 12 5.951e-11 7.125e-01
 4 13 7.700e-11 7.140e-01
 4 14 1.042e-10 7.330e-01
 4 15 1.400e-10 7.550e-01
 4 16 1.760e-10 7.682e-01
 4 17 2.140e-10 7.740e-01
 4 18 2.629e-10 7.772e-01
 4 19 3.240e-10 7.800e-01
 4 20 3.970e-10 7.840e-01
 4 21 4.700e-10 7.873e-01
 4 22 5.500e-10 7.910e-01
 4 23 6.301e-10 7.952e-01
 4 24 7.058e-10 7.982e-01
 4 26 8.252e-10 8.004e-01
 4 27 8.710e-10 8.000e-01
 4 28 9.170e-10 8.000e-01
 4 29 9.630e-10 7.990e-01
 5  5 4.700e-13 6.240e-01
 5  6 2.200e-12 6.390e-01
 5  7 5.100e-12 6.600e-01
 5  8 9.171e-12 6.757e-01
 5  9 1.500e-11 6.840e-01
 5 10 2.191e-11 6.875e-01
 5 11 3.200e-11 6.910e-01
 5 12 4.308e-11 6.970e-01
 5 13 5.800e-11 7.030e-01
 5 14 7.316e-11 7.027e-01
 5 15 9.200e-11 7.140e-01
 5 16 1.198e-10 7.508e-01
 5 17 1.580e-10 7.900e-01
 5 18 2.048e-10 8.032e-01
 5 19 2.600e-10 8.000e-01
 5 20 3.280e-10 7.990e-01
 5 21 3.966e-10 7.973e-01
 5 22 4.760e-10 8.000e-01
 5 23 5.547e-10 8.027e-01
 5 24 6.313e-10 8.058e-01
 5 26 7.503e-10 8.085e-01
 5 27 7.940e-10 8.080e-01
 5 28 8.380e-10 8.080e-01
 5 29 8.810e-10 8.070e-01
 6  6 4.100e-13 6.080e-01
 6  7 2.000e-12 6.460e-01
 6  8 5.231e-12 6.615e-01
 6  9 9.100e-12 6.680e-01
 6 10 1.447e-11 6.814e-01
 6 11 2.300e-11 6.950e-01
 6 12 3.145e-11 6.915e-01
 6 13 4.300e-11 6.880e-01
 6 14 5.659e-11 7.023e-01
 6 15 7.400e-11 7.160e-01
 6 16 9.561e-11 7.102e-01
 6 17 1.230e-10 7.020e-01
 6 18 1.587e-10 7.105e-01
 6 19 2.040e-10 7.300e-01
 6 20 2.630e-10 7.490e-01
 6 21 3.220e-10 7.683e-01
 6 22 3.950e-10 7.830e-01
 6 23 4.671e-10 7.967e-01
 6 24 5.407e-10 8.058e-01
 6 26 6.611e-10 8.121e-01
 6 27 7.080e-10 8.110e-01
 6 28 7.550e-10 8.100e-01
 6 29 8.020e-10 8.090e-01
 7  7 3.100e-13 6.780e-01
 7  8 1.344e-12 6.708e-01
 7  9 4.400e-12 6.750e-01
 7 10 7.849e-12 6.952e-01
 7 11 1.400e-11 7.160e-01
 7 12 2.049e-11 7.090e-01
 7 13 3.000e-11 7.020e-01
 7 14 4.125e-11 6.965e-01
 7 15 5.500e-11 7.110e-01
 7 16 7.280e-11 7.518e-01
 7 17 9.550e-11 7.930e-01
 7 18 1.235e-10 8.052e-01
 7 19 1.580e-10 8.000e-01
 7 20 2.060e-10 7.990e-01
 7 21 2.537e-10 7.977e-01
 7 22 3.190e-10 8.020e-01
 7 23 3.844e-10 8.071e-01
 7 24 4.564e-10 8.124e-01
 7 26 5.842e-10 8.168e-01
 7 27 6.380e-10 8.160e-01
 7 28 6.920e-10 8.150e-01
 7 29 7.460e-10 8.140e-01
 8  8 6.273e-13 6.798e-01
 8  9 1.500e-12 6.930e-01
 8 10 3.399e-12 7.054e-01
 8 11 7.700e-12 7.180e-01
 8 12 1.275e-11 7.170e-01
 8 13 2.110e-11 7.160e-01
 8 14 2.975e-11 6.945e-01
 8 15 4.000e-11 6.960e-01
 8 16 5.281e-11 7.491e-01
 8 17 6.920e-11 8.110e-01
 8 18 9.044e-11 8.251e-01
 8 19 1.180e-10 8.100e-01
 8 20 1.580e-10 8.040e-01
 8 21 1.983e-10 7.980e-01
 8 22 2.570e-10 8.040e-01
 8 23 3.154e-10 8.101e-01
 8 24 3.837e-10 8.183e-01
 8 26 5.147e-10 8.253e-01
 8 27 5.750e-10 8.240e-01
 8 28 6.350e-10 8.230e-01
 8 29 6.960e-10 8.210e-01
 9  9 2.200e-13 7.590e-01
 9 10 8.775e-13 7.467e-01
 9 11 3.500e-12 7.340e-01
 9 12 6.481e-12 7.345e-01
 9 13 1.200e-11 7.350e-01
 9 14 1.834e-11 7.285e-01
 9 15 2.700e-11 7.330e-01
 9 16 3.711e-11 7.641e-01
 9 17 4.900e-11 8.010e-01
 9 18 6.444e-11 8.175e-01
 9 19 8.510e-11 8.200e-01
 9 20 1.170e-10 8.220e-01
 9 21 1.494e-10 8.242e-01
 9 22 2.010e-10 8.280e-01
 9 23 2.525e-10 8.311e-01
 9 24 3.177e-10 8.341e-01
 9 26 4.552e-10 8.364e-01
 9 27 5.250e-10 8.360e-01
 9 28 5.950e-10 8.360e-01
 9 29 6.650e-10 8.350e-01
11 11 1.400e-13 8.550e-01
11 12 7.197e-13 7.697e-01
11 13 3.700e-12 6.930e-01
11 14 7.980e-12 6.829e-01
11 15 1.200e-11 7.010e-01
11 16 1.800e-11 7.232e-01
11 17 2.690e-11 7.440e-01
11 18 3.748e-11 7.628e-01
11 19 5.040e-11 7.800e-01
11 20 7.240e-11 7.950e-01
11 21 9.440e-11 8.107e-01
11 22 1.350e-10 8.220e-01
11 23 1.751e-10 8.340e-01
11 24 2.298e-10 8.417e-01
11 26 3.461e-10 8.469e-01
11 27 4.030e-10 8.460e-01
11 28 4.600e-10 8.450e-01
11 29 5.170e-10 8.440e-01
12 12 3.980e-13 8.019e-01
12 13 1.000e-12 7.860e-01
12 14 2.558e-12 7.629e-01
12 15 5.700e-12 7.550e-01
12 16 1.011e-11 7.703e-01
12 17 1.580e-11 7.930e-01
12 18 2.448e-11 8.052e-01
12 19 3.760e-11 8.100e-01
12 20 5.870e-11 8.150e-01
12 21 7.972e-11 8.206e-01
12 22 1.130e-10 8.270e-01
12 23 1.470e-10 8.325e-01
12 24 1.908e-10 8.372e-01
12 26 2.976e-10 8.406e-01
12 27 3.630e-10 8.400e-01
12 28 4.280e-10 8.390e-01
12 29 4.940e-10 8.390e-01
13 13 5.900e-13 6.010e-01
13 14 1.294e-12 6.766e-01
13 15 2.700e-12 7.450e-01
13 16 5.165e-12 7.893e-01
13 17 9.120e-12 8.110e-01
13 18 1.513e-11 8.186e-01
13 19 2.400e-11 8.200e-01
13 20 3.960e-11 8.220e-01
13 21 5.518e-11 8.245e-01
13 22 8.370e-11 8.280e-01
13 23 1.123e-10 8.313e-01
13 24 1.525e-10 8.342e-01
13 25 2.000e-10 8.360e-01
13 26 2.537e-10 8.364e-01
13 27 3.160e-10 8.360e-01
13 28 3.780e-10 8.360e-01
13 29 4.410e-10 8.350e-01
14 14 9.761e-13 6.209e-01
14 15 1.800e-12 6.860e-01
14 16 3.320e-12 7.579e-01
14 17 6.030e-12 8.120e-01
14 18 1.063e-11 8.269e-01
14 19 1.800e-11 8.200e-01
14 20 3.130e-11 8.180e-01
14 21 4.451e-11 8.153e-01
14 22 6.830e-11 8.200e-01
14 23 9.206e-11 8.246e-01
14 24 1.250e-10 8.302e-01
14 25 1.640e-10 8.340e-01
14 26 2.093e-10 8.349e-01
14 27 2.630e-10 8.340e-01
14 28 3.170e-10 8.330e-01
14 29 3.700e-10 8.320e-01
15 15 4.100e-13 6.300e-01
15 16 1.248e-12 7.663e-01
15 17 3.230e-12 8.690e-01
15 18 6.384e-12 8.790e-01
15 19 1.070e-11 8.400e-01
15 20 1.920e-11 8.210e-01
15 21 2.765e-11 8.012e-01
15 22 4.650e-11 8.060e-01
15 23 6.539e-11 8.099e-01
15 24 9.539e-11 8.202e-01
15 25 1.330e-10 8.280e-01
15 26 1.769e-10 8.299e-01
15 27 2.290e-10 8.280e-01
15 28 2.810e-10 8.260e-01
15 29 3.330e-10 8.240e-01
16 16 1.010e-12 7.380e-01
16 17 1.950e-12 7.520e-01
16 18 3.766e-12 7.662e-01
16 19 7.080e-12 7.800e-01
16 20 1.430e-11 7.920e-01
16 21 2.152e-11 8.038e-01
16 22 3.740e-11 8.120e-01
16 23 5.335e-11 8.207e-01
16 24 7.807e-11 8.260e-01
16 25 1.090e-10 8.290e-01
16 26 1.459e-10 8.296e-01
16 27 1.910e-10 8.290e-01
16 28 2.360e-10 8.280e-01
16 29 2.810e-10 8.280e-01
17 17 3.770e-13 6.510e-01
17 18 1.304e-12 6.753e-01
17 19 3.960e-12 7.000e-01
17 20 1.130e-11 7.240e-01
17 21 1.857e-11 7.484e-01
17 22 3.170e-11 7.680e-01
17 23 4.479e-11 7.883e-01
17 24 6.106e-11 8.020e-01
17 25 8.130e-11 8.100e-01
17 26 1.098e-10 8.118e-01
17 27 1.500e-10 8.100e-01
17 28 1.900e-10 8.080e-01
17 29 2.300e-10 8.060e-01
18 18 2.762e-13 8.023e-01
18 19 6.780e-13 8.000e-01
18 20 2.330e-12 7.980e-01
18 21 3.983e-12 7.955e-01
18 22 1.150e-11 7.940e-01
18 23 1.906e-11 7.919e-01
18 24 3.620e-11 7.907e-01
18 25 6.050e-11 7.900e-01
18 26 8.818e-11 7.898e-01
18 27 1.190e-10 7.900e-01
18 28 1.500e-10 7.900e-01
18 29 1.810e-10 7.900e-01
19 19 1.120e-13 9.000e-01
