SEQ='NE'     NUCCHG=30                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 329256543.4  NPRNT= 114
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          1S2 2S2 2P5         (2)1( 1.5)        0.0 
     2          1S2 2S2 2P5         (2)1( 0.5)   206193.5 
     3          1S2 2S1 2P6         (2)0( 0.5)  1356236.2 
                                                                          2.702E+10   7.199E+04   3.504E+09   1.291E+11   0.000E+00   3.553E+03
                                                                          4.394E+10   5.669E+09   1.431E+11   1.442E+10   1.106E+11   9.899E+10
                                                                          6.701E+06   1.120E+11   1.033E+09   4.343E+04   9.643E+08   8.003E+08
                                                                          5.759E+10   9.081E+02   0.000E+00   1.949E+11   1.039E+11   1.057E+04
                                                                          8.220E+07   3.638E+11   2.162E+11   3.452E+10   2.280E+13   1.766E+13
                                                                          2.490E+10   1.206E+11   1.533E+13   5.964E+12   1.160E+13   1.560E+09
                                                                          5.093E+10   9.309E+06   3.322E+10   1.143E+10   2.989E+09   5.290E+10
                                                                          4.317E+11   3.782E+10   1.283E+14   7.177E+10   1.074E+08   4.896E+13
                                                                          2.410E+10   4.533E+11   6.225E+09   1.831E+10   1.108E+05   1.708E+09
                                                                          1.506E+05   4.494E+11   6.746E+08   6.616E+05   4.359E+10   1.664E+11
                                                                          8.091E+11   3.586E+10   4.849E+10   9.113E+07   5.132E+08   6.897E+05
                                                                          1.156E+08   9.523E+09   9.394E+11   9.000E+10   2.347E+08   1.116E+11
                                                                          4.569E+06   3.070E+05   2.204E+11   1.453E+11   3.104E+07   5.753E+10
                                                                          5.751E+13   2.135E+11   4.101E+11   6.795E+07   1.424E+08   0.000E+00
     3    28  3  -1    6.382426E+02   1.533E+14
     4    28  3  -1    6.365466E+02   3.760E+14
     5    28  3  -1    6.364441E+02   2.238E+14
     3    29  3  -1    6.387325E+02   2.328E+14   1.169E+15   1.070E+15   3.357E+13   1.685E+13   1.091E+13   5.150E+13   4.345E+13   2.183E+13
                                                                          3.377E+12   1.494E+12   3.176E+14   1.993E+14   6.935E+10   1.274E+08
                                                                          9.969E+10   2.427E+08   4.314E+08   2.502E+09   3.036E+10   5.754E+09
                                                                          1.448E+10   1.571E+11   4.316E+13   8.774E+06   6.596E+10   8.946E+09
                                                                          1.464E+09   2.302E+09   6.546E+10   2.129E+08   9.523E+10   4.275E+10
                                                                          2.714E+10   0.000E+00   3.759E+09   6.265E+09   0.000E+00   0.000E+00
                                                                          4.876E+10   6.893E+09   1.279E+11   1.289E+10   5.152E+09   9.099E+10
                                                                          4.548E+06   3.809E+10   1.402E+09   0.000E+00   5.760E+08   5.321E+08
                                                                          4.803E+10   0.000E+00   0.000E+00   2.174E+11   9.841E+10   0.000E+00
                                                                          6.663E+07   3.232E+11   1.910E+11   3.752E+10   2.029E+03   3.559E+12
                                                                          2.277E+10   1.035E+11   1.925E+11   5.552E+13   1.920E+12   1.391E+09
                                                                          4.446E+10   0.000E+00   3.085E+10   7.826E+09   2.381E+09   5.498E+10
                                                                          4.117E+11   4.690E+10   1.155E+14   6.659E+10   9.797E+06   8.543E+13
                                                                          2.067E+10   4.230E+11   3.004E+09   9.535E+09   0.000E+00   3.445E+04
                                                                          3.193E+07   4.892E+11   2.284E+07   2.882E+08   1.238E+10   1.623E+11
                                                                          8.642E+11   4.095E+10   1.474E+10   1.071E+08   4.409E+07   6.328E+08
                                                                          8.972E+09   1.243E+10   1.008E+12   2.934E+10   8.041E+07   1.546E+10
                                                                          1.258E+09   1.309E+09   1.711E+11   1.008E+11   1.852E+08   2.507E+10
                                                                          5.749E+13   2.804E+11   4.810E+11   6.150E+07   1.222E+08   0.000E+00
     5    29  3  -1    6.369340E+02   1.568E+14
    23    29  3  -1    6.306302E+02   3.940E+10
    27    29  3  -1    6.288419E+02   1.224E+10
     6    30  3  -1    6.384697E+02   1.974E+14   1.134E+15   1.058E+15   3.835E+13   3.544E+12   1.142E+13   2.996E+06   3.314E+09   1.030E+09
                                                                          6.180E+10   3.030E+08   1.854E+07   3.368E+11   3.963E+13   4.220E+13
                                                                          3.235E+12   1.521E+13   0.000E+00   1.987E+13   1.027E+13   2.317E+11
                                                                          4.118E+09   6.549E+13   8.654E+10   5.994E+09   7.001E+11   3.366E+12
                                                                          3.086E+14   0.000E+00   1.785E+13   5.908E+12   1.121E+14   1.888E+04
                                                                          3.373E+11   5.543E+04   5.037E+09   1.589E+13   0.000E+00   3.513E+05
                                                                          9.840E+08   2.029E+10   6.103E+04   1.967E+10   1.093E+12   1.281E+05
                                                                          1.198E+11   2.794E+13   3.753E+10   3.842E+05   5.437E+01   1.213E+09
                                                                          5.145E+04   2.522E+06   0.000E+00   2.289E+11   5.847E+04   7.677E+04
                                                                          1.074E+11   3.902E+05   4.737E+10   9.693E+10   1.836E+10   1.228E+12
                                                                          7.551E+03   1.869E+09   1.700E+11   1.411E+12   3.940E+11   2.071E+13
                                                                          1.032E+04   1.099E+04   1.660E+13   1.194E+04   1.120E+12   2.295E+13
                                                                          2.951E+10   1.617E+04   3.338E+11   2.660E+11   2.229E+12   1.258E+11
                                                                          7.864E+11   1.730E+13   1.144E+08   3.258E+08   0.000E+00   1.350E+09
                                                                          0.000E+00   1.052E+14   8.472E+09   0.000E+00   3.155E+09   3.485E+13
                                                                          6.968E+04   9.788E+11   5.500E+09   2.830E+10   1.021E+10   0.000E+00
                                                                          2.545E+09   1.408E+11   2.948E+13   5.433E+05   4.263E+09   6.353E+08
                                                                          3.801E+11   0.000E+00   7.982E+09   1.338E+12   1.398E+07   5.947E+10
                                                                          1.166E+11   5.549E+13   1.753E+09   2.264E+11   4.816E+01   0.000E+00
     9    30  3  -1    6.378926E+02   5.780E+13
    12    30  3  -1    6.364645E+02   1.201E+14
    13    30  3  -1    6.360018E+02   2.718E+12
     1    31  3  -1    7.188191E+02   4.569E+13   1.151E+15   1.055E+15   3.577E+13   4.650E+12   9.979E+12   5.294E+09   5.986E+10   2.091E+10
                                                                          1.859E+09   1.468E+10   4.205E+10   2.311E+11   3.722E+13   3.968E+13
                                                                          3.989E+12   1.568E+13   2.431E+12   1.865E+13   1.021E+13   1.276E+12
                                                                          2.011E+11   6.173E+13   4.622E+10   2.078E+11   1.119E+12   3.239E+12
                                                                          2.893E+14   1.309E+13   2.311E+13   1.535E+13   1.057E+14   9.516E+10
                                                                          3.206E+10   2.983E+05   9.118E+10   1.672E+13   1.023E+06   2.628E+06
                                                                          2.476E+09   6.683E+10   3.140E+06   7.420E+09   3.827E+12   8.682E+09
                                                                          1.746E+10   2.666E+13   7.873E+10   4.726E+04   7.678E+09   9.565E+09
                                                                          1.854E+10   8.577E+06   1.875E+06   2.171E+11   5.172E+09   6.974E+05
                                                                          2.519E+11   3.646E+10   1.372E+11   1.054E+11   2.068E+10   1.200E+12
                                                                          8.026E+08   6.817E+10   2.029E+11   1.360E+12   4.272E+11   6.445E+12
                                                                          2.281E+13   8.948E+03   1.052E+12   1.130E+11   8.186E+12   1.408E+13
                                                                          7.575E+12   5.210E+11   3.554E+11   2.943E+12   4.139E+12   1.194E+11
                                                                          4.830E+11   6.779E+12   5.595E+07   3.344E+08   0.000E+00   1.227E+09
                                                                          2.454E+08   1.178E+14   7.771E+09   4.889E+06   3.104E+09   2.498E+13
                                                                          5.197E+12   5.638E+12   5.298E+09   2.666E+10   1.033E+10   2.040E+09
                                                                          6.568E+09   1.305E+11   2.340E+13   1.989E+08   4.051E+09   1.941E+09
                                                                          3.592E+11   1.990E+10   8.057E+10   1.257E+12   4.500E+09   6.130E+10
                                                                          1.516E+11   5.202E+13   3.485E+12   2.199E+11   1.339E+10   0.000E+00
     6    31  3  -1    6.385400E+02   1.397E+14
     7    31  3  -1    6.383501E+02   3.599E+14
     9    31  3  -1    6.379630E+02   6.049E+11
    10    31  3  -1    6.377725E+02   1.395E+13
    11    31  3  -1    6.370198E+02   2.277E+14
    12    31  3  -1    6.365349E+02   2.282E+14
    13    31  3  -1    6.360722E+02   8.310E+12
    14    31  3  -1    6.360243E+02   5.964E+12
    15    31  3  -1    6.346764E+02   1.489E+14
     6    32  3  -1    6.389254E+02   2.757E+13   1.134E+15   1.058E+15   2.266E+13   1.920E+13   1.140E+13   7.628E+10   2.234E+10   3.300E+10
                                                                          1.728E+10   3.546E+09   2.026E+11   1.193E+10   1.214E+12   1.982E+12
                                                                          1.529E+13   2.272E+13   3.886E+13   3.932E+11   8.998E+12   1.689E+13
                                                                          3.154E+12   5.234E+12   2.021E+10   3.235E+12   7.393E+12   1.295E+12
                                                                          1.387E+12   2.090E+14   1.017E+14   1.568E+14   1.242E+13   1.133E+10
                                                                          7.521E+09   6.270E+10   7.237E+09   2.865E+13   6.655E+05   3.186E+09
                                                                          4.050E+10   5.033E+10   1.718E+10   1.401E+09   4.473E+13   2.762E+10
                                                                          2.762E+09   7.948E+12   5.363E+09   4.543E+10   3.128E+10   1.414E+11
                                                                          3.259E+10   1.027E+09   1.803E+06   4.078E+10   1.882E+11   1.255E+10
                                                                          1.595E+11   8.699E+10   2.003E+10   8.936E+10   4.490E+10   8.800E+11
                                                                          6.967E+10   1.394E+10   6.221E+11   8.027E+11   1.005E+12   1.204E+12
                                                                          2.983E+10   1.837E+13   3.527E+12   7.362E+12   1.844E+11   1.928E+11
                                                                          3.034E+12   1.252E+13   6.411E+11   1.014E+13   2.512E+12   3.003E+05
                                                                          6.263E+12   5.587E+11   3.347E+07   1.107E+08   4.258E+05   4.157E+07
                                                                          3.420E+09   3.530E+11   1.565E+08   2.389E+07   2.112E+09   1.297E+13
                                                                          9.889E+13   5.764E+13   1.415E+09   6.111E+08   1.304E+10   3.426E+10
                                                                          6.254E+10   9.164E+07   1.665E+13   3.252E+09   1.962E+09   1.791E+10
                                                                          2.457E+10   3.229E+11   1.177E+12   1.529E+10   7.348E+10   9.930E+10
                                                                          1.648E+11   1.243E+09   5.570E+13   2.460E+10   2.235E+11   0.000E+00
     7    32  3  -1    6.387355E+02   9.705E+11
     8    32  3  -1    6.384149E+02   3.813E+14
     9    32  3  -1    6.383483E+02   6.384E+13
    10    32  3  -1    6.381579E+02   1.859E+14
    12    32  3  -1    6.369203E+02   1.845E+12
    13    32  3  -1    6.364575E+02   2.804E+14
    14    32  3  -1    6.364097E+02   1.894E+14
     1    33  3  -1    7.194667E+02   3.171E+14   1.249E+15   1.036E+15   1.747E+13   1.420E+13   1.448E+12   1.151E+10   5.423E+09   4.184E+09
                                                                          7.422E+09   8.294E+09   1.931E+11   2.982E+10   3.609E+12   4.492E+12
