SEQ='MG'     NUCCHG=19                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 127272625.9  NPRNT=   5
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2S2 2P6 3S1         (2)0( 0.5)        0.0 
     2          2S2 2P6 3P1         (2)1( 0.5)   156241.8 
     3          2S2 2P6 3P1         (2)1( 1.5)   159921.9 
     4          2S2 2P6 3D1         (2)2( 1.5)   377904.8 
     5          2S2 2P6 3D1         (2)2( 2.5)   378493.4 

   IC RESOLVED LEVEL INDEXING           BWNR= 128510439.4 NLVL=  1111
   --------------------------
   INDX  IRSL   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
     9   122  3  -1    2.079443E+01   7.859E+09
    13   122  3  -1    2.076229E+01   4.736E+09
    14   122  3  -1    2.075902E+01   2.186E+10
    15   122  3  -1    2.031863E+01   3.144E+08
     2   123  3  -1    2.457397E+01   3.707E+09   1.972E+11   1.906E+14   7.760E+12   3.300E+11   1.795E+14   5.796E+11   2.429E+12
     4   123  3  -1    2.396770E+01   4.127E+10
    10   123  3  -1    2.079419E+01   1.793E+09
    12   123  3  -1    2.077389E+01   1.243E+09
    16   123  3  -1    2.025271E+01   1.771E+10
     1   124  3  -1    2.458703E+01   7.057E+11   4.693E+11   3.319E+13   2.136E+12   2.282E+13   7.834E+12   3.664E+11   2.569E+10
     2   124  3  -1    2.457706E+01   1.384E+10
     3   124  3  -1    2.455608E+01   2.260E+10
     4   124  3  -1    2.397079E+01   8.229E+10
     5   124  3  -1    2.110758E+01   2.374E+08
     8   124  3  -1    2.104307E+01   3.750E+10
     9   124  3  -1    2.080378E+01   1.563E+09
    10   124  3  -1    2.079728E+01   1.393E+10
    11   124  3  -1    2.078900E+01   5.614E+10
    12   124  3  -1    2.077698E+01   2.722E+08
    13   124  3  -1    2.077164E+01   3.492E+08
    16   124  3  -1    2.025580E+01   1.286E+09
     3   125  3  -1    2.457031E+01   2.761E+11   2.881E+11   5.945E+12   2.957E+12   4.628E+11   1.753E+12   1.066E+10   7.614E+11
     5   125  3  -1    2.112180E+01   1.678E+10
     6   125  3  -1    2.110783E+01   1.338E+10
     7   125  3  -1    2.109108E+01   7.557E+08
     8   125  3  -1    2.105730E+01   3.095E+10
     9   125  3  -1    2.081801E+01   5.160E+08
    13   125  3  -1    2.078586E+01   2.076E+10
    14   125  3  -1    2.078260E+01   2.704E+10
    15   125  3  -1    2.034220E+01   2.031E+08
     1   126  3  -1    2.460496E+01   1.305E+10   6.814E+11   2.009E+13   6.004E+12   4.302E+12   9.371E+12   3.834E+11   3.066E+10
     2   126  3  -1    2.459499E+01   2.414E+11
     3   126  3  -1    2.457401E+01   1.730E+11
     4   126  3  -1    2.398872E+01   4.625E+10
     5   126  3  -1    2.112551E+01   3.689E+07
     8   126  3  -1    2.106100E+01   1.699E+10
     9   126  3  -1    2.082171E+01   1.159E+10
    10   126  3  -1    2.081521E+01   3.265E+10
    11   126  3  -1    2.080693E+01   4.273E+10
    12   126  3  -1    2.079492E+01   6.228E+09
    13   126  3  -1    2.078957E+01   4.303E+07
    16   126  3  -1    2.027373E+01   1.324E+08
     3   127  3  -1    2.458123E+01   6.119E+10   1.123E+11   3.996E+12   8.134E+11   2.334E+12   5.737E+11   5.382E+10   2.212E+11
     5   127  3  -1    2.113273E+01   5.801E+10
     6   127  3  -1    2.111876E+01   2.737E+08
     7   127  3  -1    2.110200E+01   3.527E+09
     8   127  3  -1    2.106822E+01   1.018E+10
    13   127  3  -1    2.079679E+01   7.742E+09
    14   127  3  -1    2.079352E+01   6.459E+09
    15   127  3  -1    2.035313E+01   3.049E+09
     2   128  3  -1    2.464632E+01   3.011E+11   8.519E+11   1.406E+14   4.481E+11   7.054E+12   1.225E+14   3.610E+12   6.980E+12
     3   128  3  -1    2.462534E+01   5.925E+11
     4   128  3  -1    2.404005E+01   2.004E+10
     5   128  3  -1    2.117684E+01   2.724E+08
     6   128  3  -1    2.116287E+01   2.733E+07
     8   128  3  -1    2.111233E+01   2.838E+10
     9   128  3  -1    2.087304E+01   9.412E+07
    10   128  3  -1    2.086654E+01   6.859E+08
    12   128  3  -1    2.084624E+01   5.164E+09
    13   128  3  -1    2.084090E+01   8.502E+09
    14   128  3  -1    2.083763E+01   7.725E+09
    15   128  3  -1    2.039724E+01   1.073E+10
     6   129  3  -1    2.117167E+01   1.834E+10   6.731E+10   3.814E+12   0.000E+00   7.010E+10   3.598E+12   2.190E+08   1.453E+11
     7   129  3  -1    2.115491E+01   4.416E+10
    14   129  3  -1    2.084643E+01   8.485E+08
    15   129  3  -1    2.040604E+01   1.058E+10
     2   130  3  -1    2.468814E+01   7.303E+11   2.290E+12   4.448E+13   7.565E+08   3.002E+13   1.424E+13   1.434E+11   6.515E+10
     4   130  3  -1    2.408188E+01   6.644E+07
    10   130  3  -1    2.090836E+01   1.043E+10
    12   130  3  -1    2.088807E+01   2.243E+10
    16   130  3  -1    2.036689E+01   6.637E+07
     1   131  3  -1    2.470009E+01   1.161E+12   2.303E+12   3.350E+13   2.968E+11   1.404E+13   1.836E+13   7.081E+11   9.388E+10
     2   131  3  -1    2.469012E+01   8.621E+11
     3   131  3  -1    2.466915E+01   5.716E+11
     4   131  3  -1    2.408386E+01   3.006E+09
     8   131  3  -1    2.115614E+01   1.492E+09
     9   131  3  -1    2.091685E+01   5.885E+09
    10   131  3  -1    2.091034E+01   3.743E+09
    11   131  3  -1    2.090207E+01   1.529E+10
    12   131  3  -1    2.089005E+01   2.974E+10
    13   131  3  -1    2.088470E+01   2.854E+10
    16   131  3  -1    2.036887E+01   1.056E+08
     2   132  3  -1    2.470182E+01   3.504E+10   1.710E+12   4.522E+13   1.253E+12   1.136E+13   2.644E+13   5.336E+12   8.282E+11
     3   132  3  -1    2.468084E+01   1.594E+12
     4   132  3  -1    2.409555E+01   4.265E+09
     5   132  3  -1    2.123234E+01   1.978E+09
     6   132  3  -1    2.121837E+01   1.639E+09
     8   132  3  -1    2.116783E+01   1.190E+10
    10   132  3  -1    2.092204E+01   5.962E+09
    12   132  3  -1    2.090175E+01   1.048E+10
    13   132  3  -1    2.089640E+01   2.058E+10
    14   132  3  -1    2.089313E+01   2.830E+10
    15   132  3  -1    2.045274E+01   4.472E+09
     3   133  3  -1    2.471018E+01   1.823E+12   1.348E+12   1.748E+13   5.607E+12   9.307E+11   4.689E+12   2.974E+09   6.247E+12
     5   133  3  -1    2.126168E+01   2.571E+08
     6   133  3  -1    2.124771E+01   4.711E+09
     7   133  3  -1    2.123095E+01   2.185E+10
     8   133  3  -1    2.119717E+01   7.455E+08
     9   133  3  -1    2.095788E+01   1.150E+10
    13   133  3  -1    2.092574E+01   1.207E+08
    14   133  3  -1    2.092247E+01   8.333E+08
    15   133  3  -1    2.048208E+01   3.360E+09
     2   134  3  -1    2.473123E+01   1.321E+12   9.163E+11   1.042E+13   3.697E+12   9.376E+11   3.017E+12   2.289E+12   4.805E+11
     3   134  3  -1    2.471025E+01   3.789E+10
     4   134  3  -1    2.412496E+01   1.305E+10
     5   134  3  -1    2.126175E+01   2.330E+10
     6   134  3  -1    2.124778E+01   2.720E+10
     8   134  3  -1    2.119724E+01   6.737E+09
     9   134  3  -1    2.095795E+01   3.665E+08
    10   134  3  -1    2.095145E+01   5.105E+09
    12   134  3  -1    2.093116E+01   3.178E+08
    13   134  3  -1    2.092581E+01   3.689E+09
    14   134  3  -1    2.092254E+01   1.469E+09
    15   134  3  -1    2.048215E+01   1.633E+08
    16   134  3  -1    2.040997E+01   4.831E+08
     1   135  3  -1    2.476920E+01   4.187E+12   2.317E+12   3.007E+13   1.378E+13   6.386E+12   2.503E+12   7.397E+12   8.263E+09
     2   135  3  -1    2.475924E+01   8.318E+11
     3   135  3  -1    2.473826E+01   2.725E+10
     4   135  3  -1    2.415297E+01   4.534E+09
     5   135  3  -1    2.128976E+01   1.824E+10
     8   135  3  -1    2.122525E+01   1.524E+09
     9   135  3  -1    2.098596E+01   3.203E+08
    10   135  3  -1    2.097946E+01   1.014E+09
    11   135  3  -1    2.097118E+01   9.173E+09
    12   135  3  -1    2.095916E+01   1.358E+09
    13   135  3  -1    2.095382E+01   1.496E+08
     2   136  3  -1    2.478264E+01   1.567E+12   1.308E+12   4.447E+13   1.020E+13   1.348E+13   1.175E+13   4.729E+11   8.570E+12
     3   136  3  -1    2.476166E+01   2.985E+11
     4   136  3  -1    2.417637E+01   2.276E+10
     5   136  3  -1    2.131316E+01   5.035E+10
     8   136  3  -1    2.124865E+01   2.801E+09
     9   136  3  -1    2.100936E+01   4.915E+08
    10   136  3  -1    2.100286E+01   1.005E+09
    12   136  3  -1    2.098256E+01   1.127E+09
    13   136  3  -1    2.097722E+01   6.082E+07
    14   136  3  -1    2.097395E+01   2.222E+08
    15   136  3  -1    2.053356E+01   6.480E+07
    16   136  3  -1    2.046138E+01   9.693E+08
     3   137  3  -1    2.476706E+01   1.289E+10   6.879E+10   2.085E+12   4.201E+10   8.833E+11   9.804E+11   7.297E+10   1.066E+11
     5   137  3  -1    2.131855E+01   7.711E+09
     6   137  3  -1    2.130458E+01   4.211E+10
     7   137  3  -1    2.128783E+01   2.081E+09
     8   137  3  -1    2.125405E+01   5.978E+09
    13   137  3  -1    2.098261E+01   1.608E+08
    14   137  3  -1    2.097935E+01   3.644E+07
    15   137  3  -1    2.053895E+01   4.857E+09
     6   138  3  -1    2.134307E+01   2.302E+09   6.995E+10   3.344E+12   0.000E+00   2.574E+11   2.947E+12   2.964E+10   1.103E+11
     7   138  3  -1    2.132632E+01   6.450E+10
    14   138  3  -1    2.101783E+01   2.473E+08
    15   138  3  -1    2.057744E+01   4.470E+09
     3   139  3  -1    2.480716E+01   5.827E+11   4.570E+11   1.419E+13   6.001E+12   1.091E+12   4.113E+12   2.116E+10   2.966E+12
     5   139  3  -1    2.135866E+01   2.336E+09
     6   139  3  -1    2.134469E+01   2.621E+10
     7   139  3  -1    2.132793E+01   1.433E+09
     8   139  3  -1    2.129415E+01   5.293E+09
     9   139  3  -1    2.105486E+01   4.194E+09
    13   139  3  -1    2.102272E+01   3.534E+08
    14   139  3  -1    2.101945E+01   1.271E+09
    15   139  3  -1    2.057906E+01   2.687E+09
     7   140  3  -1    2.140734E+01   1.322E+10   1.081E+10   3.531E+11   0.000E+00   0.000E+00   3.006E+11   0.000E+00   5.241E+10
     6   141  3  -1    2.146788E+01   1.298E+10   2.948E+10   5.104E+11   0.000E+00   8.981E+10   1.214E+11   2.486E+11   5.070E+10
    15   141  3  -1    2.070225E+01   2.486E+10
     3   142  3  -1    2.493581E+01   7.013E+11   5.460E+11   5.657E+12   8.748E+11   2.460E+12   1.461E+12   1.158E+09   8.598E+11
     5   142  3  -1    2.148730E+01   2.147E+08
     6   142  3  -1    2.147333E+01   4.561E+09
     7   142  3  -1    2.145658E+01   1.841E+09
     8   142  3  -1    2.142280E+01   8.025E+08
     9   142  3  -1    2.118350E+01   4.976E+10
    13   142  3  -1    2.115136E+01   2.032E+09
    14   142  3  -1    2.114809E+01   4.339E+08
     1   143  3  -1    2.498593E+01   2.910E+11   2.243E+12   5.656E+13   4.825E+13   3.947E+12   4.264E+12   5.062E+10   4.680E+10
     2   143  3  -1    2.497596E+01   5.110E+11
     3   143  3  -1    2.495498E+01   9.632E+11
     4   143  3  -1    2.436969E+01   9.579E+09
     5   143  3  -1    2.150648E+01   3.879E+07
     8   143  3  -1    2.144197E+01   8.073E+08
     9   143  3  -1    2.120268E+01   2.096E+09
    10   143  3  -1    2.119618E+01   8.687E+08
    11   143  3  -1    2.118790E+01   3.337E+09
    12   143  3  -1    2.117588E+01   4.273E+09
    13   143  3  -1    2.117054E+01   2.906E+09
    16   143  3  -1    2.065470E+01   4.331E+09
     2   144  3  -1    2.498112E+01   3.511E+11   3.219E+11   1.461E+13   4.938E+12   2.609E+11   9.305E+12   2.376E+10   8.070E+10
     3   144  3  -1    2.496015E+01   9.215E+08
     4   144  3  -1    2.437486E+01   1.090E+11
     5   144  3  -1    2.151164E+01   9.085E+08
     6   144  3  -1    2.149768E+01   5.775E+07
     8   144  3  -1    2.144714E+01   1.150E+09
     9   144  3  -1    2.120785E+01   6.454E+07
    10   144  3  -1    2.120134E+01   3.409E+10
    12   144  3  -1    2.118105E+01   4.022E+09
    13   144  3  -1    2.117570E+01   3.014E+09
    14   144  3  -1    2.117244E+01   1.584E+09
    15   144  3  -1    2.073204E+01   1.971E+09
    16   144  3  -1    2.065987E+01   1.967E+10
     2   145  3  -1    2.501052E+01   4.208E+10   5.658E+11   8.163E+13   2.461E+13   2.925E+13   2.692E+13   4.792E+11   3.691E+11
     3   145  3  -1    2.498954E+01   1.246E+11
     4   145  3  -1    2.440425E+01   5.457E+11
     5   145  3  -1    2.154104E+01   2.505E+08
     6   145  3  -1    2.152707E+01   9.469E+08
     8   145  3  -1    2.147653E+01   7.461E+09
     9   145  3  -1    2.123724E+01   3.610E+09
    10   145  3  -1    2.123074E+01   1.681E+10
    12   145  3  -1    2.121044E+01   1.764E+09
    13   145  3  -1    2.120510E+01   3.928E+09
    14   145  3  -1    2.120183E+01   1.541E+09
    15   145  3  -1    2.076144E+01   1.315E+10
    16   145  3  -1    2.068926E+01   6.715E+10
     3   146  3  -1    2.499483E+01   4.903E+09   3.276E+10   5.851E+11   2.180E+11   1.135E+11   9.915E+10   9.056E+10   6.388E+10
     5   146  3  -1    2.154633E+01   1.466E+10
     6   146  3  -1    2.153236E+01   2.015E+09
     7   146  3  -1    2.151560E+01   1.767E+08
     8   146  3  -1    2.148182E+01   4.196E+08
     9   146  3  -1    2.124253E+01   1.668E+08
    13   146  3  -1    2.121039E+01   1.263E+08
    14   146  3  -1    2.120712E+01   1.663E+09
    15   146  3  -1    2.076673E+01   1.438E+10
     1   147  3  -1    2.502660E+01   2.610E+11   2.597E+11   5.763E+12   3.056E+11   1.112E+12   4.223E+12   5.807E+10   6.404E+10
     2   147  3  -1    2.501663E+01   4.397E+09
     3   147  3  -1    2.499566E+01   2.035E+08
     4   147  3  -1    2.441037E+01   1.166E+11
     5   147  3  -1    2.154715E+01   1.852E+08
     8   147  3  -1    2.148265E+01   4.061E+09
     9   147  3  -1    2.124335E+01   1.322E+09
    10   147  3  -1    2.123685E+01   5.549E+09
    11   147  3  -1    2.122858E+01   1.533E+10
    12   147  3  -1    2.121656E+01   6.367E+09
    13   147  3  -1    2.121121E+01   1.096E+09
    16   147  3  -1    2.069537E+01   2.324E+10
     1   148  3  -1    2.503460E+01   9.674E+10   1.460E+11   2.895E+13   7.892E+10   1.609E+13   1.179E+13   5.960E+11   3.996E+11
     2   148  3  -1    2.502463E+01   8.559E+08
     3   148  3  -1    2.500366E+01   3.816E+10
     4   148  3  -1    2.441837E+01   8.509E+08
     8   148  3  -1    2.149065E+01   7.599E+07
     9   148  3  -1    2.125135E+01   4.718E+09
    10   148  3  -1    2.124485E+01   1.289E+10
    11   148  3  -1    2.123658E+01   6.913E+10
    12   148  3  -1    2.122456E+01   4.971E+08
    13   148  3  -1    2.121921E+01   2.362E+08
    16   148  3  -1    2.070337E+01   3.627E+09
     2   149  3  -1    2.502502E+01   2.011E+09   1.211E+11   1.538E+14   1.294E+13   2.768E+13   1.052E+14   3.819E+12   4.125E+12
     3   149  3  -1    2.500405E+01   7.339E+10
     4   149  3  -1    2.441876E+01   1.343E+10
     5   149  3  -1    2.155554E+01   6.074E+09
     6   149  3  -1    2.154157E+01   2.164E+09
     8   149  3  -1    2.149104E+01   2.482E+09
     9   149  3  -1    2.125174E+01   5.494E+09
    10   149  3  -1    2.124524E+01   4.634E+08
    12   149  3  -1    2.122495E+01   2.465E+08
    14   149  3  -1    2.121634E+01   3.372E+09
    15   149  3  -1    2.077594E+01   1.127E+10
    16   149  3  -1    2.070376E+01   8.037E+08
     6   150  3  -1    2.156809E+01   1.492E+09   8.934E+10   1.158E+12   0.000E+00   2.846E+08   6.439E+10   2.395E+11   8.537E+11
     7   150  3  -1    2.155133E+01   1.288E+10
    14   150  3  -1    2.124285E+01   8.721E+08
    15   150  3  -1    2.080246E+01   9.594E+10
     3   151  3  -1    2.504945E+01   6.181E+10   1.152E+11   4.304E+12   2.831E+12   3.967E+11   8.625E+11   2.922E+10   1.845E+11
     5   151  3  -1    2.160094E+01   1.339E+08
     6   151  3  -1    2.158697E+01   3.494E+09
     7   151  3  -1    2.157022E+01   2.122E+09
     8   151  3  -1    2.153644E+01   1.566E+08
     9   151  3  -1    2.129715E+01   1.045E+10
    13   151  3  -1    2.126500E+01   9.126E+09
    14   151  3  -1    2.126174E+01   3.775E+10
    15   151  3  -1    2.082134E+01   1.293E+10
     2   152  3  -1    2.507625E+01   9.361E+10   1.788E+11   3.624E+13   5.182E+12   8.042E+12   2.054E+13   3.498E+11   2.132E+12
     3   152  3  -1    2.505527E+01   5.686E+10
     4   152  3  -1    2.446998E+01   2.358E+08
     5   152  3  -1    2.160677E+01   5.293E+09
     6   152  3  -1    2.159280E+01   1.317E+08
     8   152  3  -1    2.154226E+01   6.880E+07
     9   152  3  -1    2.130297E+01   4.455E+08
    10   152  3  -1    2.129647E+01   1.890E+10
    12   152  3  -1    2.127617E+01   9.342E+09
    13   152  3  -1    2.127083E+01   3.203E+10
    14   152  3  -1    2.126756E+01   5.554E+09
    15   152  3  -1    2.082717E+01   1.651E+09
    16   152  3  -1    2.075499E+01   9.297E+08
     1   153  3  -1    2.510012E+01   3.582E+10   2.701E+11   3.058E+13   5.285E+12   9.031E+12   1.406E+13   1.912E+12   2.898E+11
     2   153  3  -1    2.509015E+01   1.274E+10
     3   153  3  -1    2.506917E+01   3.084E+10
     4   153  3  -1    2.448388E+01   1.063E+11
     5   153  3  -1    2.162067E+01   1.634E+08
     8   153  3  -1    2.155616E+01   3.291E+09
     9   153  3  -1    2.131687E+01   1.161E+08
    10   153  3  -1    2.131037E+01   4.301E+09
    11   153  3  -1    2.130209E+01   2.032E+10
    12   153  3  -1    2.129008E+01   5.277E+10
    13   153  3  -1    2.128473E+01   6.613E+09
    16   153  3  -1    2.076889E+01   6.949E+09
     2   154  3  -1    2.511324E+01   2.086E+11   6.860E+11   1.573E+14   2.440E+12   1.493E+14   1.350E+10   5.589E+12   2.316E+09
     4   154  3  -1    2.450698E+01   1.573E+10
    10   154  3  -1    2.133346E+01   1.147E+09
    12   154  3  -1    2.131317E+01   2.238E+09
    16   154  3  -1    2.079198E+01   9.588E+08
     6   155  3  -1    2.163667E+01   1.314E+08   7.007E+10   7.621E+12   0.000E+00   1.547E+12   5.166E+12   9.841E+10   8.099E+11
     7   155  3  -1    2.161992E+01   2.223E+08
    14   155  3  -1    2.131144E+01   8.967E+10
     2   156  3  -1    2.512486E+01   6.722E+09   2.662E+11   9.317E+13   7.619E+11   1.634E+13   7.202E+13   1.480E+12   2.572E+12
     3   156  3  -1    2.510388E+01   1.365E+11
     4   156  3  -1    2.451859E+01   1.559E+11
     5   156  3  -1    2.165538E+01   3.104E+09
     6   156  3  -1    2.164141E+01   1.262E+08
     8   156  3  -1    2.159087E+01   2.481E+09
     9   156  3  -1    2.135158E+01   4.479E+09
    10   156  3  -1    2.134508E+01   1.384E+10
    12   156  3  -1    2.132478E+01   1.500E+10
    13   156  3  -1    2.131944E+01   1.150E+09
    14   156  3  -1    2.131617E+01   1.525E+09
    15   156  3  -1    2.087578E+01   4.614E+08
    16   156  3  -1    2.080360E+01   1.060E+09
     3   157  3  -1    2.511065E+01   3.965E+08   4.459E+10   6.963E+12   6.997E+10   2.109E+12   4.280E+12   2.822E+11   2.213E+11
     5   157  3  -1    2.166214E+01   3.921E+08
     6   157  3  -1    2.164817E+01   5.335E+08
     8   157  3  -1    2.159764E+01   3.952E+08
     9   157  3  -1    2.135834E+01   6.520E+08
    13   157  3  -1    2.132620E+01   5.657E+10
    14   157  3  -1    2.132294E+01   1.894E+09
    15   157  3  -1    2.088254E+01   4.321E+08
     2   158  3  -1    2.513552E+01   2.788E+10   3.035E+11   1.278E+13   1.241E+11   1.483E+12   5.909E+12   3.884E+12   1.380E+12
     3   158  3  -1    2.511454E+01   3.098E+10
     4   158  3  -1    2.452925E+01   3.936E+11
     5   158  3  -1    2.166603E+01   8.330E+08
     6   158  3  -1    2.165207E+01   1.075E+09
     8   158  3  -1    2.160153E+01   7.004E+09
     9   158  3  -1    2.136224E+01   7.682E+08
    10   158  3  -1    2.135573E+01   9.145E+09
    12   158  3  -1    2.133544E+01   1.573E+08
    13   158  3  -1    2.133009E+01   1.457E+09
    14   158  3  -1    2.132683E+01   7.585E+08
    15   158  3  -1    2.088643E+01   8.994E+08
    16   158  3  -1    2.081426E+01   1.562E+08
     1   159  3  -1    2.515399E+01   1.095E+09   2.043E+11   7.228E+13   1.450E+12   3.493E+13   3.233E+13   2.187E+12   1.380E+12
     2   159  3  -1    2.514402E+01   6.134E+10
     3   159  3  -1    2.512304E+01   5.663E+10
     4   159  3  -1    2.453775E+01   3.196E+10
     5   159  3  -1    2.167454E+01   7.724E+08
     8   159  3  -1    2.161003E+01   1.730E+08
     9   159  3  -1    2.137074E+01   3.299E+09
    10   159  3  -1    2.136424E+01   6.346E+07
    11   159  3  -1    2.135596E+01   1.100E+10
    12   159  3  -1    2.134395E+01   1.410E+09
    13   159  3  -1    2.133860E+01   1.167E+08
    16   159  3  -1    2.082276E+01   3.879E+09
     2   160  3  -1    2.515491E+01   3.744E+09   2.246E+11   8.797E+13   3.173E+12   1.227E+13   6.909E+13   5.727E+11   2.859E+12
     4   160  3  -1    2.454864E+01   6.390E+10
    10   160  3  -1    2.137513E+01   7.547E+08
    12   160  3  -1    2.135483E+01   3.631E+09
    16   160  3  -1    2.083365E+01   2.844E+09
     3   161  3  -1    2.513837E+01   6.868E+10   1.116E+11   1.338E+12   5.732E+10   4.456E+11   8.133E+11   1.543E+10   6.747E+09
     6   161  3  -1    2.167590E+01   6.830E+09
     7   161  3  -1    2.165914E+01   1.329E+09
     8   161  3  -1    2.162536E+01   8.551E+07
     9   161  3  -1    2.138607E+01   2.106E+10
    13   161  3  -1    2.135392E+01   2.639E+10
    14   161  3  -1    2.135066E+01   1.794E+10
    15   161  3  -1    2.091026E+01   2.141E+09
     1   162  3  -1    2.518524E+01   2.300E+10   1.759E+11   6.752E+12   1.960E+12   1.180E+12   1.238E+12   2.239E+12   1.360E+11
     2   162  3  -1    2.517528E+01   7.445E+10
     3   162  3  -1    2.515430E+01   3.379E+08
     4   162  3  -1    2.456901E+01   4.324E+10
     8   162  3  -1    2.164129E+01   2.104E+09
     9   162  3  -1    2.140200E+01   1.470E+08
    10   162  3  -1    2.139550E+01   1.810E+10
    11   162  3  -1    2.138722E+01   1.204E+09
    12   162  3  -1    2.137520E+01   5.269E+09
    13   162  3  -1    2.136986E+01   1.501E+09
    16   162  3  -1    2.085402E+01   1.999E+10
     2   163  3  -1    2.517969E+01   5.386E+10   4.062E+11   1.884E+13   8.371E+11   2.904E+12   8.546E+12   3.400E+12   3.156E+12
     3   163  3  -1    2.515871E+01   2.283E+09
     4   163  3  -1    2.457342E+01   4.644E+11
     5   163  3  -1    2.171021E+01   4.401E+09
     6   163  3  -1    2.169624E+01   2.997E+08
     8   163  3  -1    2.164570E+01   2.243E+09
     9   163  3  -1    2.140641E+01   2.174E+10
    10   163  3  -1    2.139991E+01   3.101E+08
    12   163  3  -1    2.137961E+01   4.039E+10
    13   163  3  -1    2.137427E+01   8.804E+08
    14   163  3  -1    2.137100E+01   7.534E+07
    15   163  3  -1    2.093061E+01   4.290E+08
    16   163  3  -1    2.085843E+01   6.355E+10
     3   164  3  -1    2.518245E+01   1.513E+11   1.450E+11   4.487E+12   1.763E+11   2.512E+11   4.056E+11   4.782E+10   3.607E+12
     5   164  3  -1    2.173395E+01   1.538E+08
     6   164  3  -1    2.171998E+01   6.491E+09
     7   164  3  -1    2.170322E+01   1.343E+10
     9   164  3  -1    2.143015E+01   1.114E+10
    13   164  3  -1    2.139801E+01   2.332E+08
    14   164  3  -1    2.139474E+01   1.958E+09
    15   164  3  -1    2.095435E+01   3.006E+09
     1   165  3  -1    2.521452E+01   8.249E+11   9.116E+11   5.008E+13   5.548E+12   1.701E+13   2.611E+13   6.674E+11   7.444E+11
     2   165  3  -1    2.520456E+01   2.485E+11
     3   165  3  -1    2.518358E+01   1.482E+09
     4   165  3  -1    2.459829E+01   3.484E+11
     5   165  3  -1    2.173508E+01   5.186E+08
     8   165  3  -1    2.167057E+01   5.531E+09
     9   165  3  -1    2.143128E+01   1.131E+09
    10   165  3  -1    2.142478E+01   1.030E+09
    11   165  3  -1    2.141650E+01   2.304E+08
    12   165  3  -1    2.140448E+01   3.931E+08
    13   165  3  -1    2.139914E+01   4.128E+08
    16   165  3  -1    2.088330E+01   2.313E+10
     2   166  3  -1    2.521603E+01   5.684E+10   1.023E+11   1.023E+13   2.076E+12   1.974E+12   5.784E+12   3.697E+11   2.221E+10
     3   166  3  -1    2.519505E+01   2.104E+10
     4   166  3  -1    2.460976E+01   1.283E+10
     5   166  3  -1    2.174655E+01   2.573E+09
     6   166  3  -1    2.173258E+01   3.605E+09
     8   166  3  -1    2.168204E+01   6.877E+07
     9   166  3  -1    2.144275E+01   8.126E+09
    10   166  3  -1    2.143625E+01   3.113E+09
    12   166  3  -1    2.141595E+01   6.441E+09
    13   166  3  -1    2.141061E+01   6.179E+09
    14   166  3  -1    2.140734E+01   1.694E+09
    15   166  3  -1    2.096695E+01   7.662E+08
    16   166  3  -1    2.089477E+01   1.374E+10
     6   167  3  -1    2.173593E+01   3.040E+08   7.468E+10   1.015E+12   0.000E+00   1.469E+11   8.159E+09   3.396E+11   5.199E+11
     7   167  3  -1    2.171918E+01   1.194E+10
    14   167  3  -1    2.141069E+01   1.351E+09
    15   167  3  -1    2.097030E+01   7.900E+10
     3   168  3  -1    2.525900E+01   4.476E+10   2.005E+11   4.404E+12   4.290E+11   1.853E+11   3.626E+11   3.531E+10   3.391E+12
     5   168  3  -1    2.181050E+01   6.191E+08
     6   168  3  -1    2.179653E+01   1.919E+08
     7   168  3  -1    2.177978E+01   2.616E+09
     8   168  3  -1    2.174599E+01   1.471E+08
     9   168  3  -1    2.150670E+01   7.842E+07
    13   168  3  -1    2.147456E+01   2.363E+09
    14   168  3  -1    2.147129E+01   2.839E+09
    15   168  3  -1    2.103090E+01   1.598E+11
     1   169  3  -1    2.530565E+01   7.706E+10   4.142E+11   1.050E+13   9.162E+11   6.086E+12   3.079E+12   2.283E+11   1.954E+11
     2   169  3  -1    2.529568E+01   2.152E+10
     3   169  3  -1    2.527471E+01   1.733E+10
     4   169  3  -1    2.468941E+01   2.454E+11
     5   169  3  -1    2.182620E+01   1.984E+09
     8   169  3  -1    2.176169E+01   1.372E+08
     9   169  3  -1    2.152240E+01   4.486E+08
    10   169  3  -1    2.151590E+01   8.413E+09
    11   169  3  -1    2.150763E+01   9.972E+10
    12   169  3  -1    2.149561E+01   1.284E+08
    13   169  3  -1    2.149026E+01   1.393E+10
    16   169  3  -1    2.097442E+01   2.342E+10
     2   170  3  -1    2.529810E+01   1.792E+10   2.029E+11   2.040E+13   7.772E+12   9.528E+11   7.624E+12   3.810E+12   2.457E+11
     3   170  3  -1    2.527713E+01   2.001E+10
     4   170  3  -1    2.469184E+01   1.503E+11
     5   170  3  -1    2.182862E+01   3.389E+08
     6   170  3  -1    2.181465E+01   2.842E+09
     9   170  3  -1    2.152483E+01   9.808E+09
    10   170  3  -1    2.151832E+01   1.335E+10
    12   170  3  -1    2.149803E+01   3.314E+10
    13   170  3  -1    2.149268E+01   1.967E+10
    14   170  3  -1    2.148942E+01   7.325E+08
    15   170  3  -1    2.104902E+01   1.277E+10
    16   170  3  -1    2.097684E+01   2.199E+09
