SEQ='NE'     NUCCHG=12                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  43072608.1  NPRNT= 114
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
                                                                          1.823E+14   0.000E+00   6.970E+13   4.427E+13   1.421E+13   4.255E+13
                                                                          7.063E+02   4.585E+01   3.937E+10   2.528E+10   0.000E+00   5.603E+02
                                                                          2.094E+03   1.056E+09   8.000E+08   2.369E+03   4.625E+09   7.197E+01
                                                                          5.715E+01   1.554E+10   9.691E+02   6.522E+09   1.780E+07   9.987E+12
                                                                          3.044E+13   1.896E+06   0.000E+00   2.796E+10   4.758E+10   1.999E+10
                                                                          3.473E+03   5.933E+10   2.904E+05   1.957E+05   5.326E+03   1.359E+10
                                                                          5.785E+06   1.860E+09   5.554E+07   8.777E+11   1.385E+11   5.541E+12
                                                                          5.671E+01   1.636E+00   1.568E+13   1.117E+13   4.997E+01   7.071E+12
                                                                          1.118E+12   6.786E+02   1.694E+12   7.241E+11   2.004E+12   2.797E+11
                                                                          4.427E+07   5.944E+07   1.720E+05   0.000E+00   0.000E+00   1.011E+07
                                                                          1.250E+09   7.988E+10   1.383E+11   0.000E+00   1.139E+08   0.000E+00
                                                                          1.238E+09   2.995E+07   2.382E+08   2.889E+08   4.194E+06   5.208E+09
                                                                          9.275E+07   6.629E+13   1.988E+04   2.573E+13   1.095E+13   1.423E+13
                                                                          8.132E+09   4.092E+11   1.653E+11   0.000E+00   1.806E+10   1.138E+10
                                                                          5.516E+10   3.537E+13   2.450E+09   1.077E+11   7.090E-01   0.000E+00
     9    30  3  -1    9.240640E+01   4.002E+12
    11    30  3  -1    9.238023E+01   7.796E+09
    14    30  3  -1    9.236828E+01   9.531E+11
     1    31  3  -1    9.632165E+01   5.000E+09   1.772E+13   6.339E+14   5.628E+12   1.348E+12   1.938E+12   1.357E+10   1.111E+10   1.513E+10
                                                                          4.228E+09   4.045E+09   3.778E+10   9.482E+10   5.292E+10   1.523E+11
                                                                          1.443E+10   7.194E+10   9.499E+10   1.889E+10   2.576E+10   1.634E+11
                                                                          1.142E+11   4.594E+11   1.094E+11   4.108E+12   2.453E+13   4.119E+10
                                                                          1.346E+14   4.486E+13   6.108E+13   5.813E+13   1.560E+13   3.889E+13
                                                                          5.230E+02   3.423E+10   1.565E+10   7.421E+09   5.007E+00   3.585E+03
