SEQ='MG'     NUCCHG=23                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 195209007.2  NPRNT=   5
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2S2 2P6 3S1         (2)0( 0.5)        0.0 
     2          2S2 2P6 3P1         (2)1( 0.5)   224166.7 
     3          2S2 2P6 3P1         (2)1( 1.5)   234829.6 
     4          2S2 2P6 3D1         (2)2( 1.5)   548787.3 
     5          2S2 2P6 3D1         (2)2( 2.5)   550898.1 

   IC RESOLVED LEVEL INDEXING           BWNR= 197676032.0 NLVL=  1119
   --------------------------
   INDX  IRSL   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
   183   111    2S2 2P5 3P3         (1)2( 2.0)  4818282.6*
   184   112    2S2 2P5 3S1 3P1 3D1 (5)1( 2.0)  4824856.1*
   185   113    2S2 2P5 3S1 3P1 3D1 (3)3( 3.0)  4825909.6*
   186   114    2S2 2P5 3S1 3P1 3D1 (3)3( 3.0)  4827898.8*
   187   115    2S2 2P5 3S1 3P1 3D1 (3)2( 1.0)  4828345.7*
   188   116    2S2 2P5 3S1 3P1 3D1 (3)2( 1.0)  4831140.9*
   189   117    2S2 2P5 3S1 3P1 3D1 (3)1( 0.0)  4832249.8*
   190   118    2S2 2P5 3S1 3P1 3D1 (3)2( 2.0)  4832546.3*
   191   119    2S2 2P5 3S1 3P1 3D1 (3)2( 3.0)  4832816.1*
   192   120    2S2 2P5 3S1 3P1 3D1 (1)0( 0.0)  4835744.1*
   193   121    2S2 2P5 3S1 3P1 3D1 (3)1( 2.0)  4836387.8*
   194   122    2S2 2P5 3S1 3P1 3D1 (3)3( 4.0)  4837056.2*
   195   123    2S2 2P5 3S1 3P1 3D1 (3)3( 2.0)  4837421.6*
   196   124    2S2 2P5 3S1 3P1 3D1 (1)1( 1.0)  4839006.7*
   197   125    2S2 2P5 3S1 3P1 3D1 (3)3( 4.0)  4839331.1*
   198   126    2S2 2P5 3S1 3P1 3D1 (3)2( 3.0)  4840313.8*
   199   127    2S2 2P5 3S1 3P1 3D1 (3)0( 1.0)  4845206.2*
   200   128    2S2 2P5 3S1 3P1 3D1 (3)3( 3.0)  4847166.7*
   201   129    2S2 2P5 3S1 3P1 3D1 (1)2( 2.0)  4851077.7*
   202   130    2S2 2P5 3S1 3P1 3D1 (3)3( 2.0)  4856369.5*
   203   131    2S2 2P5 3S1 3P1 3D1 (3)2( 3.0)  4861207.1*
   204   132    2S2 2P5 3S1 3P1 3D1 (3)1( 0.0)  4864384.8*
   205   133    2S2 2P5 3S1 3P1 3D1 (3)1( 1.0)  4864896.8*
   206   134    2S2 2P5 3S1 3P1 3D1 (3)2( 3.0)  4866437.7*
   207   135    2S2 2P5 3S1 3P1 3D1 (3)1( 2.0)  4866957.7*
   208   136    2S2 2P5 3S1 3P1 3D1 (3)4( 5.0)  4870145.9*
   209   137    2S2 2P5 3S1 3P1 3D1 (3)2( 2.0)  4871251.0*
   210   138    2S2 2P5 3S1 3P1 3D1 (3)2( 1.0)  4871715.9*
   211   139    2S2 2P5 3S1 3P1 3D1 (3)4( 3.0)  4874798.9*
   212   140    2S2 2P5 3S1 3P1 3D1 (3)4( 4.0)  4878667.8*
   213   141    2S2 2P5 3S1 3P1 3D1 (1)4( 4.0)  4885623.7*
   214   142    2S2 2P5 3S1 3P1 3D1 (3)2( 2.0)  4885985.1*
   215   143    2S2 2P5 3S1 3P1 3D1 (3)0( 1.0)  4887037.6*
   216   144    2S2 2P5 3S1 3P1 3D1 (1)2( 2.0)  4887249.4*
   217   145    2S2 2P5 3S1 3P1 3D1 (3)4( 3.0)  4890733.6*
   218   146    2S2 2P5 3S1 3P1 3D1 (3)1( 1.0)  4890772.4*
   219   147    2S2 2P5 3S1 3P1 3D1 (1)4( 4.0)  4894494.6*
   220   148    2S2 2P5 3S1 3P1 3D1 (3)1( 2.0)  4896615.3*
   221   149    2S2 2P5 3S1 3P1 3D1 (3)0( 1.0)  4896668.7*
   222   150    2S2 2P5 3S1 3P1 3D1 (3)2( 3.0)  4896776.4*
   223   151    2S2 2P5 3S1 3P1 3D1 (3)1( 2.0)  4897999.0*
   224   152    2S2 2P5 3S1 3P1 3D1 (1)3( 3.0)  4899376.3*
   225   153    2S2 2P5 3S1 3P1 3D1 (3)3( 4.0)  4900606.2*
   226   154    2S2 2P5 3S1 3P1 3D1 (3)2( 1.0)  4901599.7*
   227   155    2S2 2P5 3S1 3P1 3D1 (3)1( 0.0)  4902650.3*
   228   156    2S2 2P5 3S1 3P1 3D1 (3)3( 3.0)  4903000.8*
   229   157    2S2 2P5 3S1 3P1 3D1 (3)1( 2.0)  4906364.6*
   230   158    2S2 2P5 3S1 3P1 3D1 (3)1( 1.0)  4909269.2*
   231   159    2S2 2P5 3S1 3P1 3D1 (3)2( 3.0)  4911346.2*
   232   160    2S2 2P5 3S1 3P1 3D1 (1)2( 2.0)  4912298.5*
   233   161    2S2 2P5 3S1 3P1 3D1 (3)1( 0.0)  4914538.1*
   234   162    2S2 2P5 3S1 3P1 3D1 (3)3( 2.0)  4924230.6*
   235   163    2S2 2P5 3S1 3P1 3D1 (3)2( 1.0)  4931257.0*
   236   164    2S2 2P5 3S1 3P1 3D1 (3)1( 2.0)  4932203.9*
   237   165    2S2 2P5 3S1 3P1 3D1 (3)1( 1.0)  4934424.8*
   238   166    2S2 2P5 3S1 3P1 3D1 (3)3( 3.0)  4935674.1*
   239   167    2S2 2P5 3S1 3P1 3D1 (3)1( 0.0)  4941711.2*
   240   168    2S2 2P5 3S1 3P1 3D1 (3)3( 4.0)  4942101.8*
   241   169    2S2 2P5 3S1 3P1 3D1 (1)3( 3.0)  4946091.8*
   242   170    2S2 2P5 3S1 3P1 3D1 (1)1( 1.0)  4946276.5*
   243   171    2S2 2P5 3S1 3P1 3D1 (3)3( 2.0)  4948712.1*
   244   172    2S2 2P5 3S1 3P1 3D1 (1)1( 1.0)  4948911.2*
   245   660    2S2 2P5 3P2 3D1     (5)2( 0.0)  4952284.8*
   246   661    2S2 2P5 3P2 3D1     (3)2( 1.0)  4953317.7*
   247   662    2S2 2P5 3P2 3D1     (5)2( 1.0)  4954673.2*
   248   663    2S2 2P5 3P2 3D1     (3)2( 2.0)  4956102.4*
   249   173    2S2 2P5 3S1 3P1 3D1 (1)2( 2.0)  4957409.0*
   250   174    2S2 2P5 3S1 3P1 3D1 (1)3( 3.0)  4957539.1*
   251   175    2S2 2P5 3P3         (1)0( 0.0)  4958523.7*
   252   664    2S2 2P5 3P2 3D1     (5)2( 2.0)  4958690.6*
   253   665    2S2 2P5 3P2 3D1     (3)2( 3.0)  4960220.3*
   254   176    2S2 2P5 3S1 3P1 3D1 (3)1( 1.0)  4961559.2*
   255   177    2S2 2P5 3S1 3P1 3D1 (3)2( 2.0)  4963240.8*
   256   666    2S2 2P5 3P2 3D1     (5)2( 3.0)  4963713.7*
   257   667    2S2 2P5 3P2 3D1     (5)3( 4.0)  4967116.9*
   258   668    2S2 2P5 3P2 3D1     (5)3( 5.0)  4967540.7*
   259   669    2S2 2P5 3P2 3D1     (5)3( 3.0)  4970102.5*
   260   670    2S2 2P5 3P2 3D1     (5)1( 1.0)  4970631.0*
