SEQ='MG'     NUCCHG=29                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 325119064.1  NPRNT=   5
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2S2 2P6 3S1         (2)0( 0.5)        0.0 
     2          2S2 2P6 3P1         (2)1( 0.5)   325693.6 
     3          2S2 2P6 3P1         (2)1( 1.5)   360557.4 
     4          2S2 2P6 3D1         (2)2( 1.5)   813451.6 
     5          2S2 2P6 3D1         (2)2( 2.5)   821532.7 

   IC RESOLVED LEVEL INDEXING           BWNR= 330181359.8 NLVL=  1125
   --------------------------
   INDX  IRSL   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
     5    60  3  -1    6.851782E+01   1.063E+09
     6    60  3  -1    6.835318E+01   2.093E+10
     7    60  3  -1    6.822783E+01   7.264E+09
     8    60  3  -1    6.816362E+01   6.541E+09
    10    60  3  -1    6.786276E+01   1.507E+09
    12    60  3  -1    6.770107E+01   3.913E+10
    14    60  3  -1    6.767853E+01   2.729E+10
     6    61  3  -1    6.835758E+01   2.023E+11   5.835E+11   6.595E+11   0.000E+00   1.537E+11   3.568E+11   2.565E+08   1.488E+11
     8    61  3  -1    6.816802E+01   4.235E+11
    12    61  3  -1    6.770547E+01   3.080E+09
     8    62  3  -1    6.820837E+01   4.618E+11   3.778E+11   7.186E+11   0.000E+00   0.000E+00   6.640E+11   0.000E+00   5.462E+10
     2    63  3  -1    7.620177E+01   2.199E+12   1.999E+12   2.909E+13   2.097E+12   6.256E+11   2.594E+13   7.695E+10   3.481E+11
     3    63  3  -1    7.598351E+01   2.493E+11
     4    63  3  -1    7.492759E+01   1.346E+09
     6    63  3  -1    6.841715E+01   2.418E+11
     7    63  3  -1    6.829179E+01   4.061E+10
    10    63  3  -1    6.792672E+01   5.482E+09
    12    63  3  -1    6.776503E+01   5.678E+09
    13    63  3  -1    6.775953E+01   7.522E+08
    14    63  3  -1    6.774250E+01   1.641E+10
    15    63  3  -1    6.696870E+01   5.308E+09
    16    63  3  -1    6.683997E+01   2.113E+10
     2    64  3  -1    7.621512E+01   1.925E+12   1.627E+12   4.893E+13   1.865E+12   1.793E+11   4.658E+13   1.637E+11   1.396E+11
     3    64  3  -1    7.599686E+01   1.080E+10
     4    64  3  -1    7.494094E+01   8.573E+08
     5    64  3  -1    6.859514E+01   1.480E+10
     6    64  3  -1    6.843050E+01   2.308E+11
     7    64  3  -1    6.830515E+01   1.604E+10
     9    64  3  -1    6.798720E+01   1.808E+10
    12    64  3  -1    6.777839E+01   1.058E+10
    13    64  3  -1    6.777289E+01   4.822E+10
    14    64  3  -1    6.775585E+01   3.422E+10
    15    64  3  -1    6.698205E+01   8.886E+09
    16    64  3  -1    6.685333E+01   9.679E+09
     2    65  3  -1    7.624534E+01   5.151E+11   7.085E+11   8.470E+12   1.458E+12   5.832E+11   6.358E+12   5.812E+10   1.280E+10
     3    65  3  -1    7.602709E+01   4.353E+10
     5    65  3  -1    6.862537E+01   1.082E+09
     6    65  3  -1    6.846073E+01   7.906E+09
     7    65  3  -1    6.833537E+01   1.756E+09
     9    65  3  -1    6.801743E+01   3.153E+11
    10    65  3  -1    6.797030E+01   1.359E+11
    13    65  3  -1    6.780311E+01   1.740E+10
    14    65  3  -1    6.778608E+01   8.325E+08
    15    65  3  -1    6.701228E+01   3.369E+09
    16    65  3  -1    6.688355E+01   1.381E+09
     8    66  3  -1    6.831117E+01   1.551E+10   1.269E+10   3.887E+10   0.000E+00   0.000E+00   3.762E+10   0.000E+00   1.245E+09
     3    67  3  -1    7.610538E+01   8.594E+11   9.685E+11   2.583E+12   2.171E+11   1.175E+12   4.572E+11   6.060E+10   6.732E+11
     5    67  3  -1    6.870366E+01   2.240E+09
     6    67  3  -1    6.853902E+01   9.966E+09
     7    67  3  -1    6.841366E+01   1.034E+11
     8    67  3  -1    6.834945E+01   1.268E+11
    10    67  3  -1    6.804859E+01   1.345E+11
    12    67  3  -1    6.788690E+01   5.603E+09
    14    67  3  -1    6.786437E+01   6.120E+09
     1    68  3  -1    7.641736E+01   2.741E+11   1.144E+12   3.848E+12   9.408E+11   1.733E+12   1.033E+12   1.318E+11   9.467E+09
     2    68  3  -1    7.633245E+01   6.505E+11
     3    68  3  -1    7.611419E+01   4.366E+10
     4    68  3  -1    7.505827E+01   2.040E+10
     9    68  3  -1    6.810453E+01   2.775E+11
    10    68  3  -1    6.805740E+01   1.708E+09
    11    68  3  -1    6.789800E+01   3.680E+10
    13    68  3  -1    6.789022E+01   6.223E+09
    14    68  3  -1    6.787318E+01   5.501E+09
    16    68  3  -1    6.697066E+01   7.849E+08
     6    69  3  -1    6.858919E+01   2.700E+09   1.090E+11   5.417E+11   0.000E+00   1.096E+11   2.887E+11   1.902E+10   1.243E+11
     8    69  3  -1    6.839963E+01   3.650E+10
    12    69  3  -1    6.793708E+01   9.006E+10
     3    70  3  -1    7.619939E+01   1.150E+12   1.383E+12   1.709E+12   1.135E+12   3.696E+11   1.848E+11   5.506E+09   1.359E+10
     5    70  3  -1    6.879767E+01   1.532E+10
     6    70  3  -1    6.863303E+01   3.852E+10
     7    70  3  -1    6.850767E+01   9.321E+10
     8    70  3  -1    6.844346E+01   1.649E+11
    10    70  3  -1    6.814260E+01   2.401E+11
    12    70  3  -1    6.798091E+01   3.619E+10
    14    70  3  -1    6.795838E+01   3.515E+10
     1    71  3  -1    7.651969E+01   9.913E+11   7.964E+11   4.157E+12   1.825E+11   1.898E+12   1.754E+12   8.982E+10   2.329E+11
     2    71  3  -1    7.643478E+01   3.483E+10
     3    71  3  -1    7.621652E+01   6.291E+09
     4    71  3  -1    7.516060E+01   9.030E+09
     5    71  3  -1    6.881480E+01   5.223E+09
     7    71  3  -1    6.852481E+01   9.029E+10
     9    71  3  -1    6.820686E+01   1.072E+11
    10    71  3  -1    6.815973E+01   8.121E+10
    11    71  3  -1    6.800033E+01   4.984E+09
    14    71  3  -1    6.797551E+01   4.579E+09
    16    71  3  -1    6.707299E+01   3.941E+08
     8    72  3  -1    6.847106E+01   2.401E+09   2.765E+11   2.741E+11   0.000E+00   5.542E+09   2.055E+11   1.351E+10   4.949E+10
    12    72  3  -1    6.800852E+01   3.522E+11
     2    73  3  -1    7.645318E+01   1.081E+12   3.506E+12   2.539E+13   9.417E+10   3.950E+12   2.118E+13   9.019E+06   1.623E+11
     4    73  3  -1    7.517900E+01   3.999E+10
     9    73  3  -1    6.822527E+01   2.703E+10
    13    73  3  -1    6.801095E+01   1.082E+10
    16    73  3  -1    6.709139E+01   9.659E+09
     6    74  3  -1    6.868189E+01   7.884E+09   4.418E+11   1.118E+12   2.711E+09   2.725E+10   7.967E+11   1.269E+11   1.640E+11
     7    74  3  -1    6.855653E+01   1.309E+09
     8    74  3  -1    6.849232E+01   3.183E+09
    10    74  3  -1    6.819146E+01   1.186E+11
    12    74  3  -1    6.802977E+01   1.013E+10
    14    74  3  -1    6.800724E+01   4.672E+11
     2    75  3  -1    7.647142E+01   2.528E+09   1.001E+12   5.787E+12   1.660E+11   1.778E+12   2.664E+12   9.143E+11   2.655E+11
     5    75  3  -1    6.885145E+01   1.708E+10
     7    75  3  -1    6.856145E+01   1.058E+11
     9    75  3  -1    6.824351E+01   8.616E+11
    10    75  3  -1    6.819638E+01   3.346E+11
    12    75  3  -1    6.803469E+01   1.778E+09
    13    75  3  -1    6.802919E+01   3.564E+10
    16    75  3  -1    6.710963E+01   1.462E+09
     2    76  3  -1    7.648940E+01   1.694E+11   3.571E+11   2.910E+12   6.186E+10   8.951E+10   2.182E+12   2.061E+11   3.708E+11
     3    76  3  -1    7.627114E+01   1.749E+10
     4    76  3  -1    7.521522E+01   1.156E+10
     5    76  3  -1    6.886942E+01   1.611E+10
     6    76  3  -1    6.870478E+01   4.299E+10
     7    76  3  -1    6.857942E+01   8.330E+09
     9    76  3  -1    6.826148E+01   5.310E+10
    12    76  3  -1    6.805266E+01   6.568E+10
    13    76  3  -1    6.804716E+01   2.671E+10
    14    76  3  -1    6.803013E+01   6.472E+09
     4    77  3  -1    7.525447E+01   1.068E+10   5.965E+11   2.293E+12   2.993E+11   2.322E+11   9.498E+11   7.658E+11   4.548E+10
     5    77  3  -1    6.890867E+01   9.628E+10
     6    77  3  -1    6.874403E+01   1.003E+09
     7    77  3  -1    6.861868E+01   1.076E+11
     9    77  3  -1    6.830074E+01   1.070E+10
    10    77  3  -1    6.825361E+01   1.405E+10
    12    77  3  -1    6.809192E+01   1.346E+10
    13    77  3  -1    6.808642E+01   5.424E+11
    14    77  3  -1    6.806938E+01   1.976E+10
     1    78  3  -1    7.661721E+01   6.768E+11   7.610E+11   5.624E+12   2.164E+12   3.247E+11   1.198E+12   1.931E+12   6.526E+09
     2    78  3  -1    7.653230E+01   7.493E+10
     3    78  3  -1    7.631405E+01   1.402E+09
     4    78  3  -1    7.525813E+01   1.636E+10
     5    78  3  -1    6.891233E+01   8.709E+10
     7    78  3  -1    6.862233E+01   8.090E+09
     9    78  3  -1    6.830439E+01   2.970E+10
    11    78  3  -1    6.809785E+01   7.047E+11
    13    78  3  -1    6.809007E+01   1.139E+09
    14    78  3  -1    6.807304E+01   9.923E+09
    16    78  3  -1    6.717051E+01   8.265E+08
     4    79  3  -1    7.526174E+01   1.993E+11   1.128E+12   1.784E+14   2.906E+12   1.727E+14   1.366E+12   1.096E+12   3.363E+11
     9    79  3  -1    6.830800E+01   5.595E+10
    13    79  3  -1    6.809368E+01   7.231E+10
    16    79  3  -1    6.717412E+01   4.845E+10
     2    80  3  -1    7.655227E+01   3.320E+11   5.727E+11   2.690E+12   1.502E+11   1.129E+12   1.284E+12   4.766E+10   7.909E+10
     3    80  3  -1    7.633401E+01   9.386E+10
     4    80  3  -1    7.527809E+01   9.929E+09
     5    80  3  -1    6.893229E+01   8.412E+09
     6    80  3  -1    6.876765E+01   8.136E+10
     7    80  3  -1    6.864229E+01   5.045E+10
     9    80  3  -1    6.832435E+01   1.069E+09
    10    80  3  -1    6.827722E+01   1.670E+10
    12    80  3  -1    6.811554E+01   4.229E+09
    13    80  3  -1    6.811004E+01   7.673E+10
    14    80  3  -1    6.809300E+01   2.984E+10
    15    80  3  -1    6.731920E+01   1.280E+09
     3    81  3  -1    7.636089E+01   3.619E+11   3.998E+11   1.163E+12   1.767E+10   4.910E+11   4.719E+11   5.109E+09   1.773E+11
     5    81  3  -1    6.895917E+01   2.569E+10
     6    81  3  -1    6.879453E+01   1.702E+09
     8    81  3  -1    6.860496E+01   4.058E+10
    10    81  3  -1    6.830410E+01   2.044E+10
    12    81  3  -1    6.814241E+01   5.251E+10
    15    81  3  -1    6.734608E+01   1.570E+09
     6    82  3  -1    6.879534E+01   3.799E+10   1.684E+11   2.906E+12   0.000E+00   9.021E+11   1.850E+12   4.106E+10   1.132E+11
     8    82  3  -1    6.860578E+01   5.155E+10
    12    82  3  -1    6.814323E+01   1.088E+11
    15    82  3  -1    6.734690E+01   3.433E+09
     1    83  3  -1    7.669211E+01   4.636E+11   5.312E+11   2.581E+12   1.178E+12   4.112E+11   5.503E+11   4.148E+11   2.619E+10
     2    83  3  -1    7.660720E+01   5.108E+10
     3    83  3  -1    7.638895E+01   1.056E+09
     7    83  3  -1    6.869723E+01   2.352E+10
     9    83  3  -1    6.837929E+01   7.701E+10
    10    83  3  -1    6.833216E+01   3.275E+09
    11    83  3  -1    6.817275E+01   4.780E+11
    13    83  3  -1    6.816497E+01   3.413E+10
    14    83  3  -1    6.814794E+01   4.619E+09
    16    83  3  -1    6.724541E+01   8.498E+08
     3    84  3  -1    7.640098E+01   3.311E+12   2.951E+12   2.542E+12   1.357E+12   3.571E+11   7.522E+11   1.888E+10   5.603E+10
     5    84  3  -1    6.899926E+01   1.279E+10
     7    84  3  -1    6.870926E+01   2.338E+11
     8    84  3  -1    6.864505E+01   2.045E+11
    10    84  3  -1    6.834419E+01   5.432E+09
    12    84  3  -1    6.818250E+01   1.408E+11
    15    84  3  -1    6.738617E+01   1.404E+09
     3    85  3  -1    7.641361E+01   1.763E+11   7.716E+11   3.254E+12   3.027E+10   5.738E+11   3.657E+11   1.503E+12   7.822E+11
     4    85  3  -1    7.535768E+01   1.758E+09
     5    85  3  -1    6.901189E+01   8.247E+10
     6    85  3  -1    6.884725E+01   6.472E+09
     7    85  3  -1    6.872189E+01   3.182E+11
     9    85  3  -1    6.840395E+01   2.211E+10
    10    85  3  -1    6.835682E+01   8.333E+10
    12    85  3  -1    6.819513E+01   7.464E+09
    13    85  3  -1    6.818963E+01   6.142E+10
    14    85  3  -1    6.817260E+01   3.910E+10
    15    85  3  -1    6.739880E+01   7.225E+08
     1    86  3  -1    7.673835E+01   6.109E+12   3.376E+12   7.878E+12   3.725E+12   1.195E+12   1.690E+12   1.250E+12   1.713E+10
     2    86  3  -1    7.665344E+01   9.538E+10
     3    86  3  -1    7.643518E+01   1.174E+11
     4    86  3  -1    7.537926E+01   4.599E+11
     5    86  3  -1    6.903346E+01   3.984E+10
     7    86  3  -1    6.874347E+01   1.844E+11
     9    86  3  -1    6.842552E+01   2.416E+09
    10    86  3  -1    6.837839E+01   9.232E+09
    11    86  3  -1    6.821899E+01   3.388E+09
    13    86  3  -1    6.821121E+01   1.931E+11
    14    86  3  -1    6.819417E+01   1.006E+09
    16    86  3  -1    6.729165E+01   1.134E+09
     3    87  3  -1    7.647465E+01   3.769E+11   1.260E+12   2.459E+12   5.034E+11   2.683E+11   1.375E+12   1.083E+11   2.045E+11
     5    87  3  -1    6.907292E+01   1.103E+11
     6    87  3  -1    6.890828E+01   1.477E+10
     7    87  3  -1    6.878293E+01   7.762E+11
     8    87  3  -1    6.871872E+01   3.552E+09
    10    87  3  -1    6.841786E+01   1.973E+11
    12    87  3  -1    6.825617E+01   1.941E+11
    14    87  3  -1    6.823363E+01   3.670E+09
    15    87  3  -1    6.745984E+01   9.133E+08
     2    88  3  -1    7.672335E+01   1.430E+12   4.882E+12   1.240E+14   7.816E+11   1.065E+14   1.529E+13   1.345E+12   1.664E+11
     4    88  3  -1    7.544917E+01   8.409E+09
     9    88  3  -1    6.849544E+01   6.433E+09
    13    88  3  -1    6.828112E+01   1.809E+11
    16    88  3  -1    6.736156E+01   1.614E+09
     1    89  3  -1    7.682172E+01   1.750E+12   4.223E+12   1.453E+13   1.058E+13   6.042E+11   3.504E+10   3.259E+12   5.186E+10
     2    89  3  -1    7.673681E+01   2.737E+12
     3    89  3  -1    7.651856E+01   6.672E+10
     4    89  3  -1    7.546263E+01   8.854E+10
     5    89  3  -1    6.911684E+01   8.276E+10
     7    89  3  -1    6.882684E+01   1.445E+11
     9    89  3  -1    6.850890E+01   8.086E+10
    10    89  3  -1    6.846177E+01   1.032E+10
    11    89  3  -1    6.830236E+01   1.494E+11
    13    89  3  -1    6.829458E+01   7.722E+09
    14    89  3  -1    6.827755E+01   1.001E+11
    16    89  3  -1    6.737502E+01   8.150E+08
     2    90  3  -1    7.679100E+01   5.955E+10   2.473E+12   1.977E+13   4.979E+12   4.972E+12   9.592E+12   4.971E+10   1.737E+11
     3    90  3  -1    7.657275E+01   1.502E+12
     4    90  3  -1    7.551682E+01   1.581E+11
     5    90  3  -1    6.917103E+01   8.083E+09
     6    90  3  -1    6.900638E+01   1.727E+10
     7    90  3  -1    6.888103E+01   1.147E+11
     9    90  3  -1    6.856309E+01   7.912E+09
    10    90  3  -1    6.851596E+01   9.585E+09
    12    90  3  -1    6.835427E+01   2.045E+10
    13    90  3  -1    6.834877E+01   8.523E+10
    14    90  3  -1    6.833174E+01   5.913E+11
    15    90  3  -1    6.755794E+01   5.531E+09
    16    90  3  -1    6.742921E+01   8.801E+08
     1    91  3  -1    7.689826E+01   7.132E+12   3.623E+12   1.017E+13   1.006E+12   1.747E+12   5.926E+12   1.447E+12   4.086E+10
     2    91  3  -1    7.681335E+01   2.953E+11
     3    91  3  -1    7.659509E+01   5.255E+09
     4    91  3  -1    7.553917E+01   4.398E+09
     5    91  3  -1    6.919337E+01   3.638E+10
     7    91  3  -1    6.890337E+01   3.410E+10
     9    91  3  -1    6.858543E+01   8.719E+09
    10    91  3  -1    6.853830E+01   9.837E+10
    11    91  3  -1    6.837889E+01   1.920E+11
    13    91  3  -1    6.837111E+01   3.380E+11
    14    91  3  -1    6.835408E+01   1.441E+11
    16    91  3  -1    6.745155E+01   4.939E+09
     6    92  3  -1    6.903911E+01   4.400E+11   4.178E+11   2.204E+12   0.000E+00   1.662E+12   4.599E+11   5.540E+09   7.643E+10
     8    92  3  -1    6.884954E+01   1.570E+09
    12    92  3  -1    6.838699E+01   1.276E+09
    15    92  3  -1    6.759066E+01   9.384E+10
     5    93  3  -1    6.921322E+01   1.148E+11   6.943E+11   6.167E+12   4.611E+12   4.653E+11   8.709E+11   3.383E+10   1.861E+11
     6    93  3  -1    6.904858E+01   1.212E+11
     7    93  3  -1    6.892323E+01   1.390E+10
     8    93  3  -1    6.885902E+01   1.334E+11
    10    93  3  -1    6.855816E+01   3.426E+10
    12    93  3  -1    6.839647E+01   2.137E+11
    14    93  3  -1    6.837393E+01   9.301E+10
    15    93  3  -1    6.760013E+01   5.063E+09
     2    94  3  -1    7.684481E+01   1.830E+12   5.750E+12   2.730E+13   2.097E+11   8.018E+12   1.899E+13   2.091E+08   7.814E+10
     4    94  3  -1    7.557063E+01   9.162E+08
     9    94  3  -1    6.861689E+01   7.596E+10
    16    94  3  -1    6.748302E+01   9.634E+09
     1    95  3  -1    7.693647E+01   3.678E+12   5.991E+12   1.101E+13   4.711E+12   1.205E+12   2.726E+12   2.270E+12   9.415E+10
     2    95  3  -1    7.685156E+01   3.816E+12
     3    95  3  -1    7.663330E+01   1.526E+09
     4    95  3  -1    7.557738E+01   2.706E+11
     5    95  3  -1    6.923158E+01   2.515E+09
     7    95  3  -1    6.894158E+01   2.227E+10
     9    95  3  -1    6.862364E+01   4.918E+09
    10    95  3  -1    6.857651E+01   3.251E+11
    11    95  3  -1    6.841711E+01   9.580E+10
    13    95  3  -1    6.840933E+01   1.892E+10
    14    95  3  -1    6.839229E+01   2.213E+10
     2    96  3  -1    7.688355E+01   6.879E+12   4.851E+12   2.404E+13   9.039E+12   5.844E+12   3.444E+12   2.908E+12   2.802E+12
     3    96  3  -1    7.666529E+01   1.039E+10
     4    96  3  -1    7.560937E+01   1.099E+09
     5    96  3  -1    6.926357E+01   4.048E+11
     6    96  3  -1    6.909893E+01   4.941E+10
     7    96  3  -1    6.897357E+01   3.667E+10
     9    96  3  -1    6.865563E+01   8.144E+09
    10    96  3  -1    6.860850E+01   3.970E+10
    12    96  3  -1    6.844682E+01   9.065E+10
    13    96  3  -1    6.844132E+01   1.799E+10
    14    96  3  -1    6.842428E+01   4.210E+09
    15    96  3  -1    6.765048E+01   1.037E+10
    16    96  3  -1    6.752175E+01   1.316E+09
     1    97  3  -1    7.700804E+01   5.492E+12   9.016E+12   3.484E+13   1.558E+12   1.643E+13   1.660E+13   1.755E+11   7.183E+10
     2    97  3  -1    7.692313E+01   5.618E+11
     3    97  3  -1    7.670487E+01   3.747E+12
     4    97  3  -1    7.564895E+01   7.438E+10
     5    97  3  -1    6.930315E+01   5.129E+09
     7    97  3  -1    6.901315E+01   6.176E+09
     9    97  3  -1    6.869521E+01   5.970E+10
    10    97  3  -1    6.864808E+01   3.094E+09
    11    97  3  -1    6.848867E+01   7.342E+10
    13    97  3  -1    6.848089E+01   8.343E+10
    14    97  3  -1    6.846386E+01   6.662E+10
    16    97  3  -1    6.756133E+01   1.657E+09
     8    98  3  -1    6.900137E+01   6.208E+11   5.079E+11   1.820E+12   0.000E+00   0.000E+00   1.704E+12   0.000E+00   1.161E+11
     2    99  3  -1    7.698924E+01   1.675E+11   3.837E+12   3.788E+13   7.187E+11   1.631E+13   1.719E+13   3.346E+12   3.082E+11
     3    99  3  -1    7.677098E+01   3.232E+12
     4    99  3  -1    7.571506E+01   1.630E+11
     5    99  3  -1    6.936926E+01   1.208E+10
     6    99  3  -1    6.920462E+01   5.121E+09
     7    99  3  -1    6.907926E+01   3.433E+09
     9    99  3  -1    6.876132E+01   4.126E+09
    10    99  3  -1    6.871419E+01   2.991E+10
    12    99  3  -1    6.855250E+01   1.861E+11
    13    99  3  -1    6.854700E+01   1.721E+10
    14    99  3  -1    6.852997E+01   5.155E+09
    15    99  3  -1    6.775617E+01   5.352E+10
    16    99  3  -1    6.762744E+01   8.174E+08
     1   100  3  -1    7.711151E+01   1.402E+12   1.496E+12   1.889E+14   1.029E+12   9.556E+13   9.144E+13   5.031E+11   3.508E+11
     2   100  3  -1    7.702660E+01   2.113E+11
     3   100  3  -1    7.680834E+01   2.898E+10
     4   100  3  -1    7.575242E+01   1.726E+11
     7   100  3  -1    6.911662E+01   1.004E+11
     9   100  3  -1    6.879868E+01   5.662E+10
    10   100  3  -1    6.875155E+01   4.777E+09
    11   100  3  -1    6.859214E+01   1.212E+11
    13   100  3  -1    6.858436E+01   3.344E+10
    14   100  3  -1    6.856733E+01   1.741E+11
    16   100  3  -1    6.766480E+01   5.538E+08
     3   101  3  -1    7.680903E+01   8.796E+11   1.119E+12   1.993E+12   6.596E+10   7.347E+11   8.475E+10   2.070E+10   1.087E+12
     5   101  3  -1    6.940731E+01   1.594E+11
     6   101  3  -1    6.924267E+01   1.563E+11
     7   101  3  -1    6.911731E+01   6.288E+10
     8   101  3  -1    6.905310E+01   8.167E+10
    10   101  3  -1    6.875224E+01   2.704E+10
    12   101  3  -1    6.859055E+01   3.841E+09
    14   101  3  -1    6.856802E+01   8.037E+09
    15   101  3  -1    6.779422E+01   4.169E+10
     2   102  3  -1    7.709755E+01   5.884E+11   2.837E+12   8.628E+13   1.029E+11   3.928E+13   4.004E+13   9.213E+11   5.936E+12
     3   102  3  -1    7.687929E+01   1.688E+12
     4   102  3  -1    7.582337E+01   2.106E+11
     5   102  3  -1    6.947757E+01   5.229E+10
     6   102  3  -1    6.931293E+01   3.500E+08
     7   102  3  -1    6.918757E+01   9.694E+10
     9   102  3  -1    6.886963E+01   8.264E+09
    10   102  3  -1    6.882250E+01   3.747E+10
    12   102  3  -1    6.866081E+01   2.323E+11
    13   102  3  -1    6.865531E+01   3.548E+10
    14   102  3  -1    6.863828E+01   5.034E+10
    15   102  3  -1    6.786448E+01   5.557E+10
    16   102  3  -1    6.773575E+01   4.713E+09
     2   103  3  -1    7.712086E+01   2.769E+11   9.185E+11   1.616E+13   5.464E+11   6.498E+12   7.204E+12   1.882E+12   2.777E+10
     3   103  3  -1    7.690260E+01   8.120E+10
     4   103  3  -1    7.584668E+01   1.204E+11
     5   103  3  -1    6.950088E+01   4.907E+11
     6   103  3  -1    6.933624E+01   2.046E+10
     7   103  3  -1    6.921088E+01   2.386E+10
    12   103  3  -1    6.868412E+01   3.086E+09
    14   103  3  -1    6.866159E+01   1.010E+10
    15   103  3  -1    6.788779E+01   2.883E+10
    16   103  3  -1    6.775906E+01   1.117E+09
     3   104  3  -1    7.693303E+01   2.712E+12   2.317E+12   1.301E+13   4.676E+12   2.655E+11   6.371E+11   1.190E+10   7.416E+12
     5   104  3  -1    6.953131E+01   9.575E+10
     6   104  3  -1    6.936667E+01   1.856E+11
     7   104  3  -1    6.924131E+01   3.647E+09
     8   104  3  -1    6.917710E+01   5.029E+10
    12   104  3  -1    6.871455E+01   4.818E+09
    14   104  3  -1    6.869202E+01   1.822E+09
    15   104  3  -1    6.791822E+01   5.219E+10
     3   105  3  -1    7.702422E+01   9.426E+11   1.734E+12   3.840E+12   9.563E+11   1.993E+11   2.879E+11   6.389E+10   2.332E+12
     5   105  3  -1    6.962249E+01   6.515E+11
     6   105  3  -1    6.945785E+01   5.092E+11
     7   105  3  -1    6.933250E+01   7.899E+10
     8   105  3  -1    6.926829E+01   1.869E+10
    10   105  3  -1    6.896743E+01   1.061E+09
    12   105  3  -1    6.880574E+01   4.017E+09
    14   105  3  -1    6.878320E+01   7.562E+08
    15   105  3  -1    6.800940E+01   5.870E+08
     6   106  3  -1    6.947524E+01   2.033E+10   3.998E+11   1.725E+12   0.000E+00   2.836E+10   1.661E+12   1.999E+10   1.600E+10
     8   106  3  -1    6.928568E+01   2.827E+11
    12   106  3  -1    6.882313E+01   1.053E+10
    15   106  3  -1    6.802679E+01   1.197E+11
     1   107  3  -1    7.737743E+01   3.947E+11   5.981E+11   7.499E+12   1.662E+12   4.595E+12   7.422E+11   4.618E+11   3.800E+10
     2   107  3  -1    7.729252E+01   1.738E+11
     3   107  3  -1    7.707426E+01   1.453E+09
     4   107  3  -1    7.601834E+01   7.351E+10
     5   107  3  -1    6.967254E+01   7.475E+10
     7   107  3  -1    6.938254E+01   1.256E+09
     9   107  3  -1    6.906460E+01   4.628E+09
    11   107  3  -1    6.885807E+01   1.133E+11
    13   107  3  -1    6.885029E+01   3.639E+10
    16   107  3  -1    6.793073E+01   1.092E+10
     2   108  3  -1    7.732451E+01   1.493E+12   5.338E+12   1.215E+14   7.318E+11   1.406E+13   1.059E+14   9.675E+10   6.361E+11
     3   108  3  -1    7.710626E+01   3.853E+12
     4   108  3  -1    7.605033E+01   4.138E+11
     5   108  3  -1    6.970453E+01   1.195E+10
     6   108  3  -1    6.953989E+01   7.044E+10
     7   108  3  -1    6.941454E+01   2.338E+09
     9   108  3  -1    6.909660E+01   7.989E+08
    10   108  3  -1    6.904947E+01   3.706E+10
    12   108  3  -1    6.888778E+01   5.418E+08
    13   108  3  -1    6.888228E+01   6.138E+10
    14   108  3  -1    6.886524E+01   3.918E+10
    15   108  3  -1    6.809144E+01   8.124E+10
     6   109  3  -1    6.958632E+01   7.506E+11   5.904E+11   6.165E+11   0.000E+00   4.502E+11   1.050E+11   1.840E+10   4.287E+10
     8   109  3  -1    6.939676E+01   6.024E+09
    15   109  3  -1    6.813788E+01   7.740E+08
     1   110  3  -1    7.750236E+01   2.391E+11   4.373E+11   6.137E+13   2.660E+11   2.282E+13   3.807E+13   1.457E+11   7.191E+10
     2   110  3  -1    7.741745E+01   9.543E+10
     3   110  3  -1    7.719919E+01   2.563E+09
     4   110  3  -1    7.614327E+01   6.902E+10
     5   110  3  -1    6.979747E+01   3.094E+08
     7   110  3  -1    6.950747E+01   1.743E+09
     9   110  3  -1    6.918953E+01   2.419E+10
    10   110  3  -1    6.914240E+01   5.693E+10
    11   110  3  -1    6.898299E+01   1.834E+10
    13   110  3  -1    6.897521E+01   4.090E+10
    14   110  3  -1    6.895818E+01   1.144E+10
     2   111  3  -1    7.746723E+01   1.194E+12   1.646E+12   4.375E+13   1.699E+12   4.493E+12   3.744E+13   5.962E+10   5.724E+10
     3   111  3  -1    7.724898E+01   6.174E+11
     4   111  3  -1    7.619306E+01   3.014E+09
     5   111  3  -1    6.984726E+01   3.386E+09
     6   111  3  -1    6.968262E+01   3.353E+10
     7   111  3  -1    6.955726E+01   6.518E+10
     9   111  3  -1    6.923932E+01   3.394E+09
    12   111  3  -1    6.903050E+01   1.005E+10
    14   111  3  -1    6.900797E+01   6.320E+10
    15   111  3  -1    6.823417E+01   7.716E+10
    16   111  3  -1    6.810544E+01   1.185E+10
     3   112  3  -1    7.727328E+01   4.958E+11   6.904E+11   1.601E+13   9.710E+12   3.725E+12   2.406E+12   7.775E+10   8.866E+10
     5   112  3  -1    6.987156E+01   1.371E+10
     6   112  3  -1    6.970692E+01   1.140E+11
     7   112  3  -1    6.958156E+01   1.098E+10
     8   112  3  -1    6.951735E+01   2.798E+10
    10   112  3  -1    6.921649E+01   2.193E+11
    12   112  3  -1    6.905480E+01   1.565E+09
    14   112  3  -1    6.903227E+01   1.438E+10
     6   113  3  -1    6.971911E+01   2.387E+11   1.118E+12   5.348E+11   0.000E+00   1.963E+11   2.331E+11   2.266E+10   8.274E+10
