SEQ='NE'     NUCCHG=14                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  61398233.7  NPRNT= 114
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
                                                                             13          14          15          16          17          18
                                                                             19          20          21          22          23          24
                                                                             25          26          27          28          29          30
                                                                             31          32          33          34          35          36
                                                                             37          38          39          40          41          42
                                                                             43          44          45          46          47          48
                                                                             49          50          51          52          53          54
                                                                             55          56          57          58          59          60
                                                                             61          62          63          64          65          66
                                                                             67          68          69          70          71          72
                                                                             73          74          75          76          77          78
                                                                             79          80          81          82          83          84
                                                                             85          86          87          88          89          90
                                                                             91          92          93          94          95          96
                                                                             97          98          99         100         101         102
                                                                            103         104         105         106         107         108
                                                                            109         110         111         112         113         114
     2    28  3  -1    1.282211E+02   1.203E+13   3.606E+13   6.858E+14   1.654E+12   8.259E+11   6.529E+12   8.491E+11   1.775E+11   1.187E+11
                                                                          8.988E+11   1.073E+11   2.459E+14   1.634E+14   1.781E+11   1.219E+11
                                                                          6.086E+10   1.386E+05   4.025E+09   2.166E+09   3.794E+08   1.087E+09
                                                                          1.459E+11   4.868E+10   4.687E+13   2.956E+10   4.565E+11   1.292E+11
                                                                          2.530E+07   3.168E+07   3.069E+09   4.650E+08   1.594E+10   3.837E+10
                                                                          2.325E+04   1.599E+09   7.038E+08   2.294E+06   1.523E+11   7.757E+10
                                                                          0.000E+00   4.369E+02   1.276E+09   1.024E+09   5.335E+08   1.601E+07
                                                                          5.372E+02   1.309E+09   2.262E+08   3.873E+08   4.200E+08   1.084E+10
                                                                          3.838E+08   4.331E-02   0.000E+00   2.285E+11   7.558E+07   7.461E+10
                                                                          6.085E+09   6.978E+01   3.189E+11   2.547E+11   8.008E+10   5.939E+10
                                                                          2.016E+13   1.348E+13   6.736E+12   4.766E+12   3.081E+12   3.324E+07
                                                                          7.286E+06   2.346E+09   1.067E+09   2.738E+06   9.083E+09   1.299E+08
                                                                          6.135E+06   3.595E+10   1.538E+10   2.127E+10   1.571E+09   3.700E+11
                                                                          8.395E+13   4.128E+13   4.874E+09   1.145E+10   1.096E+10   9.776E+03
                                                                          8.656E+03   8.191E+07   4.093E+08   4.967E+04   3.113E+08   3.429E+04
                                                                          5.495E+09   6.746E+09   2.800E+06   1.391E+10   6.682E+07   1.311E+11
                                                                          2.717E+11   3.640E+11   5.517E+11   5.443E+08   9.409E+08   7.435E+11
                                                                          2.206E+11   1.112E+11   7.869E+04   1.011E+05   4.682E+07   5.852E+05
                                                                          3.915E+13   1.363E+11   2.723E+11   3.328E+07   5.131E+07   0.000E+00
     3    28  3  -1    1.281926E+02   1.048E+13
     4    28  3  -1    1.281624E+02   1.201E+13
     5    28  3  -1    1.281098E+02   1.535E+12
    17    28  3  -1    1.265500E+02   1.613E+09
    18    28  3  -1    1.265366E+02   1.330E+09
     3    29  3  -1    1.282990E+02   1.560E+12   3.657E+13   7.104E+14   1.477E+13   7.388E+12   5.501E+12   8.493E+11   1.775E+11   1.185E+11
                                                                          8.989E+11   1.072E+11   2.460E+14   1.635E+14   1.953E+02   1.569E+09
                                                                          4.893E+08   1.157E+05   4.789E+04   4.327E+07   2.579E+07   6.750E+04
                                                                          4.023E+10   1.360E+10   4.679E+13   7.147E+09   1.289E+11   3.500E+10
                                                                          1.955E+07   2.617E+07   3.547E+08   5.749E+04   1.178E+09   8.252E+09
                                                                          0.000E+00   1.593E+09   6.971E+08   2.380E+06   6.961E+10   3.837E+10
                                                                          0.000E+00   0.000E+00   1.336E+09   1.038E+09   5.666E+08   1.451E+07
                                                                          0.000E+00   1.406E+09   2.682E+08   3.939E+08   5.837E+08   1.196E+10
                                                                          4.640E+08   0.000E+00   0.000E+00   2.316E+11   7.442E+07   7.554E+10
                                                                          6.160E+09   0.000E+00   3.237E+11   2.587E+11   8.137E+10   6.045E+10
                                                                          0.000E+00   2.642E+10   3.861E+09   2.749E+13   1.214E+13   6.719E-01
                                                                          0.000E+00   2.345E+09   1.064E+09   9.751E+05   9.135E+09   1.287E+08
                                                                          4.601E+06   3.626E+10   1.549E+10   2.138E+10   1.611E+09   3.810E+11
                                                                          9.306E+13   4.818E+13   5.913E+08   2.866E+09   9.793E+02   0.000E+00
                                                                          2.407E+05   1.357E+05   2.288E+08   9.163E+06   1.662E+06   6.385E+06
                                                                          3.293E+09   3.982E+09   7.325E+06   4.375E+09   2.039E+06   4.294E+10
                                                                          9.655E+10   3.571E+11   5.413E+11   5.437E+08   9.213E+08   7.151E+11
                                                                          2.674E+11   1.362E+11   2.316E+07   2.995E+07   2.968E+07   1.110E+04
                                                                          3.899E+13   1.501E+11   2.961E+11   3.481E+07   5.371E+07   0.000E+00
     5    29  3  -1    1.282162E+02   1.061E+13
    23    29  3  -1    1.265650E+02   2.061E+09
    27    29  3  -1    1.264826E+02   1.530E+10
     6    30  3  -1    1.283058E+02   2.063E+12   3.604E+13   6.965E+14   1.183E+13   1.032E+12   3.626E+12   5.654E+04   3.938E+10   5.621E+09
                                                                          5.086E+07   7.607E+09   1.645E+07   1.880E+11   1.383E+11   6.475E+11
                                                                          2.644E+10   0.000E+00   4.533E+11   4.954E+10   1.062E+11   7.038E+10
                                                                          3.832E+11   1.819E+12   4.643E+10   2.538E+12   3.346E+13   7.343E+11
                                                                          2.030E+14   0.000E+00   7.272E+13   4.403E+13   2.236E+13   3.934E+13
                                                                          4.482E+03   1.160E+02   7.205E+10   3.836E+10   1.633E+13   2.502E+13
                                                                          0.000E+00   3.142E+02   1.501E+04   1.013E+09   2.311E+09   8.307E+09
                                                                          2.141E+04   4.956E+01   2.787E+02   2.352E+10   4.292E+10   2.732E+03
                                                                          5.733E+08   3.696E+06   0.000E+00   4.372E+10   4.964E+10   3.006E+05
                                                                          7.806E+10   3.442E+05   2.387E+05   8.669E+10   1.041E+04   2.075E+10
                                                                          4.167E+07   7.080E+09   2.225E+08   1.426E+12   2.226E+11   6.057E+12
                                                                          8.485E+02   3.752E+01   1.785E+13   1.117E+13   2.142E+01   5.639E+12
                                                                          6.853E+11   1.025E+02   5.666E+11   1.389E+12   2.290E+12   7.685E+11
                                                                          1.112E+11   1.859E+11   3.339E+06   4.700E+05   3.078E+04   0.000E+00
                                                                          0.000E+00   7.968E+07   8.998E+06   0.000E+00   5.553E+05   0.000E+00
                                                                          1.319E+07   3.110E+07   9.508E+07   2.239E+07   2.211E+07   1.546E+09
                                                                          1.598E+09   7.391E+13   4.817E+04   2.823E+13   1.076E+13   1.574E+13
                                                                          1.722E+10   7.046E+11   2.437E+11   0.000E+00   2.689E+10   1.571E+10
                                                                          7.773E+10   3.782E+13   3.322E+09   1.534E+11   8.403E+00   0.000E+00
     9    30  3  -1    1.281946E+02   8.085E+12
    11    30  3  -1    1.281460E+02   1.261E+11
    14    30  3  -1    1.281212E+02   1.740E+12
     1    31  3  -1    1.364315E+02   3.125E+10   3.606E+13   6.965E+14   1.045E+13   2.402E+12   3.612E+12   1.534E+10   1.473E+10   1.859E+10
                                                                          4.633E+09   4.649E+09   5.025E+10   1.322E+11   1.485E+11   5.038E+11
                                                                          4.909E+10   1.998E+11   3.480E+11   4.716E+10   8.017E+10   3.448E+11
                                                                          2.770E+12   1.833E+12   4.396E+10   2.103E+12   2.732E+13   2.538E+12
                                                                          1.526E+14   4.563E+13   6.533E+13   5.985E+13   2.071E+13   3.797E+13
                                                                          3.155E+03   5.886E+10   2.354E+10   1.333E+10   2.214E+13   2.067E+13
                                                                          1.500E+03   2.720E+04   9.947E+08   1.096E+10   2.235E+09   9.972E+09
                                                                          2.860E+03   1.146E+09   3.414E+09   1.165E+10   2.733E+10   1.054E+10
                                                                          1.028E+10   3.106E+06   6.387E+05   3.587E+10   7.231E+10   5.370E+09
                                                                          6.198E+10   3.980E+05   1.491E+10   7.508E+10   4.676E+09   1.751E+10
                                                                          8.577E+07   6.515E+09   7.002E+08   1.286E+12   3.619E+11   5.090E+12
                                                                          5.814E+02   1.596E+13   6.282E+12   2.847E+12   1.202E+12   3.803E+12
                                                                          5.559E+12   1.185E+12   2.637E+12   5.184E+11   4.848E+11   7.049E+11
