SEQ='MG'     NUCCHG=18                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 112598657.3  NPRNT=   5
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2S2 2P6 3S1         (2)0( 0.5)        0.0 
     2          2S2 2P6 3P1         (2)1( 0.5)   139159.2 
     3          2S2 2P6 3P1         (2)1( 1.5)   141824.1 
     4          2S2 2P6 3D1         (2)2( 1.5)   334980.8 
     5          2S2 2P6 3D1         (2)2( 2.5)   335372.8 

   IC RESOLVED LEVEL INDEXING           BWNR= 113591701.4 NLVL=  1113
   --------------------------
   INDX  IRSL   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
     1    39  3  -1    2.008443E+01   1.183E+09   9.783E+08   7.379E+10   7.537E+08   3.306E+10   3.528E+10   4.623E+09   7.075E+07
     2    39  3  -1    2.007720E+01   3.920E+08
     3    39  3  -1    2.006215E+01   2.953E+07
     5    39  3  -1    1.702037E+01   5.481E+07
    11    39  3  -1    1.673578E+01   1.058E+08
     2    40  3  -1    2.007740E+01   4.037E+09   1.647E+10   2.126E+13   7.767E+09   5.772E+12   1.542E+13   4.355E+10   1.769E+10
     3    40  3  -1    2.006234E+01   9.474E+09
     5    40  3  -1    1.702056E+01   3.776E+07
     6    40  3  -1    1.701085E+01   5.193E+07
     8    40  3  -1    1.696440E+01   5.421E+07
     9    40  3  -1    1.674630E+01   5.086E+08
    10    40  3  -1    1.674094E+01   2.705E+08
    12    40  3  -1    1.672166E+01   1.524E+09
    14    40  3  -1    1.671472E+01   2.007E+09
     1    41  3  -1    2.009839E+01   5.739E+09   7.902E+09   1.113E+13   1.335E+09   6.389E+12   4.711E+12   1.561E+10   1.114E+10
     2    41  3  -1    2.009117E+01   1.153E+09
     3    41  3  -1    2.007611E+01   1.864E+09
     4    41  3  -1    1.954397E+01   8.618E+07
     8    41  3  -1    1.697817E+01   1.099E+08
     9    41  3  -1    1.676007E+01   2.026E+08
    11    41  3  -1    1.674974E+01   3.776E+08
    12    41  3  -1    1.673543E+01   1.518E+08
    13    41  3  -1    1.673137E+01   4.974E+08
     2    42  3  -1    2.009134E+01   3.533E+09   2.557E+09   3.264E+11   2.227E+09   1.462E+11   1.718E+11   3.029E+09   3.079E+09
     3    42  3  -1    2.007629E+01   8.643E+07
     5    42  3  -1    1.703451E+01   1.598E+08
     6    42  3  -1    1.702480E+01   7.535E+07
    14    42  3  -1    1.672867E+01   3.458E+07
     3    43  3  -1    2.008220E+01   1.195E+08   1.177E+10   7.205E+11   6.145E+07   1.325E+11   5.455E+11   2.808E+08   4.218E+10
     5    43  3  -1    1.704042E+01   3.937E+08
     7    43  3  -1    1.701886E+01   3.453E+07
     8    43  3  -1    1.698426E+01   1.345E+10
    13    43  3  -1    1.673746E+01   1.373E+09
    14    43  3  -1    1.673458E+01   6.762E+08
    15    43  3  -1    1.633606E+01   8.036E+07
     3    44  3  -1    2.009742E+01   3.425E+09   3.194E+09   4.624E+10   2.519E+09   7.098E+08   3.478E+10   2.635E+08   7.969E+09
     5    44  3  -1    1.705563E+01   5.493E+07
     6    44  3  -1    1.704592E+01   5.462E+08
     7    44  3  -1    1.703407E+01   7.435E+07
     8    44  3  -1    1.699947E+01   3.337E+07
     9    44  3  -1    1.678137E+01   5.706E+07
     6    45  3  -1    1.707526E+01   1.377E+08   1.484E+09   4.247E+09   0.000E+00   8.608E+08   2.383E+09   9.914E+07   9.044E+08
     7    45  3  -1    1.706341E+01   1.376E+09
     7    47  3  -1    1.711839E+01   3.271E+09   2.676E+09   3.259E+09   0.000E+00   0.000E+00   2.798E+09   0.000E+00   4.610E+08
     6    48  3  -1    1.714645E+01   7.096E+09   5.639E+09   8.610E+09   0.000E+00   5.548E+09   2.056E+09   2.403E+08   7.659E+08
     7    48  3  -1    1.713460E+01   1.163E+08
     3    49  3  -1    2.021701E+01   1.706E+08   7.811E+09   2.127E+10   4.879E+07   1.023E+10   9.172E+09   8.242E+08   9.916E+08
     5    49  3  -1    1.717522E+01   9.582E+09
     6    49  3  -1    1.716551E+01   6.788E+08
     7    49  3  -1    1.715366E+01   3.371E+07
     8    49  3  -1    1.711906E+01   1.532E+08
     1    50  3  -1    2.024376E+01   3.202E+10   5.526E+10   1.829E+12   1.401E+12   5.075E+10   3.377E+11   1.661E+10   2.290E+10
     2    50  3  -1    2.023653E+01   2.295E+10
     3    50  3  -1    2.022148E+01   1.107E+10
     4    50  3  -1    1.968934E+01   5.478E+07
     8    50  3  -1    1.712353E+01   3.314E+07
     9    50  3  -1    1.690543E+01   3.866E+08
    10    50  3  -1    1.690007E+01   1.392E+09
    11    50  3  -1    1.689510E+01   2.511E+09
    12    50  3  -1    1.688080E+01   1.361E+08
    16    50  3  -1    1.640789E+01   5.478E+07
     2    51  3  -1    2.025586E+01   3.546E+08   6.751E+09   5.682E+10   1.521E+09   8.294E+09   4.276E+10   3.445E+09   8.074E+08
     3    51  3  -1    2.024081E+01   9.424E+07
     5    51  3  -1    1.719902E+01   6.036E+09
     6    51  3  -1    1.718932E+01   2.570E+08
    12    51  3  -1    1.690013E+01   3.864E+07
     3    52  3  -1    2.024634E+01   1.773E+10   1.725E+10   2.836E+12   2.218E+11   3.623E+10   1.999E+12   2.528E+09   5.771E+11
     7    52  3  -1    1.718299E+01   1.004E+08
     8    52  3  -1    1.714839E+01   1.197E+08
     9    52  3  -1    1.693029E+01   5.680E+09
    13    52  3  -1    1.690160E+01   2.564E+08
    14    52  3  -1    1.689872E+01   1.057E+08
     2    53  3  -1    2.027629E+01   1.301E+10   2.627E+10   8.245E+12   4.181E+11   6.267E+11   6.794E+12   4.995E+10   3.565E+11
     4    53  3  -1    1.972909E+01   5.611E+09
     5    53  3  -1    1.721945E+01   2.781E+08
     6    53  3  -1    1.720974E+01   6.535E+07
     8    53  3  -1    1.716329E+01   1.158E+10
     9    53  3  -1    1.694519E+01   3.852E+07
    10    53  3  -1    1.693983E+01   3.425E+09
    13    53  3  -1    1.691649E+01   7.023E+07
    15    53  3  -1    1.651509E+01   3.009E+07
    16    53  3  -1    1.644765E+01   1.482E+09
     2    54  3  -1    2.032430E+01   1.601E+10   5.369E+10   3.979E+13   2.594E+10   2.189E+13   1.765E+13   7.040E+10   1.496E+11
     4    54  3  -1    1.977711E+01   1.377E+08
    10    54  3  -1    1.698784E+01   1.502E+08
    12    54  3  -1    1.696857E+01   1.578E+09
    16    54  3  -1    1.649566E+01   1.939E+07
     1    55  3  -1    2.033188E+01   2.306E+10   1.983E+10   5.069E+12   1.064E+11   4.954E+11   4.322E+12   1.282E+11   1.700E+10
     2    55  3  -1    2.032465E+01   3.086E+08
     3    55  3  -1    2.030960E+01   4.781E+09
     4    55  3  -1    1.977746E+01   1.915E+08
     5    55  3  -1    1.726782E+01   1.956E+08
     8    55  3  -1    1.721166E+01   3.261E+08
    10    55  3  -1    1.698820E+01   1.508E+08
    11    55  3  -1    1.698323E+01   2.826E+09
    12    55  3  -1    1.696892E+01   5.307E+08
    13    55  3  -1    1.696486E+01   3.929E+08
    16    55  3  -1    1.649602E+01   5.266E+08
     2    56  3  -1    2.033115E+01   1.056E+10   2.857E+10   1.440E+12   4.814E+10   3.053E+11   1.058E+12   9.967E+09   1.900E+10
     3    56  3  -1    2.031610E+01   1.392E+10
     4    56  3  -1    1.978396E+01   3.347E+09
     5    56  3  -1    1.727431E+01   1.040E+08
     6    56  3  -1    1.726461E+01   5.568E+07
     8    56  3  -1    1.721815E+01   3.748E+09
     9    56  3  -1    1.700005E+01   6.365E+08
    10    56  3  -1    1.699469E+01   8.878E+08
    12    56  3  -1    1.697542E+01   1.684E+08
    14    56  3  -1    1.696848E+01   4.323E+08
    16    56  3  -1    1.650251E+01   8.331E+08
     7    57  3  -1    1.726238E+01   2.186E+10   1.789E+10   2.142E+10   0.000E+00   0.000E+00   1.947E+10   0.000E+00   1.957E+09
     6    58  3  -1    1.728129E+01   2.751E+10   3.065E+10   3.580E+10   0.000E+00   6.880E+09   2.302E+10   3.618E+09   2.285E+09
     7    58  3  -1    1.726944E+01   9.222E+09
    14    58  3  -1    1.698516E+01   3.173E+07
     3    59  3  -1    2.033335E+01   8.731E+09   5.317E+10   9.700E+10   6.616E+09   2.114E+10   4.760E+10   6.450E+09   1.520E+10
     5    59  3  -1    1.729156E+01   4.550E+10
     6    59  3  -1    1.728185E+01   1.397E+10
     8    59  3  -1    1.723540E+01   5.658E+08
     9    59  3  -1    1.701730E+01   5.897E+07
     1    60  3  -1    2.036529E+01   1.060E+11   5.428E+10   4.998E+12   1.434E+10   3.465E+12   1.489E+12   1.670E+10   1.248E+10
     2    60  3  -1    2.035807E+01   1.057E+10
     3    60  3  -1    2.034302E+01   5.469E+08
     4    60  3  -1    1.981087E+01   4.862E+07
     5    60  3  -1    1.730123E+01   4.028E+09
    11    60  3  -1    1.701664E+01   1.571E+08
    12    60  3  -1    1.700233E+01   6.668E+07
    13    60  3  -1    1.699827E+01   3.365E+08
     2    61  3  -1    2.036303E+01   1.341E+10   3.165E+10   2.725E+13   1.065E+12   1.771E+13   7.964E+12   4.346E+11   8.032E+10
     3    61  3  -1    2.034798E+01   1.280E+09
     4    61  3  -1    1.981583E+01   4.786E+09
     5    61  3  -1    1.730619E+01   2.529E+08
     6    61  3  -1    1.729648E+01   2.456E+09
     8    61  3  -1    1.725003E+01   1.355E+10
     9    61  3  -1    1.703193E+01   2.892E+08
    10    61  3  -1    1.702657E+01   9.741E+08
    12    61  3  -1    1.700729E+01   1.950E+08
    13    61  3  -1    1.700323E+01   4.881E+07
    14    61  3  -1    1.700036E+01   4.347E+08
    15    61  3  -1    1.660183E+01   3.112E+08
    16    61  3  -1    1.653439E+01   2.108E+08
     1    62  3  -1    2.038260E+01   5.808E+09   4.685E+10   2.749E+13   1.545E+11   1.627E+13   1.059E+13   3.837E+11   9.212E+10
     2    62  3  -1    2.037538E+01   1.943E+10
     3    62  3  -1    2.036033E+01   1.163E+10
     4    62  3  -1    1.982819E+01   6.104E+08
     5    62  3  -1    1.731854E+01   2.494E+08
     8    62  3  -1    1.726238E+01   3.399E+07
     9    62  3  -1    1.704428E+01   1.548E+07
    10    62  3  -1    1.703892E+01   4.480E+07
    11    62  3  -1    1.703395E+01   4.683E+09
    12    62  3  -1    1.701965E+01   1.988E+08
    13    62  3  -1    1.701558E+01   1.768E+09
    16    62  3  -1    1.654674E+01   2.462E+08
     2    63  3  -1    2.037876E+01   5.831E+10   6.727E+10   1.091E+13   5.548E+11   4.863E+12   5.006E+12   4.739E+11   1.617E+10
     3    63  3  -1    2.036371E+01   2.131E+10
     4    63  3  -1    1.983156E+01   1.636E+09
     5    63  3  -1    1.732192E+01   3.583E+08
     6    63  3  -1    1.731221E+01   2.124E+09
     8    63  3  -1    1.726576E+01   5.308E+09
     9    63  3  -1    1.704766E+01   1.286E+08
    10    63  3  -1    1.704230E+01   1.143E+09
    12    63  3  -1    1.702302E+01   1.144E+08
    13    63  3  -1    1.701896E+01   7.625E+07
    14    63  3  -1    1.701609E+01   1.337E+08
    15    63  3  -1    1.661756E+01   1.293E+08
    16    63  3  -1    1.655012E+01   4.054E+07
     2    64  3  -1    2.038499E+01   2.550E+09   2.510E+09   2.733E+11   1.131E+10   1.212E+11   1.206E+11   1.896E+10   1.202E+09
     3    64  3  -1    2.036994E+01   3.182E+08
     6    64  3  -1    1.731844E+01   4.704E+07
     8    64  3  -1    1.727199E+01   1.536E+08
     9    64  3  -1    1.705389E+01   2.571E+07
    10    64  3  -1    1.704853E+01   2.364E+08
    12    64  3  -1    1.702925E+01   1.408E+08
    13    64  3  -1    1.702519E+01   9.281E+07
    14    64  3  -1    1.702232E+01   3.793E+07
     1    65  3  -1    2.040288E+01   2.358E+09   1.511E+10   2.223E+12   2.796E+11   7.949E+11   1.115E+12   2.621E+10   7.187E+09
     2    65  3  -1    2.039565E+01   9.637E+08
     3    65  3  -1    2.038060E+01   7.207E+09
     9    65  3  -1    1.706456E+01   9.781E+07
    10    65  3  -1    1.705920E+01   8.280E+08
    11    65  3  -1    1.705423E+01   9.319E+07
    13    65  3  -1    1.703586E+01   1.770E+08
     3    66  3  -1    2.038899E+01   2.311E+10   2.549E+10   1.767E+11   5.376E+10   4.965E+09   1.137E+11   2.497E+09   1.709E+09
     5    66  3  -1    1.734720E+01   5.932E+09
     6    66  3  -1    1.733750E+01   1.989E+09
     7    66  3  -1    1.732564E+01   1.524E+09
     8    66  3  -1    1.729104E+01   1.421E+08
     9    66  3  -1    1.707294E+01   1.751E+08
    13    66  3  -1    1.704425E+01   1.514E+08
    14    66  3  -1    1.704137E+01   4.678E+08
     3    67  3  -1    2.039205E+01   2.560E+10   3.900E+10   1.700E+11   1.429E+10   7.487E+09   1.032E+11   4.678E+09   4.034E+10
     5    67  3  -1    1.735026E+01   1.525E+10
     6    67  3  -1    1.734055E+01   4.504E+09
     7    67  3  -1    1.732870E+01   3.444E+09
     8    67  3  -1    1.729410E+01   2.669E+08
     9    67  3  -1    1.707600E+01   5.879E+08
    13    67  3  -1    1.704730E+01   2.562E+08
    14    67  3  -1    1.704443E+01   9.980E+07
     6    68  3  -1    1.736297E+01   7.712E+09   1.771E+10   2.766E+10   0.000E+00   3.441E+09   8.731E+09   4.157E+09   1.133E+10
     7    68  3  -1    1.735112E+01   1.143E+10
    14    68  3  -1    1.706684E+01   3.532E+08
     2    69  3  -1    2.042977E+01   4.526E+09   1.177E+10   4.729E+11   2.049E+10   1.624E+11   2.785E+11   8.853E+09   2.746E+09
     3    69  3  -1    2.041472E+01   5.640E+09
     8    69  3  -1    1.731677E+01   8.794E+07
     9    69  3  -1    1.709867E+01   2.891E+09
    10    69  3  -1    1.709331E+01   5.695E+08
    13    69  3  -1    1.706998E+01   4.950E+07
     1    70  3  -1    2.044402E+01   1.220E+10   1.721E+10   7.707E+12   2.091E+11   4.896E+12   2.096E+12   4.961E+11   9.582E+09
     2    70  3  -1    2.043680E+01   4.306E+09
     3    70  3  -1    2.042175E+01   4.837E+08
     4    70  3  -1    1.988961E+01   3.187E+09
     5    70  3  -1    1.737996E+01   4.761E+08
     8    70  3  -1    1.732380E+01   4.168E+08
    10    70  3  -1    1.710034E+01   6.491E+08
    11    70  3  -1    1.709537E+01   1.775E+09
    12    70  3  -1    1.708106E+01   9.909E+08
    13    70  3  -1    1.707700E+01   1.743E+07
    16    70  3  -1    1.660816E+01   1.078E+09
     3    71  3  -1    2.044564E+01   4.447E+09   7.931E+09   1.576E+11   7.335E+10   2.330E+10   3.111E+10   2.807E+08   2.959E+10
     5    71  3  -1    1.740386E+01   2.674E+09
     6    71  3  -1    1.739415E+01   1.499E+09
     7    71  3  -1    1.738230E+01   1.966E+08
     8    71  3  -1    1.734770E+01   2.307E+08
     9    71  3  -1    1.712959E+01   6.887E+08
    13    71  3  -1    1.710090E+01   5.059E+07
    14    71  3  -1    1.709802E+01   3.988E+08
     6    72  3  -1    1.739658E+01   3.492E+10   2.818E+10   4.007E+10   0.000E+00   1.888E+10   1.734E+10   1.378E+09   2.470E+09
     7    72  3  -1    1.738473E+01   8.531E+08
    14    72  3  -1    1.710045E+01   2.142E+08
     2    73  3  -1    2.047826E+01   9.004E+09   4.766E+10   3.392E+11   1.120E+11   2.874E+10   1.570E+11   3.192E+10   9.482E+09
     3    73  3  -1    2.046321E+01   2.843E+09
     4    73  3  -1    1.993107E+01   6.094E+07
     5    73  3  -1    1.742142E+01   2.907E+10
     6    73  3  -1    1.741171E+01   5.681E+09
     8    73  3  -1    1.736526E+01   9.262E+08
     9    73  3  -1    1.714716E+01   1.284E+08
    10    73  3  -1    1.714180E+01   7.317E+08
    12    73  3  -1    1.712253E+01   3.986E+08
    13    73  3  -1    1.711846E+01   5.268E+08
    14    73  3  -1    1.711559E+01   6.848E+07
     2    74  3  -1    2.048229E+01   2.244E+10   4.240E+10   6.279E+11   5.260E+10   5.184E+10   4.613E+11   5.149E+10   1.065E+10
     3    74  3  -1    2.046724E+01   1.891E+09
     5    74  3  -1    1.742546E+01   1.341E+10
     6    74  3  -1    1.741575E+01   7.475E+09
     8    74  3  -1    1.736930E+01   1.010E+09
     9    74  3  -1    1.715120E+01   3.433E+08
    10    74  3  -1    1.714584E+01   1.763E+09
    12    74  3  -1    1.712656E+01   5.268E+08
    13    74  3  -1    1.712250E+01   2.772E+08
    14    74  3  -1    1.711962E+01   1.035E+08
     3    75  3  -1    2.047226E+01   9.786E+10   1.258E+11   6.867E+11   3.267E+10   2.686E+10   5.645E+11   3.604E+10   2.658E+10
     5    75  3  -1    1.743047E+01   1.821E+10
     6    75  3  -1    1.742077E+01   1.857E+10
     7    75  3  -1    1.740891E+01   1.828E+10
     8    75  3  -1    1.737431E+01   5.998E+07
     9    75  3  -1    1.715621E+01   7.018E+07
    13    75  3  -1    1.712752E+01   9.803E+08
    14    75  3  -1    1.712464E+01   4.152E+07
     7    76  3  -1    1.741300E+01   4.106E+10   3.360E+10   6.042E+10   0.000E+00   0.000E+00   5.646E+10   0.000E+00   3.958E+09
     1    77  3  -1    2.050408E+01   1.071E+10   1.200E+10   8.920E+11   9.195E+10   2.891E+11   4.855E+11   2.280E+10   2.636E+09
     2    77  3  -1    2.049685E+01   2.598E+09
     3    77  3  -1    2.048180E+01   1.116E+09
     4    77  3  -1    1.994966E+01   3.652E+07
     5    77  3  -1    1.744001E+01   9.617E+07
     9    77  3  -1    1.716575E+01   7.588E+07
    10    77  3  -1    1.716039E+01   2.745E+08
    11    77  3  -1    1.715542E+01   1.644E+09
    12    77  3  -1    1.714112E+01   1.666E+09
    13    77  3  -1    1.713705E+01   6.921E+08
     7    78  3  -1    1.742216E+01   2.156E+10   1.764E+10   3.274E+10   0.000E+00   0.000E+00   3.008E+10   0.000E+00   2.658E+09
     2    79  3  -1    2.050391E+01   5.106E+09   2.289E+10   8.364E+12   6.139E+10   7.700E+12   5.511E+11   5.094E+10   8.774E+08
     4    79  3  -1    1.995671E+01   2.166E+08
    10    79  3  -1    1.716745E+01   5.539E+08
    12    79  3  -1    1.714817E+01   1.709E+09
    16    79  3  -1    1.667527E+01   4.391E+07
     6    80  3  -1    1.744453E+01   5.925E+09   1.987E+10   4.179E+10   0.000E+00   3.604E+09   2.336E+09   2.601E+09   3.325E+10
     7    80  3  -1    1.743268E+01   1.388E+10
    14    80  3  -1    1.714840E+01   1.782E+09
     2    81  3  -1    2.053019E+01   4.501E+10   6.791E+10   4.315E+13   4.828E+11   1.360E+12   4.093E+13   7.908E+10   2.951E+11
     3    81  3  -1    2.051514E+01   1.315E+10
     4    81  3  -1    1.998300E+01   5.621E+08
     5    81  3  -1    1.747336E+01   7.621E+09
     6    81  3  -1    1.746365E+01   2.428E+09
     8    81  3  -1    1.741720E+01   2.642E+09
     9    81  3  -1    1.719909E+01   2.205E+09
    10    81  3  -1    1.719374E+01   3.226E+09
    12    81  3  -1    1.717446E+01   4.697E+07
    13    81  3  -1    1.717040E+01   5.752E+08
    14    81  3  -1    1.716752E+01   6.162E+09
    15    81  3  -1    1.676900E+01   2.232E+08
    16    81  3  -1    1.670156E+01   1.165E+08
     6    82  3  -1    1.746393E+01   9.360E+09   3.562E+10   8.605E+10   0.000E+00   2.772E+10   3.796E+10   9.579E+08   1.941E+10
     7    82  3  -1    1.745208E+01   2.748E+10
    14    82  3  -1    1.716780E+01   1.104E+09
     3    83  3  -1    2.051573E+01   1.029E+11   1.002E+11   1.479E+12   3.800E+10   3.359E+11   8.339E+11   8.170E+08   2.702E+11
     5    83  3  -1    1.747394E+01   2.659E+09
     6    83  3  -1    1.746424E+01   1.634E+10
     7    83  3  -1    1.745238E+01   4.219E+09
     8    83  3  -1    1.741778E+01   1.651E+09
     9    83  3  -1    1.719968E+01   1.610E+09
    13    83  3  -1    1.717098E+01   4.270E+08
    14    83  3  -1    1.716811E+01   4.359E+08
     3    84  3  -1    2.052806E+01   2.261E+09   1.333E+10   1.817E+11   8.947E+08   6.989E+10   6.032E+10   3.542E+09   4.709E+10
     5    84  3  -1    1.748627E+01   8.012E+08
     6    84  3  -1    1.747656E+01   3.777E+09
     7    84  3  -1    1.746471E+01   1.916E+08
     8    84  3  -1    1.743011E+01   2.315E+08
     9    84  3  -1    1.721201E+01   3.597E+08
    13    84  3  -1    1.718331E+01   8.626E+09
    14    84  3  -1    1.718044E+01   5.326E+08
     2    85  3  -1    2.054595E+01   5.588E+08   3.760E+10   9.553E+13   5.096E+11   8.546E+13   9.188E+12   3.614E+11   1.450E+10
     4    85  3  -1    1.999876E+01   1.689E+09
    10    85  3  -1    1.720950E+01   9.546E+09
    12    85  3  -1    1.719022E+01   3.742E+08
    16    85  3  -1    1.671732E+01   3.634E+08
     1    86  3  -1    2.055551E+01   2.298E+10   7.112E+10   3.271E+13   2.292E+09   1.617E+13   1.643E+13   9.404E+10   1.282E+10
     2    86  3  -1    2.054829E+01   2.654E+10
     3    86  3  -1    2.053324E+01   5.769E+09
     4    86  3  -1    2.000109E+01   1.083E+09
     5    86  3  -1    1.749145E+01   4.074E+09
     8    86  3  -1    1.743529E+01   1.598E+08
     9    86  3  -1    1.721719E+01   5.911E+09
    10    86  3  -1    1.721183E+01   1.411E+09
    11    86  3  -1    1.720686E+01   1.076E+10
    12    86  3  -1    1.719255E+01   3.122E+08
    13    86  3  -1    1.718849E+01   2.399E+09
     6    87  3  -1    1.748409E+01   3.535E+08   1.065E+10   2.663E+10   0.000E+00   6.724E+08   3.885E+09   2.254E+09   1.981E+10
     7    87  3  -1    1.747223E+01   2.621E+09
    14    87  3  -1    1.718796E+01   9.972E+09
     2    88  3  -1    2.056157E+01   1.418E+10   2.888E+10   1.484E+13   3.645E+10   2.884E+12   1.185E+13   2.703E+10   3.682E+10
     3    88  3  -1    2.054652E+01   1.344E+09
     4    88  3  -1    2.001438E+01   1.086E+08
     5    88  3  -1    1.750473E+01   2.279E+09
     6    88  3  -1    1.749502E+01   1.108E+09
     8    88  3  -1    1.744857E+01   5.098E+08
     9    88  3  -1    1.723047E+01   1.198E+08
    10    88  3  -1    1.722511E+01   3.063E+09
    12    88  3  -1    1.720583E+01   1.470E+10
    13    88  3  -1    1.720177E+01   2.837E+09
    14    88  3  -1    1.719890E+01   6.739E+08
    16    88  3  -1    1.673293E+01   7.217E+07
     2    89  3  -1    2.056798E+01   9.203E+10   1.001E+11   5.847E+13   1.678E+11   9.152E+12   4.886E+13   1.210E+11   1.756E+11
     3    89  3  -1    2.055293E+01   9.892E+09
     4    89  3  -1    2.002079E+01   6.217E+08
     5    89  3  -1    1.751115E+01   6.476E+09
     6    89  3  -1    1.750144E+01   5.806E+09
     8    89  3  -1    1.745499E+01   1.743E+09
     9    89  3  -1    1.723688E+01   5.087E+09
    10    89  3  -1    1.723153E+01   3.029E+08
    12    89  3  -1    1.721225E+01   1.556E+09
    13    89  3  -1    1.720819E+01   3.331E+09
    14    89  3  -1    1.720531E+01   6.112E+09
    15    89  3  -1    1.680679E+01   2.315E+07
    16    89  3  -1    1.673935E+01   2.500E+08
     3    90  3  -1    2.055707E+01   1.358E+10   2.683E+10   3.376E+11   2.103E+11   6.698E+09   7.810E+10   9.284E+09   3.322E+10
     5    90  3  -1    1.751528E+01   1.704E+08
     6    90  3  -1    1.750557E+01   1.598E+09
     7    90  3  -1    1.749372E+01   6.789E+08
     9    90  3  -1    1.724102E+01   1.163E+10
    13    90  3  -1    1.721232E+01   5.903E+09
    14    90  3  -1    1.720945E+01   2.003E+09
     1    91  3  -1    2.057943E+01   1.833E+11   1.152E+11   3.008E+13   3.932E+10   1.317E+13   1.673E+13   1.086E+11   3.466E+10
     2    91  3  -1    2.057220E+01   1.419E+10
     3    91  3  -1    2.055715E+01   7.671E+08
     4    91  3  -1    2.002501E+01   3.175E+09
     5    91  3  -1    1.751536E+01   1.064E+10
     8    91  3  -1    1.745920E+01   3.071E+08
     9    91  3  -1    1.724110E+01   2.669E+09
    10    91  3  -1    1.723574E+01   7.319E+07
    11    91  3  -1    1.723077E+01   1.844E+10
    12    91  3  -1    1.721647E+01   6.362E+09
    13    91  3  -1    1.721240E+01   9.958E+07
    16    91  3  -1    1.674356E+01   4.744E+07
     1    92  3  -1    2.059446E+01   8.917E+10   1.143E+11   1.644E+13   2.709E+11   6.953E+12   9.016E+12   1.700E+11   2.857E+10
     2    92  3  -1    2.058723E+01   5.522E+10
     3    92  3  -1    2.057218E+01   3.816E+09
     4    92  3  -1    2.004004E+01   9.599E+08
     5    92  3  -1    1.753039E+01   7.503E+09
     8    92  3  -1    1.747423E+01   2.981E+07
     9    92  3  -1    1.725613E+01   7.161E+08
    10    92  3  -1    1.725078E+01   2.619E+09
    11    92  3  -1    1.724581E+01   3.739E+09
    12    92  3  -1    1.723150E+01   7.375E+08
    13    92  3  -1    1.722744E+01   2.175E+09
     2    93  3  -1    2.059591E+01   1.907E+10   3.368E+10   8.065E+12   4.349E+11   6.313E+11   6.937E+12   1.955E+10   4.232E+10
     3    93  3  -1    2.058086E+01   4.432E+08
     4    93  3  -1    2.004872E+01   1.593E+08
     5    93  3  -1    1.753907E+01   3.435E+08
     6    93  3  -1    1.752937E+01   2.609E+08
     9    93  3  -1    1.726481E+01   6.845E+09
    10    93  3  -1    1.725946E+01   1.469E+10
    12    93  3  -1    1.724018E+01   7.901E+09
    13    93  3  -1    1.723612E+01   3.582E+08
    14    93  3  -1    1.723324E+01   1.413E+08
     2    94  3  -1    2.060450E+01   6.752E+10   1.113E+11   8.655E+13   4.246E+12   1.605E+13   6.592E+13   8.285E+10   2.514E+11
     3    94  3  -1    2.058945E+01   1.668E+10
     4    94  3  -1    2.005730E+01   1.784E+09
     6    94  3  -1    1.753795E+01   5.264E+09
     8    94  3  -1    1.749150E+01   3.921E+10
    10    94  3  -1    1.726804E+01   9.007E+08
    13    94  3  -1    1.724470E+01   2.078E+08
    14    94  3  -1    1.724182E+01   5.688E+08
    15    94  3  -1    1.684330E+01   2.362E+09
    16    94  3  -1    1.677586E+01   2.623E+09
     2    95  3  -1    2.061315E+01   5.126E+10   1.599E+11   3.466E+13   1.014E+11   2.917E+13   5.218E+12   1.693E+11   5.590E+09
     4    95  3  -1    2.006596E+01   2.915E+08
    10    95  3  -1    1.727670E+01   1.289E+09
    12    95  3  -1    1.725742E+01   3.809E+08
    16    95  3  -1    1.678451E+01   7.523E+07
     1    96  3  -1    2.062314E+01   2.569E+11   1.026E+11   2.659E+13   1.066E+12   1.409E+13   1.134E+13   5.482E+10   3.728E+10
     2    96  3  -1    2.061591E+01   7.601E+08
     3    96  3  -1    2.060086E+01   2.187E+09
     4    96  3  -1    2.006872E+01   2.456E+08
     5    96  3  -1    1.755908E+01   1.637E+09
     8    96  3  -1    1.750292E+01   1.862E+08
    10    96  3  -1    1.727946E+01   2.118E+09
    11    96  3  -1    1.727449E+01   8.584E+09
    12    96  3  -1    1.726018E+01   4.075E+09
    13    96  3  -1    1.725612E+01   1.027E+08
     6    97  3  -1    1.755891E+01   3.047E+08   5.643E+09   2.220E+12   0.000E+00   5.618E+11   1.451E+12   2.382E+10   1.839E+11
     7    97  3  -1    1.754706E+01   4.117E+09
    14    97  3  -1    1.726278E+01   1.656E+09
     3    98  3  -1    2.061794E+01   2.831E+11   2.396E+11   2.833E+12   1.642E+12   1.571E+11   9.497E+11   5.620E+09   7.853E+10
     5    98  3  -1    1.757615E+01   1.924E+08
     6    98  3  -1    1.756644E+01   3.093E+09
     7    98  3  -1    1.755459E+01   1.268E+10
     8    98  3  -1    1.751999E+01   3.184E+08
     9    98  3  -1    1.730189E+01   5.342E+09
    13    98  3  -1    1.727319E+01   1.898E+09
    14    98  3  -1    1.727032E+01   1.242E+10
