SEQ='NA'     NUCCHG=27                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 273652705.5  NPRNT=   1
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          1S2 2S2 2P6         (1)0( 0.0)        0.0 

   IC RESOLVED LEVEL INDEXING           BWNR= 278051021.8 NLVL=   196
   --------------------------
   INDX  IRSL   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
   153   180    1S2 2S2 2P5 3D2     (2)2( 2.5)  7974779.5*
   154   182    1S2 2S2 2P5 3D2     (2)1( 0.5)  7998204.7*
   155   183    1S2 2S2 2P5 3D2     (2)3( 3.5)  8009012.6*
   156   184    1S2 2S2 2P5 3D2     (2)2( 2.5)  8011594.3*
   157   185    1S2 2S2 2P5 3D2     (2)2( 1.5)  8018724.7*
   158   186    1S2 2S2 2P5 3D2     (2)1( 1.5)  8032333.7*
   159   187    1S2 2S2 2P5 3D2     (2)1( 0.5)  8077795.9*
   160   188    1S2 2S1 2P6 3P2     (4)1( 0.5)  8111746.5*
   161   189    1S2 2S1 2P6 3P2     (4)1( 1.5)  8122733.1*
   162   190    1S2 2S1 2P6 3P2     (2)2( 2.5)  8123183.6*
   163   191    1S2 2S1 2P6 3P2     (2)2( 1.5)  8129380.2*
   164   192    1S2 2S1 2P6 3P2     (4)1( 2.5)  8148170.0*
   165   193    1S2 2S1 2P6 3P2     (2)1( 0.5)  8148997.7*
   166   194    1S2 2S1 2P6 3P2     (2)1( 1.5)  8171958.0*
   167   199    1S2 2S1 2P6 3P2     (2)0( 0.5)  8244388.8*
   168   200    1S2 2S1 2P6 3S1 3D1 (2)2( 1.5)  8314712.0*
   169   201    1S2 2S1 2P6 3S1 3D1 (2)2( 2.5)  8317463.0*
   170   202    1S2 2S1 2P6 3S1 3D1 (2)2( 1.5)  8360109.6*
   171   203    1S2 2S1 2P6 3S1 3D1 (2)2( 2.5)  8362032.0*
   172   204    1S2 2S1 2P6 3P1 3D1 (4)3( 1.5)  8477353.8*
   173   205    1S2 2S1 2P6 3P1 3D1 (4)3( 2.5)  8483428.0*
   174   206    1S2 2S1 2P6 3P1 3D1 (4)3( 3.5)  8493967.6*
   175   208    1S2 2S1 2P6 3P1 3D1 (2)2( 2.5)  8513638.8*
   176   209    1S2 2S1 2P6 3P1 3D1 (2)2( 1.5)  8518273.5*
   177   210    1S2 2S1 2P6 3P1 3D1 (2)3( 2.5)  8532060.7*
   178   211    1S2 2S1 2P6 3P1 3D1 (4)2( 0.5)  8543207.3*
   179   212    1S2 2S1 2P6 3P1 3D1 (4)2( 1.5)  8544035.2*
   180   213    1S2 2S1 2P6 3P1 3D1 (4)1( 2.5)  8547493.6*
   181   214    1S2 2S1 2P6 3P1 3D1 (2)3( 3.5)  8548007.9*
   182   216    1S2 2S1 2P6 3P1 3D1 (4)1( 1.5)  8560470.1*
   183   217    1S2 2S1 2P6 3P1 3D1 (4)2( 3.5)  8561253.8*
   184   218    1S2 2S1 2P6 3P1 3D1 (4)2( 2.5)  8561654.5*
   185   219    1S2 2S1 2P6 3P1 3D1 (2)2( 1.5)  8588471.5*
   186   220    1S2 2S1 2P6 3P1 3D1 (2)1( 0.5)  8600315.0*
   187   221    1S2 2S1 2P6 3P1 3D1 (2)2( 2.5)  8604901.5*
   188   222    1S2 2S1 2P6 3P1 3D1 (2)1( 1.5)  8605421.7*
   189   223    1S2 2S1 2P6 3P1 3D1 (2)3( 2.5)  8659018.1*
   190   224    1S2 2S1 2P6 3P1 3D1 (2)3( 3.5)  8659997.3*
   191   225    1S2 2S1 2P6 3P1 3D1 (2)1( 1.5)  8673901.5*
   192   226    1S2 2S1 2P6 3P1 3D1 (2)1( 0.5)  8676328.5*
   193   234    1S2 2S1 2P6 3D2     (2)3( 2.5)  8986461.8*
   194   235    1S2 2S1 2P6 3D2     (2)2( 1.5)  8990117.6*
   195   236    1S2 2S1 2P6 3D2     (2)2( 2.5)  8992643.1*
   196   242    1S2 2S1 2P6 3D2     (2)0( 0.5)  9090520.6*
  
CO17     /IC/

  IRSL  IRSL  N   L      DEL(RYD)       B(SEC)      R(SEC)      A(SEC):       1
     1     6  3  -1    5.819824E+01   1.319E+12   6.626E+11   2.385E+12   2.385E+12
     4     6  3  -1    5.161209E+01   2.657E+08
     5     6  3  -1    5.155843E+01   1.863E+09
     1     7  3  -1    5.937210E+01   7.524E+11   7.555E+11   2.304E+12   2.304E+12
     4     7  3  -1    5.278594E+01   1.578E+09
     2     8  3  -1    5.745874E+01   2.754E+09   9.679E+09   1.737E+06   1.737E+06
     3     8  3  -1    5.721376E+01   8.294E+09
     3     9  3  -1    5.745960E+01   1.127E+11   7.517E+10   2.466E+10   2.466E+10
     2    10  3  -1    5.777258E+01   9.510E+11   4.761E+11   1.555E+11   1.555E+11
     3    10  3  -1    5.752759E+01   5.678E+08
     2    12  3  -1    5.789157E+01   5.222E+11   5.369E+11   1.305E+11   1.305E+11
     3    12  3  -1    5.764659E+01   7.163E+09
     3    13  3  -1    5.778735E+01   4.570E+11   3.047E+11   1.319E+11   1.319E+11
     2    14  3  -1    5.803754E+01   2.597E+11   6.045E+11   1.598E+11   1.598E+11
     3    14  3  -1    5.779256E+01   4.746E+11
     2    15  3  -1    5.821999E+01   2.214E+10   6.485E+11   4.813E+11   4.813E+11
     3    15  3  -1    5.797500E+01   3.119E+11
     2    16  3  -1    5.882105E+01   1.576E+10   5.856E+10   1.208E+13   1.208E+13
     3    16  3  -1    5.857606E+01   1.949E+10
     2    17  3  -1    5.882968E+01   5.182E+11   5.588E+11   1.368E+13   1.368E+13
     3    17  3  -1    5.858470E+01   1.876E+10
