SEQ='NE'     NUCCHG=16                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  83052192.2  NPRNT= 114
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
                                                                          4.051E+10   2.552E+11   9.358E+11   1.266E+10   1.564E+10   3.972E+10
                                                                          1.036E+11   1.856E+09   4.056E+13   1.862E+10   1.681E+11   0.000E+00
     7    32  3  -1    1.701996E+02   2.246E+13
     8    32  3  -1    1.701873E+02   1.093E+12
     9    32  3  -1    1.701526E+02   4.809E+11
    10    32  3  -1    1.701138E+02   1.001E+13
    11    32  3  -1    1.700726E+02   2.995E+12
    13    32  3  -1    1.700354E+02   1.104E+13
    14    32  3  -1    1.700302E+02   1.026E+13
     1    33  3  -1    1.837394E+02   1.809E+13   7.328E+13   7.506E+14   9.550E+12   5.543E+12   4.083E+10   2.043E+08   1.342E+08   6.437E+06
                                                                          8.749E+09   4.985E+09   1.010E+11   4.557E+10   3.981E+11   6.804E+11
                                                                          2.859E+11   1.339E+12   6.093E+11   1.027E+11   1.831E+10   8.393E+10
                                                                          1.311E+12   1.004E+13   9.330E+12   4.687E+12   8.443E+12   3.848E+12
                                                                          7.212E+13   1.326E+14   5.796E+13   9.429E+13   1.887E+13   3.767E+13
                                                                          3.346E+13   2.862E+04   1.192E+09   2.036E+08   1.413E+13   2.932E+07
                                                                          2.612E+05   1.667E+05   5.879E+08   1.999E+09   2.428E+09   6.292E+08
                                                                          8.758E+04   2.866E+09   2.188E+09   1.333E+09   1.775E+10   3.537E+10
                                                                          3.355E+09   1.760E+07   2.420E+07   1.226E+11   1.515E+10   5.988E+06
                                                                          2.152E+11   2.122E+11   1.007E+11   1.317E+11   3.612E+10   3.376E+10
                                                                          3.740E+08   1.667E+10   3.761E+09   1.296E+12   7.514E+11   4.399E+10
                                                                          3.599E-02   1.246E+11   2.405E+11   8.207E+10   5.350E+12   1.825E+12
                                                                          1.044E+13   9.033E+10   9.133E+12   4.745E+12   8.565E+12   1.330E+13
                                                                          2.808E+11   9.924E+10   7.371E+05   4.844E+06   6.657E+05   0.000E+00
                                                                          8.060E+07   5.735E+07   2.003E+07   2.523E+07   4.925E+07   5.662E+07
                                                                          5.502E+07   4.112E+08   4.138E+07   5.219E+08   2.023E+07   2.560E+13
                                                                          5.154E+13   1.930E+09   3.533E+09   1.466E+13   3.467E+13   6.793E+12
                                                                          1.073E+11   1.921E+11   7.028E+11   2.451E+11   2.046E+10   3.443E+10
                                                                          4.358E+11   1.027E+13   3.029E+13   6.048E+10   1.234E+11   0.000E+00
     6    33  3  -1    1.703980E+02   4.269E+11
     8    33  3  -1    1.702728E+02   2.295E+12
     9    33  3  -1    1.702381E+02   5.865E+12
    10    33  3  -1    1.701993E+02   8.889E+12
    11    33  3  -1    1.701581E+02   8.895E+12
    12    33  3  -1    1.701367E+02   4.234E+11
    13    33  3  -1    1.701209E+02   1.099E+13
    14    33  3  -1    1.701157E+02   7.391E+12
    15    33  3  -1    1.692415E+02   2.274E+13
    16    34  3  -1    1.704018E+02   2.217E+13   6.692E+13   7.320E+14   6.422E+11   3.298E+07   1.644E+11   1.119E+08   8.751E+08   1.617E+08
                                                                          1.389E+10   1.334E+10   2.686E+10   7.421E+10   3.193E+08   2.628E+09
                                                                          3.501E+09   1.793E+04   8.387E+08   7.316E+09   9.596E+10   5.499E+09
                                                                          8.087E+08   6.186E+08   2.549E+08   7.194E+08   1.066E+09   3.206E+08
                                                                          9.075E+10   2.011E+05   1.396E+10   2.655E+08   1.835E+09   7.551E+08
                                                                          5.329E+09   1.178E+11   5.548E+11   7.361E+11   1.468E+10   2.266E+11
                                                                          0.000E+00   1.476E+12   2.285E+11   2.520E+11   2.375E+10   3.874E+11
                                                                          2.479E+11   4.146E+10   8.472E+10   3.578E+12   1.144E+13   5.433E+12
                                                                          1.029E+12   1.627E+14   0.000E+00   2.414E+13   6.767E+13   1.492E+13
                                                                          2.812E+13   6.019E+13   1.620E+13   4.888E+13   4.043E+11   5.072E+13
