SEQ='NE'     NUCCHG=17                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  95132401.6  NPRNT= 114
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
                                                                          3.712E+09   4.330E+09   6.055E+10   1.752E+11   6.010E+11   2.175E+12
                                                                          2.384E+11   6.385E+11   1.897E+12   5.125E+10   1.418E+11   4.134E+11
                                                                          3.909E+12   6.781E+11   2.040E+13   5.904E+12   1.430E+13   1.881E+12
                                                                          1.844E+14   4.400E+13   6.946E+13   5.868E+13   2.579E+13   4.191E+13
                                                                          2.450E+13   1.105E+04   8.802E+10   2.464E+10   2.005E+13   2.305E+10
                                                                          1.695E+04   1.577E+05   1.523E+10   2.255E+09   1.813E+10   5.708E+09
                                                                          1.066E+04   1.939E+08   2.700E+10   7.075E+09   6.971E+10   2.034E+10
                                                                          2.355E+10   4.757E+06   3.403E+05   7.166E+10   4.490E+09   4.252E+05
                                                                          1.106E+11   1.192E+10   8.453E+10   8.835E+10   4.707E+09   2.795E+10
                                                                          4.616E+08   3.247E+10   3.231E+09   1.783E+12   4.810E+11   5.543E+12
                                                                          2.831E+03   1.842E+13   5.038E+12   3.148E+12   3.578E+11   4.873E+12
                                                                          6.584E+11   5.907E+12   2.668E+12   1.859E+11   4.964E+11   1.608E+12
                                                                          2.090E+11   1.853E+11   6.626E+05   1.213E+07   4.503E+05   0.000E+00
                                                                          5.757E+07   2.980E+08   8.083E+07   1.267E+05   1.229E+08   9.797E+07
                                                                          9.556E+07   1.317E+08   3.415E+07   3.618E+08   6.784E+13   1.629E+08
                                                                          1.723E+13   2.510E+13   1.842E+13   7.874E+09   3.009E+09   1.735E+13
                                                                          2.560E+11   6.548E+10   2.638E+11   7.821E+11   3.211E+10   2.373E+10
                                                                          1.145E+11   3.182E+13   1.002E+13   1.543E+11   4.262E+10   0.000E+00
     6    31  3  -1    1.936007E+02   1.196E+13
     8    31  3  -1    1.934609E+02   2.516E+13
     9    31  3  -1    1.934172E+02   1.852E+12
    10    31  3  -1    1.933737E+02   4.061E+12
    11    31  3  -1    1.933144E+02   1.318E+13
    12    31  3  -1    1.932927E+02   2.836E+13
    13    31  3  -1    1.932660E+02   3.200E+11
    14    31  3  -1    1.932616E+02   2.304E+12
    15    31  3  -1    1.922931E+02   7.776E+11
     6    32  3  -1    1.936193E+02   1.022E+13   8.824E+13   7.909E+14   1.124E+13   9.556E+12   5.859E+12   4.385E+10   1.407E+10   4.302E+09
                                                                          1.818E+10   5.530E+09   1.974E+11   1.812E+10   5.869E+11   4.512E+11
                                                                          6.262E+11   2.670E+12   6.571E+11   4.269E+10   1.572E+11   1.506E+09
                                                                          1.414E+13   1.975E+12   9.135E+12   2.186E+12   3.459E+12   4.609E+12
                                                                          1.909E+13   1.838E+14   5.615E+13   1.177E+14   1.633E+13   3.676E+13
                                                                          3.970E+13   8.652E+10   1.300E+10   5.608E+09   1.185E+13   1.744E+09
                                                                          1.386E+05   2.204E+09   3.829E+09   1.993E+09   9.411E+09   2.558E+09
                                                                          4.552E+09   3.801E+10   1.296E+10   8.001E+09   5.091E+08   5.837E+10
                                                                          7.104E+10   3.116E+06   3.742E+06   3.251E+10   1.901E+10   7.614E+08
                                                                          1.436E+11   1.175E+11   4.255E+10   1.936E+10   3.176E+10   5.116E+09
                                                                          7.710E+08   2.553E+10   7.951E+09   1.254E+12   1.016E+12   3.597E+12
                                                                          1.680E+13   1.490E+12   8.143E+11   9.551E+10   8.442E+12   3.250E+12
                                                                          6.641E+12   6.035E+11   2.008E+12   9.079E+11   2.777E+12   5.262E+11
                                                                          3.461E+11   5.836E+10   1.515E+05   5.931E+06   5.541E+06   8.510E+05
                                                                          1.819E+08   1.103E+06   1.992E+07   6.866E+05   7.439E+07   1.192E+08
                                                                          8.525E+07   5.765E+08   2.638E+07   1.304E+09   4.833E+12   5.246E+07
                                                                          7.407E+13   8.572E+12   4.327E+13   9.371E+08   7.530E+09   1.616E+13
                                                                          4.282E+10   2.740E+11   1.023E+12   1.398E+10   1.686E+10   4.325E+10
                                                                          1.152E+11   1.871E+09   4.186E+13   1.984E+10   1.791E+11   0.000E+00
     7    32  3  -1    1.934906E+02   2.967E+13
     8    32  3  -1    1.934795E+02   1.165E+12
     9    32  3  -1    1.934358E+02   9.936E+11
    10    32  3  -1    1.933923E+02   1.341E+13
    11    32  3  -1    1.933330E+02   3.466E+12
    13    32  3  -1    1.932846E+02   1.469E+13
    14    32  3  -1    1.932802E+02   1.437E+13
     1    33  3  -1    2.100637E+02   2.504E+13   9.729E+13   7.796E+14   1.060E+13   6.313E+12   6.338E+10   3.510E+08   2.689E+08   6.506E+06
                                                                          9.159E+09   5.330E+09   1.116E+11   4.699E+10   5.909E+11   9.924E+11
                                                                          5.037E+11   2.029E+12   1.046E+12   2.033E+10   1.521E+11   1.309E+11
                                                                          1.091E+13   1.566E+12   1.268E+13   3.354E+12   6.873E+12   3.749E+12
                                                                          7.107E+13   1.397E+14   6.029E+13   9.907E+13   1.927E+13   3.830E+13
                                                                          3.470E+13   4.854E+04   1.955E+09   3.125E+08   1.431E+13   3.079E+07
                                                                          4.566E+05   3.148E+05   8.730E+08   2.687E+09   3.650E+09   6.257E+08
                                                                          1.327E+05   2.837E+09   1.675E+09   1.832E+09   1.488E+10   2.948E+10
                                                                          2.088E+09   2.120E+07   2.945E+07   1.323E+11   1.655E+10   7.223E+06
                                                                          2.355E+11   2.447E+11   1.092E+11   1.441E+11   3.925E+10   4.129E+10
                                                                          6.275E+08   2.695E+10   6.282E+09   1.381E+12   8.265E+11   5.718E+10
                                                                          1.138E-01   1.621E+11   3.592E+11   1.152E+11   6.586E+12   3.207E+12
                                                                          9.556E+12   1.163E+11   7.999E+12   4.816E+12   8.360E+12   1.366E+13
                                                                          3.112E+11   1.023E+11   1.310E+06   9.090E+06   1.054E+06   0.000E+00
