SEQ='NA'     NUCCHG=16                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  85304453.4  NPRNT=   1
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          1S2 2S2 2P6         (1)0( 0.0)        0.0 

   IC RESOLVED LEVEL INDEXING           BWNR=  86007309.9 NLVL=   188
   --------------------------
   INDX  IRSL   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
     3    94  3  -1    1.440727E+01   2.282E+09   1.110E+10   1.038E+10   1.038E+10
     2    95  3  -1    1.444474E+01   1.736E+09   1.576E+10   7.007E+07   7.007E+07
     3    95  3  -1    1.443117E+01   5.360E+09
     3    97  3  -1    1.445500E+01   7.806E+07   1.101E+10   6.989E+10   6.989E+10
     2    98  3  -1    1.448066E+01   7.369E+08   1.442E+10   9.087E+10   9.087E+10
     3    98  3  -1    1.446708E+01   2.714E+09
     2    99  3  -1    1.448974E+01   5.654E+09   1.926E+10   2.953E+09   2.953E+09
     3    99  3  -1    1.447616E+01   7.666E+08
     3   103  3  -1    1.451161E+01   1.799E+10   2.194E+10   1.711E+11   1.711E+11
     3   104  3  -1    1.451834E+01   5.712E+10   4.848E+10   4.373E+11   4.373E+11
     2   105  3  -1    1.453259E+01   1.332E+11   8.123E+10   9.674E+11   9.674E+11
     3   105  3  -1    1.451901E+01   7.806E+09
     2   106  3  -1    1.454987E+01   8.153E+10   7.152E+10   4.959E+11   4.959E+11
     3   106  3  -1    1.453630E+01   1.991E+10
     3   107  3  -1    1.453885E+01   2.043E+11   1.450E+11   8.816E+11   8.816E+11
     2   108  3  -1    1.456621E+01   8.909E+10   1.192E+11   6.945E+10   6.945E+10
     3   108  3  -1    1.455264E+01   1.052E+10
     2   109  3  -1    1.458675E+01   2.132E+09   6.997E+10   7.988E+08   7.988E+08
     3   109  3  -1    1.457318E+01   5.795E+10
     3   110  3  -1    1.460022E+01   1.299E+10   2.031E+10   9.524E+08   9.524E+08
     2   111  3  -1    1.462054E+01   2.052E+10   8.922E+10   2.069E+12   2.069E+12
     3   111  3  -1    1.460696E+01   2.909E+10
     2   112  3  -1    1.462284E+01   2.719E+11   1.705E+11   1.579E+11   1.579E+11
     3   112  3  -1    1.460926E+01   2.477E+10
     2   113  3  -1    1.463675E+01   4.193E+10   5.952E+10   4.311E+10   4.311E+10
     3   113  3  -1    1.462318E+01   4.442E+09
     2   115  3  -1    1.464439E+01   8.601E+09   2.491E+10   2.068E+10   2.068E+10
     3   115  3  -1    1.463082E+01   9.838E+09
     3   116  3  -1    1.463242E+01   1.470E+10   2.087E+10   8.490E+08   8.490E+08
     2   117  3  -1    1.465593E+01   1.606E+09   1.082E+10   3.478E+09   3.478E+09
     3   118  3  -1    1.465123E+01   1.088E+11   8.380E+10   1.511E+11   1.511E+11
     2   119  3  -1    1.470676E+01   1.119E+11   1.880E+11   4.613E+12   4.613E+12
     3   119  3  -1    1.469319E+01   3.339E+10
     2   120  3  -1    1.472546E+01   7.812E+11   4.439E+11   3.495E+12   3.495E+12
     3   120  3  -1    1.471188E+01   4.377E+10
     3   121  3  -1    1.471442E+01   5.074E+11   3.483E+11   2.236E+12   2.236E+12
     2   122  3  -1    1.472812E+01   6.585E+10   5.714E+11   6.590E+09   6.590E+09
     3   122  3  -1    1.471454E+01   5.286E+11
     2   123  3  -1    1.473413E+01   3.071E+11   5.231E+11   1.076E+11   1.076E+11
     3   123  3  -1    1.472055E+01   1.027E+11
     2   126  3  -1    1.494018E+01   8.452E+10   4.829E+11   7.141E+12   7.141E+12
     3   126  3  -1    1.492661E+01   1.940E+11
     3   127  3  -1    1.495195E+01   4.156E+10   4.176E+10   7.579E+11   7.579E+11
     2   128  3  -1    1.499140E+01   8.587E+10   7.375E+10   4.415E+11   4.415E+11
     3   128  3  -1    1.497782E+01   1.785E+10
     3   130  3  -1    1.501499E+01   1.051E+11   8.428E+10   3.342E+10   3.342E+10
     2   131  3  -1    1.506821E+01   1.236E+10   5.655E+10   2.298E+12   2.298E+12
     3   131  3  -1    1.505463E+01   3.755E+10
     2   132  3  -1    1.508580E+01   9.094E+10   1.058E+11   6.004E+11   6.004E+11
     3   132  3  -1    1.507223E+01   1.047E+09
     2   133  3  -1    1.543789E+01   1.354E+09   2.053E+10   1.471E+14   1.471E+14
     3   133  3  -1    1.542432E+01   2.747E+07
     3   134  3  -1    1.543079E+01   1.919E+08   1.968E+10   1.503E+14   1.503E+14
     4   135  3  -1    1.442631E+01   1.326E+08   1.292E+10   7.862E+08   7.862E+08
     4   136  3  -1    1.443079E+01   8.557E+08   1.352E+10   6.668E+08   6.668E+08
     5   136  3  -1    1.442927E+01   1.231E+07
     4   137  3  -1    1.443871E+01   8.856E+07   1.415E+10   1.005E+10   1.005E+10
     5   137  3  -1    1.443719E+01   1.469E+09
     5   138  3  -1    1.445042E+01   2.842E+09   1.471E+10   1.366E+11   1.366E+11
     5   141  3  -1    1.449165E+01   3.555E+09   1.470E+10   9.642E+10   9.642E+10
     4   142  3  -1    1.450617E+01   3.107E+09   1.752E+10   5.448E+10   5.448E+10
     5   142  3  -1    1.450465E+01   3.866E+09
     5   144  3  -1    1.451828E+01   3.508E+09   1.416E+10   4.600E+09   4.600E+09
     4   145  3  -1    1.453264E+01   3.811E+10   5.255E+10   6.593E+09   6.593E+09
     5   145  3  -1    1.453112E+01   1.647E+09
     4   146  3  -1    1.454754E+01   9.355E+09   5.218E+10   3.305E+11   3.305E+11
     5   146  3  -1    1.454602E+01   3.444E+10
     4   147  3  -1    1.456207E+01   1.343E+08   1.658E+10   9.775E+09   9.775E+09
     5   147  3  -1    1.456055E+01   7.050E+08
     4   149  3  -1    1.458201E+01   9.614E+07   1.977E+10   2.404E+08   2.404E+08
     5   149  3  -1    1.458049E+01   2.478E+09
     4   150  3  -1    1.458263E+01   2.389E+10   2.686E+10   1.398E+13   1.398E+13
     5   150  3  -1    1.458111E+01   4.925E+08
     1   151  3  -1    1.685773E+01   5.804E+07   1.829E+10   4.874E+09   4.874E+09
     4   151  3  -1    1.459861E+01   1.138E+09
     4   152  3  -1    1.460052E+01   1.528E+10   4.556E+10   1.471E+12   1.471E+12
     5   152  3  -1    1.459900E+01   2.226E+10
     5   153  3  -1    1.460194E+01   5.599E+09   1.550E+10   7.114E+12   7.114E+12
     1   154  3  -1    1.687175E+01   7.073E+08   3.210E+10   1.814E+11   1.814E+11
     4   154  3  -1    1.461263E+01   1.759E+10
     5   154  3  -1    1.461111E+01   3.527E+07
     1   157  3  -1    1.688498E+01   9.397E+08   1.623E+10   3.225E+11   3.225E+11
     4   157  3  -1    1.462586E+01   1.012E+07
     5   158  3  -1    1.464656E+01   9.716E+10   8.744E+10   3.320E+13   3.320E+13
     5   159  3  -1    1.467409E+01   8.705E+08   1.559E+10   3.340E+11   3.340E+11
     4   160  3  -1    1.467723E+01   8.255E+09   4.033E+10   4.172E+12   4.172E+12
     5   160  3  -1    1.467571E+01   1.928E+10
     1   161  3  -1    1.693705E+01   6.906E+08   9.522E+10   3.858E+10   3.858E+10
     4   161  3  -1    1.467793E+01   8.018E+10
     5   161  3  -1    1.467641E+01   2.967E+08
     4   163  3  -1    1.468583E+01   1.389E+10   3.256E+10   7.289E+09   7.289E+09
     5   163  3  -1    1.468431E+01   1.943E+09
     4   164  3  -1    1.471763E+01   2.974E+11   2.948E+11   8.457E+13   8.457E+13
     5   164  3  -1    1.471611E+01   8.434E+10
     2   165  3  -1    1.603578E+01   3.114E+08   5.904E+10   3.650E+13   3.650E+13
     3   165  3  -1    1.602221E+01   3.020E+08
     1   166  3  -1    1.699364E+01   4.274E+08   7.984E+10   6.256E+11   6.256E+11
     4   166  3  -1    1.473452E+01   3.170E+10
     5   167  3  -1    1.474291E+01   2.439E+11   1.905E+11   3.873E+13   3.873E+13
     1   168  3  -1    1.700466E+01   5.890E+08   7.854E+10   4.288E+11   4.288E+11
     4   168  3  -1    1.474555E+01   5.484E+09
     5   168  3  -1    1.474403E+01   3.818E+10
     4   169  3  -1    1.474824E+01   3.077E+11   2.803E+11   2.713E+13   2.713E+13
     5   169  3  -1    1.474672E+01   6.384E+10
     4   170  3  -1    1.477650E+01   8.185E+10   7.187E+10   5.255E+12   5.255E+12
     5   170  3  -1    1.477498E+01   3.189E+09
     1   171  3  -1    1.703913E+01   4.793E+08   5.493E+10   3.231E+11   3.231E+11
     4   171  3  -1    1.478001E+01   1.713E+09
     5   171  3  -1    1.477849E+01   2.440E+10
     1   172  3  -1    1.704324E+01   1.274E+08   4.477E+10   2.334E+11   2.334E+11
     4   172  3  -1    1.478412E+01   1.420E+10
     4   174  3  -1    1.483049E+01   1.560E+10   6.417E+11   7.534E+11   7.534E+11
     5   174  3  -1    1.482897E+01   6.196E+11
     5   175  3  -1    1.483042E+01   2.917E+11   2.255E+11   5.392E+13   5.392E+13
     4   176  3  -1    1.483613E+01   5.141E+11   7.018E+11   1.085E+11   1.085E+11
     5   176  3  -1    1.483462E+01   1.174E+11
     1   177  3  -1    1.710873E+01   1.963E+09   5.976E+11   4.267E+12   4.267E+12
     4   177  3  -1    1.484962E+01   2.906E+11
     1   178  3  -1    1.714519E+01   4.598E+09   6.119E+11   4.298E+12   4.298E+12
     4   178  3  -1    1.488608E+01   1.936E+11
     5   178  3  -1    1.488456E+01   2.679E+11
     1   179  3  -1    1.730421E+01   3.282E+08   1.444E+11   1.902E+12   1.902E+12
     4   179  3  -1    1.504509E+01   8.156E+09
     5   179  3  -1    1.504357E+01   7.822E+10
     1   180  3  -1    1.740766E+01   2.701E+08   1.313E+11   2.008E+12   2.008E+12
     4   180  3  -1    1.514854E+01   5.605E+10
     1   184  3  -1    1.789641E+01   7.132E+10   1.310E+11   3.784E+13   3.784E+13
     4   184  3  -1    1.563730E+01   4.418E+08
     1   185  3  -1    1.790175E+01   1.452E+11   1.330E+11   3.519E+13   3.519E+13
     4   185  3  -1    1.564263E+01   9.625E+07
     5   185  3  -1    1.564111E+01   5.041E+08
     1   186  3  -1    1.821622E+01   5.843E+09   6.750E+10   5.561E+13   5.561E+13
     4   186  3  -1    1.595711E+01   2.624E+08
     1   187  3  -1    1.822125E+01   9.070E+09   6.549E+10   5.837E+13   5.837E+13
     4   187  3  -1    1.596213E+01   4.715E+07
     5   187  3  -1    1.596061E+01   3.002E+08
     3   188  3  -1    1.778611E+01   5.352E+10   9.817E+10   4.765E+12   4.765E+12
     2   189  3  -1    1.780032E+01   6.448E+10   9.900E+10   4.807E+12   4.807E+12
     3   189  3  -1    1.778674E+01   4.495E+09
     2   190  3  -1    1.782692E+01   6.898E+07   6.566E+10   9.702E+09   9.702E+09
     2   191  3  -1    1.783242E+01   6.275E+08   6.597E+10   2.643E+10   2.643E+10
     3   192  3  -1    1.782820E+01   1.243E+09   6.650E+10   1.108E+11   1.108E+11
     2   193  3  -1    1.794083E+01   8.192E+10   1.927E+11   1.032E+11   7.853E+09
     3   193  3  -1    1.792726E+01   1.936E+10
     2   194  3  -1    1.795141E+01   3.679E+10   1.929E+11   3.449E+11   9.055E+09
     3   194  3  -1    1.793784E+01   1.024E+11
     2   199  3  -1    1.825720E+01   9.195E+09   9.982E+10   4.498E+13   1.226E+13
     3   199  3  -1    1.824363E+01   1.148E+10
     2   200  3  -1    1.845850E+01   5.265E+08   5.712E+10   5.531E+14   1.387E+13
     3   200  3  -1    1.844492E+01   6.453E+07
     3   201  3  -1    1.844585E+01   4.769E+08   5.709E+10   5.531E+14   1.376E+13
     2   202  3  -1    1.874509E+01   8.798E+09   6.903E+10   6.931E+14   2.644E+13
     3   202  3  -1    1.873151E+01   9.731E+08
     3   203  3  -1    1.873212E+01   7.945E+09   6.904E+10   6.941E+14   2.656E+13
     4   204  3  -1    1.772584E+01   8.845E+07   5.762E+10   7.337E+14   8.392E+05
     4   205  3  -1    1.772916E+01   1.538E+08   5.775E+10   7.847E+14   8.059E+08
     5   206  3  -1    1.773235E+01   1.158E+08   5.785E+10   8.233E+14   8.611E+08
     4   208  3  -1    1.781130E+01   9.254E+09   8.620E+10   7.742E+14   3.603E+10
     5   208  3  -1    1.780978E+01   1.744E+10
     4   209  3  -1    1.781223E+01   2.019E+10   8.441E+10   7.788E+14   5.642E+08
     5   209  3  -1    1.781071E+01   1.254E+09
     4   210  3  -1    1.783660E+01   9.573E+10   1.329E+11   5.063E+14   1.421E+12
     5   210  3  -1    1.783508E+01   8.986E+09
     5   211  3  -1    1.784386E+01   9.936E+10   1.345E+11   5.047E+14   1.421E+12
     4   215  3  -1    1.799622E+01   4.878E+07   6.788E+10   9.089E+14   3.033E+09
     5   216  3  -1    1.799659E+01   2.130E+07   6.777E+10   9.090E+14   1.234E+09
     4   219  3  -1    1.808384E+01   9.432E+08   1.297E+11   6.037E+14   1.541E+12
     5   219  3  -1    1.808232E+01   4.064E+10
     4   220  3  -1    1.808851E+01   3.167E+10   1.313E+11   6.059E+14   1.626E+12
     4   221  3  -1    1.810805E+01   5.495E+10   1.269E+11   6.680E+14   6.789E+10
     5   221  3  -1    1.810653E+01   3.859E+08
     4   222  3  -1    1.811113E+01   6.577E+09   1.264E+11   6.678E+14   2.723E+07
     5   222  3  -1    1.810962E+01   5.072E+10
     5   223  3  -1    1.838845E+01   1.859E+10   8.510E+10   7.299E+14   2.029E+12
     4   224  3  -1    1.838997E+01   2.047E+10   8.568E+10   7.398E+14   2.016E+12
     5   224  3  -1    1.838845E+01   1.219E+09
     1   225  3  -1    2.072117E+01   2.608E+08   8.951E+10   8.411E+14   4.053E+11
     4   225  3  -1    1.846205E+01   1.787E+09
     5   225  3  -1    1.846053E+01   1.270E+10
     1   226  3  -1    2.072117E+01   1.421E+08   8.809E+10   8.309E+14   3.771E+11
     4   226  3  -1    1.846205E+01   9.856E+09
     3   236  3  -1    2.072674E+01   3.739E+08   6.404E+10   1.641E+15   4.927E+10
     2   237  3  -1    2.074032E+01   4.215E+08   6.373E+10   1.641E+15   4.934E+10
     3   237  3  -1    2.072674E+01   4.263E+07
     2   240  3  -1    2.079819E+01   1.373E+08   6.392E+10   1.353E+15   1.761E+07
     3   240  3  -1    2.078461E+01   3.158E+07
     3   241  3  -1    2.078555E+01   1.726E+08   6.378E+10   1.352E+15   2.173E+07
     2   242  3  -1    2.110999E+01   4.344E+08   6.665E+10   1.763E+15   6.585E+11
     3   242  3  -1    2.109641E+01   4.561E+08

   NRSLMX=   6    NVMAX=   3    LVMAX=  -1

C--------------------------------------------------------------------------------------------------------------
C
C                                                                            
C
C--------------------------------------------------------------------------------------------------------------
