SEQ='MG'     NUCCHG=30                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 350076065.2  NPRNT=   5
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2S2 2P6 3S1         (2)0( 0.5)        0.0 
     2          2S2 2P6 3P1         (2)1( 0.5)   342599.2 
     3          2S2 2P6 3P1         (2)1( 1.5)   383777.1 
     4          2S2 2P6 3D1         (2)2( 1.5)   859545.3 
     5          2S2 2P6 3D1         (2)2( 2.5)   869257.4 

   IC RESOLVED LEVEL INDEXING           BWNR= 355659006.2 NLVL=  1125
   --------------------------
   INDX  IRSL   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
    13   143  3  -1    7.598354E+01   7.184E+11
    14   143  3  -1    7.596219E+01   4.308E+09
    15   143  3  -1    7.516310E+01   1.502E+10
    16   143  3  -1    7.502664E+01   2.130E+10
     1   144  3  -1    8.507569E+01   6.770E+13   2.579E+13   9.728E+13   6.368E+13   1.849E+13   1.209E+13   2.652E+12   3.715E+11
     2   144  3  -1    8.497741E+01   1.739E+12
     4   144  3  -1    8.362033E+01   2.955E+11
     5   144  3  -1    7.692280E+01   1.062E+11
     7   144  3  -1    7.659102E+01   7.791E+10
     9   144  3  -1    7.628162E+01   3.380E+10
    10   144  3  -1    7.621470E+01   1.365E+11
    11   144  3  -1    7.603156E+01   4.101E+11
    13   144  3  -1    7.602302E+01   9.561E+09
    14   144  3  -1    7.600167E+01   1.955E+11
    16   144  3  -1    7.506612E+01   1.471E+11
     3   145  3  -1    8.473370E+01   3.886E+10   1.451E+12   7.729E+11   1.167E+11   1.425E+11   4.319E+11   3.448E+10   4.738E+10
     5   145  3  -1    7.693955E+01   5.047E+10
     6   145  3  -1    7.674437E+01   2.358E+10
     7   145  3  -1    7.660778E+01   9.257E+10
     8   145  3  -1    7.651687E+01   1.925E+10
    12   145  3  -1    7.604716E+01   3.532E+11
    14   145  3  -1    7.601843E+01   1.285E+12
    15   145  3  -1    7.521933E+01   1.560E+09
     6   146  3  -1    7.674794E+01   2.847E+09   1.359E+12   1.446E+12   0.000E+00   2.019E+11   4.316E+11   1.599E+11   6.524E+11
     8   146  3  -1    7.652045E+01   8.980E+09
    12   146  3  -1    7.605073E+01   1.733E+12
     2   147  3  -1    8.500998E+01   1.075E+12   1.515E+12   1.463E+13   2.162E+12   2.623E+12   3.676E+12   3.248E+12   2.924E+12
     3   147  3  -1    8.474952E+01   4.480E+10
     4   147  3  -1    8.365290E+01   5.009E+11
     5   147  3  -1    7.695536E+01   7.845E+10
     6   147  3  -1    7.676018E+01   5.874E+09
     7   147  3  -1    7.662359E+01   1.079E+10
     9   147  3  -1    7.631419E+01   5.621E+09
    13   147  3  -1    7.605559E+01   3.719E+09
    14   147  3  -1    7.603424E+01   1.853E+10
    15   147  3  -1    7.523515E+01   4.071E+10
    16   147  3  -1    7.509868E+01   5.761E+11
     2   148  3  -1    8.501779E+01   4.917E+12   6.295E+12   4.632E+13   9.372E+12   1.480E+12   2.524E+13   5.169E+12   5.060E+12
     3   148  3  -1    8.475733E+01   5.650E+10
     4   148  3  -1    8.366071E+01   3.677E+12
     5   148  3  -1    7.696318E+01   3.182E+10
     6   148  3  -1    7.676799E+01   7.819E+09
     9   148  3  -1    7.632200E+01   1.057E+11
    10   148  3  -1    7.625508E+01   2.035E+11
    12   148  3  -1    7.607078E+01   1.261E+11
    13   148  3  -1    7.606340E+01   6.958E+11
    14   148  3  -1    7.604205E+01   4.716E+09
    15   148  3  -1    7.524296E+01   9.723E+08
    16   148  3  -1    7.510650E+01   2.871E+11
     2   149  3  -1    8.512888E+01   1.448E+13   1.246E+13   6.035E+13   3.722E+13   6.536E+12   1.263E+13   3.778E+12   1.887E+11
     3   149  3  -1    8.486843E+01   1.769E+11
     4   149  3  -1    8.377181E+01   4.845E+12
     5   149  3  -1    7.707427E+01   1.721E+11
     6   149  3  -1    7.687909E+01   1.119E+10
     7   149  3  -1    7.674250E+01   1.339E+11
     9   149  3  -1    7.643310E+01   7.817E+09
    10   149  3  -1    7.636618E+01   3.557E+10
    12   149  3  -1    7.618188E+01   1.496E+11
    13   149  3  -1    7.617449E+01   5.000E+09
    14   149  3  -1    7.615315E+01   1.546E+10
    15   149  3  -1    7.535405E+01   4.629E+10
    16   149  3  -1    7.521759E+01   5.806E+10
     3   150  3  -1    8.487001E+01   2.780E+12   3.014E+12   2.561E+12   9.294E+11   3.998E+11   9.969E+11   5.233E+10   1.827E+11
     5   150  3  -1    7.707586E+01   1.008E+11
     6   150  3  -1    7.688067E+01   6.368E+10
     7   150  3  -1    7.674409E+01   1.264E+11
     8   150  3  -1    7.665318E+01   4.380E+10
    10   150  3  -1    7.636776E+01   6.746E+10
    12   150  3  -1    7.618346E+01   9.581E+10
    14   150  3  -1    7.615473E+01   8.059E+11
    15   150  3  -1    7.535564E+01   2.632E+10
     1   151  3  -1    8.523303E+01   2.452E+12   1.082E+13   6.260E+13   4.011E+13   1.144E+13   9.773E+12   1.065E+12   2.150E+11
     2   151  3  -1    8.513475E+01   8.315E+12
     3   151  3  -1    8.487429E+01   1.322E+10
     4   151  3  -1    8.377767E+01   5.094E+11
     5   151  3  -1    7.708014E+01   7.716E+10
     7   151  3  -1    7.674836E+01   1.909E+11
     9   151  3  -1    7.643896E+01   6.552E+10
    10   151  3  -1    7.637204E+01   4.050E+09
    11   151  3  -1    7.618890E+01   7.753E+10
    13   151  3  -1    7.618036E+01   6.498E+09
    14   151  3  -1    7.615901E+01   1.365E+10
    16   151  3  -1    7.522345E+01   5.780E+11
     3   152  3  -1    8.491021E+01   1.777E+13   1.388E+13   2.155E+13   1.926E+13   4.621E+11   1.134E+12   5.112E+10   6.458E+11
     5   152  3  -1    7.711605E+01   6.637E+10
     6   152  3  -1    7.692087E+01   1.243E+11
     7   152  3  -1    7.678428E+01   7.155E+10
     8   152  3  -1    7.669338E+01   3.001E+11
    10   152  3  -1    7.640796E+01   2.072E+11
    12   152  3  -1    7.622366E+01   1.072E+11
    14   152  3  -1    7.619493E+01   3.005E+10
    15   152  3  -1    7.539584E+01   2.978E+11
     1   153  3  -1    8.528206E+01   4.150E+10   2.872E+13   3.829E+13   3.074E+13   4.127E+12   2.703E+12   7.085E+11   1.554E+10
     2   153  3  -1    8.518378E+01   2.629E+13
     3   153  3  -1    8.492332E+01   1.176E+11
     4   153  3  -1    8.382671E+01   1.292E+12
     5   153  3  -1    7.712917E+01   9.336E+10
     7   153  3  -1    7.679740E+01   3.913E+09
     9   153  3  -1    7.648799E+01   3.072E+11
    10   153  3  -1    7.642107E+01   1.873E+11
    11   153  3  -1    7.623794E+01   1.965E+11
    13   153  3  -1    7.622939E+01   1.150E+10
    14   153  3  -1    7.620804E+01   1.860E+10
    16   153  3  -1    7.527249E+01   3.606E+10
     2   154  3  -1    8.524220E+01   9.005E+12   3.033E+13   7.662E+13   1.482E+13   1.026E+12   5.920E+13   1.600E+09   1.581E+12
     4   154  3  -1    8.388512E+01   9.179E+11
     9   154  3  -1    7.654641E+01   1.844E+11
    13   154  3  -1    7.628781E+01   3.152E+09
    16   154  3  -1    7.533090E+01   1.261E+09
     3   155  3  -1    8.507910E+01   1.435E+11   9.384E+11   3.535E+12   1.943E+12   6.307E+11   5.735E+11   2.623E+10   3.617E+11
     5   155  3  -1    7.728495E+01   1.295E+11
     6   155  3  -1    7.708976E+01   2.942E+11
     7   155  3  -1    7.695317E+01   3.978E+11
     8   155  3  -1    7.686227E+01   8.508E+09
    10   155  3  -1    7.657685E+01   7.886E+10
    12   155  3  -1    7.639255E+01   2.388E+09
    14   155  3  -1    7.636382E+01   5.111E+10
    15   155  3  -1    7.556473E+01   5.889E+10
     2   156  3  -1    8.534416E+01   1.336E+12   1.293E+13   2.341E+14   4.589E+13   5.527E+11   1.771E+14   3.201E+12   7.353E+12
     3   156  3  -1    8.508370E+01   9.039E+12
     4   156  3  -1    8.398709E+01   4.059E+12
     6   156  3  -1    7.709437E+01   5.588E+10
     7   156  3  -1    7.695778E+01   1.040E+11
     9   156  3  -1    7.664838E+01   1.723E+09
    12   156  3  -1    7.639716E+01   2.941E+09
    13   156  3  -1    7.638977E+01   2.128E+11
    14   156  3  -1    7.636843E+01   2.299E+11
    15   156  3  -1    7.556933E+01   3.945E+10
    16   156  3  -1    7.543287E+01   8.727E+10
     2   157  3  -1    8.548260E+01   8.023E+12   1.951E+13   7.235E+13   3.448E+13   1.235E+13   1.574E+13   7.455E+12   2.330E+12
     3   157  3  -1    8.522214E+01   7.858E+12
     4   157  3  -1    8.412552E+01   1.020E+13
     5   157  3  -1    7.742799E+01   1.891E+09
     6   157  3  -1    7.723280E+01   1.646E+09
     7   157  3  -1    7.709621E+01   2.641E+10
     9   157  3  -1    7.678681E+01   5.174E+09
    10   157  3  -1    7.671989E+01   1.622E+11
    12   157  3  -1    7.653559E+01   1.030E+09
    13   157  3  -1    7.652821E+01   3.559E+11
    14   157  3  -1    7.650686E+01   7.204E+10
    15   157  3  -1    7.570777E+01   1.437E+11
    16   157  3  -1    7.557131E+01   4.559E+10
     2   158  3  -1    8.550114E+01   5.812E+12   2.628E+13   2.555E+14   2.486E+13   2.868E+12   2.221E+14   9.847E+11   4.715E+12
     4   158  3  -1    8.414406E+01   2.855E+12
     9   158  3  -1    7.680535E+01   6.475E+10
    13   158  3  -1    7.654675E+01   1.308E+10
    16   158  3  -1    7.558984E+01   1.624E+10
     2   159  3  -1    8.552506E+01   2.098E+12   2.532E+13   8.252E+13   5.838E+12   9.393E+12   5.883E+13   4.126E+12   4.337E+12
     3   159  3  -1    8.526461E+01   2.285E+13
     4   159  3  -1    8.416799E+01   7.993E+10
     5   159  3  -1    7.747045E+01   9.337E+10
     6   159  3  -1    7.727527E+01   1.622E+09
     7   159  3  -1    7.713868E+01   2.054E+11
     9   159  3  -1    7.682928E+01   2.653E+10
    10   159  3  -1    7.676236E+01   2.913E+11
    12   159  3  -1    7.657806E+01   3.432E+11
    13   159  3  -1    7.657068E+01   3.334E+10
    14   159  3  -1    7.654933E+01   1.401E+10
    15   159  3  -1    7.575024E+01   1.807E+10
    16   159  3  -1    7.561377E+01   2.727E+10
     1   160  3  -1    8.567713E+01   1.014E+13   3.084E+13   6.216E+13   4.159E+13   5.581E+12   1.002E+13   4.381E+12   5.851E+11
     2   160  3  -1    8.557885E+01   9.523E+11
     3   160  3  -1    8.531839E+01   4.518E+12
     4   160  3  -1    8.422178E+01   1.793E+13
     5   160  3  -1    7.752424E+01   3.394E+10
     7   160  3  -1    7.719247E+01   1.428E+11
     9   160  3  -1    7.688306E+01   3.213E+10
    10   160  3  -1    7.681614E+01   9.400E+09
    11   160  3  -1    7.663301E+01   7.724E+10
    13   160  3  -1    7.662446E+01   1.280E+11
    14   160  3  -1    7.660311E+01   3.033E+11
    16   160  3  -1    7.566756E+01   4.224E+10
     1   161  3  -1    8.572480E+01   2.034E+12   4.315E+13   5.610E+13   3.689E+13   4.546E+12   1.398E+11   1.415E+13   3.663E+11
     2   161  3  -1    8.562651E+01   5.692E+11
     3   161  3  -1    8.536605E+01   2.162E+13
     4   161  3  -1    8.426944E+01   4.827E+12
     5   161  3  -1    7.757190E+01   6.254E+08
     7   161  3  -1    7.724013E+01   1.146E+11
     9   161  3  -1    7.693072E+01   5.358E+09
    10   161  3  -1    7.686380E+01   3.817E+10
    11   161  3  -1    7.668067E+01   1.362E+12
    13   161  3  -1    7.667212E+01   1.590E+11
    14   161  3  -1    7.665078E+01   6.402E+10
    16   161  3  -1    7.571522E+01   5.650E+10
     2   162  3  -1    8.563730E+01   1.181E+09   1.250E+13   6.041E+13   1.375E+13   7.225E+12   3.533E+13   2.398E+12   1.708E+12
     4   162  3  -1    8.428023E+01   3.655E+12
     9   162  3  -1    7.694151E+01   4.115E+09
    13   162  3  -1    7.668291E+01   4.008E+11
    16   162  3  -1    7.572601E+01   1.070E+11
     6   163  3  -1    7.740826E+01   8.150E+10   8.974E+11   2.000E+12   0.000E+00   1.004E+11   1.809E+12   3.674E+10   5.461E+10
     8   163  3  -1    7.718077E+01   6.556E+11
    12   163  3  -1    7.671105E+01   3.783E+09
    15   163  3  -1    7.588322E+01   2.256E+11
     3   164  3  -1    8.547239E+01   8.737E+12   7.387E+12   9.666E+13   7.964E+13   5.238E+10   1.152E+12   3.018E+10   1.578E+13
     5   164  3  -1    7.767824E+01   4.279E+09
     6   164  3  -1    7.748306E+01   1.849E+11
     7   164  3  -1    7.734647E+01   8.563E+09
     8   164  3  -1    7.725556E+01   4.749E+11
    10   164  3  -1    7.697014E+01   1.231E+10
    12   164  3  -1    7.678585E+01   2.594E+11
    14   164  3  -1    7.675712E+01   3.522E+10
    15   164  3  -1    7.595802E+01   4.803E+10
     1   165  3  -1    8.603002E+01   1.937E+13   1.031E+13   1.987E+14   6.974E+13   4.837E+12   5.021E+12   1.189E+14   2.073E+11
     2   165  3  -1    8.593174E+01   4.066E+11
     3   165  3  -1    8.567128E+01   1.352E+12
     5   165  3  -1    7.787713E+01   1.703E+11
     7   165  3  -1    7.754535E+01   3.780E+09
     9   165  3  -1    7.723595E+01   2.104E+11
    10   165  3  -1    7.716903E+01   2.182E+10
    11   165  3  -1    7.698589E+01   1.409E+11
    13   165  3  -1    7.697735E+01   4.455E+11
    14   165  3  -1    7.695600E+01   3.922E+10
    16   165  3  -1    7.602044E+01   1.031E+11
     2   166  3  -1    8.593980E+01   1.219E+13   1.037E+13   5.921E+13   4.347E+12   3.286E+12   6.942E+12   4.433E+13   3.076E+11
     3   166  3  -1    8.567934E+01   3.090E+11
     4   166  3  -1    8.458273E+01   2.515E+12
     5   166  3  -1    7.788519E+01   2.241E+11
     6   166  3  -1    7.769001E+01   3.489E+10
     7   166  3  -1    7.755342E+01   3.226E+10
     9   166  3  -1    7.724401E+01   5.544E+10
    10   166  3  -1    7.717709E+01   4.534E+11
    12   166  3  -1    7.699280E+01   3.496E+09
    13   166  3  -1    7.698541E+01   2.309E+10
    14   166  3  -1    7.696406E+01   3.107E+10
    15   166  3  -1    7.616497E+01   1.587E+11
    16   166  3  -1    7.602851E+01   2.933E+11
     3   167  3  -1    8.574960E+01   2.562E+13   1.928E+13   1.184E+14   8.554E+12   9.890E+10   7.305E+11   8.451E+08   1.090E+14
     5   167  3  -1    7.795545E+01   5.829E+09
     6   167  3  -1    7.776027E+01   1.144E+11
     7   167  3  -1    7.762368E+01   1.287E+11
     8   167  3  -1    7.753277E+01   2.114E+11
    10   167  3  -1    7.724735E+01   4.262E+10
    12   167  3  -1    7.706306E+01   5.953E+10
    14   167  3  -1    7.703433E+01   7.316E+10
    15   167  3  -1    7.623523E+01   3.584E+11
     2   168  3  -1    8.610743E+01   1.759E+12   1.054E+13   2.890E+14   1.281E+14   1.630E+12   7.098E+12   6.130E+13   9.078E+13
     3   168  3  -1    8.584697E+01   5.482E+11
     4   168  3  -1    8.475036E+01   1.264E+13
     5   168  3  -1    7.805282E+01   2.606E+09
     6   168  3  -1    7.785764E+01   2.419E+11
     7   168  3  -1    7.772105E+01   3.154E+10
     9   168  3  -1    7.741165E+01   1.682E+11
    10   168  3  -1    7.734472E+01   1.188E+10
    12   168  3  -1    7.716043E+01   1.039E+11
    13   168  3  -1    7.715304E+01   1.041E+11
    14   168  3  -1    7.713170E+01   5.880E+11
    15   168  3  -1    7.633260E+01   3.126E+10
    16   168  3  -1    7.619614E+01   4.475E+10
     1   169  3  -1    8.635492E+01   3.037E+12   7.965E+12   7.806E+13   4.151E+13   2.764E+12   1.234E+13   2.135E+13   1.082E+11
     2   169  3  -1    8.625663E+01   4.958E+12
     3   169  3  -1    8.599617E+01   5.482E+11
     4   169  3  -1    8.489956E+01   3.439E+11
     5   169  3  -1    7.820202E+01   2.182E+10
     9   169  3  -1    7.756085E+01   1.466E+11
    10   169  3  -1    7.749393E+01   2.942E+09
    11   169  3  -1    7.731079E+01   1.104E+11
    13   169  3  -1    7.730224E+01   2.497E+11
    14   169  3  -1    7.728090E+01   1.574E+11
     3   170  3  -1    8.604107E+01   1.981E+11   1.163E+12   9.308E+12   2.480E+12   4.169E+11   1.910E+10   6.988E+06   6.392E+12
     5   170  3  -1    7.824692E+01   5.164E+10
     6   170  3  -1    7.805173E+01   8.503E+10
     7   170  3  -1    7.791514E+01   1.260E+09
    10   170  3  -1    7.753882E+01   7.096E+10
    12   170  3  -1    7.735452E+01   5.226E+10
    14   170  3  -1    7.732579E+01   8.517E+09
    15   170  3  -1    7.652670E+01   7.890E+11
     6   171  3  -1    7.807488E+01   3.357E+10   9.395E+11   2.168E+12   0.000E+00   6.324E+11   4.490E+11   4.886E+11   5.976E+11
     8   171  3  -1    7.784738E+01   1.755E+11
    12   171  3  -1    7.737767E+01   5.703E+09
    15   171  3  -1    7.654984E+01   9.430E+11
     1   172  3  -1    8.643728E+01   4.623E+12   7.813E+12   2.982E+13   1.916E+13   2.500E+12   7.344E+12   7.502E+11   7.097E+10
     2   172  3  -1    8.633900E+01   2.873E+12
     3   172  3  -1    8.607854E+01   1.444E+12
     4   172  3  -1    8.498192E+01   2.576E+11
     7   172  3  -1    7.795262E+01   2.921E+09
     9   172  3  -1    7.764321E+01   4.810E+09
    10   172  3  -1    7.757629E+01   5.788E+08
    11   172  3  -1    7.739315E+01   4.683E+11
    13   172  3  -1    7.738461E+01   7.953E+09
    14   172  3  -1    7.736326E+01   3.025E+10
    16   172  3  -1    7.642771E+01   5.085E+11
     2   173  3  -1    8.645082E+01   6.619E+10   5.684E+12   7.777E+13   5.385E+13   7.248E+11   1.239E+13   2.820E+11   1.052E+13
     3   173  3  -1    8.619036E+01   4.504E+12
     4   173  3  -1    8.509374E+01   5.125E+11
     5   173  3  -1    7.839621E+01   1.507E+09
     6   173  3  -1    7.820102E+01   5.155E+09
     7   173  3  -1    7.806444E+01   1.811E+09
     9   173  3  -1    7.775503E+01   1.203E+11
    10   173  3  -1    7.768811E+01   3.530E+09
    12   173  3  -1    7.750381E+01   4.084E+08
    13   173  3  -1    7.749643E+01   1.016E+11
    14   173  3  -1    7.747508E+01   8.781E+09
    15   173  3  -1    7.667599E+01   1.775E+11
    16   173  3  -1    7.653953E+01   7.134E+11
     3   174  3  -1    8.625314E+01   4.371E+11   1.023E+12   7.312E+13   4.220E+13   1.163E+12   3.042E+12   1.592E+11   2.655E+13
     5   174  3  -1    7.845899E+01   7.241E+08
     6   174  3  -1    7.826380E+01   8.037E+10
    10   174  3  -1    7.775089E+01   1.427E+09
    12   174  3  -1    7.756659E+01   5.506E+11
    14   174  3  -1    7.753786E+01   1.079E+11
     2   175  3  -1    8.651990E+01   1.309E+12   6.611E+12   1.678E+14   1.779E+13   3.136E+12   1.402E+14   9.914E+11   5.682E+12
     4   175  3  -1    8.516283E+01   7.428E+11
     9   175  3  -1    7.782411E+01   1.731E+10
    13   175  3  -1    7.756551E+01   9.393E+09
    16   175  3  -1    7.660861E+01   1.255E+11
     2   176  3  -1    8.656792E+01   3.362E+11   2.730E+12   5.970E+13   1.570E+13   3.859E+12   1.825E+13   2.082E+13   1.064E+12
     3   176  3  -1    8.630747E+01   1.090E+12
     4   176  3  -1    8.521085E+01   6.710E+11
     5   176  3  -1    7.851331E+01   1.953E+09
     6   176  3  -1    7.831813E+01   1.816E+10
     7   176  3  -1    7.818154E+01   1.154E+10
     9   176  3  -1    7.787214E+01   3.224E+11
    10   176  3  -1    7.780522E+01   5.500E+10
    12   176  3  -1    7.762092E+01   1.951E+11
    13   176  3  -1    7.761354E+01   3.692E+10
    14   176  3  -1    7.759219E+01   1.279E+11
    15   176  3  -1    7.679310E+01   1.739E+11
    16   176  3  -1    7.665663E+01   1.362E+11
     1   177  3  -1    8.667382E+01   5.948E+11   3.210E+12   1.588E+13   9.435E+12   2.476E+12   1.742E+12   1.938E+12   2.927E+11
     2   177  3  -1    8.657553E+01   1.086E+12
     3   177  3  -1    8.631507E+01   3.007E+11
     4   177  3  -1    8.521846E+01   5.141E+11
     5   177  3  -1    7.852092E+01   1.500E+09
     7   177  3  -1    7.818915E+01   2.962E+09
     9   177  3  -1    7.787975E+01   5.139E+10
    10   177  3  -1    7.781282E+01   1.344E+11
    11   177  3  -1    7.762969E+01   1.275E+10
    13   177  3  -1    7.762114E+01   5.140E+09
    14   177  3  -1    7.759980E+01   9.124E+10
    16   177  3  -1    7.666424E+01   4.655E+11
     1   178  3  -1    8.682192E+01   1.725E+12   3.315E+12   2.679E+14   1.059E+14   1.886E+10   1.343E+12   1.606E+14   2.202E+10
     2   178  3  -1    8.672363E+01   2.305E+11
     3   178  3  -1    8.646318E+01   6.713E+10
     4   178  3  -1    8.536656E+01   1.428E+12
     5   178  3  -1    7.866902E+01   2.734E+11
     7   178  3  -1    7.833725E+01   1.423E+10
     9   178  3  -1    7.802785E+01   2.471E+11
    10   178  3  -1    7.796093E+01   2.405E+10
    11   178  3  -1    7.777779E+01   3.487E+10
    13   178  3  -1    7.776924E+01   1.048E+10
    16   178  3  -1    7.681234E+01   1.804E+11
     2   179  3  -1    8.673241E+01   8.735E+11   6.013E+12   1.141E+14   4.607E+13   8.916E+11   9.981E+12   2.635E+13   3.077E+13
     3   179  3  -1    8.647195E+01   1.566E+10
     4   179  3  -1    8.537533E+01   7.839E+12
     5   179  3  -1    7.867779E+01   9.890E+09
     6   179  3  -1    7.848261E+01   1.461E+11
     7   179  3  -1    7.834602E+01   3.801E+10
     9   179  3  -1    7.803662E+01   1.486E+11
    10   179  3  -1    7.796970E+01   1.023E+11
    12   179  3  -1    7.778540E+01   1.249E+10
    13   179  3  -1    7.777802E+01   1.743E+11
    14   179  3  -1    7.775667E+01   3.006E+10
    15   179  3  -1    7.695758E+01   1.130E+10
    16   179  3  -1    7.682111E+01   2.632E+11
     3   180  3  -1    8.653862E+01   2.288E+12   2.596E+12   3.804E+14   1.979E+14   2.084E+12   2.684E+12   5.776E+10   1.776E+14
     5   180  3  -1    7.874447E+01   2.400E+09
     6   180  3  -1    7.854928E+01   9.063E+10
     7   180  3  -1    7.841269E+01   1.489E+11
     8   180  3  -1    7.832179E+01   2.537E+10
    10   180  3  -1    7.803637E+01   4.348E+11
    12   180  3  -1    7.785207E+01   3.068E+10
    14   180  3  -1    7.782334E+01   8.460E+08
    15   180  3  -1    7.702425E+01   3.882E+11
     2   181  3  -1    8.694218E+01   5.196E+09   3.035E+13   2.090E+14   8.384E+13   4.033E+12   1.049E+13   1.105E+14   1.048E+11
     3   181  3  -1    8.668172E+01   6.874E+10
     4   181  3  -1    8.558510E+01   4.877E+13
     5   181  3  -1    7.888757E+01   3.058E+11
     7   181  3  -1    7.855579E+01   3.942E+10
     9   181  3  -1    7.824639E+01   1.427E+11
    10   181  3  -1    7.817947E+01   2.627E+10
    12   181  3  -1    7.799517E+01   9.492E+09
    13   181  3  -1    7.798779E+01   7.607E+10
    14   181  3  -1    7.796644E+01   8.595E+09
    15   181  3  -1    7.716735E+01   2.068E+11
    16   181  3  -1    7.703089E+01   3.479E+11
     1   182  3  -1    8.708348E+01   2.212E+11   3.698E+13   3.750E+13   1.550E+13   1.705E+11   1.584E+12   1.941E+13   8.292E+11
     2   182  3  -1    8.698519E+01   4.795E+10
     3   182  3  -1    8.672474E+01   8.811E+10
     4   182  3  -1    8.562812E+01   3.579E+13
     5   182  3  -1    7.893058E+01   6.612E+10
     7   182  3  -1    7.859881E+01   9.394E+10
     9   182  3  -1    7.828941E+01   1.604E+10
    10   182  3  -1    7.822249E+01   5.214E+10
    11   182  3  -1    7.803935E+01   4.220E+11
    14   182  3  -1    7.800946E+01   1.599E+11
    16   182  3  -1    7.707390E+01   1.484E+11
     4   183  3  -1    8.582243E+01   1.254E+13   3.861E+13   8.990E+13   5.354E+13   2.267E+10   3.065E+13   6.448E+11   5.054E+12
     9   183  3  -1    7.848372E+01   3.158E+09
    13   183  3  -1    7.822512E+01   1.554E+11
    16   183  3  -1    7.726822E+01   1.732E+11
     2   184  3  -1    8.727588E+01   9.058E+11   2.267E+12   4.847E+14   1.693E+14   1.605E+13   6.048E+13   5.139E+13   1.874E+14
     3   184  3  -1    8.701542E+01   2.343E+11
     4   184  3  -1    8.591881E+01   2.864E+10
     5   184  3  -1    7.922127E+01   7.795E+10
     6   184  3  -1    7.902609E+01   6.334E+10
     7   184  3  -1    7.888950E+01   3.939E+11
     9   184  3  -1    7.858009E+01   3.941E+10
    10   184  3  -1    7.851317E+01   1.409E+10
    12   184  3  -1    7.832888E+01   8.359E+10
    13   184  3  -1    7.832149E+01   2.469E+10
    15   184  3  -1    7.750105E+01   5.006E+11
    16   184  3  -1    7.736459E+01   6.843E+10
     9   185  3  -1    8.132889E+01   2.392E+09   3.402E+10   4.366E+11   5.305E+08   6.531E+10   3.473E+11   2.008E+10   3.342E+09
    10   185  3  -1    8.126197E+01   4.303E+08
    11   185  3  -1    8.107883E+01   5.449E+10
    13   185  3  -1    8.107028E+01   1.178E+10
    14   185  3  -1    8.104894E+01   3.286E+08
     5   186  3  -1    8.204213E+01   1.847E+10   4.408E+10   2.645E+11   2.251E+08   6.642E+10   1.790E+11   1.099E+10   7.839E+09
     6   186  3  -1    8.184694E+01   5.635E+08
    10   186  3  -1    8.133403E+01   1.078E+09
    13   186  3  -1    8.114235E+01   3.053E+10
    14   186  3  -1    8.112100E+01   5.103E+09
     5   187  3  -1    8.214937E+01   4.959E+09   5.357E+10   2.048E+11   7.973E+06   1.453E+11   2.849E+10   2.035E+10   1.058E+10
     6   187  3  -1    8.195418E+01   3.483E+10
     8   187  3  -1    8.172669E+01   7.985E+08
    14   187  3  -1    8.122824E+01   1.917E+10
     1   188  3  -1    9.032516E+01   9.498E+10   9.492E+10   8.535E+11   3.394E+11   1.069E+11   3.981E+11   3.410E+09   5.722E+09
     2   188  3  -1    9.022687E+01   6.215E+10
     6   189  3  -1    8.209407E+01   2.682E+10   5.516E+10   2.979E+11   0.000E+00   5.398E+10   1.770E+11   2.620E+10   4.069E+10
     8   189  3  -1    8.186657E+01   3.035E+10
    12   189  3  -1    8.139686E+01   5.081E+09
     3   190  3  -1    9.011613E+01   5.566E+10   5.713E+10   4.440E+11   4.187E+10   1.211E+11   2.286E+11   3.277E+10   1.964E+10
     8   191  3  -1    8.201077E+01   9.041E+09   7.397E+09   2.616E+11   0.000E+00   0.000E+00   2.216E+11   0.000E+00   4.000E+10
     6   192  3  -1    8.226256E+01   1.181E+11   1.369E+11   5.025E+11   0.000E+00   2.956E+11   1.585E+11   1.659E+08   4.820E+10
     8   192  3  -1    8.203507E+01   4.006E+10
    12   192  3  -1    8.156535E+01   6.457E+09
     3   193  3  -1    9.027659E+01   1.286E+11   1.818E+11   1.113E+12   2.398E+11   4.025E+11   9.883E+10   8.770E+10   2.843E+11
     5   193  3  -1    8.248244E+01   4.371E+09
     6   193  3  -1    8.228725E+01   6.930E+10
     7   193  3  -1    8.215066E+01   7.576E+09
     8   193  3  -1    8.205976E+01   3.680E+09
    10   193  3  -1    8.177434E+01   7.600E+09
    14   193  3  -1    8.156131E+01   2.053E+09
     3   194  3  -1    9.028162E+01   2.575E+10   3.894E+11   2.318E+12   5.846E+10   1.326E+12   3.013E+11   3.221E+11   3.107E+11
     5   194  3  -1    8.248747E+01   2.287E+10
     6   194  3  -1    8.229229E+01   3.173E+11
     7   194  3  -1    8.215570E+01   1.902E+10
     8   194  3  -1    8.206480E+01   8.523E+08
    10   194  3  -1    8.177938E+01   1.489E+10
    12   194  3  -1    8.159508E+01   1.262E+09
    14   194  3  -1    8.156635E+01   1.301E+10
    15   194  3  -1    8.076725E+01   1.457E+09
     2   195  3  -1    9.054978E+01   1.640E+10   4.424E+11   3.128E+12   1.487E+09   1.479E+12   9.360E+11   6.759E+11   3.601E+10
