SEQ='MG'     NUCCHG=24                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 214515355.3  NPRNT=   5
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2S2 2P6 3S1         (2)0( 0.5)        0.0 
     2          2S2 2P6 3P1         (2)1( 0.5)   241099.8 
     3          2S2 2P6 3P1         (2)1( 1.5)   254448.1 
     4          2S2 2P6 3D1         (2)2( 1.5)   591848.7 
     5          2S2 2P6 3D1         (2)2( 2.5)   594586.0 

   IC RESOLVED LEVEL INDEXING           BWNR= 217352206.6 NLVL=  1119
   --------------------------
   INDX  IRSL   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
   131    59    2S2 2P5 3S1 3P1 3D1 (5)3( 4.0)  5317639.7*
   132    60    2S2 2P5 3P3         (3)1( 2.0)  5318073.8*
   133    61    2S2 2P5 3S1 3P1 3D1 (5)3( 5.0)  5319392.5*
   134    62    2S2 2P5 3P3         (1)1( 1.0)  5320799.7*
   135    63    2S2 2P5 3S1 3P1 3D1 (5)1( 3.0)  5321371.0*
   136    64    2S2 2P5 3S1 3P1 3D1 (5)0( 2.0)  5323694.8*
   137    65    2S2 2P5 3S1 3P1 3D1 (5)2( 4.0)  5323755.4*
   138    66    2S2 2P5 3S1 3P1 3D1 (5)3( 2.0)  5326994.0*
   139    67    2S2 2P5 3S1 3P1 3D1 (5)2( 3.0)  5327434.8*
   140    68    2S2 2P5 3S1 3P1 3D1 (3)1( 1.0)  5332137.7*
   141    69    2S2 2P5 3S1 3P1 3D1 (5)2( 2.0)  5334918.7*
   142    70    2S2 2P5 3S1 3P1 3D1 (5)3( 5.0)  5335508.8*
   143    71    2S2 2P5 3S1 3P1 3D1 (3)2( 3.0)  5336718.1*
   144    72    2S2 2P5 3P3         (3)1( 2.0)  5338667.2*
   145    73    2S2 2P5 3S1 3P1 3D1 (5)3( 4.0)  5341609.3*
   146    74    2S2 2P5 3S1 3P1 3D1 (5)2( 1.0)  5341639.2*
   147    75    2S2 2P5 3S1 3P1 3D1 (5)2( 0.0)  5342819.1*
   148    76    2S2 2P5 3S1 3P1 3D1 (5)2( 3.0)  5346903.2*
   149    77    2S2 2P5 3S1 3P1 3D1 (5)2( 4.0)  5348174.8*
   150    78    2S2 2P5 3S1 3P1 3D1 (3)2( 2.0)  5348689.2*
   151    79    2S2 2P5 3S1 3P1 3D1 (5)3( 3.0)  5349420.8*
   152    80    2S2 2P5 3P3         (3)1( 0.0)  5352334.2*
   153    81    2S2 2P5 3P3         (3)2( 1.0)  5353441.6*
   154    82    2S2 2P5 3S1 3P1 3D1 (5)3( 2.0)  5353624.8*
   155    83    2S2 2P5 3S1 3P1 3D1 (3)2( 1.0)  5356284.2*
   156    84    2S2 2P5 3S1 3P1 3D1 (5)2( 2.0)  5357694.2*
   157    85    2S2 2P5 3S1 3P1 3D1 (3)3( 4.0)  5358178.4*
   158    86    2S2 2P5 3S1 3P1 3D1 (5)3( 3.0)  5358646.1*
   159    87    2S2 2P5 3S1 3P1 3D1 (3)3( 2.0)  5361380.5*
   160    88    2S2 2P5 3S1 3P1 3D1 (5)2( 1.0)  5361650.7*
   161    89    2S2 2P5 3P3         (1)2( 2.0)  5364651.0*
   162    90    2S2 2P5 3S1 3P1 3D1 (3)3( 3.0)  5365786.9*
   163    91    2S2 2P5 3S1 3P1 3D1 (3)3( 3.0)  5368539.7*
   164    92    2S2 2P5 3S1 3P1 3D1 (5)2( 0.0)  5369227.7*
   165    93    2S2 2P5 3S1 3P1 3D1 (3)2( 1.0)  5370491.0*
   166    94    2S2 2P5 3S1 3P1 3D1 (3)4( 4.0)  5371939.1*
   167    95    2S2 2P5 3S1 3P1 3D1 (3)2( 2.0)  5373336.7*
   168    96    2S2 2P5 3S1 3P1 3D1 (5)3( 1.0)  5374036.1*
   169    97    2S2 2P5 3S1 3P1 3D1 (5)1( 3.0)  5374289.8*
   170    98    2S2 2P5 3S1 3P1 3D1 (3)2( 1.0)  5375366.8*
   171    99    2S2 2P5 3S1 3P1 3D1 (3)0( 1.0)  5377517.1*
   172   100    2S2 2P5 3S1 3P1 3D1 (3)1( 0.0)  5378194.8*
   173   101    2S2 2P5 3S1 3P1 3D1 (3)2( 2.0)  5379043.9*
   174   102    2S2 2P5 3P3         (3)1( 1.0)  5381026.9*
   175   103    2S2 2P5 3S1 3P1 3D1 (3)2( 2.0)  5381075.3*
   176   104    2S2 2P5 3S1 3P1 3D1 (3)3( 4.0)  5381529.5*
   177   105    2S2 2P5 3S1 3P1 3D1 (3)4( 5.0)  5382716.4*
   178   106    2S2 2P5 3S1 3P1 3D1 (3)1( 1.0)  5386348.1*
   179   107    2S2 2P5 3S1 3P1 3D1 (3)2( 3.0)  5388396.1*
   180   108    2S2 2P5 3S1 3P1 3D1 (3)4( 4.0)  5389071.4*
   181   109    2S2 2P5 3S1 3P1 3D1 (3)3( 2.0)  5391619.9*
   182   110    2S2 2P5 3S1 3P1 3D1 (3)4( 5.0)  5392660.0*
   183   111    2S2 2P5 3P3         (1)2( 2.0)  5396994.6*
   184   112    2S2 2P5 3S1 3P1 3D1 (1)3( 3.0)  5402215.2*
   185   113    2S2 2P5 3S1 3P1 3D1 (5)1( 2.0)  5407027.3*
   186   114    2S2 2P5 3S1 3P1 3D1 (3)2( 1.0)  5409589.8*
   187   115    2S2 2P5 3S1 3P1 3D1 (3)3( 3.0)  5410160.3*
   188   116    2S2 2P5 3S1 3P1 3D1 (5)1( 1.0)  5414185.8*
   189   117    2S2 2P5 3S1 3P1 3D1 (3)2( 2.0)  5414526.6*
