SEQ='NA'     NUCCHG=14                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  62720095.9  NPRNT=   1
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          1S2 2S2 2P6         (1)0( 0.0)        0.0 

   IC RESOLVED LEVEL INDEXING           BWNR=  63076909.1 NLVL=   181
   --------------------------
   INDX  IRSL   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
     3    95  3  -1    8.835525E+00   1.418E+09
     3    97  3  -1    8.847229E+00   2.258E+09   7.942E+09   3.621E+10   3.621E+10
     2    98  3  -1    8.858620E+00   6.697E+09   1.165E+10   3.903E+10   3.903E+10
     3    98  3  -1    8.853418E+00   1.920E+09
     2    99  3  -1    8.863795E+00   1.522E+09   9.077E+09   8.415E+08   8.415E+08
     3    99  3  -1    8.858594E+00   2.140E+08
     3   100  3  -1    8.863556E+00   9.935E+10   6.891E+10   1.105E+10   1.105E+10
     2   101  3  -1    8.870471E+00   1.031E+11   6.154E+10   4.662E+10   4.662E+10
     3   101  3  -1    8.865270E+00   7.018E+09
     3   105  3  -1    8.885652E+00   1.031E+10   1.327E+10   2.857E+09   2.857E+09
     3   106  3  -1    8.893823E+00   6.429E+09   1.120E+10   1.173E+10   1.173E+10
     2   107  3  -1    8.900258E+00   7.015E+09   1.615E+10   1.620E+09   1.620E+09
     3   107  3  -1    8.895057E+00   6.470E+09
     2   108  3  -1    8.904566E+00   2.801E+10   3.989E+10   2.508E+10   2.508E+10
     3   108  3  -1    8.899364E+00   3.431E+09
     2   109  3  -1    8.919525E+00   9.092E+09   2.786E+10   1.076E+10   1.076E+10
     3   109  3  -1    8.914324E+00   1.686E+10
     2   110  3  -1    8.935346E+00   6.933E+10   5.213E+10   5.546E+10   5.546E+10
     3   110  3  -1    8.930144E+00   1.196E+10
     3   111  3  -1    8.933815E+00   3.014E+08   7.214E+09   2.277E+10   2.277E+10
     2   112  3  -1    8.943621E+00   1.830E+10   3.314E+10   8.404E+11   8.404E+11
     3   112  3  -1    8.938419E+00   4.618E+09
     2   113  3  -1    8.945844E+00   7.946E+09   2.844E+10   8.684E+10   8.684E+10
     3   113  3  -1    8.940642E+00   7.610E+09
     2   115  3  -1    8.954725E+00   6.716E+09   2.049E+10   9.601E+09   9.601E+09
     3   115  3  -1    8.949524E+00   1.124E+10
     3   116  3  -1    8.954440E+00   3.353E+07   6.636E+09   2.254E+10   2.254E+10
     3   117  3  -1    8.957729E+00   3.762E+10   3.124E+10   8.378E+10   8.378E+10
     2   118  3  -1    8.963278E+00   1.001E+09   6.937E+09   4.582E+08   4.582E+08
     3   118  3  -1    8.958076E+00   6.119E+08
     2   119  3  -1    8.987727E+00   6.439E+09   1.004E+11   5.356E+10   5.356E+10
     3   119  3  -1    8.982525E+00   9.098E+10
     2   120  3  -1    8.988175E+00   4.256E+10   6.392E+10   1.810E+12   1.810E+12
     3   120  3  -1    8.982973E+00   8.055E+09
     2   121  3  -1    8.994853E+00   3.218E+10   9.588E+10   3.496E+11   3.496E+11
     3   121  3  -1    8.989652E+00   2.882E+10
     2   122  3  -1    9.015960E+00   9.279E+10   5.625E+10   2.646E+11   2.646E+11
     3   122  3  -1    9.010759E+00   2.777E+09
     3   123  3  -1    9.016974E+00   5.966E+10   4.690E+10   4.309E+11   4.309E+11
     2   126  3  -1    9.181039E+00   1.723E+10   8.015E+10   5.052E+10   5.052E+10
     3   126  3  -1    9.175838E+00   2.824E+10
     3   127  3  -1    9.201523E+00   2.073E+09   9.687E+09   3.105E+11   3.105E+11
     2   129  3  -1    9.231505E+00   1.085E+10   1.486E+10   1.757E+11   1.757E+11
     3   129  3  -1    9.226304E+00   1.980E+09
     3   130  3  -1    9.237087E+00   1.502E+10   1.797E+10   3.812E+09   3.812E+09
     2   131  3  -1    9.271960E+00   1.972E+09   1.344E+10   1.083E+12   1.083E+12
     3   131  3  -1    9.266759E+00   5.067E+09
     2   132  3  -1    9.281402E+00   1.213E+10   1.965E+10   6.277E+08   6.277E+08
     3   132  3  -1    9.276200E+00   7.024E+07
     3   133  3  -1    9.549124E+00   7.492E+06   1.176E+10   8.995E+13   8.995E+13
     3   134  3  -1    9.551966E+00   2.992E+08   1.182E+10   9.085E+13   9.085E+13
     4   135  3  -1    8.905974E+00   2.491E+07   7.587E+09   6.504E+07   6.504E+07
     4   136  3  -1    8.908485E+00   3.070E+08   7.830E+09   4.320E+07   4.320E+07
     4   137  3  -1    8.912970E+00   3.211E+07   8.104E+09   1.647E+10   1.647E+10
     5   137  3  -1    8.912590E+00   5.842E+08
     5   138  3  -1    8.919987E+00   1.006E+09   8.212E+09   1.372E+11   1.372E+11
     5   141  3  -1    8.939168E+00   1.069E+09   7.833E+09   1.252E+11   1.252E+11
     4   143  3  -1    8.948061E+00   2.061E+09   1.005E+10   1.441E+11   1.441E+11
     5   143  3  -1    8.947681E+00   1.799E+09
     5   144  3  -1    8.952043E+00   2.097E+09   8.295E+09   1.742E+11   1.742E+11
     4   145  3  -1    8.960904E+00   1.338E+10   2.134E+10   1.090E+08   1.090E+08
     5   145  3  -1    8.960525E+00   7.343E+08
     4   146  3  -1    8.970324E+00   6.850E+09   2.433E+10   4.172E+10   4.172E+10
     5   146  3  -1    8.969944E+00   1.312E+10
     5   147  3  -1    8.990523E+00   1.101E+09   7.645E+09   1.431E+10   1.431E+10
     5   148  3  -1    8.994444E+00   1.410E+08   6.242E+09   1.548E+12   1.548E+12
     4   149  3  -1    9.000352E+00   1.387E+07   9.715E+09   2.934E+08   2.934E+08
     5   149  3  -1    8.999972E+00   4.752E+07
     5   150  3  -1    9.001901E+00   7.088E+08   6.815E+09   5.718E+11   5.718E+11
     4   152  3  -1    9.008304E+00   1.114E+10   3.750E+10   2.213E+12   2.213E+12
     5   152  3  -1    9.007924E+00   2.281E+10
     4   153  3  -1    9.011081E+00   4.653E+08   1.190E+10   2.603E+08   2.603E+08
     5   153  3  -1    9.010701E+00   1.277E+09
     1   154  3  -1    1.046307E+01   5.551E+07   3.375E+10   3.783E+09   3.783E+09
     4   154  3  -1    9.019757E+00   2.507E+10
     5   154  3  -1    9.019377E+00   5.936E+08
     1   155  3  -1    1.046367E+01   9.609E+06   1.064E+10   3.645E+07   3.645E+07
     4   155  3  -1    9.020351E+00   5.053E+08
     1   157  3  -1    1.047870E+01   1.595E+08   9.593E+09   6.333E+09   6.333E+09
     4   157  3  -1    9.035379E+00   1.563E+08
     5   158  3  -1    9.041260E+00   4.436E+10   4.137E+10   2.717E+13   2.717E+13
     1   159  3  -1    1.049765E+01   1.870E+08   3.908E+10   4.920E+08   4.920E+08
     4   159  3  -1    9.054334E+00   3.060E+10
     5   160  3  -1    9.056288E+00   1.445E+09   1.020E+10   7.646E+11   7.646E+11
     4   161  3  -1    9.057320E+00   3.487E+10   4.782E+10   1.964E+13   1.964E+13
     5   161  3  -1    9.056940E+00   1.674E+10
     4   163  3  -1    9.063434E+00   6.360E+10   6.140E+10   2.978E+13   2.978E+13
     5   163  3  -1    9.063054E+00   1.206E+10
     4   164  3  -1    9.063808E+00   4.069E+09   1.387E+10   2.016E+08   2.016E+08
     5   164  3  -1    9.063428E+00   3.958E+08
     4   165  3  -1    9.085062E+00   4.163E+10   8.202E+10   3.158E+12   3.158E+12
     5   165  3  -1    9.084682E+00   4.772E+10
     5   166  3  -1    9.087617E+00   5.154E+10   4.297E+10   1.449E+13   1.449E+13
     1   167  3  -1    1.053404E+01   1.008E+08   3.366E+10   5.287E+10   5.287E+10
     4   167  3  -1    9.090726E+00   1.213E+10
     1   168  3  -1    1.053671E+01   1.101E+08   4.327E+10   3.647E+10   3.647E+10
     4   168  3  -1    9.093398E+00   5.386E+09
     5   168  3  -1    9.093018E+00   1.944E+10
     4   169  3  -1    9.112824E+00   5.025E+09   1.697E+10   6.184E+10   6.184E+10
     5   169  3  -1    9.112444E+00   4.779E+09
     1   170  3  -1    1.055864E+01   5.491E+07   4.074E+10   2.029E+10   2.029E+10
     4   170  3  -1    9.115323E+00   1.057E+10
     5   170  3  -1    9.114943E+00   1.401E+10
     1   171  3  -1    1.056254E+01   4.273E+07   2.666E+10   3.293E+10   3.293E+10
     4   171  3  -1    9.119224E+00   8.653E+09
     1   173  3  -1    1.056970E+01   3.936E+07   8.585E+10   2.315E+08   2.315E+08
     4   173  3  -1    9.126387E+00   6.733E+10
     5   173  3  -1    9.126007E+00   7.084E+09
     4   174  3  -1    9.126804E+00   4.545E+08   7.458E+10   3.981E+10   3.981E+10
     5   174  3  -1    9.126424E+00   6.671E+10
     5   175  3  -1    9.137943E+00   3.740E+10   3.141E+10   1.309E+13   1.309E+13
     1   176  3  -1    1.058392E+01   2.215E+08   1.225E+11   2.066E+11   2.066E+11
     4   176  3  -1    9.140607E+00   5.697E+10
     1   177  3  -1    1.060333E+01   6.213E+08   1.367E+11   2.309E+11   2.309E+11
     4   177  3  -1    9.160015E+00   3.265E+10
     5   177  3  -1    9.159635E+00   6.373E+10
     1   178  3  -1    1.076919E+01   2.697E+07   3.066E+10   1.720E+13   2.580E+10
     4   178  3  -1    9.325874E+00   1.598E+09
     5   178  3  -1    9.325494E+00   1.217E+10
     1   179  3  -1    1.082589E+01   2.196E+07   3.130E+10   2.034E+13   2.967E+10
     4   179  3  -1    9.382575E+00   1.023E+10
     2   180  3  -1    1.055468E+01   2.170E+08   4.563E+10   2.180E+15   2.902E+13
     3   180  3  -1    1.054948E+01   2.144E+08
     1   184  3  -1    1.181557E+01   1.761E+10   6.317E+10   1.819E+15   2.872E+13
     1   185  3  -1    1.181787E+01   3.558E+10   6.364E+10   1.798E+15   2.754E+13
     1   186  3  -1    1.206191E+01   1.483E+09   4.806E+10   1.271E+15   4.369E+13
     4   186  3  -1    1.061859E+01   1.667E+08
     1   187  3  -1    1.206396E+01   2.604E+09   4.764E+10   1.297E+15   4.485E+13
     4   187  3  -1    1.062064E+01   3.314E+07
     5   187  3  -1    1.062026E+01   2.008E+08
     3   188  3  -1    1.175673E+01   1.235E+10   5.590E+10   3.960E+14   2.305E+12
     2   189  3  -1    1.176207E+01   1.422E+10   5.587E+10   3.922E+14   2.304E+12
     3   189  3  -1    1.175687E+01   1.182E+09
     3   192  3  -1    1.180367E+01   3.685E+07   4.933E+10   3.596E+14   6.953E+09
     2   193  3  -1    1.188486E+01   2.026E+10   8.441E+10   4.268E+14   2.041E+09
     3   193  3  -1    1.187966E+01   4.913E+09
     2   194  3  -1    1.188924E+01   9.647E+09   8.445E+10   4.252E+14   9.409E+08
     3   194  3  -1    1.188403E+01   2.529E+10
     2   199  3  -1    1.212643E+01   2.394E+09   5.853E+10   3.407E+14   9.880E+12
     3   199  3  -1    1.212123E+01   2.703E+09
     2   200  3  -1    1.219991E+01   6.916E+07   4.298E+10   1.796E+15   9.176E+12
     3   201  3  -1    1.219501E+01   6.323E+07   4.295E+10   1.794E+15   9.159E+12
     2   202  3  -1    1.243987E+01   3.796E+09   5.015E+10   1.470E+15   1.168E+13
     3   202  3  -1    1.243467E+01   3.992E+08
     3   203  3  -1    1.243484E+01   3.427E+09   5.021E+10   1.473E+15   1.170E+13
     4   208  3  -1    1.185401E+01   3.194E+09   5.288E+10   6.457E+14   5.934E+10
     5   208  3  -1    1.185363E+01   3.250E+09
     4   209  3  -1    1.185442E+01   4.266E+09   5.209E+10   6.443E+14   1.407E+08
     5   209  3  -1    1.185404E+01   2.808E+08
     4   210  3  -1    1.186163E+01   2.123E+10   6.313E+10   6.225E+14   1.069E+12
     5   210  3  -1    1.186125E+01   2.407E+09
     5   211  3  -1    1.186476E+01   2.303E+10   6.374E+10   6.206E+14   1.115E+12
     4   215  3  -1    1.199863E+01   7.398E+06   5.063E+10   6.760E+14   1.486E+09
     4   219  3  -1    1.204440E+01   6.711E+08   6.588E+10   5.648E+14   1.132E+12
     5   219  3  -1    1.204402E+01   9.608E+09
     4   220  3  -1    1.204647E+01   7.618E+09   6.613E+10   5.653E+14   1.157E+12
     4   221  3  -1    1.206373E+01   1.426E+10   6.799E+10   5.887E+14   1.390E+10
     5   221  3  -1    1.206335E+01   4.440E+08
     4   222  3  -1    1.206501E+01   1.638E+09   6.788E+10   5.872E+14   6.361E+05
     5   222  3  -1    1.206463E+01   1.380E+10
     5   223  3  -1    1.227950E+01   5.328E+09   5.674E+10   6.238E+14   9.001E+11
     4   224  3  -1    1.228001E+01   5.734E+09   5.670E+10   6.223E+14   8.925E+11
     5   224  3  -1    1.227963E+01   3.072E+08
     1   225  3  -1    1.378480E+01   7.094E+07   5.694E+10   6.274E+14   7.692E+11
     4   225  3  -1    1.234149E+01   2.979E+09
     1   226  3  -1    1.378494E+01   1.357E+08   5.723E+10   6.304E+14   7.878E+11
     4   226  3  -1    1.234162E+01   5.676E+08
     5   226  3  -1    1.234124E+01   3.692E+09
     3   238  3  -1    1.376853E+01   1.307E+08   4.804E+10   9.260E+14   1.363E+09
     2   239  3  -1    1.377375E+01   1.478E+08   4.788E+10   9.248E+14   1.363E+09
     2   240  3  -1    1.379308E+01   7.469E+07   4.736E+10   7.657E+14   3.974E+05
     3   240  3  -1    1.378788E+01   1.840E+07
     2   241  3  -1    1.379338E+01   3.499E+07   4.730E+10   7.653E+14   6.119E+05
     3   241  3  -1    1.378818E+01   9.495E+07
     2   242  3  -1    1.404002E+01   1.485E+08   4.871E+10   9.599E+14   3.581E+09
     3   242  3  -1    1.403482E+01   1.529E+08

   NRSLMX=   6    NVMAX=   3    LVMAX=  -1

C--------------------------------------------------------------------------------------------------------------
C
C                                                                            
C
C--------------------------------------------------------------------------------------------------------------
