SEQ='MG'     NUCCHG=14                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  63076954.8  NPRNT=   5
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2S2 2P6 3S1         (2)0( 0.5)        0.0 
     2          2S2 2P6 3P1         (2)1( 0.5)    69764.0 
     3          2S2 2P6 3P1         (2)1( 1.5)    70231.5 
     4          2S2 2P6 3D1         (2)2( 1.5)   158402.6 
     5          2S2 2P6 3D1         (2)2( 2.5)   158438.3 

   IC RESOLVED LEVEL INDEXING           BWNR=  63342701.4 NLVL=   981
   --------------------------
   INDX  IRSL   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
     5    74  3  -1    7.021481E+00   1.372E+07
     6    74  3  -1    7.020042E+00   4.356E+07
     7    74  3  -1    7.018184E+00   1.282E+08
     9    74  3  -1    6.878380E+00   3.391E+07
     1    75  3  -1    8.387688E+00   2.343E+09   3.217E+09   5.827E+12   6.198E+10   4.127E+12   1.445E+12   1.570E+11   3.659E+10
     2    75  3  -1    8.386429E+00   2.156E+08
     3    75  3  -1    8.383880E+00   3.750E+08
     4    75  3  -1    8.075018E+00   4.479E+07
     5    75  3  -1    7.024502E+00   7.216E+08
     8    75  3  -1    6.998479E+00   8.309E+06
     9    75  3  -1    6.881401E+00   4.614E+06
    10    75  3  -1    6.880257E+00   4.689E+07
    11    75  3  -1    6.879595E+00   4.663E+08
    12    75  3  -1    6.869223E+00   1.006E+07
    13    75  3  -1    6.868639E+00   5.088E+07
    16    75  3  -1    6.614979E+00   2.917E+07
     2    76  3  -1    8.389169E+00   8.722E+07   2.103E+08   1.569E+11   4.590E+10   1.479E+10   3.530E+10   3.994E+10   2.093E+10
     3    76  3  -1    8.386620E+00   6.464E+06
     5    76  3  -1    7.027242E+00   6.093E+06
     6    76  3  -1    7.025804E+00   1.167E+07
     9    76  3  -1    6.884142E+00   1.451E+07
    10    76  3  -1    6.882997E+00   1.033E+08
    13    76  3  -1    6.871379E+00   2.391E+07
    14    76  3  -1    6.870778E+00   1.869E+07
     1    77  3  -1    8.395003E+00   3.885E+08   4.211E+08   4.522E+10   2.341E+10   1.150E+09   3.895E+09   1.650E+10   2.697E+08
     2    77  3  -1    8.393744E+00   6.791E+07
     3    77  3  -1    8.391194E+00   2.469E+07
     5    77  3  -1    7.031817E+00   2.944E+06
    11    77  3  -1    6.886910E+00   1.494E+08
    12    77  3  -1    6.876538E+00   5.860E+07
    13    77  3  -1    6.875954E+00   3.840E+07
     2    78  3  -1    8.396376E+00   1.648E+08   6.927E+08   2.820E+09   1.536E+08   1.548E+08   2.467E+09   4.430E+07   9.215E+05
    10    78  3  -1    6.890204E+00   5.526E+06
    12    78  3  -1    6.879170E+00   6.050E+07
     3    79  3  -1    8.403656E+00   8.471E+10   6.807E+10   7.238E+12   4.822E+11   1.476E+11   4.875E+12   9.139E+09   1.724E+12
     5    79  3  -1    7.044279E+00   1.134E+08
     6    79  3  -1    7.042840E+00   1.488E+09
     7    79  3  -1    7.040983E+00   4.457E+09
     8    79  3  -1    7.018256E+00   2.018E+07
     9    79  3  -1    6.901178E+00   2.790E+08
    14    79  3  -1    6.887814E+00   5.277E+07
     7    80  3  -1    7.041485E+00   5.675E+06   4.643E+06   1.256E+08   0.000E+00   0.000E+00   7.314E+07   0.000E+00   5.244E+07
     7    81  3  -1    7.041631E+00   8.848E+06   1.146E+07   8.274E+07   0.000E+00   6.170E+06   6.875E+07   1.562E+06   6.250E+06
     1    82  3  -1    8.414600E+00   6.030E+10   4.247E+10   7.961E+12   2.264E+11   5.236E+12   1.648E+12   7.757E+11   7.527E+10
     2    82  3  -1    8.413340E+00   1.402E+10
     3    82  3  -1    8.410791E+00   1.377E+09
     4    82  3  -1    8.101929E+00   8.758E+08
     5    82  3  -1    7.051414E+00   2.784E+09
     8    82  3  -1    7.025391E+00   8.160E+07
     9    82  3  -1    6.908313E+00   3.882E+06
    10    82  3  -1    6.907168E+00   3.448E+07
    11    82  3  -1    6.906506E+00   3.834E+08
    12    82  3  -1    6.896134E+00   9.209E+06
    13    82  3  -1    6.895550E+00   3.667E+07
    16    82  3  -1    6.641890E+00   1.663E+08
     2    83  3  -1    8.413610E+00   7.854E+10   7.091E+10   7.738E+12   4.070E+11   8.102E+11   4.638E+12   1.294E+12   5.889E+11
     3    83  3  -1    8.411060E+00   1.643E+10
     5    83  3  -1    7.051683E+00   1.420E+09
     6    83  3  -1    7.050244E+00   3.890E+09
     8    83  3  -1    7.025660E+00   5.307E+07
     9    83  3  -1    6.908582E+00   1.033E+08
    10    83  3  -1    6.907437E+00   3.598E+08
    13    83  3  -1    6.895820E+00   7.502E+07
    14    83  3  -1    6.895218E+00   2.825E+07
     3    84  3  -1    8.412894E+00   4.793E+07   4.742E+08   1.082E+10   4.514E+09   1.145E+09   1.643E+09   1.591E+07   3.504E+09
     6    84  3  -1    7.052078E+00   9.394E+06
     7    84  3  -1    7.050221E+00   7.189E+06
     9    84  3  -1    6.910416E+00   4.422E+08
    13    84  3  -1    6.897654E+00   9.494E+07
    14    84  3  -1    6.897052E+00   3.642E+07
    14    85  3  -1    6.902040E+00   7.263E+08   5.657E+08   1.168E+10   0.000E+00   1.937E+09   5.310E+09   5.561E+08   3.873E+09
     2    86  3  -1    8.423450E+00   4.253E+08   1.572E+09   4.324E+10   5.163E+09   3.457E+09   2.840E+10   3.932E+09   2.291E+09
     3    86  3  -1    8.420901E+00   6.366E+08
     9    86  3  -1    6.918422E+00   2.404E+07
    10    86  3  -1    6.917278E+00   7.311E+08
    12    86  3  -1    6.906244E+00   2.019E+08
    13    86  3  -1    6.905660E+00   7.988E+07
    14    86  3  -1    6.905059E+00   6.997E+06
     1    87  3  -1    8.427750E+00   4.114E+10   3.275E+10   4.780E+12   1.043E+11   1.097E+12   2.404E+12   1.166E+12   8.917E+09
     2    87  3  -1    8.426491E+00   1.507E+10
     3    87  3  -1    8.423942E+00   4.083E+08
     4    87  3  -1    8.115080E+00   6.031E+08
     5    87  3  -1    7.064564E+00   1.137E+09
     8    87  3  -1    7.038541E+00   8.096E+07
     9    87  3  -1    6.921463E+00   1.682E+07
    10    87  3  -1    6.920319E+00   1.431E+08
    11    87  3  -1    6.919657E+00   7.705E+07
    12    87  3  -1    6.909285E+00   2.437E+08
    13    87  3  -1    6.908701E+00   1.443E+07
    16    87  3  -1    6.655041E+00   1.892E+08
     1    88  3  -1    8.430431E+00   1.507E+10   7.415E+09   1.031E+12   3.858E+09   6.563E+11   2.518E+11   1.099E+11   8.998E+09
     2    88  3  -1    8.429172E+00   1.050E+08
     3    88  3  -1    8.426622E+00   6.582E+08
     4    88  3  -1    8.117761E+00   8.078E+07
     5    88  3  -1    7.067245E+00   6.742E+07
     8    88  3  -1    7.041222E+00   1.128E+07
     9    88  3  -1    6.924144E+00   1.071E+08
    10    88  3  -1    6.923000E+00   4.504E+07
    11    88  3  -1    6.922338E+00   1.878E+09
    12    88  3  -1    6.911966E+00   7.381E+07
    13    88  3  -1    6.911382E+00   1.908E+07
    16    88  3  -1    6.657721E+00   2.130E+07
     3    89  3  -1    8.426874E+00   2.526E+07   7.809E+08   5.619E+10   3.594E+10   2.128E+09   4.373E+09   4.534E+09   9.222E+09
     9    89  3  -1    6.924395E+00   1.912E+08
    13    89  3  -1    6.911633E+00   8.487E+08
    14    89  3  -1    6.911032E+00   1.891E+07
     2    90  3  -1    8.431939E+00   2.814E+09   9.559E+09   8.892E+11   5.796E+08   5.272E+11   3.397E+11   1.178E+10   9.863E+09
    10    90  3  -1    6.925766E+00   3.336E+08
    12    90  3  -1    6.914733E+00   3.884E+07
     2    91  3  -1    8.436307E+00   4.913E+08   1.258E+09   1.297E+11   8.124E+10   1.116E+10   6.667E+09   2.211E+10   8.481E+09
     3    91  3  -1    8.433758E+00   2.351E+08
    10    91  3  -1    6.930135E+00   1.896E+08
    12    91  3  -1    6.919101E+00   8.506E+08
    13    91  3  -1    6.918517E+00   6.060E+06
    14    91  3  -1    6.917916E+00   6.773E+07
     1    92  3  -1    8.441442E+00   1.607E+09   1.846E+09   3.048E+11   1.237E+11   4.734E+10   3.441E+10   9.701E+10   2.348E+09
     2    92  3  -1    8.440182E+00   4.254E+08
     3    92  3  -1    8.437633E+00   1.942E+08
     5    92  3  -1    7.078256E+00   7.722E+06
     9    92  3  -1    6.935155E+00   6.297E+07
    10    92  3  -1    6.934010E+00   4.451E+07
    11    92  3  -1    6.933349E+00   1.565E+07
    12    92  3  -1    6.922977E+00   1.489E+08
    13    92  3  -1    6.922392E+00   1.458E+08
     1    93  3  -1    8.464734E+00   3.490E+08   9.115E+09   1.123E+12   5.580E+11   4.771E+10   5.063E+11   5.875E+09   4.843E+09
     2    93  3  -1    8.463474E+00   1.268E+08
     3    93  3  -1    8.460925E+00   4.568E+09
     9    93  3  -1    6.958447E+00   7.699E+06
    10    93  3  -1    6.957302E+00   9.798E+08
    11    93  3  -1    6.956640E+00   9.155E+07
    12    93  3  -1    6.946268E+00   1.160E+08
    13    93  3  -1    6.945684E+00   6.658E+07
     2    94  3  -1    8.463556E+00   2.921E+09   1.294E+10   5.070E+11   1.752E+11   7.616E+10   2.266E+11   2.184E+10   7.145E+09
     3    94  3  -1    8.461006E+00   8.947E+09
     9    94  3  -1    6.958528E+00   1.488E+09
    10    94  3  -1    6.957384E+00   7.499E+07
    13    94  3  -1    6.945766E+00   4.888E+08
    14    94  3  -1    6.945164E+00   1.518E+08
     3    95  3  -1    8.461216E+00   3.602E+09   4.364E+09   5.030E+11   3.276E+11   1.832E+10   1.245E+11   4.441E+09   2.812E+10
     7    95  3  -1    7.098542E+00   4.655E+07
     8    95  3  -1    7.075815E+00   2.066E+07
     9    95  3  -1    6.958737E+00   7.019E+08
    14    95  3  -1    6.945374E+00   1.209E+09
     2    96  3  -1    8.474713E+00   8.546E+09   9.539E+09   2.006E+13   2.380E+11   4.531E+11   1.915E+13   7.102E+10   1.535E+11
     3    96  3  -1    8.472164E+00   1.796E+08
     4    96  3  -1    8.163302E+00   2.155E+07
     5    96  3  -1    7.112786E+00   2.707E+07
     6    96  3  -1    7.111348E+00   2.383E+08
     8    96  3  -1    7.086764E+00   1.312E+08
     9    96  3  -1    6.969686E+00   4.944E+07
    10    96  3  -1    6.968541E+00   1.954E+09
    12    96  3  -1    6.957507E+00   8.302E+07
    13    96  3  -1    6.956923E+00   3.232E+08
    14    96  3  -1    6.956322E+00   1.506E+09
    15    96  3  -1    6.752632E+00   8.378E+06
    16    96  3  -1    6.703263E+00   1.871E+07
     1    97  3  -1    8.476805E+00   3.821E+09   1.409E+10   7.266E+12   8.952E+11   3.692E+12   2.579E+12   9.252E+10   6.328E+09
     2    97  3  -1    8.475545E+00   6.830E+09
     3    97  3  -1    8.472996E+00   1.732E+08
     4    97  3  -1    8.164134E+00   8.688E+07
     5    97  3  -1    7.113619E+00   1.491E+07
     8    97  3  -1    7.087596E+00   2.491E+07
     9    97  3  -1    6.970518E+00   8.088E+08
    10    97  3  -1    6.969373E+00   2.084E+09
    11    97  3  -1    6.968712E+00   5.034E+09
    12    97  3  -1    6.958340E+00   1.831E+08
    13    97  3  -1    6.957755E+00   1.522E+08
     2    98  3  -1    8.485413E+00   2.285E+08   2.674E+09   4.958E+13   2.138E+11   4.200E+13   7.306E+12   4.777E+10   1.501E+10
     4    98  3  -1    8.174002E+00   8.114E+07
    10    98  3  -1    6.979241E+00   1.717E+08
    12    98  3  -1    6.968207E+00   3.870E+08
    16    98  3  -1    6.713963E+00   2.293E+07
     1    99  3  -1    8.487762E+00   4.162E+10   2.747E+10   1.122E+13   3.404E+11   3.300E+12   7.529E+12   3.741E+10   1.629E+10
     2    99  3  -1    8.486503E+00   4.381E+09
     3    99  3  -1    8.483953E+00   6.301E+08
     5    99  3  -1    7.124576E+00   1.173E+08
     8    99  3  -1    7.098553E+00   3.017E+06
     9    99  3  -1    6.981475E+00   2.983E+09
    10    99  3  -1    6.980330E+00   1.132E+09
    11    99  3  -1    6.979669E+00   6.758E+08
    13    99  3  -1    6.968713E+00   9.802E+08
     3   100  3  -1    8.485789E+00   1.138E+10   1.165E+10   1.307E+12   1.494E+11   5.074E+10   3.615E+11   2.679E+10   7.182E+11
     6   100  3  -1    7.124973E+00   4.431E+07
     7   100  3  -1    7.123116E+00   4.802E+08
     8   100  3  -1    7.100389E+00   4.410E+07
     9   100  3  -1    6.983311E+00   2.784E+09
    13   100  3  -1    6.970548E+00   1.472E+07
    14   100  3  -1    6.969947E+00   8.284E+08
     2   101  3  -1    8.488818E+00   2.510E+09   1.327E+10   2.819E+12   1.522E+11   4.557E+10   2.509E+12   1.057E+11   7.232E+09
     3   101  3  -1    8.486269E+00   3.669E+09
     4   101  3  -1    8.177407E+00   2.176E+07
     9   101  3  -1    6.983791E+00   3.939E+09
    10   101  3  -1    6.982646E+00   2.288E+09
    12   101  3  -1    6.971612E+00   2.642E+09
    13   101  3  -1    6.971028E+00   3.126E+08
    14   101  3  -1    6.970427E+00   6.207E+08
     2   102  3  -1    8.491477E+00   3.930E+09   8.139E+09   2.395E+13   1.446E+11   3.638E+12   2.008E+13   5.925E+10   2.438E+10
     4   102  3  -1    8.180066E+00   3.362E+07
     6   102  3  -1    7.128112E+00   3.321E+07
     9   102  3  -1    6.986449E+00   1.670E+08
    10   102  3  -1    6.985305E+00   8.979E+06
    12   102  3  -1    6.974271E+00   3.712E+09
    13   102  3  -1    6.973687E+00   3.274E+09
    14   102  3  -1    6.973086E+00   2.441E+07
     2   103  3  -1    8.492094E+00   1.668E+10   5.983E+10   4.244E+12   3.977E+09   2.428E+12   1.669E+12   7.802E+10   6.615E+10
    10   103  3  -1    6.985922E+00   3.209E+09
    12   103  3  -1    6.974888E+00   5.133E+07
     1   104  3  -1    8.493738E+00   5.542E+10   3.296E+10   3.341E+13   7.733E+11   1.967E+13   1.282E+13   8.667E+10   5.046E+10
     2   104  3  -1    8.492479E+00   9.247E+09
     3   104  3  -1    8.489930E+00   6.981E+08
     4   104  3  -1    8.181068E+00   9.820E+07
     5   104  3  -1    7.130552E+00   1.663E+07
     8   104  3  -1    7.104530E+00   4.856E+07
     9   104  3  -1    6.987452E+00   1.065E+09
    10   104  3  -1    6.986307E+00   5.962E+07
    11   104  3  -1    6.985645E+00   4.562E+09
    12   104  3  -1    6.975273E+00   4.898E+08
    13   104  3  -1    6.974689E+00   1.267E+07
     2   105  3  -1    8.500664E+00   2.823E+10   3.303E+10   2.035E+13   1.901E+11   9.877E+12   9.940E+12   5.283E+10   2.890E+11
     3   105  3  -1    8.498114E+00   9.491E+09
     5   105  3  -1    7.138737E+00   1.136E+07
     6   105  3  -1    7.137298E+00   1.716E+08
     8   105  3  -1    7.112714E+00   8.162E+08
     9   105  3  -1    6.995636E+00   2.557E+09
    10   105  3  -1    6.994491E+00   5.817E+08
    12   105  3  -1    6.983458E+00   3.866E+09
    13   105  3  -1    6.982874E+00   2.281E+07
    14   105  3  -1    6.982272E+00   1.066E+08
    15   105  3  -1    6.778582E+00   3.008E+07
    16   105  3  -1    6.729213E+00   1.510E+08
     3   106  3  -1    8.499445E+00   9.627E+08   9.686E+09   2.071E+11   3.318E+09   2.885E+10   1.016E+11   3.887E+10   3.448E+10
     7   106  3  -1    7.136771E+00   1.607E+07
     9   106  3  -1    6.996966E+00   2.280E+09
    13   106  3  -1    6.984204E+00   6.520E+09
    14   106  3  -1    6.983603E+00   2.691E+09
     1   107  3  -1    8.505818E+00   2.155E+09   2.362E+10   3.408E+12   3.075E+11   1.444E+12   1.540E+12   1.157E+11   3.396E+08
     2   107  3  -1    8.504559E+00   1.334E+10
     3   107  3  -1    8.502010E+00   2.868E+07
     4   107  3  -1    8.193148E+00   7.465E+07
     5   107  3  -1    7.142632E+00   4.938E+08
     8   107  3  -1    7.116609E+00   4.306E+07
     9   107  3  -1    6.999531E+00   4.324E+08
    10   107  3  -1    6.998387E+00   9.288E+08
    11   107  3  -1    6.997725E+00   6.294E+09
    12   107  3  -1    6.987353E+00   3.992E+09
    13   107  3  -1    6.986769E+00   4.810E+08
     2   108  3  -1    8.504835E+00   6.064E+09   1.822E+10   3.704E+13   1.017E+12   3.386E+12   3.217E+13   1.571E+11   3.140E+11
     3   108  3  -1    8.502286E+00   8.821E+09
     4   108  3  -1    8.193424E+00   1.673E+08
     5   108  3  -1    7.142909E+00   6.761E+07
     8   108  3  -1    7.116886E+00   3.470E+09
     9   108  3  -1    6.999808E+00   7.710E+08
    10   108  3  -1    6.998663E+00   9.210E+08
    12   108  3  -1    6.987629E+00   1.738E+08
    13   108  3  -1    6.987045E+00   1.006E+07
    14   108  3  -1    6.986444E+00   7.798E+07
    15   108  3  -1    6.782754E+00   1.442E+08
    16   108  3  -1    6.733385E+00   6.295E+08
     6   109  3  -1    7.148429E+00   1.118E+07   6.979E+08   1.679E+12   0.000E+00   3.056E+11   8.706E+11   5.261E+10   4.506E+11
     7   109  3  -1    7.146571E+00   1.557E+08
    14   109  3  -1    6.993403E+00   6.858E+08
     2   110  3  -1    8.513777E+00   1.625E+08   2.653E+10   1.780E+12   6.400E+10   5.403E+10   1.539E+12   9.709E+10   2.597E+10
     3   110  3  -1    8.511228E+00   1.648E+10
     5   110  3  -1    7.151850E+00   1.233E+08
     6   110  3  -1    7.150412E+00   2.938E+08
     8   110  3  -1    7.125827E+00   9.340E+07
     9   110  3  -1    7.008749E+00   4.208E+08
    10   110  3  -1    7.007605E+00   7.511E+09
    12   110  3  -1    6.996571E+00   3.939E+09
    13   110  3  -1    6.995987E+00   1.883E+09
    14   110  3  -1    6.995385E+00   8.707E+07
    15   110  3  -1    6.791695E+00   4.906E+06
    16   110  3  -1    6.742327E+00   2.147E+07
     7   111  3  -1    7.150719E+00   1.330E+07   8.805E+09   1.595E+11   0.000E+00   2.449E+10   7.331E+10   6.236E+09   5.551E+10
    14   111  3  -1    6.997551E+00   1.130E+10
     3   112  3  -1    8.514583E+00   1.110E+10   1.796E+10   9.071E+11   9.802E+10   3.688E+10   5.733E+11   2.677E+10   1.721E+11
     6   112  3  -1    7.153767E+00   8.408E+07
     7   112  3  -1    7.151909E+00   4.248E+08
     8   112  3  -1    7.129183E+00   1.164E+07
     9   112  3  -1    7.012105E+00   4.768E+09
    13   112  3  -1    6.999342E+00   5.886E+09
    14   112  3  -1    6.998741E+00   1.777E+09
     1   113  3  -1    8.525292E+00   4.411E+09   8.066E+10   1.391E+13   6.749E+12   5.867E+11   6.535E+12   2.312E+09   3.741E+10
     2   113  3  -1    8.524033E+00   9.460E+09
     3   113  3  -1    8.521484E+00   3.584E+10
     5   113  3  -1    7.162106E+00   5.596E+06
     9   113  3  -1    7.019005E+00   1.261E+09
    10   113  3  -1    7.017861E+00   4.438E+09
    11   113  3  -1    7.017199E+00   9.412E+09
    12   113  3  -1    7.006827E+00   2.212E+08
    13   113  3  -1    7.006243E+00   4.654E+07
     3   114  3  -1    8.525792E+00   4.369E+08   2.450E+09   1.834E+12   3.860E+10   5.396E+11   8.491E+11   2.585E+11   1.485E+11
     5   114  3  -1    7.166414E+00   3.722E+07
     6   114  3  -1    7.164976E+00   1.428E+08
     8   114  3  -1    7.140391E+00   2.071E+09
    13   114  3  -1    7.010551E+00   3.909E+07
    14   114  3  -1    7.009950E+00   4.550E+08
    15   114  3  -1    6.806260E+00   5.425E+06
     2   115  3  -1    8.547433E+00   2.189E+10   6.635E+10   4.918E+13   9.669E+10   8.731E+12   4.025E+13   5.534E+10   3.695E+10
     3   115  3  -1    8.544884E+00   4.597E+10
     5   115  3  -1    7.185507E+00   3.641E+07
     6   115  3  -1    7.184068E+00   1.499E+08
     8   115  3  -1    7.159484E+00   1.370E+07
     9   115  3  -1    7.042406E+00   1.520E+09
    10   115  3  -1    7.041261E+00   3.589E+08
    12   115  3  -1    7.030228E+00   8.936E+07
    13   115  3  -1    7.029643E+00   5.693E+08
    14   115  3  -1    7.029042E+00   3.303E+09
     2   116  3  -1    8.550295E+00   2.806E+08   1.934E+09   8.102E+12   1.578E+11   1.946E+12   5.379E+12   4.541E+11   1.652E+11
     3   116  3  -1    8.547746E+00   7.413E+08
     4   116  3  -1    8.238884E+00   3.088E+08
     5   116  3  -1    7.188368E+00   8.618E+07
     6   116  3  -1    7.186930E+00   1.871E+07
     8   116  3  -1    7.162345E+00   4.057E+07
     9   116  3  -1    7.045267E+00   5.688E+06
    10   116  3  -1    7.044123E+00   5.211E+07
    12   116  3  -1    7.033089E+00   1.512E+08
    13   116  3  -1    7.032505E+00   4.715E+08
    14   116  3  -1    7.031904E+00   9.639E+06
    15   116  3  -1    6.828213E+00   3.593E+07
    16   116  3  -1    6.778845E+00   3.761E+07
     1   117  3  -1    8.555412E+00   6.828E+10   6.904E+10   4.876E+13   7.352E+10   2.507E+13   2.359E+13   2.153E+10   6.842E+09
     2   117  3  -1    8.554153E+00   1.575E+10
     3   117  3  -1    8.551604E+00   1.395E+10
     5   117  3  -1    7.192226E+00   1.336E+08
     9   117  3  -1    7.049125E+00   1.374E+08
    10   117  3  -1    7.047981E+00   5.438E+08
    11   117  3  -1    7.047319E+00   1.200E+09
    12   117  3  -1    7.036947E+00   1.131E+09
    13   117  3  -1    7.036363E+00   2.852E+09
     2   118  3  -1    8.556359E+00   2.100E+10   7.039E+10   5.298E+13   2.033E+11   4.460E+13   8.102E+12   6.360E+10   8.581E+09
     4   118  3  -1    8.244948E+00   8.630E+07
    10   118  3  -1    7.050187E+00   2.512E+08
    12   118  3  -1    7.039153E+00   2.096E+09
    16   118  3  -1    6.784909E+00   2.639E+07
     1   119  3  -1    8.572887E+00   2.502E+10   3.118E+10   8.394E+12   1.027E+12   3.613E+12   2.731E+12   1.016E+12   7.175E+09
     2   119  3  -1    8.571628E+00   1.430E+10
     3   119  3  -1    8.569079E+00   1.607E+09
     4   119  3  -1    8.260217E+00   1.772E+07
     5   119  3  -1    7.209701E+00   2.458E+09
     8   119  3  -1    7.183678E+00   2.387E+07
     9   119  3  -1    7.066600E+00   2.504E+07
    10   119  3  -1    7.065456E+00   1.891E+08
    11   119  3  -1    7.064794E+00   1.082E+08
    12   119  3  -1    7.054422E+00   1.372E+09
    13   119  3  -1    7.053838E+00   4.152E+07
     2   120  3  -1    8.578451E+00   2.200E+10   2.993E+10   8.116E+12   1.063E+12   1.282E+12   4.749E+12   4.328E+11   5.896E+11
     3   120  3  -1    8.575901E+00   1.074E+10
     4   120  3  -1    8.267040E+00   9.085E+07
     5   120  3  -1    7.216524E+00   1.363E+09
     6   120  3  -1    7.215085E+00   2.177E+09
     9   120  3  -1    7.073423E+00   1.423E+08
    10   120  3  -1    7.072278E+00   3.015E+07
    12   120  3  -1    7.061245E+00   5.494E+08
    13   120  3  -1    7.060661E+00   9.873E+08
    14   120  3  -1    7.060059E+00   3.597E+07
     3   121  3  -1    8.584357E+00   9.055E+09   1.593E+10   4.458E+12   1.099E+12   3.466E+11   2.773E+12   1.972E+10   2.207E+11
     5   121  3  -1    7.224979E+00   1.142E+08
     6   121  3  -1    7.223541E+00   5.610E+08
     7   121  3  -1    7.221683E+00   1.498E+09
     8   121  3  -1    7.198956E+00   7.873E+09
     9   121  3  -1    7.081878E+00   4.247E+07
    13   121  3  -1    7.069116E+00   1.497E+08
    14   121  3  -1    7.068515E+00   1.135E+09
     7   122  3  -1    7.223055E+00   7.210E+09   5.899E+09   5.606E+12   0.000E+00   0.000E+00   5.378E+12   0.000E+00   2.278E+11
     3   123  3  -1    8.587783E+00   1.981E+10   2.234E+10   5.335E+12   2.860E+11   7.881E+11   3.201E+12   3.261E+10   1.027E+12
     5   123  3  -1    7.228405E+00   7.081E+07
     6   123  3  -1    7.226967E+00   9.185E+08
     7   123  3  -1    7.225109E+00   1.016E+09
     8   123  3  -1    7.202382E+00   7.583E+09
     9   123  3  -1    7.085304E+00   9.549E+07
    13   123  3  -1    7.072542E+00   1.725E+08
    14   123  3  -1    7.071941E+00   2.196E+08
    15   123  3  -1    6.868250E+00   8.549E+07
     6   124  3  -1    7.232040E+00   6.662E+09   5.440E+09   5.530E+12   0.000E+00   3.758E+12   1.503E+12   2.543E+11   1.463E+10
     7   124  3  -1    7.230182E+00   4.689E+06
    15   124  3  -1    6.873324E+00   3.245E+08
     1   125  3  -1    8.600812E+00   2.857E+09   3.458E+10   1.995E+13   1.785E+11   4.869E+12   1.440E+13   4.937E+11   1.506E+10
     2   125  3  -1    8.599553E+00   4.705E+08
     3   125  3  -1    8.597004E+00   3.754E+06
     4   125  3  -1    8.288142E+00   2.036E+10
     5   125  3  -1    7.237626E+00   5.494E+06
     8   125  3  -1    7.211604E+00   7.151E+09
     9   125  3  -1    7.094526E+00   1.592E+07
    10   125  3  -1    7.093381E+00   5.099E+07
    12   125  3  -1    7.082347E+00   5.402E+08
    13   125  3  -1    7.081763E+00   6.168E+07
    16   125  3  -1    6.828103E+00   1.362E+08
     2   126  3  -1    8.608061E+00   1.056E+09   1.763E+10   1.103E+14   7.287E+12   8.763E+13   1.384E+13   4.857E+11   1.070E+12
     4   126  3  -1    8.296650E+00   3.114E+09
    10   126  3  -1    7.101889E+00   4.011E+07
    12   126  3  -1    7.090855E+00   6.517E+08
    16   126  3  -1    6.836611E+00   1.013E+09
     3   127  3  -1    8.608010E+00   4.362E+07   5.807E+09   4.696E+12   2.164E+09   3.590E+12   8.641E+11   2.188E+11   2.108E+10
     5   127  3  -1    7.248632E+00   7.658E+09
     6   127  3  -1    7.247193E+00   2.569E+07
     7   127  3  -1    7.245336E+00   5.530E+07
     8   127  3  -1    7.222609E+00   4.424E+07
    13   127  3  -1    7.092769E+00   6.563E+06
    15   127  3  -1    6.888477E+00   1.720E+08
     2   128  3  -1    8.625578E+00   2.511E+08   1.059E+10   1.611E+14   3.727E+12   2.995E+13   1.266E+14   4.229E+11   3.683E+11
     4   128  3  -1    8.314167E+00   1.545E+09
    10   128  3  -1    7.119405E+00   2.608E+08
    12   128  3  -1    7.108372E+00   9.160E+08
    16   128  3  -1    6.854127E+00   5.584E+08
     1   129  3  -1    8.626996E+00   6.084E+09   1.588E+10   1.167E+14   6.812E+11   6.187E+13   5.162E+13   2.510E+12   7.677E+09
     2   129  3  -1    8.625737E+00   6.147E+09
     3   129  3  -1    8.623187E+00   9.609E+08
     4   129  3  -1    8.314326E+00   6.561E+08
     5   129  3  -1    7.263810E+00   2.541E+08
     8   129  3  -1    7.237787E+00   2.559E+08
     9   129  3  -1    7.120709E+00   1.925E+08
    11   129  3  -1    7.118903E+00   1.701E+09
    12   129  3  -1    7.108531E+00   9.709E+07
    13   129  3  -1    7.107947E+00   2.164E+09
    16   129  3  -1    6.854286E+00   9.920E+06
     2   130  3  -1    8.631375E+00   9.594E+09   1.756E+10   1.086E+14   1.003E+12   4.279E+13   6.071E+13   8.820E+11   3.265E+12
     3   130  3  -1    8.628825E+00   5.836E+09
     4   130  3  -1    8.319964E+00   1.535E+09
     6   130  3  -1    7.268009E+00   5.184E+08
     8   130  3  -1    7.243425E+00   2.676E+08
     9   130  3  -1    7.126347E+00   9.117E+07
    10   130  3  -1    7.125202E+00   1.142E+09
    12   130  3  -1    7.114169E+00   3.002E+07
    14   130  3  -1    7.112983E+00   2.223E+09
    15   130  3  -1    6.909293E+00   1.015E+08
     6   131  3  -1    7.269572E+00   1.057E+09   4.667E+09   4.183E+12   0.000E+00   2.234E+11   3.476E+12   2.562E+10   4.576E+11
     7   131  3  -1    7.267714E+00   2.768E+09
    14   131  3  -1    7.114546E+00   1.239E+07
    15   131  3  -1    6.910856E+00   1.372E+09
     3   132  3  -1    8.640010E+00   4.306E+10   3.578E+10   1.507E+13   2.608E+12   1.702E+10   2.407E+12   1.663E+10   1.003E+13
