SEQ='MG'     NUCCHG=14                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  63076954.8  NPRNT=   5
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2S2 2P6 3S1         (2)0( 0.5)        0.0 
     2          2S2 2P6 3P1         (2)1( 0.5)    69764.0 
     3          2S2 2P6 3P1         (2)1( 1.5)    70231.5 
     4          2S2 2P6 3D1         (2)2( 1.5)   158402.6 
     5          2S2 2P6 3D1         (2)2( 2.5)   158438.3 

   IC RESOLVED LEVEL INDEXING           BWNR=  63342701.4 NLVL=   981
   --------------------------
   INDX  IRSL   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
    11   371  3  -1    8.866391E+00   6.237E+09
    12   371  3  -1    8.856019E+00   2.550E+09
    13   371  3  -1    8.855435E+00   5.182E+09
    16   371  3  -1    8.601775E+00   1.339E+08
     3   372  3  -1    1.037106E+01   6.110E+07   1.978E+10   2.240E+14   2.540E+11   6.832E+11   1.522E+12   1.064E+12   6.079E+11
     4   372  3  -1    1.006220E+01   1.662E+08
     5   372  3  -1    9.011685E+00   1.306E+08
     6   372  3  -1    9.010246E+00   2.678E+09
     8   372  3  -1    8.985662E+00   1.193E+09
     9   372  3  -1    8.868584E+00   1.241E+09
    10   372  3  -1    8.867439E+00   3.033E+09
    12   372  3  -1    8.856405E+00   1.531E+08
    13   372  3  -1    8.855821E+00   4.187E+09
    14   372  3  -1    8.855220E+00   2.511E+09
    15   372  3  -1    8.651530E+00   2.033E+09
    16   372  3  -1    8.602161E+00   1.407E+09
     2   373  3  -1    1.037758E+01   8.973E+07   2.421E+10   6.192E+13   7.115E+08   3.424E+09   1.509E+10   4.092E+12   2.259E+12
    10   373  3  -1    8.871413E+00   3.028E+09
    12   373  3  -1    8.860379E+00   4.919E+09
    16   373  3  -1    8.606135E+00   3.250E+07
     1   374  3  -1    1.038525E+01   1.698E+08   2.599E+10   1.270E+14   4.790E+11   1.495E+11   1.857E+12   9.532E+11   1.144E+12
     5   374  3  -1    9.022061E+00   5.669E+09
     8   374  3  -1    8.996038E+00   2.187E+08
     9   374  3  -1    8.878960E+00   6.119E+08
    10   374  3  -1    8.877815E+00   7.481E+08
    11   374  3  -1    8.877154E+00   1.707E+09
    12   374  3  -1    8.866782E+00   8.076E+09
    13   374  3  -1    8.866198E+00   1.893E+09
    16   374  3  -1    8.612537E+00   2.540E+09
     5   375  3  -1    9.023641E+00   2.353E+08   1.751E+10   1.025E+14   1.644E+11   3.157E+11   1.066E+12   1.107E+11   7.084E+11
     6   375  3  -1    9.022202E+00   1.244E+09
     9   375  3  -1    8.880540E+00   2.758E+08
    10   375  3  -1    8.879395E+00   2.082E+09
    13   375  3  -1    8.867777E+00   6.719E+08
    14   375  3  -1    8.867176E+00   9.136E+09
    15   375  3  -1    8.663486E+00   6.232E+07
    16   375  3  -1    8.614117E+00   7.332E+08
     3   376  3  -1    1.039204E+01   2.456E+07   2.555E+10   2.334E+14   3.534E+11   1.919E+12   4.552E+12   5.925E+10   6.934E+10
     5   376  3  -1    9.032667E+00   3.816E+07
     6   376  3  -1    9.031229E+00   4.649E+08
     7   376  3  -1    9.029371E+00   7.314E+08
     9   376  3  -1    8.889566E+00   1.836E+10
    13   376  3  -1    8.876804E+00   5.976E+08
    14   376  3  -1    8.876203E+00   1.039E+10
    15   376  3  -1    8.672513E+00   1.689E+08
     1   377  3  -1    1.039815E+01   3.494E+08   3.581E+10   1.232E+14   1.163E+10   1.558E+11   6.068E+11   7.044E+11   5.355E+11
     2   377  3  -1    1.039690E+01   2.810E+07
     3   377  3  -1    1.039435E+01   4.626E+07
     5   377  3  -1    9.034969E+00   2.983E+09
     8   377  3  -1    9.008946E+00   2.484E+08
     9   377  3  -1    8.891868E+00   3.068E+09
    10   377  3  -1    8.890723E+00   2.002E+08
    11   377  3  -1    8.890061E+00   2.315E+10
    12   377  3  -1    8.879689E+00   2.754E+09
    13   377  3  -1    8.879105E+00   8.092E+09
    16   377  3  -1    8.625445E+00   9.245E+08
     3   378  3  -1    1.039533E+01   2.902E+07   1.572E+10   2.516E+14   5.812E+10   1.340E+10   3.400E+12   1.149E+11   8.289E+11
     4   378  3  -1    1.008647E+01   5.948E+07
     5   378  3  -1    9.035950E+00   3.275E+07
     6   378  3  -1    9.034511E+00   3.113E+08
     8   378  3  -1    9.009927E+00   1.040E+08
     9   378  3  -1    8.892849E+00   3.139E+07
    10   378  3  -1    8.891704E+00   1.511E+10
    13   378  3  -1    8.880087E+00   8.326E+08
    14   378  3  -1    8.879485E+00   2.194E+09
    15   378  3  -1    8.675795E+00   6.086E+08
    16   378  3  -1    8.626426E+00   2.035E+09
     2   379  3  -1    1.039878E+01   5.612E+07   2.422E+10   4.261E+13   3.385E+08   4.664E+10   9.410E+09   3.394E+10   8.789E+08
    10   379  3  -1    8.892610E+00   3.173E+09
    12   379  3  -1    8.881577E+00   4.825E+09
    16   379  3  -1    8.627332E+00   2.000E+07
     7   380  3  -1    9.039166E+00   5.962E+07   1.597E+10   2.884E+14   2.403E+10   2.093E+12   2.444E+12   3.115E+11   8.253E+10
     8   380  3  -1    9.016440E+00   3.300E+09
     9   380  3  -1    8.899362E+00   4.155E+09
    13   380  3  -1    8.886599E+00   7.793E+09
    14   380  3  -1    8.885998E+00   1.383E+08
    15   380  3  -1    8.682308E+00   4.853E+09
     1   381  3  -1    1.041129E+01   4.358E+07   2.555E+10   1.506E+14   3.776E+10   1.305E+11   1.095E+12   1.446E+11   6.515E+10
     2   381  3  -1    1.041003E+01   1.581E+07
     3   381  3  -1    1.040748E+01   2.014E+07
     4   381  3  -1    1.009862E+01   2.681E+07
     5   381  3  -1    9.048102E+00   3.243E+08
     8   381  3  -1    9.022079E+00   1.804E+08
     9   381  3  -1    8.905001E+00   6.376E+08
    10   381  3  -1    8.903857E+00   2.579E+09
    12   381  3  -1    8.892823E+00   1.116E+10
    13   381  3  -1    8.892239E+00   7.024E+08
    16   381  3  -1    8.638579E+00   8.639E+09
     7   382  3  -1    9.044989E+00   4.821E+07   2.368E+10   6.715E+14   0.000E+00   1.934E+12   1.090E+13   2.088E+10   1.500E+12
    14   382  3  -1    8.891821E+00   2.899E+10
    15   382  3  -1    8.688130E+00   1.403E+09
     6   383  3  -1    9.047720E+00   8.296E+07   5.186E+10   8.849E+14   0.000E+00   8.648E+12   1.084E+13   1.747E+12   2.230E+12
     7   383  3  -1    9.045862E+00   8.968E+07
    14   383  3  -1    8.892694E+00   7.073E+08
    15   383  3  -1    8.689004E+00   6.577E+10
     2   384  3  -1    1.041782E+01   1.818E+08   3.599E+10   1.015E+14   1.962E+11   7.398E+10   3.855E+11   6.788E+11   1.498E+12
     3   384  3  -1    1.041527E+01   1.164E+08
     5   384  3  -1    9.055895E+00   4.975E+08
     6   384  3  -1    9.054456E+00   2.537E+09
     8   384  3  -1    9.029872E+00   2.522E+09
     9   384  3  -1    8.912794E+00   9.440E+09
    10   384  3  -1    8.911649E+00   2.960E+09
    12   384  3  -1    8.900616E+00   1.418E+09
    13   384  3  -1    8.900032E+00   8.113E+09
    14   384  3  -1    8.899430E+00   6.031E+09
    15   384  3  -1    8.695740E+00   9.143E+06
    16   384  3  -1    8.646371E+00   9.272E+08
     2   385  3  -1    1.042696E+01   2.144E+07   2.542E+10   2.375E+14   5.348E+10   3.496E+11   2.702E+12   2.104E+11   5.756E+11
     3   385  3  -1    1.042441E+01   9.312E+07
     5   385  3  -1    9.065034E+00   4.573E+07
     6   385  3  -1    9.063596E+00   2.544E+08
     8   385  3  -1    9.039012E+00   3.418E+08
     9   385  3  -1    8.921934E+00   3.180E+09
    10   385  3  -1    8.920789E+00   1.583E+08
    13   385  3  -1    8.909171E+00   1.287E+10
    14   385  3  -1    8.908570E+00   2.751E+09
    15   385  3  -1    8.704880E+00   1.263E+07
    16   385  3  -1    8.655511E+00   7.596E+09
     2   386  3  -1    1.043612E+01   1.370E+07   4.109E+10   2.334E+14   1.744E+10   2.929E+11   9.304E+11   7.066E+11   3.278E+11
     4   386  3  -1    1.012471E+01   2.491E+07
     5   386  3  -1    9.074194E+00   7.627E+08
     8   386  3  -1    9.048172E+00   1.710E+08
     9   386  3  -1    8.931094E+00   6.412E+08
    10   386  3  -1    8.929949E+00   4.401E+08
    11   386  3  -1    8.929287E+00   7.103E+08
    12   386  3  -1    8.918915E+00   3.478E+09
    13   386  3  -1    8.918331E+00   1.780E+08
    16   386  3  -1    8.664671E+00   3.397E+10
     5   387  3  -1    9.075296E+00   2.416E+07   2.048E+10   3.985E+14   5.485E+10   3.945E+12   2.813E+12   4.878E+10   3.718E+11
     7   387  3  -1    9.072000E+00   3.824E+08
     8   387  3  -1    9.049273E+00   4.488E+08
     9   387  3  -1    8.932195E+00   5.154E+08
    13   387  3  -1    8.919432E+00   1.642E+10
    14   387  3  -1    8.918831E+00   2.785E+08
    15   387  3  -1    8.715141E+00   7.275E+09
     6   388  3  -1    9.076347E+00   1.277E+08   1.727E+10   4.697E+14   4.862E+10   4.515E+12   4.082E+12   5.916E+10   1.814E+11
     8   388  3  -1    9.051763E+00   2.868E+08
     9   388  3  -1    8.934685E+00   5.074E+08
    10   388  3  -1    8.933540E+00   4.955E+08
    12   388  3  -1    8.922507E+00   2.626E+10
    13   388  3  -1    8.921922E+00   3.594E+07
    14   388  3  -1    8.921321E+00   7.440E+07
    15   388  3  -1    8.717631E+00   6.209E+07
    16   388  3  -1    8.668262E+00   1.061E+07
     7   389  3  -1    9.074744E+00   1.640E+08   1.342E+08   1.730E+15   0.000E+00   0.000E+00   7.298E+11   0.000E+00   2.139E+09
     2   390  3  -1    1.045091E+01   1.069E+07   3.878E+10   1.340E+15   7.105E+11   4.388E+10   7.948E+12   1.033E+11   9.033E+10
     4   390  3  -1    1.013950E+01   4.450E+07
     5   390  3  -1    9.088988E+00   9.047E+08
     8   390  3  -1    9.062965E+00   1.000E+09
     9   390  3  -1    8.945887E+00   5.889E+07
    10   390  3  -1    8.944743E+00   1.882E+09
    11   390  3  -1    8.944081E+00   6.060E+09
    12   390  3  -1    8.933709E+00   2.431E+10
    13   390  3  -1    8.933125E+00   3.086E+09
    16   390  3  -1    8.679465E+00   2.088E+09
     6   391  3  -1    9.092258E+00   3.714E+07   3.415E+09   1.841E+15   0.000E+00   6.924E+10   1.598E+12   2.463E+11   1.836E+11
     7   391  3  -1    9.090401E+00   4.526E+07
    14   391  3  -1    8.937232E+00   1.664E+08
    15   391  3  -1    8.733542E+00   4.128E+09
     2   392  3  -1    1.045890E+01   6.850E+07   3.550E+10   1.836E+15   6.427E+11   2.750E+12   6.694E+12   3.003E+10   2.518E+11
     6   392  3  -1    9.095535E+00   1.354E+08
     9   392  3  -1    8.953873E+00   3.920E+08
    10   392  3  -1    8.952728E+00   1.043E+10
    12   392  3  -1    8.941694E+00   6.091E+09
    13   392  3  -1    8.941110E+00   1.780E+10
    14   392  3  -1    8.940509E+00   4.546E+09
    15   392  3  -1    8.736819E+00   2.962E+08
    16   392  3  -1    8.687450E+00   6.278E+08
     1   393  3  -1    1.046110E+01   1.055E+08   2.813E+10   4.204E+14   6.755E+10   4.298E+10   1.791E+12   9.221E+10   7.800E+10
     4   393  3  -1    1.014843E+01   1.396E+08
     5   393  3  -1    9.097913E+00   1.415E+08
     8   393  3  -1    9.071891E+00   2.039E+09
     9   393  3  -1    8.954813E+00   2.010E+08
    11   393  3  -1    8.953006E+00   5.831E+09
    12   393  3  -1    8.942634E+00   9.193E+08
    13   393  3  -1    8.942050E+00   1.897E+09
    16   393  3  -1    8.688390E+00   1.795E+10
     3   394  3  -1    1.046103E+01   1.838E+07   1.409E+10   1.450E+15   7.231E+10   7.674E+11   1.518E+12   8.446E+10   1.789E+11
     5   394  3  -1    9.101648E+00   3.441E+07
     7   394  3  -1    9.098352E+00   2.380E+07
     8   394  3  -1    9.075626E+00   9.108E+08
     9   394  3  -1    8.958548E+00   1.053E+09
    14   394  3  -1    8.945184E+00   4.355E+09
    15   394  3  -1    8.741494E+00   8.261E+09
     3   395  3  -1    1.046341E+01   3.325E+07   1.790E+10   1.995E+15   2.752E+11   2.835E+12   1.485E+12   3.739E+10   1.379E+11
     6   395  3  -1    9.102590E+00   8.170E+07
     7   395  3  -1    9.100733E+00   3.058E+07
     8   395  3  -1    9.078006E+00   6.150E+07
     9   395  3  -1    8.960928E+00   4.322E+09
    13   395  3  -1    8.948166E+00   2.026E+09
    14   395  3  -1    8.947564E+00   1.141E+10
    15   395  3  -1    8.743874E+00   1.763E+09
     3   398  3  -1    1.047639E+01   1.361E+07   4.770E+10   1.280E+15   2.749E+11   1.601E+12   3.849E+12   1.861E+11   4.386E+11
     5   398  3  -1    9.117017E+00   6.659E+07
     7   398  3  -1    9.113720E+00   1.642E+08
     8   398  3  -1    9.090994E+00   9.475E+08
     9   398  3  -1    8.973916E+00   4.821E+09
    13   398  3  -1    8.961153E+00   2.748E+09
    14   398  3  -1    8.960552E+00   9.070E+09
    15   398  3  -1    8.756862E+00   3.228E+10
     2   399  3  -1    1.047963E+01   1.526E+07   2.230E+10   9.924E+13   1.324E+10   6.087E+10   5.637E+10   1.684E+12   3.635E+12
     3   399  3  -1    1.047708E+01   5.774E+07
     5   399  3  -1    9.117699E+00   4.786E+07
     6   399  3  -1    9.116260E+00   2.964E+08
     8   399  3  -1    9.091676E+00   2.368E+08
     9   399  3  -1    8.974598E+00   1.355E+10
    10   399  3  -1    8.973454E+00   7.353E+09
    12   399  3  -1    8.962420E+00   6.838E+07
    13   399  3  -1    8.961836E+00   4.693E+08
    14   399  3  -1    8.961234E+00   2.094E+09
    16   399  3  -1    8.708175E+00   2.202E+08
     2   400  3  -1    1.048213E+01   3.877E+07   3.060E+10   1.403E+14   2.155E+09   6.446E+10   9.544E+08   2.226E+12   3.005E+12
    10   400  3  -1    8.975959E+00   8.569E+09
    12   400  3  -1    8.964925E+00   1.520E+09
    16   400  3  -1    8.710681E+00   7.271E+07
     1   401  3  -1    1.048478E+01   7.247E+07   2.844E+10   1.314E+14   4.217E+09   5.906E+10   5.772E+09   2.256E+12   2.562E+12
     2   401  3  -1    1.048352E+01   2.550E+07
     3   401  3  -1    1.048097E+01   2.833E+07
     5   401  3  -1    9.121593E+00   8.948E+07
     9   401  3  -1    8.978492E+00   5.157E+09
    10   401  3  -1    8.977348E+00   5.822E+09
    11   401  3  -1    8.976686E+00   2.249E+10
    12   401  3  -1    8.966314E+00   1.309E+09
    13   401  3  -1    8.965730E+00   1.989E+09
    16   401  3  -1    8.712070E+00   1.656E+09
     7   402  3  -1    9.127172E+00   5.102E+08   4.175E+08   1.375E+15   0.000E+00   0.000E+00   1.009E+11   0.000E+00   2.696E+10
     6   403  3  -1    9.131593E+00   2.306E+08   1.678E+09   1.801E+15   0.000E+00   5.942E+10   4.058E+11   2.177E+08   3.423E+10
     7   403  3  -1    9.129736E+00   1.115E+07
    14   403  3  -1    8.976567E+00   2.925E+07
    15   403  3  -1    8.772877E+00   1.883E+09
     4   404  3  -1    1.020063E+01   5.708E+07   3.894E+10   1.183E+15   1.163E+10   2.639E+12   3.801E+12   1.777E+10   3.094E+10
     5   404  3  -1    9.150119E+00   3.897E+08
     6   404  3  -1    9.148681E+00   2.328E+07
     8   404  3  -1    9.124096E+00   3.526E+08
     9   404  3  -1    9.007018E+00   2.008E+07
    10   404  3  -1    9.005874E+00   1.633E+08
    13   404  3  -1    8.994256E+00   1.931E+08
    14   404  3  -1    8.993654E+00   8.730E+07
    15   404  3  -1    8.789964E+00   8.322E+09
    16   404  3  -1    8.740596E+00   4.341E+10
     7   405  3  -1    9.153118E+00   5.424E+08   2.873E+09   1.217E+15   0.000E+00   4.559E+10   7.462E+11   1.722E+11   4.187E+11
    14   405  3  -1    8.999950E+00   3.899E+08
    15   405  3  -1    8.796260E+00   2.607E+09
     5   406  3  -1    9.163165E+00   3.629E+07   4.080E+09   1.520E+15   6.474E+10   5.398E+11   4.823E+11   3.443E+10   1.027E+11
     6   406  3  -1    9.161727E+00   5.499E+08
     9   406  3  -1    9.020065E+00   1.261E+09
    13   406  3  -1    9.007302E+00   1.310E+08
    14   406  3  -1    9.006701E+00   2.475E+09
    15   406  3  -1    8.803011E+00   3.220E+07
     6   407  3  -1    9.166784E+00   1.005E+09   1.085E+09   1.834E+15   0.000E+00   3.309E+09   2.208E+11   1.031E+10   5.053E+11
    14   407  3  -1    9.011758E+00   3.846E+08
     5   408  3  -1    9.170674E+00   1.154E+09   2.881E+09   1.476E+15   2.070E+10   1.532E+11   4.479E+11   7.207E+10   2.719E+11
     8   408  3  -1    9.144651E+00   1.247E+08
     9   408  3  -1    9.027573E+00   3.380E+08
    13   408  3  -1    9.014810E+00   6.124E+07
    14   408  3  -1    9.014209E+00   1.010E+09
    15   408  3  -1    8.810519E+00   6.647E+08
     7   409  3  -1    9.167936E+00   7.354E+08   6.017E+08   1.144E+15   0.000E+00   0.000E+00   7.541E+10   0.000E+00   4.822E+10
     4   410  3  -1    1.023408E+01   7.907E+07   8.977E+10   1.299E+15   4.736E+10   3.928E+12   1.308E+13   2.449E+11   4.043E+11
     5   410  3  -1    9.183559E+00   1.979E+08
     8   410  3  -1    9.157537E+00   8.479E+08
     9   410  3  -1    9.040459E+00   5.956E+07
    10   410  3  -1    9.039314E+00   5.657E+08
    12   410  3  -1    9.028280E+00   2.554E+08
    13   410  3  -1    9.027696E+00   1.248E+09
    14   410  3  -1    9.027095E+00   8.732E+07
    15   410  3  -1    8.823405E+00   1.558E+10
    16   410  3  -1    8.774036E+00   1.082E+11
     6   411  3  -1    9.199371E+00   1.148E+07   2.714E+10   2.074E+15   0.000E+00   2.318E+12   5.046E+12   6.590E+10   9.435E+11
    14   411  3  -1    9.044345E+00   8.424E+07
    15   411  3  -1    8.840655E+00   3.479E+10
     5   412  3  -1    9.214221E+00   2.129E+07   9.981E+10   2.251E+15   7.939E+09   1.864E+12   2.315E+12   8.088E+10   9.450E+11
     9   412  3  -1    9.071120E+00   1.922E+08
    13   412  3  -1    9.058358E+00   8.896E+07
    14   412  3  -1    9.057757E+00   2.210E+08
    15   412  3  -1    8.854067E+00   9.937E+10
     5   413  3  -1    9.230248E+00   3.981E+07   1.030E+11   2.393E+14   4.925E+09   9.094E+09   4.825E+10   9.354E+11   1.127E+12
     8   413  3  -1    9.204225E+00   2.559E+08
    10   413  3  -1    9.086002E+00   2.131E+08
    11   413  3  -1    9.085341E+00   3.972E+08
    12   413  3  -1    9.074969E+00   6.683E+07
    13   413  3  -1    9.074385E+00   2.292E+07
    16   413  3  -1    8.820724E+00   1.021E+11
     6   414  3  -1    9.249540E+00   1.396E+08   4.964E+09   3.894E+14   7.782E+10   8.523E+10   4.995E+11   7.984E+10   1.866E+11
     7   414  3  -1    9.247682E+00   1.140E+09
     9   414  3  -1    9.107877E+00   2.268E+09
    13   414  3  -1    9.095115E+00   7.221E+08
    14   414  3  -1    9.094514E+00   1.516E+08
    15   414  3  -1    8.890824E+00   1.060E+09
     4   415  3  -1    1.031045E+01   1.478E+07   8.980E+09   3.875E+14   1.253E+11   3.248E+11   4.542E+11   6.722E+11   3.410E+11
     5   415  3  -1    9.259939E+00   1.708E+08
     6   415  3  -1    9.258501E+00   9.626E+08
     9   415  3  -1    9.116838E+00   4.284E+08
    10   415  3  -1    9.115694E+00   2.352E+09
    12   415  3  -1    9.104660E+00   8.498E+08
    13   415  3  -1    9.104076E+00   2.644E+07
    15   415  3  -1    8.899784E+00   2.777E+09
    16   415  3  -1    8.850416E+00   1.967E+09
     6   416  3  -1    9.265618E+00   1.627E+07   2.801E+09   7.692E+14   0.000E+00   1.469E+08   2.888E+11   2.176E+11   6.750E+11
     7   416  3  -1    9.263760E+00   1.426E+07
    14   416  3  -1    9.110592E+00   3.105E+09
    15   416  3  -1    8.906902E+00   4.623E+08
     5   417  3  -1    9.267176E+00   1.127E+07   1.480E+09   6.757E+14   8.981E+07   9.820E+10   3.364E+11   3.123E+11   2.250E+11
     8   417  3  -1    9.241153E+00   1.348E+08
     9   417  3  -1    9.124075E+00   3.204E+07
    13   417  3  -1    9.111313E+00   1.192E+09
    14   417  3  -1    9.110711E+00   1.455E+08
    15   417  3  -1    8.907021E+00   3.479E+08
     5   418  3  -1    9.274309E+00   1.053E+09   1.214E+10   3.046E+14   1.036E+11   2.387E+10   6.540E+11   1.668E+11   4.109E+11
     8   418  3  -1    9.248287E+00   1.703E+07
     9   418  3  -1    9.131209E+00   4.625E+07
    10   418  3  -1    9.130064E+00   9.091E+08
    11   418  3  -1    9.129402E+00   4.156E+09
    12   418  3  -1    9.119030E+00   7.495E+07
    13   418  3  -1    9.118446E+00   9.827E+06
    16   418  3  -1    8.864786E+00   7.895E+09
     4   419  3  -1    1.033972E+01   4.206E+07   1.711E+10   5.606E+14   1.453E+11   7.250E+10   8.474E+11   5.040E+12   6.575E+11
     5   419  3  -1    9.289201E+00   4.286E+07
     6   419  3  -1    9.287763E+00   1.915E+08
     9   419  3  -1    9.146100E+00   1.259E+08
    10   419  3  -1    9.144956E+00   5.699E+08
    12   419  3  -1    9.133922E+00   7.060E+08
    13   419  3  -1    9.133338E+00   1.543E+08
    14   419  3  -1    9.132737E+00   1.191E+07
    15   419  3  -1    8.929046E+00   8.580E+09
    16   419  3  -1    8.879678E+00   6.173E+09
     6   420  3  -1    9.297811E+00   1.480E+07   5.869E+09   5.973E+14   1.509E+10   5.148E+11   3.384E+11   1.574E+12   1.435E+12
     7   420  3  -1    9.295953E+00   1.241E+08
     8   420  3  -1    9.273227E+00   4.437E+07
     9   420  3  -1    9.156149E+00   1.863E+08
    13   420  3  -1    9.143386E+00   6.735E+08
    15   420  3  -1    8.939095E+00   5.047E+09
     4   421  3  -1    1.036037E+01   3.027E+08   9.582E+10   3.395E+14   6.262E+11   8.774E+11   1.512E+12   3.399E+12   1.313E+13
     8   421  3  -1    9.283830E+00   7.280E+06
     9   421  3  -1    9.166752E+00   2.857E+07
    12   421  3  -1    9.154574E+00   4.661E+08
    13   421  3  -1    9.153989E+00   1.339E+07
    14   421  3  -1    9.153388E+00   1.052E+07
    15   421  3  -1    8.949698E+00   5.983E+10
    16   421  3  -1    8.900329E+00   1.920E+10
     8   422  3  -1    9.303631E+00   8.750E+06   1.102E+10   1.490E+15   1.984E+10   3.902E+10   1.347E+11   1.699E+11   2.425E+11
     9   422  3  -1    9.186553E+00   3.100E+09
    10   422  3  -1    9.185408E+00   4.160E+09
    11   422  3  -1    9.184747E+00   4.562E+09
    16   422  3  -1    8.920130E+00   1.464E+08
     4   423  3  -1    1.038017E+01   1.134E+08   1.352E+11   8.930E+13   2.760E+11   3.567E+11   9.209E+11   3.241E+12   5.383E+12
    12   423  3  -1    9.174375E+00   6.170E+07
    16   423  3  -1    8.920131E+00   4.490E+10
     6   424  3  -1    9.338379E+00   8.986E+06   4.305E+09   1.873E+15   2.264E+08   1.873E+10   4.145E+10   1.371E+11   3.213E+11
     7   424  3  -1    9.336521E+00   6.705E+07
     9   424  3  -1    9.196717E+00   1.700E+09
    13   424  3  -1    9.183954E+00   3.895E+08
    14   424  3  -1    9.183353E+00   2.295E+09
    15   424  3  -1    8.979663E+00   4.171E+08
     6   425  3  -1    9.344718E+00   2.164E+07   4.871E+09   1.189E+15   1.806E+09   1.254E+11   3.224E+11   8.043E+11   1.612E+11
     8   425  3  -1    9.320134E+00   2.513E+07
     9   425  3  -1    9.203056E+00   2.156E+08
    10   425  3  -1    9.201911E+00   9.456E+08
    12   425  3  -1    9.190877E+00   3.653E+08
    13   425  3  -1    9.190293E+00   1.107E+09
    14   425  3  -1    9.189692E+00   2.255E+08
    15   425  3  -1    8.986002E+00   5.756E+08
    16   425  3  -1    8.936633E+00   2.626E+09
     5   426  3  -1    9.365059E+00   3.417E+07   3.480E+09   1.184E+15   2.532E+08   1.946E+09   1.823E+10   3.032E+10   2.181E+11
     8   426  3  -1    9.339037E+00   8.362E+07
     9   426  3  -1    9.221959E+00   3.007E+07
    10   426  3  -1    9.220814E+00   6.554E+07
    11   426  3  -1    9.220152E+00   2.840E+09
    12   426  3  -1    9.209780E+00   7.358E+08
    13   426  3  -1    9.209196E+00   3.907E+08
    16   426  3  -1    8.955536E+00   8.316E+08
     6   427  3  -1    9.371223E+00   2.279E+07   4.443E+09   1.366E+15   2.981E+09   1.407E+11   3.674E+11   7.312E+10   1.813E+10
     8   427  3  -1    9.346638E+00   2.269E+07
     9   427  3  -1    9.229560E+00   2.195E+08
    10   427  3  -1    9.228416E+00   1.160E+09
    12   427  3  -1    9.217382E+00   8.430E+07
    13   427  3  -1    9.216798E+00   2.193E+07
    14   427  3  -1    9.216196E+00   1.006E+09
    15   427  3  -1    9.012506E+00   1.388E+08
    16   427  3  -1    8.963138E+00   2.987E+09
     4   428  3  -1    1.042821E+01   5.062E+06   9.552E+09   2.378E+15   2.271E+10   1.031E+10   1.416E+11   1.667E+12   5.699E+12
    10   428  3  -1    9.233451E+00   7.394E+07
    12   428  3  -1    9.222417E+00   8.367E+08
    16   428  3  -1    8.968173E+00   2.268E+09
     5   429  3  -1    9.380450E+00   4.719E+06   2.291E+09   1.492E+15   9.695E+09   1.582E+09   6.188E+10   6.066E+11   7.827E+11
     8   429  3  -1    9.354428E+00   4.531E+07
     9   429  3  -1    9.237350E+00   9.382E+07
    10   429  3  -1    9.236205E+00   2.182E+08
    11   429  3  -1    9.235543E+00   3.963E+07
    12   429  3  -1    9.225171E+00   1.746E+09
    13   429  3  -1    9.224587E+00   2.718E+07
    16   429  3  -1    8.970927E+00   2.420E+07
     8   430  3  -1    9.357578E+00   4.773E+07   4.183E+09   1.451E+15   2.887E+09   3.058E+09   3.123E+10   1.600E+12   2.094E+12
     9   430  3  -1    9.240500E+00   5.769E+08
    10   430  3  -1    9.239355E+00   3.638E+08
    12   430  3  -1    9.228321E+00   6.343E+07
    13   430  3  -1    9.227737E+00   1.103E+09
    16   430  3  -1    8.974077E+00   8.600E+08
     4   431  3  -1    1.043463E+01   3.468E+07   1.029E+10   1.335E+15   1.149E+10   6.419E+10   7.556E+10   4.522E+12   2.079E+12
     8   431  3  -1    9.358095E+00   3.336E+07
     9   431  3  -1    9.241016E+00   3.019E+08
    12   431  3  -1    9.228838E+00   2.406E+08
    13   431  3  -1    9.228254E+00   8.746E+08
    14   431  3  -1    9.227653E+00   1.895E+08
    15   431  3  -1    9.023963E+00   5.833E+09
    16   431  3  -1    8.974594E+00   7.898E+08
    10   432  3  -1    9.295461E+00   1.695E+07   2.395E+08   1.717E+15   3.745E+07   9.181E+09   7.428E+10   1.180E+14   2.478E+13
    15   432  3  -1    9.079552E+00   5.331E+06
    16   432  3  -1    9.030183E+00   3.406E+08
     9   433  3  -1    9.296978E+00   2.050E+07   9.481E+07   1.759E+15   1.996E+07   3.738E+09   2.015E+10   7.294E+13   7.190E+13
    13   433  3  -1    9.284215E+00   3.041E+07
    14   433  3  -1    9.283614E+00   7.495E+06
    15   433  3  -1    9.079924E+00   3.541E+07
     6   434  3  -1    9.438994E+00   1.320E+07   1.367E+08   1.892E+15   0.000E+00   3.687E+07   5.719E+10   1.645E+13   1.310E+14
     7   434  3  -1    9.437136E+00   1.678E+07
    14   434  3  -1    9.283967E+00   7.940E+07
    15   434  3  -1    9.080277E+00   6.156E+07
    14   435  3  -1    9.355276E+00   2.073E+07   7.014E+08   1.805E+15   0.000E+00   7.538E+11   1.191E+12   5.730E+13   8.940E+13
    15   435  3  -1    9.151586E+00   8.717E+08
     8   436  3  -1    9.498686E+00   7.487E+06   8.493E+09   2.800E+15   5.398E+11   2.094E+12   3.496E+12   5.428E+13   7.524E+13
     9   436  3  -1    9.381608E+00   9.049E+06
    12   436  3  -1    9.369429E+00   2.640E+07
