SEQ='NA'     NUCCHG=21                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 157380628.1  NPRNT=   1
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          1S2 2S2 2P6         (1)0( 0.0)        0.0 

   IC RESOLVED LEVEL INDEXING           BWNR= 159388062.3 NLVL=   198
   --------------------------
   INDX  IRSL   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
   158   186    1S2 2S1 2P6 3S1 3P1 (2)1( 1.5)  4224536.6*
   159   187    1S2 2S2 2P5 3D2     (2)1( 0.5)  4235541.9*
   160   188    1S2 2S1 2P6 3P2     (4)1( 0.5)  4334612.4*
   161   189    1S2 2S1 2P6 3P2     (2)2( 2.5)  4335628.0*
   162   190    1S2 2S1 2P6 3P2     (2)2( 1.5)  4336100.3*
   163   191    1S2 2S1 2P6 3P2     (4)1( 1.5)  4338349.1*
   164   192    1S2 2S1 2P6 3P2     (4)1( 2.5)  4343635.8*
   165   193    1S2 2S1 2P6 3P2     (2)1( 0.5)  4356382.0*
   166   194    1S2 2S1 2P6 3P2     (2)1( 1.5)  4362188.6*
   167   199    1S2 2S1 2P6 3P2     (2)0( 0.5)  4414339.7*
   168   200    1S2 2S1 2P6 3S1 3D1 (2)2( 1.5)  4463374.2*
   169   201    1S2 2S1 2P6 3S1 3D1 (2)2( 2.5)  4464032.4*
   170   202    1S2 2S1 2P6 3S1 3D1 (2)2( 1.5)  4502288.2*
   171   203    1S2 2S1 2P6 3S1 3D1 (2)2( 2.5)  4502738.6*
   172   204    1S2 2S1 2P6 3P1 3D1 (4)3( 1.5)  4571931.3*
   173   205    1S2 2S1 2P6 3P1 3D1 (4)3( 2.5)  4573721.6*
   174   206    1S2 2S1 2P6 3P1 3D1 (4)3( 3.5)  4576381.3*
   175   208    1S2 2S1 2P6 3P1 3D1 (2)2( 2.5)  4590671.4*
   176   209    1S2 2S1 2P6 3P1 3D1 (2)2( 1.5)  4591474.4*
   177   210    1S2 2S1 2P6 3P1 3D1 (2)3( 2.5)  4600488.8*
   178   211    1S2 2S1 2P6 3P1 3D1 (2)3( 3.5)  4605004.8*
   179   212    1S2 2S1 2P6 3P1 3D1 (4)1( 2.5)  4616164.5*
   180   213    1S2 2S1 2P6 3P1 3D1 (4)1( 1.5)  4616577.6*
   181   214    1S2 2S1 2P6 3P1 3D1 (4)2( 0.5)  4617245.9*
   182   215    1S2 2S1 2P6 3P1 3D1 (4)1( 0.5)  4620151.9*
   183   216    1S2 2S1 2P6 3P1 3D1 (4)2( 1.5)  4620836.7*
   184   217    1S2 2S1 2P6 3P1 3D1 (4)2( 2.5)  4621448.5*
   185   218    1S2 2S1 2P6 3P1 3D1 (4)2( 3.5)  4621728.2*
   186   219    1S2 2S1 2P6 3P1 3D1 (2)1( 1.5)  4642564.4*
   187   220    1S2 2S1 2P6 3P1 3D1 (2)1( 0.5)  4645362.0*
   188   221    1S2 2S1 2P6 3P1 3D1 (2)2( 1.5)  4647527.9*
   189   222    1S2 2S1 2P6 3P1 3D1 (2)2( 2.5)  4648307.0*
   190   223    1S2 2S1 2P6 3P1 3D1 (2)3( 2.5)  4691195.6*
   191   224    1S2 2S1 2P6 3P1 3D1 (2)3( 3.5)  4691424.7*
   192   225    1S2 2S1 2P6 3P1 3D1 (2)1( 1.5)  4702086.1*
   193   226    1S2 2S1 2P6 3P1 3D1 (2)1( 0.5)  4702477.4*
   194   236    1S2 2S1 2P6 3D2     (2)2( 1.5)  4903160.5*
   195   237    1S2 2S1 2P6 3D2     (2)2( 2.5)  4903288.4*
   196   240    1S2 2S1 2P6 3D2     (2)1( 0.5)  4923600.4*
   197   241    1S2 2S1 2P6 3D2     (2)1( 1.5)  4924288.5*
   198   242    1S2 2S1 2P6 3D2     (2)0( 0.5)  4971109.1*
  
SC11     /IC/

  IRSL  IRSL  N   L      DEL(RYD)       B(SEC)      R(SEC)      A(SEC):       1
     1     6  3  -1    2.892273E+01   3.193E+11   1.603E+11   1.653E+12   1.653E+12
     4     6  3  -1    2.470186E+01   6.314E+07
     5     6  3  -1    2.468995E+01   4.115E+08
     1     7  3  -1    2.930465E+01   1.716E+11   1.723E+11   1.628E+12   1.628E+12
     4     7  3  -1    2.508378E+01   3.452E+08
     2     8  3  -1    2.838683E+01   1.196E+09   2.848E+09   1.855E+07   1.855E+07
     3     8  3  -1    2.831953E+01   2.250E+09
     3    10  3  -1    2.850705E+01   2.518E+10   1.680E+10   5.541E+09   5.541E+09
     2    11  3  -1    2.862018E+01   1.287E+11   6.509E+10   2.256E+10   2.256E+10
     3    11  3  -1    2.855288E+01   7.654E+08
     2    12  3  -1    2.868912E+01   6.891E+10   7.593E+10   3.489E+08   3.489E+08
     3    12  3  -1    2.862182E+01   3.497E+09
     3    13  3  -1    2.865698E+01   8.834E+10   5.890E+10   2.997E+10   2.997E+10
     2    14  3  -1    2.875182E+01   1.022E+11   1.455E+11   5.760E+10   5.760E+10
     3    14  3  -1    2.868453E+01   9.441E+10
     2    15  3  -1    2.883891E+01   6.613E+09   9.855E+10   3.964E+10   3.964E+10
     3    15  3  -1    2.877161E+01   4.562E+10
     2    16  3  -1    2.897358E+01   4.043E+10   1.063E+11   9.354E+10   9.354E+10
     3    16  3  -1    2.890628E+01   3.284E+10
     2    17  3  -1    2.900575E+01   1.707E+11   8.724E+10   3.899E+10   3.899E+10
     3    17  3  -1    2.893845E+01   1.872E+09
     2    18  3  -1    2.907174E+01   1.317E+11   1.574E+11   6.640E+12   6.640E+12
     3    18  3  -1    2.900444E+01   1.159E+10
     2    19  3  -1    2.907487E+01   6.603E+10   1.272E+11   4.456E+08   4.456E+08
     3    19  3  -1    2.900757E+01   9.405E+10
