SEQ='MG'     NUCCHG=16                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  86007310.2  NPRNT=   5
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2S2 2P6 3S1         (2)0( 0.5)        0.0 
     2          2S2 2P6 3P1         (2)1( 0.5)   104740.3 
     3          2S2 2P6 3P1         (2)1( 1.5)   105995.1 
     4          2S2 2P6 3D1         (2)2( 1.5)   247928.3 
     5          2S2 2P6 3D1         (2)2( 2.5)   248073.7 

   IC RESOLVED LEVEL INDEXING           BWNR=  86586122.6 NLVL=  1096
   --------------------------
   INDX  IRSL   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
   959   513    2S1 2P6 3P2 3D1     (3)3( 2.0)  2307766.7*
   960   514    2S1 2P6 3P2 3D1     (3)3( 3.0)  2307919.1*
   961   515    2S1 2P6 3P2 3D1     (3)3( 4.0)  2308092.6*
   962   516    2S1 2P6 3P2 3D1     (1)2( 2.0)  2308393.7*
   963   520    2S1 2P6 3P2 3D1     (1)3( 3.0)  2315380.7*
   964   521    2S1 2P6 3S1 3D2     (3)3( 2.0)  2324556.0*
   965   522    2S1 2P6 3S1 3D2     (3)3( 3.0)  2324643.3*
   966   523    2S1 2P6 3S1 3D2     (3)3( 4.0)  2324760.8*
   967   524    2S1 2P6 3P2 3D1     (3)2( 3.0)  2335202.8*
   968   525    2S1 2P6 3P2 3D1     (3)2( 2.0)  2335333.9*
   969   526    2S1 2P6 3P2 3D1     (3)2( 1.0)  2335418.9*
   970   527    2S1 2P6 3S1 3D2     (3)1( 0.0)  2338453.4*
   971   528    2S1 2P6 3S1 3D2     (3)1( 1.0)  2338486.1*
   972   529    2S1 2P6 3S1 3D2     (3)1( 2.0)  2338551.3*
   973   530    2S1 2P6 3S1 3D2     (3)4( 3.0)  2342112.5*
   974   531    2S1 2P6 3S1 3D2     (3)4( 4.0)  2342119.6*
   975   532    2S1 2P6 3S1 3D2     (3)4( 5.0)  2342128.6*
   976   533    2S1 2P6 3P2 3D1     (1)2( 2.0)  2343294.8*
   977   534    2S1 2P6 3S1 3D2     (3)2( 3.0)  2345059.2*
   978   535    2S1 2P6 3S1 3D2     (3)2( 2.0)  2345160.5*
   979   536    2S1 2P6 3S1 3D2     (3)2( 1.0)  2345199.8*
   980   537    2S1 2P6 3S1 3D2     (1)4( 4.0)  2364363.7*
   981   538    2S1 2P6 3S1 3D2     (1)2( 2.0)  2364868.1*
   982   539    2S1 2P6 3S1 3D2     (3)3( 2.0)  2376737.4*
   983   540    2S1 2P6 3S1 3D2     (3)3( 3.0)  2376774.7*
   984   541    2S1 2P6 3S1 3D2     (3)3( 4.0)  2376825.9*
   985   542    2S1 2P6 3S1 3D2     (3)0( 1.0)  2378056.2*
   986  1079    2S1 2P6 3P1 3D2     (5)4( 3.0)  2378815.3*
   987  1080    2S1 2P6 3P1 3D2     (5)4( 4.0)  2379085.1*
   988   543    2S1 2P6 3S1 3D2     (1)3( 3.0)  2379324.7*
   989  1081    2S1 2P6 3P1 3D2     (5)4( 5.0)  2379425.2*
   990   544    2S1 2P6 3S1 3D2     (3)1( 0.0)  2390927.8*
   991   545    2S1 2P6 3S1 3D2     (3)1( 1.0)  2390982.6*
   992   546    2S1 2P6 3S1 3D2     (3)1( 2.0)  2391094.6*
   993  1083    2S1 2P6 3P1 3D2     (3)4( 3.0)  2392550.3*
   994  1084    2S1 2P6 3P1 3D2     (3)4( 4.0)  2393016.9*
   995  1085    2S1 2P6 3P1 3D2     (3)4( 5.0)  2393602.6*
   996   547    2S1 2P6 3S1 3D2     (1)1( 1.0)  2394116.1*
   997  1086    2S1 2P6 3P1 3D2     (3)3( 2.0)  2397445.1*
   998  1087    2S1 2P6 3P1 3D2     (3)3( 3.0)  2397658.6*
   999  1088    2S1 2P6 3P1 3D2     (3)3( 4.0)  2398036.3*
  1000  1089    2S1 2P6 3P1 3D2     (3)2( 1.0)  2399421.3*
  1001  1090    2S1 2P6 3P1 3D2     (3)2( 2.0)  2399481.9*
  1002  1091    2S1 2P6 3P1 3D2     (3)2( 3.0)  2399577.1*
  1003   548    2S1 2P6 3S1 3D2     (1)0( 0.0)  2400078.8*
  1004  1093    2S1 2P6 3P1 3D2     (5)2( 1.0)  2401339.0*
  1005  1094    2S1 2P6 3P1 3D2     (5)2( 2.0)  2401541.4*
  1006  1095    2S1 2P6 3P1 3D2     (5)2( 3.0)  2401802.2*
  1007  1096    2S1 2P6 3P1 3D2     (5)2( 4.0)  2402091.1*
  1008  1097    2S1 2P6 3P1 3D2     (1)3( 3.0)  2404841.5*
  1009  1098    2S1 2P6 3P1 3D2     (1)2( 2.0)  2406338.8*
  1010  1099    2S1 2P6 3P1 3D2     (3)0( 1.0)  2406453.2*
  1011  1100    2S1 2P6 3P1 3D2     (5)3( 1.0)  2408019.8*
  1012  1101    2S1 2P6 3P1 3D2     (5)3( 2.0)  2408086.8*
  1013  1105    2S1 2P6 3P1 3D2     (5)1( 1.0)  2409578.5*
  1014  1108    2S1 2P6 3P1 3D2     (1)0( 0.0)  2412844.3*
  1015  1109    2S1 2P6 3P1 3D2     (3)4( 3.0)  2413511.2*
  1016  1110    2S1 2P6 3P1 3D2     (3)4( 4.0)  2413541.7*
  1017  1111    2S1 2P6 3P1 3D2     (3)4( 5.0)  2413597.8*
  1018  1112    2S1 2P6 3P1 3D2     (3)2( 1.0)  2415204.0*
  1019  1113    2S1 2P6 3P1 3D2     (3)2( 2.0)  2415504.6*
  1020  1114    2S1 2P6 3P1 3D2     (3)2( 3.0)  2415930.0*
  1021  1115    2S1 2P6 3P1 3D2     (1)4( 4.0)  2420632.1*
  1022  1116    2S1 2P6 3P1 3D2     (3)5( 4.0)  2421615.0*
  1023  1117    2S1 2P6 3P1 3D2     (3)5( 5.0)  2421843.2*
  1024  1118    2S1 2P6 3P1 3D2     (3)3( 2.0)  2422063.4*
  1025  1119    2S1 2P6 3P1 3D2     (3)3( 3.0)  2422241.8*
  1026  1121    2S1 2P6 3P1 3D2     (3)3( 4.0)  2422514.0*
  1027  1122    2S1 2P6 3P1 3D2     (3)1( 0.0)  2423372.2*
  1028  1123    2S1 2P6 3P1 3D2     (3)1( 1.0)  2423538.8*
  1029  1124    2S1 2P6 3P1 3D2     (3)1( 2.0)  2423944.7*
  1030  1125    2S1 2P6 3P1 3D2     (5)2( 4.0)  2425732.0*
  1031  1126    2S1 2P6 3P1 3D2     (5)2( 3.0)  2425794.4*
  1032  1127    2S1 2P6 3P1 3D2     (5)2( 2.0)  2425843.2*
  1033  1129    2S1 2P6 3P1 3D2     (5)2( 0.0)  2425892.7*
  1034  1130    2S1 2P6 3P1 3D2     (1)5( 5.0)  2429461.2*
  1035  1131    2S1 2P6 3P1 3D2     (3)1( 2.0)  2434435.7*
  1036  1132    2S1 2P6 3P1 3D2     (3)1( 1.0)  2434715.1*
  1037  1133    2S1 2P6 3P1 3D2     (3)1( 0.0)  2434862.3*
  1038  1134    2S1 2P6 3P1 3D2     (3)2( 3.0)  2439845.6*
  1039  1135    2S1 2P6 3P1 3D2     (3)2( 2.0)  2439932.1*
  1040  1136    2S1 2P6 3P1 3D2     (3)2( 1.0)  2439980.8*
  1041  1137    2S1 2P6 3P1 3D2     (1)1( 1.0)  2442139.4*
  1042  1139    2S1 2P6 3P1 3D2     (3)3( 2.0)  2447476.9*
  1043  1140    2S1 2P6 3P1 3D2     (3)3( 3.0)  2447484.9*
  1044  1141    2S1 2P6 3P1 3D2     (3)3( 4.0)  2447496.2*
  1045  1142    2S1 2P6 3P1 3D2     (1)3( 3.0)  2454773.7*
  1046  1143    2S1 2P6 3P1 3D2     (3)1( 0.0)  2457570.7*
  1047  1144    2S1 2P6 3P1 3D2     (3)1( 1.0)  2457808.8*
  1048  1145    2S1 2P6 3P1 3D2     (3)1( 2.0)  2458349.0*
  1049  1146    2S1 2P6 3P1 3D2     (3)0( 1.0)  2458863.8*
  1050  1147    2S1 2P6 3P1 3D2     (3)2( 1.0)  2459225.8*
  1051  1148    2S1 2P6 3P1 3D2     (3)2( 2.0)  2459395.6*
  1052  1149    2S1 2P6 3P1 3D2     (3)2( 3.0)  2459587.0*
  1053  1150    2S1 2P6 3P1 3D2     (1)1( 1.0)  2465425.1*
  1054  1151    2S1 2P6 3P1 3D2     (1)2( 2.0)  2466535.3*
  1055  1152    2S1 2P6 3P1 3D2     (3)3( 4.0)  2472655.3*
  1056  1153    2S1 2P6 3P1 3D2     (3)3( 3.0)  2472807.9*
  1057  1154    2S1 2P6 3P1 3D2     (3)3( 2.0)  2472935.5*
  1058  1155    2S1 2P6 3P1 3D2     (3)4( 5.0)  2476727.2*
  1059  1156    2S1 2P6 3P1 3D2     (3)4( 4.0)  2476794.4*
  1060  1157    2S1 2P6 3P1 3D2     (3)4( 3.0)  2476800.6*
  1061  1158    2S1 2P6 3P1 3D2     (1)3( 3.0)  2480055.2*
  1062  1159    2S1 2P6 3P1 3D2     (1)4( 4.0)  2483540.0*
  1063  1160    2S1 2P6 3P1 3D2     (3)2( 3.0)  2496757.5*
  1064  1161    2S1 2P6 3P1 3D2     (3)2( 2.0)  2496798.2*
  1065  1162    2S1 2P6 3P1 3D2     (3)2( 1.0)  2496826.9*
  1066  1163    2S1 2P6 3P1 3D2     (1)2( 2.0)  2503302.0*
  1067  1164    2S1 2P6 3P1 3D2     (3)1( 0.0)  2507323.6*
  1068  1165    2S1 2P6 3P1 3D2     (3)1( 1.0)  2507346.1*
  1069  1166    2S1 2P6 3P1 3D2     (3)1( 2.0)  2507393.9*
  1070  1167    2S1 2P6 3P1 3D2     (1)1( 1.0)  2514205.2*
  1071   554    2S1 2P6 3D3         (3)3( 2.0)  2573125.1*
  1072   555    2S1 2P6 3D3         (3)3( 3.0)  2573215.1*
  1073   556    2S1 2P6 3D3         (3)3( 4.0)  2573334.2*
  1074   560    2S1 2P6 3D3         (3)4( 3.0)  2577202.5*
  1075   561    2S1 2P6 3D3         (3)4( 4.0)  2577236.6*
  1076   562    2S1 2P6 3D3         (3)4( 5.0)  2577282.5*
  1077   566    2S1 2P6 3D3         (1)4( 4.0)  2583984.4*
  1078   568    2S1 2P6 3D3         (3)2( 1.0)  2587346.1*
  1079   569    2S1 2P6 3D3         (3)2( 2.0)  2587375.9*
  1080   570    2S1 2P6 3D3         (3)2( 3.0)  2587426.1*
  1081   571    2S1 2P6 3D3         (3)1( 0.0)  2587795.4*
  1082   572    2S1 2P6 3D3         (3)1( 1.0)  2587823.4*
  1083   573    2S1 2P6 3D3         (3)1( 2.0)  2587878.7*
  1084   574    2S1 2P6 3D3         (3)1( 0.0)  2590968.2*
  1085   575    2S1 2P6 3D3         (3)1( 1.0)  2590995.7*
  1086   576    2S1 2P6 3D3         (3)1( 2.0)  2591049.5*
  1087   577    2S1 2P6 3D3         (1)2( 2.0)  2594175.5*
  1088   578    2S1 2P6 3D3         (3)3( 4.0)  2596729.5*
  1089   579    2S1 2P6 3D3         (3)3( 3.0)  2596754.7*
  1090   580    2S1 2P6 3D3         (3)3( 2.0)  2596773.9*
  1091   581    2S1 2P6 3D3         (1)1( 1.0)  2597589.8*
  1092   582    2S1 2P6 3D3         (1)3( 3.0)  2603439.7*
  1093   583    2S1 2P6 3D3         (3)2( 3.0)  2619468.3*
  1094   584    2S1 2P6 3D3         (3)2( 2.0)  2619496.8*
  1095   585    2S1 2P6 3D3         (3)2( 1.0)  2619515.9*
  1096   586    2S1 2P6 3D3         (1)2( 2.0)  2626204.5*
  
S  5     /IC/

  IRSL  IRSL  N   L      DEL(RYD)       B(SEC)      R(SEC)      A(SEC):       1           2           3           4           5
     1    17  3  -1    1.157862E+01   1.244E+10   1.834E+10   1.275E+13   9.914E+12   8.005E+11   2.019E+12   1.144E+10   9.130E+09
     2    17  3  -1    1.157523E+01   8.204E+09
     3    17  3  -1    1.156828E+01   3.487E+09
     4    17  3  -1    1.114556E+01   1.327E+08
     9    17  3  -1    9.142533E+00   1.648E+07
    10    17  3  -1    9.139692E+00   1.586E+07
     3    18  3  -1    1.166034E+01   3.565E+10   2.552E+10   3.039E+12   5.089E+11   5.767E+10   1.829E+12   1.818E+09   6.420E+11
     7    18  3  -1    9.437758E+00   2.745E+07
     2    19  3  -1    1.167863E+01   3.598E+10   2.593E+10   2.399E+12   4.470E+11   7.189E+11   7.288E+11   3.703E+11   1.340E+11
     3    19  3  -1    1.167167E+01   6.957E+08
     4    19  3  -1    1.124896E+01   6.014E+09
     6    19  3  -1    9.454377E+00   1.879E+07
     1    20  3  -1    1.171039E+01   5.330E+10   2.482E+10   2.383E+12   3.207E+11   5.395E+11   1.135E+12   3.815E+11   6.243E+09
     2    20  3  -1    1.170699E+01   2.080E+09
     3    20  3  -1    1.170004E+01   6.449E+08
     4    20  3  -1    1.127732E+01   3.861E+09
     5    20  3  -1    9.486935E+00   1.254E+07
     2    21  3  -1    1.173111E+01   8.729E+09   2.964E+10   1.977E+11   1.261E+11   8.452E+09   1.113E+10   1.020E+10   4.181E+10
     3    21  3  -1    1.172416E+01   1.616E+10
     4    21  3  -1    1.130145E+01   1.373E+10
     1    22  3  -1    1.177761E+01   2.213E+09   2.482E+10   2.074E+12   2.122E+11   1.321E+12   2.679E+11   2.664E+11   6.386E+09
     2    22  3  -1    1.177421E+01   1.216E+10
     3    22  3  -1    1.176726E+01   3.775E+09
     4    22  3  -1    1.134455E+01   5.603E+09
     5    22  3  -1    9.554156E+00   1.054E+07
     2    23  3  -1    1.178268E+01   1.094E+10   3.305E+10   1.730E+12   1.597E+12   6.565E+10   3.132E+10   8.212E+09   2.782E+10
     4    23  3  -1    1.135301E+01   7.377E+07
     2    24  3  -1    1.180029E+01   7.923E+08   2.738E+10   9.820E+11   3.014E+11   2.006E+11   2.723E+11   4.543E+10   1.623E+11
     3    24  3  -1    1.179334E+01   1.420E+10
     4    24  3  -1    1.137062E+01   2.114E+10
     6    24  3  -1    9.576042E+00   5.755E+06
     1    25  3  -1    1.180719E+01   1.359E+10   2.587E+10   1.545E+12   4.101E+11   6.076E+11   5.032E+11   6.589E+09   1.706E+10
     2    25  3  -1    1.180380E+01   2.585E+09
     3    25  3  -1    1.179684E+01   6.906E+09
     4    25  3  -1    1.137413E+01   7.231E+09
     8    25  3  -1    9.542097E+00   5.139E+06
     2    26  3  -1    1.249940E+01   7.044E+07   7.620E+10   5.803E+14   5.488E+14   1.011E+13   1.978E+13   6.690E+11   9.908E+11
     4    26  3  -1    1.206973E+01   2.530E+10
    16    26  3  -1    9.676071E+00   2.803E+07
     3    27  3  -1    1.345183E+01   1.085E+09   2.004E+09   1.222E+12   6.904E+09   5.364E+10   1.116E+12   3.678E+08   4.542E+10
     7    27  3  -1    1.122924E+01   7.236E+07
     8    27  3  -1    1.119708E+01   8.785E+07
     9    27  3  -1    1.102608E+01   1.832E+08
    13    27  3  -1    1.100344E+01   6.085E+08
    14    27  3  -1    1.100181E+01   5.043E+08
     1    28  3  -1    1.346871E+01   2.961E+08   4.977E+09   3.697E+12   5.877E+09   2.664E+12   9.979E+11   2.190E+10   7.389E+09
     2    28  3  -1    1.346532E+01   7.308E+08
     3    28  3  -1    1.345836E+01   8.191E+07
     4    28  3  -1    1.303565E+01   7.525E+08
     5    28  3  -1    1.124526E+01   8.620E+07
     8    28  3  -1    1.120362E+01   1.515E+09
    12    28  3  -1    1.101177E+01   5.001E+08
    13    28  3  -1    1.100998E+01   3.459E+07
    16    28  3  -1    1.064199E+01   2.794E+07
     3    29  3  -1    1.346407E+01   2.716E+09   3.962E+09   4.906E+12   1.275E+10   4.937E+10   4.796E+12   3.979E+10   7.866E+09
     6    29  3  -1    1.124677E+01   5.696E+07
     8    29  3  -1    1.120932E+01   1.605E+07
     9    29  3  -1    1.103832E+01   1.446E+07
    10    29  3  -1    1.103548E+01   6.726E+07
    12    29  3  -1    1.101747E+01   7.387E+08
    13    29  3  -1    1.101568E+01   6.271E+08
    14    30  3  -1    1.103575E+01   2.184E+09   1.700E+09   1.734E+11   0.000E+00   3.792E+10   1.277E+11   6.385E+08   7.072E+09
     1    31  3  -1    1.351235E+01   7.752E+09   1.446E+10   2.173E+13   1.365E+09   6.750E+12   1.495E+13   1.547E+10   5.762E+09
     2    31  3  -1    1.350896E+01   3.154E+09
     3    31  3  -1    1.350200E+01   2.903E+09
     4    31  3  -1    1.307929E+01   5.933E+08
     8    31  3  -1    1.124726E+01   1.114E+09
     9    31  3  -1    1.107626E+01   1.402E+08
    10    31  3  -1    1.107342E+01   3.749E+07
    11    31  3  -1    1.107156E+01   1.843E+08
    12    31  3  -1    1.105541E+01   6.812E+08
    13    31  3  -1    1.105362E+01   2.392E+08
    16    31  3  -1    1.068563E+01   2.381E+07
     3    32  3  -1    1.350851E+01   7.353E+07   3.933E+09   2.333E+11   6.769E+08   5.598E+10   1.647E+11   7.080E+09   4.778E+09
     5    32  3  -1    1.129541E+01   2.863E+07
     8    32  3  -1    1.125377E+01   3.848E+09
    13    32  3  -1    1.106012E+01   1.111E+09
    14    32  3  -1    1.105849E+01   2.855E+08
    15    32  3  -1    1.075042E+01   1.900E+07
     2    33  3  -1    1.351702E+01   5.764E+09   1.951E+10   3.266E+13   1.338E+09   2.273E+13   9.917E+12   8.691E+09   1.368E+09
    10    33  3  -1    1.108148E+01   2.939E+08
    12    33  3  -1    1.106347E+01   4.454E+08
     2    35  3  -1    1.354500E+01   3.288E+09   9.115E+09   1.556E+13   4.603E+10   5.134E+12   1.034E+13   2.859E+10   1.819E+10
     3    35  3  -1    1.353804E+01   5.405E+09
     4    35  3  -1    1.311533E+01   8.110E+07
     8    35  3  -1    1.128330E+01   2.363E+08
     9    35  3  -1    1.111230E+01   1.786E+08
    10    35  3  -1    1.110946E+01   2.859E+08
    12    35  3  -1    1.109145E+01   2.179E+08
    13    35  3  -1    1.108966E+01   2.421E+08
    14    35  3  -1    1.108802E+01   5.088E+08
     1    36  3  -1    1.355672E+01   6.655E+09   8.040E+09   1.109E+13   3.226E+09   7.544E+12   3.502E+12   3.148E+10   5.206E+09
     2    36  3  -1    1.355332E+01   8.897E+08
     3    36  3  -1    1.354637E+01   8.682E+08
     4    36  3  -1    1.312365E+01   6.456E+08
     8    36  3  -1    1.129162E+01   1.060E+09
     9    36  3  -1    1.112062E+01   1.181E+08
    10    36  3  -1    1.111778E+01   2.215E+07
    11    36  3  -1    1.111592E+01   5.010E+08
    13    36  3  -1    1.109798E+01   3.783E+08
    16    36  3  -1    1.072999E+01   4.201E+07
     2    37  3  -1    1.356943E+01   1.709E+08   1.697E+09   8.989E+11   2.331E+10   4.437E+10   7.949E+11   4.137E+09   3.222E+10
     3    37  3  -1    1.356248E+01   3.708E+07
     4    37  3  -1    1.313976E+01   3.905E+07
     6    37  3  -1    1.134518E+01   7.402E+06
     8    37  3  -1    1.130773E+01   1.215E+08
     9    37  3  -1    1.113673E+01   3.984E+07
    12    37  3  -1    1.111588E+01   1.479E+09
    13    37  3  -1    1.111409E+01   3.840E+08
    14    37  3  -1    1.111246E+01   6.085E+07
     1    39  3  -1    1.360667E+01   4.395E+08   2.738E+08   1.053E+10   1.162E+06   5.337E+09   1.780E+09   3.403E+09   5.529E+06
     2    39  3  -1    1.360328E+01   8.899E+07
     5    39  3  -1    1.138322E+01   1.569E+07
     2    40  3  -1    1.360402E+01   2.604E+09   8.088E+09   1.893E+13   1.383E+10   4.936E+12   1.394E+13   2.418E+10   9.723E+09
     3    40  3  -1    1.359706E+01   5.227E+09
     8    40  3  -1    1.134232E+01   7.030E+07
     9    40  3  -1    1.117132E+01   1.243E+08
    10    40  3  -1    1.116848E+01   1.358E+08
    12    40  3  -1    1.115047E+01   1.034E+08
    13    40  3  -1    1.114868E+01   4.696E+07
    14    40  3  -1    1.114705E+01   6.300E+08
     5    41  3  -1    1.138415E+01   8.209E+07   6.139E+09   3.116E+11   5.858E+08   5.348E+10   2.331E+11   1.495E+09   2.291E+10
     7    41  3  -1    1.137466E+01   8.899E+06
     8    41  3  -1    1.134251E+01   7.705E+09
    13    41  3  -1    1.114886E+01   4.437E+08
    14    41  3  -1    1.114723E+01   2.083E+08
    15    41  3  -1    1.083916E+01   3.656E+07
     2    42  3  -1    1.361126E+01   1.103E+09   7.781E+08   2.484E+11   1.513E+08   1.103E+11   1.311E+11   3.304E+09   3.618E+09
     5    42  3  -1    1.139121E+01   4.648E+07
     6    42  3  -1    1.138701E+01   2.344E+07
    14    42  3  -1    1.115429E+01   1.011E+07
     1    43  3  -1    1.362511E+01   1.886E+09   2.390E+09   6.226E+12   6.161E+08   3.380E+12   2.835E+12   5.235E+09   5.347E+09
     2    43  3  -1    1.362172E+01   4.010E+08
     3    43  3  -1    1.361476E+01   6.062E+08
     8    43  3  -1    1.136002E+01   1.338E+07
     9    43  3  -1    1.118902E+01   2.560E+07
    11    43  3  -1    1.118432E+01   6.080E+07
    12    43  3  -1    1.116817E+01   4.511E+07
    13    43  3  -1    1.116638E+01   1.228E+08
     3    44  3  -1    1.361645E+01   1.009E+09   9.314E+08   3.318E+10   8.338E+04   3.261E+08   2.353E+10   8.645E+07   9.235E+09
     5    44  3  -1    1.140334E+01   1.780E+07
     6    44  3  -1    1.139915E+01   1.547E+08
     7    44  3  -1    1.139386E+01   2.327E+07
     9    44  3  -1    1.119070E+01   1.418E+07
     6    45  3  -1    1.141624E+01   4.033E+07   4.158E+08   1.064E+09   0.000E+00   1.430E+08   4.336E+08   4.416E+07   4.430E+08
     7    45  3  -1    1.141095E+01   3.844E+08
     7    47  3  -1    1.145716E+01   9.941E+08   8.134E+08   1.322E+09   0.000E+00   0.000E+00   4.269E+08   0.000E+00   8.949E+08
     6    48  3  -1    1.147360E+01   2.002E+09   1.588E+09   2.899E+09   0.000E+00   1.442E+07   1.383E+09   5.552E+08   9.465E+08
     7    48  3  -1    1.146830E+01   3.017E+07
     3    49  3  -1    1.370315E+01   5.140E+07   2.048E+09   6.183E+09   3.639E+07   8.099E+08   3.245E+09   1.000E+09   1.091E+09
     5    49  3  -1    1.149005E+01   2.495E+09
     6    49  3  -1    1.148586E+01   1.977E+08
     7    49  3  -1    1.148057E+01   1.259E+07
     8    49  3  -1    1.144841E+01   1.646E+07
     2    50  3  -1    1.372370E+01   9.550E+07   1.639E+09   9.084E+09   1.463E+08   2.275E+09   4.390E+09   1.796E+09   4.759E+08
     3    50  3  -1    1.371674E+01   1.734E+07
     5    50  3  -1    1.150364E+01   1.447E+09
     6    50  3  -1    1.149944E+01   7.565E+07
     1    51  3  -1    1.376040E+01   1.573E+10   2.736E+10   1.454E+12   1.071E+12   1.924E+11   1.576E+11   2.090E+10   1.259E+10
     2    51  3  -1    1.375700E+01   1.143E+10
     3    51  3  -1    1.375005E+01   5.594E+09
     4    51  3  -1    1.332733E+01   3.894E+07
     8    51  3  -1    1.149530E+01   1.057E+07
     9    51  3  -1    1.132430E+01   1.892E+08
    10    51  3  -1    1.132146E+01   6.278E+08
    11    51  3  -1    1.131960E+01   1.023E+09
    16    51  3  -1    1.093367E+01   2.055E+07
     2    52  3  -1    1.377407E+01   2.546E+09   1.508E+10   1.791E+13   6.524E+11   3.867E+12   1.287E+13   2.832E+10   4.998E+11
     4    52  3  -1    1.334440E+01   3.862E+09
     5    52  3  -1    1.155401E+01   1.555E+08
     6    52  3  -1    1.154982E+01   2.165E+07
     8    52  3  -1    1.151237E+01   9.901E+09
     9    52  3  -1    1.134138E+01   1.601E+07
    10    52  3  -1    1.133853E+01   8.968E+08
    13    52  3  -1    1.131873E+01   2.317E+07
    15    52  3  -1    1.100903E+01   4.547E+07
    16    52  3  -1    1.095075E+01   8.376E+08
     3    53  3  -1    1.376815E+01   5.501E+09   6.066E+09   2.108E+12   7.135E+10   1.012E+10   1.501E+12   1.808E+09   5.237E+11
     5    53  3  -1    1.155505E+01   3.196E+07
     6    53  3  -1    1.155086E+01   2.005E+07
     7    53  3  -1    1.154556E+01   1.133E+08
     9    53  3  -1    1.134241E+01   2.589E+09
    13    53  3  -1    1.131976E+01   2.096E+07
    14    53  3  -1    1.131813E+01   7.521E+07
     7    54  3  -1    1.155725E+01   7.354E+09   6.017E+09   6.982E+09   0.000E+00   0.000E+00   1.824E+09   0.000E+00   5.158E+09
     6    55  3  -1    1.156952E+01   9.026E+09   9.629E+09   1.290E+10   0.000E+00   2.127E+09   2.388E+09   5.537E+09   2.849E+09
     7    55  3  -1    1.156423E+01   2.600E+09
     3    56  3  -1    1.379052E+01   4.456E+09   1.719E+10   8.259E+10   3.225E+08   7.014E+09   1.639E+10   1.064E+10   4.823E+10
     5    56  3  -1    1.157741E+01   1.423E+10
     6    56  3  -1    1.157322E+01   3.744E+09
     8    56  3  -1    1.153577E+01   6.395E+07
     9    56  3  -1    1.136477E+01   5.947E+07
     1    57  3  -1    1.380256E+01   1.623E+10   1.299E+10   7.754E+11   9.960E+09   3.772E+11   3.398E+11   4.770E+10   8.150E+08
     2    57  3  -1    1.379916E+01   4.938E+09
     3    57  3  -1    1.379221E+01   4.663E+08
     5    57  3  -1    1.157911E+01   1.082E+09
     8    57  3  -1    1.153747E+01   7.314E+06
    11    57  3  -1    1.136176E+01   6.101E+07
     2    58  3  -1    1.380497E+01   6.938E+09   1.085E+10   2.873E+12   8.926E+10   1.753E+12   9.582E+11   2.121E+08   7.222E+10
     3    58  3  -1    1.379802E+01   3.783E+09
     4    58  3  -1    1.337530E+01   4.954E+08
     5    58  3  -1    1.158491E+01   1.655E+07
     6    58  3  -1    1.158072E+01   9.813E+08
     8    58  3  -1    1.154327E+01   1.073E+09
    10    58  3  -1    1.136943E+01   1.010E+08
    14    58  3  -1    1.134800E+01   7.790E+06
    15    58  3  -1    1.103993E+01   8.733E+06
    16    58  3  -1    1.098165E+01   7.185E+07
     2    59  3  -1    1.380742E+01   6.635E+09   2.157E+10   2.811E+13   2.152E+10   1.535E+13   1.251E+13   8.267E+10   1.419E+11
     4    59  3  -1    1.337775E+01   3.965E+07
    12    59  3  -1    1.135387E+01   5.064E+08
    16    59  3  -1    1.098409E+01   5.761E+06
     2    60  3  -1    1.381032E+01   1.684E+10   1.555E+10   3.453E+12   7.545E+10   2.156E+11   2.989E+12   1.282E+11   4.452E+10
     3    60  3  -1    1.380336E+01   2.404E+09
     4    60  3  -1    1.338065E+01   8.583E+08
     5    60  3  -1    1.159026E+01   4.640E+07
     6    60  3  -1    1.158607E+01   4.392E+07
     8    60  3  -1    1.154862E+01   1.409E+09
     9    60  3  -1    1.137762E+01   1.548E+08
    10    60  3  -1    1.137478E+01   8.460E+08
    13    60  3  -1    1.135498E+01   3.049E+07
    14    60  3  -1    1.135335E+01   1.504E+08
    16    60  3  -1    1.098699E+01   1.658E+08
     1    61  3  -1    1.381463E+01   2.531E+10   1.620E+10   8.764E+12   6.484E+10   2.481E+12   5.993E+12   1.793E+11   4.529E+10
     2    61  3  -1    1.381123E+01   7.377E+07
     3    61  3  -1    1.380428E+01   3.711E+09
     4    61  3  -1    1.338156E+01   1.313E+08
     5    61  3  -1    1.159117E+01   8.381E+06
     8    61  3  -1    1.154953E+01   6.555E+07
     9    61  3  -1    1.137853E+01   2.715E+07
    10    61  3  -1    1.137569E+01   7.335E+07
    11    61  3  -1    1.137383E+01   9.461E+08
    12    61  3  -1    1.135768E+01   2.513E+08
    13    61  3  -1    1.135589E+01   2.495E+08
    16    61  3  -1    1.098791E+01   1.511E+08
     3    62  3  -1    1.382166E+01   7.744E+09   2.234E+10   1.467E+11   3.490E+08   6.188E+09   7.560E+10   1.458E+10   5.002E+10
     5    62  3  -1    1.160856E+01   1.712E+10
     6    62  3  -1    1.160437E+01   3.235E+09
     7    62  3  -1    1.159907E+01   9.616E+08
     8    62  3  -1    1.156692E+01   1.113E+08
