SEQ='NA'     NUCCHG=15                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  73568537.8  NPRNT=   1
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          1S2 2S2 2P6         (1)0( 0.0)        0.0 

   IC RESOLVED LEVEL INDEXING           BWNR=  74085637.4 NLVL=   188
   --------------------------
   INDX  IRSL   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
     2    79  3  -1    1.135187E+01   1.572E+10   1.156E+10   2.006E+09   2.006E+09
     3    79  3  -1    1.134313E+01   3.554E+08
     2    83  3  -1    1.141232E+01   1.463E+10   2.673E+10   4.148E+02   4.148E+02
     3    83  3  -1    1.140358E+01   3.551E+09
     2    84  3  -1    1.143064E+01   7.962E+09   9.809E+09   3.672E+04   3.672E+04
     3    84  3  -1    1.142190E+01   4.344E+09
     3    85  3  -1    1.142604E+01   4.285E+09   4.331E+09   4.378E+05   4.378E+05
     3    86  3  -1    1.143385E+01   1.424E+09   2.920E+09   4.177E+08   4.177E+08
     2    89  3  -1    1.146362E+01   5.598E+07   1.607E+10   7.239E+08   7.239E+08
     3    89  3  -1    1.145488E+01   1.125E+10
     3    91  3  -1    1.146369E+01   7.030E+09   7.791E+09   5.068E+06   5.068E+06
     3    92  3  -1    1.147936E+01   6.158E+08   8.333E+09   2.233E+08   2.233E+08
     2    93  3  -1    1.149483E+01   5.419E+08   1.057E+10   7.393E+10   7.393E+10
     3    93  3  -1    1.148609E+01   8.949E+08
     3    94  3  -1    1.148787E+01   6.462E+08   8.178E+09   2.779E+09   2.779E+09
     2    95  3  -1    1.151572E+01   1.135E+09   1.101E+10   8.221E+07   8.221E+07
     3    95  3  -1    1.150698E+01   2.746E+09
     3    97  3  -1    1.152499E+01   5.423E+08   9.181E+09   6.284E+10   6.284E+10
     2    98  3  -1    1.154274E+01   1.510E+09   1.162E+10   7.190E+10   7.190E+10
     3    98  3  -1    1.153400E+01   1.808E+09
     2    99  3  -1    1.154956E+01   2.909E+09   1.336E+10   1.619E+09   1.619E+09
     3    99  3  -1    1.154082E+01   4.072E+08
     3   102  3  -1    1.156475E+01   1.071E+11   7.646E+10   4.427E+11   4.427E+11
     2   103  3  -1    1.157520E+01   1.468E+11   8.843E+10   6.750E+11   6.750E+11
     3   103  3  -1    1.156646E+01   1.059E+10
     3   105  3  -1    1.157547E+01   3.400E+10   3.172E+10   1.006E+11   1.006E+11
     3   106  3  -1    1.158690E+01   6.220E+10   4.973E+10   8.991E+10   8.991E+10
     2   107  3  -1    1.159768E+01   2.910E+10   3.508E+10   9.662E+10   9.662E+10
     3   107  3  -1    1.158894E+01   1.190E+10
     2   108  3  -1    1.160760E+01   5.156E+10   7.121E+10   4.493E+10   4.493E+10
     3   108  3  -1    1.159886E+01   6.272E+09
     2   109  3  -1    1.162447E+01   4.094E+09   4.129E+10   6.794E+09   6.794E+09
     3   109  3  -1    1.161573E+01   3.036E+10
     3   110  3  -1    1.163869E+01   3.003E+09   1.147E+10   9.305E+09   9.305E+09
     2   111  3  -1    1.165045E+01   1.694E+11   1.110E+11   2.414E+10   2.414E+10
     3   111  3  -1    1.164171E+01   1.892E+10
     2   112  3  -1    1.165503E+01   1.557E+10   5.535E+10   1.514E+12   1.514E+12
     3   112  3  -1    1.164629E+01   1.577E+10
     2   113  3  -1    1.166200E+01   2.867E+10   4.525E+10   8.230E+09   8.230E+09
     3   113  3  -1    1.165326E+01   4.892E+09
     2   115  3  -1    1.167125E+01   1.276E+10   2.629E+10   1.961E+10   1.961E+10
     3   115  3  -1    1.166251E+01   1.151E+10
     3   116  3  -1    1.166524E+01   3.426E+09   1.129E+10   1.434E+10   1.434E+10
     2   117  3  -1    1.168078E+01   2.816E+09   9.908E+09   5.719E+09   5.719E+09
     3   117  3  -1    1.167204E+01   5.917E+08
     3   118  3  -1    1.167606E+01   8.347E+10   6.416E+10   3.465E+10   3.465E+10
     2   119  3  -1    1.171917E+01   8.301E+10   1.276E+11   3.594E+12   3.594E+12
     3   119  3  -1    1.171043E+01   1.869E+10
     2   120  3  -1    1.172567E+01   1.069E+10   2.738E+11   5.335E+08   5.335E+08
     3   120  3  -1    1.171693E+01   2.605E+11
     2   121  3  -1    1.173327E+01   1.150E+11   2.469E+11   3.371E+11   3.371E+11
     3   121  3  -1    1.172453E+01   6.175E+10
     2   122  3  -1    1.173963E+01   3.141E+11   1.710E+11   3.246E+11   3.246E+11
     3   122  3  -1    1.173089E+01   5.203E+09
     3   123  3  -1    1.173634E+01   1.920E+11   1.369E+11   1.069E+11   1.069E+11
     2   126  3  -1    1.193101E+01   4.278E+10   2.132E+11   2.079E+12   2.079E+12
     3   126  3  -1    1.192227E+01   8.094E+10
     3   127  3  -1    1.195241E+01   1.175E+10   1.911E+10   4.617E+11   4.617E+11
     2   129  3  -1    1.198597E+01   3.359E+10   3.358E+10   2.692E+11   2.692E+11
     3   129  3  -1    1.197723E+01   6.530E+09
     3   130  3  -1    1.199870E+01   4.315E+10   3.993E+10   6.634E+09   6.634E+09
     2   131  3  -1    1.204237E+01   5.591E+09   2.821E+10   1.580E+12   1.580E+12
     3   131  3  -1    1.203363E+01   1.526E+10
     2   132  3  -1    1.205528E+01   3.635E+10   4.695E+10   1.294E+11   1.294E+11
     3   132  3  -1    1.204654E+01   2.489E+08
     2   133  3  -1    1.237033E+01   1.496E+08   1.589E+10   1.196E+14   1.196E+14
     3   134  3  -1    1.236600E+01   2.723E+08   1.580E+10   1.214E+14   1.214E+14
     4   135  3  -1    1.153992E+01   6.211E+07   1.029E+10   3.613E+08   3.613E+08
     4   136  3  -1    1.154335E+01   5.212E+08   1.067E+10   2.770E+08   2.770E+08
     4   137  3  -1    1.154945E+01   5.526E+07   1.110E+10   1.350E+10   1.350E+10
     5   137  3  -1    1.154863E+01   9.393E+08
     5   138  3  -1    1.155874E+01   1.728E+09   1.139E+10   1.380E+11   1.380E+11
     5   141  3  -1    1.158869E+01   2.042E+09   1.112E+10   1.175E+11   1.175E+11
     4   142  3  -1    1.160033E+01   2.687E+09   1.374E+10   1.025E+10   1.025E+10
     5   142  3  -1    1.159952E+01   2.653E+09
     5   144  3  -1    1.160807E+01   2.717E+09   1.121E+10   6.098E+10   6.098E+10
     4   145  3  -1    1.161957E+01   2.275E+10   3.387E+10   1.506E+09   1.506E+09
     5   145  3  -1    1.161875E+01   1.116E+09
     4   146  3  -1    1.163185E+01   8.211E+09   3.573E+10   3.318E+10   3.318E+10
     5   146  3  -1    1.163103E+01   2.117E+10
     4   147  3  -1    1.165475E+01   1.767E+07   1.294E+10   6.774E+08   6.774E+08
     5   147  3  -1    1.165394E+01   4.626E+07
     5   148  3  -1    1.165713E+01   6.473E+08   9.491E+09   8.387E+11   8.387E+11
     4   149  3  -1    1.166069E+01   4.167E+09   1.095E+10   6.273E+12   6.273E+12
     5   150  3  -1    1.166912E+01   1.655E+09   1.535E+10   5.784E+08   5.784E+08
     5   151  3  -1    1.167261E+01   2.827E+08   8.911E+09   3.234E+12   3.234E+12
     4   152  3  -1    1.167735E+01   1.716E+10   4.669E+10   2.666E+12   2.666E+12
     5   152  3  -1    1.167654E+01   2.488E+10
     1   154  3  -1    1.353678E+01   2.347E+07   1.440E+10   4.671E+08   4.671E+08
     4   154  3  -1    1.168247E+01   7.480E+08
     1   155  3  -1    1.354434E+01   2.598E+08   3.410E+10   5.273E+10   5.273E+10
     4   155  3  -1    1.169002E+01   2.241E+10
     5   155  3  -1    1.168921E+01   3.535E+08
     1   157  3  -1    1.355810E+01   4.320E+08   1.287E+10   9.989E+10   9.989E+10
     4   157  3  -1    1.170379E+01   8.701E+07
     5   158  3  -1    1.171715E+01   7.051E+10   6.437E+10   3.200E+13   3.200E+13
     1   159  3  -1    1.359193E+01   3.930E+08   6.651E+10   1.324E+10   1.324E+10
     4   159  3  -1    1.173761E+01   5.494E+10
     5   159  3  -1    1.173679E+01   2.183E+07
     5   160  3  -1    1.173743E+01   1.728E+09   1.346E+10   7.393E+11   7.393E+11
     4   161  3  -1    1.174027E+01   9.924E+09   3.151E+10   5.374E+12   5.374E+12
     5   161  3  -1    1.173945E+01   1.260E+10
     4   163  3  -1    1.174732E+01   8.134E+09   2.207E+10   2.603E+09   2.603E+09
     5   163  3  -1    1.174651E+01   9.297E+08
     4   164  3  -1    1.176055E+01   1.903E+11   1.809E+11   6.827E+13   6.827E+13
     5   164  3  -1    1.175974E+01   4.517E+10
     1   165  3  -1    1.363825E+01   2.072E+08   5.044E+10   2.779E+11   2.779E+11
     4   165  3  -1    1.178394E+01   1.874E+10
     5   166  3  -1    1.178615E+01   1.299E+11   1.033E+11   2.779E+13   2.779E+13
     4   167  3  -1    1.178726E+01   1.234E+11   1.581E+11   1.040E+13   1.040E+13
     5   167  3  -1    1.178645E+01   6.683E+10
     1   168  3  -1    1.364510E+01   2.630E+08   5.664E+10   1.891E+11   1.891E+11
     4   168  3  -1    1.179079E+01   5.596E+09
     5   168  3  -1    1.178997E+01   2.582E+10
     4   169  3  -1    1.181452E+01   2.374E+10   3.154E+10   1.175E+12   1.175E+12
     5   169  3  -1    1.181371E+01   4.102E+09
     1   170  3  -1    1.367345E+01   2.204E+08   4.570E+10   1.471E+11   1.471E+11
     4   170  3  -1    1.181913E+01   4.229E+09
     5   170  3  -1    1.181832E+01   1.897E+10
     1   171  3  -1    1.367718E+01   7.378E+07   3.412E+10   1.310E+11   1.310E+11
     4   171  3  -1    1.182286E+01   1.061E+10
     4   173  3  -1    1.184411E+01   4.364E+09   2.657E+11   3.655E+11   3.655E+11
     5   173  3  -1    1.184330E+01   2.532E+11
     4   174  3  -1    1.184656E+01   2.349E+11   3.111E+11   1.455E+10   1.455E+10
     5   174  3  -1    1.184575E+01   4.443E+10
     5   175  3  -1    1.185259E+01   1.168E+11   9.259E+10   2.947E+13   2.947E+13
     1   176  3  -1    1.371804E+01   7.674E+08   3.035E+11   1.635E+12   1.635E+12
     4   176  3  -1    1.186372E+01   1.457E+11
     1   177  3  -1    1.374522E+01   1.879E+09   3.166E+11   1.715E+12   1.715E+12
     4   177  3  -1    1.189091E+01   8.496E+10
     5   177  3  -1    1.189009E+01   1.464E+11
     1   178  3  -1    1.391273E+01   8.091E+07   6.770E+10   5.398E+11   5.398E+11
     4   178  3  -1    1.205842E+01   3.869E+09
     5   178  3  -1    1.205760E+01   3.266E+10
     2   179  3  -1    1.316018E+01   3.125E+08   5.239E+10   3.318E+13   3.318E+13
     3   179  3  -1    1.315144E+01   3.070E+08
     1   180  3  -1    1.399028E+01   6.804E+07   6.669E+10   5.767E+11   5.767E+11
     4   180  3  -1    1.213597E+01   2.587E+10
     1   184  3  -1    1.472198E+01   3.826E+10   9.048E+10   2.968E+14   3.376E+13
     4   184  3  -1    1.286767E+01   3.134E+07
     1   185  3  -1    1.472559E+01   7.755E+10   9.149E+10   2.940E+14   3.190E+13
     5   185  3  -1    1.287046E+01   4.041E+07
     1   186  3  -1    1.500545E+01   3.082E+09   5.713E+10   2.243E+14   5.015E+13
     4   186  3  -1    1.315114E+01   2.514E+08
     1   187  3  -1    1.500877E+01   5.108E+09   5.618E+10   2.278E+14   5.201E+13
     4   187  3  -1    1.315445E+01   4.869E+07
     5   187  3  -1    1.315364E+01   2.990E+08
     3   188  3  -1    1.463785E+01   2.796E+10   7.361E+10   3.090E+14   3.519E+12
     2   189  3  -1    1.464689E+01   3.282E+10   7.376E+10   2.495E+14   3.526E+12
     3   189  3  -1    1.463815E+01   2.516E+09
     2   190  3  -1    1.468050E+01   2.159E+07   5.733E+10   1.415E+14   5.066E+09
     2   191  3  -1    1.468408E+01   1.281E+08   5.743E+10   1.816E+14   6.488E+09
     3   192  3  -1    1.468138E+01   2.574E+08   5.757E+10   2.827E+14   3.254E+10
     2   193  3  -1    1.477841E+01   4.366E+10   1.277E+11   4.900E+14   4.217E+09
     3   193  3  -1    1.476967E+01   1.046E+10
     2   194  3  -1    1.478540E+01   2.025E+10   1.278E+11   4.875E+14   3.338E+09
     3   194  3  -1    1.477666E+01   5.453E+10
     2   199  3  -1    1.505665E+01   5.032E+09   7.604E+10   2.657E+14   1.112E+13
     3   199  3  -1    1.504791E+01   5.954E+09
     2   200  3  -1    1.519692E+01   2.442E+08   4.994E+10   4.523E+14   1.167E+13
     3   200  3  -1    1.518818E+01   2.972E+07
     3   201  3  -1    1.518873E+01   2.216E+08   4.990E+10   4.525E+14   1.162E+13
     2   202  3  -1    1.546262E+01   5.930E+09   5.927E+10   5.977E+14   1.887E+13
     3   202  3  -1    1.545388E+01   6.375E+08
     3   203  3  -1    1.545422E+01   5.354E+09   5.932E+10   6.011E+14   1.892E+13
     4   204  3  -1    1.462758E+01   2.901E+07   5.105E+10   6.598E+14   2.723E+05
     4   205  3  -1    1.462975E+01   5.310E+07   5.113E+10   6.600E+14   5.316E+08
     5   206  3  -1    1.463200E+01   4.155E+07   5.122E+10   6.603E+14   5.960E+08
     4   208  3  -1    1.469823E+01   5.350E+09   6.692E+10   6.261E+14   4.137E+10
     5   208  3  -1    1.469741E+01   8.400E+09
     4   209  3  -1    1.469882E+01   1.004E+10   6.579E+10   6.432E+14   2.954E+08
     5   209  3  -1    1.469800E+01   6.435E+08
     4   210  3  -1    1.471353E+01   4.910E+10   9.077E+10   5.843E+14   1.290E+12
     5   210  3  -1    1.471272E+01   4.807E+09
     5   211  3  -1    1.471848E+01   5.142E+10   9.167E+10   6.149E+14   1.309E+12
     4   215  3  -1    1.486457E+01   2.059E+07   5.922E+10   9.117E+14   2.205E+09
     4   219  3  -1    1.492958E+01   9.931E+08   9.197E+10   7.382E+14   1.361E+12
     5   219  3  -1    1.492876E+01   2.119E+10
     4   220  3  -1    1.493274E+01   1.664E+10   9.261E+10   7.390E+14   1.407E+12
     4   221  3  -1    1.495179E+01   2.994E+10   9.294E+10   7.714E+14   3.141E+10
     5   221  3  -1    1.495097E+01   5.680E+08
     4   222  3  -1    1.495387E+01   3.498E+09   9.273E+10   7.697E+14   1.700E+06
     5   222  3  -1    1.495305E+01   2.833E+10
     5   223  3  -1    1.520213E+01   1.062E+10   6.990E+10   8.664E+14   1.442E+12
     4   224  3  -1    1.520304E+01   1.155E+10   7.004E+10   8.646E+14   1.431E+12
     5   224  3  -1    1.520222E+01   6.485E+08
     1   225  3  -1    1.712410E+01   1.032E+08   7.120E+10   8.533E+14   5.543E+11
     4   225  3  -1    1.526978E+01   5.784E+09
     1   226  3  -1    1.712421E+01   1.935E+08   7.186E+10   8.581E+14   5.780E+11
     4   226  3  -1    1.526989E+01   1.079E+09
     5   226  3  -1    1.526908E+01   7.290E+09
     3   236  3  -1    1.711880E+01   2.336E+08   5.594E+10   1.298E+15   1.531E+10
     2   237  3  -1    1.712755E+01   2.636E+08   5.571E+10   1.297E+15   1.533E+10
     3   237  3  -1    1.711881E+01   2.592E+07
     2   240  3  -1    1.716444E+01   1.080E+08   5.549E+10   1.071E+15   3.237E+06
     3   240  3  -1    1.715571E+01   2.567E+07
     2   241  3  -1    1.716500E+01   4.998E+07   5.539E+10   1.071E+15   5.869E+06
     3   241  3  -1    1.715626E+01   1.363E+08
     2   242  3  -1    1.744599E+01   2.692E+08   5.746E+10   1.372E+15   1.898E+11
     3   242  3  -1    1.743725E+01   2.797E+08

   NRSLMX=   6    NVMAX=   3    LVMAX=  -1

C--------------------------------------------------------------------------------------------------------------
C
C                                                                            
C
C--------------------------------------------------------------------------------------------------------------
