SEQ='MG'     NUCCHG=15                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  74085659.4  NPRNT=   5
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2S2 2P6 3S1         (2)0( 0.5)        0.0 
     2          2S2 2P6 3P1         (2)1( 0.5)    87341.3 
     3          2S2 2P6 3P1         (2)1( 1.5)    88138.6 
     4          2S2 2P6 3D1         (2)2( 1.5)   203504.5 
     5          2S2 2P6 3D1         (2)2( 2.5)   203581.9 

   IC RESOLVED LEVEL INDEXING           BWNR=  74495206.5 NLVL=  1082
   --------------------------
   INDX  IRSL   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
    14   172  3  -1    9.731181E+00   4.239E+09
    15   172  3  -1    9.473102E+00   1.829E+09
     2   173  3  -1    1.172593E+01   1.404E+08   1.127E+11   1.063E+13   3.610E+11   9.669E+11   1.514E+12   2.265E+12   5.523E+12
     3   173  3  -1    1.172155E+01   1.576E+07
     4   173  3  -1    1.135515E+01   1.591E+11
     5   173  3  -1    9.932166E+00   1.170E+07
     6   173  3  -1    9.929614E+00   5.972E+06
     8   173  3  -1    9.897894E+00   3.153E+08
     9   173  3  -1    9.752865E+00   1.281E+07
    10   173  3  -1    9.750990E+00   3.626E+08
    12   173  3  -1    9.735424E+00   3.827E+09
    13   173  3  -1    9.734358E+00   1.270E+09
    14   173  3  -1    9.733302E+00   2.520E+08
    15   173  3  -1    9.475224E+00   2.760E+09
    16   173  3  -1    9.421380E+00   1.462E+10
     1   174  3  -1    1.173124E+01   4.430E+08   4.332E+10   1.875E+13   7.950E+11   9.212E+12   6.700E+12   1.717E+12   3.230E+11
     2   174  3  -1    1.172909E+01   4.098E+08
     3   174  3  -1    1.172471E+01   9.267E+08
     4   174  3  -1    1.135831E+01   2.434E+10
     8   174  3  -1    9.901057E+00   9.969E+07
     9   174  3  -1    9.756029E+00   3.272E+07
    10   174  3  -1    9.754153E+00   6.318E+08
    11   174  3  -1    9.753022E+00   7.526E+08
    13   174  3  -1    9.737521E+00   1.838E+08
    16   174  3  -1    9.424544E+00   1.546E+10
     2   175  3  -1    1.172997E+01   4.948E+08   1.426E+10   1.280E+13   1.772E+12   7.095E+11   5.345E+12   4.397E+12   5.769E+11
     3   175  3  -1    1.172560E+01   3.117E+08
     4   175  3  -1    1.135920E+01   3.537E+09
     5   175  3  -1    9.936212E+00   1.643E+07
     6   175  3  -1    9.933660E+00   4.390E+07
     9   175  3  -1    9.756912E+00   3.739E+09
    10   175  3  -1    9.755037E+00   7.501E+08
    12   175  3  -1    9.739470E+00   1.359E+09
    13   175  3  -1    9.738405E+00   9.150E+07
    14   175  3  -1    9.737349E+00   1.807E+08
    15   175  3  -1    9.479271E+00   1.326E+09
    16   175  3  -1    9.425427E+00   7.063E+09
     1   176  3  -1    1.174088E+01   1.418E+09   1.006E+11   8.105E+12   5.358E+09   5.532E+12   2.491E+12   5.144E+10   2.521E+10
     2   176  3  -1    1.173873E+01   1.411E+09
     3   176  3  -1    1.173435E+01   1.251E+09
     4   176  3  -1    1.136795E+01   8.601E+10
     5   176  3  -1    9.944963E+00   1.314E+07
     8   176  3  -1    9.910691E+00   4.833E+08
     9   176  3  -1    9.765663E+00   1.471E+09
    10   176  3  -1    9.763788E+00   2.326E+09
    11   176  3  -1    9.762656E+00   1.197E+09
    12   176  3  -1    9.748222E+00   1.801E+09
    13   176  3  -1    9.747156E+00   1.441E+09
    16   176  3  -1    9.434178E+00   4.434E+08
     2   177  3  -1    1.175104E+01   3.651E+09   4.384E+10   4.055E+13   3.202E+11   1.794E+12   3.773E+13   1.336E+11   5.664E+11
     4   177  3  -1    1.138026E+01   5.390E+09
    10   177  3  -1    9.776100E+00   2.127E+09
    12   177  3  -1    9.760534E+00   2.941E+09
    16   177  3  -1    9.446491E+00   5.033E+08
     1   178  3  -1    1.177307E+01   1.277E+10   1.254E+11   2.792E+13   5.534E+11   8.630E+12   1.736E+13   1.270E+12   1.026E+11
     2   178  3  -1    1.177092E+01   1.455E+09
     3   178  3  -1    1.176654E+01   1.673E+09
     4   178  3  -1    1.140014E+01   1.046E+11
     5   178  3  -1    9.977156E+00   3.383E+07
     8   178  3  -1    9.942883E+00   3.470E+08
     9   178  3  -1    9.797855E+00   5.680E+08
    10   178  3  -1    9.795980E+00   3.543E+08
    11   178  3  -1    9.794848E+00   4.827E+09
    13   178  3  -1    9.779348E+00   3.793E+09
    16   178  3  -1    9.466370E+00   2.465E+09
     2   179  3  -1    1.177495E+01   9.206E+09   3.421E+10   7.356E+13   1.319E+12   8.946E+12   5.897E+13   3.058E+11   4.025E+12
     3   179  3  -1    1.177057E+01   1.268E+10
     4   179  3  -1    1.140417E+01   6.319E+09
     6   179  3  -1    9.978632E+00   3.802E+07
     8   179  3  -1    9.946912E+00   5.195E+07
     9   179  3  -1    9.801884E+00   2.913E+09
    10   179  3  -1    9.800008E+00   2.148E+09
    12   179  3  -1    9.784442E+00   7.768E+07
    14   179  3  -1    9.782321E+00   5.528E+09
    15   179  3  -1    9.524242E+00   2.582E+07
    16   179  3  -1    9.470399E+00   1.426E+08
     2   180  3  -1    1.190562E+01   3.384E+07   1.071E+11   1.544E+14   2.571E+12   3.449E+13   1.112E+14   1.966E+12   4.173E+12
     4   180  3  -1    1.153484E+01   3.485E+10
    10   180  3  -1    9.930678E+00   5.547E+07
    12   180  3  -1    9.915111E+00   3.411E+07
    16   180  3  -1    9.601068E+00   7.381E+08
     3   181  3  -1    1.193180E+01   4.689E+08   1.547E+10   3.754E+14   1.048E+14   1.284E+12   9.159E+11   2.106E+09   2.684E+14
     5   181  3  -1    1.014242E+01   4.021E+07
     6   181  3  -1    1.013987E+01   8.270E+08
     7   181  3  -1    1.013660E+01   5.099E+09
     8   181  3  -1    1.010815E+01   1.300E+07
     9   181  3  -1    9.963118E+00   4.774E+09
    13   181  3  -1    9.944610E+00   5.505E+08
    14   181  3  -1    9.943554E+00   3.829E+09
    15   181  3  -1    9.685476E+00   8.090E+07
     1   182  3  -1    1.193847E+01   4.799E+07   1.498E+10   3.692E+14   1.018E+14   1.878E+10   1.872E+12   2.656E+14   3.170E+09
     4   182  3  -1    1.156554E+01   2.579E+08
     5   182  3  -1    1.014256E+01   5.094E+09
    10   182  3  -1    9.961382E+00   3.940E+08
    11   182  3  -1    9.960251E+00   3.997E+09
    12   182  3  -1    9.945816E+00   3.674E+09
    13   182  3  -1    9.944750E+00   4.679E+08
    16   182  3  -1    9.631773E+00   3.152E+07
     2   183  3  -1    1.193648E+01   1.593E+08   1.557E+10   3.709E+14   1.027E+14   6.084E+11   1.544E+12   1.645E+14   1.015E+14
     4   183  3  -1    1.156570E+01   8.649E+08
     5   183  3  -1    1.014272E+01   1.155E+09
     6   183  3  -1    1.014017E+01   4.912E+09
     9   183  3  -1    9.963420E+00   1.390E+08
    10   183  3  -1    9.961545E+00   4.008E+09
    12   183  3  -1    9.945978E+00   9.932E+08
    13   183  3  -1    9.944913E+00   3.270E+09
    14   183  3  -1    9.943857E+00   2.690E+08
    15   183  3  -1    9.685779E+00   2.276E+07
    16   183  3  -1    9.631935E+00   1.734E+08
     2   184  3  -1    1.216057E+01   6.790E+07   2.838E+10   3.689E+14   7.589E+13   2.377E+13   4.947E+13   8.494E+13   1.349E+14
     4   184  3  -1    1.178979E+01   5.372E+08
     5   184  3  -1    1.036681E+01   5.919E+07
     6   184  3  -1    1.036426E+01   1.015E+07
     8   184  3  -1    1.033254E+01   9.532E+09
    12   184  3  -1    1.017007E+01   1.970E+07
    14   184  3  -1    1.016794E+01   1.521E+07
    15   184  3  -1    9.909866E+00   1.130E+10
    16   184  3  -1    9.856023E+00   4.220E+09
    10   185  3  -1    1.082187E+01   1.483E+07   4.231E+07   5.169E+09   1.599E+07   3.248E+07   3.720E+09   1.019E+09   2.219E+08
    11   185  3  -1    1.082074E+01   5.064E+07
     5   186  3  -1    1.100686E+01   1.500E+08   2.208E+08   6.317E+09   1.612E+07   1.024E+08   2.703E+09   1.881E+09   1.393E+09
    12   186  3  -1    1.081012E+01   8.535E+07
     6   187  3  -1    1.101020E+01   3.392E+08   4.524E+08   1.737E+10   1.080E+07   8.651E+09   2.394E+09   3.244E+09   2.746E+09
     7   187  3  -1    1.100694E+01   9.936E+06
    13   187  3  -1    1.081494E+01   1.266E+08
     6   188  3  -1    1.101842E+01   1.691E+08   6.914E+08   5.481E+10   0.000E+00   2.514E+10   2.031E+10   4.284E+09   4.640E+09
     7   188  3  -1    1.101516E+01   4.615E+08
    14   188  3  -1    1.082211E+01   1.265E+08
     7   189  3  -1    1.102625E+01   1.059E+09   8.661E+08   1.561E+11   0.000E+00   0.000E+00   1.446E+11   0.000E+00   1.101E+10
     7   192  3  -1    1.107666E+01   4.669E+08   3.820E+08   6.156E+10   0.000E+00   0.000E+00   5.700E+10   0.000E+00   4.353E+09
     6   193  3  -1    1.108794E+01   1.272E+09   1.193E+09   1.818E+11   0.000E+00   7.417E+10   9.364E+10   8.175E+09   5.223E+09
     7   193  3  -1    1.108468E+01   1.954E+08
     5   194  3  -1    1.110170E+01   3.724E+09   3.439E+09   5.095E+11   2.211E+06   3.593E+11   1.107E+11   3.637E+10   1.389E+09
     6   194  3  -1    1.109915E+01   7.221E+08
     7   194  3  -1    1.109588E+01   1.576E+07
    13   194  3  -1    1.090389E+01   3.447E+07
     6   196  3  -1    1.113015E+01   6.603E+08   3.196E+09   1.951E+11   0.000E+00   1.166E+11   4.586E+10   1.353E+10   1.669E+10
     7   196  3  -1    1.112689E+01   2.149E+09
    14   196  3  -1    1.093384E+01   6.836E+08
     7   197  3  -1    1.112818E+01   1.917E+09   1.569E+09   2.661E+11   0.000E+00   0.000E+00   2.481E+11   0.000E+00   1.752E+10
     5   198  3  -1    1.113741E+01   1.178E+10   1.483E+10   1.782E+11   1.707E+09   1.425E+10   1.932E+10   1.066E+11   2.815E+10
     6   198  3  -1    1.113486E+01   3.500E+08
     8   198  3  -1    1.110314E+01   1.045E+07
     9   198  3  -1    1.095811E+01   1.407E+07
    10   198  3  -1    1.095623E+01   1.900E+08
    12   198  3  -1    1.094067E+01   3.743E+09
    13   198  3  -1    1.093960E+01   1.494E+08
    16   198  3  -1    1.062662E+01   1.936E+07
     5   199  3  -1    1.114152E+01   4.925E+09   1.633E+10   4.440E+11   1.895E+09   1.980E+11   7.836E+10   6.994E+10   8.497E+10
     6   199  3  -1    1.113896E+01   9.241E+09
     7   199  3  -1    1.113570E+01   1.734E+08
     9   199  3  -1    1.096221E+01   2.320E+08
    13   199  3  -1    1.094371E+01   4.233E+09
    14   199  3  -1    1.094265E+01   1.356E+08
     5   200  3  -1    1.114734E+01   1.374E+07   4.298E+08   2.604E+10   6.022E+08   5.100E+09   6.128E+09   9.541E+09   4.629E+09
     8   200  3  -1    1.111307E+01   6.860E+06
     9   200  3  -1    1.096804E+01   6.912E+07
    10   200  3  -1    1.096617E+01   2.240E+08
    11   200  3  -1    1.096504E+01   1.165E+08
    12   200  3  -1    1.095060E+01   1.341E+07
     6   201  3  -1    1.114615E+01   8.321E+09   2.099E+10   1.161E+12   0.000E+00   5.200E+10   9.005E+11   1.227E+09   1.871E+11
     7   201  3  -1    1.114289E+01   8.758E+09
    14   201  3  -1    1.094984E+01   7.402E+09
     6   202  3  -1    1.114715E+01   1.143E+07   1.250E+08   3.700E+10   1.216E+09   3.617E+09   1.063E+10   1.332E+10   8.134E+09
     9   202  3  -1    1.097041E+01   6.675E+07
     1   203  3  -1    1.294638E+01   2.972E+08   4.565E+09   8.255E+11   4.144E+10   3.033E+11   1.595E+11   3.081E+11   7.871E+09
     2   203  3  -1    1.294423E+01   4.407E+07
     5   203  3  -1    1.115047E+01   1.606E+09
     8   203  3  -1    1.111619E+01   4.880E+08
    11   203  3  -1    1.096816E+01   4.075E+08
    12   203  3  -1    1.095372E+01   6.633E+08
    13   203  3  -1    1.095266E+01   7.289E+07
     2   204  3  -1    1.294758E+01   1.485E+08   2.463E+09   6.663E+11   3.577E+10   1.668E+11   1.994E+11   1.563E+11   1.016E+11
     5   204  3  -1    1.115382E+01   5.119E+07
     6   204  3  -1    1.115126E+01   1.188E+09
     8   204  3  -1    1.111954E+01   6.839E+07
     9   204  3  -1    1.097452E+01   3.425E+07
    10   204  3  -1    1.097264E+01   5.047E+07
    13   204  3  -1    1.095601E+01   4.651E+08
    14   204  3  -1    1.095495E+01   1.937E+07
    16   204  3  -1    1.064303E+01   3.336E+07
     6   205  3  -1    1.115263E+01   2.203E+07   3.161E+08   4.257E+10   1.390E+08   4.917E+09   1.097E+10   2.053E+09   2.404E+10
     7   205  3  -1    1.114936E+01   3.669E+07
     8   205  3  -1    1.112091E+01   4.270E+07
     9   205  3  -1    1.097588E+01   1.642E+08
    13   205  3  -1    1.095737E+01   6.233E+07
    14   205  3  -1    1.095632E+01   5.234E+07
     3   206  3  -1    1.294963E+01   7.124E+07   1.789E+09   8.156E+11   3.052E+10   1.533E+11   4.051E+11   3.807E+09   2.148E+11
     5   206  3  -1    1.116024E+01   9.799E+07
     6   206  3  -1    1.115769E+01   1.163E+08
     7   206  3  -1    1.115443E+01   4.859E+08
     8   206  3  -1    1.112597E+01   9.845E+08
     9   206  3  -1    1.098094E+01   3.842E+07
    13   206  3  -1    1.096243E+01   3.058E+07
    14   206  3  -1    1.096138E+01   1.739E+08
     6   207  3  -1    1.116558E+01   6.258E+07   2.081E+09   1.426E+11   0.000E+00   2.317E+10   1.017E+11   4.464E+08   1.232E+10
     7   207  3  -1    1.116232E+01   8.980E+08
    14   207  3  -1    1.096927E+01   1.456E+09
     5   208  3  -1    1.117262E+01   3.587E+09   8.872E+09   8.448E+11   5.095E+09   2.602E+11   4.644E+11   2.524E+10   7.627E+10
     6   208  3  -1    1.117007E+01   2.697E+09
     7   208  3  -1    1.116681E+01   1.255E+08
     8   208  3  -1    1.113835E+01   4.393E+08
     9   208  3  -1    1.099332E+01   5.907E+08
    13   208  3  -1    1.097481E+01   3.465E+09
    14   208  3  -1    1.097376E+01   2.259E+08
    15   208  3  -1    1.071568E+01   1.430E+07
     7   209  3  -1    1.117123E+01   2.124E+09   1.738E+09   3.474E+11   0.000E+00   0.000E+00   3.246E+11   0.000E+00   2.259E+10
     4   210  3  -1    1.260204E+01   2.136E+07   9.960E+09   1.799E+11   1.507E+09   2.557E+10   6.928E+10   5.997E+10   1.080E+10
     5   210  3  -1    1.117905E+01   6.588E+09
     6   210  3  -1    1.117650E+01   2.625E+08
     8   210  3  -1    1.114478E+01   4.371E+07
     9   210  3  -1    1.099975E+01   7.629E+07
    10   210  3  -1    1.099788E+01   4.238E+08
    12   210  3  -1    1.098231E+01   3.706E+09
    13   210  3  -1    1.098125E+01   2.380E+08
    15   210  3  -1    1.072211E+01   1.870E+07
    16   210  3  -1    1.066827E+01   2.146E+08
     7   212  3  -1    1.119469E+01   3.112E+10   2.546E+10   1.000E+13   0.000E+00   0.000E+00   9.507E+12   0.000E+00   4.944E+11
     5   213  3  -1    1.120395E+01   3.848E+10   2.998E+10   3.915E+12   1.487E+07   2.695E+12   9.335E+11   2.502E+11   3.271E+10
     6   213  3  -1    1.120140E+01   2.238E+09
     8   213  3  -1    1.116968E+01   2.988E+08
     9   213  3  -1    1.102465E+01   3.351E+07
    13   213  3  -1    1.100615E+01   2.222E+07
     6   214  3  -1    1.120350E+01   4.140E+10   3.431E+10   7.933E+12   0.000E+00   4.950E+12   2.524E+12   1.924E+11   2.562E+11
     7   214  3  -1    1.120024E+01   1.892E+09
    14   214  3  -1    1.100719E+01   1.182E+08
    15   214  3  -1    1.074911E+01   1.720E+08
     2   215  3  -1    1.300313E+01   7.606E+07   8.991E+08   4.662E+10   8.180E+06   3.064E+10   1.346E+10   8.659E+07   1.028E+09
    12   215  3  -1    1.101262E+01   2.209E+08
     1   216  3  -1    1.301083E+01   7.701E+07   4.146E+09   2.853E+11   6.311E+08   9.697E+10   1.610E+11   1.084E+10   1.474E+10
     2   216  3  -1    1.300868E+01   9.773E+07
     3   216  3  -1    1.300430E+01   6.229E+07
     4   216  3  -1    1.263790E+01   2.741E+07
     5   216  3  -1    1.121492E+01   2.768E+08
     8   216  3  -1    1.118064E+01   1.426E+09
    10   216  3  -1    1.103374E+01   9.490E+07
    11   216  3  -1    1.103261E+01   4.613E+08
    13   216  3  -1    1.101711E+01   4.756E+08
     6   217  3  -1    1.121608E+01   1.773E+09   2.019E+09   1.629E+12   0.000E+00   1.541E+12   3.942E+10   8.781E+08   2.875E+10
     7   217  3  -1    1.121281E+01   1.352E+08
    14   217  3  -1    1.101977E+01   4.508E+08
    15   217  3  -1    1.076169E+01   1.984E+08
     7   218  3  -1    1.121354E+01   1.932E+10   1.580E+10   5.694E+11   0.000E+00   0.000E+00   4.743E+11   0.000E+00   8.642E+10
     3   219  3  -1    1.301800E+01   2.481E+08   5.099E+09   6.897E+11   2.943E+09   1.998E+11   4.496E+11   1.300E+10   1.594E+10
     4   219  3  -1    1.265160E+01   4.404E+07
     5   219  3  -1    1.122862E+01   2.282E+08
     6   219  3  -1    1.122607E+01   1.395E+09
     8   219  3  -1    1.119435E+01   2.356E+08
     9   219  3  -1    1.104932E+01   2.452E+07
    10   219  3  -1    1.104744E+01   1.648E+09
    13   219  3  -1    1.103081E+01   1.801E+08
    14   219  3  -1    1.102976E+01   6.679E+08
    15   219  3  -1    1.077168E+01   5.786E+07
    16   219  3  -1    1.071784E+01   3.284E+08
     3   220  3  -1    1.301824E+01   6.303E+07   1.441E+10   3.617E+12   7.508E+05   1.501E+12   1.999E+12   5.894E+10   4.039E+10
     5   220  3  -1    1.122885E+01   2.143E+08
     6   220  3  -1    1.122630E+01   2.986E+09
     7   220  3  -1    1.122304E+01   4.689E+08
     8   220  3  -1    1.119458E+01   1.214E+10
     9   220  3  -1    1.104955E+01   1.520E+09
    13   220  3  -1    1.103104E+01   5.333E+08
    14   220  3  -1    1.102999E+01   3.152E+08
    15   220  3  -1    1.077191E+01   1.728E+08
     6   221  3  -1    1.123686E+01   8.988E+07   1.970E+09   1.694E+12   0.000E+00   1.368E+11   1.549E+12   1.276E+08   2.824E+09
     7   221  3  -1    1.123360E+01   9.904E+08
    14   221  3  -1    1.104055E+01   1.106E+09
    15   221  3  -1    1.078247E+01   6.336E+07
     6   222  3  -1    1.123746E+01   2.946E+08   3.755E+09   5.681E+12   0.000E+00   5.446E+11   5.104E+12   2.122E+08   1.446E+10
     7   222  3  -1    1.123420E+01   1.108E+09
    14   222  3  -1    1.104115E+01   2.914E+09
    15   222  3  -1    1.078307E+01   1.960E+08
     5   223  3  -1    1.124005E+01   1.230E+09   5.821E+09   6.044E+12   2.623E+08   2.710E+12   3.221E+12   3.304E+10   6.750E+10
     6   223  3  -1    1.123750E+01   1.674E+08
     7   223  3  -1    1.123423E+01   9.823E+06
     8   223  3  -1    1.120578E+01   2.964E+09
     9   223  3  -1    1.106075E+01   2.851E+07
    13   223  3  -1    1.104224E+01   2.776E+09
    14   223  3  -1    1.104119E+01   6.290E+08
    15   223  3  -1    1.078311E+01   1.034E+07
     1   224  3  -1    1.304126E+01   2.157E+08   2.232E+10   2.564E+12   4.800E+06   7.752E+11   1.596E+12   1.353E+11   4.752E+10
     2   224  3  -1    1.303911E+01   7.439E+07
     4   224  3  -1    1.266833E+01   2.508E+08
     5   224  3  -1    1.124535E+01   2.739E+09
     8   224  3  -1    1.121108E+01   7.480E+09
     9   224  3  -1    1.106605E+01   6.906E+06
    10   224  3  -1    1.106417E+01   4.230E+08
    11   224  3  -1    1.106304E+01   6.555E+09
    12   224  3  -1    1.104861E+01   1.816E+09
    13   224  3  -1    1.104754E+01   1.552E+08
    16   224  3  -1    1.073456E+01   1.879E+08
     5   225  3  -1    1.124581E+01   1.495E+07   1.670E+09   2.057E+11   2.097E+09   8.115E+10   8.029E+10   1.257E+09   3.245E+10
     6   225  3  -1    1.124326E+01   9.457E+08
     7   225  3  -1    1.123999E+01   4.577E+08
     8   225  3  -1    1.121154E+01   3.664E+07
     9   225  3  -1    1.106651E+01   1.220E+08
     5   226  3  -1    1.125118E+01   5.083E+08   1.866E+09   5.386E+11   3.972E+09   3.198E+11   1.429E+11   3.729E+10   1.733E+10
     6   226  3  -1    1.124863E+01   1.478E+08
     8   226  3  -1    1.121691E+01   1.397E+08
     9   226  3  -1    1.107188E+01   6.239E+08
    10   226  3  -1    1.107001E+01   1.902E+08
    12   226  3  -1    1.105444E+01   1.807E+08
    13   226  3  -1    1.105337E+01   8.222E+07
    14   226  3  -1    1.105232E+01   4.876E+07
     7   227  3  -1    1.124968E+01   2.859E+07   2.339E+07   1.576E+09   0.000E+00   0.000E+00   1.391E+09   0.000E+00   1.376E+08
     5   228  3  -1    1.125811E+01   7.114E+08   2.442E+09   1.092E+11   3.413E+09   1.554E+10   4.418E+10   2.904E+10   7.677E+09
     8   228  3  -1    1.122384E+01   9.590E+07
     9   228  3  -1    1.107881E+01   1.856E+08
    10   228  3  -1    1.107693E+01   4.032E+08
    11   228  3  -1    1.107580E+01   5.721E+08
    13   228  3  -1    1.106030E+01   9.929E+07
    16   228  3  -1    1.074732E+01   1.568E+07
     6   229  3  -1    1.125966E+01   4.979E+07   7.208E+08   2.378E+10   0.000E+00   2.830E+09   1.878E+10   1.143E+08   1.530E+09
     7   229  3  -1    1.125640E+01   6.382E+08
    14   229  3  -1    1.106335E+01   5.000E+07
    10   230  3  -1    1.108187E+01   2.598E+08   9.714E+08   1.400E+10   2.439E+04   2.686E+07   1.550E+07   8.169E+09   5.777E+09
    12   230  3  -1    1.106630E+01   6.173E+07
     2   231  3  -1    1.305804E+01   1.466E+08   1.546E+10   8.518E+12   1.238E+10   5.643E+12   2.762E+12   5.101E+10   1.611E+10
     5   231  3  -1    1.126428E+01   8.987E+08
     6   231  3  -1    1.126173E+01   2.933E+09
     8   231  3  -1    1.123001E+01   2.343E+09
    10   231  3  -1    1.108310E+01   4.231E+09
    12   231  3  -1    1.106754E+01   8.892E+09
    13   231  3  -1    1.106647E+01   1.195E+07
    14   231  3  -1    1.106542E+01   9.657E+06
    15   231  3  -1    1.080734E+01   4.596E+07
    16   231  3  -1    1.075349E+01   6.939E+07
     3   232  3  -1    1.305408E+01   1.734E+08   1.441E+10   5.555E+12   8.468E+08   3.607E+12   1.835E+12   3.915E+10   5.413E+10
     6   232  3  -1    1.126214E+01   2.194E+09
     7   232  3  -1    1.125888E+01   4.554E+09
     8   232  3  -1    1.123042E+01   2.903E+09
     9   232  3  -1    1.108539E+01   2.667E+09
    13   232  3  -1    1.106689E+01   2.150E+09
    14   232  3  -1    1.106583E+01   6.897E+08
    15   232  3  -1    1.080775E+01   2.793E+07
     6   233  3  -1    1.126312E+01   6.060E+08   8.236E+09   6.170E+11   1.133E+09   3.927E+11   2.073E+11   3.428E+09   1.055E+10
     8   233  3  -1    1.123140E+01   1.760E+08
     9   233  3  -1    1.108637E+01   4.837E+09
    10   233  3  -1    1.108449E+01   1.077E+09
    12   233  3  -1    1.106893E+01   7.808E+08
    13   233  3  -1    1.106786E+01   1.762E+07
    14   233  3  -1    1.106681E+01   8.716E+08
     5   234  3  -1    1.126842E+01   7.218E+07   3.419E+09   4.173E+11   1.145E+08   2.707E+11   1.415E+11   3.492E+09   1.085E+09
     6   234  3  -1    1.126587E+01   1.854E+09
     7   234  3  -1    1.126260E+01   5.827E+08
     8   234  3  -1    1.123415E+01   1.714E+08
     9   234  3  -1    1.108912E+01   6.364E+08
    13   234  3  -1    1.107061E+01   6.942E+07
    14   234  3  -1    1.106956E+01   1.321E+08
     5   235  3  -1    1.127315E+01   4.849E+08   2.621E+09   2.450E+11   8.703E+08   1.646E+11   6.575E+10   9.708E+09   2.261E+09
     6   235  3  -1    1.127059E+01   5.764E+08
     8   235  3  -1    1.123887E+01   5.170E+07
     9   235  3  -1    1.109385E+01   1.733E+08
    10   235  3  -1    1.109197E+01   8.674E+08
    13   235  3  -1    1.107534E+01   4.172E+08
    14   235  3  -1    1.107428E+01   1.115E+08
     5   236  3  -1    1.127564E+01   3.659E+08   2.280E+09   1.213E+11   3.766E+09   5.721E+08   5.008E+10   4.501E+10   5.237E+09
     9   236  3  -1    1.109634E+01   1.666E+07
    10   236  3  -1    1.109447E+01   1.717E+08
    11   236  3  -1    1.109334E+01   1.454E+08
    12   236  3  -1    1.107890E+01   1.081E+09
    13   236  3  -1    1.107783E+01   1.922E+08
    16   236  3  -1    1.076486E+01   1.144E+07
     6   237  3  -1    1.127576E+01   8.718E+07   9.441E+09   6.413E+12   0.000E+00   2.054E+12   4.186E+12   7.522E+10   2.708E+10
     7   237  3  -1    1.127250E+01   7.876E+09
    14   237  3  -1    1.107945E+01   3.387E+07
    15   237  3  -1    1.082137E+01   1.891E+09
     1   238  3  -1    1.307754E+01   2.930E+08   1.559E+10   2.500E+12   3.615E+08   3.581E+11   2.084E+12   3.207E+10   1.447E+10
     2   238  3  -1    1.307539E+01   5.369E+07
     5   238  3  -1    1.128163E+01   2.735E+09
     8   238  3  -1    1.124736E+01   1.898E+09
     9   238  3  -1    1.110233E+01   7.065E+08
    10   238  3  -1    1.110045E+01   3.805E+09
    11   238  3  -1    1.109932E+01   1.833E+09
    12   238  3  -1    1.108489E+01   1.087E+09
    13   238  3  -1    1.108382E+01   5.753E+08
    16   238  3  -1    1.077084E+01   7.225E+07
     2   239  3  -1    1.307824E+01   3.340E+08   2.041E+10   5.712E+12   2.225E+09   2.904E+11   5.287E+12   5.606E+10   2.976E+10
     3   239  3  -1    1.307386E+01   1.467E+07
     5   239  3  -1    1.128448E+01   1.668E+09
     6   239  3  -1    1.128193E+01   4.252E+09
     8   239  3  -1    1.125021E+01   1.134E+08
     9   239  3  -1    1.110518E+01   7.302E+08
    10   239  3  -1    1.110330E+01   3.667E+09
    12   239  3  -1    1.108774E+01   4.059E+09
    13   239  3  -1    1.108667E+01   6.696E+09
    14   239  3  -1    1.108562E+01   2.459E+08
    15   239  3  -1    1.082754E+01   1.674E+07
    16   239  3  -1    1.077369E+01   4.316E+07
     6   240  3  -1    1.128827E+01   1.313E+08   4.423E+09   1.510E+11   0.000E+00   1.340E+09   1.382E+11   4.196E+09   6.455E+09
     7   240  3  -1    1.128501E+01   4.311E+09
     7   241  3  -1    1.128717E+01   1.107E+08   9.055E+07   1.211E+09   0.000E+00   0.000E+00   7.006E+08   0.000E+00   3.322E+08
     6   242  3  -1    1.129066E+01   4.848E+09   8.535E+09   4.832E+11   2.798E+08   3.760E+11   5.297E+10   3.024E+10   2.057E+10
     7   242  3  -1    1.128740E+01   2.052E+09
     8   242  3  -1    1.125894E+01   4.675E+08
    14   242  3  -1    1.109435E+01   6.993E+08
     3   243  3  -1    1.308300E+01   3.399E+08   2.357E+10   4.440E+12   8.617E+07   1.010E+11   4.125E+12   6.709E+10   1.094E+11
     6   243  3  -1    1.129107E+01   2.959E+09
     7   243  3  -1    1.128780E+01   4.590E+09
     8   243  3  -1    1.125935E+01   6.850E+09
     9   243  3  -1    1.111432E+01   4.715E+09
    13   243  3  -1    1.109581E+01   1.777E+09
    14   243  3  -1    1.109475E+01   4.893E+09
    15   243  3  -1    1.083668E+01   4.746E+07
     4   244  3  -1    1.271767E+01   6.010E+08   1.321E+10   2.784E+11   1.389E+09   1.412E+11   3.105E+10   2.756E+10   1.772E+10
     5   244  3  -1    1.129469E+01   6.811E+09
     6   244  3  -1    1.129213E+01   7.347E+08
     8   244  3  -1    1.126041E+01   5.071E+08
     9   244  3  -1    1.111539E+01   2.836E+08
    10   244  3  -1    1.111351E+01   1.240E+08
    12   244  3  -1    1.109794E+01   1.556E+09
    14   244  3  -1    1.109582E+01   6.513E+07
    15   244  3  -1    1.083774E+01   5.384E+08
