SEQ='NA'     NUCCHG=17                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  97930480.6  NPRNT=   1
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          1S2 2S2 2P6         (1)0( 0.0)        0.0 

   IC RESOLVED LEVEL INDEXING           BWNR=  98844272.0 NLVL=   190
   --------------------------
   INDX  IRSL   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
     3    78  3  -1    1.741832E+01   1.785E+09
     3    79  3  -1    1.742185E+01   1.224E+08   1.464E+09   2.306E+09   2.306E+09
     2    82  3  -1    1.750946E+01   2.959E+10   5.155E+10   3.979E+05   3.979E+05
     3    82  3  -1    1.748948E+01   7.081E+09
     2    84  3  -1    1.756119E+01   4.161E+10   3.888E+10   7.118E+10   7.118E+10
     3    84  3  -1    1.754121E+01   1.520E+10
     3    85  3  -1    1.755515E+01   2.003E+10   1.586E+10   3.582E+10   3.582E+10
     3    86  3  -1    1.756482E+01   7.549E+09   8.488E+09   1.242E+10   1.242E+10
     3    87  3  -1    1.757093E+01   2.337E+08   1.154E+10   6.425E+08   6.425E+08
     2    89  3  -1    1.759765E+01   1.663E+09   1.927E+10   1.465E+11   1.465E+11
     3    89  3  -1    1.757768E+01   2.664E+09
     3    90  3  -1    1.758513E+01   5.921E+09   1.391E+10   7.566E+09   7.566E+09
     3    91  3  -1    1.758747E+01   1.386E+09   1.247E+10   1.178E+10   1.178E+10
     3    94  3  -1    1.761136E+01   2.393E+10   2.066E+10   4.918E+10   4.918E+10
     2    95  3  -1    1.763779E+01   2.227E+09   2.239E+10   4.987E+07   4.987E+07
     3    95  3  -1    1.761781E+01   1.021E+10
     3    97  3  -1    1.764647E+01   1.330E+08   1.288E+10   6.461E+10   6.461E+10
     2    98  3  -1    1.768205E+01   3.727E+08   1.784E+10   1.073E+11   1.073E+11
     3    98  3  -1    1.766208E+01   4.321E+09
     2    99  3  -1    1.769349E+01   1.076E+10   2.796E+10   5.233E+09   5.233E+09
     3    99  3  -1    1.767351E+01   1.390E+09
     3   102  3  -1    1.771327E+01   5.882E+07   1.388E+10   7.896E+09   7.896E+09
     3   104  3  -1    1.772312E+01   2.920E+10   3.119E+10   3.552E+11   3.552E+11
     2   105  3  -1    1.775005E+01   7.608E+10   4.995E+10   6.419E+11   6.419E+11
     3   105  3  -1    1.773007E+01   2.293E+09
     2   106  3  -1    1.776599E+01   1.589E+11   1.196E+11   1.021E+12   1.021E+12
     3   106  3  -1    1.774602E+01   2.762E+10
     3   107  3  -1    1.775503E+01   2.992E+11   2.099E+11   1.551E+12   1.551E+12
     2   108  3  -1    1.778891E+01   1.494E+11   1.941E+11   1.038E+11   1.038E+11
     3   108  3  -1    1.776893E+01   1.683E+10
     2   109  3  -1    1.781568E+01   3.629E+09   1.182E+11   8.727E+09   8.727E+09
     3   109  3  -1    1.779570E+01   1.034E+11
     3   110  3  -1    1.782836E+01   3.339E+10   3.590E+10   2.651E+10   2.651E+10
     2   111  3  -1    1.784892E+01   2.995E+10   1.408E+11   2.647E+12   2.647E+12
     3   111  3  -1    1.782894E+01   4.911E+10
     2   112  3  -1    1.785955E+01   3.298E+11   2.100E+11   1.256E+11   1.256E+11
     3   112  3  -1    1.783957E+01   3.257E+10
     2   113  3  -1    1.787908E+01   5.043E+10   6.956E+10   6.076E+10   6.076E+10
     3   113  3  -1    1.785910E+01   4.219E+09
     3   115  3  -1    1.786407E+01   9.177E+09   2.194E+10   3.607E+09   3.607E+09
     3   116  3  -1    1.786594E+01   3.881E+10   3.876E+10   3.630E+10   3.630E+10
     3   117  3  -1    1.787799E+01   1.479E+09   1.348E+10   4.304E+09   4.304E+09
     3   118  3  -1    1.788994E+01   7.902E+10   6.690E+10   3.157E+10   3.157E+10
     2   119  3  -1    1.795825E+01   1.220E+11   2.212E+11   4.359E+12   4.359E+12
     3   119  3  -1    1.793827E+01   4.380E+10
     3   120  3  -1    1.796144E+01   1.068E+12   7.230E+11   7.110E+12   7.110E+12
     2   121  3  -1    1.798376E+01   1.749E+12   9.022E+11   9.667E+12   9.667E+12
     3   121  3  -1    1.796378E+01   1.761E+10
     2   122  3  -1    1.800230E+01   1.992E+10   1.043E+12   4.590E+11   4.590E+11
     3   122  3  -1    1.798232E+01   1.021E+12
     2   123  3  -1    1.800512E+01   6.450E+11   9.543E+11   5.059E+08   5.059E+08
     3   123  3  -1    1.798515E+01   1.483E+11
     2   126  3  -1    1.821865E+01   1.357E+11   9.495E+11   1.470E+13   1.470E+13
     3   126  3  -1    1.819868E+01   4.007E+11
     3   127  3  -1    1.821021E+01   1.126E+11   9.172E+10   1.302E+12   1.302E+12
     2   128  3  -1    1.825772E+01   1.933E+11   1.555E+11   7.342E+11   7.342E+11
     3   128  3  -1    1.823775E+01   4.332E+10
     3   130  3  -1    1.829627E+01   2.311E+11   1.711E+11   1.286E+11   1.286E+11
     2   131  3  -1    1.836009E+01   2.263E+10   1.070E+11   3.267E+12   3.267E+12
     3   131  3  -1    1.834012E+01   8.027E+10
     2   132  3  -1    1.838380E+01   1.974E+11   2.204E+11   1.639E+12   1.639E+12
     3   132  3  -1    1.836383E+01   3.837E+09
     2   133  3  -1    1.876682E+01   5.334E+09   2.659E+10   1.717E+14   1.717E+14
     3   133  3  -1    1.874685E+01   1.568E+08
     3   134  3  -1    1.875594E+01   1.100E+08   2.347E+10   1.771E+14   1.771E+14
     4   135  3  -1    1.757504E+01   2.550E+08   1.553E+10   1.244E+09   1.244E+09
     4   136  3  -1    1.758071E+01   1.356E+09   1.642E+10   1.159E+09   1.159E+09
     5   136  3  -1    1.757815E+01   3.740E+07
     4   137  3  -1    1.759070E+01   1.347E+08   1.729E+10   6.650E+09   6.650E+09
     5   137  3  -1    1.758814E+01   2.230E+09
     5   138  3  -1    1.760492E+01   4.509E+09   1.831E+10   1.350E+11   1.350E+11
     2   140  3  -1    1.918793E+01   1.526E+08   6.540E+10   3.884E+13   3.884E+13
     3   140  3  -1    1.916795E+01   1.424E+08
     5   142  3  -1    1.765741E+01   5.884E+09   1.879E+10   7.317E+10   7.317E+10
     4   143  3  -1    1.767488E+01   3.222E+09   2.143E+10   3.535E+11   3.535E+11
     5   143  3  -1    1.767231E+01   5.545E+09
     5   145  3  -1    1.769173E+01   4.541E+09   1.719E+10   1.172E+10   1.172E+10
     4   146  3  -1    1.770940E+01   6.216E+10   8.010E+10   2.020E+10   2.020E+10
     5   146  3  -1    1.770684E+01   2.328E+09
     4   147  3  -1    1.772551E+01   8.794E+09   6.380E+10   5.843E+11   5.843E+11
     5   147  3  -1    1.772294E+01   4.286E+10
     4   148  3  -1    1.773342E+01   2.404E+09   3.305E+10   2.132E+11   2.132E+11
     5   148  3  -1    1.773085E+01   1.415E+10
     4   149  3  -1    1.775733E+01   4.662E+08   2.491E+10   1.168E+07   1.168E+07
     5   149  3  -1    1.775477E+01   3.709E+09
     5   150  3  -1    1.776543E+01   2.418E+09   1.494E+10   9.061E+12   9.061E+12
     4   151  3  -1    1.776940E+01   6.808E+10   6.019E+10   2.317E+13   2.317E+13
     5   151  3  -1    1.776683E+01   1.679E+09
     1   152  3  -1    2.043673E+01   1.415E+08   2.241E+10   2.000E+10   2.000E+10
     4   152  3  -1    1.777870E+01   1.707E+09
     4   153  3  -1    1.779020E+01   3.549E+09   3.336E+10   4.805E+09   4.805E+09
     5   153  3  -1    1.778763E+01   1.578E+10
     1   154  3  -1    2.045636E+01   1.520E+09   2.989E+10   3.967E+11   3.967E+11
     4   154  3  -1    1.779834E+01   1.194E+10
     5   154  3  -1    1.779578E+01   1.470E+08
     5   155  3  -1    1.779974E+01   2.500E+10   3.278E+10   1.336E+13   1.336E+13
     1   157  3  -1    2.046945E+01   1.785E+09   1.999E+10   6.675E+11   6.675E+11
     4   157  3  -1    1.781142E+01   3.800E+07
     5   159  3  -1    1.783941E+01   1.178E+11   1.055E+11   3.026E+13   3.026E+13
     4   161  3  -1    1.787855E+01   9.468E+09   5.820E+10   4.324E+12   4.324E+12
     5   161  3  -1    1.787598E+01   3.335E+10
     1   163  3  -1    2.054327E+01   1.100E+09   1.410E+11   7.097E+10   7.097E+10
     4   163  3  -1    1.788524E+01   1.221E+11
     5   163  3  -1    1.788268E+01   7.825E+08
     4   164  3  -1    1.788857E+01   1.082E+10   3.619E+10   6.759E+09   6.759E+09
     5   164  3  -1    1.788601E+01   4.425E+09
     4   165  3  -1    1.794232E+01   3.774E+11   4.046E+11   8.888E+13   8.888E+13
     5   165  3  -1    1.793976E+01   1.373E+11
     1   166  3  -1    2.061026E+01   8.943E+08   1.323E+11   1.176E+12   1.176E+12
     4   166  3  -1    1.795224E+01   5.612E+10
     1   167  3  -1    2.062577E+01   1.329E+09   1.189E+11   8.317E+11   8.317E+11
     4   167  3  -1    1.796775E+01   6.426E+09
     5   167  3  -1    1.796518E+01   6.210E+10
     5   168  3  -1    1.796596E+01   3.931E+11   3.041E+11   4.632E+13   4.632E+13
     4   169  3  -1    1.797747E+01   6.394E+11   4.969E+11   5.162E+13   5.162E+13
     5   169  3  -1    1.797491E+01   5.688E+10
     1   170  3  -1    2.066637E+01   9.106E+08   6.862E+10   5.309E+11   5.309E+11
     4   170  3  -1    1.800835E+01   8.415E+08
     5   170  3  -1    1.800578E+01   3.180E+10
     4   171  3  -1    1.800879E+01   2.093E+11   1.583E+11   1.275E+13   1.275E+13
     5   171  3  -1    1.800623E+01   2.381E+09
     1   172  3  -1    2.067085E+01   2.233E+08   5.944E+10   3.519E+11   3.519E+11
     4   172  3  -1    1.801282E+01   1.987E+10
     5   174  3  -1    1.808097E+01   6.032E+11   4.609E+11   8.332E+13   8.332E+13
     4   175  3  -1    1.809235E+01   3.481E+10   1.236E+12   1.135E+12   1.135E+12
     5   175  3  -1    1.808979E+01   1.199E+12
     1   176  3  -1    2.075826E+01   2.486E+08   1.288E+12   3.603E+11   3.603E+11
     4   176  3  -1    1.810024E+01   9.042E+11
     5   176  3  -1    1.809768E+01   2.461E+11
     1   177  3  -1    2.076344E+01   4.461E+09   1.029E+12   8.061E+12   8.061E+12
     4   177  3  -1    1.810542E+01   5.036E+11
     1   178  3  -1    2.081103E+01   1.022E+10   1.042E+12   7.691E+12   7.691E+12
     4   178  3  -1    1.815301E+01   4.094E+11
     5   178  3  -1    1.815044E+01   4.070E+11
     1   179  3  -1    2.095374E+01   1.598E+09   2.995E+11   4.735E+12   4.735E+12
     4   179  3  -1    1.829571E+01   1.542E+10
     5   179  3  -1    1.829315E+01   1.737E+11
     1   181  3  -1    2.104208E+01   1.189E+08   7.352E+10   2.411E+09   2.411E+09
     5   181  3  -1    1.838149E+01   3.057E+07
     1   183  3  -1    2.108811E+01   1.592E+09   2.367E+11   5.302E+12   5.302E+12
     4   183  3  -1    1.843008E+01   1.060E+11
     1   184  3  -1    2.134694E+01   1.190E+11   1.922E+11   3.980E+13   3.980E+13
     4   184  3  -1    1.868892E+01   3.987E+09
     1   185  3  -1    2.135413E+01   2.445E+11   1.952E+11   3.678E+13   3.678E+13
     4   185  3  -1    1.869610E+01   7.519E+08
     5   185  3  -1    1.869354E+01   3.747E+09
     1   186  3  -1    2.170153E+01   1.035E+10   7.962E+10   6.009E+13   6.009E+13
     4   186  3  -1    1.904351E+01   1.345E+08
     1   187  3  -1    2.170881E+01   1.494E+10   7.566E+10   6.398E+13   6.398E+13
     5   187  3  -1    1.904822E+01   1.319E+08
     3   188  3  -1    2.120871E+01   9.112E+10   1.310E+11   5.940E+12   5.940E+12
     2   189  3  -1    2.122992E+01   1.134E+11   1.337E+11   6.060E+12   6.060E+12
     3   189  3  -1    2.120994E+01   7.117E+09
     2   190  3  -1    2.124930E+01   1.928E+08   7.428E+10   1.728E+10   1.728E+10
     2   191  3  -1    2.125747E+01   2.683E+09   7.549E+10   9.235E+10   9.235E+10
     3   192  3  -1    2.125146E+01   4.506E+09   7.711E+10   2.934E+11   2.934E+11
     2   193  3  -1    2.137935E+01   1.400E+11   2.864E+11   1.347E+10   1.347E+10
     3   193  3  -1    2.135938E+01   3.255E+10
     2   194  3  -1    2.139475E+01   6.047E+10   2.867E+11   2.073E+10   2.073E+10
     3   194  3  -1    2.137477E+01   1.752E+11
     2   199  3  -1    2.173513E+01   1.522E+10   1.321E+11   1.326E+13   1.326E+13
     3   199  3  -1    2.171515E+01   2.021E+10
     2   200  3  -1    2.199262E+01   9.096E+08   6.455E+10   1.593E+13   1.593E+13
     3   200  3  -1    2.197264E+01   1.142E+08
     3   201  3  -1    2.197410E+01   8.247E+08   6.454E+10   1.572E+13   1.572E+13
     2   202  3  -1    2.229656E+01   1.266E+10   7.963E+10   3.408E+13   3.408E+13
     3   202  3  -1    2.227659E+01   1.450E+09
     3   203  3  -1    2.227758E+01   1.143E+10   7.954E+10   3.430E+13   3.430E+13
     4   204  3  -1    2.110102E+01   2.348E+08   6.450E+10   1.694E+08   2.249E+06
     4   205  3  -1    2.110587E+01   3.966E+08   6.471E+10   1.737E+09   1.147E+09
     5   205  3  -1    2.110331E+01   5.979E+07
     5   206  3  -1    2.111023E+01   2.876E+08   6.479E+10   1.708E+09   1.156E+09
     4   208  3  -1    2.120168E+01   1.582E+10   1.127E+11   5.100E+10   3.557E+10
     5   208  3  -1    2.119912E+01   3.173E+10
     4   209  3  -1    2.120316E+01   3.641E+10   1.098E+11   1.085E+10   1.006E+09
     5   209  3  -1    2.120059E+01   2.181E+09
     4   210  3  -1    2.123853E+01   1.674E+11   1.947E+11   1.729E+12   1.481E+12
     5   210  3  -1    2.123596E+01   1.582E+10
     5   211  3  -1    2.124869E+01   1.739E+11   1.975E+11   1.717E+12   1.464E+12
     5   213  3  -1    2.138207E+01   3.729E+07   7.233E+10   3.816E+11   1.347E+09
     4   214  3  -1    2.138836E+01   2.403E+07   7.216E+10   3.766E+11   1.040E+09
     4   215  3  -1    2.140306E+01   1.013E+08   7.656E+10   1.129E+11   3.853E+09
     5   216  3  -1    2.140355E+01   4.047E+07   7.635E+10   1.164E+11   1.433E+09
     4   219  3  -1    2.151541E+01   3.710E+08   1.828E+11   2.703E+12   1.658E+12
     5   219  3  -1    2.151285E+01   7.043E+10
     4   220  3  -1    2.152215E+01   5.490E+10   1.867E+11   2.897E+12   1.813E+12
     4   221  3  -1    2.154148E+01   9.193E+10   1.727E+11   2.362E+11   1.358E+11
     4   222  3  -1    2.154570E+01   1.141E+10   1.713E+11   2.990E+10   1.329E+08
     5   222  3  -1    2.154313E+01   8.296E+10
     4   223  3  -1    2.185088E+01   3.329E+10   1.043E+11   2.641E+12   2.617E+12
     5   223  3  -1    2.184832E+01   2.130E+09
     5   224  3  -1    2.184849E+01   2.976E+10   1.028E+11   2.657E+12   2.628E+12
     1   225  3  -1    2.458626E+01   3.377E+08   1.109E+11   8.018E+12   2.670E+11
     4   225  3  -1    2.192823E+01   2.688E+09
     5   225  3  -1    2.192567E+01   2.036E+10
     1   226  3  -1    2.458650E+01   1.886E+08   1.080E+11   8.073E+12   2.358E+11
     4   226  3  -1    2.192847E+01   1.536E+10
     2   236  3  -1    2.462168E+01   6.248E+08   7.195E+10   1.126E+13   1.049E+11
     3   236  3  -1    2.460171E+01   6.499E+07
     3   237  3  -1    2.460174E+01   5.544E+08   7.236E+10   1.124E+13   1.047E+11
     2   240  3  -1    2.470289E+01   1.622E+08   7.262E+10   1.997E+12   6.599E+07
     3   240  3  -1    2.468292E+01   3.554E+07
     3   241  3  -1    2.468440E+01   2.027E+08   7.242E+10   2.011E+12   5.836E+07
     2   242  3  -1    2.504193E+01   6.483E+08   7.626E+10   1.387E+13   1.369E+12
     3   242  3  -1    2.502195E+01   6.892E+08

   NRSLMX=   6    NVMAX=   3    LVMAX=  -1

C--------------------------------------------------------------------------------------------------------------
C
C                                                                            
C
C--------------------------------------------------------------------------------------------------------------
