SEQ='NA'     NUCCHG=29                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 319722144.1  NPRNT=   1
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          1S2 2S2 2P6         (1)0( 0.0)        0.0 

   IC RESOLVED LEVEL INDEXING           BWNR= 325118993.9 NLVL=   197
   --------------------------
   INDX  IRSL   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
    72    78    1S2 2S2 2P5 3P1 3D1 (2)3( 2.5)  8789883.7*
    73    79    1S2 2S2 2P5 3P1 3D1 (2)1( 0.5)  8790202.7*
    74    81    1S2 2S2 2P5 3S1 3D1 (2)1( 1.5)  8796348.1*
    75    82    1S2 2S2 2P5 3P1 3D1 (4)1( 0.5)  8803301.4*
    76    84    1S2 2S2 2P5 3P1 3D1 (4)1( 1.5)  8810104.7*
    77    85    1S2 2S2 2P5 3P1 3D1 (4)2( 2.5)  8818055.9*
    78    86    1S2 2S2 2P5 3P1 3D1 (4)0( 1.5)  8819934.8*
    79    88    1S2 2S2 2P5 3P1 3D1 (4)1( 2.5)  8824577.0*
    80    90    1S2 2S2 2P5 3P1 3D1 (4)3( 1.5)  8830951.1*
    81    92    1S2 2S2 2P5 3P1 3D1 (2)2( 1.5)  8843428.2*
    82    93    1S2 2S2 2P5 3P1 3D1 (2)3( 2.5)  8845124.9*
    83    95    1S2 2S2 2P5 3P1 3D1 (4)1( 2.5)  8854084.0*
    84    97    1S2 2S2 2P5 3P1 3D1 (4)2( 0.5)  8861045.1*
    85    98    1S2 2S2 2P5 3P1 3D1 (4)2( 1.5)  8870962.9*
    86    99    1S2 2S2 2P5 3P1 3D1 (4)2( 2.5)  8874208.2*
    87   100    1S2 2S2 2P5 3P1 3D1 (2)2( 1.5)  8880223.9*
    88   101    1S2 2S2 2P5 3P1 3D1 (2)1( 0.5)  8889444.5*
    89   102    1S2 2S2 2P5 3P1 3D1 (2)0( 0.5)  8900078.3*
    90   103    1S2 2S2 2P5 3P1 3D1 (4)3( 2.5)  8904905.2*
    91   104    1S2 2S2 2P5 3P1 3D1 (2)2( 1.5)  8918257.6*
    92   105    1S2 2S2 2P5 3P1 3D1 (4)4( 2.5)  8927164.9*
    93   108    1S2 2S2 2P5 3P1 3D1 (2)2( 2.5)  8957245.6*
    94   110    1S2 2S2 2P5 3P1 3D1 (2)1( 1.5)  8960064.8*
    95   111    1S2 2S2 2P5 3P1 3D1 (2)3( 2.5)  8963743.9*
    96   112    1S2 2S2 2P5 3P1 3D1 (4)3( 1.5)  8965524.4*
    97   113    1S2 2S2 2P5 3P1 3D1 (2)0( 0.5)  8968727.3*
    98   115    1S2 2S2 2P5 3P1 3D1 (2)3( 2.5)  8979655.1*
    99   116    1S2 2S2 2P5 3P1 3D1 (2)1( 1.5)  8987285.3*
   100   118    1S2 2S2 2P5 3P1 3D1 (4)3( 2.5)  9009942.7*
   101   119    1S2 2S2 2P5 3P1 3D1 (2)1( 1.5)  9014687.1*
   102   120    1S2 2S2 2P5 3P1 3D1 (4)2( 1.5)  9025161.3*
   103   121    1S2 2S2 2P5 3P1 3D1 (4)2( 0.5)  9025938.5*
   104   123    1S2 2S2 2P5 3P1 3D1 (2)2( 2.5)  9031777.0*
   105   124    1S2 2S2 2P5 3P1 3D1 (2)2( 1.5)  9033004.5*
   106   125    1S2 2S1 2P6 3S2     (2)0( 0.5)  9034502.7*
   107   126    1S2 2S2 2P5 3P1 3D1 (2)2( 2.5)  9053367.6*
   108   127    1S2 2S2 2P5 3P1 3D1 (2)1( 0.5)  9056071.4*
   109   128    1S2 2S2 2P5 3P1 3D1 (4)1( 1.5)  9083831.1*
   110   129    1S2 2S2 2P5 3P1 3D1 (4)1( 0.5)  9107581.9*
