SEQ='NE'     NUCCHG=13                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  51820567.8  NPRNT= 114
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     6    32  3  -1    1.096209E+02   3.610E+12   2.560E+13   6.643E+14   5.373E+12   4.579E+12   2.793E+12   3.223E+10   1.218E+10   2.502E+09
                                                                          1.147E+10   2.893E+09   1.381E+11   1.418E+10   1.093E+11   7.589E+10
                                                                          5.680E+10   4.278E+11   2.955E+10   2.504E+10   9.878E+09   7.766E+11
                                                                          7.711E+11   4.836E+12   2.493E+11   1.016E+13   1.244E+13   3.890E+10
                                                                          2.190E+13   1.574E+14   4.320E+13   9.570E+13   1.724E+13   3.253E+13
                                                                          5.253E+10   1.107E+10   3.142E+09   5.543E+08   1.405E+04   8.477E+08
                                                                          3.739E+13   7.775E+08   1.292E+09   5.304E+08   1.062E+09   6.327E+09
                                                                          7.918E+12   1.799E+10   3.244E+09   4.467E+08   2.612E+09   1.504E+10
                                                                          1.320E+10   4.959E+05   2.406E+06   8.432E+09   9.700E+10   2.577E+10
                                                                          5.463E+10   9.872E+07   2.701E+10   9.129E+09   1.751E+10   1.995E+09
                                                                          8.003E+07   2.824E+09   8.381E+08   7.614E+11   5.921E+11   3.915E+12
                                                                          1.609E+13   2.910E+12   7.586E+11   1.024E+11   1.010E+13   4.437E+12
                                                                          5.611E+11   3.339E+12   2.425E+11   2.183E+12   5.030E+11   2.586E+11
                                                                          2.237E+11   4.221E+10   8.395E+05   8.068E+06   1.796E+06   5.869E+05
                                                                          1.071E+07   1.400E+05   2.290E+06   1.370E+08   4.337E+06   1.341E+08
                                                                          1.252E+07   3.413E+06   1.791E+05   1.689E+08   2.001E+07   5.211E+08
                                                                          1.065E+09   5.511E+12   6.151E+13   6.934E+12   3.494E+13   1.421E+13
                                                                          5.680E+11   6.652E+09   2.909E+10   1.776E+11   1.111E+10   2.682E+10
                                                                          6.709E+10   1.520E+09   3.653E+13   1.335E+10   1.204E+11   0.000E+00
     7    32  3  -1    1.095577E+02   8.607E+12
     8    32  3  -1    1.095486E+02   6.998E+11
     9    32  3  -1    1.095344E+02   1.637E+10
    10    32  3  -1    1.095106E+02   3.704E+12
    11    32  3  -1    1.094975E+02   1.391E+12
    13    32  3  -1    1.094837E+02   4.085E+12
    14    32  3  -1    1.094797E+02   3.410E+12
     1    33  3  -1    1.155467E+02   5.451E+12   2.740E+13   6.593E+14   5.640E+12   3.062E+12   1.695E+10   2.530E+07   1.459E+07   5.131E+06
                                                                          6.988E+09   3.811E+09   6.592E+10   3.527E+10   1.012E+11   1.596E+11
                                                                          4.476E+10   3.043E+11   9.194E+10   2.723E+10   2.446E+10   5.603E+11
                                                                          6.378E+11   3.487E+12   3.324E+11   7.451E+12   1.840E+13   1.088E+10
                                                                          7.090E+13   1.120E+14   5.127E+13   8.085E+13   1.768E+13   3.466E+13
                                                                          2.894E+03   1.451E+08   3.447E+07   3.337E+07   2.083E+04   1.233E+04
                                                                          3.045E+13   1.454E+09   1.561E+08   1.075E+09   7.858E+03   5.862E+08
                                                                          1.339E+13   4.653E+09   2.225E+09   2.595E+10   3.590E+09   4.238E+10
                                                                          1.141E+10   5.749E+06   7.192E+06   7.824E+10   1.208E+11   5.993E+10
                                                                          6.586E+10   1.866E+06   4.031E+10   6.718E+10   2.122E+10   1.563E+10
                                                                          5.473E+07   3.017E+09   6.327E+08   8.654E+11   4.670E+11   1.821E+10
                                                                          4.437E-01   4.861E+10   7.121E+10   2.978E+10   1.643E+12   2.760E+11
                                                                          3.366E+10   1.339E+13   1.006E+13   8.959E+12   4.666E+12   1.153E+13
                                                                          1.896E+11   7.952E+10   1.127E+06   5.685E+06   7.292E+03   0.000E+00
                                                                          7.067E+06   6.895E+06   2.758E+06   1.331E+08   1.854E+07   1.141E+08
                                                                          7.178E+06   4.506E+06   3.946E+07   1.121E+08   2.465E+07   5.208E+08
                                                                          8.584E+08   2.462E+13   4.326E+13   1.323E+13   2.903E+13   6.788E+12
                                                                          4.068E+11   1.668E+11   8.098E+10   1.269E+11   1.455E+10   2.321E+10
                                                                          2.976E+11   1.052E+13   2.601E+13   4.723E+10   8.398E+10   0.000E+00
     6    33  3  -1    1.096630E+02   8.529E+10
     8    33  3  -1    1.095907E+02   6.514E+11
     9    33  3  -1    1.095765E+02   1.219E+12
    10    33  3  -1    1.095528E+02   3.436E+12
    11    33  3  -1    1.095396E+02   4.384E+12
    12    33  3  -1    1.095273E+02   5.519E+10
    13    33  3  -1    1.095259E+02   4.406E+12
    14    33  3  -1    1.095218E+02   2.938E+12
    15    33  3  -1    1.089795E+02   8.331E+12
    16    34  3  -1    1.096356E+02   8.469E+12   2.563E+13   6.483E+14   1.087E+11   2.386E+09   1.120E+11   2.603E+07   9.289E+07   4.832E+07
                                                                          5.285E+09   4.898E+09   2.548E+10   7.333E+10   2.212E+08   1.981E+09
                                                                          2.783E+09   6.230E+03   1.659E+09   5.948E+09   4.745E+09   5.436E+07
                                                                          1.052E+09   8.000E+07   2.146E+07   1.638E+08   3.501E+08   1.097E+11
                                                                          6.110E+10   1.431E+05   9.479E+09   5.206E+08   3.770E+08   1.443E+08
                                                                          2.932E+10   1.432E+11   1.706E+11   4.519E+10   0.000E+00   3.064E+11
                                                                          2.500E+09   7.396E+10   5.989E+10   5.636E+10   5.395E+10   4.667E+10
                                                                          1.039E+10   1.941E+10   1.376E+10   2.886E+12   1.116E+12   1.127E+12
                                                                          3.703E+11   1.430E+14   0.000E+00   2.335E+13   2.328E+13   1.457E+13
                                                                          3.426E+12   1.470E+13   1.135E+14   5.220E+13   2.364E+11   4.665E+13
