SEQ='NE'     NUCCHG=15                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  71808099.1  NPRNT= 114
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
                                                                          5.172E+01   1.115E+13   1.180E+13   1.184E+02   4.246E+10   4.394E+12
                                                                          1.152E+03   4.409E+12   1.642E+12   2.196E+12   5.284E+11   3.437E+11
                                                                          1.010E+11   3.947E+11   5.632E+10   1.167E+11   1.050E+11   8.707E+10
                                                                          6.268E+13   7.597E+02   4.242E+12   2.334E+13   4.083E+13   3.813E+12
                                                                          6.227E+06   3.264E+11   6.429E+10   4.002E+13   5.268E+05   0.000E+00
    17    34  3  -1    1.485989E+02   6.590E+12
    18    34  3  -1    1.485803E+02   6.553E+11
    21    34  3  -1    1.485333E+02   1.296E+13
    23    34  3  -1    1.484712E+02   9.326E+12
    24    34  3  -1    1.484627E+02   2.024E+12
    26    34  3  -1    1.484496E+02   9.796E+11
    27    34  3  -1    1.483406E+02   5.761E+11
     3    35  3  -1    1.505795E+02   4.579E+09   4.962E+13   7.041E+14   2.096E+11   9.691E+10   1.024E+11   7.835E+07   4.401E+08   1.071E+08
                                                                          1.089E+10   1.009E+10   2.744E+10   7.455E+10   1.613E+09   2.702E+09
                                                                          6.201E+08   1.383E+09   1.036E+10   3.917E+09   1.380E+09   9.825E+10
                                                                          3.284E+09   1.104E+09   4.119E+08   5.999E+07   1.125E+09   8.484E+08
                                                                          7.860E+10   9.211E+08   1.234E+10   3.655E+08   2.365E+09   1.032E+09
                                                                          4.687E+09   7.856E+10   3.607E+11   4.613E+11   1.344E+11   7.671E+09
                                                                          1.241E+10   8.857E+11   1.621E+11   1.575E+11   6.158E+10   2.000E+11
                                                                          1.771E+11   2.725E+10   4.700E+10   2.799E+12   8.323E+12   3.665E+12
                                                                          8.216E+11   1.546E+14   1.622E+12   2.315E+13   2.640E+13   6.164E+13
                                                                          1.599E+13   1.630E+13   6.256E+13   5.000E+13   9.253E+11   4.893E+13
                                                                          7.960E+08   2.868E+09   4.479E+08   4.516E+09   2.541E+08   6.421E+07
                                                                          2.441E+07   2.202E+08   8.056E+07   2.348E+07   4.523E+08   3.258E+08
                                                                          2.632E+09   1.153E+07   5.640E+09   2.037E+09   2.142E+09   3.959E+10
                                                                          1.308E+10   2.650E+10   6.371E+11   3.391E+12   1.973E+12   1.101E+02
                                                                          1.102E+13   3.955E+12   6.047E+11   1.612E+12   4.454E+12   8.779E+11
                                                                          3.820E+12   3.165E+12   2.075E+12   1.870E+11   4.082E+12   9.364E+11
                                                                          4.016E+12   3.905E+11   6.016E+10   1.160E+11   1.061E+11   9.184E+10
                                                                          6.367E+13   6.305E+11   4.510E+12   2.112E+13   4.045E+13   4.343E+12
                                                                          6.438E+07   3.075E+11   6.762E+10   3.957E+13   4.554E+11   0.000E+00
     5    35  3  -1    1.504770E+02   4.710E+09
    17    35  3  -1    1.485990E+02   6.294E+12
    18    35  3  -1    1.485804E+02   2.313E+12
    20    35  3  -1    1.485580E+02   1.628E+13
    21    35  3  -1    1.485334E+02   9.684E+11
    22    35  3  -1    1.485184E+02   5.831E+09
    23    35  3  -1    1.484713E+02   1.984E+12
    24    35  3  -1    1.484628E+02   1.310E+13
    25    35  3  -1    1.484540E+02   3.628E+11
    26    35  3  -1    1.484497E+02   1.205E+11
    27    35  3  -1    1.483407E+02   8.047E+12
    18    36  3  -1    1.485817E+02   9.563E+12   4.968E+13   7.041E+14   1.860E+11   2.320E+11   1.439E+11   2.918E+08   1.220E+08   3.004E+08
                                                                          9.835E+09   1.710E+09   9.080E+10   2.122E+10   4.080E+09   5.454E+08
                                                                          6.014E+04   1.387E+10   2.823E+09   8.430E+08   3.048E+05   1.071E+11
                                                                          4.516E+09   1.676E+05   6.580E+08   2.670E+07   1.876E+07   4.451E+04
                                                                          2.563E+09   7.402E+10   1.104E+09   1.282E+10   1.614E+08   6.115E+08
                                                                          1.647E+10   3.463E+11   1.745E+11   2.744E+09   5.130E+10   8.331E+08
                                                                          1.091E+12   9.727E+10   1.681E+10   4.883E+10   1.480E+11   6.827E+10
                                                                          7.916E+11   2.479E+11   3.917E+11   2.153E+12   1.677E+11   3.003E+12
                                                                          6.280E+12   9.704E+12   1.425E+14   1.254E+13   3.320E+13   4.479E+13
                                                                          1.041E+14   1.354E+13   3.747E+13   1.728E+13   5.011E+13   9.626E+10
                                                                          4.467E+09   3.128E+08   7.307E+05   2.361E+09   5.027E+08   8.718E+07
                                                                          1.440E+08   1.757E+08   3.957E+07   1.009E+07   1.094E+09   2.263E+07
                                                                          6.128E+09   5.585E+07   4.360E+07   3.931E+07   1.369E+09   3.426E+10
                                                                          5.880E+10   3.338E+08   3.111E+04   6.966E+11   6.271E+12   1.470E+13
                                                                          1.899E+12   5.008E+11   9.078E+08   7.670E+12   3.609E+12   1.072E+06
                                                                          6.854E+12   8.407E+11   1.110E+11   1.968E+11   2.697E+12   4.006E+07
                                                                          3.779E+11   2.716E+10   3.943E+11   5.737E+10   1.986E+11   8.356E+10
                                                                          2.554E+12   6.050E+13   2.734E+13   1.231E+08   2.710E+12   4.196E+13
                                                                          7.146E+06   1.618E+07   3.820E+11   2.005E+05   4.003E+13   0.000E+00
    19    36  3  -1    1.485719E+02   1.666E+13
    20    36  3  -1    1.485593E+02   3.023E+11
    21    36  3  -1    1.485347E+02   1.715E+11
    22    36  3  -1    1.485197E+02   5.076E+12
    24    36  3  -1    1.484641E+02   9.260E+11
    25    36  3  -1    1.484553E+02   1.114E+13
    26    36  3  -1    1.484510E+02   5.776E+12
     5    37  3  -1    1.504785E+02   2.053E+10   4.954E+13   7.040E+14   1.447E+11   1.104E+10   4.620E+10   2.868E+08   1.250E+08   2.812E+08
                                                                          9.835E+09   1.827E+09   9.015E+10   2.186E+10   5.558E+08   4.165E+08
                                                                          6.922E+07   1.496E+07   3.181E+08   6.398E+08   4.154E+08   1.037E+11
                                                                          6.770E+09   1.096E+09   8.951E+09   1.243E+09   4.293E+09   5.920E+08
                                                                          4.337E+09   7.819E+10   1.647E+09   1.684E+10   1.001E+09   4.830E+09
                                                                          7.730E+09   3.432E+11   1.767E+11   8.023E+09   5.224E+10   7.451E+08
                                                                          1.078E+12   1.063E+11   1.849E+10   5.073E+10   1.471E+11   6.978E+10
                                                                          7.846E+11   2.453E+11   3.878E+11   2.163E+12   2.616E+11   3.011E+12
                                                                          6.217E+12   1.137E+13   1.409E+14   1.280E+13   3.312E+13   4.498E+13
                                                                          1.031E+14   1.358E+13   3.776E+13   1.765E+13   4.955E+13   6.583E+11
                                                                          3.263E+08   8.245E+08   1.214E+08   5.051E+09   5.490E+09   8.047E+07
                                                                          1.349E+08   1.891E+08   3.713E+07   9.031E+06   1.077E+09   2.796E+07
                                                                          5.993E+09   5.767E+07   1.157E+08   5.799E+07   1.413E+09   3.277E+10
                                                                          1.356E+10   3.748E+09   2.784E+11   1.522E+12   1.136E+12   4.687E+01
                                                                          2.815E+12   1.053E+12   5.844E+11   4.150E+12   2.878E+12   6.117E+11
                                                                          3.108E+12   1.260E+12   9.167E+12   6.601E+12   4.326E+12   3.352E+12
                                                                          4.136E+12   3.135E+10   3.906E+11   5.817E+10   1.977E+11   9.466E+10
                                                                          3.453E+12   5.917E+13   2.536E+13   1.037E+11   3.491E+12   4.303E+13
                                                                          1.433E+08   2.111E+09   3.590E+11   4.553E+11   3.957E+13   0.000E+00
    17    37  3  -1    1.486005E+02   3.561E+12
    18    37  3  -1    1.485819E+02   3.917E+12
    20    37  3  -1    1.485595E+02   7.185E+10
    21    37  3  -1    1.485349E+02   2.498E+12
    22    37  3  -1    1.485199E+02   1.151E+13
    23    37  3  -1    1.484728E+02   5.158E+12
    24    37  3  -1    1.484643E+02   4.841E+11
    25    37  3  -1    1.484555E+02   5.061E+12
    26    37  3  -1    1.484512E+02   9.604E+12
    27    37  3  -1    1.483422E+02   7.468E+12

   NRSLMX=   6    NVMAX=   3    LVMAX=  -1

C--------------------------------------------------------------------------------------------------------------
C
C                                                                            
C
C--------------------------------------------------------------------------------------------------------------
