SEQ='MG'     NUCCHG=15                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  74085886.5  NPRNT=   5
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          1S2 2S2 2P6 3S1     (2)0( 0.5)        0.0 
     2          1S2 2S2 2P6 3P1     (2)1( 0.5)    86683.0 
     3          1S2 2S2 2P6 3P1     (2)1( 1.5)    87642.8 
     4          1S2 2S2 2P6 3D1     (2)2( 1.5)   203276.5 
     5          1S2 2S2 2P6 3D1     (2)2( 2.5)   203366.0 

   IC RESOLVED LEVEL INDEXING           BWNR=  74496363.9 NLVL=   165
   --------------------------
   INDX  IRSL   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
    14   507  3  -1    1.583061E+02   1.279E+11
     6   508  3  -1    1.585073E+02   3.094E+11   5.406E+13   7.356E+14   0.000E+00   2.624E+09   6.789E+09   5.313E+08   7.943E+09
     7   508  3  -1    1.585034E+02   2.948E+12
    14   508  3  -1    1.583108E+02   1.567E+12
     5   509  3  -1    1.585153E+02   3.038E+10   5.262E+13   7.353E+14   5.922E+04   5.953E+08   1.104E+09   1.128E+11   1.566E+11
     8   509  3  -1    1.584808E+02   1.767E+12
     9   509  3  -1    1.583358E+02   2.224E+09
    11   509  3  -1    1.583321E+02   3.561E+10
     1   510  3  -1    1.603458E+02   1.392E+10   5.386E+13   7.361E+14   3.734E+07   6.611E+08   6.923E+09   6.551E+08   1.402E+09
     2   510  3  -1    1.603433E+02   3.564E+09
     5   510  3  -1    1.585607E+02   1.139E+12
     8   510  3  -1    1.585263E+02   2.603E+10
     9   510  3  -1    1.583813E+02   2.235E+10
    10   510  3  -1    1.583790E+02   6.451E+11
    11   510  3  -1    1.583776E+02   2.993E+12
    12   510  3  -1    1.583636E+02   4.624E+11
    13   510  3  -1    1.583623E+02   7.807E+10
     2   511  3  -1    1.603444E+02   1.070E+10   5.386E+13   7.361E+14   3.852E+07   1.778E+09   5.903E+09   3.792E+08   6.057E+08
     3   511  3  -1    1.603391E+02   2.206E+09
     5   511  3  -1    1.585619E+02   2.589E+11
     6   511  3  -1    1.585588E+02   1.186E+12
     9   511  3  -1    1.583824E+02   3.822E+11
    10   511  3  -1    1.583801E+02   2.350E+12
    13   511  3  -1    1.583634E+02   4.350E+11
    14   511  3  -1    1.583622E+02   4.987E+10
     3   512  3  -1    1.603412E+02   1.238E+10   5.386E+13   7.361E+14   4.011E+07   3.492E+09   4.315E+09   1.870E+08   4.064E+08
     5   512  3  -1    1.585640E+02   1.006E+10
     6   512  3  -1    1.585609E+02   1.974E+11
     7   512  3  -1    1.585569E+02   1.314E+12
     9   512  3  -1    1.583845E+02   2.696E+12
    13   512  3  -1    1.583655E+02   4.063E+09
    14   512  3  -1    1.583643E+02   3.988E+11
     5   513  3  -1    1.585891E+02   1.747E+12   5.098E+13   7.381E+14   8.262E-02   1.048E+10   3.577E+09   4.828E+11   5.827E+10
     6   513  3  -1    1.585860E+02   1.393E+11
     7   513  3  -1    1.585821E+02   2.150E+09
     8   513  3  -1    1.585547E+02   1.202E+10
     6   514  3  -1    1.585864E+02   1.645E+12   5.098E+13   7.381E+14   0.000E+00   5.659E+09   8.377E+09   2.822E+11   2.585E+11
     7   514  3  -1    1.585825E+02   1.166E+11
    15   514  3  -1    1.581297E+02   2.646E+09
     7   515  3  -1    1.585830E+02   1.707E+12   5.097E+13   7.381E+14   0.000E+00   0.000E+00   1.405E+10   0.000E+00   5.409E+11
     7   516  3  -1    1.585986E+02   5.572E+09   5.101E+13   7.418E+14   0.000E+00   2.557E+08   5.548E+08   1.888E+11   3.205E+11
    14   516  3  -1    1.584060E+02   2.619E+09
    15   516  3  -1    1.581458E+02   1.977E+12
     3   517  3  -1    1.604636E+02   6.499E+09   5.084E+13   7.365E+14   1.352E+08   9.591E+08   7.787E+08   8.989E+10   3.556E+11
     9   517  3  -1    1.585069E+02   6.771E+11
    13   517  3  -1    1.584879E+02   2.132E+11
    14   517  3  -1    1.584868E+02   6.307E+11
     2   518  3  -1    1.604697E+02   6.064E+09   5.086E+13   7.364E+14   1.470E+08   4.233E+08   1.369E+09   2.273E+11   2.238E+11
     9   518  3  -1    1.585077E+02   2.395E+11
    10   518  3  -1    1.585055E+02   6.080E+11
    12   518  3  -1    1.584901E+02   2.927E+11
    13   518  3  -1    1.584888E+02   4.189E+11
    14   518  3  -1    1.584876E+02   6.537E+10
     1   519  3  -1    1.604728E+02   8.345E+09   5.087E+13   7.363E+14   1.575E+08   1.560E+07   1.802E+09   3.237E+11   1.292E+11
     2   519  3  -1    1.604702E+02   2.095E+09
     9   519  3  -1    1.585082E+02   2.183E+10
    10   519  3  -1    1.585060E+02   3.596E+11
    11   519  3  -1    1.585045E+02   9.822E+11
    12   519  3  -1    1.584905E+02   4.374E+11
    13   519  3  -1    1.584892E+02   8.401E+10
     9   520  3  -1    1.585264E+02   9.852E+09   4.952E+13   7.451E+14   9.905E+05   1.831E+07   1.529E+07   1.485E+09   5.885E+09
    13   520  3  -1    1.585074E+02   3.295E+09
    14   520  3  -1    1.585062E+02   1.007E+10
     4   523  3  -1    1.601258E+02   3.679E+09   5.104E+13   7.414E+14   2.435E+07   2.809E+08   6.652E+08   1.791E+11   2.504E+11
     5   523  3  -1    1.587117E+02   3.539E+09
     8   523  3  -1    1.586772E+02   1.091E+12
    15   523  3  -1    1.582519E+02   1.664E+11
    16   523  3  -1    1.581972E+02   2.015E+11
     3   524  3  -1    1.605632E+02   3.068E+09   5.328E+13   7.364E+14   2.082E+05   2.180E+08   1.022E+09   6.243E+09   1.983E+10
     9   524  3  -1    1.586065E+02   1.158E+12
    10   524  3  -1    1.586042E+02   6.509E+11
    12   524  3  -1    1.585888E+02   6.300E+09
    13   524  3  -1    1.585875E+02   1.754E+11
    14   524  3  -1    1.585863E+02   1.316E+12
     8   525  3  -1    1.587546E+02   1.384E+09   5.331E+13   7.364E+14   6.693E+05   6.310E+08   5.397E+08   1.538E+10   9.805E+09
     9   525  3  -1    1.586096E+02   1.646E+11
    10   525  3  -1    1.586073E+02   4.717E+11
    11   525  3  -1    1.586059E+02   1.468E+12
    12   525  3  -1    1.585919E+02   4.319E+11
    13   525  3  -1    1.585906E+02   1.154E+12
     2   526  3  -1    1.605731E+02   1.272E+09   5.332E+13   7.364E+14   3.202E+06   8.719E+08   2.612E+08   9.359E+09   1.675E+10
    10   526  3  -1    1.586088E+02   2.957E+11
    12   526  3  -1    1.585934E+02   9.034E+11
    16   526  3  -1    1.582760E+02   1.161E+09
     1   527  3  -1    1.606302E+02   1.155E+10   5.098E+13   7.384E+14   1.226E+09   4.376E+08   2.339E+08   1.595E+11   3.501E+11
     2   527  3  -1    1.606276E+02   1.014E+10
     3   527  3  -1    1.606223E+02   8.071E+09
     9   527  3  -1    1.586656E+02   4.792E+11
    10   527  3  -1    1.586633E+02   4.276E+11
    11   527  3  -1    1.586619E+02   4.027E+11
     2   528  3  -1    1.606353E+02   1.277E+09   5.122E+13   7.359E+14   3.972E+05   1.367E+10   6.562E+09   7.689E+10   6.271E+10
    10   528  3  -1    1.586711E+02   1.453E+10
    12   528  3  -1    1.586557E+02   5.184E+11
    16   528  3  -1    1.583383E+02   6.887E+08
     3   529  3  -1    1.606315E+02   2.176E+09   5.122E+13   7.360E+14   4.609E+07   9.678E+09   9.836E+09   1.076E+11   4.259E+10
     5   529  3  -1    1.588543E+02   1.341E+09
    10   529  3  -1    1.586726E+02   2.137E+09
    11   529  3  -1    1.586711E+02   1.457E+10
    12   529  3  -1    1.586571E+02   4.076E+11
    13   529  3  -1    1.586558E+02   7.135E+11
     3   530  3  -1    1.606337E+02   2.377E+09   5.124E+13   7.358E+14   1.165E+07   3.518E+09   1.651E+10   3.660E+10   1.026E+11
     6   530  3  -1    1.588533E+02   2.737E+09
     9   530  3  -1    1.586770E+02   2.285E+09
    12   530  3  -1    1.586593E+02   2.606E+10
    13   530  3  -1    1.586580E+02   2.408E+11
    14   530  3  -1    1.586568E+02   9.692E+11
     4   531  3  -1    1.602755E+02   6.748E+09   5.101E+13   7.422E+14   1.173E+09   1.365E+09   3.868E+09   2.058E+11   2.826E+11
    10   531  3  -1    1.586797E+02   1.212E+09
    12   531  3  -1    1.586642E+02   6.771E+08
    16   531  3  -1    1.583469E+02   4.888E+11
     4   532  3  -1    1.602934E+02   8.171E+09   5.257E+13   7.312E+14   3.644E+07   2.993E+09   5.767E+09   5.022E+10   7.859E+10
     5   532  3  -1    1.588793E+02   1.942E+10
     8   532  3  -1    1.588449E+02   6.206E+11
     9   532  3  -1    1.586999E+02   2.531E+09
    13   532  3  -1    1.586809E+02   1.992E+09
    16   532  3  -1    1.583648E+02   1.839E+12
     1   533  3  -1    1.606977E+02   2.269E+10   5.079E+13   7.418E+14   3.505E+09   2.021E+08   3.012E+08   8.101E+10   1.648E+09
     2   533  3  -1    1.606951E+02   6.049E+09
     5   533  3  -1    1.589126E+02   6.422E+11
     8   533  3  -1    1.588781E+02   2.186E+10
    10   533  3  -1    1.587309E+02   2.689E+09
    11   533  3  -1    1.587294E+02   2.032E+10
    12   533  3  -1    1.587154E+02   2.245E+10
    13   533  3  -1    1.587141E+02   1.232E+10
    16   533  3  -1    1.583981E+02   1.744E+10
     2   534  3  -1    1.606980E+02   1.695E+10   5.080E+13   7.419E+14   3.530E+09   2.846E+08   3.230E+08   5.681E+10   2.604E+10
     3   534  3  -1    1.606927E+02   3.836E+09
     5   534  3  -1    1.589155E+02   1.222E+11
     6   534  3  -1    1.589124E+02   7.058E+11
     8   534  3  -1    1.588810E+02   2.707E+09
    10   534  3  -1    1.587337E+02   1.670E+10
    12   534  3  -1    1.587183E+02   5.037E+09
    13   534  3  -1    1.587170E+02   1.790E+10
    14   534  3  -1    1.587158E+02   1.458E+10
    16   534  3  -1    1.584010E+02   3.414E+10
     3   535  3  -1    1.606982E+02   1.967E+10   5.079E+13   7.418E+14   3.510E+09   4.144E+06   3.895E+08   2.555E+09   8.069E+10
     5   535  3  -1    1.589210E+02   3.416E+09
     6   535  3  -1    1.589179E+02   8.803E+10
     7   535  3  -1    1.589139E+02   8.132E+11
     9   535  3  -1    1.587415E+02   1.773E+10
    13   535  3  -1    1.587225E+02   3.744E+09
    14   535  3  -1    1.587213E+02   2.873E+10
     5   541  3  -1    1.589451E+02   1.145E+11   5.019E+13   7.356E+14   1.666E+07   5.211E+09   7.488E+09   3.534E+10   1.037E+10
     6   541  3  -1    1.589421E+02   1.119E+10
     8   541  3  -1    1.589107E+02   6.462E+09
     9   541  3  -1    1.587657E+02   2.447E+09
    10   541  3  -1    1.587634E+02   1.675E+10
    12   541  3  -1    1.587480E+02   6.708E+11
    13   541  3  -1    1.587467E+02   7.198E+10
    16   541  3  -1    1.584306E+02   1.650E+10
     5   542  3  -1    1.589460E+02   1.475E+10   5.017E+13   7.356E+14   5.269E+06   4.760E+09   7.890E+09   2.370E+10   2.107E+10
     6   542  3  -1    1.589429E+02   1.097E+11
     7   542  3  -1    1.589390E+02   1.126E+10
     9   542  3  -1    1.587666E+02   1.722E+10
    13   542  3  -1    1.587476E+02   5.868E+11
    14   542  3  -1    1.587464E+02   5.265E+10
     6   543  3  -1    1.589442E+02   1.147E+10   5.016E+13   7.356E+14   0.000E+00   3.113E+09   9.485E+09   5.049E+09   3.903E+10
     7   543  3  -1    1.589402E+02   1.276E+11
    14   543  3  -1    1.587476E+02   6.130E+11
     4   544  3  -1    1.603672E+02   4.971E+10   5.227E+13   7.396E+14   4.514E+09   5.383E+09   9.912E+09   3.068E+10   6.244E+10
     6   544  3  -1    1.589501E+02   5.641E+09
     8   544  3  -1    1.589187E+02   6.026E+11
    15   544  3  -1    1.584933E+02   1.394E+10
    16   544  3  -1    1.584386E+02   3.363E+12
     5   545  3  -1    1.590084E+02   6.072E+09   5.353E+13   7.312E+14   2.475E+06   7.759E+09   1.533E+10   1.226E+10   1.833E+10
     8   545  3  -1    1.589739E+02   1.001E+12
    15   545  3  -1    1.585486E+02   3.067E+12
     5   546  3  -1    1.590218E+02   5.857E+09   4.965E+13   7.326E+14   5.026E+05   8.039E+08   9.191E+08   1.051E+09   2.619E+08
    12   546  3  -1    1.588247E+02   1.092E+11
    13   546  3  -1    1.588234E+02   1.120E+10
     6   547  3  -1    1.590192E+02   5.619E+09   4.965E+13   7.326E+14   3.325E+05   6.295E+08   1.111E+09   6.570E+08   6.751E+08
     9   547  3  -1    1.588429E+02   2.902E+09
    13   547  3  -1    1.588239E+02   9.670E+10
    14   547  3  -1    1.588227E+02   7.984E+09
     7   548  3  -1    1.590160E+02   6.410E+09   4.965E+13   7.326E+14   0.000E+00   4.316E+08   1.315E+09   1.588E+08   1.183E+09
    14   548  3  -1    1.588234E+02   1.015E+11
     2   552  3  -1    1.609087E+02   6.836E+09   4.960E+13   7.301E+14   9.426E+02   7.661E+06   3.285E+06   8.554E+06   1.595E+06
    10   552  3  -1    1.589445E+02   5.508E+09
     1   553  3  -1    1.609115E+02   2.048E+10   4.960E+13   7.301E+14   1.237E+03   5.162E+06   5.328E+06   2.505E+06   7.151E+06
     2   553  3  -1    1.609089E+02   5.130E+09
     3   553  3  -1    1.609036E+02   5.153E+09
     9   553  3  -1    1.589469E+02   4.117E+09
    10   553  3  -1    1.589447E+02   3.554E+09
    11   553  3  -1    1.589432E+02   1.634E+10
     2   554  3  -1    1.609093E+02   8.565E+09   4.960E+13   7.302E+14   5.018E+03   1.538E+06   8.307E+06   3.580E+06   6.056E+06
     3   554  3  -1    1.609040E+02   1.548E+10
     9   554  3  -1    1.589473E+02   1.070E+10
    10   554  3  -1    1.589451E+02   6.556E+09
     3   555  3  -1    1.609979E+02   3.489E+09   5.058E+13   7.408E+14   3.249E+09   5.732E+09   5.725E+09   7.949E+09   8.009E+10
     7   555  3  -1    1.592137E+02   2.702E+09
     9   555  3  -1    1.590413E+02   4.103E+11
    13   555  3  -1    1.590223E+02   5.077E+10
    14   555  3  -1    1.590211E+02   6.321E+11
     6   556  3  -1    1.592191E+02   1.729E+09   5.057E+13   7.407E+14   3.015E+09   2.671E+09   8.461E+09   4.860E+10   4.119E+10
     9   556  3  -1    1.590428E+02   2.020E+10
    10   556  3  -1    1.590405E+02   3.622E+11
    12   556  3  -1    1.590251E+02   1.075E+11
    13   556  3  -1    1.590238E+02   5.344E+11
    14   556  3  -1    1.590226E+02   8.370E+10
     5   557  3  -1    1.592232E+02   1.244E+09   5.056E+13   7.406E+14   2.860E+09   4.674E+08   1.041E+10   7.810E+10   1.297E+10
    10   557  3  -1    1.590415E+02   4.362E+10
    11   557  3  -1    1.590401E+02   3.879E+11
    12   557  3  -1    1.590261E+02   5.839E+11
    13   557  3  -1    1.590248E+02   1.142E+11
     5   558  3  -1    1.592643E+02   2.917E+11   4.983E+13   7.185E+14   3.437E-01   1.602E+09   5.829E+08   8.046E+10   8.848E+09
     6   558  3  -1    1.592612E+02   1.930E+10
     6   559  3  -1    1.592612E+02   2.760E+11   4.983E+13   7.185E+14   0.000E+00   8.946E+08   1.293E+09   4.478E+10   4.469E+10
     7   559  3  -1    1.592573E+02   1.530E+10
     7   560  3  -1    1.592574E+02   2.817E+11   4.983E+13   7.185E+14   0.000E+00   0.000E+00   2.192E+09   0.000E+00   8.954E+10
     4   561  3  -1    1.606892E+02   1.003E+10   5.314E+13   7.383E+14   3.746E+09   5.210E+09   1.050E+10   2.871E+10   3.736E+10
     8   561  3  -1    1.592407E+02   9.379E+09
    15   561  3  -1    1.588153E+02   1.752E+12
    16   561  3  -1    1.587606E+02   1.505E+12
     3   562  3  -1    1.610702E+02   8.850E+09   5.010E+13   7.600E+14   4.505E+09   2.221E+09   3.290E+09   2.008E+10   8.715E+10
     6   562  3  -1    1.592899E+02   5.555E+09
     7   562  3  -1    1.592859E+02   5.583E+10
     9   562  3  -1    1.591135E+02   5.331E+11
    13   562  3  -1    1.590945E+02   2.465E+10
    14   562  3  -1    1.590933E+02   8.597E+09
     2   563  3  -1    1.610767E+02   8.033E+09   5.014E+13   7.598E+14   4.700E+09   1.574E+09   4.447E+09   5.237E+10   5.265E+10
     5   563  3  -1    1.592942E+02   7.950E+09
     6   563  3  -1    1.592911E+02   4.794E+10
     9   563  3  -1    1.591147E+02   1.075E+11
    10   563  3  -1    1.591125E+02   4.999E+11
    12   563  3  -1    1.590971E+02   2.111E+10
    15   563  3  -1    1.588344E+02   1.308E+10
    16   563  3  -1    1.587797E+02   1.322E+10
     1   564  3  -1    1.610800E+02   1.095E+10   5.013E+13   7.600E+14   4.832E+09   1.243E+09   4.978E+09   7.551E+10   2.846E+10
     2   564  3  -1    1.610774E+02   2.773E+09
     5   564  3  -1    1.592949E+02   4.421E+10
     9   564  3  -1    1.591154E+02   7.620E+09
    10   564  3  -1    1.591131E+02   1.834E+11
    11   564  3  -1    1.591117E+02   7.210E+11
    15   565  3  -1    1.589044E+02   2.732E+11   4.979E+13   7.387E+14   0.000E+00   5.201E+07   1.006E+08   5.187E+10   7.801E+10
     4   566  3  -1    1.607935E+02   3.138E+10   5.009E+13   7.726E+14   2.710E+09   1.741E+09   3.442E+09   6.030E+10   8.919E+10
     8   566  3  -1    1.593450E+02   1.181E+11
    15   566  3  -1    1.589196E+02   2.434E+11
    16   566  3  -1    1.588649E+02   2.632E+10
     8   567  3  -1    1.594826E+02   6.196E+10   5.037E+13   7.239E+14   2.158E+05   4.860E+08   1.024E+09   6.384E+10   9.421E+10
    15   567  3  -1    1.590573E+02   7.109E+11
     2   568  3  -1    1.613071E+02   6.234E+09   4.987E+13   7.239E+14   3.462E+09   7.327E+08   1.423E+09   3.489E+10   5.129E+10
     3   568  3  -1    1.613018E+02   6.275E+09
     9   568  3  -1    1.593451E+02   7.845E+10
    10   568  3  -1    1.593428E+02   7.877E+10
    11   568  3  -1    1.593414E+02   8.056E+10
    13   568  3  -1    1.593261E+02   2.135E+09
     5   569  3  -1    1.595411E+02   4.908E+10   5.008E+13   7.305E+14   3.810E+05   1.537E+09   2.075E+09   1.541E+11   3.904E+10
     6   569  3  -1    1.595380E+02   4.505E+09
    10   569  3  -1    1.593594E+02   1.009E+10
    12   569  3  -1    1.593440E+02   5.271E+11
    13   569  3  -1    1.593427E+02   5.935E+10
     5   570  3  -1    1.595413E+02   5.229E+09   5.007E+13   7.305E+14   1.925E+05   1.258E+09   2.335E+09   9.587E+10   9.709E+10
     6   570  3  -1    1.595382E+02   4.716E+10
     7   570  3  -1    1.595343E+02   3.581E+09
     9   570  3  -1    1.593618E+02   1.012E+10
    13   570  3  -1    1.593429E+02   4.666E+11
    14   570  3  -1    1.593417E+02   4.355E+10
     6   571  3  -1    1.595384E+02   3.541E+09   5.007E+13   7.305E+14   0.000E+00   8.887E+08   2.680E+09   1.940E+10   1.733E+11
     7   571  3  -1    1.595345E+02   5.233E+10
    14   571  3  -1    1.593419E+02   4.925E+11
     4   572  3  -1    1.610386E+02   2.142E+10   4.983E+13   7.412E+14   3.689E+09   3.845E+09   7.487E+09   5.139E+10   7.396E+10
    16   572  3  -1    1.591100E+02   5.435E+10
     4   573  3  -1    1.610976E+02   3.196E+10   5.038E+13   7.253E+14   1.622E+05   3.364E+09   6.345E+09   7.281E+10   1.063E+11
     8   573  3  -1    1.596491E+02   2.084E+09
    16   573  3  -1    1.591690E+02   7.068E+11
     2   574  3  -1    1.614889E+02   1.265E+09   5.014E+13   7.320E+14   3.456E+05   1.019E+10   5.295E+09   1.279E+11   8.709E+10
    10   574  3  -1    1.595246E+02   1.222E+11
    12   574  3  -1    1.595092E+02   4.100E+10
     9   575  3  -1    1.595274E+02   1.000E+11   5.014E+13   7.320E+14   1.110E+05   7.575E+09   7.959E+09   1.057E+11   1.093E+11
    10   575  3  -1    1.595251E+02   5.764E+10
    11   575  3  -1    1.595237E+02   2.976E+11
    12   575  3  -1    1.595097E+02   6.522E+10
    13   575  3  -1    1.595084E+02   6.084E+10
     3   576  3  -1    1.614850E+02   2.874E+09   5.014E+13   7.320E+14   1.758E+05   2.565E+09   1.306E+10   6.423E+10   1.511E+11
     9   576  3  -1    1.595283E+02   1.951E+11
    10   576  3  -1    1.595260E+02   1.146E+11
    12   576  3  -1    1.595106E+02   1.136E+10
    13   576  3  -1    1.595093E+02   5.845E+10
    14   576  3  -1    1.595081E+02   1.165E+11
   580   863  3  -1    1.565887E+02   1.889E+10   4.948E+13   7.577E+14   3.234E+11   6.782E+11   1.899E+10   4.633E+09   2.803E+04
   582   863  3  -1    1.563567E+02   9.481E+09
   577   864  3  -1    1.580938E+02   4.779E+10   4.950E+13   7.577E+14   3.217E+11   4.983E+11   1.990E+11   3.712E+09   9.648E+08
   579   864  3  -1    1.565945E+02   5.736E+10
   580   864  3  -1    1.565917E+02   1.418E+10
   581   864  3  -1    1.565863E+02   1.385E+10
   582   864  3  -1    1.563597E+02   7.109E+09
   583   864  3  -1    1.563595E+02   1.272E+10
   580   865  3  -1    1.565988E+02   2.411E+10   4.949E+13   7.577E+14   3.230E+11   9.688E+09   6.881E+11   4.717E+08   4.181E+09
   581   865  3  -1    1.565934E+02   4.267E+10
   583   865  3  -1    1.563665E+02   4.303E+09
   584   865  3  -1    1.563661E+02   1.708E+10
   577   866  3  -1    1.581618E+02   9.715E+12   5.285E+13   7.509E+14   1.965E+09   1.882E+11   5.053E+11   4.832E+09   8.348E+09
   578   866  3  -1    1.567387E+02   4.550E+10
   585   866  3  -1    1.562760E+02   4.938E+10
   586   866  3  -1    1.560533E+02   1.127E+10
   579   867  3  -1    1.581257E+02   1.789E+12   5.052E+13   7.526E+14   2.351E+06   3.017E+11   2.837E+11   7.452E+09   9.714E+08
   580   867  3  -1    1.581229E+02   4.271E+11
   581   867  3  -1    1.581175E+02   1.571E+10
   582   867  3  -1    1.578909E+02   3.099E+10
   583   867  3  -1    1.578907E+02   5.789E+09
   580   868  3  -1    1.581233E+02   1.341E+12   5.052E+13   7.526E+14   4.318E+06   2.348E+11   3.510E+11   4.559E+09   3.839E+09
   581   868  3  -1    1.581179E+02   2.463E+11
   582   868  3  -1    1.578913E+02   1.106E+10
   583   868  3  -1    1.578910E+02   2.845E+10
   584   868  3  -1    1.578906E+02   4.106E+09
   581   869  3  -1    1.581184E+02   1.470E+12   5.052E+13   7.526E+14   1.151E+05   1.302E+11   4.563E+11   5.266E+08   7.813E+09
   583   869  3  -1    1.578916E+02   7.058E+09
   584   869  3  -1    1.578912E+02   3.606E+10
   578   870  3  -1    1.582840E+02   1.289E+11   4.954E+13   7.654E+14   1.182E+07   7.545E+09   1.057E+10   2.965E+08   3.275E+08
   578   871  3  -1    1.582846E+02   4.150E+12   5.376E+13   7.520E+14   2.493E+06   1.939E+11   3.793E+11   8.106E+09   1.133E+10
   581   871  3  -1    1.582002E+02   3.545E+09
   586   871  3  -1    1.575992E+02   1.652E+10
   578   876  3  -1    1.584114E+02   8.680E+09   5.637E+13   7.517E+14   1.408E+07   3.737E+08   5.879E+08   1.994E+07   2.080E+07
   579   876  3  -1    1.583352E+02   2.347E+12
   580   876  3  -1    1.583324E+02   2.292E+12
   581   876  3  -1    1.583270E+02   2.167E+12
   580   878  3  -1    1.584293E+02   4.521E+11   5.064E+13   7.550E+14   1.028E+10   1.640E+11   2.411E+11   3.016E+09   3.033E+10
   581   878  3  -1    1.584239E+02   8.656E+11
   583   878  3  -1    1.581971E+02   4.978E+09
   584   878  3  -1    1.581967E+02   2.327E+10
   579   879  3  -1    1.584329E+02   1.006E+12   5.065E+13   7.551E+14   1.022E+10   9.528E+10   3.116E+11   2.332E+10   1.007E+10
   580   879  3  -1    1.584301E+02   2.390E+11
   581   879  3  -1    1.584247E+02   3.442E+11
   582   879  3  -1    1.581981E+02   8.111E+09
   583   879  3  -1    1.581978E+02   1.708E+10
   580   880  3  -1    1.584304E+02   3.813E+11   5.064E+13   7.551E+14   1.019E+10   5.946E+10   3.490E+11   3.345E+10   4.749E+05
   582   880  3  -1    1.581984E+02   1.204E+10
   582   881  3  -1    1.582059E+02   3.082E+12   5.172E+13   7.433E+14   7.299E+09   2.694E+09   7.384E+08   7.050E+10   4.898E+09
   583   881  3  -1    1.582057E+02   3.544E+11
   584   881  3  -1    1.582053E+02   7.768E+09
   583   882  3  -1    1.582089E+02   2.747E+12   5.173E+13   7.433E+14   7.342E+09   1.355E+09   2.052E+09   3.828E+10   3.644E+10
   584   882  3  -1    1.582085E+02   2.588E+11
   584   883  3  -1    1.582129E+02   2.867E+12   5.174E+13   7.432E+14   7.404E+09   0.000E+00   3.387E+09   4.703E+03   7.377E+10
   578   884  3  -1    1.585735E+02   1.686E+12   5.412E+13   7.491E+14   3.153E+07   1.352E+11   2.826E+11   8.849E+08   1.359E+09
   581   884  3  -1    1.584891E+02   8.043E+09
   585   884  3  -1    1.581108E+02   5.041E+12
   586   884  3  -1    1.578881E+02   2.121E+09
   580   893  3  -1    1.586313E+02   2.622E+10   5.167E+13   7.467E+14   7.041E+07   1.985E+09   3.109E+09   4.904E+09   1.040E+11
   581   893  3  -1    1.586259E+02   1.607E+10
   582   893  3  -1    1.583993E+02   1.279E+10
   583   893  3  -1    1.583990E+02   1.941E+11
   584   893  3  -1    1.583986E+02   1.328E+12
   579   894  3  -1    1.586367E+02   4.715E+10   5.169E+13   7.467E+14   7.085E+07   2.628E+09   1.943E+09   7.135E+10   3.611E+10
   580   894  3  -1    1.586339E+02   3.176E+09
   581   894  3  -1    1.586285E+02   6.803E+09
   582   894  3  -1    1.584020E+02   3.752E+11
   583   894  3  -1    1.584017E+02   1.022E+12
   580   895  3  -1    1.586355E+02   9.544E+09   5.171E+13   7.466E+14   7.235E+07   2.108E+09   1.805E+09   1.062E+11   2.636E+05
   582   895  3  -1    1.584036E+02   7.007E+11
   579   896  3  -1    1.586596E+02   1.230E+11   5.079E+13   7.481E+14   6.993E+05   1.426E+10   1.623E+10   1.315E+11   8.421E+09
   580   896  3  -1    1.586568E+02   3.843E+10
   581   896  3  -1    1.586514E+02   2.347E+09
   582   896  3  -1    1.584248E+02   1.011E+12
   583   896  3  -1    1.584245E+02   8.230E+10
   580   897  3  -1    1.586583E+02   9.478E+10   5.079E+13   7.481E+14   2.302E+06   1.119E+10   1.979E+10   8.563E+10   5.433E+10
   581   897  3  -1    1.586529E+02   2.750E+10
   582   897  3  -1    1.584263E+02   3.277E+11
   583   897  3  -1    1.584260E+02   8.946E+11
   584   897  3  -1    1.584256E+02   3.530E+10
   581   898  3  -1    1.586543E+02   1.238E+11   5.074E+13   7.482E+14   2.337E+06   7.379E+09   2.562E+10   1.040E+10   1.309E+11
   583   898  3  -1    1.584274E+02   1.914E+11
   584   898  3  -1    1.584270E+02   9.549E+11
   581   899  3  -1    1.586982E+02   4.124E+11   5.185E+13   7.372E+14   7.442E+05   3.948E+10   1.375E+11   1.476E+09   1.582E+10
   583   899  3  -1    1.584714E+02   3.029E+11
   584   899  3  -1    1.584710E+02   1.728E+12
   580   900  3  -1    1.587038E+02   3.699E+11   5.183E+13   7.372E+14   6.892E+03   6.920E+10   1.095E+11   1.104E+10   7.017E+09
   581   900  3  -1    1.586984E+02   7.655E+10
   582   900  3  -1    1.584718E+02   4.781E+11
   583   900  3  -1    1.584715E+02   1.324E+12
   584   900  3  -1    1.584711E+02   2.199E+11
   579   901  3  -1    1.587067E+02   4.959E+11   5.181E+13   7.373E+14   1.263E+04   8.872E+10   9.088E+10   1.674E+10   1.642E+09
   580   901  3  -1    1.587040E+02   1.262E+11
   581   901  3  -1    1.586985E+02   5.302E+09
   582   901  3  -1    1.584720E+02   1.419E+12
   583   901  3  -1    1.584717E+02   2.912E+11
   578   902  3  -1    1.588667E+02   2.514E+11   5.067E+13   7.574E+14   1.463E+07   7.141E+10   1.388E+11   1.576E+11   2.088E+11
