SEQ='MG'     NUCCHG=27                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 278051087.5  NPRNT=   5
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2S2 2P6 3S1         (2)0( 0.5)        0.0 
     2          2S2 2P6 3P1         (2)1( 0.5)   291866.0 
     3          2S2 2P6 3P1         (2)1( 1.5)   316289.0 
     4          2S2 2P6 3D1         (2)2( 1.5)   723251.0 
     5          2S2 2P6 3D1         (2)2( 2.5)   728686.4 

   IC RESOLVED LEVEL INDEXING           BWNR= 282147785.7 NLVL=  1122
   --------------------------
   INDX  IRSL   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
     5   138  3  -1    5.827183E+01   1.993E+09
     6   138  3  -1    5.815823E+01   4.869E+10
     7   138  3  -1    5.805434E+01   1.488E+11
     9   138  3  -1    5.772779E+01   3.672E+10
    10   138  3  -1    5.770740E+01   1.058E+10
    12   138  3  -1    5.758633E+01   1.850E+10
    14   138  3  -1    5.757383E+01   7.377E+09
    15   138  3  -1    5.685459E+01   1.298E+10
    16   138  3  -1    5.673958E+01   2.722E+11
     1   139  3  -1    6.514976E+01   4.048E+13   1.623E+13   1.019E+14   5.494E+13   1.789E+13   2.757E+13   9.875E+11   4.809E+11
     2   139  3  -1    6.508815E+01   1.348E+12
     3   139  3  -1    6.493829E+01   7.895E+09
     4   139  3  -1    6.396724E+01   8.284E+11
     5   139  3  -1    5.832099E+01   5.766E+10
     7   139  3  -1    5.810350E+01   5.914E+10
     9   139  3  -1    5.777695E+01   1.345E+11
    10   139  3  -1    5.775656E+01   2.419E+10
    11   139  3  -1    5.764093E+01   1.100E+11
    13   139  3  -1    5.763424E+01   2.816E+10
    14   139  3  -1    5.762299E+01   2.302E+10
    16   139  3  -1    5.678874E+01   7.693E+10
     3   140  3  -1    6.494600E+01   1.224E+11   5.146E+11   6.988E+11   1.903E+11   1.366E+11   7.085E+10   1.129E+11   1.882E+11
     5   140  3  -1    5.832869E+01   7.579E+10
     6   140  3  -1    5.821510E+01   8.422E+09
     7   140  3  -1    5.811120E+01   7.790E+09
     8   140  3  -1    5.808649E+01   5.016E+09
    10   140  3  -1    5.776426E+01   2.891E+10
    12   140  3  -1    5.764320E+01   1.911E+11
    14   140  3  -1    5.763070E+01   8.552E+10
    15   140  3  -1    5.691145E+01   7.972E+10
     1   141  3  -1    6.515851E+01   8.217E+12   4.560E+12   3.567E+13   1.456E+13   1.045E+13   9.290E+12   1.157E+12   2.071E+11
     2   141  3  -1    6.509691E+01   1.037E+12
     3   141  3  -1    6.494705E+01   4.924E+10
     4   141  3  -1    6.397599E+01   7.882E+10
     5   141  3  -1    5.832974E+01   1.400E+10
     7   141  3  -1    5.811225E+01   2.001E+10
     9   141  3  -1    5.778570E+01   1.002E+11
    10   141  3  -1    5.776531E+01   2.063E+11
    11   141  3  -1    5.764968E+01   1.386E+10
    13   141  3  -1    5.764300E+01   9.094E+10
    14   141  3  -1    5.763175E+01   1.587E+10
     2   142  3  -1    6.509766E+01   1.052E+13   6.855E+12   1.497E+14   2.743E+13   5.311E+13   6.193E+13   4.503E+12   2.685E+12
     3   142  3  -1    6.494780E+01   5.982E+10
     4   142  3  -1    6.397675E+01   8.802E+10
     5   142  3  -1    5.833050E+01   1.468E+10
     6   142  3  -1    5.821690E+01   2.115E+10
     7   142  3  -1    5.811301E+01   1.456E+10
     9   142  3  -1    5.778646E+01   4.552E+10
    10   142  3  -1    5.776606E+01   3.543E+10
    12   142  3  -1    5.764500E+01   5.225E+10
    13   142  3  -1    5.764375E+01   3.379E+10
    14   142  3  -1    5.763250E+01   1.729E+11
    15   142  3  -1    5.691326E+01   2.178E+10
    16   142  3  -1    5.679825E+01   2.266E+10
     6   143  3  -1    5.823249E+01   3.241E+10   5.245E+11   2.214E+12   0.000E+00   1.617E+11   8.995E+11   3.429E+11   8.101E+11
     8   143  3  -1    5.810388E+01   8.211E+10
    12   143  3  -1    5.766059E+01   5.544E+10
    15   143  3  -1    5.692885E+01   4.809E+11
     3   144  3  -1    6.501875E+01   2.441E+12   2.389E+12   1.052E+13   7.669E+12   1.302E+10   2.350E+12   2.025E+10   4.678E+11
     6   144  3  -1    5.828785E+01   1.363E+10
     7   144  3  -1    5.818395E+01   1.835E+09
     8   144  3  -1    5.815924E+01   5.471E+10
    10   144  3  -1    5.783701E+01   6.642E+09
    12   144  3  -1    5.771595E+01   2.976E+11
    14   144  3  -1    5.770345E+01   1.658E+10
    15   144  3  -1    5.698420E+01   2.466E+11
     2   145  3  -1    6.517019E+01   1.365E+13   1.501E+13   5.699E+13   4.268E+13   6.375E+12   7.500E+12   4.078E+11   2.781E+10
     3   145  3  -1    6.502033E+01   2.815E+11
     4   145  3  -1    6.404928E+01   1.477E+11
     5   145  3  -1    5.840303E+01   8.001E+10
     7   145  3  -1    5.818554E+01   2.898E+10
     9   145  3  -1    5.785899E+01   2.514E+11
    10   145  3  -1    5.783859E+01   2.960E+10
    11   145  3  -1    5.772297E+01   1.194E+11
    13   145  3  -1    5.771628E+01   2.751E+10
    14   145  3  -1    5.770503E+01   1.102E+10
    16   145  3  -1    5.687078E+01   1.750E+11
     6   146  3  -1    5.829568E+01   6.337E+09   6.241E+11   4.719E+12   0.000E+00   8.223E+11   2.746E+12   3.806E+10   1.113E+12
     8   146  3  -1    5.816707E+01   8.764E+08
    12   146  3  -1    5.772378E+01   7.366E+11
    15   146  3  -1    5.699203E+01   5.841E+10
     2   147  3  -1    6.518051E+01   6.563E+12   5.612E+12   1.208E+14   3.113E+13   9.222E+12   7.754E+13   1.072E+12   1.797E+12
     3   147  3  -1    6.503065E+01   1.184E+12
     4   147  3  -1    6.405959E+01   2.613E+09
     5   147  3  -1    5.841334E+01   3.177E+10
     6   147  3  -1    5.829975E+01   6.536E+10
     7   147  3  -1    5.819585E+01   8.336E+09
     9   147  3  -1    5.786930E+01   2.377E+11
    10   147  3  -1    5.784891E+01   8.938E+10
    12   147  3  -1    5.772784E+01   1.492E+10
    13   147  3  -1    5.772660E+01   4.802E+08
    14   147  3  -1    5.771535E+01   1.016E+11
    15   147  3  -1    5.699610E+01   3.623E+08
    16   147  3  -1    5.688110E+01   1.970E+09
     3   148  3  -1    6.505313E+01   1.773E+11   6.461E+11   4.688E+12   3.243E+10   1.302E+12   2.951E+12   1.895E+11   2.125E+11
     5   148  3  -1    5.843582E+01   2.948E+10
     6   148  3  -1    5.832223E+01   4.655E+09
     7   148  3  -1    5.821833E+01   7.776E+08
     8   148  3  -1    5.819362E+01   6.679E+09
    10   148  3  -1    5.787139E+01   8.701E+10
    12   148  3  -1    5.775033E+01   5.246E+08
    14   148  3  -1    5.773783E+01   4.380E+11
    15   148  3  -1    5.701858E+01   1.091E+11
     1   149  3  -1    6.526463E+01   3.282E+12   8.169E+12   2.871E+13   1.203E+13   6.713E+12   9.239E+12   4.438E+11   2.844E+11
     2   149  3  -1    6.520302E+01   6.483E+12
     3   149  3  -1    6.505316E+01   5.882E+08
     4   149  3  -1    6.408211E+01   1.665E+11
     5   149  3  -1    5.843586E+01   4.034E+10
     7   149  3  -1    5.821837E+01   6.829E+09
     9   149  3  -1    5.789182E+01   1.509E+11
    10   149  3  -1    5.787143E+01   5.130E+09
    11   149  3  -1    5.775580E+01   2.363E+11
    13   149  3  -1    5.774911E+01   7.930E+10
    14   149  3  -1    5.773786E+01   1.300E+10
    16   149  3  -1    5.690361E+01   6.588E+09
     2   150  3  -1    6.525513E+01   1.722E+12   4.596E+12   8.166E+13   1.249E+13   2.928E+12   5.890E+13   2.021E+12   5.328E+12
     3   150  3  -1    6.510527E+01   2.921E+12
     4   150  3  -1    6.413422E+01   1.568E+11
     5   150  3  -1    5.848797E+01   1.716E+10
     6   150  3  -1    5.837437E+01   5.905E+09
     9   150  3  -1    5.794393E+01   6.136E+09
    10   150  3  -1    5.792354E+01   3.737E+10
    12   150  3  -1    5.780247E+01   3.582E+09
    13   150  3  -1    5.780122E+01   7.383E+11
    14   150  3  -1    5.778997E+01   2.222E+10
    15   150  3  -1    5.707073E+01   5.687E+09
    16   150  3  -1    5.695572E+01   6.278E+09
     5   151  3  -1    5.849229E+01   1.045E+11   5.255E+11   1.670E+12   5.524E+10   8.805E+11   5.461E+11   2.755E+10   1.610E+11
     6   151  3  -1    5.837869E+01   1.886E+11
     7   151  3  -1    5.827480E+01   1.738E+11
     8   151  3  -1    5.825009E+01   5.185E+09
    10   151  3  -1    5.792785E+01   8.420E+09
    12   151  3  -1    5.780679E+01   1.709E+10
    14   151  3  -1    5.779429E+01   1.789E+10
    15   151  3  -1    5.707505E+01   9.551E+10
     2   152  3  -1    6.526294E+01   4.542E+12   1.262E+13   6.704E+13   1.755E+13   2.108E+13   2.516E+13   2.572E+12   6.810E+11
     3   152  3  -1    6.511308E+01   7.808E+12
     4   152  3  -1    6.414203E+01   2.624E+12
     5   152  3  -1    5.849577E+01   9.193E+10
     6   152  3  -1    5.838218E+01   4.722E+10
     7   152  3  -1    5.827828E+01   4.315E+10
    10   152  3  -1    5.793134E+01   1.594E+10
    12   152  3  -1    5.781028E+01   1.292E+11
    13   152  3  -1    5.780903E+01   9.473E+09
    14   152  3  -1    5.779778E+01   9.655E+09
    15   152  3  -1    5.707854E+01   7.384E+10
    16   152  3  -1    5.696353E+01   4.644E+08
     2   153  3  -1    6.529569E+01   6.332E+12   1.946E+13   3.589E+13   2.284E+12   1.987E+13   1.120E+13   1.843E+12   6.974E+11
     4   153  3  -1    6.417478E+01   1.127E+11
     9   153  3  -1    5.798449E+01   3.746E+10
    13   153  3  -1    5.784178E+01   9.769E+07
    16   153  3  -1    5.699628E+01   3.038E+09
     1   154  3  -1    6.538642E+01   2.751E+11   1.615E+12   2.615E+13   3.447E+12   9.939E+12   1.173E+13   6.660E+11   3.639E+11
     2   154  3  -1    6.532482E+01   6.997E+11
     3   154  3  -1    6.517496E+01   1.941E+11
     7   154  3  -1    5.834016E+01   7.879E+10
     9   154  3  -1    5.801361E+01   1.961E+10
    11   154  3  -1    5.787759E+01   1.813E+11
    13   154  3  -1    5.787091E+01   2.848E+09
    14   154  3  -1    5.785966E+01   5.229E+09
    16   154  3  -1    5.702541E+01   2.764E+11
     3   155  3  -1    6.518542E+01   2.939E+12   2.757E+12   3.877E+12   2.503E+12   3.871E+11   8.495E+11   5.338E+09   1.323E+11
     5   155  3  -1    5.856812E+01   1.309E+09
     6   155  3  -1    5.845452E+01   3.755E+10
     7   155  3  -1    5.835062E+01   2.154E+09
     8   155  3  -1    5.832592E+01   1.081E+11
    10   155  3  -1    5.800368E+01   8.076E+10
    12   155  3  -1    5.788262E+01   4.796E+10
    14   155  3  -1    5.787012E+01   3.156E+11
    15   155  3  -1    5.715088E+01   1.478E+11
     2   156  3  -1    6.535717E+01   7.281E+11   2.609E+12   6.275E+13   1.561E+13   6.453E+11   4.420E+13   4.556E+11   1.835E+12
     3   156  3  -1    6.520731E+01   1.360E+12
     4   156  3  -1    6.423626E+01   6.437E+11
     5   156  3  -1    5.859001E+01   1.344E+10
     6   156  3  -1    5.847641E+01   6.351E+09
     7   156  3  -1    5.837252E+01   6.412E+08
     9   156  3  -1    5.804597E+01   3.955E+10
    10   156  3  -1    5.802558E+01   3.328E+10
    12   156  3  -1    5.790451E+01   1.081E+09
    13   156  3  -1    5.790327E+01   7.513E+08
    14   156  3  -1    5.789201E+01   5.379E+10
    15   156  3  -1    5.717277E+01   8.322E+08
    16   156  3  -1    5.705777E+01   4.822E+11
     2   157  3  -1    6.544198E+01   2.685E+11   1.322E+13   1.148E+14   1.045E+13   2.648E+12   9.657E+13   3.406E+12   1.698E+12
     3   157  3  -1    6.529212E+01   1.188E+13
     4   157  3  -1    6.432107E+01   1.111E+12
     5   157  3  -1    5.867482E+01   1.009E+11
     6   157  3  -1    5.856122E+01   1.201E+09
     7   157  3  -1    5.845733E+01   1.090E+11
     9   157  3  -1    5.813078E+01   5.986E+09
    10   157  3  -1    5.811039E+01   5.265E+10
    12   157  3  -1    5.798932E+01   1.430E+11
    14   157  3  -1    5.797682E+01   4.202E+09
    15   157  3  -1    5.725758E+01   1.068E+10
    16   157  3  -1    5.714257E+01   4.557E+10
     6   158  3  -1    5.857948E+01   4.380E+10   5.547E+11   2.289E+12   0.000E+00   1.381E+11   2.076E+12   2.566E+10   4.955E+10
     8   158  3  -1    5.845087E+01   4.153E+11
    12   158  3  -1    5.800758E+01   2.128E+09
    15   158  3  -1    5.727583E+01   1.334E+11
     1   159  3  -1    6.556299E+01   9.697E+09   2.755E+13   8.237E+13   7.227E+13   5.925E+12   1.726E+12   1.942E+12   5.023E+11
     2   159  3  -1    6.550138E+01   5.111E+10
     3   159  3  -1    6.535152E+01   1.613E+13
     4   159  3  -1    6.438047E+01   3.015E+10
     5   159  3  -1    5.873422E+01   1.695E+09
     7   159  3  -1    5.851673E+01   1.403E+10
     9   159  3  -1    5.819018E+01   1.678E+09
    10   159  3  -1    5.816979E+01   2.608E+09
    11   159  3  -1    5.805416E+01   2.284E+11
    13   159  3  -1    5.804748E+01   1.340E+11
    14   159  3  -1    5.803622E+01   1.433E+11
    16   159  3  -1    5.720198E+01   9.969E+10
     2   160  3  -1    6.551183E+01   1.651E+12   8.743E+12   2.727E+14   2.364E+13   1.579E+13   2.251E+14   1.896E+12   6.277E+12
     4   160  3  -1    6.439091E+01   1.196E+12
     9   160  3  -1    5.820062E+01   2.281E+10
    13   160  3  -1    5.805792E+01   2.786E+10
    16   160  3  -1    5.721242E+01   1.690E+10
     3   161  3  -1    6.543187E+01   1.217E+13   9.158E+12   5.446E+13   5.227E+13   4.570E+10   1.663E+12   3.513E+10   4.492E+11
     5   161  3  -1    5.881457E+01   6.203E+09
     6   161  3  -1    5.870097E+01   1.903E+11
     7   161  3  -1    5.859708E+01   3.417E+10
     8   161  3  -1    5.857237E+01   1.115E+11
    10   161  3  -1    5.825014E+01   2.370E+09
    12   161  3  -1    5.812907E+01   6.645E+10
    14   161  3  -1    5.811657E+01   3.970E+10
    15   161  3  -1    5.739733E+01   4.958E+09
     2   162  3  -1    6.562955E+01   5.272E+12   8.077E+12   5.813E+13   2.003E+13   1.335E+13   2.181E+13   1.174E+12   1.762E+12
     3   162  3  -1    6.547969E+01   1.458E+11
     4   162  3  -1    6.450864E+01   7.438E+12
     5   162  3  -1    5.886239E+01   6.850E+09
     6   162  3  -1    5.874879E+01   6.307E+09
     7   162  3  -1    5.864490E+01   1.380E+10
     9   162  3  -1    5.831835E+01   5.728E+09
    10   162  3  -1    5.829796E+01   1.047E+11
    12   162  3  -1    5.817689E+01   2.656E+10
    13   162  3  -1    5.817565E+01   9.835E+10
    14   162  3  -1    5.816439E+01   4.192E+09
    15   162  3  -1    5.744515E+01   4.673E+10
    16   162  3  -1    5.733015E+01   2.832E+09
     1   163  3  -1    6.575736E+01   7.693E+12   1.536E+13   2.989E+13   4.914E+12   1.137E+13   9.197E+12   3.644E+12   7.651E+11
     2   163  3  -1    6.569576E+01   4.039E+11
     3   163  3  -1    6.554590E+01   1.769E+11
     4   163  3  -1    6.457484E+01   1.160E+13
     5   163  3  -1    5.892859E+01   2.212E+10
     7   163  3  -1    5.871110E+01   8.619E+10
     9   163  3  -1    5.838455E+01   1.707E+10
    11   163  3  -1    5.824853E+01   4.138E+11
    13   163  3  -1    5.824185E+01   7.112E+08
    14   163  3  -1    5.823060E+01   9.446E+10
    16   163  3  -1    5.739635E+01   5.570E+09
     2   164  3  -1    6.578371E+01   2.335E+10   7.448E+12   2.212E+13   1.460E+13   3.784E+12   2.130E+12   1.296E+12   3.069E+11
     4   164  3  -1    6.466280E+01   2.160E+12
     9   164  3  -1    5.847251E+01   1.534E+09
    13   164  3  -1    5.832981E+01   2.439E+11
    16   164  3  -1    5.748431E+01   5.408E+10
     2   165  3  -1    6.582760E+01   2.908E+12   3.671E+12   3.745E+13   1.931E+12   3.007E+12   5.863E+12   2.504E+13   1.603E+12
     3   165  3  -1    6.567774E+01   1.501E+11
     4   165  3  -1    6.470668E+01   1.720E+12
     5   165  3  -1    5.906043E+01   6.722E+10
     6   165  3  -1    5.894684E+01   8.796E+09
     7   165  3  -1    5.884294E+01   3.899E+10
     9   165  3  -1    5.851639E+01   5.271E+10
    10   165  3  -1    5.849600E+01   3.155E+11
    12   165  3  -1    5.837493E+01   1.430E+10
    13   165  3  -1    5.837369E+01   6.456E+09
    14   165  3  -1    5.836244E+01   2.842E+09
    15   165  3  -1    5.764319E+01   7.307E+10
    16   165  3  -1    5.752819E+01   2.484E+11
     1   166  3  -1    6.594323E+01   5.756E+12   3.926E+12   1.312E+14   4.585E+13   4.973E+12   6.141E+12   7.401E+13   1.890E+11
     2   166  3  -1    6.588162E+01   8.809E+11
     3   166  3  -1    6.573176E+01   3.397E+11
     4   166  3  -1    6.476071E+01   6.839E+10
     5   166  3  -1    5.911446E+01   3.066E+10
     7   166  3  -1    5.889697E+01   1.182E+10
     9   166  3  -1    5.857042E+01   9.717E+10
    10   166  3  -1    5.855003E+01   1.174E+10
    11   166  3  -1    5.843440E+01   3.718E+10
    13   166  3  -1    5.842772E+01   1.319E+11
    14   166  3  -1    5.841646E+01   1.338E+10
    16   166  3  -1    5.758222E+01   1.373E+11
     3   167  3  -1    6.574799E+01   8.663E+12   6.725E+12   8.848E+13   1.095E+13   1.398E+11   7.094E+11   3.874E+09   7.667E+13
     5   167  3  -1    5.913068E+01   3.887E+09
     6   167  3  -1    5.901709E+01   1.818E+09
     7   167  3  -1    5.891319E+01   1.779E+10
     8   167  3  -1    5.888849E+01   2.049E+11
    10   167  3  -1    5.856625E+01   6.492E+09
    12   167  3  -1    5.844519E+01   5.021E+10
    14   167  3  -1    5.843269E+01   1.740E+10
    15   167  3  -1    5.771345E+01   1.887E+11
     2   168  3  -1    6.603875E+01   1.075E+12   4.992E+12   2.091E+14   9.237E+13   9.000E+11   5.425E+12   5.415E+13   5.626E+13
     3   168  3  -1    6.588889E+01   4.004E+10
     4   168  3  -1    6.491784E+01   5.845E+12
     5   168  3  -1    5.927158E+01   1.405E+09
     6   168  3  -1    5.915799E+01   9.709E+10
     7   168  3  -1    5.905409E+01   1.168E+10
     9   168  3  -1    5.872754E+01   2.101E+09
    10   168  3  -1    5.870715E+01   3.194E+09
    12   168  3  -1    5.858609E+01   8.614E+10
    13   168  3  -1    5.858484E+01   1.083E+11
    14   168  3  -1    5.857359E+01   3.542E+11
    15   168  3  -1    5.785435E+01   6.423E+10
    16   168  3  -1    5.773934E+01   2.762E+10
     1   169  3  -1    6.610122E+01   3.242E+11   2.167E+12   8.530E+13   4.374E+13   6.613E+11   7.046E+12   3.384E+13   1.744E+10
     2   169  3  -1    6.603962E+01   1.199E+12
     3   169  3  -1    6.588976E+01   1.832E+11
     5   169  3  -1    5.927245E+01   1.001E+10
     7   169  3  -1    5.905496E+01   1.192E+09
     9   169  3  -1    5.872841E+01   7.058E+10
    11   169  3  -1    5.859239E+01   2.117E+11
    13   169  3  -1    5.858571E+01   2.401E+11
    14   169  3  -1    5.857446E+01   9.226E+10
    16   169  3  -1    5.774021E+01   6.253E+08
     3   170  3  -1    6.591653E+01   4.399E+11   1.097E+12   1.421E+13   3.132E+12   3.350E+11   3.179E+10   4.730E+08   1.071E+13
     5   170  3  -1    5.929923E+01   2.440E+10
     6   170  3  -1    5.918563E+01   4.833E+10
     7   170  3  -1    5.908174E+01   1.121E+09
     8   170  3  -1    5.905703E+01   5.881E+09
    10   170  3  -1    5.873480E+01   3.158E+10
    12   170  3  -1    5.861373E+01   1.172E+10
    14   170  3  -1    5.860123E+01   3.073E+09
    15   170  3  -1    5.788199E+01   6.718E+11
     6   171  3  -1    5.918722E+01   1.464E+10   5.459E+11   1.924E+12   0.000E+00   5.694E+11   2.879E+11   4.745E+11   5.918E+11
     8   171  3  -1    5.905862E+01   9.620E+10
    12   171  3  -1    5.861532E+01   3.862E+09
    15   171  3  -1    5.788358E+01   5.596E+11
     1   172  3  -1    6.615383E+01   3.822E+12   6.286E+12   3.605E+13   2.374E+13   2.421E+12   8.727E+12   1.073E+12   8.899E+10
     2   172  3  -1    6.609222E+01   2.769E+12
     3   172  3  -1    6.594236E+01   9.486E+11
     4   172  3  -1    6.497131E+01   1.620E+11
     7   172  3  -1    5.910756E+01   2.315E+09
     9   172  3  -1    5.878102E+01   9.098E+09
    11   172  3  -1    5.864499E+01   2.754E+11
    14   172  3  -1    5.862706E+01   5.351E+10
    16   172  3  -1    5.779281E+01   3.060E+11
     3   173  3  -1    6.603483E+01   2.590E+12   3.100E+12   8.260E+13   4.878E+13   5.432E+11   1.393E+13   2.353E+12   1.699E+13
     4   173  3  -1    6.506378E+01   2.176E+10
     5   173  3  -1    5.941752E+01   4.694E+09
     6   173  3  -1    5.930393E+01   8.086E+08
     7   173  3  -1    5.920003E+01   1.245E+09
     9   173  3  -1    5.887349E+01   1.201E+11
    10   173  3  -1    5.885309E+01   2.326E+10
    12   173  3  -1    5.873203E+01   1.208E+10
    13   173  3  -1    5.873078E+01   3.226E+10
    14   173  3  -1    5.871953E+01   3.646E+10
    15   173  3  -1    5.800029E+01   6.214E+10
    16   173  3  -1    5.788528E+01   3.916E+11
     3   174  3  -1    6.608556E+01   1.191E+10   4.237E+11   4.493E+13   2.283E+13   1.102E+12   3.405E+12   1.830E+11   1.741E+13
     5   174  3  -1    5.946826E+01   4.161E+08
     6   174  3  -1    5.935466E+01   2.775E+10
     7   174  3  -1    5.925077E+01   2.845E+09
     8   174  3  -1    5.922606E+01   6.428E+08
    10   174  3  -1    5.890383E+01   9.059E+09
    12   174  3  -1    5.878276E+01   3.244E+11
    14   174  3  -1    5.877026E+01   6.484E+10
    15   174  3  -1    5.805102E+01   7.155E+09
     2   175  3  -1    6.624027E+01   7.585E+11   3.723E+12   1.795E+14   1.537E+13   6.760E+12   1.499E+14   1.374E+12   6.082E+12
     4   175  3  -1    6.511936E+01   4.029E+11
     9   175  3  -1    5.892907E+01   8.429E+09
    13   175  3  -1    5.878636E+01   3.396E+09
    16   175  3  -1    5.794086E+01   6.772E+10
     1   176  3  -1    6.634541E+01   1.617E+11   1.620E+12   1.133E+13   5.075E+12   2.712E+12   2.414E+12   8.087E+11   3.168E+11
     2   176  3  -1    6.628380E+01   5.536E+11
     3   176  3  -1    6.613394E+01   6.791E+10
     4   176  3  -1    6.516289E+01   3.723E+11
     7   176  3  -1    5.929914E+01   7.792E+09
     9   176  3  -1    5.897260E+01   5.880E+10
    10   176  3  -1    5.895220E+01   7.986E+10
    11   176  3  -1    5.883657E+01   3.465E+09
    13   176  3  -1    5.882989E+01   6.757E+09
    14   176  3  -1    5.881864E+01   5.880E+10
    16   176  3  -1    5.798439E+01   2.162E+11
     2   177  3  -1    6.629056E+01   4.098E+11   2.076E+12   5.643E+13   1.344E+13   3.522E+12   2.413E+13   1.360E+13   1.739E+12
     3   177  3  -1    6.614070E+01   5.999E+11
     4   177  3  -1    6.516965E+01   1.037E+12
     6   177  3  -1    5.940980E+01   6.855E+09
     7   177  3  -1    5.930591E+01   1.987E+09
     9   177  3  -1    5.897936E+01   1.477E+11
    10   177  3  -1    5.895897E+01   3.533E+10
    12   177  3  -1    5.883790E+01   1.113E+11
    13   177  3  -1    5.883666E+01   5.897E+10
    14   177  3  -1    5.882540E+01   4.461E+10
    15   177  3  -1    5.810616E+01   1.087E+11
    16   177  3  -1    5.799116E+01   1.393E+11
     2   178  3  -1    6.643709E+01   5.070E+11   8.031E+12   1.423E+14   5.979E+13   1.718E+12   5.924E+12   2.686E+13   4.797E+13
     3   178  3  -1    6.628723E+01   1.719E+09
     4   178  3  -1    6.531618E+01   1.213E+13
     5   178  3  -1    5.966993E+01   5.839E+08
     6   178  3  -1    5.955633E+01   1.197E+11
     7   178  3  -1    5.945244E+01   2.770E+10
     9   178  3  -1    5.912589E+01   1.012E+11
    10   178  3  -1    5.910549E+01   4.846E+10
    12   178  3  -1    5.898443E+01   5.381E+09
    13   178  3  -1    5.898318E+01   7.240E+10
    14   178  3  -1    5.897193E+01   3.805E+09
    15   178  3  -1    5.825269E+01   4.300E+10
    16   178  3  -1    5.813768E+01   4.158E+10
     1   179  3  -1    6.655934E+01   1.062E+12   3.427E+12   3.262E+14   1.301E+14   5.216E+10   2.090E+12   1.940E+14   6.326E+10
     2   179  3  -1    6.649773E+01   1.084E+11
     3   179  3  -1    6.634787E+01   1.722E+10
     4   179  3  -1    6.537682E+01   2.305E+12
     5   179  3  -1    5.973056E+01   1.654E+11
     7   179  3  -1    5.951307E+01   2.120E+10
     9   179  3  -1    5.918653E+01   1.383E+11
    10   179  3  -1    5.916613E+01   1.455E+10
    11   179  3  -1    5.905050E+01   3.047E+09
    13   179  3  -1    5.904382E+01   2.856E+09
    14   179  3  -1    5.903257E+01   6.773E+09
    16   179  3  -1    5.819832E+01   1.430E+11
     3   180  3  -1    6.640129E+01   6.271E+11   1.034E+12   4.753E+14   2.306E+14   2.510E+12   2.545E+12   2.970E+10   2.396E+14
     5   180  3  -1    5.978399E+01   1.627E+09
     6   180  3  -1    5.967039E+01   6.332E+10
     7   180  3  -1    5.956650E+01   4.825E+10
     8   180  3  -1    5.954179E+01   4.818E+10
    10   180  3  -1    5.921955E+01   3.023E+11
    12   180  3  -1    5.909849E+01   6.209E+10
    14   180  3  -1    5.908599E+01   4.049E+09
    15   180  3  -1    5.836675E+01   1.443E+11
     2   181  3  -1    6.664040E+01   4.495E+09   1.376E+13   2.737E+14   1.183E+14   2.652E+12   8.576E+12   1.321E+14   1.208E+13
     3   181  3  -1    6.649054E+01   7.370E+10
     4   181  3  -1    6.551949E+01   2.176E+13
     5   181  3  -1    5.987323E+01   1.492E+11
     6   181  3  -1    5.975964E+01   1.889E+10
     7   181  3  -1    5.965574E+01   1.367E+10
     9   181  3  -1    5.932919E+01   1.136E+11
    10   181  3  -1    5.930880E+01   2.829E+10
    12   181  3  -1    5.918774E+01   3.786E+09
    13   181  3  -1    5.918649E+01   4.281E+10
    14   181  3  -1    5.917524E+01   1.152E+10
    15   181  3  -1    5.845600E+01   1.226E+11
    16   181  3  -1    5.834099E+01   2.106E+11
     1   182  3  -1    6.670972E+01   1.201E+11   2.086E+13   7.317E+13   2.930E+13   2.866E+11   2.599E+12   4.022E+13   7.656E+11
     2   182  3  -1    6.664811E+01   5.277E+10
     3   182  3  -1    6.649825E+01   3.852E+10
     4   182  3  -1    6.552720E+01   2.021E+13
     5   182  3  -1    5.988095E+01   5.793E+10
     7   182  3  -1    5.966346E+01   5.604E+10
     9   182  3  -1    5.933691E+01   1.430E+09
    10   182  3  -1    5.931652E+01   1.097E+10
    11   182  3  -1    5.920089E+01   2.289E+11
    13   182  3  -1    5.919421E+01   9.701E+08
    14   182  3  -1    5.918295E+01   6.853E+10
    16   182  3  -1    5.834870E+01   9.818E+10
     4   183  3  -1    6.570487E+01   7.572E+12   2.327E+13   8.079E+13   4.646E+13   7.812E+10   2.829E+13   8.847E+11   5.080E+12
     9   183  3  -1    5.951458E+01   1.257E+09
    13   183  3  -1    5.937188E+01   6.634E+10
    16   183  3  -1    5.852637E+01   1.176E+11
     2   184  3  -1    6.703916E+01   2.964E+11   1.258E+12   5.176E+14   1.695E+14   1.992E+13   5.710E+13   7.795E+13   1.932E+14
     3   184  3  -1    6.688930E+01   4.950E+10
     4   184  3  -1    6.591825E+01   1.599E+11
     5   184  3  -1    6.027199E+01   5.543E+10
     6   184  3  -1    6.015840E+01   2.014E+10
     7   184  3  -1    6.005450E+01   2.731E+11
     9   184  3  -1    5.972796E+01   1.750E+10
    10   184  3  -1    5.970756E+01   6.405E+09
    12   184  3  -1    5.958650E+01   2.502E+10
    13   184  3  -1    5.958525E+01   6.628E+09
